,rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned,pmi_x,pmi_y
11960,130669,[13C].[15C][17O][14C][15N]=[17C].[16C].[18O],[15C][17O][14C][15N]=[17C],COCN=C,0.14439540384458388,0.9488983280000852
11980,130729,[13C].[15C][17O][14C][15N]([18O])[16C][17C],[15C][17O][14C][15N]([18O])[16C][17C],COCN(O)CC,0.14355566614675752,0.9148919841240186
12000,130820,[13C].[16C]=[15N][14C][17O][15C][18O][17C],[16C]=[15N][14C][17O][15C][18O][17C],C=NCOCOC,0.4152346164337013,0.7480767419314736
12020,130879,[13C].[15N][14C][17O][15C]=[18O].[16C][17C],[15N][14C][17O][15C]=[18O],NCOC=O,0.13734810203210995,0.8934441461468716
12040,130954,[13C].[15C][15N]([16C])[14C][17O][18O].[17C],[15C][15N]([16C])[14C][17O][18O],CN(C)COO,0.21455268760464627,0.8414966929189744
12060,131019,[13C].[15C][15N]1[14C][17O][16C][17C][18O]1,[15C][15N]1[14C][17O][16C][17C][18O]1,CN1COCCO1,0.42063794348077616,0.7117670827472814
12080,131160,[13C].[16C].[17O][14C][15N]1[15C][18O][17C]1,[17O][14C][15N]1[15C][18O][17C]1,OCN1COC1,0.27472477937952794,0.8557764560994113
12100,131188,[13C].[16C][17C].[18O][15C][15N]1[14C][17O]1,[18O][15C][15N]1[14C][17O]1,OCN1CO1,0.3398219423797268,0.9434270418281769
12120,131213,[13C].[17O][14C][15N]1[15C][18O][17C][16C]1,[17O][14C][15N]1[15C][18O][17C][16C]1,OCN1COCC1,0.3598031687033396,0.9052361869360269
12140,131299,[13C].[16C]=[17C][17O][14C][15N][15C]=[18O],[16C]=[17C][17O][14C][15N][15C]=[18O],C=COCNC=O,0.13001799645594322,0.9769994818698509
12160,131391,[13C].[14C]1[17O][15C]2[18O][17C][15N]12.[16C],[14C]1[17O][15C]2[18O][17C][15N]12,C1OC2OCN12,0.4628871671698375,0.7776278904631742
12180,131461,[13C].[15C]=[15N][14C][17O][18O][17C][16C],[15C]=[15N][14C][17O][18O][17C][16C],C=NCOOCC,0.2300980232467365,0.8801467627347802
12200,131527,[13C].[14C]1[15N]=[15C][18O][17C][16C][17O]1,[14C]1[15N]=[15C][18O][17C][16C][17O]1,C1N=COCCO1,0.5050982627049542,0.5855726553518832
12220,131627,[13C].[15C][17C]12[17O][14C][15N]1[18O]2.[16C],[15C][17C]12[17O][14C][15N]1[18O]2,CC12OCN1O2,0.621938349086335,0.7642442066622019
12240,131682,[13C].[15C][17C]1[15N][14C][17O][16C][18O]1,[15C][17C]1[15N][14C][17O][16C][18O]1,CC1NCOCO1,0.40783833030626754,0.7553021668612332
12260,131724,[13C].[15C][17C]12[17O][14C][15N]1[16C][18O]2,[15C][17C]12[17O][14C][15N]1[16C][18O]2,CC12OCN1CO2,0.6606445562164475,0.7032271292504372
12280,131809,[13C].[15C][17C]1[16C][18O][15N]1[14C][17O],[15C][17C]1[16C][18O][15N]1[14C][17O],CC1CON1CO,0.4142627298834765,0.7087355517792183
12300,131857,[13C].[15C][17C]1[16C][15N]([18O])[14C][17O]1,[15C][17C]1[16C][15N]([18O])[14C][17O]1,CC1CN(O)CO1,0.2854800272920149,0.8015421102338598
12320,132029,[13C].[16C].[18O][15C][17C]1[15N][14C][17O]1,[18O][15C][17C]1[15N][14C][17O]1,OCC1NCO1,0.22636817273742002,0.8589415177651052
12340,132133,[13C].[14C]1[17O][15N]1[16C][17C]1[15C][18O]1,[14C]1[17O][15N]1[16C][17C]1[15C][18O]1,C1ON1CC1CO1,0.14516099989781026,0.9297837755463487
12360,132301,[13C].[16C][18O][17C]1[15C][17O][14C][15N]1,[16C][18O][17C]1[15C][17O][14C][15N]1,COC1COCN1,0.23059685529655138,0.8756205218051621
12380,132405,[13C].[14C]1[15N][17C]2[18O][15C]2[17O]1.[16C],[14C]1[15N][17C]2[18O][15C]2[17O]1,C1NC2OC2O1,0.4698716867043572,0.7286371327270336
12400,132523,[13C].[16C][17O][14C][15N]([18O])[15C][17C],[16C][17O][14C][15N]([18O])[15C][17C],COCN(O)CC,0.2304978700903521,0.8243658452268231
12420,132707,[13C].[16C][18O][15C]1[17C]2[17O][14C][15N]12,[16C][18O][15C]1[17C]2[17O][14C][15N]12,COC1C2OCN12,0.15952222574971525,0.9529510144799761
12440,132843,[13C].[16C][18O][17C]1[15C]2[17O][14C][15N]21,[16C][18O][17C]1[15C]2[17O][14C][15N]21,COC1C2OCN21,0.18678799789469666,0.9590654938863123
12460,133087,[13C].[15C]=[17C]1[17O][14C][15N]1[18O][16C],[15C]=[17C]1[17O][14C][15N]1[18O][16C],C=C1OCN1OC,0.3579275568078092,0.7335552927201325
12480,133213,[13C].[15C]=[17C][16C][18O][15N]1[14C][17O]1,[15C]=[17C][16C][18O][15N]1[14C][17O]1,C=CCON1CO1,0.15834415564749782,0.9163697422717002
12500,133402,[13C].[16C][17C]1=[15C][18O][17O][14C][15N]1,[16C][17C]1=[15C][18O][17O][14C][15N]1,CC1=COOCN1,0.3212808682001468,0.7165572025519569
12520,133544,[13C].[16C]=[15N][14C][17O][15C]=[17C][18O],[16C]=[15N][14C][17O][15C]=[17C][18O],C=NCOC=CO,0.0707001566755328,0.9748775280789308
12540,133687,[13C].[16C][15N]1[14C][17O][18O][17C]=[15C]1,[16C][15N]1[14C][17O][18O][17C]=[15C]1,CN1COOC=C1,0.3625484196845813,0.6827429230121606
12560,133989,[13C].[15C]#[17C][15N]1[14C][17O][16C][18O]1,[15C]#[17C][15N]1[14C][17O][16C][18O]1,C#CN1COCO1,0.1971047117497308,0.8465079449395759
12580,134300,[13C].[14C]1[15N][18O][17C][17O]1.[15C][16C],[14C]1[15N][18O][17C][17O]1,C1NOCO1,0.5306835789863645,0.5384775057446486
12600,134465,[13C].[15C][16C][17C][18O][15N]1[14C][17O]1,[15C][16C][17C][18O][15N]1[14C][17O]1,CCCON1CO1,0.15941686000311553,0.9307963511800993
12620,134710,[13C].[16C][15C][18O][15N][14C][17O][17C],[16C][15C][18O][15N][14C][17O][17C],CCONCOC,0.1336808635008234,0.960720879282156
12640,134798,[13C].[14C]1[15N][17C]2([16C][15C][18O]2)[17O]1,[14C]1[15N][17C]2([16C][15C][18O]2)[17O]1,C1NC2(CCO2)O1,0.3793262614464587,0.9629541605551907
12660,135094,[13C].[16C][15C]1[17O][14C][15N][17C][18O]1,[16C][15C]1[17O][14C][15N][17C][18O]1,CC1OCNCO1,0.3709601355486989,0.7212416767731582
12680,135197,[13C].[17C][18O][16C][15C][15N][14C][17O],[17C][18O][16C][15C][15N][14C][17O],COCCNCO,0.11727928962420246,0.9336271936360617
12700,135266,[13C].[14C]1[17O][18O][17C]2[16C][15C][15N]12,[14C]1[17O][18O][17C]2[16C][15C][15N]12,C1OOC2CCN12,0.4130107396983815,0.7798374199381686
12720,135547,[13C].[18O][17C]1[16C][15C]2[17O][14C][15N]21,[18O][17C]1[16C][15C]2[17O][14C][15N]21,OC1CC2OCN21,0.5757431746080401,0.8121044127497261
12740,135787,[13C].[14C]1[15N]=[17C][15C][16C][18O][17O]1,[14C]1[15N]=[17C][15C][16C][18O][17O]1,C1N=CCCOO1,0.5296276594024268,0.589864522762425
12760,135922,[13C].[18O][15N]1[14C][17O][17C]12[15C][16C]2,[18O][15N]1[14C][17O][17C]12[15C][16C]2,ON1COC12CC2,0.4963635373742041,0.718053044272539
12780,136323,[13C].[17C][15C]([16C][18O])[17O][14C][15N],[17C][15C]([16C][18O])[17O][14C][15N],CC(CO)OCN,0.29077537253699715,0.927637413476617
12800,136477,[13C].[16C][15C]1[17C]2[17O][14C][15N]1[18O]2,[16C][15C]1[17C]2[17O][14C][15N]1[18O]2,CC1C2OCN1O2,0.42449246373126603,0.9530073972037155
12820,136546,[13C].[14C]1[15N][15C]2[16C][17C]2[18O][17O]1,[14C]1[15N][15C]2[16C][17C]2[18O][17O]1,C1NC2CC2OO1,0.6059796075822866,0.7572506766966731
12840,136876,[13C].[16C][15C]=[17C]=[15N][14C][17O][18O],[16C][15C]=[17C]=[15N][14C][17O][18O],CC=C=NCOO,0.11530448591074823,0.9838090589514973
12860,136931,[13C].[14C]1[15N][16C][15C]=[17C][18O][17O]1,[14C]1[15N][16C][15C]=[17C][18O][17O]1,C1NCC=COO1,0.5124395201207285,0.5742515973551571
12880,138037,[13C].[16C]=[15C][17O][14C][15N]1[17C][18O]1,[16C]=[15C][17O][14C][15N]1[17C][18O]1,C=COCN1CO1,0.0813126418671801,0.9794940649468986
12900,138478,[13C].[16C]=[15C][17C]1[17O][14C][15N][18O]1,[16C]=[15C][17C]1[17O][14C][15N][18O]1,C=CC1OCNO1,0.4840161580900594,0.8794280125047302
12920,148649,[13C].[14C]=[15N][17C]([18O])[17O][16C].[15C],[14C]=[15N][17C]([18O])[17O][16C],C=NC(O)OC,0.4424399740347144,0.6432467531293208
12940,148763,[13C].[14C]=[15N][17C]([16C])[18O][17O].[15C],[14C]=[15N][17C]([16C])[18O][17O],C=NC(C)OO,0.24453840181462488,0.8275091201028681
12960,148864,[13C].[14C]=[15N][16C][17C]([17O])[18O].[15C],[14C]=[15N][16C][17C]([17O])[18O],C=NCC(O)O,0.2344278917318126,0.8652554629725825
12980,149180,[13C].[14C]=[15N][17C][16C][18O][15C].[17O],[14C]=[15N][17C][16C][18O][15C],C=NCCOC,0.20958214561989963,0.940457074540216
13000,149523,[13C].[14C]=[15N][18O][17C][16C][17O][15C],[14C]=[15N][18O][17C][16C][17O][15C],C=NOCCOC,0.11437700033344844,0.9299691699801274
13020,149702,[13C].[14C]=[15N][17C]1([16C])[17O][15C][18O]1,[14C]=[15N][17C]1([16C])[17O][15C][18O]1,C=NC1(C)OCO1,0.42119083835865295,0.8807469906856622
13040,150091,[13C].[14C]=[15N][15C][18O][17C]=[17O].[16C],[14C]=[15N][15C][18O][17C]=[17O],C=NCOC=O,0.3276566236569714,0.7521415721815884
13060,150184,[13C].[14C]=[15N][15C][17O][17C][18O].[16C],[14C]=[15N][15C][17O][17C][18O],C=NCOCO,0.27899498396362665,0.9890241737449798
13080,150274,[13C].[14C]=[15N][15C]1[17O][17C](=[16C])[18O]1,[14C]=[15N][15C]1[17O][17C](=[16C])[18O]1,C=NC1OC(=C)O1,0.39184455702733795,0.8769535796752377
13100,150441,[13C].[14C]=[15N][17C]1([15C])[17O][16C][18O]1,[14C]=[15N][17C]1([15C])[17O][16C][18O]1,C=NC1(C)OCO1,0.4175474961110496,0.8639293912634671
13120,150557,[13C].[14C]=[15N][17C]1([15C])[16C][18O][17O]1,[14C]=[15N][17C]1([15C])[16C][18O][17O]1,C=NC1(C)COO1,0.5784913559277266,0.7274768265569006
13140,150800,[13C].[14C]=[15N][17O][16C][18O][15C][17C],[14C]=[15N][17O][16C][18O][15C][17C],C=NOCOCC,0.2555301255794044,0.9036879421688233
13160,150992,[13C].[14C]=[15N][17O][16C][17C][15C]=[18O],[14C]=[15N][17O][16C][17C][15C]=[18O],C=NOCCC=O,0.18075800353176932,0.9479581177135457
13180,151078,[13C].[14C]=[15N][17C]1[15C][17O][16C][18O]1,[14C]=[15N][17C]1[15C][17O][16C][18O]1,C=NC1COCO1,0.259202136185759,0.8135572091565113
13200,151143,[13C].[14C]=[15N][18O][17C]1[15C][17O][16C]1,[14C]=[15N][18O][17C]1[15C][17O][16C]1,C=NOC1COC1,0.15980689011953284,0.9219665034591593
13220,151251,[13C].[14C]=[15N][17C]1[17O][15C]1[18O][16C],[14C]=[15N][17C]1[17O][15C]1[18O][16C],C=NC1OC1OC,0.23710198152301076,0.8461722565011833
13240,151312,[13C].[14C]=[15N][17C](=[16C])[15C]([17O])[18O],[14C]=[15N][17C](=[16C])[15C]([17O])[18O],C=NC(=C)C(O)O,0.3066027536431506,0.7857445242331446
13260,151505,[13C].[14C]=[15N][15C][17C]1[17O][16C][18O]1,[14C]=[15N][15C][17C]1[17O][16C][18O]1,C=NCC1OCO1,0.13272252188309727,0.9304873243331272
13280,151592,[13C].[14C]=[15N][15C]([18O])[17C]=[17O].[16C],[14C]=[15N][15C]([18O])[17C]=[17O],C=NC(O)C=O,0.3973686854582171,0.6746343319727183
13300,151629,[13C].[14C]=[15N][15C]1[18O][17C]1=[16C].[17O],[14C]=[15N][15C]1[18O][17C]1=[16C],C=NC1OC1=C,0.20999300896475132,0.9061647072815038
13320,151810,[13C].[14C]=[15N][17C](=[15C])[17O][18O].[16C],[14C]=[15N][17C](=[15C])[17O][18O],C=NC(=C)OO,0.31208220219340227,0.7338517347084974
13340,151980,[13C].[14C]=[15N][17C](=[15C])[16C][17O][18O],[14C]=[15N][17C](=[15C])[16C][17O][18O],C=NC(=C)COO,0.2172335537937619,0.7991995796888111
13360,152257,[13C].[14C]=[15N][17O][15C]=[17C][18O].[16C],[14C]=[15N][17O][15C]=[17C][18O],C=NOC=CO,0.1232969873956704,0.9189811907904702
13380,152339,[13C].[14C]=[15N][17O][15C]=[17C]1[16C][18O]1,[14C]=[15N][17O][15C]=[17C]1[16C][18O]1,C=NOC=C1CO1,0.09251038977500013,0.9656249874663765
13400,152546,[13C].[14C]=[15N][15C]=[17C]1[17O][16C][18O]1,[14C]=[15N][15C]=[17C]1[17O][16C][18O]1,C=NC=C1OCO1,0.1362834977278215,0.9181052669444273
13420,153034,[13C].[14C]=[15N][17O][18O][17C].[15C][16C],[14C]=[15N][17O][18O][17C],C=NOOC,0.08728512529591083,0.99199228222466
13440,153199,[13C].[14C]=[15N][18O][17O].[15C][16C][17C],[14C]=[15N][18O][17O],C=NOO,0.22585988685803124,0.7957214483630445
13460,153487,[13C].[14C]=[15N][17C][17O][16C][15C][18O],[14C]=[15N][17C][17O][16C][15C][18O],C=NCOCCO,0.3213256488492674,0.8061067631958384
13480,153740,[13C].[14C]=[15N][17O][15C][16C][18O].[17C],[14C]=[15N][17O][15C][16C][18O],C=NOCCO,0.11729725923556311,0.9347522399149844
13500,153963,[13C].[14C]=[15N][17O][15C]1[16C][17C][18O]1,[14C]=[15N][17O][15C]1[16C][17C][18O]1,C=NOC1CCO1,0.19650965629155598,0.9647467265618297
13520,154212,[13C].[14C]=[15N][15C][16C][17C]1[17O][18O]1,[14C]=[15N][15C][16C][17C]1[17O][18O]1,C=NCCC1OO1,0.07742691349158254,0.9847139802687936
13540,154363,[13C].[14C]=[15N][15C]([17O])[16C][18O].[17C],[14C]=[15N][15C]([17O])[16C][18O],C=NC(O)CO,0.2177586350787926,0.852513537525548
13560,154526,[13C].[14C]=[15N][17C]1[15C][16C][18O]1.[17O],[14C]=[15N][17C]1[15C][16C][18O]1,C=NC1CCO1,0.20337521908635983,0.8962750741944843
13580,154664,[13C].[14C]=[15N][17C]1([17O])[15C][16C]1.[18O],[14C]=[15N][17C]1([17O])[15C][16C]1,C=NC1(O)CC1,0.4525172389086379,0.8059980459343344
13600,154909,[13C].[14C]=[15N][18O][15C]1[16C][17C]1=[17O],[14C]=[15N][18O][15C]1[16C][17C]1=[17O],C=NOC1CC1=O,0.15569610320609237,0.9024757615924696
13620,155135,[13C].[14C]=[15N][18O][17C]1[16C][15C]1[17O],[14C]=[15N][18O][17C]1[16C][15C]1[17O],C=NOC1CC1O,0.20417570386770045,0.8825628473731748
13640,155400,[13C].[14C]=[15N][15C]1[16C][18O][17C]1=[17O],[14C]=[15N][15C]1[16C][18O][17C]1=[17O],C=NC1COC1=O,0.4056621434764925,0.7584509436994648
13660,155653,[13C].[14C]=[15N][17O][16C][15C]=[17C][18O],[14C]=[15N][17O][16C][15C]=[17C][18O],C=NOCC=CO,0.11969863439558527,0.9371287540592989
13680,157219,[13C].[14C]=[15N][17O][17C][15C]=[16C].[18O],[14C]=[15N][17O][17C][15C]=[16C],C=NOCC=C,0.08757644200637694,0.9855755567432569
13700,175886,[13C].[14C][17C]([15N])[18O][17O][16C].[15C],[14C][17C]([15N])[18O][17O][16C],CC(N)OOC,0.3190845659135162,0.8071841327056399
13720,175996,[13C].[14C][17C][18O][17O][15N][16C].[15C],[14C][17C][18O][17O][15N][16C],CCOONC,0.11779694353610533,0.9581993784125318
13740,176067,[13C].[14C][17C][17O][15N]1[16C][18O]1.[15C],[14C][17C][17O][15N]1[16C][18O]1,CCON1CO1,0.22858128644922884,0.9383330903734365
13760,176143,[13C].[14C][17C]([18O])=[15N][16C][17O].[15C],[14C][17C]([18O])=[15N][16C][17O],CC(O)=NCO,0.2676898960829728,0.8497587123280156
13780,176387,[13C].[14C][17C]([16C])[15N][18O][17O].[15C],[14C][17C]([16C])[15N][18O][17O],CC(C)NOO,0.22601609773715742,0.8477895219729684
13800,176442,[13C].[14C][17C]1([15N])[16C][18O]1.[15C].[17O],[14C][17C]1([15N])[16C][18O]1,CC1(N)CO1,0.6047301905482918,0.7124097488646594
13820,176499,[13C].[14C][17C]12[16C][17O][15N]1[18O]2.[15C],[14C][17C]12[16C][17O][15N]1[18O]2,CC12CON1O2,0.45729306682427245,0.7286546927484512
13840,176592,[13C].[14C][17C]12[16C][15N]([17O]1)[18O]2.[15C],[14C][17C]12[16C][15N]([17O]1)[18O]2,CC12CN(O1)O2,0.5110504088195508,0.9845296435133759
13860,176843,[13C].[14C][17C](=[16C])[15N]1[17O][18O]1.[15C],[14C][17C](=[16C])[15N]1[17O][18O]1,CC(=C)N1OO1,0.2591736644087543,0.7542666105207666
13880,177142,[13C].[14C][17C]([15N])([17O][16C])[18O][15C],[14C][17C]([15N])([17O][16C])[18O][15C],CC(N)(OC)OC,0.5539309659727,0.8692278357478973
13900,177239,[13C].[14C][17C]([17O][16C][15N])[18O][15C],[14C][17C]([17O][16C][15N])[18O][15C],CC(OCN)OC,0.259717770671225,0.840623816850824
13920,177392,[13C].[14C][17C]([15N])([17O])[16C][18O][15C],[14C][17C]([15N])([17O])[16C][18O][15C],CC(N)(O)COC,0.34521041253144813,0.9864310071509831
13940,177450,[13C].[14C][17C]([17O])[16C][15N][18O][15C],[14C][17C]([17O])[16C][15N][18O][15C],CC(O)CNOC,0.19202315745696621,0.9123114560971131
13960,178038,[13C].[14C][17C][18O][16C][15N][17O][15C],[14C][17C][18O][16C][15N][17O][15C],CCOCNOC,0.10510308155110146,0.9480170951037615
13980,178531,[13C].[14C][17C]=[15N][17O][15C][18O].[16C],[14C][17C]=[15N][17O][15C][18O],CC=NOCO,0.17693291701771074,0.8682180595423906
14000,178591,[13C].[14C][17C]=[15N][16C][18O][15C][17O],[14C][17C]=[15N][16C][18O][15C][17O],CC=NCOCO,0.1594726446384834,0.885035854775542
14020,178667,[13C].[14C][17C]1([15N])[16C][18O][15C][17O]1,[14C][17C]1([15N])[16C][18O][15C][17O]1,CC1(N)COCO1,0.5418887045892087,0.9653912405804445
14040,178759,[13C].[14C][17C](=[16C])[15N]1[17O][15C][18O]1,[14C][17C](=[16C])[15N]1[17O][15C][18O]1,CC(=C)N1OCO1,0.27390330718418376,0.7912374473187361
14060,179212,[13C].[14C][17C][18O][17O][15N][15C].[16C],[14C][17C][18O][17O][15N][15C],CCOONC,0.17374814989039272,0.9609305890767252
14080,179294,[13C].[14C][17C]([15N][15C])[18O][16C].[17O],[14C][17C]([15N][15C])[18O][16C],CC(NC)OC,0.30408255103976206,0.838902809084736
14100,179434,[13C].[14C][17C][17O][18O][15N]([15C])[16C],[14C][17C][17O][18O][15N]([15C])[16C],CCOON(C)C,0.17736802259554504,0.9124741145425684
14120,179510,[13C].[14C][17C]1([18O])[17O][16C][15N]1[15C],[14C][17C]1([18O])[17O][16C][15N]1[15C],CC1(O)OCN1C,0.6543039967747487,0.8459493156117968
14140,179658,[13C].[14C][17C]([16C][18O])[15N][15C].[17O],[14C][17C]([16C][18O])[15N][15C],CC(CO)NC,0.3745216293482793,0.7249405442364163
14160,179767,[13C].[14C][17C]([16C][15N][15C])[18O][17O],[14C][17C]([16C][15N][15C])[18O][17O],CC(CNC)OO,0.4353123913700733,0.676344628420059
14180,180078,[13C].[14C][17C][17O][18O][15C][15N].[16C],[14C][17C][17O][18O][15C][15N],CCOOCN,0.1108152989745346,0.9690272349196242
14200,180192,[13C].[14C][17C](=[17O])[15N]1[15C][18O][16C]1,[14C][17C](=[17O])[15N]1[15C][18O][16C]1,CC(=O)N1COC1,0.24927049431478077,0.7843604523869981
14220,180518,[13C].[14C][17C](=[17O])[15N]([16C])[15C]=[18O],[14C][17C](=[17O])[15N]([16C])[15C]=[18O],CC(=O)N(C)C=O,0.46214528423426776,0.5591348658418044
14240,180659,[13C].[14C][17C]([18O][16C])[15N]1[15C][17O]1,[14C][17C]([18O][16C])[15N]1[15C][17O]1,CC(OC)N1CO1,0.3177417324680304,0.7735903171244218
14260,180720,[13C].[14C][17C]1[17O][15C][15N]1[16C].[18O],[14C][17C]1[17O][15C][15N]1[16C],CC1OCN1C,0.4905321077918624,0.627987456497024
14280,180798,[13C].[14C][17C]([16C])[15N]1[15C][17O][18O]1,[14C][17C]([16C])[15N]1[15C][17O][18O]1,CC(C)N1COO1,0.3916415182779784,0.9173041699457418
14300,180825,[13C].[14C][17C]12[16C][18O][15N]1[15C][17O]2,[14C][17C]12[16C][18O][15N]1[15C][17O]2,CC12CON1CO2,,
14320,180868,[13C].[14C][17C]1[16C][15N]([18O])[15C][17O]1,[14C][17C]1[16C][15N]([18O])[15C][17O]1,CC1CN(O)CO1,0.2918031453129726,0.8014903805069324
14340,181040,[13C].[14C][17C]1[15N][15C]([18O])[17O]1.[16C],[14C][17C]1[15N][15C]([18O])[17O]1,CC1NC(O)O1,0.6517634513560884,0.8305099180448055
14360,181087,[13C].[14C][17C][18O][15C]1[15N][16C][17O]1,[14C][17C][18O][15C]1[15N][16C][17O]1,CCOC1NCO1,0.22288559035996777,0.908014698002056
14380,181131,[13C].[14C][17C]1[16C][17O][15C]([15N])[18O]1,[14C][17C]1[16C][17O][15C]([15N])[18O]1,CC1COC(N)O1,0.39681799567562775,0.8312863768962172
14400,181302,[13C].[14C][17C]([18O])[15N][15C]=[17O].[16C],[14C][17C]([18O])[15N][15C]=[17O],CC(O)NC=O,0.3335274365260055,0.9189087326750274
14420,181355,[13C].[14C][17C]1([15N][15C]=[17O])[16C][18O]1,[14C][17C]1([15N][15C]=[17O])[16C][18O]1,CC1(NC=O)CO1,0.34595254257819236,0.895715630926371
14440,181557,[13C].[14C][17C]([17O][16C])[18O][15N]=[15C],[14C][17C]([17O][16C])[18O][15N]=[15C],CC(OC)ON=C,0.3354959422597126,0.7521965979271285
14460,181706,[13C].[14C][17C][16C][17O][18O][15N]=[15C],[14C][17C][16C][17O][18O][15N]=[15C],CCCOON=C,0.18467076080151068,0.8982982451519431
14480,181900,[13C].[14C][17C][17O][18O][15C]=[15N].[16C],[14C][17C][17O][18O][15C]=[15N],CCOOC=N,0.24430637044253928,0.8774392615463705
14500,181954,[13C].[14C][17C]([17O])[18O][15C]=[15N][16C],[14C][17C]([17O])[18O][15C]=[15N][16C],CC(O)OC=NC,0.22326110402410862,0.9173520528731912
14520,182000,[13C].[14C][17C][16C][17O][15N]=[15C][18O],[14C][17C][16C][17O][15N]=[15C][18O],CCCON=CO,0.0722277857287075,0.9541814443500853
14540,182216,[13C].[14C][17C]1[15N]=[15C][17O][16C][18O]1,[14C][17C]1[15N]=[15C][17O][16C][18O]1,CC1N=COCO1,0.35979638744022563,0.7145858383014165
14560,182829,[13C].[14C][17C]([15C])[15N]1[17O][18O]1.[16C],[14C][17C]([15C])[15N]1[17O][18O]1,CC(C)N1OO1,0.30721440403527633,0.8545283649741274
14580,182886,[13C].[14C][17C]1([15C])[17O][15N]1[18O][16C],[14C][17C]1([15C])[17O][15N]1[18O][16C],CC1(C)ON1OC,0.31112244731224703,0.9076929032936492
14600,183032,[13C].[14C][17C]1([15C])[17O][15N]([16C])[18O]1,[14C][17C]1([15C])[17O][15N]([16C])[18O]1,CC1(C)ON(C)O1,0.36628209832364506,0.8920958434952383
14620,183082,[13C].[14C][17C]([15C])([17O])[15N][16C][18O],[14C][17C]([15C])([17O])[15N][16C][18O],CC(C)(O)NCO,0.4081724032233269,0.9698068381477155
14640,183320,[13C].[14C][17C]([15C])([16C])[18O][15N]=[17O],[14C][17C]([15C])([16C])[18O][15N]=[17O],CC(C)(C)ON=O,0.3678094152213822,0.9723720786069521
14660,183392,[13C].[14C][17C]1([15C])[16C][17O][15N]1.[18O],[14C][17C]1([15C])[16C][17O][15N]1,CC1(C)CON1,0.5806955511562495,0.8540680068550655
14680,183667,[13C].[14C][17C]1([17O][15N])[15C][18O]1.[16C],[14C][17C]1([17O][15N])[15C][18O]1,CC1(ON)CO1,0.45905371625949254,0.7504947543504268
14700,183727,[13C].[14C][17C][15C][18O][16C][17O][15N],[14C][17C][15C][18O][16C][17O][15N],CCCOCON,0.09614385450494993,0.954797897091704
14720,183786,[13C].[14C][17C]12[15C][18O][16C][15N]1[17O]2,[14C][17C]12[15C][18O][16C][15N]1[17O]2,CC12COCN1O2,0.4266432349395458,0.7606483391297648
14740,183908,[13C].[14C][17C]1([16C])[15C][18O][15N]1.[17O],[14C][17C]1([16C])[15C][18O][15N]1,CC1(C)CON1,0.5574518257338241,0.8614873790306607
14760,183961,[13C].[14C][17C]12[15C][18O][15N]([16C]1)[17O]2,[14C][17C]12[15C][18O][15N]([16C]1)[17O]2,CC12CON(C1)O2,0.5045802862742054,0.8560637936990592
14780,184192,[13C].[14C][17C][15C][17O][15N].[16C].[18O],[14C][17C][15C][17O][15N],CCCON,0.11251045868932885,0.9391783590059056
14800,184238,[13C].[14C][17C]([15N])[15C][17O][18O][16C],[14C][17C]([15N])[15C][17O][18O][16C],CC(N)COOC,0.1932841954225403,0.8970938595897375
14820,184310,[13C].[14C][17C]1([15N][16C])[15C][17O]1.[18O],[14C][17C]1([15N][16C])[15C][17O]1,CC1(NC)CO1,0.4630819670116004,0.7894490498865201
14840,184381,[13C].[14C][17C]1([15N]=[16C])[15C][17O]1.[18O],[14C][17C]1([15N]=[16C])[15C][17O]1,CC1(N=C)CO1,0.48369643867006845,0.7529876564928561
14860,184503,[13C].[14C][17C]12[15C][17O][15N]1[16C]2.[18O],[14C][17C]12[15C][17O][15N]1[16C]2,CC12CON1C2,0.5781727725159547,0.7556960275495749
14880,184641,[13C].[14C][17C]([15N])[15C]([18O])[17O][16C],[14C][17C]([15N])[15C]([18O])[17O][16C],CC(N)C(O)OC,0.4034064440007843,0.7131870754169781
14900,184675,[13C].[14C][17C]1=[15N][16C][18O][15C]1[17O],[14C][17C]1=[15N][16C][18O][15C]1[17O],CC1=NCOC1O,0.4801201408211669,0.5882418273238063
14920,184740,[13C].[14C][17C]1[16C][17O][15C]1[18O][15N],[14C][17C]1[16C][17O][15C]1[18O][15N],CC1COC1ON,0.31617941186807264,0.8698616638885226
14940,184895,[13C].[14C][17C]([15N])([15C]=[17O])[18O][16C],[14C][17C]([15N])([15C]=[17O])[18O][16C],CC(N)(C=O)OC,0.5347983076069673,0.8743251755186412
14960,185062,[13C].[14C][17C][15C][15N][17O][18O].[16C],[14C][17C][15C][15N][17O][18O],CCCNOO,0.2626351095481023,0.8690713481668542
14980,185095,[13C].[14C][17C]1[15C][15N]1[18O][17O].[16C],[14C][17C]1[15C][15N]1[18O][17O],CC1CN1OO,0.17613524047529677,0.9097778347334495
15000,185176,[13C].[14C][17C]1[15C][15N]1[18O][17O][16C],[14C][17C]1[15C][15N]1[18O][17O][16C],CC1CN1OOC,0.18549437952285433,0.9056019064705944
15020,185240,[13C].[14C][17C][15C][15N]([16C])[17O][18O],[14C][17C][15C][15N]([16C])[17O][18O],CCCN(C)OO,0.30024287472808453,0.7795038872286942
15040,185279,[13C].[14C][17C](=[17O])[15C][15N][16C][18O],[14C][17C](=[17O])[15C][15N][16C][18O],CC(=O)CNCO,0.16701652507654066,0.8852976584596333
