,rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned,pmi_x,pmi_y
29720,740639,[13C].[14C][15C][17C](=[17O])[18O][15N][16C],[14C][15C][17C](=[17O])[18O][15N][16C],CCC(=O)ONC,0.2657641951973664,0.8051709470054665
29740,740687,[13C].[14C][15C][17C]([17O])[18O][16C][15N],[14C][15C][17C]([17O])[18O][16C][15N],CCC(O)OCN,0.3755076625390561,0.7065895395204846
29760,740753,[13C].[14C][15C][17C]([18O])[15N]1[16C][17O]1,[14C][15C][17C]([18O])[15N]1[16C][17O]1,CCC(O)N1CO1,0.2407948104386887,0.9087518739217159
29780,740992,[13C].[14C][15C][17C]([16C])[17O][15N][18O],[14C][15C][17C]([16C])[17O][15N][18O],CCC(C)ONO,0.36941444836421444,0.7055159332439648
29800,741041,[13C].[14C][15C][17C][16C][18O][15N]=[17O],[14C][15C][17C][16C][18O][15N]=[17O],CCCCON=O,0.21843650821871569,0.8822589107451662
29820,741109,[13C].[14C][15C][17C]([16C][17O])[15N][18O],[14C][15C][17C]([16C][17O])[15N][18O],CCC(CO)NO,0.5056003827622467,0.7756908322057454
29840,741204,[13C].[14C][15C][17C]([17O])[16C][15N]=[18O],[14C][15C][17C]([17O])[16C][15N]=[18O],CCC(O)CN=O,0.27068447231078724,0.9103944886282006
29860,741451,[13C].[14C][15C][17C](=[16C])[17O][15N][18O],[14C][15C][17C](=[16C])[17O][15N][18O],CCC(=C)ONO,0.16187284917810998,0.898454478217092
29880,741701,[13C].[14C][15C]1[18O][17C]1[15N][17O].[16C],[14C][15C]1[18O][17C]1[15N][17O],CC1OC1NO,0.20374610200352214,0.937372206442696
29900,741731,[13C].[14C][15C]([17C][15N])[18O][16C].[17O],[14C][15C]([17C][15N])[18O][16C],CC(CN)OC,0.41214855891954494,0.7893445150808819
29920,741777,[13C].[14C][15C]1[18O][16C][17O][17C]1[15N],[14C][15C]1[18O][16C][17O][17C]1[15N],CC1OCOC1N,0.5961240106305417,0.8185847937090954
29940,741828,[13C].[14C][15C]1[18O][17C]12[17O][15N]2[16C],[14C][15C]1[18O][17C]12[17O][15N]2[16C],CC1OC12ON2C,0.26521695967422754,0.9129060781489503
29960,741868,[13C].[14C][15C]([18O])[17C]=[15N][16C][17O],[14C][15C]([18O])[17C]=[15N][16C][17O],CC(O)C=NCO,0.17063102189474108,0.9098323612019071
29980,741996,[13C].[14C][15C]1[18O][15N]2[17O][17C]12[16C],[14C][15C]1[18O][15N]2[17O][17C]12[16C],CC1ON2OC12C,0.5530532713914446,0.8440416770734199
30000,742086,[13C].[14C][15C]([18O])[17C]12[16C][15N]1[17O]2,[14C][15C]([18O])[17C]12[16C][15N]1[17O]2,CC(O)C12CN1O2,0.41782320053436905,0.7829449764426224
30020,742598,[13C].[14C][15C]([17C])[17O][16C][18O][15N],[14C][15C]([17C])[17O][16C][18O][15N],CC(C)OCON,0.22577021956696253,0.8893272831825654
30040,742666,[13C].[14C][15C]1[17O][15N]2[16C][18O][17C]12,[14C][15C]1[17O][15N]2[16C][18O][17C]12,CC1ON2COC12,,
30060,742800,[13C].[14C][15C]1[17O][18O][15N][17C]1[16C],[14C][15C]1[17O][18O][15N][17C]1[16C],CC1OONC1C,0.5443031478637008,0.7601083073546501
30080,742832,[13C].[14C][15C]([17O])[17C]1([15N])[16C][18O]1,[14C][15C]([17O])[17C]1([15N])[16C][18O]1,CC(O)C1(N)CO1,0.4931594010791385,0.7432235608451558
30100,742886,[13C].[14C][15C]1[17O][17C]1[16C][15N].[18O],[14C][15C]1[17O][17C]1[16C][15N],CC1OC1CN,0.24744718674655306,0.9826586474489981
30120,743018,[13C].[14C][15C]1[17O][15N]([18O])[17C]1=[16C],[14C][15C]1[17O][15N]([18O])[17C]1=[16C],CC1ON(O)C1=C,0.36802936855503743,0.6979928587143388
30140,743649,[13C].[14C][15C]([17C]=[17O])[15N][18O].[16C],[14C][15C]([17C]=[17O])[15N][18O],CC(C=O)NO,0.4941264963774111,0.6153547747503777
30160,743699,[13C].[14C][15C]1[17C][17O][15N]1[18O][16C],[14C][15C]1[17C][17O][15N]1[18O][16C],CC1CON1OC,0.4051699894229844,0.7230489892718601
30180,743781,[13C].[14C][15C]([17C])[15N][17O][16C][18O],[14C][15C]([17C])[15N][17O][16C][18O],CC(C)NOCO,0.25854991377690123,0.9482422234781746
30200,743843,[13C].[14C][15C]([17C][18O])[15N]([16C])[17O],[14C][15C]([17C][18O])[15N]([16C])[17O],CC(CO)N(C)O,0.6238407438972906,0.6883435827218134
30220,743878,[13C].[14C][15C]1[17C][18O][16C][15N]1.[17O],[14C][15C]1[17C][18O][16C][15N]1,CC1COCN1,0.34921040478691695,0.7519877627608677
30240,743959,[13C].[14C][15C]([17C])[15N]=[16C].[17O].[18O],[14C][15C]([17C])[15N]=[16C],CC(C)N=C,0.36230776001913234,0.7569425752425505
30260,744026,[13C].[14C][15C]1[17C]([16C])[17O][15N]1[18O],[14C][15C]1[17C]([16C])[17O][15N]1[18O],CC1C(C)ON1O,0.5037453090236349,0.6976813813819487
30280,744098,[13C].[14C][15C]([15N])[17C][16C][17O].[18O],[14C][15C]([15N])[17C][16C][17O],CC(N)CCO,0.21325307818306397,0.8603031631018436
30300,744122,[13C].[14C][15C]1[15N][17C]1([18O])[16C][17O],[14C][15C]1[15N][17C]1([18O])[16C][17O],CC1NC1(O)CO,0.31752687828249543,0.9049135751458764
30320,744204,[13C].[14C][15C]1[15N]2[16C][17C]12[18O][17O],[14C][15C]1[15N]2[16C][17C]12[18O][17O],CC1N2CC12OO,0.4176861086406203,0.6976031807242273
30340,745772,[13C].[14C][15C]=[17C][17O][15N].[16C].[18O],[14C][15C]=[17C][17O][15N],CC=CON,0.11193774362579861,0.9934834791972509
30360,745832,[13C].[14C][15C]=[17C]([17O][15N])[18O][16C],[14C][15C]=[17C]([17O][15N])[18O][16C],CC=C(ON)OC,0.42377043009133936,0.6273573756214175
30380,745924,[13C].[14C][15C]=[17C]1[15N][17O][16C][18O]1,[14C][15C]=[17C]1[15N][17O][16C][18O]1,CC=C1NOCO1,0.22717928058167933,0.8131054756454271
30400,746033,[13C].[14C][15C]=[17C][17O][15N]1[16C][18O]1,[14C][15C]=[17C][17O][15N]1[16C][18O]1,CC=CON1CO1,0.08822567843372423,0.9670914280482744
30420,746093,[13C].[14C][15C]=[17C]=[15N][16C][17O][18O],[14C][15C]=[17C]=[15N][16C][17O][18O],CC=C=NCOO,0.13199115761973984,0.9850457115793643
30440,746318,[13C].[14C][15C]=[17C]1[16C][18O][15N][17O]1,[14C][15C]=[17C]1[16C][18O][15N][17O]1,CC=C1CONO1,0.2303295234969161,0.8063301663790583
30460,746406,[13C].[14C][15C]=[17C]([18O])[16C][15N]=[17O],[14C][15C]=[17C]([18O])[16C][15N]=[17O],CC=C(O)CN=O,0.3634600706731064,0.6640050670379959
30480,748645,[13C].[14C][15C][16C][17O][18O][15N].[17C],[14C][15C][16C][17O][18O][15N],CCCOON,0.162385648558259,0.9571386100434099
30500,748792,[13C].[14C][15C][16C][15N][17O][18O][17C],[14C][15C][16C][15N][17O][18O][17C],CCCNOOC,0.09450180455377226,0.9573281433416653
30520,748843,[13C].[14C][15C][16C][15N][17C]=[17O].[18O],[14C][15C][16C][15N][17C]=[17O],CCCNC=O,0.1555097642062057,0.9326081087793989
30540,749153,[13C].[14C][15C][16C][17C][15N]([17O])[18O],[14C][15C][16C][17C][15N]([17O])[18O],CCCCN(O)O,0.1340329142706622,0.9129647625425398
30560,749192,[13C].[14C][15C][16C][17C]1=[15N][17O][18O]1,[14C][15C][16C][17C]1=[15N][17O][18O]1,CCCC1=NOO1,0.12347692376169474,0.9702858007903555
30580,749863,[13C].[14C][15C]([16C])[18O][17C](=[15N])[17O],[14C][15C]([16C])[18O][17C](=[15N])[17O],CC(C)OC(=N)O,0.2846698131587438,0.9174785212061591
30600,749957,[13C].[14C][15C]([16C][15N])[18O][17C].[17O],[14C][15C]([16C][15N])[18O][17C],CC(CN)OC,0.48309294624692856,0.6291233842833951
30620,749983,[13C].[14C][15C]([18O])[16C][15N][17C]=[17O],[14C][15C]([18O])[16C][15N][17C]=[17O],CC(O)CNC=O,0.2861795789308734,0.7985953937184693
30640,750136,[13C].[14C][15C]1[16C][17C]2[17O][15N]2[18O]1,[14C][15C]1[16C][17C]2[17O][15N]2[18O]1,CC1CC2ON2O1,0.31948997834650356,0.8388939159170353
30660,750657,[13C].[14C][15C]([16C])[17O][15N][17C][18O],[14C][15C]([16C])[17O][15N][17C][18O],CC(C)ONCO,0.2047082928051135,0.8977710239623302
30680,750804,[13C].[14C][15C]1[16C][15N]=[17C][18O][17O]1,[14C][15C]1[16C][15N]=[17C][18O][17O]1,CC1CN=COO1,0.5808458489412306,0.7667675386885269
30700,751779,[13C].[14C][15C]([16C])[15N]([18O])[17O][17C],[14C][15C]([16C])[15N]([18O])[17O][17C],CC(C)N(O)OC,0.3424139105438985,0.9260900584363427
30720,751819,[13C].[14C][15C]([16C])[15N]([18O])[17C]=[17O],[14C][15C]([16C])[15N]([18O])[17C]=[17O],CC(C)N(O)C=O,0.6703594649958046,0.7432473722391678
30740,751854,[13C].[14C][15C]([16C][18O][17O])[15N][17C],[14C][15C]([16C][18O][17O])[15N][17C],CC(COO)NC,0.24537588250214823,0.8137544057792918
30760,751916,[13C].[14C][15C]1[16C][17O][18O][17C][15N]1,[14C][15C]1[16C][17O][18O][17C][15N]1,CC1COOCN1,0.4332369760334863,0.7411157360666976
30780,752027,[13C].[14C][15C]1[16C][15N]1[17C]([17O])=[18O],[14C][15C]1[16C][15N]1[17C]([17O])=[18O],CC1CN1C(O)=O,0.29796504575061983,0.789146494020166
30800,752171,[13C].[14C][15C]([15N])[16C][17C]([17O])=[18O],[14C][15C]([15N])[16C][17C]([17O])=[18O],CC(N)CC(O)=O,0.26466669785557384,0.8300218469149971
30820,752208,[13C].[14C][15C]1[16C][17C]([17O])=[15N]1.[18O],[14C][15C]1[16C][17C]([17O])=[15N]1,CC1CC(O)=N1,0.21980813622168133,0.9315038136277694
30840,753951,[13C].[14C][15C]([16C])[17C]([17O])[15N]=[18O],[14C][15C]([16C])[17C]([17O])[15N]=[18O],CC(C)C(O)N=O,0.429921806665091,0.8654971248671833
30860,754003,[13C].[14C][15C]([16C][18O])[17C][15N].[17O],[14C][15C]([16C][18O])[17C][15N],CC(CO)CN,0.33644655788872196,0.7533274030002587
30880,754078,[13C].[14C][15C]1[16C][17O][15N][17C]1.[18O],[14C][15C]1[16C][17O][15N][17C]1,CC1CONC1,0.45958702813471786,0.7916503819609102
30900,754179,[13C].[14C][15C]([17C])[16C][15N][17O][18O],[14C][15C]([17C])[16C][15N][17O][18O],CC(C)CNOO,0.25961945201898773,0.9112865173566123
30920,754212,[13C].[14C][15C]1[16C][15N][17C]1.[17O].[18O],[14C][15C]1[16C][15N][17C]1,CC1CNC1,0.3932857824317441,0.8032458761540207
30940,754506,[13C].[14C][15C]1[16C][17C]1([17O])[18O][15N],[14C][15C]1[16C][17C]1([17O])[18O][15N],CC1CC1(O)ON,0.41521891284766327,0.8233115377748216
30960,760867,[13C].[15C][14C][18O][17O][15N]=[17C].[16C],[15C][14C][18O][17O][15N]=[17C],CCOON=C,0.07612974102395721,0.9740959636969784
30980,761029,[13C].[15C][14C][18O][17O][16C][15N][17C],[15C][14C][18O][17O][16C][15N][17C],CCOOCNC,0.10992855983988907,0.9555297290269295
31000,761904,[13C].[16C][18O][14C][15C][17O][17C]#[15N],[16C][18O][14C][15C][17O][17C]#[15N],COCCOC#N,0.07970030545217618,0.9569817062714652
31020,762145,[13C].[16C]=[17C]=[15N][17O][15C][14C][18O],[16C]=[17C]=[15N][17O][15C][14C][18O],C=C=NOCCO,0.14177778000845856,0.9034027477607173
31040,762431,[13C].[16C]=[17C][15N][18O][14C][15C]=[17O],[16C]=[17C][15N][18O][14C][15C]=[17O],C=CNOCC=O,0.07874931120104463,0.9802391971740037
31060,762581,[13C].[17C][15N][15C][14C][18O][16C][17O],[17C][15N][15C][14C][18O][16C][17O],CNCCOCO,0.17178156542546177,0.9466206363864332
31080,762656,[13C].[16C]=[15N][15C][14C][18O][17O].[17C],[16C]=[15N][15C][14C][18O][17O],C=NCCOO,0.19987558658486754,0.86894864550411
31100,763025,[13C].[16C].[17C][15N]([17O])[15C]1[14C][18O]1,[17C][15N]([17O])[15C]1[14C][18O]1,CN(O)C1CO1,0.31463320007453044,0.7737151710865495
31120,763118,[13C].[16C]=[17C]=[15N][15C]1[14C][18O]1.[17O],[16C]=[17C]=[15N][15C]1[14C][18O]1,C=C=NC1CO1,0.30489287853526154,0.8739585459648337
31140,763222,[13C].[14C]1[18O][16C][15N]2[17C][17O][15C]12,[14C]1[18O][16C][15N]2[17C][17O][15C]12,C1OCN2COC12,0.4692889787790934,0.7706378700830583
31160,763584,[13C].[16C][18O][14C][15C]=[15N][17O].[17C],[16C][18O][14C][15C]=[15N][17O],COCC=NO,0.11895253314302759,0.9168295699137405
31180,763665,[13C].[15N]=[15C][14C][18O][16C][17C]=[17O],[15N]=[15C][14C][18O][16C][17C]=[17O],N=CCOCC=O,0.04394017190694218,0.9677143739089829
31200,764150,[13C].[16C][18O][14C][15C][17C]=[15N].[17O],[16C][18O][14C][15C][17C]=[15N],COCCC=N,0.13637373877832512,0.9283216762694894
31220,764282,[13C].[14C]1[15C][17C]=[15N][16C][17O][18O]1,[14C]1[15C][17C]=[15N][16C][17O][18O]1,C1CC=NCOO1,0.5098797166649587,0.5929591272800452
31240,764981,[13C].[14C]1[18O][16C][15N]2[17C][15C]1[17O]2,[14C]1[18O][16C][15N]2[17C][15C]1[17O]2,C1OCN2CC1O2,0.6165958156608246,0.8216794267581892
31260,765496,[13C].[16C][15N]1[18O][14C][15C]1[17C]=[17O],[16C][15N]1[18O][14C][15C]1[17C]=[17O],CN1OCC1C=O,0.31547743691705077,0.7645522829745818
31280,766373,[13C].[15N][17C]1=[15C][14C][18O][17O]1.[16C],[15N][17C]1=[15C][14C][18O][17O]1,NC1=CCOO1,0.2808391185888163,0.747893030082972
31300,766529,[13C].[16C]=[15N][17O][17C]1=[15C][14C][18O]1,[16C]=[15N][17O][17C]1=[15C][14C][18O]1,C=NOC1=CCO1,0.10980552041556686,0.935767741193592
31320,767608,[13C].[16C][15C][14C][18O][17C][15N][17O],[16C][15C][14C][18O][17C][15N][17O],CCCOCNO,0.1132542399394099,0.9296024210321664
31340,767736,[13C].[14C]1[15C][16C][15N][18O]1.[17C]=[17O],[14C]1[15C][16C][15N][18O]1,C1CCNO1,0.552918350579924,0.569035847439199
31360,767893,[13C].[17O][15N][17C][16C][15C][14C][18O],[17O][15N][17C][16C][15C][14C][18O],ONCCCCO,0.10980019326075553,0.9381281728416335
31380,768266,[13C].[17O]=[17C]=[15N][16C][15C]1[14C][18O]1,[17O]=[17C]=[15N][16C][15C]1[14C][18O]1,O=C=NCC1CO1,0.10952085500707422,0.9516634186823925
31400,768431,[13C].[17C][15N][17O][15C]1[14C][18O][16C]1,[17C][15N][17O][15C]1[14C][18O][16C]1,CNOC1COC1,0.14500322208063257,0.9355359199704643
31420,768472,[13C].[17C]=[15N][16C][15C]([17O])[14C][18O],[17C]=[15N][16C][15C]([17O])[14C][18O],C=NCC(O)CO,0.32851917041160333,0.7506583354463795
31440,768554,[13C].[15N]#[17C][16C][15C]1[14C][18O][17O]1,[15N]#[17C][16C][15C]1[14C][18O][17O]1,N#CCC1COO1,0.15805397601818766,0.9162676102027537
31460,768914,[13C].[16C][15C]([14C][18O])[15N][17C]=[17O],[16C][15C]([14C][18O])[15N][17C]=[17O],CC(CO)NC=O,0.2812419359003416,0.9088753566781748
31480,768941,[13C].[17C].[18O][14C][15C]1[16C][17O][15N]1,[18O][14C][15C]1[16C][17O][15N]1,OCC1CON1,0.3428828753565457,0.9606070157180778
31500,768994,[13C].[17C]=[17O].[18O][14C][15C]1[16C][15N]1,[18O][14C][15C]1[16C][15N]1,OCC1CN1,0.2140002927709494,0.9410349450754251
31520,769075,[13C].[14C]1[18O][15N]2[17C][16C][15C]12.[17O],[14C]1[18O][15N]2[17C][16C][15C]12,C1ON2CCC12,,
31540,769853,[13C].[16C][15C]1[14C][18O][17C]1[17O][15N],[16C][15C]1[14C][18O][17C]1[17O][15N],CC1COC1ON,0.3917359899189121,0.7312791148972243
31560,769875,[13C].[16C][15C]1[14C][18O][15N][17C]1=[17O],[16C][15C]1[14C][18O][15N][17C]1=[17O],CC1CONC1=O,0.5484024420030947,0.6503269379590378
31580,769909,[13C].[17C][15C]([14C][18O])[16C][17O][15N],[17C][15C]([14C][18O])[16C][17O][15N],CC(CO)CON,0.302689877416103,0.7613839992936515
31600,769961,[13C].[17C][15C]([14C][18O][17O])[16C][15N],[17C][15C]([14C][18O][17O])[16C][15N],CC(COO)CN,0.2345375226741157,0.8211686025640801
31620,769982,[13C].[14C]1[18O][15N]2[16C][15C]1[17C]2.[17O],[14C]1[18O][15N]2[16C][15C]1[17C]2,C1ON2CC1C2,0.732626315671092,0.9032920198353215
31640,770120,[13C].[14C]1[18O][15N][17O][17C]2[16C][15C]12,[14C]1[18O][15N][17O][17C]2[16C][15C]12,C1ONOC2CC12,0.5704135871464779,0.7233026057460601
31660,770144,[13C].[14C]1[18O][17O][15N]=[17C]2[16C][15C]12,[14C]1[18O][17O][15N]=[17C]2[16C][15C]12,C1OON=C2CC12,0.4052303540888116,0.7195444479293348
31680,771499,[13C].[16C]=[15C][14C][18O][17C]=[15N][17O],[16C]=[15C][14C][18O][17C]=[15N][17O],C=CCOC=NO,0.11703343015246483,0.9194078083160305
31700,776027,[13C].[15C][14C][17O][15N]=[17C].[16C].[18O],[15C][14C][17O][15N]=[17C],CCON=C,0.09009130045858225,0.9448645181933268
31720,776116,[13C].[15C][14C][17O][16C][18O][17C]#[15N],[15C][14C][17O][16C][18O][17C]#[15N],CCOCOC#N,0.09383522860385414,0.9438898492193966
31740,776180,[13C].[15C][14C][17O][17C][15N][16C][18O],[15C][14C][17O][17C][15N][16C][18O],CCOCNCO,0.12058286817431509,0.9502017513216207
31760,776317,[13C].[15C][14C][17O][18O][15N][17C][16C],[15C][14C][17O][18O][15N][17C][16C],CCOONCC,0.10401434965129025,0.9473685464272896
31780,776360,[13C].[15C][14C][17O][15N]1[17C][16C][18O]1,[15C][14C][17O][15N]1[17C][16C][18O]1,CCON1CCO1,0.21956269668041095,0.9506330265008042
31800,776420,[13C].[15C][14C][17O][18O][15N][16C][17C],[15C][14C][17O][18O][15N][16C][17C],CCOONCC,0.16991338409080722,0.9545828494462083
31820,776585,[13C].[15C][14C][17O][18O][15N][17C]=[16C],[15C][14C][17O][18O][15N][17C]=[16C],CCOONC=C,0.09724901302470836,0.9505513443255881
31840,776827,[13C].[14C]1[15C][18O][17C]=[15N][17O]1.[16C],[14C]1[15C][18O][17C]=[15N][17O]1,C1COC=NO1,0.5339806018301597,0.5532179833892824
31860,776877,[13C].[16C][15N][17C][17O][14C][15C][18O],[16C][15N][17C][17O][14C][15C][18O],CNCOCCO,0.0969119082898415,0.961427114587064
31880,776917,[13C].[16C]=[15N][17C]1[17O][14C][15C][18O]1,[16C]=[15N][17C]1[17O][14C][15C][18O]1,C=NC1OCCO1,0.2960964344918518,0.8137124946851992
31900,776970,[13C].[17C][16C][18O][15C][14C][17O][15N],[17C][16C][18O][15C][14C][17O][15N],CCOCCON,0.15409819026329744,0.9294524968385742
31920,777005,[13C].[17O][14C][15C][18O][15N]1[16C][17C]1,[17O][14C][15C][18O][15N]1[16C][17C]1,OCCON1CC1,0.12956449328728128,0.9576019085076338
31940,777214,[13C].[17C][15N][16C][17O][14C][15C]=[18O],[17C][15N][16C][17O][14C][15C]=[18O],CNCOCC=O,0.1983533934439194,0.8733057550375967
31960,777542,[13C].[17C]=[15N][16C][18O][15C]1[14C][17O]1,[17C]=[15N][16C][18O][15C]1[14C][17O]1,C=NCOC1CO1,0.22962714560779232,0.8828069150803954
31980,777675,[13C].[14C]1[15C][15N][18O][17C][17O]1.[16C],[14C]1[15C][15N][18O][17C][17O]1,C1CNOCO1,0.5648870338683097,0.5965353086293798
32000,777708,[13C].[16C][18O][15N][15C][14C][17O][17C],[16C][18O][15N][15C][14C][17O][17C],CONCCOC,0.12277943497696582,0.9674561841376259
32020,777751,[13C].[14C]1[15C][15N][17C][18O][16C][17O]1,[14C]1[15C][15N][17C][18O][16C][17O]1,C1CNCOCO1,0.5796502130215833,0.6345456362043982
32040,777788,[13C].[17C][17O][14C][15C][15N]1[16C][18O]1,[17C][17O][14C][15C][15N]1[16C][18O]1,COCCN1CO1,0.08378208414008789,0.9661115423541329
32060,777850,[13C].[16C][17C][17O][14C][15C][15N][18O],[16C][17C][17O][14C][15C][15N][18O],CCOCCNO,0.10596155199483788,0.9495635419673096
32080,777874,[13C].[16C][17C]1=[15N][15C][14C][17O]1.[18O],[16C][17C]1=[15N][15C][14C][17O]1,CC1=NCCO1,0.2937814624561348,0.7594613568493922
32100,777907,[13C].[17C][16C][17O][14C][15C][15N][18O],[17C][16C][17O][14C][15C][15N][18O],CCOCCNO,0.11376643643900068,0.9377777828152576
32120,777943,[13C].[18O][17C]1[16C][15N][15C][14C][17O]1,[18O][17C]1[16C][15N][15C][14C][17O]1,OC1CNCCO1,0.41939328473675774,0.7310458354916833
32140,778025,[13C].[16C]=[17C]([18O])[15N][15C][14C][17O],[16C]=[17C]([18O])[15N][15C][14C][17O],C=C(O)NCCO,0.11985922630766524,0.8991664943564796
32160,778200,[13C].[16C].[18O][15C]1[14C][17O][17C]=[15N]1,[18O][15C]1[14C][17O][17C]=[15N]1,OC1COC=N1,0.4308005541856736,0.7675467236518511
32180,778231,[13C].[16C][15N]([17C])[15C]1[14C][17O][18O]1,[16C][15N]([17C])[15C]1[14C][17O][18O]1,CN(C)C1COO1,0.33758548556796975,0.8547159527696827
32200,778263,[13C].[16C][17C][18O][15C]1[14C][17O][15N]1,[16C][17C][18O][15C]1[14C][17O][15N]1,CCOC1CON1,0.21806198523425632,0.9008256836344384
32220,778285,[13C].[14C]1[17O][17C]2[16C][18O][15C]1[15N]2,[14C]1[17O][17C]2[16C][18O][15C]1[15N]2,C1OC2COC1N2,0.7327173007455683,0.8812615592917752
32240,778339,[13C].[16C]=[17C][18O][15C]([15N])[14C][17O],[16C]=[17C][18O][15C]([15N])[14C][17O],C=COC(N)CO,0.2961600092223485,0.7501666234797034
32260,778538,[13C].[14C]1[17O][15C]1[15N]1[16C][18O]1.[17C],[14C]1[17O][15C]1[15N]1[16C][18O]1,C1OC1N1CO1,0.20083778761375357,0.8933113135122559
32280,778579,[13C].[14C]1[17O][15C]1[15N]1[16C][17C]1.[18O],[14C]1[17O][15C]1[15N]1[16C][17C]1,C1OC1N1CC1,0.26142903445089083,0.9654947184913198
32300,778754,[13C].[16C][18O][17C][15N]=[15C][14C][17O],[16C][18O][17C][15N]=[15C][14C][17O],COCN=CCO,0.09877590627232295,0.9512351797075488
32320,778805,[13C].[16C][17C][18O][15N]=[15C][14C][17O],[16C][17C][18O][15N]=[15C][14C][17O],CCON=CCO,0.11215677986199032,0.9195624254362732
32340,778840,[13C].[17C][16C][17O][14C][15C]=[15N].[18O],[17C][16C][17O][14C][15C]=[15N],CCOCC=N,0.12640761681342721,0.9261968170003428
32360,778893,[13C].[16C]=[17C]1[15N]=[15C][14C][17O][18O]1,[16C]=[17C]1[15N]=[15C][14C][17O][18O]1,C=C1N=CCOO1,0.344485412649953,0.6705831473731919
32380,779282,[13C].[16C].[18O]=[15N][17C]1[15C][14C][17O]1,[18O]=[15N][17C]1[15C][14C][17O]1,O=NC1CCO1,0.38006970152303166,0.9077694998773562
32400,779342,[13C].[16C][17O][14C][15C][17C][18O][15N],[16C][17O][14C][15C][17C][18O][15N],COCCCON,0.1208310617711869,0.9871866721608064
32420,779379,[13C].[16C][15N][17O][14C][15C][17C][18O],[16C][15N][17O][14C][15C][17C][18O],CNOCCCO,0.10319321054915273,0.988100716528807
32440,779408,[13C].[16C][15N]=[17C]1[15C][14C][17O]1.[18O],[16C][15N]=[17C]1[15C][14C][17O]1,CN=C1CCO1,0.23797531648758674,0.8602946061714652
32460,779441,[13C].[17C][15C][14C][17O][16C][15N][18O],[17C][15C][14C][17O][16C][15N][18O],CCCOCNO,0.0545923325265399,0.9678943743143849
32480,779486,[13C].[16C]=[15N][17C]1([18O])[15C][14C][17O]1,[16C]=[15N][17C]1([18O])[15C][14C][17O]1,C=NC1(O)CCO1,0.3865190861341622,0.9296721106856952
32500,779566,[13C].[16C][17C]12[15C][14C][17O][15N]1[18O]2,[16C][17C]12[15C][14C][17O][15N]1[18O]2,CC12CCON1O2,0.49356020088745267,0.8023224038352846
32520,779591,[13C].[14C]1[15C][17C]2([16C][18O]2)[15N][17O]1,[14C]1[15C][17C]2([16C][18O]2)[15N][17O]1,C1CC2(CO2)NO1,0.33249863578055333,0.8546375046770286
32540,779635,[13C].[14C]1[15C][17C][16C][15N][17O]1.[18O],[14C]1[15C][17C][16C][15N][17O]1,C1CCCNO1,0.5423295541029417,0.5597939753170231
32560,779657,[13C].[18O][17C]12[15C][14C][17O][15N]1[16C]2,[18O][17C]12[15C][14C][17O][15N]1[16C]2,OC12CCON1C2,0.4806299794553033,0.8012703381428714
32580,779891,[13C].[15N][17O][14C][15C]1[17C][18O]1.[16C],[15N][17O][14C][15C]1[17C][18O]1,NOCC1CO1,0.15249307888545569,0.9395223992151212
32600,779916,[13C].[16C][18O][15C]([17C])[14C][17O][15N],[16C][18O][15C]([17C])[14C][17O][15N],COC(C)CON,0.4274340600038138,0.7123977396209888
32620,779949,[13C].[16C][15N][17C][15C]([18O])[14C][17O],[16C][15N][17C][15C]([18O])[14C][17O],CNCC(O)CO,0.5535598704893444,0.8725693078602078
32640,779972,[13C].[15N][16C][17O][14C][15C]1[17C][18O]1,[15N][16C][17O][14C][15C]1[17C][18O]1,NCOCC1CO1,0.143012508095576,0.9348142984204796
32660,780029,[13C].[16C][17C]1[15N][17O][14C][15C]1[18O],[16C][17C]1[15N][17O][14C][15C]1[18O],CC1NOCC1O,0.5480337130807691,0.7541167861056726
32680,780053,[13C].[15N]=[17C]1[16C][17O][14C][15C]1[18O],[15N]=[17C]1[16C][17O][14C][15C]1[18O],N=C1COCC1O,0.5351392423180963,0.5760052574372941
32700,780125,[13C].[16C]=[17C][15C]([14C][17O])[18O][15N],[16C]=[17C][15C]([14C][17O])[18O][15N],C=CC(CO)ON,0.4357683825227174,0.6810212173967605
32720,780305,[13C].[16C][18O][15N][17C][15C]1[14C][17O]1,[16C][18O][15N][17C][15C]1[14C][17O]1,CONCC1CO1,0.16892966478987864,0.9608422363738309
32740,780363,[13C].[16C][17C]([18O][15N])[15C]1[14C][17O]1,[16C][17C]([18O][15N])[15C]1[14C][17O]1,CC(ON)C1CO1,0.3973985613598716,0.7087201760644434
32760,780390,[13C].[18O][15N]1[16C][17C]1[15C]1[14C][17O]1,[18O][15N]1[16C][17C]1[15C]1[14C][17O]1,ON1CC1C1CO1,0.2716931465260807,0.9361092832251378
32780,780562,[13C].[16C].[18O][15N][15C]1[14C][17O][17C]1,[18O][15N][15C]1[14C][17O][17C]1,ONC1COC1,0.2215819604682741,0.8706429715071061
32800,780592,[13C].[16C][18O][17C][15C]([15N])[14C][17O],[16C][18O][17C][15C]([15N])[14C][17O],COCC(N)CO,0.3858069975158997,0.7511288795685674
32820,780632,[13C].[17C][15C]1[14C][17O][16C][18O][15N]1,[17C][15C]1[14C][17O][16C][18O][15N]1,CC1COCON1,0.3728060169943839,0.7274712666601889
