,rmat_tag,distance,largest_frag,largest_cleaned,pmi_x,pmi_y
0,1370518,2.0,C[15C]([16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C](=[17O])[18O])[15N]1[13C][14C@@H]1c1ccccc1,CC([C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(=O)O)N1C[C@@H]1c1ccccc1,0.16729235961115518,0.8815644760424979
20,1369469,3.0,C[15C][16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]1[13C][14C@@H]1c1ccccc1,CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N1C[C@@H]1c1ccccc1,0.11543360464776316,0.9683174580611009
40,97299,3.0,C[15C][15N][14CH]c1ccccc1,CCNCc1ccccc1,0.14175492220685848,0.9422968651442628
60,1369354,3.0,[17O]=[17C][18O][15N]1[13C][14C@@H]1c1ccccc1,O=CON1C[C@@H]1c1ccccc1,0.17650569293162596,0.8757971678900137
80,135260,4.0,C[15C]1[15N][14C@H](c2ccccc2)[17O][17C]([18O])[16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1N[C@H](c2ccccc2)OC(O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.08797174113575984,0.9863695984446318
100,1365519,4.0,C[15C][18O][17C](=[17O])[16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]1[13C][14C@@H]1c1ccccc1,CCOC(=O)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N1C[C@@H]1c1ccccc1,0.1920714019828973,0.8456947542346113
120,1350774,4.0,C[15C][16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]([18O])[17O][14C@H]([13C][15N])c1ccccc1,CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(O)O[C@H](CN)c1ccccc1,0.13549434273149438,0.9775273335250525
140,149999,4.0,C[15C][15N]=[14CH]c1ccccc1,CCN=Cc1ccccc1,0.13162281076273202,0.8951241658382052
160,20930,4.0,C[15C][16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]([15N])([17O])[18O],CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(N)(O)O,0.12289799956771111,0.9313856307943117
180,118710,4.0,C[15C][15N][14C@@H]([18O][17C](=[17O])[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,CCN[C@@H](OC(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.1020208085709766,0.9763430877082054
200,811836,4.0,C[15C]1([14C@H]([15N])c2ccccc2)[16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]1=[17O],CC1([C@H](N)c2ccccc2)[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C1=O,0.1055580598023756,0.9883664426827304
220,452783,4.0,C[15C]([18O][17C]=[17O])[16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([15N])c1ccccc1,CC(OC=O)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1,0.19228077673662902,0.8866739536086103
240,749144,4.0,C[15C]([14CH]c1ccccc1)[16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C](=[17O])[18O][15N],CC(Cc1ccccc1)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(=O)ON,0.18766768404511927,0.8610306546827468
260,252353,4.0,C[15C]1[15N][14C@H](c2ccccc2)[17C](=[17O])[16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1N[C@H](c2ccccc2)C(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.13989564087704418,0.9196316241381514
280,799756,4.0,C[15C][14C@H]([15N][16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C](=[17O])[18O])c1ccccc1,CC[C@H](N[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(=O)O)c1ccccc1,0.16706441394109683,0.8950522781982806
300,153543,5.0,C[15C]([18O])[16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C](=[17O])[15N]=[14CH]c1ccccc1,CC(O)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(=O)N=Cc1ccccc1,0.18260685066058713,0.8998702562132697
320,123558,5.0,C[15C]1[16C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[15N][14C@H](c2ccccc2)[18O][17C]1=[17O],CC1[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)N[C@H](c2ccccc2)OC1=O,0.13268196151223027,0.9465321907406231
340,452261,5.0,C[15C][16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@@H](c1ccccc1)[15N]1[18O][17C]1=[17O],CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@@H](c1ccccc1)N1OC1=O,0.12288339799861234,0.9452213002287553
360,134315,5.0,[18O][17C]1[15N][14C@H](c2ccccc2)[17O]1,OC1N[C@H](c2ccccc2)O1,0.20530109892297985,0.9127529672310696
380,106219,5.0,C[15C]([18O])[16C@H]([15N][14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(O)[C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.1213756161281409,0.9114503825541921
400,94752,5.0,O=C1c2ccccc2CN1c1ccc([16C@@H]([18O])[17C](=[17O])[15N][14CH]c2ccccc2)cc1,O=C1c2ccccc2CN1c1ccc([C@@H](O)C(=O)NCc2ccccc2)cc1,0.21387126515301305,0.8801376917845348
420,250297,5.0,[15N][14C@H](c1ccccc1)[17C]1[17O][18O]1,N[C@H](c1ccccc1)C1OO1,0.22146491440739455,0.826731115150739
440,94353,5.0,O=C1c2ccccc2CN1c1ccc([16CH][18O][17C](=[17O])[15N][14CH]c2ccccc2)cc1,O=C1c2ccccc2CN1c1ccc(COC(=O)NCc2ccccc2)cc1,0.09876627948529755,0.9458876032864194
460,455905,5.0,C[15C]1([17C](=[17O])[18O])[15N][14C@H](c2ccccc2)[16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(C(=O)O)N[C@H](c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.1803550784131435,0.9321861120641272
480,108021,5.0,C[15C]12[18O][17C]([17O][15N]1[14CH]c1ccccc1)[16C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,CC12OC(ON1Cc1ccccc1)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,0.068315998330332,0.9834772163267947
500,154213,5.0,C[15C]([15N]=[14CH]c1ccccc1)[16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]([17O])=[18O],CC(N=Cc1ccccc1)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(O)=O,0.18482023196566721,0.9382129621585081
520,1365399,5.0,C[15C][18O][17C](=[17O])[15N]1[13C][14C@@H]1c1ccccc1,CCOC(=O)N1C[C@@H]1c1ccccc1,0.1609452285681577,0.9920961639317678
540,5151,5.0,C[15C][15N][16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C](=[17O])[18O],CCN[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(=O)O,0.13048250053700666,0.9580162524527456
560,21877,5.0,C[15C]([18O][15N])[16C@@H]([17C]=[17O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(ON)[C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.12952402948026362,0.9616382418294749
580,95039,5.0,O=C1c2ccccc2CN1c1ccc([16CH]=[17C]([17O])[18O][15N][14CH]c2ccccc2)cc1,O=C1c2ccccc2CN1c1ccc(C=C(O)ONCc2ccccc2)cc1,0.12201155040537501,0.9267597389482236
600,135911,5.0,C[15C]1[16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]12[17O][14C@@H](c1ccccc1)[15N][18O]2,CC1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C12O[C@@H](c1ccccc1)NO2,0.13958800867364177,0.8981552742033634
620,1322612,5.0,C[15C]1[18O][17C]([17O])([15N][13C][14CH]c2ccccc2)[16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1OC(O)(NCCc2ccccc2)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.1281780366633084,0.9145820039843022
640,1370792,5.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]([17O])[18O][15N]1[13C][14C@@H]1c1ccccc1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)C(O)ON1C[C@@H]1c1ccccc1,0.06689723023463315,0.9779734092491307
660,1369834,5.0,C[15C]([18O])[16C@@H]([17C][17O][15N]1[13C][14C@@H]1c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(O)[C@@H](CON1C[C@@H]1c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.11855353211001997,0.9576433674751869
680,810514,5.0,C[15C]1([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[14C@@H](c2ccccc2)[15N]1[18O][17C]=[17O],CC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)[C@@H](c2ccccc2)N1OC=O,0.09450094274287775,0.9574064958675432
700,105492,5.0,C[15C][16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]([14CH]c1ccccc1)[18O][17C][17O],CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N(Cc1ccccc1)OCO,0.10840404953068121,0.934120047448313
720,134485,5.0,C[15C][16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]1[15N][14C@H](c2ccccc2)[17O]1,CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1N[C@H](c2ccccc2)O1,0.10544963862674378,0.9308579843834128
740,803939,5.0,C[15C]([14C@H]([15N])c1ccccc1)[17C]([17O])([18O])[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC([C@H](N)c1ccccc1)C(O)(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.06584373608583022,0.9783203188815481
760,447090,5.0,C[15C][17C]([17O])([18O])[16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([15N])c1ccccc1,CCC(O)(O)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1,0.24400311997677415,0.8233163520714344
780,250643,5.0,C[15C][16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]1[18O][15N][14C@@H]1c1ccccc1,CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1ON[C@@H]1c1ccccc1,0.08455685770197907,0.9636401202435221
800,813724,5.0,C[15C](=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([15N][18O][17C]=[17O])c1ccccc1,CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](NOC=O)c1ccccc1,0.14856330186935454,0.90663050968181
820,110789,5.0,C[15C]1([15N][14CH]c2ccccc2)[16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]1[17O],CC1(NCc2ccccc2)[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C1O,0.06702160441911334,0.9538538639311149
840,1325366,5.0,C[15C]([16C@H]([15N][13C][14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1)[17C](=[17O])[18O],CC([C@H](NCCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1)C(=O)O,0.19105679930365113,0.9070924299191647
860,117818,5.0,O=C1c2ccccc2CN1c1ccc([16C@H]([17C]=[17O])[15N][14C@@H]([18O])c2ccccc2)cc1,O=C1c2ccccc2CN1c1ccc([C@H](C=O)N[C@@H](O)c2ccccc2)cc1,0.13346618602887125,0.9393432309424304
880,97630,5.0,C[15C]([15N][14CH]c1ccccc1)[18O][17C]=[17O],CC(NCc1ccccc1)OC=O,0.14055640756608329,0.956109757499022
900,1482506,5.0,C[15C][16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([13C][15N][17C](=[17O])[18O])c1ccccc1,CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](CNC(=O)O)c1ccccc1,0.13262801335994806,0.9359364797753418
920,109213,5.0,C[15C]1[16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]12[17O][15N]([14CH]c1ccccc1)[18O]2,CC1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C12ON(Cc1ccccc1)O2,0.1903488123579808,0.8844425573572586
940,97707,5.0,C[15C]([18O])[15N][14CH]c1ccccc1,CC(O)NCc1ccccc1,0.13371269853704812,0.9103686441447445
960,98879,5.0,C[15C][17C](=[17O])[18O][15N][14CH]c1ccccc1,CCC(=O)ONCc1ccccc1,0.09775652836880205,0.9886073228743733
980,189881,5.0,C[15C][16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]([17O])([14CH]c1ccccc1)[18O][15N],CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(O)(Cc1ccccc1)ON,0.11818946201455681,0.9370831242031947
1000,245133,6.0,C[15C][15N]1[18O][17C](=[17O])[14C@H]1c1ccccc1,CCN1OC(=O)[C@H]1c1ccccc1,0.25048496487524435,0.8259083156410788
1020,110648,6.0,C[15C]1([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[17C](=[17O])[15N]1[14CH]c1ccccc1,CC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)C(=O)N1Cc1ccccc1,0.16444609101291083,0.8846962212497396
1040,131037,6.0,C[15C][15N]1[14C@H](c2ccccc2)[17O][17C]([18O])[16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CCN1[C@H](c2ccccc2)OC(O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.08211266751089272,0.9671540366835242
1060,251170,6.0,C[15C]([18O])[16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]1([17O])[15N][14C@@H]1c1ccccc1,CC(O)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1(O)N[C@@H]1c1ccccc1,0.17672651209187887,0.8963135661806937
1080,1399534,6.0,C[15C][16C@H]([18O][17C]([17O])[14C@H]([13C][15N])c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC[C@H](OC(O)[C@H](CN)c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.10745971367352185,0.9475556525922595
1100,105665,6.0,C[15C][16C@@H]([17C][15N]([18O])[14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC[C@@H](CN(O)Cc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.0665155004896866,0.9953043802067532
1120,1370679,6.0,C[15C]([17O])([16C@@H]([17C])c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]1[13C][14C@@H]1c1ccccc1,CC(O)([C@@H](C)c1ccc(N2Cc3ccccc3C2=O)cc1)N1C[C@@H]1c1ccccc1,0.06731008072701923,0.978087387265701
1140,1482507,6.0,C[15C][16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([13C][15N]1[18O][17C]1=[17O])c1ccccc1,CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](CN1OC1=O)c1ccccc1,0.19155160975761829,0.9367850207525703
1160,809210,6.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)([18O][17C])[14C@H]([15N])c1ccccc1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)(OC)[C@H](N)c1ccccc1,0.10962305592814159,0.9537016887574233
1180,135025,6.0,C[15C]1[17O][14C@@H](c2ccccc2)[15N][17C]([18O])[16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1O[C@@H](c2ccccc2)NC(O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.061288914437462975,0.9700583571269816
1200,130988,6.0,C[15C][15N]1[18O][17C]([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[17O][14C@H]1c1ccccc1,CCN1OC(Cc2ccc(N3Cc4ccccc4C3=O)cc2)O[C@H]1c1ccccc1,0.08704464129654627,0.9687012193997236
1220,1326940,6.0,C[15C]1([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[17C](=[17O])[18O][15N]1[13C][14CH]c1ccccc1,CC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)C(=O)ON1CCc1ccccc1,0.08286598371423895,0.994679567209634
1240,1371208,6.0,C[15C]1([18O])[16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]1[17O][15N]1[13C][14C@@H]1c1ccccc1,CC1(O)[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C1ON1C[C@@H]1c1ccccc1,0.0924426696068255,0.961071328511026
1260,965555,6.0,C[15C][14C@@H](c1ccccc1)[16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C](=[17O])[18O][15N],CC[C@@H](c1ccccc1)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(=O)ON,0.2507668454621736,0.8335969368803332
1280,20914,6.0,C[15C][16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]([15N])[18O][17O],CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(N)OO,0.14068545222425738,0.9454512735450014
1300,1327085,6.0,C[15C]1([15N][13C][14CH]c2ccccc2)[16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]1[18O],CC1(NCCc2ccccc2)[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C1O,0.14230495171054522,0.9310096861046901
1320,809388,6.0,C[15C]1([18O])[14C@@H](c2ccccc2)[15N][17O][17C][16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(O)[C@@H](c2ccccc2)NOC[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.09404398794856429,0.9708298944582237
1340,805705,6.0,C[15C]1([17C](=[17O])[18O])[15N][14C@@H]1c1ccccc1,CC1(C(=O)O)N[C@@H]1c1ccccc1,0.37147337091920685,0.9105926527800736
1360,1338510,6.0,C[15C][16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]12[17O][15N]1[13C][14C@H](c1ccccc1)[18O]2,CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C12ON1C[C@H](c1ccccc1)O2,0.11648126923609937,0.9454509533636125
1380,245298,6.0,C[15C][15N]1[18O][17C]([17O])([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[14C@H]1c1ccccc1,CCN1OC(O)(Cc2ccc(N3Cc4ccccc4C3=O)cc2)[C@H]1c1ccccc1,0.12172544195725006,0.9712812721583609
1400,1338939,6.0,C[15C]1[17O][17C]2([15N][13C][14C@H](c3ccccc3)[18O]2)[16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1OC2(NC[C@H](c3ccccc3)O2)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.10965192528701663,0.9834835647797241
1420,117742,6.0,O=C1c2ccccc2CN1c1ccc([16CH][17C]23[17O][15N]2[14C@H](c2ccccc2)[18O]3)cc1,O=C1c2ccccc2CN1c1ccc(CC23ON2[C@H](c2ccccc2)O3)cc1,0.13796393960045295,0.9095863067407456
1440,108881,6.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]1([18O])[17O][15N]1[14CH]c1ccccc1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)C1(O)ON1Cc1ccccc1,0.05784361129964063,0.989462332724138
1460,1400791,6.0,C[15C]1[17O][17C]2([18O][15N][13C][14C@@H]2c2ccccc2)[16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1OC2(ONC[C@@H]2c2ccccc2)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.14780913082021238,0.9158343572938793
1480,1485372,6.0,C[15C]1([16C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[14C@H]([13C][15N])c2ccccc2)[18O][17C]1=[17O],CC1([C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[C@H](CN)c2ccccc2)OC1=O,0.11440349298982762,0.9415795157653467
1500,107551,6.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]([14CH]c1ccccc1)[17C]([17O])=[18O],CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N(Cc1ccccc1)C(O)=O,0.12906321392962203,0.9455989698114927
1520,453145,6.0,C[15C]1[17O][17C][18O][15N][14C@H](c2ccccc2)[16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1OCON[C@H](c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.2003912092597235,0.8830623959232925
1540,1400172,6.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[18O][17C]([17O])[14C@H]([13C][15N])c1ccccc1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)OC(O)[C@H](CN)c1ccccc1,0.0934536211477504,0.9555408911376372
1560,50488,6.0,C[15C]([15N][18O][14CH]c1ccccc1)[16C@@H]([17C]=[17O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(NOCc1ccccc1)[C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.08239436322109699,0.9895208101967189
1580,246295,6.0,C[15C]=[15N][14C@H](c1ccccc1)[17C](=[17O])[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC=N[C@H](c1ccccc1)C(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.10778802935917514,0.9211745590163446
1600,108291,6.0,C[15C]1([15N]([18O])[14CH]c2ccccc2)[17O][17C][16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(N(O)Cc2ccccc2)OC[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.19718229280822064,0.8909330693381952
1620,808590,6.0,C[15C]1[14C@@H](c2ccccc2)[15N]([17O][17C][18O])[16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1[C@@H](c2ccccc2)N(OCO)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.14634930743770652,0.9352264587003314
1640,12822,6.0,C[15C]([15N])[17C](=[17O])[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(N)C(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.07775998125339997,0.9570674137619588
1660,107995,6.0,C[15C]1([18O])[16C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[15N]1[14CH]c1ccccc1,CC1(O)[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)N1Cc1ccccc1,0.11689848362278295,0.9334197909745932
1680,134297,6.0,[17C][17O][14C@H]([15N][18O])c1ccccc1,CO[C@H](NO)c1ccccc1,0.3984880423580939,0.8657309554537244
1700,117768,6.0,[15N][14C@@H]([18O][17C][16C@H]([17O])c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,N[C@@H](OC[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.12548072726893117,0.9512337848792638
1720,94874,6.0,O=C1c2ccccc2CN1c1ccc([16C@H]([17C][18O])[15N]([17O])[14CH]c2ccccc2)cc1,O=C1c2ccccc2CN1c1ccc([C@H](CO)N(O)Cc2ccccc2)cc1,0.07540022619764614,0.9838835602195297
1740,106140,6.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[18O][15N]([14CH]c1ccccc1)[17C]=[17O],CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)ON(Cc1ccccc1)C=O,0.09642995260923175,0.9630793418218812
1760,1483027,6.0,C[15C]([18O])[16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([13C][15N])c1ccccc1,CC(O)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](CN)c1ccccc1,0.10185808316720484,0.9627246757109826
1780,1483045,6.0,C[15C]1[18O][17C](=[17O])[15N][13C][14C@H](c2ccccc2)[16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1OC(=O)NC[C@H](c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.16977769175039692,0.9304314635730061
1800,1598908,6.0,C[15C][14C@H]([13C][15N]1[18O][17C](=[17O])[16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,CC[C@H](CN1OC(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.09828874016070754,0.9488263042611544
1820,109059,6.0,C[15C]([16C@H]([15N][14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]([17O])=[18O],CC([C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1)C(O)=O,0.246009430624152,0.7931849469922695
1840,1323840,6.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]([18O])[13C][14CH]c1ccccc1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N(O)CCc1ccccc1,0.06418521990656641,0.9821455331947524
1860,1323870,6.0,C[15C]([15N][13C][14CH]c1ccccc1)[16C@H]([18O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(NCCc1ccccc1)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.0679161433874205,0.9754563221008273
1880,24094,6.0,C[15C]([15N][18O])[16C@@H]([17C][17O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(NO)[C@@H](CO)c1ccc(N2Cc3ccccc3C2=O)cc1,0.13007674988208495,0.9255616084606108
1900,99900,6.0,C[15C]([18O][15N][14CH]c1ccccc1)[17C](=[17O])[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(ONCc1ccccc1)C(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.11076113088606744,0.9133993133642992
1920,1365159,6.0,[17C][16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]1[13C][14C@@H]1c1ccccc1,C[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N1C[C@@H]1c1ccccc1,0.10730095648958628,0.9872480555936768
1940,1346310,6.0,O=C1c2ccccc2CN1c1ccc([16CH][17C]2[17O][14C@@H](c3ccccc3)[13C][15N][18O]2)cc1,O=C1c2ccccc2CN1c1ccc(CC2O[C@@H](c3ccccc3)CNO2)cc1,0.19847410025155668,0.8768880408423523
1960,155391,6.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)([17C]=[17O])[15N]=[14CH]c1ccccc1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)(C=O)N=Cc1ccccc1,0.060892169639596136,0.9675161428753556
1980,1333950,6.0,O=C1c2ccccc2CN1c1ccc([16CH][15N][13C][14C@@H]([18O][17C]=[17O])c2ccccc2)cc1,O=C1c2ccccc2CN1c1ccc(CNC[C@@H](OC=O)c2ccccc2)cc1,0.09198775462169696,0.9873283116580708
2000,768900,6.0,C[15C]([15N])([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([18O][17C]=[17O])c1ccccc1,CC(N)(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](OC=O)c1ccccc1,0.10136494727102675,0.9755710077832309
2020,99422,6.0,C[15C][17C]1([16C@H]([15N][14CH]c2ccccc2)c2ccc(N3Cc4ccccc4C3=O)cc2)[17O][18O]1,CCC1([C@H](NCc2ccccc2)c2ccc(N3Cc4ccccc4C3=O)cc2)OO1,0.22529978344829263,0.8375042633453267
