,rmat_tag,distance,largest_frag,largest_cleaned,pmi_x,pmi_y
13880,864395,9.0,C[15C]([14C@H]([17C][18O][17O])c1ccccc1)[16C@H]([15N])c1ccc(N2Cc3ccccc3C2=O)cc1,CC([C@H](COO)c1ccccc1)[C@H](N)c1ccc(N2Cc3ccccc3C2=O)cc1,0.12171659291850342,0.9586672666361163
13900,192138,9.0,C[15C]([15N])[16C@H]([18O][17O][17C][14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(N)[C@H](OOCCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.1575158089206527,0.9140869998143571
13920,754080,9.0,C[15C]([14CH]c1ccccc1)([16C@H]([17O])c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]([15N])[18O],CC(Cc1ccccc1)([C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1)C(N)O,0.11945251670573818,0.9701516898955551
13940,192425,9.0,C[15C]([16C@@H]([17C][14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]([17O])[18O],CC([C@@H](CCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1)N(O)O,0.24670607222954583,0.8475897845177796
13960,191635,9.0,C[15C]([17O])([18O][15N])[16C@@H]([17C][14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(O)(ON)[C@@H](CCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.2442557795981963,0.8287697491360954
13980,253475,9.0,C[15C]1[16C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[15N]2[18O][17O][17C]1[14C@H]2c1ccccc1,CC1[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)N2OOC1[C@H]2c1ccccc1,0.1030500629838219,0.9671031422174563
14000,763652,9.0,C[15C]1=[15N][18O][14C@@H]1c1ccccc1,CC1=NO[C@@H]1c1ccccc1,0.2933794697901874,0.9940548567586781
14020,453411,9.0,C[15C]1([17O])[18O][15N][14C@H](c2ccccc2)[16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(O)ON[C@H](c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.2163666637061882,0.8913867295563352
14040,802560,9.0,C[15C]1([18O][16C@@H]([17C])c2ccc(N3Cc4ccccc4C3=O)cc2)[15N][14C@@H]1c1ccccc1,CC1(O[C@@H](C)c2ccc(N3Cc4ccccc4C3=O)cc2)N[C@@H]1c1ccccc1,0.16427294629641695,0.9206145090885078
14060,257123,9.0,C[15C](=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]1[14C@H](c2ccccc2)[17C]1[17O][18O],CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)N1[C@H](c2ccccc2)C1OO,0.10609259168293424,0.9323893146793982
14080,297049,9.0,[15N][16C@@H]([17C]=[14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,N[C@@H](C=Cc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.11042601188725198,0.9491103224286213
14100,210099,9.0,C[15C][16C@H]([18O][14C@H](c1ccccc1)[17C]([15N])[17O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC[C@H](O[C@H](c1ccccc1)C(N)O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.0975027642776422,0.9708300898378808
14120,762530,9.0,C[15C]([15N][17C]=[17O])[14C@H]([18O])c1ccccc1,CC(NC=O)[C@H](O)c1ccccc1,0.310627263625262,0.7611287333658652
14140,802946,9.0,C[15C]1([17O][18O][17C]=[16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[15N][14C@@H]1c1ccccc1,CC1(OOC=Cc2ccc(N3Cc4ccccc4C3=O)cc2)N[C@@H]1c1ccccc1,0.05910988332141703,0.9891837011264147
14160,256662,9.0,C[15C](=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[17O][18O][17C]1[15N][14C@@H]1c1ccccc1,CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)OOC1N[C@@H]1c1ccccc1,0.1115042107626652,0.9570799503841422
14180,189563,9.0,C[15C][16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]([17O])[18O][17C][14CH]c1ccccc1,CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N(O)OCCc1ccccc1,0.08351463115555424,0.9955224216655063
14200,195379,9.0,C[15C]([18O])([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]([14CH]c1ccccc1)[17O][15N],CC(O)(Cc1ccc(N2Cc3ccccc3C2=O)cc1)C(Cc1ccccc1)ON,0.12506057098029652,0.9290666630308763
14220,856240,9.0,C[15C]1[15N][17C](=[17O])[14C@@H]1c1ccccc1,CC1NC(=O)[C@@H]1c1ccccc1,0.37946363516557186,0.8781880648096084
14240,856206,9.0,C[15C]([15N])[14C@@H](c1ccccc1)[17C]1[17O][18O]1,CC(N)[C@@H](c1ccccc1)C1OO1,0.36646860829327194,0.8265846668182868
14260,751844,9.0,C[15C]([15N])([14CH]c1ccccc1)[16C@H]([18O][17O][17C])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(N)(Cc1ccccc1)[C@H](OOC)c1ccc(N2Cc3ccccc3C2=O)cc1,0.18171190652979458,0.8878442419060133
14280,751858,9.0,C[15C]1([14CH]c2ccccc2)[15N][17C][18O][16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(Cc2ccccc2)NCO[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.17116553260244913,0.9035197257033476
14300,856425,9.0,C[15C]1[14C@@H](c2ccccc2)[17C](=[17O])[18O][15N]1[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC1[C@@H](c2ccccc2)C(=O)ON1Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.103609583589377,0.9428358513740527
14320,804569,9.0,C[15C]1([17C][16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[18O][15N][14C@@H]1c1ccccc1,CC1(CCc2ccc(N3Cc4ccccc4C3=O)cc2)ON[C@@H]1c1ccccc1,0.07466692669304693,0.9747671207976462
14340,496626,9.0,[15N][17C]1([14C@@H]([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)c2ccccc2)[17O][18O]1,NC1([C@@H](Cc2ccc(N3Cc4ccccc4C3=O)cc2)c2ccccc2)OO1,0.1483547366112957,0.9093414553458197
14360,805688,9.0,C[15C]1([17C][18O])[14C@@H](c2ccccc2)[15N]1[17O],CC1(CO)[C@@H](c2ccccc2)N1O,0.32372946837358946,0.8363963343120129
14380,853838,9.0,C[15C][14C@@H](c1ccccc1)[17C](=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[17O][15N],CC[C@@H](c1ccccc1)C(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)ON,0.1155187980853865,0.931306778200578
14400,752195,9.0,C[15C]1([14CH]c2ccccc2)[16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]2[17O][18O][15N]21,CC1(Cc2ccccc2)[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C2OON21,,
14420,192792,9.0,C[15C]([18O])([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[15N][17C]([17O])[14CH]c1ccccc1,CC(O)(Cc1ccc(N2Cc3ccccc3C2=O)cc1)NC(O)Cc1ccccc1,0.0880754276093336,0.9538823359898363
14440,193230,9.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)([15N][18O])[17O][17C][14CH]c1ccccc1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)(NO)OCCc1ccccc1,0.17128994783388532,0.9412617077193504
14460,803827,9.0,C[15C]1[17C][17O][16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[15N][14C@@H]1c1ccccc1,CC1CO[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)N[C@@H]1c1ccccc1,0.10828885015629637,0.9422419142361854
14480,803880,9.0,C[15C]([14C@H]([15N]=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1)[17C]1[17O][18O]1,CC([C@H](N=Cc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1)C1OO1,0.10450914586249445,0.9988992846555729
14500,193907,9.0,C[15C](=[15N][17C](=[17O])[14CH]c1ccccc1)[16C@H]([18O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(=NC(=O)Cc1ccccc1)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.11040450762167292,0.9397076152115138
14520,751875,9.0,C[15C]([14CH]c1ccccc1)([15N]=[17C]=[17O])[16C@H]([18O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(Cc1ccccc1)(N=C=O)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.15438348108927522,0.9096526911714014
14540,251832,9.0,C[15C]1([18O])[17O][17C]2[14C@@H](c3ccccc3)[15N]2[16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(O)OC2[C@@H](c3ccccc3)N2[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.16903508748076276,0.8936967669268125
14560,752146,9.0,C[15C]([14CH]c1ccccc1)([16C@@H]([17C])c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]([17O])[18O],CC(Cc1ccccc1)([C@@H](C)c1ccc(N2Cc3ccccc3C2=O)cc1)N(O)O,0.14534794300073503,0.9195619232459747
14580,63781,9.0,C[15C][15N]([17O][14CH]c1ccccc1)[18O][17C][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CCN(OCc1ccccc1)OCCc1ccc(N2Cc3ccccc3C2=O)cc1,0.07181111744973197,0.9726541537463284
14600,63809,9.0,C[15C][15N]=[17C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[17O][14CH]c1ccccc1,CCN=C(Cc1ccc(N2Cc3ccccc3C2=O)cc1)OCc1ccccc1,0.0773265190822838,0.9832623139562728
14620,1393072,9.0,C[15C][18O][16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]1([17O])[15N][13C][14C@@H]1c1ccccc1,CCO[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1(O)NC[C@@H]1c1ccccc1,0.11467496543085605,0.9680935311239649
14640,1392380,9.0,O=C1c2ccccc2CN1c1ccc([16CH][17C][14C@H]([13C][15N][18O][17O])c2ccccc2)cc1,O=C1c2ccccc2CN1c1ccc(CC[C@H](CNOO)c2ccccc2)cc1,0.12618678446428644,0.9355129866961555
14660,1392272,9.0,O=C1c2ccccc2CN1c1ccc([16C@@H]([18O])[15N]2[13C][14C@H](c3ccccc3)[17C]2=[17O])cc1,O=C1c2ccccc2CN1c1ccc([C@@H](O)N2C[C@H](c3ccccc3)C2=O)cc1,0.09477866137512866,0.9735087910698801
14680,64240,9.0,C[15C]([18O])[15N][16C@@H]([17C][17O][14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(O)N[C@@H](COCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.228906302649981,0.8271312976070577
14700,52702,9.0,C[15C]1([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[15N]2[17O][17C]21[18O][14CH]c1ccccc1,CC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)N2OC21OCc1ccccc1,0.11353603691203144,0.9642532775681373
14720,52838,9.0,C[15C]1([15N][18O][14CH]c2ccccc2)[17C][16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(NOCc2ccccc2)C[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.15254000400899867,0.9066701387289745
14740,1394515,9.0,C[15C][15N][13C][14C@@H]([17C][16C@H]([17O])c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,CCNC[C@@H](C[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.10451292043970219,0.9449339271960085
14760,62363,9.0,O=C1c2ccccc2CN1c1ccc([16C@@H]2[17C][18O][15N]2[17O][14CH]c2ccccc2)cc1,O=C1c2ccccc2CN1c1ccc([C@@H]2CON2OCc2ccccc2)cc1,0.08961670028503889,0.9487518180587834
14780,1394284,9.0,C[15C][15N][13C][14C@@H]([17C])c1ccccc1,CCNC[C@@H](C)c1ccccc1,0.21377896641198504,0.9044021386278123
14800,70725,9.0,C[15C]([18O][17C])[16C@H]([15N][17O][14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(OC)[C@H](NOCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.16130430406238352,0.8980720884736347
14820,1367421,9.0,C[15C]([17O][18O])[17C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]1[13C][14C@@H]1c1ccccc1,CC(OO)C(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N1C[C@@H]1c1ccccc1,0.10910759586690862,0.9865916440329683
14840,1367806,9.0,C[15C]([17C][18O][16C@@H]([17O])c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]1[13C][14C@@H]1c1ccccc1,CC(CO[C@@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1)N1C[C@@H]1c1ccccc1,0.12441860446251041,0.9518472931938765
14860,1367594,9.0,C[15C]12[17O][16C@H](c3ccc(N4Cc5ccccc5C4=O)cc3)[17C]1([15N]1[13C][14C@@H]1c1ccccc1)[18O]2,CC12O[C@H](c3ccc(N4Cc5ccccc5C4=O)cc3)C1(N1C[C@@H]1c1ccccc1)O2,0.24322044737819465,0.8312160278251546
14880,71862,9.0,C[15C]12[18O][17C]([16C@H]1c1ccc(N3Cc4ccccc4C3=O)cc1)[15N]2[17O][14CH]c1ccccc1,CC12OC([C@H]1c1ccc(N3Cc4ccccc4C3=O)cc1)N2OCc1ccccc1,0.06751540503942081,0.9774061825719204
14900,71792,9.0,C[15C]1([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[15N]=[17C]([17O][14CH]c2ccccc2)[18O]1,CC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)N=C(OCc2ccccc2)O1,0.12153337649162914,0.9427921248020088
14920,71428,9.0,C[15C]([15N][18O][17C])[16C@H]([17O][14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(NOC)[C@H](OCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.17596237313299484,0.9439474705241975
14940,1370828,9.0,C[15C]([17C][15N]1[13C][14C@@H]1c1ccccc1)[16C@H]([18O][17O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(CN1C[C@@H]1c1ccccc1)[C@H](OO)c1ccc(N2Cc3ccccc3C2=O)cc1,0.1081987995247624,0.9580896986964755
14960,64996,9.0,C[15C]1=[15N][16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]([17O][14CH]c2ccccc2)[18O]1,CC1=N[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C(OCc2ccccc2)O1,0.15845794729177323,0.9247947403760989
14980,1368374,9.0,C[15C]([18O])=[17C][17O][15N]1[13C][14C@@H]1c1ccccc1,CC(O)=CON1C[C@@H]1c1ccccc1,0.1402724338398786,0.9284803568057234
15000,67671,9.0,C[15C]1=[15N][16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]1([18O])[17O][14CH]c1ccccc1,CC1=N[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C1(O)OCc1ccccc1,0.12837443455525624,0.9406134429277485
15020,1368821,9.0,C[15C](=[17C][18O][17O])[15N]1[13C][14C@@H]1c1ccccc1,CC(=COO)N1C[C@@H]1c1ccccc1,0.34377417365445656,0.8779822788060049
15040,1400633,9.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[17O][18O][17C]1[15N][13C][14C@@H]1c1ccccc1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)OOC1NC[C@@H]1c1ccccc1,0.12265518137971224,0.9393628381457712
15060,44326,9.0,C[15C][17C](=[17O])[15N][18O][14CH]c1ccccc1,CCC(=O)NOCc1ccccc1,0.10054955181567711,0.9350106179492848
15080,1400710,9.0,C[15C]1[17O][15N]([13C][14C@@H]([17C][18O])c2ccccc2)[16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1ON(C[C@@H](CO)c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.12882397264206083,0.9279713510733403
15100,1399455,9.0,[17C][14C@H]([13C][15N]([17O])[18O])c1ccccc1,C[C@H](CN(O)O)c1ccccc1,0.41930058104973555,0.8200115673241966
15120,1401785,9.0,C[15C]1([18O])[16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]2[14C@@H](c3ccccc3)[13C][15N]21,CC1(O)[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C2[C@@H](c3ccccc3)CN21,0.18075723806309874,0.905760446552709
15140,1401988,9.0,C[15C]12[17O][17C][14C@@H](c3ccccc3)[13C][15N]1[16C@@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,CC12OC[C@@H](c3ccccc3)CN1[C@@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,0.06962311498872693,0.980451137493439
15160,42345,9.0,C[15C]([17O][17C][16C@H]([15N])c1ccc(N2Cc3ccccc3C2=O)cc1)[18O][14CH]c1ccccc1,CC(OC[C@H](N)c1ccc(N2Cc3ccccc3C2=O)cc1)OCc1ccccc1,0.07297490145656256,0.977425303671422
15180,1395076,9.0,C[15C]([17O])[15N][13C][14C@H](c1ccccc1)[17C]1[18O][16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC(O)NC[C@H](c1ccccc1)C1O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.10542705711289464,0.9658464877274131
15200,1395478,9.0,C[15C]=[15N][13C][14C@H](c1ccccc1)[17C]([17O])[16C@H]([18O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC=NC[C@H](c1ccccc1)C(O)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.1385000421225907,0.9420714467074627
15220,51755,9.0,C[15C]1[16C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[15N][17C]1[18O][14CH]c1ccccc1,CC1[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)NC1OCc1ccccc1,0.07845778405458699,0.9623530006732323
15240,1396842,9.0,C[15C]1[17O][17C]1([14C@H]([13C][15N])c1ccccc1)[16C@H]([18O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC1OC1([C@H](CN)c1ccccc1)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.11666464572726924,0.9799215566064589
15260,1397282,9.0,C[15C]1[17C](=[17O])[14C@@H](c2ccccc2)[13C][15N]1[18O],CC1C(=O)[C@@H](c2ccccc2)CN1O,0.34065782027331476,0.9287541148794107
15280,46576,9.0,C[15C](=[15N][18O][14CH]c1ccccc1)[17C](=[17O])[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(=NOCc1ccccc1)C(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.04044737322051357,0.9834733659389547
15300,1395566,9.0,C[15C]1=[15N][13C][14C@H](c2ccccc2)[17C](=[17O])[16C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[18O]1,CC1=NC[C@H](c2ccccc2)C(=O)[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)O1,0.15467121985259588,0.8820534212672996
15320,1396070,9.0,C[15C][17C]([18O])([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([13C][15N]=[17O])c1ccccc1,CCC(O)(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](CN=O)c1ccccc1,0.11463777620401186,0.9582216503213942
15340,99408,9.0,C[15C][17C][16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]([14CH]c1ccccc1)[17O][18O],CCC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N(Cc1ccccc1)OO,0.182637887790099,0.8908970139322906
15360,99771,9.0,C[15C]([17C][17O][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[18O][15N][14CH]c1ccccc1,CC(COCc1ccc(N2Cc3ccccc3C2=O)cc1)ONCc1ccccc1,0.09487474085170672,0.9222166570040001
15380,99108,9.0,C[15C][17C][17O][18O][16C@@H]([15N][14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CCCOO[C@@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.22713516299757,0.8400071682998257
15400,1342509,9.0,C[15C](=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]1[15N][13C][14C@H](c2ccccc2)[18O]1,CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)C1NC[C@H](c2ccccc2)O1,0.1819036174873334,0.8584546698960559
15420,99923,9.0,C[15C]1[18O][16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]12[17O][15N]2[14CH]c1ccccc1,CC1O[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C12ON2Cc1ccccc1,0.1379174494596307,0.908764042204972
15440,1346277,9.0,[17C][17O][14C@H]([13C][15N]=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,CO[C@H](CN=Cc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.05619282231001488,0.9835003495549406
15460,97687,9.0,C[15C]([18O])[15N]([14CH]c1ccccc1)[16C@H]([17O][17C])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(O)N(Cc1ccccc1)[C@H](OC)c1ccc(N2Cc3ccccc3C2=O)cc1,0.11970182671709839,0.9511917740956202
15480,97914,9.0,C[15C](=[18O])[15N]([14CH]c1ccccc1)[17O][17C]=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(=O)N(Cc1ccccc1)OC=Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.0640351970032295,0.9799239558500745
15500,1347016,9.0,C[15C][17O][14C@H]([13C][15N]1[18O][17C]1[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,CCO[C@H](CN1OC1Cc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.0821337033480949,0.9675541234264367
15520,98911,9.0,C[15C][17C](=[15N][14CH]c1ccccc1)[17O][18O],CCC(=NCc1ccccc1)OO,0.19973338352664605,0.9385504583477334
15540,98249,9.0,C[15C]12[17O][17C]([16C@@H](c3ccc(N4Cc5ccccc5C4=O)cc3)[18O]1)[15N]2[14CH]c1ccccc1,CC12OC([C@@H](c3ccc(N4Cc5ccccc5C4=O)cc3)O1)N2Cc1ccccc1,0.1009848362025908,0.9901998999770589
15560,101903,9.0,C[15C]([17O])([17C][16C@H]([18O])c1ccc(N2Cc3ccccc3C2=O)cc1)[15N][14CH]c1ccccc1,CC(O)(C[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1)NCc1ccccc1,0.05275636656795986,0.9758073226849656
15580,101884,9.0,C[15C]([17C][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)([15N][14CH]c1ccccc1)[17O][18O],CC(CCc1ccc(N2Cc3ccccc3C2=O)cc1)(NCc1ccccc1)OO,0.10563089887687008,0.9313453436100998
15600,101841,9.0,C[15C]12[17O][17C]1([18O][16CH]c1ccc(N3Cc4ccccc4C3=O)cc1)[15N]2[14CH]c1ccccc1,CC12OC1(OCc1ccc(N3Cc4ccccc4C3=O)cc1)N2Cc1ccccc1,0.058318467539241935,0.9807727431178144
15620,1339660,9.0,C[15C](=[15N][13C][14C@@H]([18O][17O])c1ccccc1)[16C@@H]([17C])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(=NC[C@@H](OO)c1ccccc1)[C@@H](C)c1ccc(N2Cc3ccccc3C2=O)cc1,0.08861439926398557,0.9821933593283804
15640,1339474,9.0,C[15C]([17O])([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]1[13C][14C@H](c2ccccc2)[18O][17C]1,CC(O)(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N1C[C@H](c2ccccc2)OC1,0.06274655803053471,0.9748655292490657
15660,102777,9.0,C[15C]=[17C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]([17O])[14CH]c1ccccc1,CC=C(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N(O)Cc1ccccc1,0.054947907726690406,0.9813426749380197
15680,100782,9.0,C[15C]([17O])([18O])[17C][16C@H]([15N][14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(O)(O)C[C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.21352107864273814,0.8233802592825754
15700,1340566,9.0,C[15C]1([15N]2[13C][14C@H](c3ccccc3)[18O]2)[17C][16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(N2C[C@H](c3ccccc3)O2)C[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.053456028890026985,0.9784313856247439
15720,100675,9.0,C[15C]1([18O][15N][14CH]c2ccccc2)[17C][17O]1,CC1(ONCc2ccccc2)CO1,0.14952430233581487,0.9623778654056554
15740,1340234,9.0,C[15C]1([17C][18O][14C@H]([13C][15N])c2ccccc2)[17O][16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(CO[C@H](CN)c2ccccc2)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.0751804238244744,0.9786215977316707
15760,101247,9.0,C[15C]([17C][18O][17O])[15N]([14CH]c1ccccc1)[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(COO)N(Cc1ccccc1)Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.15317030020977918,0.9273725713367792
15780,79925,9.0,C[15C]([15N])[17O][14C@H]([18O][17C][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,CC(N)O[C@H](OCCc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.10845230139740289,0.9459393357468306
15800,1351006,9.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[18O][17O][14C@H]([13C][15N])c1ccccc1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)OO[C@H](CN)c1ccccc1,0.07547499313440752,0.9714852754781578
15820,1351242,9.0,C[15C](=[18O])[16C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]1=[15N][13C][14C@H](c2ccccc2)[17O]1,CC(=O)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1=NC[C@H](c2ccccc2)O1,0.11846064810117085,0.9621399248636566
15840,1351287,9.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[17O][14C@H]([13C][15N]=[17C][18O])c1ccccc1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)O[C@H](CN=CO)c1ccccc1,0.10544197340746354,0.9668966050709948
15860,1365974,9.0,C[15C]([17O][17C][15N]1[13C][14C@@H]1c1ccccc1)[18O][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(OCN1C[C@@H]1c1ccccc1)OCc1ccc(N2Cc3ccccc3C2=O)cc1,0.05156721315758963,0.9831445720799505
15880,1366743,9.0,C[15C][17C]([17O][16C@H]([18O])c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]1[13C][14C@@H]1c1ccccc1,CCC(O[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1)N1C[C@@H]1c1ccccc1,0.21986695795482453,0.8454392963944275
