smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3
C.C#CONCC.O,10.0,9.0,9.0,8.0
C.C#CO.CCNO,10.0,9.0,9.0,8.0
C.C#COONCC,11.0,10.0,10.0,9.0
C.C#CON(O)CC,11.0,10.0,10.0,9.0
C.C#CO.CCN=O,11.0,10.0,10.0,9.0
C.C#CO.CCN.O,9.0,8.0,8.0,7.0
C.C#COO.CCN,10.0,9.0,9.0,8.0
C.C#CO.CCNO,10.0,9.0,9.0,8.0
C.C#COONCC,11.0,10.0,10.0,9.0
C.C#CO.CCN=O,11.0,10.0,10.0,9.0
C.C#CONCC.O,10.0,9.0,9.0,8.0
C.C#CON(O)CC,11.0,10.0,10.0,9.0
C.C#CNCC.O.O,11.0,10.0,10.0,9.0
C.C#CNCC.OO,12.0,11.0,11.0,10.0
C.C#CNCC.O=O,13.0,12.0,12.0,11.0
C.C#CN(O)CC.O,12.0,11.0,11.0,10.0
C.C#CN(CC)OO,13.0,12.0,12.0,11.0
C.C#CN(O)CC.O,12.0,11.0,11.0,10.0
C.C#CN(CC)OO,13.0,12.0,12.0,11.0
C.C#CO.CCN.O,11.0,10.0,10.0,9.0
C.C#COO.CCN,12.0,11.0,11.0,10.0
C.C#CONCC.O,12.0,11.0,11.0,10.0
C.C#CO.CCNO,12.0,11.0,11.0,10.0
C.C#COONCC,13.0,12.0,12.0,11.0
C.C#CON(O)CC,13.0,12.0,12.0,11.0
C.C#CO.CCN=O,13.0,12.0,12.0,11.0
C.C1#CO1.CCN.O,10.0,9.0,9.0,8.0
C.C1#CO1.CCNO,11.0,10.0,10.0,9.0
C.C1#CO1.CCN=O,12.0,11.0,11.0,10.0
C.CCN.OC#CO,10.0,9.0,9.0,8.0
C.CCN.c1ooc#1,11.0,10.0,10.0,9.0
C.CCNOC#CO,11.0,10.0,10.0,9.0
C.CCNOC#CO,11.0,10.0,10.0,9.0
C.CCN1OC#CO1,12.0,11.0,11.0,10.0
C.CCNC#CO.O,12.0,11.0,11.0,10.0
C.CCNC#COO,13.0,12.0,12.0,11.0
C.CCn1c#co1.O,13.0,12.0,12.0,11.0
C.CCN(O)C#CO,13.0,12.0,12.0,11.0
C.CCN1C#COO1,14.0,13.0,13.0,12.0
C.C#CO.CCN.O,11.0,10.0,10.0,9.0
C.C#COO.CCN,12.0,11.0,11.0,10.0
C.C#CO.CCNO,12.0,11.0,11.0,10.0
C.C#COONCC,13.0,12.0,12.0,11.0
C.C#CO.CCN=O,13.0,12.0,12.0,11.0
C.C#CONCC.O,12.0,11.0,11.0,10.0
C.C#CON(O)CC,13.0,12.0,12.0,11.0
C.CCN.OC#CO,10.0,9.0,9.0,8.0
C.CCN.c1ooc#1,11.0,10.0,10.0,9.0
C.CCNOC#CO,11.0,10.0,10.0,9.0
C.CCNOC#CO,11.0,10.0,10.0,9.0
C.CCN1OC#CO1,12.0,11.0,11.0,10.0
C.C1#CO1.CCN.O,10.0,9.0,9.0,8.0
C.C1#CO1.CCNO,11.0,10.0,10.0,9.0
C.C1#CO1.CCN=O,12.0,11.0,11.0,10.0
C.CCNC#CO.O,12.0,11.0,11.0,10.0
C.CCNC#COO,13.0,12.0,12.0,11.0
C.CCN(O)C#CO,13.0,12.0,12.0,11.0
C.CCN1C#COO1,14.0,13.0,13.0,12.0
C.CCn1c#co1.O,13.0,12.0,12.0,11.0
C.C#CNCC.O.O,11.0,10.0,10.0,9.0
C.C#CNCC.OO,12.0,11.0,11.0,10.0
C.C#CNCC.O=O,13.0,12.0,12.0,11.0
C.C#CN(O)CC.O,12.0,11.0,11.0,10.0
C.C#CN(CC)OO,13.0,12.0,12.0,11.0
C.C#CN(O)CC.O,12.0,11.0,11.0,10.0
C.C#CN(CC)OO,13.0,12.0,12.0,11.0
C.CCNC#CO.O,10.0,9.0,9.0,8.0
C.CCNC#COO,11.0,10.0,10.0,9.0
C.CCn1c#co1.O,11.0,10.0,10.0,9.0
C.CCN(O)C#CO,11.0,10.0,10.0,9.0
C.CCN1C#COO1,12.0,11.0,11.0,10.0
C.CCNC#CO.O,10.0,9.0,9.0,8.0
C.CCNC#COO,11.0,10.0,10.0,9.0
C.CCN(O)C#CO,11.0,10.0,10.0,9.0
C.CCN1C#COO1,12.0,11.0,11.0,10.0
C.CCn1c#co1.O,11.0,10.0,10.0,9.0
C.CCN1C#C1.O.O,12.0,11.0,11.0,10.0
C.CCN1C#C1.OO,13.0,12.0,12.0,11.0
C.CCN1C#C1.O=O,14.0,13.0,13.0,12.0
C.C.C.NCCO.O,10.0,9.0,9.0,8.0
C.C.C.NCCOO,11.0,10.0,10.0,9.0
C.C.C.C1CON1.O,11.0,10.0,10.0,9.0
C.C.C.OCCNO,11.0,10.0,10.0,9.0
C.C.C.C1COON1,12.0,11.0,11.0,10.0
C.C.C.ON1CCO1,12.0,11.0,11.0,10.0
C.C.C.O=NCCO,12.0,11.0,11.0,10.0
C.C.COCCN.O,9.0,8.0,8.0,7.0
C.C.COCCNO,10.0,9.0,9.0,8.0
C.C.COCCN=O,11.0,10.0,10.0,9.0
C.C.CO.NCCO,9.0,8.0,8.0,7.0
C.C.COOCCN,10.0,9.0,9.0,8.0
C.C.C1CON1.CO,10.0,9.0,9.0,8.0
C.C.CONCCO,10.0,9.0,9.0,8.0
C.C.CON1CCO1,11.0,10.0,10.0,9.0
C.C.NCCOCO,8.0,7.0,7.0,6.0
C.C.C1COCON1,9.0,8.0,8.0,7.0
C.C.C=O.NCCO,8.0,7.0,7.0,6.0
C.C.C1CON1.C=O,9.0,8.0,8.0,7.0
C.C.NCCOC=O,7.0,6.0,6.0,5.0
C.C.CNCCO.O,11.0,10.0,10.0,9.0
C.C.CNCCOO,12.0,11.0,11.0,10.0
C.C.CN1CCO1.O,12.0,11.0,11.0,10.0
C.C.CN(O)CCO,12.0,11.0,11.0,10.0
C.C.CN1CCOO1,13.0,12.0,12.0,11.0
C.C.C1COCN1.O,10.0,9.0,9.0,8.0
C.C.ON1CCOC1,11.0,10.0,10.0,9.0
C.C.OCCNCO,10.0,9.0,9.0,8.0
C.C.C1COOCN1,11.0,10.0,10.0,9.0
C.C.OCN1CCO1,11.0,10.0,10.0,9.0
C.C.OCCN1CO1,11.0,10.0,10.0,9.0
C.C.OC1NCCO1,9.0,8.0,8.0,7.0
C.C.C1CN2OC2O1,10.0,9.0,9.0,8.0
C.C.O=CNCCO,9.0,8.0,8.0,7.0
C.C.O=CN1CCO1,10.0,9.0,9.0,8.0
C.C.O=C1NCCO1,8.0,7.0,7.0,6.0
C.C.C=NCCO.O,12.0,11.0,11.0,10.0
C.C.C=NCCOO,13.0,12.0,12.0,11.0
C.C.C1=NCCO1.O,11.0,10.0,10.0,9.0
C.C.OC=NCCO,11.0,10.0,10.0,9.0
C.C.C1=NCCOO1,12.0,11.0,11.0,10.0
C.C.OC1=NCCO1,10.0,9.0,9.0,8.0
C.C.O=C=NCCO,10.0,9.0,9.0,8.0
C.C.COCCN.O,11.0,10.0,10.0,9.0
C.C.COCCNO,12.0,11.0,11.0,10.0
C.C.COCCN=O,13.0,12.0,12.0,11.0
C.CO.COCCN,10.0,9.0,9.0,8.0
C.COCCNOC,11.0,10.0,10.0,9.0
C.C=O.COCCN,9.0,8.0,8.0,7.0
C.CNCCOC.O,12.0,11.0,11.0,10.0
C.COCCN(C)O,13.0,12.0,12.0,11.0
C.COCCNCO,11.0,10.0,10.0,9.0
C.COCCN1CO1,12.0,11.0,11.0,10.0
C.COCCNC=O,10.0,9.0,9.0,8.0
C.C=NCCOC.O,13.0,12.0,12.0,11.0
C.COCCN=CO,12.0,11.0,11.0,10.0
C.COCCN=C=O,11.0,10.0,10.0,9.0
C.C.CO.NCCO,11.0,10.0,10.0,9.0
C.C.COOCCN,12.0,11.0,11.0,10.0
C.C.C1CON1.CO,12.0,11.0,11.0,10.0
C.C.CONCCO,12.0,11.0,11.0,10.0
C.C.CON1CCO1,13.0,12.0,12.0,11.0
C.CO.COCCN,10.0,9.0,9.0,8.0
C.COCCNOC,11.0,10.0,10.0,9.0
C.COC.NCCO,10.0,9.0,9.0,8.0
C.C1CON1.COC,11.0,10.0,10.0,9.0
C.COCOCCN,9.0,8.0,8.0,7.0
C.CNCCO.CO,12.0,11.0,11.0,10.0
C.CNCCOOC,13.0,12.0,12.0,11.0
C.CN1CCO1.CO,13.0,12.0,12.0,11.0
C.CON(C)CCO,13.0,12.0,12.0,11.0
C.C1COCN1.CO,11.0,10.0,10.0,9.0
C.CON1CCOC1,12.0,11.0,11.0,10.0
C.COCNCCO,11.0,10.0,10.0,9.0
C.COCN1CCO1,12.0,11.0,11.0,10.0
C.COC1NCCO1,10.0,9.0,9.0,8.0
C.C=NCCO.CO,13.0,12.0,12.0,11.0
C.C=NCCOOC,14.0,13.0,13.0,12.0
C.C1=NCCO1.CO,12.0,11.0,11.0,10.0
C.COC=NCCO,12.0,11.0,11.0,10.0
C.COC1=NCCO1,11.0,10.0,10.0,9.0
C.C.NCCOCO,12.0,11.0,11.0,10.0
C.C.C1COCON1,13.0,12.0,12.0,11.0
C.COCOCCN,11.0,10.0,10.0,9.0
C.CNCCOCO,13.0,12.0,12.0,11.0
C.CN1CCOCO1,14.0,13.0,13.0,12.0
C.C1COCOCN1,12.0,11.0,11.0,10.0
C.C=NCCOCO,14.0,13.0,13.0,12.0
C.C1=NCCOCO1,13.0,12.0,12.0,11.0
C.C.C=O.NCCO,12.0,11.0,11.0,10.0
C.C.C1CON1.C=O,13.0,12.0,12.0,11.0
C.C=O.COCCN,11.0,10.0,10.0,9.0
C.C=O.CNCCO,13.0,12.0,12.0,11.0
C.C=O.CN1CCO1,14.0,13.0,13.0,12.0
C.C1COCN1.C=O,12.0,11.0,11.0,10.0
C.C=NCCO.C=O,14.0,13.0,13.0,12.0
C.C1=NCCO1.C=O,13.0,12.0,12.0,11.0
C.C.NCCOC=O,13.0,12.0,12.0,11.0
C.CNCCOC=O,14.0,13.0,13.0,12.0
C.C=NCCOC=O,15.0,14.0,14.0,13.0
C.C.CNCCO.O,11.0,10.0,10.0,9.0
C.C.CNCCOO,12.0,11.0,11.0,10.0
C.C.CN1CCO1.O,12.0,11.0,11.0,10.0
C.C.CN(O)CCO,12.0,11.0,11.0,10.0
C.C.CN1CCOO1,13.0,12.0,12.0,11.0
C.CNCCOC.O,10.0,9.0,9.0,8.0
C.COCCN(C)O,11.0,10.0,10.0,9.0
C.CNCCO.CO,10.0,9.0,9.0,8.0
C.CNCCOOC,11.0,10.0,10.0,9.0
C.CN1CCO1.CO,11.0,10.0,10.0,9.0
C.CON(C)CCO,11.0,10.0,10.0,9.0
C.CNCCOCO,9.0,8.0,8.0,7.0
C.CN1CCOCO1,10.0,9.0,9.0,8.0
C.C=O.CNCCO,9.0,8.0,8.0,7.0
C.C=O.CN1CCO1,10.0,9.0,9.0,8.0
C.CNCCOC=O,8.0,7.0,7.0,6.0
C.CN(C)CCO.O,12.0,11.0,11.0,10.0
C.CN(C)CCOO,13.0,12.0,12.0,11.0
C.CN1CCOC1.O,11.0,10.0,10.0,9.0
C.CN(CO)CCO,11.0,10.0,10.0,9.0
C.CN1CCOOC1,12.0,11.0,11.0,10.0
C.CN1CCOC1O,10.0,9.0,9.0,8.0
C.CN(C=O)CCO,10.0,9.0,9.0,8.0
C.CN1CCOC1=O,9.0,8.0,8.0,7.0
C.C.C1COCN1.O,12.0,11.0,11.0,10.0
C.C.ON1CCOC1,13.0,12.0,12.0,11.0
C.C1COCN1.CO,11.0,10.0,10.0,9.0
C.CON1CCOC1,12.0,11.0,11.0,10.0
C.C1COCN1.C=O,10.0,9.0,9.0,8.0
C.CN1CCOC1.O,13.0,12.0,12.0,11.0
C.OCN1CCOC1,12.0,11.0,11.0,10.0
C.O=CN1CCOC1,11.0,10.0,10.0,9.0
C.C.OCCNCO,12.0,11.0,11.0,10.0
C.C.C1COOCN1,13.0,12.0,12.0,11.0
C.C.OCN1CCO1,13.0,12.0,12.0,11.0
C.C.OCCN1CO1,13.0,12.0,12.0,11.0
C.COCCNCO,11.0,10.0,10.0,9.0
C.COCCN1CO1,12.0,11.0,11.0,10.0
C.COCNCCO,11.0,10.0,10.0,9.0
C.COCN1CCO1,12.0,11.0,11.0,10.0
C.C1COCOCN1,10.0,9.0,9.0,8.0
C.CN(CO)CCO,13.0,12.0,12.0,11.0
C.CN1CCOOC1,14.0,13.0,13.0,12.0
C.OCN1CCOC1,12.0,11.0,11.0,10.0
C.OCCN1COC1,12.0,11.0,11.0,10.0
C.C1CN2COC2O1,11.0,10.0,10.0,9.0
C.C.OC1NCCO1,13.0,12.0,12.0,11.0
C.C.C1CN2OC2O1,14.0,13.0,13.0,12.0
C.COC1NCCO1,12.0,11.0,11.0,10.0
C.CN1CCOC1O,14.0,13.0,13.0,12.0
C.C1CN2COC2O1,13.0,12.0,12.0,11.0
C.C.O=CNCCO,13.0,12.0,12.0,11.0
C.C.O=CN1CCO1,14.0,13.0,13.0,12.0
C.COCCNC=O,12.0,11.0,11.0,10.0
C.CN(C=O)CCO,14.0,13.0,13.0,12.0
C.O=CN1CCOC1,13.0,12.0,12.0,11.0
C.C.O=C1NCCO1,14.0,13.0,13.0,12.0
C.CN1CCOC1=O,15.0,14.0,14.0,13.0
C.C.C=NCCO.O,12.0,11.0,11.0,10.0
C.C.C=NCCOO,13.0,12.0,12.0,11.0
C.C=NCCOC.O,11.0,10.0,10.0,9.0
C.C=NCCO.CO,11.0,10.0,10.0,9.0
C.C=NCCOOC,12.0,11.0,11.0,10.0
C.C=NCCOCO,10.0,9.0,9.0,8.0
C.C=NCCO.C=O,10.0,9.0,9.0,8.0
C.C=NCCOC=O,9.0,8.0,8.0,7.0
C.C.C1=NCCO1.O,13.0,12.0,12.0,11.0
C.C1=NCCO1.CO,12.0,11.0,11.0,10.0
C.C1=NCCO1.C=O,11.0,10.0,10.0,9.0
C.C.OC=NCCO,13.0,12.0,12.0,11.0
C.C.C1=NCCOO1,14.0,13.0,13.0,12.0
C.COCCN=CO,12.0,11.0,11.0,10.0
C.COC=NCCO,12.0,11.0,11.0,10.0
C.C1=NCCOCO1,11.0,10.0,10.0,9.0
C.C.OC1=NCCO1,14.0,13.0,13.0,12.0
C.COC1=NCCO1,13.0,12.0,12.0,11.0
C.C.O=C=NCCO,14.0,13.0,13.0,12.0
C.COCCN=C=O,13.0,12.0,12.0,11.0
C.CC.NCCO.O,9.0,8.0,8.0,7.0
C.CC.NCCOO,10.0,9.0,9.0,8.0
C.C1CON1.CC.O,10.0,9.0,9.0,8.0
C.CC.OCCNO,10.0,9.0,9.0,8.0
C.C1COON1.CC,11.0,10.0,10.0,9.0
C.CC.ON1CCO1,11.0,10.0,10.0,9.0
C.CC.O=NCCO,11.0,10.0,10.0,9.0
C.CCOCCN.O,8.0,7.0,7.0,6.0
C.CCOCCNO,9.0,8.0,8.0,7.0
C.CCOCCN=O,10.0,9.0,9.0,8.0
C.CCO.NCCO,8.0,7.0,7.0,6.0
C.CCOOCCN,9.0,8.0,8.0,7.0
C.C1CON1.CCO,9.0,8.0,8.0,7.0
C.CCONCCO,9.0,8.0,8.0,7.0
C.CCON1CCO1,10.0,9.0,9.0,8.0
C.CC(O)OCCN,7.0,6.0,6.0,5.0
C.CC1OCCNO1,8.0,7.0,7.0,6.0
C.CC=O.NCCO,7.0,6.0,6.0,5.0
C.C1CON1.CC=O,8.0,7.0,7.0,6.0
C.CC(=O)OCCN,6.0,5.0,5.0,4.0
C.CCNCCO.O,10.0,9.0,9.0,8.0
C.CCNCCOO,11.0,10.0,10.0,9.0
C.CCN1CCO1.O,11.0,10.0,10.0,9.0
C.CCN(O)CCO,11.0,10.0,10.0,9.0
C.CCN1CCOO1,12.0,11.0,11.0,10.0
C.CC1NCCO1.O,9.0,8.0,8.0,7.0
C.CC1OCCN1O,10.0,9.0,9.0,8.0
C.CC(O)NCCO,9.0,8.0,8.0,7.0
C.CC1NCCOO1,10.0,9.0,9.0,8.0
C.CC(O)N1CCO1,10.0,9.0,9.0,8.0
C.CC1ON1CCO,10.0,9.0,9.0,8.0
C.CC1(O)NCCO1,8.0,7.0,7.0,6.0
C.CC12OCCN1O2,9.0,8.0,8.0,7.0
C.CC(=O)NCCO,8.0,7.0,7.0,6.0
C.CC(=O)N1CCO1,9.0,8.0,8.0,7.0
C.CC=NCCO.O,11.0,10.0,10.0,9.0
C.CC=NCCOO,12.0,11.0,11.0,10.0
C.CC1=NCCO1.O,10.0,9.0,9.0,8.0
C.CC(O)=NCCO,10.0,9.0,9.0,8.0
C.CC1=NCCOO1,11.0,10.0,10.0,9.0
C.CCOCCN.O,10.0,9.0,9.0,8.0
C.CCOCCNO,11.0,10.0,10.0,9.0
C.CCOCCN=O,12.0,11.0,11.0,10.0
C.NCCOCCO,9.0,8.0,8.0,7.0
C.C1COCCON1,10.0,9.0,9.0,8.0
C.NCCOCC=O,8.0,7.0,7.0,6.0
C.C1COCCN1.O,11.0,10.0,10.0,9.0
C.ON1CCOCC1,12.0,11.0,11.0,10.0
C.OC1COCCN1,10.0,9.0,9.0,8.0
C.C1CN2OC2CO1,11.0,10.0,10.0,9.0
C.O=C1COCCN1,9.0,8.0,8.0,7.0
C.C1=NCCOC1.O,12.0,11.0,11.0,10.0
C.OC1=NCCOC1,11.0,10.0,10.0,9.0
C.CCO.NCCO,10.0,9.0,9.0,8.0
C.CCOOCCN,11.0,10.0,10.0,9.0
C.C1CON1.CCO,11.0,10.0,10.0,9.0
C.CCONCCO,11.0,10.0,10.0,9.0
C.CCON1CCO1,12.0,11.0,11.0,10.0
C.NCCOCCO,9.0,8.0,8.0,7.0
C.C1COCCON1,10.0,9.0,9.0,8.0
C.C1CO1.NCCO,9.0,8.0,8.0,7.0
C.C1CO1.C1CON1,10.0,9.0,9.0,8.0
C.NCCOC1CO1,8.0,7.0,7.0,6.0
C.OCCNCCO,11.0,10.0,10.0,9.0
C.C1COOCCN1,12.0,11.0,11.0,10.0
C.OCCN1CCO1,12.0,11.0,11.0,10.0
C.OCCN1CCO1,12.0,11.0,11.0,10.0
C.OCC1NCCO1,10.0,9.0,9.0,8.0
C.C1CN2OCC2O1,11.0,10.0,10.0,9.0
C.OCCNC1CO1,10.0,9.0,9.0,8.0
C.C1CN(C2CO2)O1,11.0,10.0,10.0,9.0
C.C1COC2(CO2)N1,9.0,8.0,8.0,7.0
C.OCC=NCCO,12.0,11.0,11.0,10.0
C.C1=NCCOOC1,13.0,12.0,12.0,11.0
C.OCC1=NCCO1,11.0,10.0,10.0,9.0
C.OCCN=C1CO1,11.0,10.0,10.0,9.0
C.CC(O)OCCN,11.0,10.0,10.0,9.0
C.CC1OCCNO1,12.0,11.0,11.0,10.0
C.NCCOC1CO1,10.0,9.0,9.0,8.0
C.OC1CNCCO1,12.0,11.0,11.0,10.0
C.C1CN2CC(O1)O2,13.0,12.0,12.0,11.0
C.C1COC2OC2N1,11.0,10.0,10.0,9.0
C.OC1C=NCCO1,13.0,12.0,12.0,11.0
C.C1COC2OC2=N1,12.0,11.0,11.0,10.0
C.CC=O.NCCO,11.0,10.0,10.0,9.0
C.C1CON1.CC=O,12.0,11.0,11.0,10.0
C.NCCOCC=O,10.0,9.0,9.0,8.0
C.O=CCNCCO,12.0,11.0,11.0,10.0
C.O=CCN1CCO1,13.0,12.0,12.0,11.0
C.O=CC1NCCO1,11.0,10.0,10.0,9.0
C.O=CC=NCCO,13.0,12.0,12.0,11.0
C.O=CC1=NCCO1,12.0,11.0,11.0,10.0
C.CC(=O)OCCN,12.0,11.0,11.0,10.0
C.O=C1CNCCO1,13.0,12.0,12.0,11.0
C.O=C1C=NCCO1,14.0,13.0,13.0,12.0
C.CCNCCO.O,10.0,9.0,9.0,8.0
C.CCNCCOO,11.0,10.0,10.0,9.0
C.CCN1CCO1.O,11.0,10.0,10.0,9.0
C.CCN(O)CCO,11.0,10.0,10.0,9.0
C.CCN1CCOO1,12.0,11.0,11.0,10.0
