smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3
C.CN1OOC2=C1C2,14.0,13.0,13.0,12.0
C.CNC1=C(O)C1.O,12.0,11.0,11.0,10.0
C.CNC1=C(OO)C1,13.0,12.0,12.0,11.0
C.CN(O)C1=C(O)C1,13.0,12.0,12.0,11.0
C.CN1OOC2=C1C2,14.0,13.0,13.0,12.0
C.Cn1oc2c1C2.O,13.0,12.0,12.0,11.0
C.CN1C2=C1C2.O.O,14.0,13.0,13.0,12.0
C.CN1C2=C1C2.OO,15.0,14.0,14.0,13.0
C.CN1C2=C1C2.O=O,16.0,15.0,15.0,14.0
C.C1#CC1.CN.O.O,13.0,12.0,12.0,11.0
C.C1#CC1.CN.OO,14.0,13.0,13.0,12.0
C.C1#CC1.CN.O=O,15.0,14.0,14.0,13.0
C.C1#CC1.CNO.O,14.0,13.0,13.0,12.0
C.C1#CC1.CNOO,15.0,14.0,14.0,13.0
C.C1#CC1.CN=O.O,15.0,14.0,14.0,13.0
C.C1#CC1.CNO.O,14.0,13.0,13.0,12.0
C.C1#CC1.CNOO,15.0,14.0,14.0,13.0
C.C1#CC1.CN(O)O,15.0,14.0,14.0,13.0
C.C1#CC1.Cn1oo1,16.0,15.0,15.0,14.0
C.C1#CC1.CN=O.O,15.0,14.0,14.0,13.0
C.CCC.NCO.O,13.0,12.0,12.0,11.0
C.CCC.NCOO,14.0,13.0,13.0,12.0
C.C1NO1.CCC.O,14.0,13.0,13.0,12.0
C.CCC.OCNO,14.0,13.0,13.0,12.0
C.C1NOO1.CCC,15.0,14.0,14.0,13.0
C.CCC.ON1CO1,15.0,14.0,14.0,13.0
C.CCC.O=NCO,15.0,14.0,14.0,13.0
C.CCCOCN.O,12.0,11.0,11.0,10.0
C.CCCOCNO,13.0,12.0,12.0,11.0
C.CCCOCN=O,14.0,13.0,13.0,12.0
C.CCCO.NCO,12.0,11.0,11.0,10.0
C.CCCOOCN,13.0,12.0,12.0,11.0
C.C1NO1.CCCO,13.0,12.0,12.0,11.0
C.CCCONCO,13.0,12.0,12.0,11.0
C.CCCON1CO1,14.0,13.0,13.0,12.0
C.CCC(O)OCN,11.0,10.0,10.0,9.0
C.CCC1OCNO1,12.0,11.0,11.0,10.0
C.CCC=O.NCO,11.0,10.0,10.0,9.0
C.C1NO1.CCC=O,12.0,11.0,11.0,10.0
C.CCC(=O)OCN,10.0,9.0,9.0,8.0
C.CCCNCO.O,14.0,13.0,13.0,12.0
C.CCCNCOO,15.0,14.0,14.0,13.0
C.CCCN1CO1.O,15.0,14.0,14.0,13.0
C.CCCN(O)CO,15.0,14.0,14.0,13.0
C.CCCN1COO1,16.0,15.0,15.0,14.0
C.CCC1NCO1.O,13.0,12.0,12.0,11.0
C.CCC1OCN1O,14.0,13.0,13.0,12.0
C.CCC(O)NCO,13.0,12.0,12.0,11.0
C.CCC1NCOO1,14.0,13.0,13.0,12.0
C.CCC(O)N1CO1,14.0,13.0,13.0,12.0
C.CCC1ON1CO,14.0,13.0,13.0,12.0
C.CCC1(O)NCO1,12.0,11.0,11.0,10.0
C.CCC12OCN1O2,13.0,12.0,12.0,11.0
C.CCC(=O)NCO,12.0,11.0,11.0,10.0
C.CCC(=O)N1CO1,13.0,12.0,12.0,11.0
C.CCC=NCO.O,15.0,14.0,14.0,13.0
C.CCC=NCOO,16.0,15.0,15.0,14.0
C.CCC1=NCO1.O,14.0,13.0,13.0,12.0
C.CCC(O)=NCO,14.0,13.0,13.0,12.0
C.CCC1=NCOO1,15.0,14.0,14.0,13.0
C.CCCOCN.O,14.0,13.0,13.0,12.0
C.CCCOCNO,15.0,14.0,14.0,13.0
C.CCCOCN=O,16.0,15.0,15.0,14.0
C.NCOCCCO,13.0,12.0,12.0,11.0
C.C1COCNOC1,14.0,13.0,13.0,12.0
C.NCOCCC=O,12.0,11.0,11.0,10.0
C.C1CNCOC1.O,15.0,14.0,14.0,13.0
C.ON1CCCOC1,16.0,15.0,15.0,14.0
C.OC1CCOCN1,14.0,13.0,13.0,12.0
C.C1CC2ON2CO1,15.0,14.0,14.0,13.0
C.O=C1CCOCN1,13.0,12.0,12.0,11.0
C.C1=NCOCC1.O,16.0,15.0,15.0,14.0
C.OC1=NCOCC1,15.0,14.0,14.0,13.0
C.CCCO.NCO,14.0,13.0,13.0,12.0
C.CCCOOCN,15.0,14.0,14.0,13.0
C.C1NO1.CCCO,15.0,14.0,14.0,13.0
C.CCCONCO,15.0,14.0,14.0,13.0
C.CCCON1CO1,16.0,15.0,15.0,14.0
C.NCOCCCO,13.0,12.0,12.0,11.0
C.C1COCNOC1,14.0,13.0,13.0,12.0
C.C1COC1.NCO,13.0,12.0,12.0,11.0
C.C1COC1.C1NO1,14.0,13.0,13.0,12.0
C.NCOC1CCO1,12.0,11.0,11.0,10.0
C.OCCCNCO,15.0,14.0,14.0,13.0
C.C1CNCOOC1,16.0,15.0,15.0,14.0
C.OCCCN1CO1,16.0,15.0,15.0,14.0
C.OCN1CCCO1,16.0,15.0,15.0,14.0
C.OCCC1NCO1,14.0,13.0,13.0,12.0
C.C1CC2OCN2O1,15.0,14.0,14.0,13.0
C.OCNC1CCO1,14.0,13.0,13.0,12.0
C.C1CC(N2CO2)O1,15.0,14.0,14.0,13.0
C.C1CC2(NCO2)O1,13.0,12.0,12.0,11.0
C.OCCC=NCO,16.0,15.0,15.0,14.0
C.C1=NCOOCC1,17.0,16.0,16.0,15.0
C.OCCC1=NCO1,15.0,14.0,14.0,13.0
C.OCN=C1CCO1,15.0,14.0,14.0,13.0
C.CCC(O)OCN,15.0,14.0,14.0,13.0
C.CCC1OCNO1,16.0,15.0,15.0,14.0
C.NCOC1CCO1,14.0,13.0,13.0,12.0
C.OC1CCNCO1,16.0,15.0,15.0,14.0
C.C1CN2COC1O2,17.0,16.0,16.0,15.0
C.C1NC2CC(O1)O2,15.0,14.0,14.0,13.0
C.OC1CC=NCO1,17.0,16.0,16.0,15.0
C.C1N=C2CC(O1)O2,16.0,15.0,15.0,14.0
C.CCC=O.NCO,15.0,14.0,14.0,13.0
C.C1NO1.CCC=O,16.0,15.0,15.0,14.0
C.NCOCCC=O,14.0,13.0,13.0,12.0
C.O=CCCNCO,16.0,15.0,15.0,14.0
C.O=CCCN1CO1,17.0,16.0,16.0,15.0
C.O=CCC1NCO1,15.0,14.0,14.0,13.0
C.O=CCC=NCO,17.0,16.0,16.0,15.0
C.O=CCC1=NCO1,16.0,15.0,15.0,14.0
C.CCC(=O)OCN,16.0,15.0,15.0,14.0
C.O=C1CCNCO1,17.0,16.0,16.0,15.0
C.O=C1CC=NCO1,18.0,17.0,17.0,16.0
C.CCCNCO.O,14.0,13.0,13.0,12.0
C.CCCNCOO,15.0,14.0,14.0,13.0
C.CCCN1CO1.O,15.0,14.0,14.0,13.0
C.CCCN(O)CO,15.0,14.0,14.0,13.0
C.CCCN1COO1,16.0,15.0,15.0,14.0
C.C1CNCOC1.O,13.0,12.0,12.0,11.0
C.ON1CCCOC1,14.0,13.0,13.0,12.0
C.OCCCNCO,13.0,12.0,12.0,11.0
C.C1CNCOOC1,14.0,13.0,13.0,12.0
C.OCCCN1CO1,14.0,13.0,13.0,12.0
C.OCN1CCCO1,14.0,13.0,13.0,12.0
C.OC1CCNCO1,12.0,11.0,11.0,10.0
C.C1CN2COC1O2,13.0,12.0,12.0,11.0
C.O=CCCNCO,12.0,11.0,11.0,10.0
C.O=CCCN1CO1,13.0,12.0,12.0,11.0
C.O=C1CCNCO1,11.0,10.0,10.0,9.0
C.O.OCN1CCC1,15.0,14.0,14.0,13.0
C.OOCN1CCC1,16.0,15.0,15.0,14.0
C.C1CN2COC12.O,14.0,13.0,13.0,12.0
C.OCN1CCC1O,14.0,13.0,13.0,12.0
C.C1CN2COOC12,15.0,14.0,14.0,13.0
C.OC12CCN1CO2,13.0,12.0,12.0,11.0
C.O=C1CCN1CO,13.0,12.0,12.0,11.0
C.CCC1NCO1.O,15.0,14.0,14.0,13.0
C.CCC1OCN1O,16.0,15.0,15.0,14.0
C.OCCC1NCO1,14.0,13.0,13.0,12.0
C.C1CC2OCN2O1,15.0,14.0,14.0,13.0
C.O=CCC1NCO1,13.0,12.0,12.0,11.0
C.C1CN2COC12.O,16.0,15.0,15.0,14.0
C.OC1CC2OCN12,15.0,14.0,14.0,13.0
C.O=C1CC2OCN12,14.0,13.0,13.0,12.0
C.CCC(O)NCO,15.0,14.0,14.0,13.0
C.CCC1NCOO1,16.0,15.0,15.0,14.0
C.CCC(O)N1CO1,16.0,15.0,15.0,14.0
C.CCC1ON1CO,16.0,15.0,15.0,14.0
C.OC1CCOCN1,14.0,13.0,13.0,12.0
C.C1CC2ON2CO1,15.0,14.0,14.0,13.0
C.OCNC1CCO1,14.0,13.0,13.0,12.0
C.C1CC(N2CO2)O1,15.0,14.0,14.0,13.0
C.C1NC2CC(O1)O2,13.0,12.0,12.0,11.0
C.OCN1CCC1O,16.0,15.0,15.0,14.0
C.C1CN2COOC12,17.0,16.0,16.0,15.0
C.OC1CC2OCN12,15.0,14.0,14.0,13.0
C.OCN1C2CC1O2,15.0,14.0,14.0,13.0
C.C1OC23CC(O2)N13,14.0,13.0,13.0,12.0
C.CCC1(O)NCO1,16.0,15.0,15.0,14.0
C.CCC12OCN1O2,17.0,16.0,16.0,15.0
C.C1CC2(NCO2)O1,15.0,14.0,14.0,13.0
C.OC12CCN1CO2,17.0,16.0,16.0,15.0
C.C1OC23CC(O2)N13,16.0,15.0,15.0,14.0
C.CCC(=O)NCO,16.0,15.0,15.0,14.0
C.CCC(=O)N1CO1,17.0,16.0,16.0,15.0
C.O=C1CCOCN1,15.0,14.0,14.0,13.0
C.O=C1CCN1CO,17.0,16.0,16.0,15.0
C.O=C1CC2OCN12,16.0,15.0,15.0,14.0
C.CCC=NCO.O,15.0,14.0,14.0,13.0
C.CCC=NCOO,16.0,15.0,15.0,14.0
C.C1=NCOCC1.O,14.0,13.0,13.0,12.0
C.OCCC=NCO,14.0,13.0,13.0,12.0
C.C1=NCOOCC1,15.0,14.0,14.0,13.0
C.OC1CC=NCO1,13.0,12.0,12.0,11.0
C.O=CCC=NCO,13.0,12.0,12.0,11.0
C.O=C1CC=NCO1,12.0,11.0,11.0,10.0
C.CCC1=NCO1.O,16.0,15.0,15.0,14.0
C.OCCC1=NCO1,15.0,14.0,14.0,13.0
C.O=CCC1=NCO1,14.0,13.0,13.0,12.0
C.CCC(O)=NCO,16.0,15.0,15.0,14.0
C.CCC1=NCOO1,17.0,16.0,16.0,15.0
C.OC1=NCOCC1,15.0,14.0,14.0,13.0
C.OCN=C1CCO1,15.0,14.0,14.0,13.0
C.C1N=C2CC(O1)O2,14.0,13.0,13.0,12.0
C.C1CC1.NCO.O,12.0,11.0,11.0,10.0
C.C1CC1.NCOO,13.0,12.0,12.0,11.0
C.C1CC1.C1NO1.O,13.0,12.0,12.0,11.0
C.C1CC1.OCNO,13.0,12.0,12.0,11.0
C.C1CC1.C1NOO1,14.0,13.0,13.0,12.0
C.C1CC1.ON1CO1,14.0,13.0,13.0,12.0
C.C1CC1.O=NCO,14.0,13.0,13.0,12.0
C.NCOC1CC1.O,11.0,10.0,10.0,9.0
C.ONCOC1CC1,12.0,11.0,11.0,10.0
C.O=NCOC1CC1,13.0,12.0,12.0,11.0
C.NCO.OC1CC1,11.0,10.0,10.0,9.0
C.NCOOC1CC1,12.0,11.0,11.0,10.0
C.C1NO1.OC1CC1,12.0,11.0,11.0,10.0
C.OCNOC1CC1,12.0,11.0,11.0,10.0
C.C1CC1ON1CO1,13.0,12.0,12.0,11.0
C.NCOC1(O)CC1,10.0,9.0,9.0,8.0
C.C1NOC2(CC2)O1,11.0,10.0,10.0,9.0
C.NCO.O=C1CC1,10.0,9.0,9.0,8.0
C.C1NO1.O=C1CC1,11.0,10.0,10.0,9.0
C.O.OCNC1CC1,13.0,12.0,12.0,11.0
C.OOCNC1CC1,14.0,13.0,13.0,12.0
C.C1CC1N1CO1.O,14.0,13.0,13.0,12.0
C.OCN(O)C1CC1,14.0,13.0,13.0,12.0
C.C1CC1N1COO1,15.0,14.0,14.0,13.0
C.C1NC2(CC2)O1.O,12.0,11.0,11.0,10.0
C.ON1COC12CC2,13.0,12.0,12.0,11.0
C.OCNC1(O)CC1,12.0,11.0,11.0,10.0
C.C1NC2(CC2)OO1,13.0,12.0,12.0,11.0
C.OC1(N2CO2)CC1,13.0,12.0,12.0,11.0
C.OCN1OC12CC2,13.0,12.0,12.0,11.0
C.O.OCN=C1CC1,14.0,13.0,13.0,12.0
C.OOCN=C1CC1,15.0,14.0,14.0,13.0
C.NCOC1CC1.O,13.0,12.0,12.0,11.0
C.ONCOC1CC1,14.0,13.0,13.0,12.0
C.O=NCOC1CC1,15.0,14.0,14.0,13.0
C.NCOC1CC1O,12.0,11.0,11.0,10.0
C.C1NOC2CC2O1,13.0,12.0,12.0,11.0
C.NCOC1CC1=O,11.0,10.0,10.0,9.0
C.C1NC2CC2O1.O,14.0,13.0,13.0,12.0
C.ON1COC2CC21,15.0,14.0,14.0,13.0
C.OC12CC1OCN2,13.0,12.0,12.0,11.0
C.C1OC2CC23ON13,14.0,13.0,13.0,12.0
C.C1N=C2CC2O1.O,15.0,14.0,14.0,13.0
C.NCO.OC1CC1,13.0,12.0,12.0,11.0
C.NCOOC1CC1,14.0,13.0,13.0,12.0
C.C1NO1.OC1CC1,14.0,13.0,13.0,12.0
C.OCNOC1CC1,14.0,13.0,13.0,12.0
C.C1CC1ON1CO1,15.0,14.0,14.0,13.0
C.NCOC1CC1O,12.0,11.0,11.0,10.0
C.C1NOC2CC2O1,13.0,12.0,12.0,11.0
C.C1C2OC12.NCO,12.0,11.0,11.0,10.0
C.C1C2OC12.C1NO1,13.0,12.0,12.0,11.0
C.NCOC12CC1O2,11.0,10.0,10.0,9.0
C.OCNC1CC1O,14.0,13.0,13.0,12.0
C.C1NC2CC2OO1,15.0,14.0,14.0,13.0
C.OC1CC1N1CO1,15.0,14.0,14.0,13.0
C.OCN1OC2CC21,15.0,14.0,14.0,13.0
C.OC1CC12NCO2,13.0,12.0,12.0,11.0
C.C1OC23CC2ON13,14.0,13.0,13.0,12.0
C.OCNC12CC1O2,13.0,12.0,12.0,11.0
C.C1ON1C12CC1O2,14.0,13.0,13.0,12.0
C.OCN=C1CC1O,15.0,14.0,14.0,13.0
C.C1N=C2CC2OO1,16.0,15.0,15.0,14.0
C.NCOC1(O)CC1,14.0,13.0,13.0,12.0
C.C1NOC2(CC2)O1,15.0,14.0,14.0,13.0
C.NCOC12CC1O2,13.0,12.0,12.0,11.0
C.OC12CC1NCO2,15.0,14.0,14.0,13.0
C.C1OC23CC2N1O3,16.0,15.0,15.0,14.0
C.C1NC23CC2(O1)O3,14.0,13.0,13.0,12.0
C.OC12CC1=NCO2,16.0,15.0,15.0,14.0
C.NCO.O=C1CC1,14.0,13.0,13.0,12.0
C.C1NO1.O=C1CC1,15.0,14.0,14.0,13.0
C.NCOC1CC1=O,13.0,12.0,12.0,11.0
C.O=C1CC1NCO,15.0,14.0,14.0,13.0
C.O=C1CC1N1CO1,16.0,15.0,15.0,14.0
C.O=C1CC12NCO2,14.0,13.0,13.0,12.0
C.O=C1CC1=NCO,16.0,15.0,15.0,14.0
C.O.OCNC1CC1,13.0,12.0,12.0,11.0
C.OOCNC1CC1,14.0,13.0,13.0,12.0
C.C1CC1N1CO1.O,14.0,13.0,13.0,12.0
C.OCN(O)C1CC1,14.0,13.0,13.0,12.0
C.C1CC1N1COO1,15.0,14.0,14.0,13.0
C.C1NC2CC2O1.O,12.0,11.0,11.0,10.0
C.ON1COC2CC21,13.0,12.0,12.0,11.0
C.OCNC1CC1O,12.0,11.0,11.0,10.0
C.C1NC2CC2OO1,13.0,12.0,12.0,11.0
C.OC1CC1N1CO1,13.0,12.0,12.0,11.0
C.OCN1OC2CC21,13.0,12.0,12.0,11.0
C.OC12CC1NCO2,11.0,10.0,10.0,9.0
C.C1OC23CC2N1O3,12.0,11.0,11.0,10.0
C.O=C1CC1NCO,11.0,10.0,10.0,9.0
C.O=C1CC1N1CO1,12.0,11.0,11.0,10.0
C.O.OCN1C2CC21,14.0,13.0,13.0,12.0
C.OOCN1C2CC21,15.0,14.0,14.0,13.0
C.C1OC23CC2N13.O,13.0,12.0,12.0,11.0
C.OCN1C2CC21O,13.0,12.0,12.0,11.0
C.C1OOC23CC2N13,14.0,13.0,13.0,12.0
C.C1NC2(CC2)O1.O,14.0,13.0,13.0,12.0
C.ON1COC12CC2,15.0,14.0,14.0,13.0
C.OC1CC12NCO2,13.0,12.0,12.0,11.0
C.C1OC23CC2ON13,14.0,13.0,13.0,12.0
C.O=C1CC12NCO2,12.0,11.0,11.0,10.0
C.C1OC23CC2N13.O,15.0,14.0,14.0,13.0
C.OC12CC13OCN23,14.0,13.0,13.0,12.0
C.OCNC1(O)CC1,14.0,13.0,13.0,12.0
C.C1NC2(CC2)OO1,15.0,14.0,14.0,13.0
C.OC1(N2CO2)CC1,15.0,14.0,14.0,13.0
C.OCN1OC12CC2,15.0,14.0,14.0,13.0
C.OC12CC1OCN2,13.0,12.0,12.0,11.0
C.C1OC2CC23ON13,14.0,13.0,13.0,12.0
C.OCNC12CC1O2,13.0,12.0,12.0,11.0
C.C1ON1C12CC1O2,14.0,13.0,13.0,12.0
C.C1NC23CC2(O1)O3,12.0,11.0,11.0,10.0
C.OCN1C2CC21O,15.0,14.0,14.0,13.0
C.C1OOC23CC2N13,16.0,15.0,15.0,14.0
C.OC12CC13OCN23,14.0,13.0,13.0,12.0
C.OCN1C23CC12O3,14.0,13.0,13.0,12.0
C.O.OCN=C1CC1,14.0,13.0,13.0,12.0
C.OOCN=C1CC1,15.0,14.0,14.0,13.0
C.C1N=C2CC2O1.O,13.0,12.0,12.0,11.0
C.OCN=C1CC1O,13.0,12.0,12.0,11.0
C.C1N=C2CC2OO1,14.0,13.0,13.0,12.0
C.OC12CC1=NCO2,12.0,11.0,11.0,10.0
C.O=C1CC1=NCO,12.0,11.0,11.0,10.0
C.C1=CC1.NCO.O,13.0,12.0,12.0,11.0
C.C1=CC1.NCOO,14.0,13.0,13.0,12.0
C.C1=CC1.C1NO1.O,14.0,13.0,13.0,12.0
C.C1=CC1.OCNO,14.0,13.0,13.0,12.0
C.C1=CC1.C1NOO1,15.0,14.0,14.0,13.0
C.C1=CC1.ON1CO1,15.0,14.0,14.0,13.0
C.C1=CC1.O=NCO,15.0,14.0,14.0,13.0
C.NCOC1=CC1.O,12.0,11.0,11.0,10.0
C.ONCOC1=CC1,13.0,12.0,12.0,11.0
C.O=NCOC1=CC1,14.0,13.0,13.0,12.0
C.NCO.OC1=CC1,12.0,11.0,11.0,10.0
C.NCOOC1=CC1,13.0,12.0,12.0,11.0
C.C1NO1.OC1=CC1,13.0,12.0,12.0,11.0
C.OCNOC1=CC1,13.0,12.0,12.0,11.0
C.C1=C(ON2CO2)C1,14.0,13.0,13.0,12.0
C.O.OCNC1=CC1,14.0,13.0,13.0,12.0
C.OOCNC1=CC1,15.0,14.0,14.0,13.0
C.C1=C(N2CO2)C1.O,15.0,14.0,14.0,13.0
C.OCN(O)C1=CC1,15.0,14.0,14.0,13.0
C.C1=C(N2COO2)C1,16.0,15.0,15.0,14.0
C.NCOC1=CC1.O,14.0,13.0,13.0,12.0
C.ONCOC1=CC1,15.0,14.0,14.0,13.0
C.O=NCOC1=CC1,16.0,15.0,15.0,14.0
C.NCOC1=C(O)C1,13.0,12.0,12.0,11.0
C.C1NOC2=C(C2)O1,14.0,13.0,13.0,12.0
C.C1NC2=C(C2)O1.O,15.0,14.0,14.0,13.0
C.ON1COC2=C1C2,16.0,15.0,15.0,14.0
C.NCO.OC1=CC1,14.0,13.0,13.0,12.0
C.NCOOC1=CC1,15.0,14.0,14.0,13.0
C.C1NO1.OC1=CC1,15.0,14.0,14.0,13.0
C.OCNOC1=CC1,15.0,14.0,14.0,13.0
C.C1=C(ON2CO2)C1,16.0,15.0,15.0,14.0
C.NCOC1=C(O)C1,13.0,12.0,12.0,11.0
C.C1NOC2=C(C2)O1,14.0,13.0,13.0,12.0
C.C1C2=C1O2.NCO,13.0,12.0,12.0,11.0
C.C1C2=C1O2.C1NO1,14.0,13.0,13.0,12.0
C.OCNC1=C(O)C1,15.0,14.0,14.0,13.0
C.C1NC2=C(C2)OO1,16.0,15.0,15.0,14.0
C.OC1=C(N2CO2)C1,16.0,15.0,15.0,14.0
C.OCn1oc2c1C2,16.0,15.0,15.0,14.0
C.O.OCNC1=CC1,14.0,13.0,13.0,12.0
C.OOCNC1=CC1,15.0,14.0,14.0,13.0
C.C1=C(N2CO2)C1.O,15.0,14.0,14.0,13.0
C.OCN(O)C1=CC1,15.0,14.0,14.0,13.0
C.C1=C(N2COO2)C1,16.0,15.0,15.0,14.0
C.C1NC2=C(C2)O1.O,13.0,12.0,12.0,11.0
C.ON1COC2=C1C2,14.0,13.0,13.0,12.0
C.OCNC1=C(O)C1,13.0,12.0,12.0,11.0
C.C1NC2=C(C2)OO1,14.0,13.0,13.0,12.0
C.OC1=C(N2CO2)C1,14.0,13.0,13.0,12.0
C.OCn1oc2c1C2,14.0,13.0,13.0,12.0
C.O.OCN1C2=C1C2,15.0,14.0,14.0,13.0
C.OOCN1C2=C1C2,16.0,15.0,15.0,14.0
C.C1#CC1.NCO.O,14.0,13.0,13.0,12.0
C.C1#CC1.NCOO,15.0,14.0,14.0,13.0
C.C1#CC1.C1NO1.O,15.0,14.0,14.0,13.0
C.C1#CC1.OCNO,15.0,14.0,14.0,13.0
C.C1#CC1.C1NOO1,16.0,15.0,15.0,14.0
C.C1#CC1.ON1CO1,16.0,15.0,15.0,14.0
C.C1#CC1.O=NCO,16.0,15.0,15.0,14.0
C.CCC.NC=O.O,14.0,13.0,13.0,12.0
C.CCC.O=CNO,15.0,14.0,14.0,13.0
C.CCC.O=CN=O,16.0,15.0,15.0,14.0
C.CCCO.NC=O,13.0,12.0,12.0,11.0
C.CCCONC=O,14.0,13.0,13.0,12.0
C.CCC=O.NC=O,12.0,11.0,11.0,10.0
C.CCCNC=O.O,15.0,14.0,14.0,13.0
C.CCCN(O)C=O,16.0,15.0,15.0,14.0
C.CCC(O)NC=O,14.0,13.0,13.0,12.0
C.CCC1ON1C=O,15.0,14.0,14.0,13.0
C.CCC(=O)NC=O,13.0,12.0,12.0,11.0
C.CCC=NC=O.O,16.0,15.0,15.0,14.0
C.CCC(O)=NC=O,15.0,14.0,14.0,13.0
C.CCCO.NC=O,15.0,14.0,14.0,13.0
C.CCCONC=O,16.0,15.0,15.0,14.0
C.C1COC1.NC=O,14.0,13.0,13.0,12.0
C.O=CNCCCO,16.0,15.0,15.0,14.0
C.O=CN1CCCO1,17.0,16.0,16.0,15.0
C.O=CNC1CCO1,15.0,14.0,14.0,13.0
C.O=CN=CCCO,17.0,16.0,16.0,15.0
C.O=CN=C1CCO1,16.0,15.0,15.0,14.0
C.CCC=O.NC=O,16.0,15.0,15.0,14.0
C.O=CCCNC=O,17.0,16.0,16.0,15.0
C.O=CCC=NC=O,18.0,17.0,17.0,16.0
C.CCCNC=O.O,15.0,14.0,14.0,13.0
C.CCCN(O)C=O,16.0,15.0,15.0,14.0
C.O=CNCCCO,14.0,13.0,13.0,12.0
C.O=CN1CCCO1,15.0,14.0,14.0,13.0
C.O=CCCNC=O,13.0,12.0,12.0,11.0
C.O.O=CN1CCC1,16.0,15.0,15.0,14.0
C.O=CN1CCC1O,15.0,14.0,14.0,13.0
C.O=CN1CCC1=O,14.0,13.0,13.0,12.0
C.CCC(O)NC=O,16.0,15.0,15.0,14.0
C.CCC1ON1C=O,17.0,16.0,16.0,15.0
