smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3
CN1CC2CC(O2)O1,10.0,9.0,9.0,8.0
CNCC1CC(=O)O1,10.0,9.0,9.0,8.0
CN1CCC(O)C1.O,12.0,11.0,11.0,10.0
CN1CCC(OO)C1,13.0,12.0,12.0,11.0
CN1CC(O)CC1O,11.0,10.0,10.0,9.0
CN1CC2CC1OO2,12.0,11.0,11.0,10.0
CN1CC(O)CC1=O,12.0,11.0,11.0,10.0
CN1CC2CC1O2.O,11.0,10.0,10.0,9.0
CN1CC2CC1(O)O2,10.0,9.0,9.0,8.0
CNCC(O)C(C)O,12.0,11.0,11.0,10.0
CNCC1OOC1C,13.0,12.0,12.0,11.0
CC1ON(C)CC1O,13.0,12.0,12.0,11.0
CC(O)C1CN(C)O1,13.0,12.0,12.0,11.0
CNCC(O)C1CO1,11.0,10.0,10.0,9.0
CN1CC(C2CO2)O1,12.0,11.0,11.0,10.0
CNCC1OCC1O,11.0,10.0,10.0,9.0
CN1CC2OCC2O1,12.0,11.0,11.0,10.0
CNCC1OC2OC12,10.0,9.0,9.0,8.0
CN1CC(O)C(O)C1,13.0,12.0,12.0,11.0
CN1CC2OOC2C1,14.0,13.0,13.0,12.0
CN1CC(O)C2OC21,12.0,11.0,11.0,10.0
CN1CC2OC1C2O,12.0,11.0,11.0,10.0
CN1CC2OC13OC23,11.0,10.0,10.0,9.0
CNCC(O)C(C)=O,13.0,12.0,12.0,11.0
CC(=O)C1CN(C)O1,14.0,13.0,13.0,12.0
CNCC1OCC1=O,12.0,11.0,11.0,10.0
CN1CC(=O)C(O)C1,14.0,13.0,13.0,12.0
CN1CC2OC1C2=O,13.0,12.0,12.0,11.0
CNCC1OC1C.O,12.0,11.0,11.0,10.0
CC1OC1CN(C)O,13.0,12.0,12.0,11.0
CNCC1OC1CO,11.0,10.0,10.0,9.0
CN1CC2OC2CO1,12.0,11.0,11.0,10.0
CNCC1OC1C=O,12.0,11.0,11.0,10.0
CN1CC2OC2C1.O,13.0,12.0,12.0,11.0
CN1CC2OC2C1O,12.0,11.0,11.0,10.0
CN1CC2OC2C1=O,13.0,12.0,12.0,11.0
CNCC1OC1(C)O,13.0,12.0,12.0,11.0
CN1CC2OC2(C)O1,14.0,13.0,13.0,12.0
CNCC1OC12CO2,12.0,11.0,11.0,10.0
CN1CC2OC2(O)C1,14.0,13.0,13.0,12.0
CN1CC2OC23OC13,13.0,12.0,12.0,11.0
CC1C(O)CN1C.O,12.0,11.0,11.0,10.0
CC1C(OO)CN1C,13.0,12.0,12.0,11.0
CN1CC(O)C1CO,11.0,10.0,10.0,9.0
CN1CC2OOCC21,12.0,11.0,11.0,10.0
CN1CC(O)C1C=O,12.0,11.0,11.0,10.0
CN1CC2OCC21.O,11.0,10.0,10.0,9.0
CN1CC2OC(O)C21,10.0,9.0,9.0,8.0
CN1CC2OC(=O)C21,11.0,10.0,10.0,9.0
CN1CC(O)C1(C)O,13.0,12.0,12.0,11.0
CN1CC2OOC21C,14.0,13.0,13.0,12.0
CN1CC(O)C12CO2,12.0,11.0,11.0,10.0
CN1CC2OCC21O,12.0,11.0,11.0,10.0
CN1CC2OC3OC231,11.0,10.0,10.0,9.0
CN1CC2OC21C.O,13.0,12.0,12.0,11.0
CN1CC2OC21CO,12.0,11.0,11.0,10.0
CN1CC2OC21C=O,13.0,12.0,12.0,11.0
C=CC(O)CNC.O,12.0,11.0,11.0,10.0
C=CC(CNC)OO,13.0,12.0,12.0,11.0
C=CC(O)CN(C)O,13.0,12.0,12.0,11.0
C=CC1CN(C)OO1,14.0,13.0,13.0,12.0
C=CC1CN(C)O1.O,13.0,12.0,12.0,11.0
CNCC(O)C=CO,11.0,10.0,10.0,9.0
CNCC1C=COO1,12.0,11.0,11.0,10.0
CN1CC(O)C=CO1,12.0,11.0,11.0,10.0
CN1CC(C=CO)O1,12.0,11.0,11.0,10.0
CNCC(O)C=C=O,12.0,11.0,11.0,10.0
CN1CC(C=C=O)O1,13.0,12.0,12.0,11.0
CNCC1C=CO1.O,11.0,10.0,10.0,9.0
CN(O)CC1C=CO1,12.0,11.0,11.0,10.0
CNCC1C=C(O)O1,10.0,9.0,9.0,8.0
CN1CC2C=C(O2)O1,11.0,10.0,10.0,9.0
CN1C=CC(O)C1.O,13.0,12.0,12.0,11.0
CN1C=CC(OO)C1,14.0,13.0,13.0,12.0
CN1CC(O)C=C1O,12.0,11.0,11.0,10.0
CN1CC2C=C1OO2,13.0,12.0,12.0,11.0
CN1CC2C=C1O2.O,12.0,11.0,11.0,10.0
C=C(O)C(O)CNC,13.0,12.0,12.0,11.0
C=C1OOC1CNC,14.0,13.0,13.0,12.0
C=C1ON(C)CC1O,14.0,13.0,13.0,12.0
C=C(O)C1CN(C)O1,14.0,13.0,13.0,12.0
CNCC(O)C1=CO1,12.0,11.0,11.0,10.0
CN1CC(C2=CO2)O1,13.0,12.0,12.0,11.0
CNCC1OC=C1O,12.0,11.0,11.0,10.0
CN1CC2OC=C2O1,13.0,12.0,12.0,11.0
CNCC1OC2=C1O2,11.0,10.0,10.0,9.0
CN1C=C(O)C(O)C1,14.0,13.0,13.0,12.0
CN1C=C2OOC2C1,15.0,14.0,14.0,13.0
CN1CC(O)C2=C1O2,13.0,12.0,12.0,11.0
CN1CC2OC1=C2O,13.0,12.0,12.0,11.0
C=C1OC1CNC.O,13.0,12.0,12.0,11.0
C=C1OC1CN(C)O,14.0,13.0,13.0,12.0
CNCC1OC1=CO,12.0,11.0,11.0,10.0
CN1CC2OC2=CO1,13.0,12.0,12.0,11.0
CNCC1OC1=C=O,13.0,12.0,12.0,11.0
CN1C=C2OC2C1.O,14.0,13.0,13.0,12.0
CN1CC2OC2=C1O,13.0,12.0,12.0,11.0
C=C1C(O)CN1C.O,13.0,12.0,12.0,11.0
C=C1C(OO)CN1C,14.0,13.0,13.0,12.0
CN1CC(O)C1=CO,12.0,11.0,11.0,10.0
CN1CC2OOC=C21,13.0,12.0,12.0,11.0
CN1CC(O)C1=C=O,13.0,12.0,12.0,11.0
CN1CC2OC=C21.O,12.0,11.0,11.0,10.0
CN1CC2OC(O)=C21,11.0,10.0,10.0,9.0
C#CC(O)CNC.O,13.0,12.0,12.0,11.0
C#CC(CNC)OO,14.0,13.0,13.0,12.0
C#CC(O)CN(C)O,14.0,13.0,13.0,12.0
C#CC1CN(C)OO1,15.0,14.0,14.0,13.0
C#CC1CN(C)O1.O,14.0,13.0,13.0,12.0
CNCC(O)C#CO,12.0,11.0,11.0,10.0
CNCC1C#COO1,13.0,12.0,12.0,11.0
