smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3
C.C1NC23OC1C2O3,14.0,13.0,13.0,12.0
C.OC1C=NCC1O,17.0,16.0,16.0,15.0
C.C1=NCC2OOC12,18.0,17.0,17.0,16.0
C.OC1CN=C2OC21,16.0,15.0,15.0,14.0
C.OC1C2=NCC1O2,16.0,15.0,15.0,14.0
C.CC1OC(N)C1O,16.0,15.0,15.0,14.0
C.CC1OC2NOC12,17.0,16.0,16.0,15.0
C.NC1OC2COC12,15.0,14.0,14.0,13.0
C.OC1C2CNC1O2,17.0,16.0,16.0,15.0
C.C1C2OC3C2ON13,18.0,17.0,17.0,16.0
C.N1C2OC3C1OC23,16.0,15.0,15.0,14.0
C.OC1C2C=NC1O2,18.0,17.0,17.0,16.0
C.N1=C2OC3C1OC23,17.0,16.0,16.0,15.0
C.CC(O)C1OC1N,16.0,15.0,15.0,14.0
C.CC1ONC2OC12,17.0,16.0,16.0,15.0
C.NC1OC1C1CO1,15.0,14.0,14.0,13.0
C.OC1CNC2OC12,17.0,16.0,16.0,15.0
C.C1C2ON1C1OC21,18.0,17.0,17.0,16.0
C.N1C2OC2C2OC12,16.0,15.0,15.0,14.0
C.OC1C=NC2OC12,18.0,17.0,17.0,16.0
C.N1=C2OC2C2OC12,17.0,16.0,16.0,15.0
C.CC1OC2(N)OC12,17.0,16.0,16.0,15.0
C.C1NC23OC1C2O3,18.0,17.0,17.0,16.0
C.C1=NC23OC1C2O3,19.0,18.0,18.0,17.0
C.CC(O)C(O)C=N,16.0,15.0,15.0,14.0
C.CC1OOC1C=N,17.0,16.0,16.0,15.0
C.CC1ON=CC1O,17.0,16.0,16.0,15.0
C.CC(O)C1C=NO1,17.0,16.0,16.0,15.0
C.N=CC(O)C1CO1,15.0,14.0,14.0,13.0
C.C1=NOC1C1CO1,16.0,15.0,15.0,14.0
C.N=CC1OCC1O,15.0,14.0,14.0,13.0
C.C1=NOC2COC12,16.0,15.0,15.0,14.0
C.N=CC1OC2OC12,14.0,13.0,13.0,12.0
C.OC1C=NCC1O,17.0,16.0,16.0,15.0
C.C1=NCC2OOC12,18.0,17.0,17.0,16.0
C.OC1C=NC2OC12,16.0,15.0,15.0,14.0
C.OC1C2C=NC1O2,16.0,15.0,15.0,14.0
C.C1=NC23OC1C2O3,15.0,14.0,14.0,13.0
C.CC1OC(=N)C1O,17.0,16.0,16.0,15.0
C.CC1OC2=NOC21,18.0,17.0,17.0,16.0
C.N=C1OC2COC12,16.0,15.0,15.0,14.0
C.OC1C2=NCC1O2,18.0,17.0,17.0,16.0
C.N1=C2OC3C1OC23,17.0,16.0,16.0,15.0
C.CC(O)C1OC1=N,17.0,16.0,16.0,15.0
C.CC1ON=C2OC21,18.0,17.0,17.0,16.0
C.N=C1OC1C1CO1,16.0,15.0,15.0,14.0
C.OC1CN=C2OC21,18.0,17.0,17.0,16.0
C.N1=C2OC2C2OC12,17.0,16.0,16.0,15.0
C.CC(O)C(O)C#N,17.0,16.0,16.0,15.0
C.CC1OOC1C#N,18.0,17.0,17.0,16.0
C.N#CC(O)C1CO1,16.0,15.0,15.0,14.0
C.N#CC1OCC1O,16.0,15.0,15.0,14.0
C.N#CC1OC2OC12,15.0,14.0,14.0,13.0
C.N.OC1CCC1O,13.0,12.0,12.0,11.0
C.C1CC2OOC12.N,14.0,13.0,13.0,12.0
C.NOC1CCC1O,14.0,13.0,13.0,12.0
C.NOC1CCC1O,14.0,13.0,13.0,12.0
C.C1CC2ONOC12,15.0,14.0,14.0,13.0
C.N.OC1CC2OC12,12.0,11.0,11.0,10.0
C.NOC1CC2OC12,13.0,12.0,12.0,11.0
C.N.OC1C2CC1O2,12.0,11.0,11.0,10.0
C.NOC1C2CC1O2,13.0,12.0,12.0,11.0
C.C1C2OC13OC23.N,11.0,10.0,10.0,9.0
C.NC1CC(O)C1O,14.0,13.0,13.0,12.0
C.NC1CC2OOC12,15.0,14.0,14.0,13.0
C.OC1CC2NOC12,15.0,14.0,14.0,13.0
C.OC1C2CC1ON2,15.0,14.0,14.0,13.0
C.C1C2ON3OC2C13,16.0,15.0,15.0,14.0
C.NC12CC(O)C1O2,13.0,12.0,12.0,11.0
C.C1C2ONC13OC23,14.0,13.0,13.0,12.0
C.NC12CC(O1)C2O,13.0,12.0,12.0,11.0
C.C1C2OC13NOC23,14.0,13.0,13.0,12.0
C.N=C1CC(O)C1O,15.0,14.0,14.0,13.0
C.N=C1CC2OOC12,16.0,15.0,15.0,14.0
C.OC1CC2=NOC21,16.0,15.0,15.0,14.0
C.OC1C2=NOC1C2,16.0,15.0,15.0,14.0
C.N.OC1C2CC1O2,14.0,13.0,13.0,12.0
C.NOC1C2CC1O2,15.0,14.0,14.0,13.0
C.N.O1C2C3OC2C13,13.0,12.0,12.0,11.0
C.NC1C2OC1C2O,15.0,14.0,14.0,13.0
C.N1OC2C3OC2C13,16.0,15.0,15.0,14.0
C.NC12OC3C1OC32,14.0,13.0,13.0,12.0
C.N=C1C2OC1C2O,16.0,15.0,15.0,14.0
C.N1=C2C3OC2C3O1,17.0,16.0,16.0,15.0
C.N.OC1CC2OC12,14.0,13.0,13.0,12.0
C.NOC1CC2OC12,15.0,14.0,14.0,13.0
C.N.O1C2C1C1OC21,13.0,12.0,12.0,11.0
C.NC1C(O)C2OC12,15.0,14.0,14.0,13.0
C.N1OC2C1C1OC21,16.0,15.0,15.0,14.0
C.NC12OC1C1OC12,14.0,13.0,13.0,12.0
C.N=C1C(O)C2OC12,16.0,15.0,15.0,14.0
C.N1=C2C(O1)C1OC21,17.0,16.0,16.0,15.0
C.C1C2OC13OC23.N,15.0,14.0,14.0,13.0
C.NC1C2OC13OC23,16.0,15.0,15.0,14.0
C.N=C1C2OC13OC23,17.0,16.0,16.0,15.0
C.NC1CC(O)C1O,14.0,13.0,13.0,12.0
C.NC1CC2OOC12,15.0,14.0,14.0,13.0
C.OC1C2CC1ON2,15.0,14.0,14.0,13.0
C.OC1CC2NOC12,15.0,14.0,14.0,13.0
C.C1C2ON3OC2C13,16.0,15.0,15.0,14.0
C.NC1C(O)C2OC12,13.0,12.0,12.0,11.0
C.N1OC2C1C1OC21,14.0,13.0,13.0,12.0
C.NC1C2OC1C2O,13.0,12.0,12.0,11.0
C.N1OC2C3OC2C13,14.0,13.0,13.0,12.0
C.NC1C2OC13OC23,12.0,11.0,11.0,10.0
C.OC1C(O)C2NC12,15.0,14.0,14.0,13.0
C.N1C2C1C1OOC21,16.0,15.0,15.0,14.0
C.OC1C2ON3C1C23,16.0,15.0,15.0,14.0
C.OC1C2ON3C1C23,16.0,15.0,15.0,14.0
C.OC1C2NC23OC13,14.0,13.0,13.0,12.0
C.O1C2C3OC34C2N14,15.0,14.0,14.0,13.0
C.OC1C2OC13NC23,14.0,13.0,13.0,12.0
C.O1C2C3OC24C3N14,15.0,14.0,14.0,13.0
C.OC1C2=NC2C1O,16.0,15.0,15.0,14.0
C.N1=C2C1C1OOC21,17.0,16.0,16.0,15.0
C.NC12CC(O1)C2O,15.0,14.0,14.0,13.0
C.C1C2OC13NOC23,16.0,15.0,15.0,14.0
C.NC12OC3C1OC32,14.0,13.0,13.0,12.0
C.OC1C2OC13NC23,16.0,15.0,15.0,14.0
C.O1C2C3OC24C3N14,17.0,16.0,16.0,15.0
C.N1C23OC4C2OC143,15.0,14.0,14.0,13.0
C.OC1C2OC13N=C23,17.0,16.0,16.0,15.0
C.NC12CC(O)C1O2,15.0,14.0,14.0,13.0
C.C1C2ONC13OC23,16.0,15.0,15.0,14.0
C.NC12OC1C1OC12,14.0,13.0,13.0,12.0
C.OC1C2NC23OC13,16.0,15.0,15.0,14.0
C.O1C2C3OC34C2N14,17.0,16.0,16.0,15.0
C.N1C23OC2C2OC123,15.0,14.0,14.0,13.0
C.OC1C2=NC23OC13,17.0,16.0,16.0,15.0
C.N=C1CC(O)C1O,15.0,14.0,14.0,13.0
C.N=C1CC2OOC12,16.0,15.0,15.0,14.0
C.OC1C2=NOC1C2,16.0,15.0,15.0,14.0
C.OC1CC2=NOC21,16.0,15.0,15.0,14.0
C.N=C1C(O)C2OC12,14.0,13.0,13.0,12.0
C.N1=C2C(O1)C1OC21,15.0,14.0,14.0,13.0
C.N=C1C2OC1C2O,14.0,13.0,13.0,12.0
C.N1=C2C3OC2C3O1,15.0,14.0,14.0,13.0
C.N=C1C2OC13OC23,13.0,12.0,12.0,11.0
C.OC1C2=NC2C1O,16.0,15.0,15.0,14.0
C.N1=C2C1C1OOC21,17.0,16.0,16.0,15.0
C.OC1C2=NC23OC13,15.0,14.0,14.0,13.0
C.OC1C2OC13N=C23,15.0,14.0,14.0,13.0
C.N.OC1C=CC1O,14.0,13.0,13.0,12.0
C.C1=CC2OOC12.N,15.0,14.0,14.0,13.0
C.NOC1C=CC1O,15.0,14.0,14.0,13.0
C.NOC1C=CC1O,15.0,14.0,14.0,13.0
C.C1=CC2ONOC12,16.0,15.0,15.0,14.0
C.N.OC1C=C2OC21,13.0,12.0,12.0,11.0
C.NOC1C=C2OC21,14.0,13.0,13.0,12.0
C.N.OC1C2=CC1O2,13.0,12.0,12.0,11.0
C.NOC1C2=CC1O2,14.0,13.0,13.0,12.0
C.NC1=CC(O)C1O,15.0,14.0,14.0,13.0
C.NC1=CC2OOC12,16.0,15.0,15.0,14.0
C.OC1C=C2NOC21,16.0,15.0,15.0,14.0
C.OC1C2=CC1ON2,16.0,15.0,15.0,14.0
C.C1=C2C3ON2OC13,17.0,16.0,16.0,15.0
C.N.OC1C2=CC1O2,15.0,14.0,14.0,13.0
C.NOC1C2=CC1O2,16.0,15.0,15.0,14.0
C.N.O1C2=C3OC2C13,14.0,13.0,13.0,12.0
C.NC1=C2OC1C2O,16.0,15.0,15.0,14.0
C.N1OC2C3=C1C2O3,17.0,16.0,16.0,15.0
C.N.OC1C=C2OC21,15.0,14.0,14.0,13.0
C.NOC1C=C2OC21,16.0,15.0,15.0,14.0
C.N.O1C2=C3OC3C12,14.0,13.0,13.0,12.0
C.NC1=C2OC2C1O,16.0,15.0,15.0,14.0
C.N1OC2C1=C1OC12,17.0,16.0,16.0,15.0
C.NC1=CC(O)C1O,15.0,14.0,14.0,13.0
C.NC1=CC2OOC12,16.0,15.0,15.0,14.0
C.OC1C2=CC1ON2,16.0,15.0,15.0,14.0
C.OC1C=C2NOC21,16.0,15.0,15.0,14.0
C.C1=C2C3ON2OC13,17.0,16.0,16.0,15.0
C.NC1=C2OC2C1O,14.0,13.0,13.0,12.0
C.N1OC2C1=C1OC12,15.0,14.0,14.0,13.0
C.NC1=C2OC1C2O,14.0,13.0,13.0,12.0
C.N1OC2C3=C1C2O3,15.0,14.0,14.0,13.0
C.OC1C2=C(N2)C1O,16.0,15.0,15.0,14.0
C.N1C2=C1C1OOC21,17.0,16.0,16.0,15.0
C.OC1C2=C3C1ON23,17.0,16.0,16.0,15.0
C.OC1C2=C3C1ON23,17.0,16.0,16.0,15.0
C.N.OC1C#CC1O,15.0,14.0,14.0,13.0
C.C1#CC2OOC12.N,16.0,15.0,15.0,14.0
C.NOC1C#CC1O,16.0,15.0,15.0,14.0
C.NOC1C#CC1O,16.0,15.0,15.0,14.0
C.C1#CC2ONOC12,17.0,16.0,16.0,15.0
C.CC(=O)C(C)O.N,15.0,14.0,14.0,13.0
C.CC(=O)C(C)ON,16.0,15.0,15.0,14.0
C.CC1OCC1=O.N,14.0,13.0,13.0,12.0
C.CC(O)C(=O)CN,16.0,15.0,15.0,14.0
C.CC1ONCC1=O,17.0,16.0,16.0,15.0
C.CC1OC(N)C1=O,15.0,14.0,14.0,13.0
C.CC(O)C(=O)C=N,17.0,16.0,16.0,15.0
C.CC1ON=CC1=O,18.0,17.0,17.0,16.0
C.CC1OC(=N)C1=O,16.0,15.0,15.0,14.0
C.CC(O)C(=O)C#N,18.0,17.0,17.0,16.0
C.CC(=O)C1CO1.N,16.0,15.0,15.0,14.0
C.NCC(=O)C1CO1,17.0,16.0,16.0,15.0
C.N=CC(=O)C1CO1,18.0,17.0,17.0,16.0
C.N#CC(=O)C1CO1,19.0,18.0,18.0,17.0
C.CC(=O)C(O)CN,16.0,15.0,15.0,14.0
C.CC(=O)C1CNO1,17.0,16.0,16.0,15.0
C.NCC1OCC1=O,15.0,14.0,14.0,13.0
C.O=C1CNCC1O,17.0,16.0,16.0,15.0
C.O=C1CN2CC1O2,18.0,17.0,17.0,16.0
C.O=C1C2CNC1O2,16.0,15.0,15.0,14.0
C.O=C1C=NCC1O,18.0,17.0,17.0,16.0
C.O=C1C2=NCC1O2,17.0,16.0,16.0,15.0
C.CC(=O)C1OC1N,17.0,16.0,16.0,15.0
C.O=C1CNC2OC12,18.0,17.0,17.0,16.0
C.O=C1C=NC2OC12,19.0,18.0,18.0,17.0
C.CC(=O)C(O)C=N,17.0,16.0,16.0,15.0
C.CC(=O)C1C=NO1,18.0,17.0,17.0,16.0
C.N=CC1OCC1=O,16.0,15.0,15.0,14.0
C.O=C1CN=CC1O,18.0,17.0,17.0,16.0
C.O=C1C2C=NC1O2,17.0,16.0,16.0,15.0
C.CC(=O)C1OC1=N,18.0,17.0,17.0,16.0
C.O=C1CN=C2OC12,19.0,18.0,18.0,17.0
C.CC(=O)C(O)C#N,18.0,17.0,17.0,16.0
C.N#CC1OCC1=O,17.0,16.0,16.0,15.0
C.N.O=C1CCC1O,14.0,13.0,13.0,12.0
C.NOC1CCC1=O,15.0,14.0,14.0,13.0
C.N.O=C1C2CC1O2,13.0,12.0,12.0,11.0
C.NC1CC(O)C1=O,15.0,14.0,14.0,13.0
C.O=C1C2CC1ON2,16.0,15.0,15.0,14.0
C.NC12CC(O1)C2=O,14.0,13.0,13.0,12.0
C.N=C1CC(O)C1=O,16.0,15.0,15.0,14.0
C.O=C1C2=NOC1C2,17.0,16.0,16.0,15.0
C.N.O=C1CC2OC12,15.0,14.0,14.0,13.0
C.NC1C(=O)C2OC12,16.0,15.0,15.0,14.0
C.N=C1C(=O)C2OC12,17.0,16.0,16.0,15.0
C.NC1CC(=O)C1O,15.0,14.0,14.0,13.0
C.O=C1CC2NOC12,16.0,15.0,15.0,14.0
C.NC1C2OC1C2=O,14.0,13.0,13.0,12.0
C.O=C1C(O)C2NC12,16.0,15.0,15.0,14.0
C.O=C1C2ON3C1C23,17.0,16.0,16.0,15.0
C.O=C1C2OC13NC23,15.0,14.0,14.0,13.0
C.O=C1C2=NC2C1O,17.0,16.0,16.0,15.0
C.NC12CC(=O)C1O2,16.0,15.0,15.0,14.0
C.O=C1C2NC23OC13,17.0,16.0,16.0,15.0
C.O=C1C2=NC23OC13,18.0,17.0,17.0,16.0
C.N=C1CC(=O)C1O,16.0,15.0,15.0,14.0
C.O=C1CC2=NOC12,17.0,16.0,16.0,15.0
C.N=C1C2OC1C2=O,15.0,14.0,14.0,13.0
C.O=C1C(O)C2=NC12,17.0,16.0,16.0,15.0
C.O=C1C2OC13N=C23,16.0,15.0,15.0,14.0
C.N.O=C1C=CC1O,15.0,14.0,14.0,13.0
C.NOC1C=CC1=O,16.0,15.0,15.0,14.0
C.N.O=C1C2=CC1O2,14.0,13.0,13.0,12.0
C.NC1=CC(O)C1=O,16.0,15.0,15.0,14.0
C.O=C1C2=CC1ON2,17.0,16.0,16.0,15.0
C.N.O=C1C=C2OC12,16.0,15.0,15.0,14.0
C.NC1=C2OC2C1=O,17.0,16.0,16.0,15.0
C.NC1=CC(=O)C1O,16.0,15.0,15.0,14.0
C.O=C1C=C2NOC12,17.0,16.0,16.0,15.0
C.NC1=C2OC1C2=O,15.0,14.0,14.0,13.0
C.O=C1C2=C(N2)C1O,17.0,16.0,16.0,15.0
C.O=C1C2=C3C1ON23,18.0,17.0,17.0,16.0
C.N.O=C1C#CC1O,16.0,15.0,15.0,14.0
C.NOC1C#CC1=O,17.0,16.0,16.0,15.0
C.CC1OC1C.N.O,14.0,13.0,13.0,12.0
C.CC1OC1C.NO,15.0,14.0,14.0,13.0
C.CC1OC1C.N=O,16.0,15.0,15.0,14.0
C.CC1OC1CO.N,13.0,12.0,12.0,11.0
C.CC1OC1CON,14.0,13.0,13.0,12.0
C.CC1OC1C=O.N,14.0,13.0,13.0,12.0
C.CC1OC1CN.O,15.0,14.0,14.0,13.0
C.CC1OC1CNO,16.0,15.0,15.0,14.0
C.CC1OC1CN=O,17.0,16.0,16.0,15.0
C.CC1OC1C(N)O,14.0,13.0,13.0,12.0
C.CC1OC1C1NO1,15.0,14.0,14.0,13.0
C.CC1OC1C(N)=O,15.0,14.0,14.0,13.0
C.CC1OC1C=N.O,16.0,15.0,15.0,14.0
C.CC1OC1C=NO,17.0,16.0,16.0,15.0
C.CC1OC1C(=N)O,15.0,14.0,14.0,13.0
C.CC1OC1C1=NO1,16.0,15.0,15.0,14.0
C.CC1OC1C#N.O,17.0,16.0,16.0,15.0
C.CC1OC1CO.N,15.0,14.0,14.0,13.0
C.CC1OC1CON,16.0,15.0,15.0,14.0
C.C1OCC2OC12.N,14.0,13.0,13.0,12.0
C.NCC1OC1CO,16.0,15.0,15.0,14.0
C.C1NOCC2OC12,17.0,16.0,16.0,15.0
C.NC1OCC2OC12,15.0,14.0,14.0,13.0
C.N=CC1OC1CO,17.0,16.0,16.0,15.0
C.C1=NOCC2OC12,18.0,17.0,17.0,16.0
C.N=C1OCC2OC12,16.0,15.0,15.0,14.0
C.N#CC1OC1CO,18.0,17.0,17.0,16.0
C.CC1OC1C=O.N,16.0,15.0,15.0,14.0
C.NCC1OC1C=O,17.0,16.0,16.0,15.0
C.N=CC1OC1C=O,18.0,17.0,17.0,16.0
C.N#CC1OC1C=O,19.0,18.0,18.0,17.0
C.CC1OC1CN.O,15.0,14.0,14.0,13.0
C.CC1OC1CNO,16.0,15.0,15.0,14.0
C.CC1OC1CN=O,17.0,16.0,16.0,15.0
C.NCC1OC1CO,14.0,13.0,13.0,12.0
C.C1NOCC2OC12,15.0,14.0,14.0,13.0
C.NCC1OC1C=O,15.0,14.0,14.0,13.0
C.C1NCC2OC12.O,16.0,15.0,15.0,14.0
C.ON1CC2OC2C1,17.0,16.0,16.0,15.0
C.OC1NCC2OC12,15.0,14.0,14.0,13.0
C.C1C2OC2C2ON12,16.0,15.0,15.0,14.0
C.O=C1NCC2OC12,16.0,15.0,15.0,14.0
C.C1=NCC2OC12.O,17.0,16.0,16.0,15.0
C.OC1=NCC2OC12,16.0,15.0,15.0,14.0
C.CC1OC1C(N)O,16.0,15.0,15.0,14.0
C.CC1OC1C1NO1,17.0,16.0,16.0,15.0
C.NC1OCC2OC12,15.0,14.0,14.0,13.0
C.OC1NCC2OC12,17.0,16.0,16.0,15.0
C.C1C2OC2C2ON12,18.0,17.0,17.0,16.0
C.N1C2OC1C1OC21,16.0,15.0,15.0,14.0
C.OC1N=CC2OC12,18.0,17.0,17.0,16.0
C.N1=C2OC1C1OC21,17.0,16.0,16.0,15.0
C.CC1OC1C(N)=O,17.0,16.0,16.0,15.0
C.O=C1NCC2OC12,18.0,17.0,17.0,16.0
C.O=C1N=CC2OC12,19.0,18.0,18.0,17.0
C.CC1OC1C=N.O,16.0,15.0,15.0,14.0
C.CC1OC1C=NO,17.0,16.0,16.0,15.0
C.N=CC1OC1CO,15.0,14.0,14.0,13.0
C.C1=NOCC2OC12,16.0,15.0,15.0,14.0
C.N=CC1OC1C=O,16.0,15.0,15.0,14.0
C.C1=NCC2OC12.O,17.0,16.0,16.0,15.0
C.OC1N=CC2OC12,16.0,15.0,15.0,14.0
C.O=C1N=CC2OC12,17.0,16.0,16.0,15.0
C.CC1OC1C(=N)O,17.0,16.0,16.0,15.0
C.CC1OC1C1=NO1,18.0,17.0,17.0,16.0
C.N=C1OCC2OC12,16.0,15.0,15.0,14.0
C.OC1=NCC2OC12,18.0,17.0,17.0,16.0
C.N1=C2OC1C1OC21,17.0,16.0,16.0,15.0
C.CC1OC1C#N.O,17.0,16.0,16.0,15.0
C.N#CC1OC1CO,16.0,15.0,15.0,14.0
C.N#CC1OC1C=O,17.0,16.0,16.0,15.0
C.C1CC2OC12.N.O,13.0,12.0,12.0,11.0
C.C1CC2OC12.NO,14.0,13.0,13.0,12.0
C.C1CC2OC12.N=O,15.0,14.0,14.0,13.0
C.N.OC1CC2OC12,12.0,11.0,11.0,10.0
C.NOC1CC2OC12,13.0,12.0,12.0,11.0
C.N.O=C1CC2OC12,13.0,12.0,12.0,11.0
C.NC1CC2OC12.O,14.0,13.0,13.0,12.0
C.ONC1CC2OC12,15.0,14.0,14.0,13.0
C.O=NC1CC2OC12,16.0,15.0,15.0,14.0
C.NC1(O)CC2OC21,13.0,12.0,12.0,11.0
C.C1C2OC2C12NO2,14.0,13.0,13.0,12.0
C.N=C1CC2OC12.O,15.0,14.0,14.0,13.0
C.ON=C1CC2OC12,16.0,15.0,15.0,14.0
C.N.OC1CC2OC12,14.0,13.0,13.0,12.0
C.NOC1CC2OC12,15.0,14.0,14.0,13.0
C.N.O1C2C1C1OC21,13.0,12.0,12.0,11.0
C.NC1C(O)C2OC12,15.0,14.0,14.0,13.0
C.N1OC2C1C1OC21,16.0,15.0,15.0,14.0
C.NC12OC1C1OC12,14.0,13.0,13.0,12.0
C.N=C1C(O)C2OC12,16.0,15.0,15.0,14.0
C.N1=C2C(O1)C1OC21,17.0,16.0,16.0,15.0
C.N.O=C1CC2OC12,15.0,14.0,14.0,13.0
C.NC1C(=O)C2OC12,16.0,15.0,15.0,14.0
C.N=C1C(=O)C2OC12,17.0,16.0,16.0,15.0
C.NC1CC2OC12.O,14.0,13.0,13.0,12.0
C.ONC1CC2OC12,15.0,14.0,14.0,13.0
C.O=NC1CC2OC12,16.0,15.0,15.0,14.0
C.NC1C(O)C2OC12,13.0,12.0,12.0,11.0
C.N1OC2C1C1OC21,14.0,13.0,13.0,12.0
C.NC1C(=O)C2OC12,14.0,13.0,13.0,12.0
C.N1C2C1C1OC21.O,15.0,14.0,14.0,13.0
C.ON1C2C3OC3C21,16.0,15.0,15.0,14.0
C.OC12NC1C1OC12,14.0,13.0,13.0,12.0
C.O1C2C1C13ON1C23,15.0,14.0,14.0,13.0
C.N1=C2C1C1OC21.O,16.0,15.0,15.0,14.0
C.NC1(O)CC2OC21,15.0,14.0,14.0,13.0
C.C1C2OC2C12NO2,16.0,15.0,15.0,14.0
C.NC12OC1C1OC12,14.0,13.0,13.0,12.0
C.OC12NC1C1OC12,16.0,15.0,15.0,14.0
C.O1C2C1C13ON1C23,17.0,16.0,16.0,15.0
C.N1C23OC12C1OC13,15.0,14.0,14.0,13.0
C.OC12N=C1C1OC12,17.0,16.0,16.0,15.0
C.N=C1CC2OC12.O,15.0,14.0,14.0,13.0
C.ON=C1CC2OC12,16.0,15.0,15.0,14.0
C.N=C1C(O)C2OC12,14.0,13.0,13.0,12.0
C.N1=C2C(O1)C1OC21,15.0,14.0,14.0,13.0
C.N=C1C(=O)C2OC12,15.0,14.0,14.0,13.0
C.N1=C2C1C1OC21.O,16.0,15.0,15.0,14.0
C.OC12N=C1C1OC12,15.0,14.0,14.0,13.0
C.C1=CC2OC12.N.O,14.0,13.0,13.0,12.0
C.C1=CC2OC12.NO,15.0,14.0,14.0,13.0
C.C1=CC2OC12.N=O,16.0,15.0,15.0,14.0
C.N.OC1=CC2OC12,13.0,12.0,12.0,11.0
C.NOC1=CC2OC12,14.0,13.0,13.0,12.0
C.NC1=CC2OC12.O,15.0,14.0,14.0,13.0
C.ONC1=CC2OC12,16.0,15.0,15.0,14.0
C.O=NC1=CC2OC12,17.0,16.0,16.0,15.0
C.N.OC1=CC2OC12,15.0,14.0,14.0,13.0
C.NOC1=CC2OC12,16.0,15.0,15.0,14.0
C.N.O1C2=C1C1OC21,14.0,13.0,13.0,12.0
C.NC1=C(O)C2OC12,16.0,15.0,15.0,14.0
C.[nH]1oc2c1C1OC21,17.0,16.0,16.0,15.0
C.NC1=CC2OC12.O,15.0,14.0,14.0,13.0
C.ONC1=CC2OC12,16.0,15.0,15.0,14.0
C.O=NC1=CC2OC12,17.0,16.0,16.0,15.0
C.NC1=C(O)C2OC12,14.0,13.0,13.0,12.0
C.[nH]1oc2c1C1OC21,15.0,14.0,14.0,13.0
C.N1C2=C1C1OC21.O,16.0,15.0,15.0,14.0
C.ON1C2=C1C1OC21,17.0,16.0,16.0,15.0
C.C1#CC2OC12.N.O,15.0,14.0,14.0,13.0
C.C1#CC2OC12.NO,16.0,15.0,15.0,14.0
C.C1#CC2OC12.N=O,17.0,16.0,16.0,15.0
C.CC1OC1(C)O.N,15.0,14.0,14.0,13.0
C.CC1OC1(C)ON,16.0,15.0,15.0,14.0
C.CC1OC12CO2.N,14.0,13.0,13.0,12.0
C.CC1OC1(O)CN,16.0,15.0,15.0,14.0
C.CC1OC12CNO2,17.0,16.0,16.0,15.0
C.CC1OC12OC2N,15.0,14.0,14.0,13.0
C.CC1OC1(O)C=N,17.0,16.0,16.0,15.0
C.CC1OC12C=NO2,18.0,17.0,17.0,16.0
C.CC1OC12OC2=N,16.0,15.0,15.0,14.0
C.CC1OC1(O)C#N,18.0,17.0,17.0,16.0
C.CC12OCC1O2.N,16.0,15.0,15.0,14.0
C.NCC12OCC1O2,17.0,16.0,16.0,15.0
C.N=CC12OCC1O2,18.0,17.0,17.0,16.0
C.N#CC12OCC1O2,19.0,18.0,18.0,17.0
C.CC1(O)OC1CN,16.0,15.0,15.0,14.0
C.CC12ONCC1O2,17.0,16.0,16.0,15.0
