smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3
C.CN1OC=CCO1,13.0,12.0,12.0,11.0
C.CN.OC=C1CO1,10.0,9.0,9.0,8.0
C.CNOC=C1CO1,11.0,10.0,10.0,9.0
C.CN.OCC1=CO1,10.0,9.0,9.0,8.0
C.CNOCC1=CO1,11.0,10.0,10.0,9.0
C.CNC(=CO)CO,12.0,11.0,11.0,10.0
C.CNC1=COOC1,13.0,12.0,12.0,11.0
C.CN1OCC1=CO,13.0,12.0,12.0,11.0
C.Cn1occ1CO,13.0,12.0,12.0,11.0
C.CN.OC1=CCO1,12.0,11.0,11.0,10.0
C.CNOC1=CCO1,13.0,12.0,12.0,11.0
C.C1OC2=C1O2.CN,11.0,10.0,10.0,9.0
C.CNC1=C(O)OC1,13.0,12.0,12.0,11.0
C.Cn1oc2c1CO2,14.0,13.0,13.0,12.0
C.CN.O=C=CCO,12.0,11.0,11.0,10.0
C.CNOCC=C=O,13.0,12.0,12.0,11.0
C.CN.O=C=C1CO1,11.0,10.0,10.0,9.0
C.CNC(=C=O)CO,13.0,12.0,12.0,11.0
C.CN1OCC1=C=O,14.0,13.0,13.0,12.0
C.CNC=CCO.O,11.0,10.0,10.0,9.0
C.CNC=CCOO,12.0,11.0,11.0,10.0
C.CN1C=CCO1.O,12.0,11.0,11.0,10.0
C.CN(O)C=CCO,12.0,11.0,11.0,10.0
C.CN1C=CCOO1,13.0,12.0,12.0,11.0
C.CNC=C1CO1.O,10.0,9.0,9.0,8.0
C.CN(O)C=C1CO1,11.0,10.0,10.0,9.0
C.CNC=C(O)CO,10.0,9.0,9.0,8.0
C.CNC=C1COO1,11.0,10.0,10.0,9.0
C.CN1C=C(O)CO1,11.0,10.0,10.0,9.0
C.Cn1cc(CO)o1,11.0,10.0,10.0,9.0
C.CN1C=C1CO.O,12.0,11.0,11.0,10.0
C.CN1C=C1COO,13.0,12.0,12.0,11.0
C.CNC1=CCO1.O,12.0,11.0,11.0,10.0
C.CN(O)C1=CCO1,13.0,12.0,12.0,11.0
C.CNC1=C(O)CO1,11.0,10.0,10.0,9.0
C.Cn1oc2c1OC2,12.0,11.0,11.0,10.0
C.CN1C2=C1OC2.O,13.0,12.0,12.0,11.0
C.CNC(O)=CCO,12.0,11.0,11.0,10.0
C.CNC1=CCOO1,13.0,12.0,12.0,11.0
C.CN1OCC=C1O,13.0,12.0,12.0,11.0
C.CN1OC1=CCO,13.0,12.0,12.0,11.0
C.CNC(O)=C1CO1,11.0,10.0,10.0,9.0
C.CN1OC1=C1CO1,12.0,11.0,11.0,10.0
C.CNC1=C(CO)O1,11.0,10.0,10.0,9.0
C.CN1OCC2=C1O2,12.0,11.0,11.0,10.0
C.CN1C(O)=C1CO,13.0,12.0,12.0,11.0
C.CN1C2=C1OOC2,14.0,13.0,13.0,12.0
C.CN=C=CCO.O,12.0,11.0,11.0,10.0
C.CN=C=CCOO,13.0,12.0,12.0,11.0
C.CN=C=C1CO1.O,11.0,10.0,10.0,9.0
C.CN=C=C(O)CO,11.0,10.0,10.0,9.0
C.CN=C=C1COO1,12.0,11.0,11.0,10.0
C.C#CCO.CN.O,11.0,10.0,10.0,9.0
C.C#CCOO.CN,12.0,11.0,11.0,10.0
C.C#CCONC.O,12.0,11.0,11.0,10.0
C.C#CCO.CNO,12.0,11.0,11.0,10.0
C.C#CCOONC,13.0,12.0,12.0,11.0
C.C#CCON(C)O,13.0,12.0,12.0,11.0
C.C#CCO.CN=O,13.0,12.0,12.0,11.0
C.C1#COC1.CN.O,12.0,11.0,11.0,10.0
C.C1#COC1.CNO,13.0,12.0,12.0,11.0
C.C1#COC1.CN=O,14.0,13.0,13.0,12.0
C.CN.OC#CCO,12.0,11.0,11.0,10.0
C.C1#COOC1.CN,13.0,12.0,12.0,11.0
C.CNOCC#CO,13.0,12.0,12.0,11.0
C.CNOC#CCO,13.0,12.0,12.0,11.0
C.CN1OC#CCO1,14.0,13.0,13.0,12.0
C.CNC#CCO.O,12.0,11.0,11.0,10.0
C.CNC#CCOO,13.0,12.0,12.0,11.0
C.CN1C#CCO1.O,13.0,12.0,12.0,11.0
C.CN(O)C#CCO,13.0,12.0,12.0,11.0
C.CN1C#CCOO1,14.0,13.0,13.0,12.0
C.C.CC=O.CN.O,11.0,10.0,10.0,9.0
C.C.CC=O.CNO,12.0,11.0,11.0,10.0
C.C.CC=O.CN=O,13.0,12.0,12.0,11.0
C.C.CN.O=CCO,10.0,9.0,9.0,8.0
C.C.CNOCC=O,11.0,10.0,10.0,9.0
C.C.CN.O=CC=O,9.0,8.0,8.0,7.0
C.C.CNCC=O.O,12.0,11.0,11.0,10.0
C.C.CN(O)CC=O,13.0,12.0,12.0,11.0
C.C.CNC(O)C=O,11.0,10.0,10.0,9.0
C.C.CN1OC1C=O,12.0,11.0,11.0,10.0
C.C.CNC(=O)C=O,10.0,9.0,9.0,8.0
C.C.CN=CC=O.O,13.0,12.0,12.0,11.0
C.C.CN=C(O)C=O,12.0,11.0,11.0,10.0
C.CC=O.CN.CO,12.0,11.0,11.0,10.0
C.CC=O.CNOC,13.0,12.0,12.0,11.0
C.CN.COCC=O,11.0,10.0,10.0,9.0
C.CNCC=O.CO,13.0,12.0,12.0,11.0
C.CON(C)CC=O,14.0,13.0,13.0,12.0
C.CNC(C=O)OC,12.0,11.0,11.0,10.0
C.CN=CC=O.CO,14.0,13.0,13.0,12.0
C.CN=C(C=O)OC,13.0,12.0,12.0,11.0
C.C=O.CC=O.CN,13.0,12.0,12.0,11.0
C.C=O.CNCC=O,14.0,13.0,13.0,12.0
C.C=O.CN=CC=O,15.0,14.0,14.0,13.0
C.CC=O.CNC.O,12.0,11.0,11.0,10.0
C.CC=O.CN(C)O,13.0,12.0,12.0,11.0
C.CNC.O=CCO,11.0,10.0,10.0,9.0
C.CN(C)OCC=O,12.0,11.0,11.0,10.0
C.CNC.O=CC=O,10.0,9.0,9.0,8.0
C.CN(C)CC=O.O,13.0,12.0,12.0,11.0
C.CN(C)C(O)C=O,12.0,11.0,11.0,10.0
C.CN(C)C(=O)C=O,11.0,10.0,10.0,9.0
C.CC=O.CNCO,13.0,12.0,12.0,11.0
C.CC=O.CN1CO1,14.0,13.0,13.0,12.0
C.CNCOCC=O,12.0,11.0,11.0,10.0
C.CN(CO)CC=O,14.0,13.0,13.0,12.0
C.CN1COC1C=O,13.0,12.0,12.0,11.0
C.CC=O.CNC=O,14.0,13.0,13.0,12.0
C.CN(C=O)CC=O,15.0,14.0,14.0,13.0
C.C=NC.CC=O.O,13.0,12.0,12.0,11.0
C.C=NC.O=CCO,12.0,11.0,11.0,10.0
C.C=NC.O=CC=O,11.0,10.0,10.0,9.0
C.CC=O.CN=CO,14.0,13.0,13.0,12.0
C.CN=COCC=O,13.0,12.0,12.0,11.0
C.CC=O.CN=C=O,15.0,14.0,14.0,13.0
C.CCC=O.CN.O,10.0,9.0,9.0,8.0
C.CCC=O.CNO,11.0,10.0,10.0,9.0
C.CCC=O.CN=O,12.0,11.0,11.0,10.0
C.CC(O)C=O.CN,9.0,8.0,8.0,7.0
C.CNOC(C)C=O,10.0,9.0,9.0,8.0
C.CC(=O)C=O.CN,8.0,7.0,7.0,6.0
C.CNC(C)C=O.O,11.0,10.0,10.0,9.0
C.CC(C=O)N(C)O,12.0,11.0,11.0,10.0
C.CNC(C)(O)C=O,10.0,9.0,9.0,8.0
C.CN1OC1(C)C=O,11.0,10.0,10.0,9.0
C.CN=C(C)C=O.O,12.0,11.0,11.0,10.0
C.CN.O=CCCO,11.0,10.0,10.0,9.0
C.CNOCCC=O,12.0,11.0,11.0,10.0
C.CN.O=CC1CO1,10.0,9.0,9.0,8.0
C.CNC(C=O)CO,12.0,11.0,11.0,10.0
C.CN1OCC1C=O,13.0,12.0,12.0,11.0
C.CNC1(C=O)CO1,11.0,10.0,10.0,9.0
C.CN=C(C=O)CO,13.0,12.0,12.0,11.0
C.CN.O=CCC=O,12.0,11.0,11.0,10.0
C.CNC(C=O)C=O,13.0,12.0,12.0,11.0
C.CN=C(C=O)C=O,14.0,13.0,13.0,12.0
C.CNCCC=O.O,11.0,10.0,10.0,9.0
C.CN(O)CCC=O,12.0,11.0,11.0,10.0
C.CNCC(O)C=O,10.0,9.0,9.0,8.0
C.CN1CC(C=O)O1,11.0,10.0,10.0,9.0
C.CNCC(=O)C=O,9.0,8.0,8.0,7.0
C.CN1CC1C=O.O,12.0,11.0,11.0,10.0
C.CN1CC1(O)C=O,11.0,10.0,10.0,9.0
C.CNC(O)CC=O,12.0,11.0,11.0,10.0
C.CN1OC1CC=O,13.0,12.0,12.0,11.0
C.CNC1OC1C=O,11.0,10.0,10.0,9.0
C.CN1C(O)C1C=O,13.0,12.0,12.0,11.0
C.CN1C2OC21C=O,12.0,11.0,11.0,10.0
C.CNC(=O)CC=O,13.0,12.0,12.0,11.0
C.CN1C(=O)C1C=O,14.0,13.0,13.0,12.0
C.CN=CCC=O.O,12.0,11.0,11.0,10.0
C.CN=CC(O)C=O,11.0,10.0,10.0,9.0
C.CN=CC(=O)C=O,10.0,9.0,9.0,8.0
C.CN=C(O)CC=O,13.0,12.0,12.0,11.0
C.CN=C1OC1C=O,12.0,11.0,11.0,10.0
C.C=CC=O.CN.O,11.0,10.0,10.0,9.0
C.C=CC=O.CNO,12.0,11.0,11.0,10.0
C.C=CC=O.CN=O,13.0,12.0,12.0,11.0
C.C=C(O)C=O.CN,10.0,9.0,9.0,8.0
C.C=C(C=O)ONC,11.0,10.0,10.0,9.0
C.C=C(C=O)NC.O,12.0,11.0,11.0,10.0
C.C=C(C=O)N(C)O,13.0,12.0,12.0,11.0
C.CN.O=CC=CO,12.0,11.0,11.0,10.0
C.CNOC=CC=O,13.0,12.0,12.0,11.0
C.CN.O=CC1=CO1,11.0,10.0,10.0,9.0
C.CNC(C=O)=CO,13.0,12.0,12.0,11.0
C.Cn1occ1C=O,14.0,13.0,13.0,12.0
C.CN.O=C=CC=O,13.0,12.0,12.0,11.0
C.CNC(=C=O)C=O,14.0,13.0,13.0,12.0
C.CNC=CC=O.O,12.0,11.0,11.0,10.0
C.CN(O)C=CC=O,13.0,12.0,12.0,11.0
C.CNC=C(O)C=O,11.0,10.0,10.0,9.0
C.Cn1cc(C=O)o1,12.0,11.0,11.0,10.0
C.CN1C=C1C=O.O,13.0,12.0,12.0,11.0
C.CNC(O)=CC=O,13.0,12.0,12.0,11.0
C.CN1OC1=CC=O,14.0,13.0,13.0,12.0
C.CNC1=C(C=O)O1,12.0,11.0,11.0,10.0
C.CN1C(O)=C1C=O,14.0,13.0,13.0,12.0
C.CN=C=CC=O.O,13.0,12.0,12.0,11.0
C.CN=C=C(O)C=O,12.0,11.0,11.0,10.0
C.C#CC=O.CN.O,12.0,11.0,11.0,10.0
C.C#CC=O.CNO,13.0,12.0,12.0,11.0
C.C#CC=O.CN=O,14.0,13.0,13.0,12.0
C.CN.O=CC#CO,13.0,12.0,12.0,11.0
C.CNOC#CC=O,14.0,13.0,13.0,12.0
C.CNC#CC=O.O,13.0,12.0,12.0,11.0
C.CN(O)C#CC=O,14.0,13.0,13.0,12.0
C.C.CCO.CN.O,10.0,9.0,9.0,8.0
C.C.CCOO.CN,11.0,10.0,10.0,9.0
C.C.CCO.CNO,11.0,10.0,10.0,9.0
C.C.CCOONC,12.0,11.0,11.0,10.0
C.C.CCO.CN=O,12.0,11.0,11.0,10.0
C.C.CCONC.O,11.0,10.0,10.0,9.0
C.C.CCON(C)O,12.0,11.0,11.0,10.0
C.C.CN.OCCO,9.0,8.0,8.0,7.0
C.C.C1COO1.CN,10.0,9.0,9.0,8.0
C.C.CNOCCO,10.0,9.0,9.0,8.0
C.C.CNOCCO,10.0,9.0,9.0,8.0
C.C.CN1OCCO1,11.0,10.0,10.0,9.0
C.C.CN.O=CCO,10.0,9.0,9.0,8.0
C.C.CNOCC=O,11.0,10.0,10.0,9.0
C.C.C1CO1.CN.O,9.0,8.0,8.0,7.0
C.C.C1CO1.CNO,10.0,9.0,9.0,8.0
C.C.C1CO1.CN=O,11.0,10.0,10.0,9.0
C.C.CN.OC1CO1,8.0,7.0,7.0,6.0
C.C.CNOC1CO1,9.0,8.0,8.0,7.0
C.C.CN.O=C1CO1,9.0,8.0,8.0,7.0
C.C.CNCCO.O,11.0,10.0,10.0,9.0
C.C.CNCCOO,12.0,11.0,11.0,10.0
C.C.CN(O)CCO,12.0,11.0,11.0,10.0
C.C.CN1CCOO1,13.0,12.0,12.0,11.0
C.C.CN1CCO1.O,12.0,11.0,11.0,10.0
C.C.CNC(O)CO,10.0,9.0,9.0,8.0
C.C.CNC1COO1,11.0,10.0,10.0,9.0
C.C.CN1OC1CO,11.0,10.0,10.0,9.0
C.C.CN1OCC1O,11.0,10.0,10.0,9.0
C.C.CNC(=O)CO,11.0,10.0,10.0,9.0
C.C.CN1OCC1=O,12.0,11.0,11.0,10.0
C.C.CNC1CO1.O,10.0,9.0,9.0,8.0
C.C.CN(O)C1CO1,11.0,10.0,10.0,9.0
C.C.CNC1(O)CO1,9.0,8.0,8.0,7.0
C.C.CN1OC12CO2,10.0,9.0,9.0,8.0
C.C.CN=CCO.O,12.0,11.0,11.0,10.0
C.C.CN=CCOO,13.0,12.0,12.0,11.0
C.C.CN=C(O)CO,11.0,10.0,10.0,9.0
C.C.CN=C1COO1,12.0,11.0,11.0,10.0
C.C.CN=C1CO1.O,11.0,10.0,10.0,9.0
C.CCO.CN.CO,11.0,10.0,10.0,9.0
C.CCOOC.CN,12.0,11.0,11.0,10.0
C.CCO.CNOC,12.0,11.0,11.0,10.0
C.CCONC.CO,12.0,11.0,11.0,10.0
C.CCON(C)OC,13.0,12.0,12.0,11.0
C.CN.COCCO,10.0,9.0,9.0,8.0
C.CNOCCOC,11.0,10.0,10.0,9.0
C.C1CO1.CN.CO,10.0,9.0,9.0,8.0
C.C1CO1.CNOC,11.0,10.0,10.0,9.0
C.CN.COC1CO1,9.0,8.0,8.0,7.0
C.CNCCO.CO,12.0,11.0,11.0,10.0
C.CNCCOOC,13.0,12.0,12.0,11.0
C.CON(C)CCO,13.0,12.0,12.0,11.0
C.CN1CCO1.CO,13.0,12.0,12.0,11.0
C.CNC(CO)OC,11.0,10.0,10.0,9.0
C.COC1CON1C,12.0,11.0,11.0,10.0
C.CNC1CO1.CO,11.0,10.0,10.0,9.0
C.CON(C)C1CO1,12.0,11.0,11.0,10.0
C.CNC1(OC)CO1,10.0,9.0,9.0,8.0
C.CN=CCO.CO,13.0,12.0,12.0,11.0
C.CN=CCOOC,14.0,13.0,13.0,12.0
C.CN=C(CO)OC,12.0,11.0,11.0,10.0
C.CN=C1CO1.CO,12.0,11.0,11.0,10.0
C.C=O.CCO.CN,12.0,11.0,11.0,10.0
C.C=O.CCONC,13.0,12.0,12.0,11.0
C.C1CO1.C=O.CN,11.0,10.0,10.0,9.0
C.C=O.CNCCO,13.0,12.0,12.0,11.0
C.C=O.CN1CCO1,14.0,13.0,13.0,12.0
C.C=O.CNC1CO1,12.0,11.0,11.0,10.0
C.C=O.CN=CCO,14.0,13.0,13.0,12.0
C.C=O.CN=C1CO1,13.0,12.0,12.0,11.0
C.CCOC.CN.O,11.0,10.0,10.0,9.0
C.CCOC.CNO,12.0,11.0,11.0,10.0
C.CCOC.CN=O,13.0,12.0,12.0,11.0
C.CN.COCCO,10.0,9.0,9.0,8.0
C.CNOCCOC,11.0,10.0,10.0,9.0
C.CN.COCC=O,11.0,10.0,10.0,9.0
C.CNCCOC.O,12.0,11.0,11.0,10.0
C.COCCN(C)O,13.0,12.0,12.0,11.0
C.CNC(O)COC,11.0,10.0,10.0,9.0
C.COCC1ON1C,12.0,11.0,11.0,10.0
C.CNC(=O)COC,12.0,11.0,11.0,10.0
C.CN=CCOC.O,13.0,12.0,12.0,11.0
C.CN=C(O)COC,12.0,11.0,11.0,10.0
C.CCOCO.CN,12.0,11.0,11.0,10.0
C.CCOCONC,13.0,12.0,12.0,11.0
C.C1COCO1.CN,11.0,10.0,10.0,9.0
C.CNCCOCO,13.0,12.0,12.0,11.0
C.CN1CCOCO1,14.0,13.0,13.0,12.0
C.CNC1COCO1,12.0,11.0,11.0,10.0
C.CN=CCOCO,14.0,13.0,13.0,12.0
C.CN=C1COCO1,13.0,12.0,12.0,11.0
C.CCOC=O.CN,13.0,12.0,12.0,11.0
C.CNCCOC=O,14.0,13.0,13.0,12.0
C.CN=CCOC=O,15.0,14.0,14.0,13.0
C.CCO.CNC.O,11.0,10.0,10.0,9.0
C.CCOO.CNC,12.0,11.0,11.0,10.0
C.CCO.CN(C)O,12.0,11.0,11.0,10.0
C.CCOON(C)C,13.0,12.0,12.0,11.0
C.CCON(C)C.O,12.0,11.0,11.0,10.0
C.CNC.OCCO,10.0,9.0,9.0,8.0
C.C1COO1.CNC,11.0,10.0,10.0,9.0
C.CN(C)OCCO,11.0,10.0,10.0,9.0
C.CN(C)OCCO,11.0,10.0,10.0,9.0
C.CNC.O=CCO,11.0,10.0,10.0,9.0
C.CN(C)OCC=O,12.0,11.0,11.0,10.0
C.C1CO1.CNC.O,10.0,9.0,9.0,8.0
C.C1CO1.CN(C)O,11.0,10.0,10.0,9.0
C.CNC.OC1CO1,9.0,8.0,8.0,7.0
C.CN(C)OC1CO1,10.0,9.0,9.0,8.0
C.CNC.O=C1CO1,10.0,9.0,9.0,8.0
C.CN(C)CCO.O,12.0,11.0,11.0,10.0
C.CN(C)CCOO,13.0,12.0,12.0,11.0
C.CN(C)C(O)CO,11.0,10.0,10.0,9.0
C.CN(C)C1COO1,12.0,11.0,11.0,10.0
C.CN(C)C(=O)CO,12.0,11.0,11.0,10.0
C.CN(C)C1CO1.O,11.0,10.0,10.0,9.0
C.CN(C)C1(O)CO1,10.0,9.0,9.0,8.0
C.CCO.CNCO,12.0,11.0,11.0,10.0
C.CCOOCNC,13.0,12.0,12.0,11.0
C.CCO.CN1CO1,13.0,12.0,12.0,11.0
C.CCON(C)CO,13.0,12.0,12.0,11.0
C.CNCOCCO,11.0,10.0,10.0,9.0
C.CN1COCCO1,12.0,11.0,11.0,10.0
C.C1CO1.CNCO,11.0,10.0,10.0,9.0
C.C1CO1.CN1CO1,12.0,11.0,11.0,10.0
C.CNCOC1CO1,10.0,9.0,9.0,8.0
C.CN(CO)CCO,13.0,12.0,12.0,11.0
C.CN1CCOOC1,14.0,13.0,13.0,12.0
C.CN1COC1CO,12.0,11.0,11.0,10.0
C.CN(CO)C1CO1,12.0,11.0,11.0,10.0
C.CN1COC12CO2,11.0,10.0,10.0,9.0
C.CCO.CNC=O,13.0,12.0,12.0,11.0
C.CCON(C)C=O,14.0,13.0,13.0,12.0
C.C1CO1.CNC=O,12.0,11.0,11.0,10.0
C.CN(C=O)CCO,14.0,13.0,13.0,12.0
C.CN(C=O)C1CO1,13.0,12.0,12.0,11.0
C.CCOCNC.O,12.0,11.0,11.0,10.0
C.CCOCN(C)O,13.0,12.0,12.0,11.0
C.CNCOCCO,11.0,10.0,10.0,9.0
C.CN1COCCO1,12.0,11.0,11.0,10.0
C.CNCOCC=O,12.0,11.0,11.0,10.0
C.CN1CCOC1.O,13.0,12.0,12.0,11.0
C.CN1COCC1O,12.0,11.0,11.0,10.0
C.CN1COCC1=O,13.0,12.0,12.0,11.0
C.CCOC(O)NC,13.0,12.0,12.0,11.0
C.CCOC1ON1C,14.0,13.0,13.0,12.0
C.CNC1OCCO1,12.0,11.0,11.0,10.0
C.CN1CCOC1O,14.0,13.0,13.0,12.0
C.CN1C2COC1O2,13.0,12.0,12.0,11.0
C.CCOC(=O)NC,14.0,13.0,13.0,12.0
C.CN1CCOC1=O,15.0,14.0,14.0,13.0
C.C=NC.CCO.O,12.0,11.0,11.0,10.0
C.C=NC.CCOO,13.0,12.0,12.0,11.0
C.C=NC.OCCO,11.0,10.0,10.0,9.0
C.C1COO1.C=NC,12.0,11.0,11.0,10.0
C.C=NC.O=CCO,12.0,11.0,11.0,10.0
C.C1CO1.C=NC.O,11.0,10.0,10.0,9.0
C.C=NC.OC1CO1,10.0,9.0,9.0,8.0
C.C=NC.O=C1CO1,11.0,10.0,10.0,9.0
C.CCO.CN=CO,13.0,12.0,12.0,11.0
C.CCOOC=NC,14.0,13.0,13.0,12.0
C.CN=COCCO,12.0,11.0,11.0,10.0
C.C1CO1.CN=CO,12.0,11.0,11.0,10.0
C.CN=COC1CO1,11.0,10.0,10.0,9.0
C.CCO.CN=C=O,14.0,13.0,13.0,12.0
C.C1CO1.CN=C=O,13.0,12.0,12.0,11.0
C.CCOC=NC.O,13.0,12.0,12.0,11.0
C.CN=COCCO,12.0,11.0,11.0,10.0
C.CN=COCC=O,13.0,12.0,12.0,11.0
C.CCOC(O)=NC,14.0,13.0,13.0,12.0
C.CN=C1OCCO1,13.0,12.0,12.0,11.0
C.CCCO.CN.O,9.0,8.0,8.0,7.0
C.CCCOO.CN,10.0,9.0,9.0,8.0
C.CCCO.CNO,10.0,9.0,9.0,8.0
C.CCCOONC,11.0,10.0,10.0,9.0
C.CCCO.CN=O,11.0,10.0,10.0,9.0
C.CCCONC.O,10.0,9.0,9.0,8.0
C.CCCON(C)O,11.0,10.0,10.0,9.0
C.CC(O)CO.CN,8.0,7.0,7.0,6.0
C.CC1COO1.CN,9.0,8.0,8.0,7.0
C.CNOC(C)CO,9.0,8.0,8.0,7.0
C.CNOCC(C)O,9.0,8.0,8.0,7.0
C.CC1CON(C)O1,10.0,9.0,9.0,8.0
C.CC(=O)CO.CN,9.0,8.0,8.0,7.0
C.CNOCC(C)=O,10.0,9.0,9.0,8.0
C.CC1CO1.CN.O,8.0,7.0,7.0,6.0
C.CC1CO1.CNO,9.0,8.0,8.0,7.0
C.CC1CO1.CN=O,10.0,9.0,9.0,8.0
C.CC1(O)CO1.CN,7.0,6.0,6.0,5.0
C.CNOC1(C)CO1,8.0,7.0,7.0,6.0
C.CNC(C)CO.O,10.0,9.0,9.0,8.0
C.CNC(C)COO,11.0,10.0,10.0,9.0
C.CC(CO)N(C)O,11.0,10.0,10.0,9.0
C.CC1COON1C,12.0,11.0,11.0,10.0
C.CC1CON1C.O,11.0,10.0,10.0,9.0
C.CNC(C)(O)CO,9.0,8.0,8.0,7.0
C.CNC1(C)COO1,10.0,9.0,9.0,8.0
C.CN1OC1(C)CO,10.0,9.0,9.0,8.0
C.CN1OCC1(C)O,10.0,9.0,9.0,8.0
C.CNC1(C)CO1.O,9.0,8.0,8.0,7.0
C.CN(O)C1(C)CO1,10.0,9.0,9.0,8.0
C.CN=C(C)CO.O,11.0,10.0,10.0,9.0
C.CN=C(C)COO,12.0,11.0,11.0,10.0
C.CN.OCCCO,10.0,9.0,9.0,8.0
C.C1COOC1.CN,11.0,10.0,10.0,9.0
C.CNOCCCO,11.0,10.0,10.0,9.0
C.CNOCCCO,11.0,10.0,10.0,9.0
C.CN1OCCCO1,12.0,11.0,11.0,10.0
C.CN.OCC1CO1,9.0,8.0,8.0,7.0
C.CNOCC1CO1,10.0,9.0,9.0,8.0
C.CN.OCC1CO1,9.0,8.0,8.0,7.0
C.CNOCC1CO1,10.0,9.0,9.0,8.0
C.C1OC12CO2.CN,8.0,7.0,7.0,6.0
C.CNC(CO)CO,11.0,10.0,10.0,9.0
C.CNC1COOC1,12.0,11.0,11.0,10.0
C.CN1OCC1CO,12.0,11.0,11.0,10.0
C.CN1OCC1CO,12.0,11.0,11.0,10.0
C.CNC1(CO)CO1,10.0,9.0,9.0,8.0
C.CN1OCC12CO2,11.0,10.0,10.0,9.0
C.CNC1(CO)CO1,10.0,9.0,9.0,8.0
C.CN1OCC12CO2,11.0,10.0,10.0,9.0
C.CN=C(CO)CO,12.0,11.0,11.0,10.0
C.CN=C1COOC1,13.0,12.0,12.0,11.0
C.CN.O=CCCO,11.0,10.0,10.0,9.0
C.CNOCCC=O,12.0,11.0,11.0,10.0
C.CN.O=CC1CO1,10.0,9.0,9.0,8.0
C.CNC(C=O)CO,12.0,11.0,11.0,10.0
C.CN1OCC1C=O,13.0,12.0,12.0,11.0
C.CNC1(C=O)CO1,11.0,10.0,10.0,9.0
C.CN=C(C=O)CO,13.0,12.0,12.0,11.0
C.C1COC1.CN.O,10.0,9.0,9.0,8.0
C.C1COC1.CNO,11.0,10.0,10.0,9.0
C.C1COC1.CN=O,12.0,11.0,11.0,10.0
