smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3
C.C.C.C.C1=NO1.O,11.0,10.0,10.0,9.0
C.C.C.C.N=C(O)O,9.0,8.0,8.0,7.0
C.C.C.C.N=C1OO1,10.0,9.0,9.0,8.0
C.C.C.C.OC1=NO1,10.0,9.0,9.0,8.0
C.C.C.C.OC1=NO1,10.0,9.0,9.0,8.0
C.C.C.C.N=C=O.O,9.0,8.0,8.0,7.0
C.C.C.C.O=C=NO,10.0,9.0,9.0,8.0
C.C.C.C.C#N.O.O,12.0,11.0,11.0,10.0
C.C.C.C.C#N.OO,13.0,12.0,12.0,11.0
C.C.C.C.C#N.O=O,14.0,13.0,13.0,12.0
C.C.C.C.N#CO.O,11.0,10.0,10.0,9.0
C.C.C.C.N#COO,12.0,11.0,11.0,10.0
C.C.C.C.N#CO.O,11.0,10.0,10.0,9.0
C.C.C.C.N#COO,12.0,11.0,11.0,10.0
C.C.C.C.CO.N.O,10.0,9.0,9.0,8.0
C.C.C.C.COO.N,11.0,10.0,10.0,9.0
C.C.C.C.CON.O,11.0,10.0,10.0,9.0
C.C.C.C.CO.NO,11.0,10.0,10.0,9.0
C.C.C.C.COON,12.0,11.0,11.0,10.0
C.C.C.C.CONO,12.0,11.0,11.0,10.0
C.C.C.C.CO.N=O,12.0,11.0,11.0,10.0
C.C.C.C.CON=O,13.0,12.0,12.0,11.0
C.C.C.COC.N.O,9.0,8.0,8.0,7.0
C.C.C.COC.NO,10.0,9.0,9.0,8.0
C.C.C.COC.N=O,11.0,10.0,10.0,9.0
C.C.C.CO.CO.N,9.0,8.0,8.0,7.0
C.C.C.COOC.N,10.0,9.0,9.0,8.0
C.C.C.CO.CON,10.0,9.0,9.0,8.0
C.C.C.CO.CON,10.0,9.0,9.0,8.0
C.C.C.CONOC,11.0,10.0,10.0,9.0
C.C.C.COCO.N,8.0,7.0,7.0,6.0
C.C.C.COCON,9.0,8.0,8.0,7.0
C.C.C.C=O.CO.N,8.0,7.0,7.0,6.0
C.C.C.C=O.CON,9.0,8.0,8.0,7.0
C.C.C.COC=O.N,7.0,6.0,6.0,5.0
C.C.C.CN.CO.O,11.0,10.0,10.0,9.0
C.C.C.CN.COO,12.0,11.0,11.0,10.0
C.C.C.CNOC.O,12.0,11.0,11.0,10.0
C.C.C.CNO.CO,12.0,11.0,11.0,10.0
C.C.C.CNOOC,13.0,12.0,12.0,11.0
C.C.C.CON(C)O,13.0,12.0,12.0,11.0
C.C.C.CN=O.CO,13.0,12.0,12.0,11.0
C.C.C.COCN.O,10.0,9.0,9.0,8.0
C.C.C.COCNO,11.0,10.0,10.0,9.0
C.C.C.COCN=O,12.0,11.0,11.0,10.0
C.C.C.CO.NCO,10.0,9.0,9.0,8.0
C.C.C.COOCN,11.0,10.0,10.0,9.0
C.C.C.CONCO,11.0,10.0,10.0,9.0
C.C.C.C1NO1.CO,11.0,10.0,10.0,9.0
C.C.C.CON1CO1,12.0,11.0,11.0,10.0
C.C.C.COC(N)O,9.0,8.0,8.0,7.0
C.C.C.COC1NO1,10.0,9.0,9.0,8.0
C.C.C.CO.NC=O,9.0,8.0,8.0,7.0
C.C.C.CONC=O,10.0,9.0,9.0,8.0
C.C.C.COC(N)=O,8.0,7.0,7.0,6.0
C.C.C.C=N.CO.O,12.0,11.0,11.0,10.0
C.C.C.C=N.COO,13.0,12.0,12.0,11.0
C.C.C.C=NOC.O,13.0,12.0,12.0,11.0
C.C.C.C=NO.CO,13.0,12.0,12.0,11.0
C.C.C.C=NOOC,14.0,13.0,13.0,12.0
C.C.C.COC=N.O,11.0,10.0,10.0,9.0
C.C.C.COC=NO,12.0,11.0,11.0,10.0
C.C.C.CO.N=CO,11.0,10.0,10.0,9.0
C.C.C.COOC=N,12.0,11.0,11.0,10.0
C.C.C.CON=CO,12.0,11.0,11.0,10.0
C.C.C.C1=NO1.CO,12.0,11.0,11.0,10.0
C.C.C.COC(=N)O,10.0,9.0,9.0,8.0
C.C.C.COC1=NO1,11.0,10.0,10.0,9.0
C.C.C.CO.N=C=O,10.0,9.0,9.0,8.0
C.C.C.CON=C=O,11.0,10.0,10.0,9.0
C.C.C.C#N.CO.O,13.0,12.0,12.0,11.0
C.C.C.C#N.COO,14.0,13.0,13.0,12.0
C.C.C.COC#N.O,12.0,11.0,11.0,10.0
C.C.C.CO.N#CO,12.0,11.0,11.0,10.0
C.C.C.COOC#N,13.0,12.0,12.0,11.0
C.C.C.C.C=O.N.O,11.0,10.0,10.0,9.0
C.C.C.C.C=O.NO,12.0,11.0,11.0,10.0
C.C.C.C.C=O.N=O,13.0,12.0,12.0,11.0
C.C.C.C=O.CO.N,10.0,9.0,9.0,8.0
C.C.C.C=O.CON,11.0,10.0,10.0,9.0
C.C.C.C=O.C=O.N,9.0,8.0,8.0,7.0
C.C.C.C=O.CN.O,12.0,11.0,11.0,10.0
C.C.C.C=O.CNO,13.0,12.0,12.0,11.0
C.C.C.C=O.CN=O,14.0,13.0,13.0,12.0
C.C.C.C=O.NCO,11.0,10.0,10.0,9.0
C.C.C.C1NO1.C=O,12.0,11.0,11.0,10.0
C.C.C.C=O.NC=O,10.0,9.0,9.0,8.0
C.C.C.C=N.C=O.O,13.0,12.0,12.0,11.0
C.C.C.C=NO.C=O,14.0,13.0,13.0,12.0
C.C.C.C=O.N=CO,12.0,11.0,11.0,10.0
C.C.C.C1=NO1.C=O,13.0,12.0,12.0,11.0
C.C.C.C=O.N=C=O,11.0,10.0,10.0,9.0
C.C.C.C#N.C=O.O,14.0,13.0,13.0,12.0
C.C.C.C=O.N#CO,13.0,12.0,12.0,11.0
C.C.C.C.CO.N.O,10.0,9.0,9.0,8.0
C.C.C.C.COO.N,11.0,10.0,10.0,9.0
C.C.C.C.CO.NO,11.0,10.0,10.0,9.0
C.C.C.C.COON,12.0,11.0,11.0,10.0
C.C.C.C.CO.N=O,12.0,11.0,11.0,10.0
C.C.C.C.CON.O,11.0,10.0,10.0,9.0
C.C.C.C.CONO,12.0,11.0,11.0,10.0
C.C.C.C.CON=O,13.0,12.0,12.0,11.0
C.C.C.CO.CO.N,9.0,8.0,8.0,7.0
C.C.C.COOC.N,10.0,9.0,9.0,8.0
C.C.C.CO.CON,10.0,9.0,9.0,8.0
C.C.C.CO.CON,10.0,9.0,9.0,8.0
C.C.C.CONOC,11.0,10.0,10.0,9.0
C.C.C.C=O.CO.N,10.0,9.0,9.0,8.0
C.C.C.C=O.CON,11.0,10.0,10.0,9.0
C.C.C.COC.N.O,9.0,8.0,8.0,7.0
C.C.C.COC.NO,10.0,9.0,9.0,8.0
C.C.C.COC.N=O,11.0,10.0,10.0,9.0
C.C.C.COCO.N,8.0,7.0,7.0,6.0
C.C.C.COCON,9.0,8.0,8.0,7.0
C.C.C.COC=O.N,9.0,8.0,8.0,7.0
C.C.C.CN.CO.O,11.0,10.0,10.0,9.0
C.C.C.CN.COO,12.0,11.0,11.0,10.0
C.C.C.CNO.CO,12.0,11.0,11.0,10.0
C.C.C.CNOOC,13.0,12.0,12.0,11.0
C.C.C.CN=O.CO,13.0,12.0,12.0,11.0
C.C.C.CNOC.O,12.0,11.0,11.0,10.0
C.C.C.CON(C)O,13.0,12.0,12.0,11.0
C.C.C.CO.NCO,10.0,9.0,9.0,8.0
C.C.C.COOCN,11.0,10.0,10.0,9.0
C.C.C.C1NO1.CO,11.0,10.0,10.0,9.0
C.C.C.CONCO,11.0,10.0,10.0,9.0
C.C.C.CON1CO1,12.0,11.0,11.0,10.0
C.C.C.CO.NC=O,11.0,10.0,10.0,9.0
C.C.C.CONC=O,12.0,11.0,11.0,10.0
C.C.C.COCN.O,10.0,9.0,9.0,8.0
C.C.C.COCNO,11.0,10.0,10.0,9.0
C.C.C.COCN=O,12.0,11.0,11.0,10.0
C.C.C.COC(N)O,9.0,8.0,8.0,7.0
C.C.C.COC1NO1,10.0,9.0,9.0,8.0
C.C.C.COC(N)=O,10.0,9.0,9.0,8.0
C.C.C.C=N.CO.O,12.0,11.0,11.0,10.0
C.C.C.C=N.COO,13.0,12.0,12.0,11.0
C.C.C.C=NO.CO,13.0,12.0,12.0,11.0
C.C.C.C=NOOC,14.0,13.0,13.0,12.0
C.C.C.C=NOC.O,13.0,12.0,12.0,11.0
C.C.C.CO.N=CO,11.0,10.0,10.0,9.0
C.C.C.COOC=N,12.0,11.0,11.0,10.0
C.C.C.C1=NO1.CO,12.0,11.0,11.0,10.0
C.C.C.CON=CO,12.0,11.0,11.0,10.0
C.C.C.CO.N=C=O,12.0,11.0,11.0,10.0
C.C.C.CON=C=O,13.0,12.0,12.0,11.0
C.C.C.COC=N.O,11.0,10.0,10.0,9.0
C.C.C.COC=NO,12.0,11.0,11.0,10.0
C.C.C.COC(=N)O,10.0,9.0,9.0,8.0
C.C.C.COC1=NO1,11.0,10.0,10.0,9.0
C.C.C.C#N.CO.O,13.0,12.0,12.0,11.0
C.C.C.C#N.COO,14.0,13.0,13.0,12.0
C.C.C.CO.N#CO,12.0,11.0,11.0,10.0
C.C.C.COOC#N,13.0,12.0,12.0,11.0
C.C.C.COC#N.O,12.0,11.0,11.0,10.0
C.C.C.C.N.OCO,11.0,10.0,10.0,9.0
C.C.C.C.C1OO1.N,12.0,11.0,11.0,10.0
C.C.C.C.NOCO,12.0,11.0,11.0,10.0
C.C.C.C.NOCO,12.0,11.0,11.0,10.0
C.C.C.C.C1ONO1,13.0,12.0,12.0,11.0
C.C.C.COCO.N,10.0,9.0,9.0,8.0
C.C.C.COCON,11.0,10.0,10.0,9.0
C.C.C.COCO.N,10.0,9.0,9.0,8.0
C.C.C.COCON,11.0,10.0,10.0,9.0
C.C.C.C1OCO1.N,9.0,8.0,8.0,7.0
C.C.C.CN.OCO,12.0,11.0,11.0,10.0
C.C.C.C1OO1.CN,13.0,12.0,12.0,11.0
C.C.C.CNOCO,13.0,12.0,12.0,11.0
C.C.C.CNOCO,13.0,12.0,12.0,11.0
C.C.C.CN1OCO1,14.0,13.0,13.0,12.0
C.C.C.NCOCO,11.0,10.0,10.0,9.0
C.C.C.C1NOCO1,12.0,11.0,11.0,10.0
C.C.C.NCOCO,11.0,10.0,10.0,9.0
C.C.C.C1NOCO1,12.0,11.0,11.0,10.0
C.C.C.NC1OCO1,10.0,9.0,9.0,8.0
C.C.C.C=N.OCO,13.0,12.0,12.0,11.0
C.C.C.C1OO1.C=N,14.0,13.0,13.0,12.0
C.C.C.C=NOCO,14.0,13.0,13.0,12.0
C.C.C.C=NOCO,14.0,13.0,13.0,12.0
C.C.C.N=COCO,12.0,11.0,11.0,10.0
C.C.C.C1=NOCO1,13.0,12.0,12.0,11.0
C.C.C.N=COCO,12.0,11.0,11.0,10.0
C.C.C.C1=NOCO1,13.0,12.0,12.0,11.0
C.C.C.N=C1OCO1,11.0,10.0,10.0,9.0
C.C.C.C#N.OCO,14.0,13.0,13.0,12.0
C.C.C.C#N.C1OO1,15.0,14.0,14.0,13.0
C.C.C.N#COCO,13.0,12.0,12.0,11.0
C.C.C.N#COCO,13.0,12.0,12.0,11.0
C.C.C.C.N.O=CO,12.0,11.0,11.0,10.0
C.C.C.C.NOC=O,13.0,12.0,12.0,11.0
C.C.C.COC=O.N,11.0,10.0,10.0,9.0
C.C.C.CN.O=CO,13.0,12.0,12.0,11.0
C.C.C.CNOC=O,14.0,13.0,13.0,12.0
C.C.C.NCOC=O,12.0,11.0,11.0,10.0
C.C.C.C=N.O=CO,14.0,13.0,13.0,12.0
C.C.C.C=NOC=O,15.0,14.0,14.0,13.0
C.C.C.N=COC=O,13.0,12.0,12.0,11.0
C.C.C.C#N.O=CO,15.0,14.0,14.0,13.0
C.C.C.N#COC=O,14.0,13.0,13.0,12.0
C.C.C.C.C=O.N.O,11.0,10.0,10.0,9.0
C.C.C.C.C=O.NO,12.0,11.0,11.0,10.0
C.C.C.C.C=O.N=O,13.0,12.0,12.0,11.0
C.C.C.C=O.CO.N,10.0,9.0,9.0,8.0
C.C.C.C=O.CON,11.0,10.0,10.0,9.0
C.C.C.C=O.C=O.N,11.0,10.0,10.0,9.0
C.C.C.C=O.CN.O,12.0,11.0,11.0,10.0
C.C.C.C=O.CNO,13.0,12.0,12.0,11.0
C.C.C.C=O.CN=O,14.0,13.0,13.0,12.0
C.C.C.C=O.NCO,11.0,10.0,10.0,9.0
C.C.C.C1NO1.C=O,12.0,11.0,11.0,10.0
C.C.C.C=O.NC=O,12.0,11.0,11.0,10.0
C.C.C.C=N.C=O.O,13.0,12.0,12.0,11.0
C.C.C.C=NO.C=O,14.0,13.0,13.0,12.0
C.C.C.C=O.N=CO,12.0,11.0,11.0,10.0
C.C.C.C1=NO1.C=O,13.0,12.0,12.0,11.0
C.C.C.C=O.N=C=O,13.0,12.0,12.0,11.0
C.C.C.C#N.C=O.O,14.0,13.0,13.0,12.0
C.C.C.C=O.N#CO,13.0,12.0,12.0,11.0
C.C.C.C.N.O=CO,12.0,11.0,11.0,10.0
C.C.C.C.NOC=O,13.0,12.0,12.0,11.0
C.C.C.COC=O.N,11.0,10.0,10.0,9.0
C.C.C.CN.O=CO,13.0,12.0,12.0,11.0
C.C.C.CNOC=O,14.0,13.0,13.0,12.0
C.C.C.NCOC=O,12.0,11.0,11.0,10.0
C.C.C.C=N.O=CO,14.0,13.0,13.0,12.0
C.C.C.C=NOC=O,15.0,14.0,14.0,13.0
C.C.C.N=COC=O,13.0,12.0,12.0,11.0
C.C.C.C#N.O=CO,15.0,14.0,14.0,13.0
C.C.C.N#COC=O,14.0,13.0,13.0,12.0
C.C.C.C.N.O=C=O,13.0,12.0,12.0,11.0
C.C.C.CN.O=C=O,14.0,13.0,13.0,12.0
C.C.C.C=N.O=C=O,15.0,14.0,14.0,13.0
C.C.C.C#N.O=C=O,16.0,15.0,15.0,14.0
C.C.C.C.CN.O.O,10.0,9.0,9.0,8.0
C.C.C.C.CN.OO,11.0,10.0,10.0,9.0
C.C.C.C.CN.O=O,12.0,11.0,11.0,10.0
C.C.C.C.CNO.O,11.0,10.0,10.0,9.0
C.C.C.C.CNOO,12.0,11.0,11.0,10.0
C.C.C.C.CN=O.O,12.0,11.0,11.0,10.0
C.C.C.C.CNO.O,11.0,10.0,10.0,9.0
C.C.C.C.CNOO,12.0,11.0,11.0,10.0
C.C.C.C.CN(O)O,12.0,11.0,11.0,10.0
C.C.C.C.Cn1oo1,13.0,12.0,12.0,11.0
C.C.C.C.CN=O.O,12.0,11.0,11.0,10.0
C.C.C.CN.CO.O,9.0,8.0,8.0,7.0
C.C.C.CN.COO,10.0,9.0,9.0,8.0
C.C.C.CNOC.O,10.0,9.0,9.0,8.0
C.C.C.CNO.CO,10.0,9.0,9.0,8.0
C.C.C.CNOOC,11.0,10.0,10.0,9.0
C.C.C.CON(C)O,11.0,10.0,10.0,9.0
C.C.C.CN=O.CO,11.0,10.0,10.0,9.0
C.C.C.C=O.CN.O,10.0,9.0,9.0,8.0
C.C.C.C=O.CNO,11.0,10.0,10.0,9.0
C.C.C.C=O.CN=O,12.0,11.0,11.0,10.0
C.C.C.CN.CO.O,9.0,8.0,8.0,7.0
C.C.C.CN.COO,10.0,9.0,9.0,8.0
C.C.C.CNO.CO,10.0,9.0,9.0,8.0
C.C.C.CNOOC,11.0,10.0,10.0,9.0
C.C.C.CN=O.CO,11.0,10.0,10.0,9.0
C.C.C.CNOC.O,10.0,9.0,9.0,8.0
C.C.C.CON(C)O,11.0,10.0,10.0,9.0
C.C.C.CN.OCO,8.0,7.0,7.0,6.0
C.C.C.C1OO1.CN,9.0,8.0,8.0,7.0
C.C.C.CNOCO,9.0,8.0,8.0,7.0
C.C.C.CNOCO,9.0,8.0,8.0,7.0
C.C.C.CN1OCO1,10.0,9.0,9.0,8.0
C.C.C.CN.O=CO,9.0,8.0,8.0,7.0
C.C.C.CNOC=O,10.0,9.0,9.0,8.0
C.C.C.C=O.CN.O,8.0,7.0,7.0,6.0
C.C.C.C=O.CNO,9.0,8.0,8.0,7.0
C.C.C.C=O.CN=O,10.0,9.0,9.0,8.0
C.C.C.CN.O=CO,7.0,6.0,6.0,5.0
C.C.C.CNOC=O,8.0,7.0,7.0,6.0
C.C.C.CN.O=C=O,8.0,7.0,7.0,6.0
C.C.C.CNC.O.O,11.0,10.0,10.0,9.0
C.C.C.CNC.OO,12.0,11.0,11.0,10.0
C.C.C.CNC.O=O,13.0,12.0,12.0,11.0
C.C.C.CN(C)O.O,12.0,11.0,11.0,10.0
C.C.C.CN(C)OO,13.0,12.0,12.0,11.0
C.C.C.CN(C)O.O,12.0,11.0,11.0,10.0
C.C.C.CN(C)OO,13.0,12.0,12.0,11.0
C.C.C.CNCO.O,10.0,9.0,9.0,8.0
C.C.C.CNCOO,11.0,10.0,10.0,9.0
C.C.C.CN1CO1.O,11.0,10.0,10.0,9.0
C.C.C.CN(O)CO,11.0,10.0,10.0,9.0
C.C.C.CN1COO1,12.0,11.0,11.0,10.0
C.C.C.CNC=O.O,11.0,10.0,10.0,9.0
C.C.C.CN(O)C=O,12.0,11.0,11.0,10.0
C.C.C.CNCO.O,10.0,9.0,9.0,8.0
C.C.C.CNCOO,11.0,10.0,10.0,9.0
C.C.C.CN(O)CO,11.0,10.0,10.0,9.0
C.C.C.CN1COO1,12.0,11.0,11.0,10.0
C.C.C.CN1CO1.O,11.0,10.0,10.0,9.0
C.C.C.CNC(O)O,9.0,8.0,8.0,7.0
C.C.C.CNC1OO1,10.0,9.0,9.0,8.0
C.C.C.CN1OC1O,10.0,9.0,9.0,8.0
C.C.C.CN1OC1O,10.0,9.0,9.0,8.0
C.C.C.CNC(=O)O,10.0,9.0,9.0,8.0
C.C.C.CN1OC1=O,11.0,10.0,10.0,9.0
C.C.C.CNC=O.O,9.0,8.0,8.0,7.0
C.C.C.CN(O)C=O,10.0,9.0,9.0,8.0
C.C.C.CNC(=O)O,8.0,7.0,7.0,6.0
C.C.C.CN1OC1=O,9.0,8.0,8.0,7.0
C.C.C.C=NC.O.O,12.0,11.0,11.0,10.0
C.C.C.C=NC.OO,13.0,12.0,12.0,11.0
C.C.C.C=NC.O=O,14.0,13.0,13.0,12.0
C.C.C.CN=CO.O,11.0,10.0,10.0,9.0
C.C.C.CN=COO,12.0,11.0,11.0,10.0
C.C.C.CN=C=O.O,12.0,11.0,11.0,10.0
C.C.C.CN=CO.O,11.0,10.0,10.0,9.0
C.C.C.CN=COO,12.0,11.0,11.0,10.0
C.C.C.CN=C(O)O,10.0,9.0,9.0,8.0
C.C.C.CN=C1OO1,11.0,10.0,10.0,9.0
C.C.C.CN=C=O.O,10.0,9.0,9.0,8.0
C.C.C.C.NCO.O,11.0,10.0,10.0,9.0
C.C.C.C.NCOO,12.0,11.0,11.0,10.0
C.C.C.C.C1NO1.O,12.0,11.0,11.0,10.0
C.C.C.C.OCNO,12.0,11.0,11.0,10.0
C.C.C.C.C1NOO1,13.0,12.0,12.0,11.0
C.C.C.C.ON1CO1,13.0,12.0,12.0,11.0
C.C.C.C.O=NCO,13.0,12.0,12.0,11.0
C.C.C.COCN.O,10.0,9.0,9.0,8.0
C.C.C.COCNO,11.0,10.0,10.0,9.0
C.C.C.COCN=O,12.0,11.0,11.0,10.0
C.C.C.CO.NCO,10.0,9.0,9.0,8.0
C.C.C.COOCN,11.0,10.0,10.0,9.0
C.C.C.C1NO1.CO,11.0,10.0,10.0,9.0
C.C.C.CONCO,11.0,10.0,10.0,9.0
C.C.C.CON1CO1,12.0,11.0,11.0,10.0
C.C.C.NCOCO,9.0,8.0,8.0,7.0
C.C.C.C1NOCO1,10.0,9.0,9.0,8.0
C.C.C.C=O.NCO,9.0,8.0,8.0,7.0
C.C.C.C1NO1.C=O,10.0,9.0,9.0,8.0
C.C.C.NCOC=O,8.0,7.0,7.0,6.0
C.C.C.CNCO.O,12.0,11.0,11.0,10.0
C.C.C.CNCOO,13.0,12.0,12.0,11.0
C.C.C.CN1CO1.O,13.0,12.0,12.0,11.0
C.C.C.CN(O)CO,13.0,12.0,12.0,11.0
C.C.C.CN1COO1,14.0,13.0,13.0,12.0
C.C.C.C1NCO1.O,11.0,10.0,10.0,9.0
C.C.C.ON1COC1,12.0,11.0,11.0,10.0
C.C.C.OCNCO,11.0,10.0,10.0,9.0
C.C.C.C1NCOO1,12.0,11.0,11.0,10.0
C.C.C.OCN1CO1,12.0,11.0,11.0,10.0
C.C.C.OCN1CO1,12.0,11.0,11.0,10.0
C.C.C.OC1NCO1,10.0,9.0,9.0,8.0
C.C.C.C1OC2ON12,11.0,10.0,10.0,9.0
C.C.C.O=CNCO,10.0,9.0,9.0,8.0
C.C.C.O=CN1CO1,11.0,10.0,10.0,9.0
C.C.C.O=C1NCO1,9.0,8.0,8.0,7.0
C.C.C.C=NCO.O,13.0,12.0,12.0,11.0
C.C.C.C=NCOO,14.0,13.0,13.0,12.0
C.C.C.C1=NCO1.O,12.0,11.0,11.0,10.0
C.C.C.OC=NCO,12.0,11.0,11.0,10.0
C.C.C.C1=NCOO1,13.0,12.0,12.0,11.0
C.C.C.OC1=NCO1,11.0,10.0,10.0,9.0
C.C.C.O=C=NCO,11.0,10.0,10.0,9.0
C.C.C.C.NC=O.O,12.0,11.0,11.0,10.0
C.C.C.C.O=CNO,13.0,12.0,12.0,11.0
C.C.C.C.O=CN=O,14.0,13.0,13.0,12.0
C.C.C.CO.NC=O,11.0,10.0,10.0,9.0
C.C.C.CONC=O,12.0,11.0,11.0,10.0
