smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3
C.COOCCCN,11.0,10.0,10.0,9.0
C.CONCCCO,11.0,10.0,10.0,9.0
C.C1CNOC1.CO,11.0,10.0,10.0,9.0
C.CON1CCCO1,12.0,11.0,11.0,10.0
C.C=O.NCCCO,11.0,10.0,10.0,9.0
C.C1CNOC1.C=O,12.0,11.0,11.0,10.0
C.COCCCN.O,10.0,9.0,9.0,8.0
C.COCCCNO,11.0,10.0,10.0,9.0
C.COCCCN=O,12.0,11.0,11.0,10.0
C.NCCCOCO,9.0,8.0,8.0,7.0
C.C1CNOCOC1,10.0,9.0,9.0,8.0
C.NCCCOC=O,10.0,9.0,9.0,8.0
C.CNCCCO.O,12.0,11.0,11.0,10.0
C.CNCCCOO,13.0,12.0,12.0,11.0
C.CN(O)CCCO,13.0,12.0,12.0,11.0
C.CN1CCCOO1,14.0,13.0,13.0,12.0
C.CN1CCCO1.O,13.0,12.0,12.0,11.0
C.OCCCNCO,11.0,10.0,10.0,9.0
C.C1CNCOOC1,12.0,11.0,11.0,10.0
C.OCCCN1CO1,12.0,11.0,11.0,10.0
C.OCN1CCCO1,12.0,11.0,11.0,10.0
C.O=CNCCCO,12.0,11.0,11.0,10.0
C.O=CN1CCCO1,13.0,12.0,12.0,11.0
C.C1CNCOC1.O,11.0,10.0,10.0,9.0
C.ON1CCCOC1,12.0,11.0,11.0,10.0
C.OC1NCCCO1,10.0,9.0,9.0,8.0
C.C1COC2ON2C1,11.0,10.0,10.0,9.0
C.O=C1NCCCO1,11.0,10.0,10.0,9.0
C.C=NCCCO.O,13.0,12.0,12.0,11.0
C.C=NCCCOO,14.0,13.0,13.0,12.0
C.OC=NCCCO,12.0,11.0,11.0,10.0
C.C1=NCCCOO1,13.0,12.0,12.0,11.0
C.O=C=NCCCO,13.0,12.0,12.0,11.0
C.C1=NCCCO1.O,12.0,11.0,11.0,10.0
C.OC1=NCCCO1,11.0,10.0,10.0,9.0
C.CO.NCCCO,12.0,11.0,11.0,10.0
C.COOCCCN,13.0,12.0,12.0,11.0
C.CONCCCO,13.0,12.0,12.0,11.0
C.C1CNOC1.CO,13.0,12.0,12.0,11.0
C.CON1CCCO1,14.0,13.0,13.0,12.0
COC.NCCCO,11.0,10.0,10.0,9.0
C1CNOC1.COC,12.0,11.0,11.0,10.0
CO.COCCCN,11.0,10.0,10.0,9.0
COCCCNOC,12.0,11.0,11.0,10.0
COCOCCCN,10.0,9.0,9.0,8.0
CNCCCO.CO,13.0,12.0,12.0,11.0
CNCCCOOC,14.0,13.0,13.0,12.0
CON(C)CCCO,14.0,13.0,13.0,12.0
CN1CCCO1.CO,14.0,13.0,13.0,12.0
COCNCCCO,12.0,11.0,11.0,10.0
COCN1CCCO1,13.0,12.0,12.0,11.0
C1CNCOC1.CO,12.0,11.0,11.0,10.0
CON1CCCOC1,13.0,12.0,12.0,11.0
COC1NCCCO1,11.0,10.0,10.0,9.0
C=NCCCO.CO,14.0,13.0,13.0,12.0
C=NCCCOOC,15.0,14.0,14.0,13.0
COC=NCCCO,13.0,12.0,12.0,11.0
C1=NCCCO1.CO,13.0,12.0,12.0,11.0
COC1=NCCCO1,12.0,11.0,11.0,10.0
C.C=O.NCCCO,13.0,12.0,12.0,11.0
C.C1CNOC1.C=O,14.0,13.0,13.0,12.0
C=O.COCCCN,12.0,11.0,11.0,10.0
C=O.CNCCCO,14.0,13.0,13.0,12.0
C=O.CN1CCCO1,15.0,14.0,14.0,13.0
C1CNCOC1.C=O,13.0,12.0,12.0,11.0
C=NCCCO.C=O,15.0,14.0,14.0,13.0
C1=NCCCO1.C=O,14.0,13.0,13.0,12.0
C.COCCCN.O,12.0,11.0,11.0,10.0
C.COCCCNO,13.0,12.0,12.0,11.0
C.COCCCN=O,14.0,13.0,13.0,12.0
CO.COCCCN,11.0,10.0,10.0,9.0
COCCCNOC,12.0,11.0,11.0,10.0
C=O.COCCCN,12.0,11.0,11.0,10.0
CNCCCOC.O,13.0,12.0,12.0,11.0
COCCCN(C)O,14.0,13.0,13.0,12.0
COCCCNCO,12.0,11.0,11.0,10.0
COCCCN1CO1,13.0,12.0,12.0,11.0
COCCCNC=O,13.0,12.0,12.0,11.0
C=NCCCOC.O,14.0,13.0,13.0,12.0
COCCCN=CO,13.0,12.0,12.0,11.0
COCCCN=C=O,14.0,13.0,13.0,12.0
C.NCCCOCO,13.0,12.0,12.0,11.0
C.C1CNOCOC1,14.0,13.0,13.0,12.0
COCOCCCN,12.0,11.0,11.0,10.0
CNCCCOCO,14.0,13.0,13.0,12.0
CN1CCCOCO1,15.0,14.0,14.0,13.0
C1CNCOCOC1,13.0,12.0,12.0,11.0
C=NCCCOCO,15.0,14.0,14.0,13.0
C1=NCCCOCO1,14.0,13.0,13.0,12.0
C.NCCCOC=O,14.0,13.0,13.0,12.0
CNCCCOC=O,15.0,14.0,14.0,13.0
C=NCCCOC=O,16.0,15.0,15.0,14.0
C.CNCCCO.O,12.0,11.0,11.0,10.0
C.CNCCCOO,13.0,12.0,12.0,11.0
C.CN(O)CCCO,13.0,12.0,12.0,11.0
C.CN1CCCOO1,14.0,13.0,13.0,12.0
C.CN1CCCO1.O,13.0,12.0,12.0,11.0
CNCCCO.CO,11.0,10.0,10.0,9.0
CNCCCOOC,12.0,11.0,11.0,10.0
CON(C)CCCO,12.0,11.0,11.0,10.0
CN1CCCO1.CO,12.0,11.0,11.0,10.0
C=O.CNCCCO,12.0,11.0,11.0,10.0
C=O.CN1CCCO1,13.0,12.0,12.0,11.0
CNCCCOC.O,11.0,10.0,10.0,9.0
COCCCN(C)O,12.0,11.0,11.0,10.0
CNCCCOCO,10.0,9.0,9.0,8.0
CN1CCCOCO1,11.0,10.0,10.0,9.0
CNCCCOC=O,11.0,10.0,10.0,9.0
CN(C)CCCO.O,13.0,12.0,12.0,11.0
CN(C)CCCOO,14.0,13.0,13.0,12.0
CN(CO)CCCO,12.0,11.0,11.0,10.0
CN1CCCOOC1,13.0,12.0,12.0,11.0
CN(C=O)CCCO,13.0,12.0,12.0,11.0
CN1CCCOC1.O,12.0,11.0,11.0,10.0
CN1CCCOC1O,11.0,10.0,10.0,9.0
CN1CCCOC1=O,12.0,11.0,11.0,10.0
C.OCCCNCO,13.0,12.0,12.0,11.0
C.C1CNCOOC1,14.0,13.0,13.0,12.0
C.OCCCN1CO1,14.0,13.0,13.0,12.0
C.OCN1CCCO1,14.0,13.0,13.0,12.0
COCNCCCO,12.0,11.0,11.0,10.0
COCN1CCCO1,13.0,12.0,12.0,11.0
COCCCNCO,12.0,11.0,11.0,10.0
COCCCN1CO1,13.0,12.0,12.0,11.0
C1CNCOCOC1,11.0,10.0,10.0,9.0
CN(CO)CCCO,14.0,13.0,13.0,12.0
CN1CCCOOC1,15.0,14.0,14.0,13.0
OCCCN1COC1,13.0,12.0,12.0,11.0
OCN1CCCOC1,13.0,12.0,12.0,11.0
C1COC2OCN2C1,12.0,11.0,11.0,10.0
C.O=CNCCCO,14.0,13.0,13.0,12.0
C.O=CN1CCCO1,15.0,14.0,14.0,13.0
COCCCNC=O,13.0,12.0,12.0,11.0
CN(C=O)CCCO,15.0,14.0,14.0,13.0
O=CN1CCCOC1,14.0,13.0,13.0,12.0
C.C1CNCOC1.O,13.0,12.0,12.0,11.0
C.ON1CCCOC1,14.0,13.0,13.0,12.0
C1CNCOC1.CO,12.0,11.0,11.0,10.0
CON1CCCOC1,13.0,12.0,12.0,11.0
C1CNCOC1.C=O,13.0,12.0,12.0,11.0
CN1CCCOC1.O,14.0,13.0,13.0,12.0
OCN1CCCOC1,13.0,12.0,12.0,11.0
O=CN1CCCOC1,14.0,13.0,13.0,12.0
C.OC1NCCCO1,14.0,13.0,13.0,12.0
C.C1COC2ON2C1,15.0,14.0,14.0,13.0
COC1NCCCO1,13.0,12.0,12.0,11.0
CN1CCCOC1O,15.0,14.0,14.0,13.0
C1COC2OCN2C1,14.0,13.0,13.0,12.0
C.O=C1NCCCO1,15.0,14.0,14.0,13.0
CN1CCCOC1=O,16.0,15.0,15.0,14.0
C.C=NCCCO.O,13.0,12.0,12.0,11.0
C.C=NCCCOO,14.0,13.0,13.0,12.0
C=NCCCO.CO,12.0,11.0,11.0,10.0
C=NCCCOOC,13.0,12.0,12.0,11.0
C=NCCCO.C=O,13.0,12.0,12.0,11.0
C=NCCCOC.O,12.0,11.0,11.0,10.0
C=NCCCOCO,11.0,10.0,10.0,9.0
C=NCCCOC=O,12.0,11.0,11.0,10.0
C.OC=NCCCO,14.0,13.0,13.0,12.0
C.C1=NCCCOO1,15.0,14.0,14.0,13.0
COC=NCCCO,13.0,12.0,12.0,11.0
COCCCN=CO,13.0,12.0,12.0,11.0
C1=NCCCOCO1,12.0,11.0,11.0,10.0
C.O=C=NCCCO,15.0,14.0,14.0,13.0
COCCCN=C=O,14.0,13.0,13.0,12.0
C.C1=NCCCO1.O,14.0,13.0,13.0,12.0
C1=NCCCO1.CO,13.0,12.0,12.0,11.0
C1=NCCCO1.C=O,14.0,13.0,13.0,12.0
C.OC1=NCCCO1,15.0,14.0,14.0,13.0
COC1=NCCCO1,14.0,13.0,13.0,12.0
CC.NCCCO.O,10.0,9.0,9.0,8.0
CC.NCCCOO,11.0,10.0,10.0,9.0
CC.OCCCNO,11.0,10.0,10.0,9.0
C1CNOOC1.CC,12.0,11.0,11.0,10.0
CC.O=NCCCO,12.0,11.0,11.0,10.0
C1CNOC1.CC.O,11.0,10.0,10.0,9.0
CC.ON1CCCO1,12.0,11.0,11.0,10.0
CCO.NCCCO,9.0,8.0,8.0,7.0
CCOOCCCN,10.0,9.0,9.0,8.0
CCONCCCO,10.0,9.0,9.0,8.0
C1CNOC1.CCO,10.0,9.0,9.0,8.0
CCON1CCCO1,11.0,10.0,10.0,9.0
CC=O.NCCCO,10.0,9.0,9.0,8.0
C1CNOC1.CC=O,11.0,10.0,10.0,9.0
CCOCCCN.O,9.0,8.0,8.0,7.0
CCOCCCNO,10.0,9.0,9.0,8.0
CCOCCCN=O,11.0,10.0,10.0,9.0
CC(O)OCCCN,8.0,7.0,7.0,6.0
CC1OCCCNO1,9.0,8.0,8.0,7.0
CC(=O)OCCCN,9.0,8.0,8.0,7.0
CCNCCCO.O,11.0,10.0,10.0,9.0
CCNCCCOO,12.0,11.0,11.0,10.0
CCN(O)CCCO,12.0,11.0,11.0,10.0
CCN1CCCOO1,13.0,12.0,12.0,11.0
CCN1CCCO1.O,12.0,11.0,11.0,10.0
CC(O)NCCCO,10.0,9.0,9.0,8.0
CC1NCCCOO1,11.0,10.0,10.0,9.0
CC1ON1CCCO,11.0,10.0,10.0,9.0
CC(O)N1CCCO1,11.0,10.0,10.0,9.0
CC(=O)NCCCO,11.0,10.0,10.0,9.0
CC(=O)N1CCCO1,12.0,11.0,11.0,10.0
CC1NCCCO1.O,10.0,9.0,9.0,8.0
CC1OCCCN1O,11.0,10.0,10.0,9.0
CC1(O)NCCCO1,9.0,8.0,8.0,7.0
CC12OCCCN1O2,10.0,9.0,9.0,8.0
CC=NCCCO.O,12.0,11.0,11.0,10.0
CC=NCCCOO,13.0,12.0,12.0,11.0
CC(O)=NCCCO,11.0,10.0,10.0,9.0
CC1=NCCCOO1,12.0,11.0,11.0,10.0
CC1=NCCCO1.O,11.0,10.0,10.0,9.0
CCO.NCCCO,11.0,10.0,10.0,9.0
CCOOCCCN,12.0,11.0,11.0,10.0
CCONCCCO,12.0,11.0,11.0,10.0
C1CNOC1.CCO,12.0,11.0,11.0,10.0
CCON1CCCO1,13.0,12.0,12.0,11.0
C1CO1.NCCCO,10.0,9.0,9.0,8.0
C1CNOC1.C1CO1,11.0,10.0,10.0,9.0
NCCCOCCO,10.0,9.0,9.0,8.0
C1CNOCCOC1,11.0,10.0,10.0,9.0
NCCCOC1CO1,9.0,8.0,8.0,7.0
OCCCNCCO,12.0,11.0,11.0,10.0
C1CNCCOOC1,13.0,12.0,12.0,11.0
OCCCN1CCO1,13.0,12.0,12.0,11.0
OCCN1CCCO1,13.0,12.0,12.0,11.0
OCCCNC1CO1,11.0,10.0,10.0,9.0
C1CON(C2CO2)C1,12.0,11.0,11.0,10.0
OCC1NCCCO1,11.0,10.0,10.0,9.0
C1COC2CON2C1,12.0,11.0,11.0,10.0
C1CNC2(CO2)OC1,10.0,9.0,9.0,8.0
OCC=NCCCO,13.0,12.0,12.0,11.0
C1=NCCCOOC1,14.0,13.0,13.0,12.0
OCCCN=C1CO1,12.0,11.0,11.0,10.0
OCC1=NCCCO1,12.0,11.0,11.0,10.0
CC=O.NCCCO,12.0,11.0,11.0,10.0
C1CNOC1.CC=O,13.0,12.0,12.0,11.0
NCCCOCC=O,11.0,10.0,10.0,9.0
O=CCNCCCO,13.0,12.0,12.0,11.0
O=CCN1CCCO1,14.0,13.0,13.0,12.0
O=CC1NCCCO1,12.0,11.0,11.0,10.0
O=CC=NCCCO,14.0,13.0,13.0,12.0
O=CC1=NCCCO1,13.0,12.0,12.0,11.0
CCOCCCN.O,11.0,10.0,10.0,9.0
CCOCCCNO,12.0,11.0,11.0,10.0
CCOCCCN=O,13.0,12.0,12.0,11.0
NCCCOCCO,10.0,9.0,9.0,8.0
C1CNOCCOC1,11.0,10.0,10.0,9.0
NCCCOCC=O,11.0,10.0,10.0,9.0
C1CNCCOC1.O,12.0,11.0,11.0,10.0
ON1CCCOCC1,13.0,12.0,12.0,11.0
OC1COCCCN1,11.0,10.0,10.0,9.0
C1COCC2ON2C1,12.0,11.0,11.0,10.0
O=C1COCCCN1,12.0,11.0,11.0,10.0
C1=NCCCOC1.O,13.0,12.0,12.0,11.0
OC1=NCCCOC1,12.0,11.0,11.0,10.0
CC(O)OCCCN,12.0,11.0,11.0,10.0
CC1OCCCNO1,13.0,12.0,12.0,11.0
NCCCOC1CO1,11.0,10.0,10.0,9.0
OC1CNCCCO1,13.0,12.0,12.0,11.0
C1COC2CN(C1)O2,14.0,13.0,13.0,12.0
C1CNC2OC2OC1,12.0,11.0,11.0,10.0
OC1C=NCCCO1,14.0,13.0,13.0,12.0
C1CN=C2OC2OC1,13.0,12.0,12.0,11.0
CC(=O)OCCCN,13.0,12.0,12.0,11.0
O=C1CNCCCO1,14.0,13.0,13.0,12.0
O=C1C=NCCCO1,15.0,14.0,14.0,13.0
CCNCCCO.O,11.0,10.0,10.0,9.0
CCNCCCOO,12.0,11.0,11.0,10.0
CCN(O)CCCO,12.0,11.0,11.0,10.0
CCN1CCCOO1,13.0,12.0,12.0,11.0
CCN1CCCO1.O,12.0,11.0,11.0,10.0
OCCCNCCO,10.0,9.0,9.0,8.0
C1CNCCOOC1,11.0,10.0,10.0,9.0
OCCCN1CCO1,11.0,10.0,10.0,9.0
OCCN1CCCO1,11.0,10.0,10.0,9.0
O=CCNCCCO,11.0,10.0,10.0,9.0
O=CCN1CCCO1,12.0,11.0,11.0,10.0
C1CNCCOC1.O,10.0,9.0,9.0,8.0
ON1CCCOCC1,11.0,10.0,10.0,9.0
OC1CNCCCO1,9.0,8.0,8.0,7.0
C1COC2CN(C1)O2,10.0,9.0,9.0,8.0
O=C1CNCCCO1,10.0,9.0,9.0,8.0
O.OCCCN1CC1,12.0,11.0,11.0,10.0
OOCCCN1CC1,13.0,12.0,12.0,11.0
OCCCN1CC1O,11.0,10.0,10.0,9.0
C1COOC2CN2C1,12.0,11.0,11.0,10.0
O=C1CN1CCCO,12.0,11.0,11.0,10.0
C1COC2CN2C1.O,11.0,10.0,10.0,9.0
OC12CN1CCCO2,10.0,9.0,9.0,8.0
CC(O)NCCCO,12.0,11.0,11.0,10.0
CC1NCCCOO1,13.0,12.0,12.0,11.0
CC1ON1CCCO,13.0,12.0,12.0,11.0
CC(O)N1CCCO1,13.0,12.0,12.0,11.0
OCCCNC1CO1,11.0,10.0,10.0,9.0
C1CON(C2CO2)C1,12.0,11.0,11.0,10.0
OC1COCCCN1,11.0,10.0,10.0,9.0
C1COCC2ON2C1,12.0,11.0,11.0,10.0
C1CNC2OC2OC1,10.0,9.0,9.0,8.0
OCCCN1CC1O,13.0,12.0,12.0,11.0
C1COOC2CN2C1,14.0,13.0,13.0,12.0
OCCCN1C2OC21,12.0,11.0,11.0,10.0
OC1C2OCCCN12,12.0,11.0,11.0,10.0
C1COC23OC2N3C1,11.0,10.0,10.0,9.0
CC(=O)NCCCO,13.0,12.0,12.0,11.0
CC(=O)N1CCCO1,14.0,13.0,13.0,12.0
O=C1COCCCN1,12.0,11.0,11.0,10.0
O=C1CN1CCCO,14.0,13.0,13.0,12.0
O=C1C2OCCCN12,13.0,12.0,12.0,11.0
CC1NCCCO1.O,12.0,11.0,11.0,10.0
CC1OCCCN1O,13.0,12.0,12.0,11.0
OCC1NCCCO1,11.0,10.0,10.0,9.0
C1COC2CON2C1,12.0,11.0,11.0,10.0
O=CC1NCCCO1,12.0,11.0,11.0,10.0
C1COC2CN2C1.O,13.0,12.0,12.0,11.0
OC1C2OCCCN12,12.0,11.0,11.0,10.0
O=C1C2OCCCN12,13.0,12.0,12.0,11.0
CC1(O)NCCCO1,13.0,12.0,12.0,11.0
CC12OCCCN1O2,14.0,13.0,13.0,12.0
C1CNC2(CO2)OC1,12.0,11.0,11.0,10.0
OC12CN1CCCO2,14.0,13.0,13.0,12.0
C1COC23OC2N3C1,13.0,12.0,12.0,11.0
CC=NCCCO.O,12.0,11.0,11.0,10.0
CC=NCCCOO,13.0,12.0,12.0,11.0
OCC=NCCCO,11.0,10.0,10.0,9.0
C1=NCCCOOC1,12.0,11.0,11.0,10.0
O=CC=NCCCO,12.0,11.0,11.0,10.0
C1=NCCCOC1.O,11.0,10.0,10.0,9.0
OC1C=NCCCO1,10.0,9.0,9.0,8.0
O=C1C=NCCCO1,11.0,10.0,10.0,9.0
CC(O)=NCCCO,13.0,12.0,12.0,11.0
CC1=NCCCOO1,14.0,13.0,13.0,12.0
OCCCN=C1CO1,12.0,11.0,11.0,10.0
OC1=NCCCOC1,12.0,11.0,11.0,10.0
C1CN=C2OC2OC1,11.0,10.0,10.0,9.0
CC1=NCCCO1.O,13.0,12.0,12.0,11.0
OCC1=NCCCO1,12.0,11.0,11.0,10.0
O=CC1=NCCCO1,13.0,12.0,12.0,11.0
C=C.NCCCO.O,11.0,10.0,10.0,9.0
C=C.NCCCOO,12.0,11.0,11.0,10.0
C=C.OCCCNO,12.0,11.0,11.0,10.0
C1CNOOC1.C=C,13.0,12.0,12.0,11.0
C=C.O=NCCCO,13.0,12.0,12.0,11.0
C1CNOC1.C=C.O,12.0,11.0,11.0,10.0
C=C.ON1CCCO1,13.0,12.0,12.0,11.0
C=CO.NCCCO,10.0,9.0,9.0,8.0
C=COOCCCN,11.0,10.0,10.0,9.0
C=CONCCCO,11.0,10.0,10.0,9.0
C1CNOC1.C=CO,11.0,10.0,10.0,9.0
C=CON1CCCO1,12.0,11.0,11.0,10.0
C=C=O.NCCCO,11.0,10.0,10.0,9.0
C1CNOC1.C=C=O,12.0,11.0,11.0,10.0
C=COCCCN.O,10.0,9.0,9.0,8.0
C=COCCCNO,11.0,10.0,10.0,9.0
C=COCCCN=O,12.0,11.0,11.0,10.0
C=C(O)OCCCN,9.0,8.0,8.0,7.0
C=C1OCCCNO1,10.0,9.0,9.0,8.0
C=CNCCCO.O,12.0,11.0,11.0,10.0
C=CNCCCOO,13.0,12.0,12.0,11.0
C=CN(O)CCCO,13.0,12.0,12.0,11.0
C=CN1CCCOO1,14.0,13.0,13.0,12.0
C=CN1CCCO1.O,13.0,12.0,12.0,11.0
C=C(O)NCCCO,11.0,10.0,10.0,9.0
C=C1NCCCOO1,12.0,11.0,11.0,10.0
C=C1ON1CCCO,12.0,11.0,11.0,10.0
C=C(O)N1CCCO1,12.0,11.0,11.0,10.0
C=C1NCCCO1.O,11.0,10.0,10.0,9.0
C=C1OCCCN1O,12.0,11.0,11.0,10.0
C=C=NCCCO.O,13.0,12.0,12.0,11.0
C=C=NCCCOO,14.0,13.0,13.0,12.0
C=CO.NCCCO,12.0,11.0,11.0,10.0
C=COOCCCN,13.0,12.0,12.0,11.0
C=CONCCCO,13.0,12.0,12.0,11.0
C1CNOC1.C=CO,13.0,12.0,12.0,11.0
C=CON1CCCO1,14.0,13.0,13.0,12.0
C1=CO1.NCCCO,11.0,10.0,10.0,9.0
C1=CO1.C1CNOC1,12.0,11.0,11.0,10.0
NCCCOC=CO,11.0,10.0,10.0,9.0
C1=CONCCCO1,12.0,11.0,11.0,10.0
NCCCOC1=CO1,10.0,9.0,9.0,8.0
OC=CNCCCO,13.0,12.0,12.0,11.0
C1=COOCCCN1,14.0,13.0,13.0,12.0
OCCCn1cco1,14.0,13.0,13.0,12.0
OC=CN1CCCO1,14.0,13.0,13.0,12.0
OCCCNC1=CO1,12.0,11.0,11.0,10.0
C1=C(N2CCCO2)O1,13.0,12.0,12.0,11.0
OC=C1NCCCO1,12.0,11.0,11.0,10.0
c1on2c1OCCC2,13.0,12.0,12.0,11.0
OC=C=NCCCO,14.0,13.0,13.0,12.0
C1=COOCCCN=1,15.0,14.0,14.0,13.0
C=C=O.NCCCO,13.0,12.0,12.0,11.0
C1CNOC1.C=C=O,14.0,13.0,13.0,12.0
NCCCOC=C=O,12.0,11.0,11.0,10.0
O=C=CNCCCO,14.0,13.0,13.0,12.0
O=C=CN1CCCO1,15.0,14.0,14.0,13.0
O=C=C1NCCCO1,13.0,12.0,12.0,11.0
O=C=C=NCCCO,15.0,14.0,14.0,13.0
C=COCCCN.O,12.0,11.0,11.0,10.0
C=COCCCNO,13.0,12.0,12.0,11.0
C=COCCCN=O,14.0,13.0,13.0,12.0
NCCCOC=CO,11.0,10.0,10.0,9.0
C1=CONCCCO1,12.0,11.0,11.0,10.0
NCCCOC=C=O,12.0,11.0,11.0,10.0
C1=COCCCN1.O,13.0,12.0,12.0,11.0
ON1C=COCCC1,14.0,13.0,13.0,12.0
OC1=COCCCN1,12.0,11.0,11.0,10.0
C1=C2ON2CCCO1,13.0,12.0,12.0,11.0
C1=COCCCN=1.O,14.0,13.0,13.0,12.0
C=C(O)OCCCN,13.0,12.0,12.0,11.0
C=C1OCCCNO1,14.0,13.0,13.0,12.0
NCCCOC1=CO1,12.0,11.0,11.0,10.0
OC1=CNCCCO1,14.0,13.0,13.0,12.0
c1c2on1CCCO2,15.0,14.0,14.0,13.0
C1CNC2=C(OC1)O2,13.0,12.0,12.0,11.0
OC1=C=NCCCO1,15.0,14.0,14.0,13.0
C=CNCCCO.O,12.0,11.0,11.0,10.0
C=CNCCCOO,13.0,12.0,12.0,11.0
C=CN(O)CCCO,13.0,12.0,12.0,11.0
C=CN1CCCOO1,14.0,13.0,13.0,12.0
C=CN1CCCO1.O,13.0,12.0,12.0,11.0
OC=CNCCCO,11.0,10.0,10.0,9.0
C1=COOCCCN1,12.0,11.0,11.0,10.0
OCCCn1cco1,12.0,11.0,11.0,10.0
OC=CN1CCCO1,12.0,11.0,11.0,10.0
O=C=CNCCCO,12.0,11.0,11.0,10.0
O=C=CN1CCCO1,13.0,12.0,12.0,11.0
C1=COCCCN1.O,11.0,10.0,10.0,9.0
ON1C=COCCC1,12.0,11.0,11.0,10.0
OC1=CNCCCO1,10.0,9.0,9.0,8.0
c1c2on1CCCO2,11.0,10.0,10.0,9.0
O.OCCCN1C=C1,13.0,12.0,12.0,11.0
OOCCCN1C=C1,14.0,13.0,13.0,12.0
OCCCN1C=C1O,12.0,11.0,11.0,10.0
C1=C2OOCCCN12,13.0,12.0,12.0,11.0
C1=C2OCCCN12.O,12.0,11.0,11.0,10.0
C=C(O)NCCCO,13.0,12.0,12.0,11.0
C=C1NCCCOO1,14.0,13.0,13.0,12.0
C=C1ON1CCCO,14.0,13.0,13.0,12.0
C=C(O)N1CCCO1,14.0,13.0,13.0,12.0
OCCCNC1=CO1,12.0,11.0,11.0,10.0
C1=C(N2CCCO2)O1,13.0,12.0,12.0,11.0
OC1=COCCCN1,12.0,11.0,11.0,10.0
C1=C2ON2CCCO1,13.0,12.0,12.0,11.0
C1CNC2=C(OC1)O2,11.0,10.0,10.0,9.0
OCCCN1C=C1O,14.0,13.0,13.0,12.0
C1=C2OOCCCN12,15.0,14.0,14.0,13.0
OCCCn1c2oc1=2,13.0,12.0,12.0,11.0
OC1=C2OCCCN12,13.0,12.0,12.0,11.0
C=C1NCCCO1.O,13.0,12.0,12.0,11.0
C=C1OCCCN1O,14.0,13.0,13.0,12.0
OC=C1NCCCO1,12.0,11.0,11.0,10.0
c1on2c1OCCC2,13.0,12.0,12.0,11.0
O=C=C1NCCCO1,13.0,12.0,12.0,11.0
C1=C2OCCCN12.O,14.0,13.0,13.0,12.0
OC1=C2OCCCN12,13.0,12.0,12.0,11.0
C=C=NCCCO.O,13.0,12.0,12.0,11.0
C=C=NCCCOO,14.0,13.0,13.0,12.0
OC=C=NCCCO,12.0,11.0,11.0,10.0
C1=COOCCCN=1,13.0,12.0,12.0,11.0
O=C=C=NCCCO,13.0,12.0,12.0,11.0
C1=COCCCN=1.O,12.0,11.0,11.0,10.0
OC1=C=NCCCO1,11.0,10.0,10.0,9.0
C#C.NCCCO.O,12.0,11.0,11.0,10.0
C#C.NCCCOO,13.0,12.0,12.0,11.0
C#C.OCCCNO,13.0,12.0,12.0,11.0
C#C.C1CNOOC1,14.0,13.0,13.0,12.0
C#C.O=NCCCO,14.0,13.0,13.0,12.0
C#C.C1CNOC1.O,13.0,12.0,12.0,11.0
C#C.ON1CCCO1,14.0,13.0,13.0,12.0
C#CO.NCCCO,11.0,10.0,10.0,9.0
C#COOCCCN,12.0,11.0,11.0,10.0
C#CONCCCO,12.0,11.0,11.0,10.0
C#CO.C1CNOC1,12.0,11.0,11.0,10.0
C#CON1CCCO1,13.0,12.0,12.0,11.0
