smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3
O=c1oc2c3n1CC23,11.0,10.0,12.0,11.0
CC1=C(O)C1CN.O,9.0,8.0,10.0,9.0
CC1=C(OO)C1CN,10.0,9.0,11.0,10.0
CC1=C(O)C1CNO,10.0,9.0,11.0,10.0
CC1=C2OONCC12,11.0,10.0,12.0,11.0
CC1=C(O)C1CN=O,11.0,10.0,12.0,11.0
CC1=C2ONCC12.O,10.0,9.0,11.0,10.0
CC1=C2ON(O)CC12,11.0,10.0,12.0,11.0
NCC1C(O)=C1CO,8.0,7.0,9.0,8.0
NCC1C2=C1OOC2,9.0,8.0,10.0,9.0
OC1=C2CONCC12,9.0,8.0,10.0,9.0
OCC1=C2ONCC12,9.0,8.0,10.0,9.0
C1ON2CC3C1=C3O2,10.0,9.0,11.0,10.0
NCC1C(O)=C1C=O,9.0,8.0,10.0,9.0
O=CC1=C2ONCC12,10.0,9.0,11.0,10.0
NCC1C2=C1OC2.O,8.0,7.0,9.0,8.0
ONCC1C2=C1OC2,9.0,8.0,10.0,9.0
O=NCC1C2=C1OC2,10.0,9.0,11.0,10.0
NCC1C2=C1C(O)O2,7.0,6.0,8.0,7.0
C1NOC2OC3=C2C13,8.0,7.0,9.0,8.0
NCC1C2=C1C(=O)O2,8.0,7.0,9.0,8.0
O.OC1=C2CNCC12,10.0,9.0,11.0,10.0
OOC1=C2CNCC21,11.0,10.0,12.0,11.0
OC1=C2CN(O)CC12,11.0,10.0,12.0,11.0
C1C2=C3OON1CC23,12.0,11.0,13.0,12.0
C1C2=C3ON1CC23.O,11.0,10.0,12.0,11.0
OC1=C2C(O)NCC12,9.0,8.0,10.0,9.0
C1NC2OOC3=C2C13,10.0,9.0,11.0,10.0
OC1=C2C1CN1OC21,10.0,9.0,11.0,10.0
OC1C2=C3ON1CC32,10.0,9.0,11.0,10.0
O=C1NCC2C(O)=C12,10.0,9.0,11.0,10.0
O=c1c2c3on1CC32,11.0,10.0,12.0,11.0
C1NC2OC3=C2C13.O,9.0,8.0,10.0,9.0
ON1CC2C3=C2C1O3,10.0,9.0,11.0,10.0
OC12NCC3C(=C31)O2,8.0,7.0,9.0,8.0
C1C2C3=C2C2(O3)ON12,9.0,8.0,10.0,9.0
O.OC1=C2C=NCC12,11.0,10.0,12.0,11.0
OOC1=C2C=NCC21,12.0,11.0,13.0,12.0
OC1=NCC2C(O)=C12,10.0,9.0,11.0,10.0
C1N=C2OOC3=C2C13,11.0,10.0,12.0,11.0
C1N=C2OC3=C2C13.O,10.0,9.0,11.0,10.0
C.C1=C2NCC12.O.O,10.0,9.0,11.0,10.0
C.C1=C2NCC12.OO,11.0,10.0,12.0,11.0
C.C1=C2NCC12.O=O,12.0,11.0,13.0,12.0
C.O.ON1CC2C=C21,11.0,10.0,12.0,11.0
C.OON1CC2C=C21,12.0,11.0,13.0,12.0
C.O.ON1CC2C=C21,11.0,10.0,12.0,11.0
C.OON1CC2C=C21,12.0,11.0,13.0,12.0
C1=C2NCC12.CO.O,9.0,8.0,10.0,9.0
C1=C2NCC12.COO,10.0,9.0,11.0,10.0
CON1CC2C=C21.O,10.0,9.0,11.0,10.0
CO.ON1CC2C=C21,10.0,9.0,11.0,10.0
COON1CC2C=C21,11.0,10.0,12.0,11.0
C1=C2NCC12.C=O.O,10.0,9.0,11.0,10.0
C=O.ON1CC2C=C21,11.0,10.0,12.0,11.0
C1=C2NCC12.CO.O,9.0,8.0,10.0,9.0
C1=C2NCC12.COO,10.0,9.0,11.0,10.0
CO.ON1CC2C=C21,10.0,9.0,11.0,10.0
COON1CC2C=C21,11.0,10.0,12.0,11.0
CON1CC2C=C21.O,10.0,9.0,11.0,10.0
C1=C2NCC12.OCO,8.0,7.0,9.0,8.0
C1=C2NCC12.C1OO1,9.0,8.0,10.0,9.0
OCON1CC2C=C21,9.0,8.0,10.0,9.0
OCON1CC2C=C21,9.0,8.0,10.0,9.0
C1=C2NCC12.O=CO,9.0,8.0,10.0,9.0
O=CON1CC2C=C21,10.0,9.0,11.0,10.0
C1=C2NCC12.C=O.O,8.0,7.0,9.0,8.0
C=O.ON1CC2C=C21,9.0,8.0,10.0,9.0
C1=C2NCC12.O=CO,7.0,6.0,8.0,7.0
O=CON1CC2C=C21,8.0,7.0,9.0,8.0
C1=C2NCC12.O=C=O,8.0,7.0,9.0,8.0
CN1CC2C=C21.O.O,11.0,10.0,12.0,11.0
CN1CC2C=C21.OO,12.0,11.0,13.0,12.0
CN1CC2C=C21.O=O,13.0,12.0,14.0,13.0
O.OCN1CC2C=C21,10.0,9.0,11.0,10.0
OOCN1CC2C=C21,11.0,10.0,12.0,11.0
O.O=CN1CC2C=C21,11.0,10.0,12.0,11.0
O.OCN1CC2C=C21,10.0,9.0,11.0,10.0
OOCN1CC2C=C21,11.0,10.0,12.0,11.0
OC(O)N1CC2C=C21,9.0,8.0,10.0,9.0
C1=C2C1CN2C1OO1,10.0,9.0,11.0,10.0
O=C(O)N1CC2C=C21,10.0,9.0,11.0,10.0
O.O=CN1CC2C=C21,9.0,8.0,10.0,9.0
O=C(O)N1CC2C=C21,8.0,7.0,9.0,8.0
C.O.OC1=C2NCC12,11.0,10.0,12.0,11.0
C.OOC1=C2NCC21,12.0,11.0,13.0,12.0
C.C1C2c3on1c32.O,12.0,11.0,13.0,12.0
C.OC1=C2C1CN2O,12.0,11.0,13.0,12.0
C.C1C2C3=C2N1OO3,13.0,12.0,14.0,13.0
COC1=C2NCC21.O,10.0,9.0,11.0,10.0
COC1=C2C1CN2O,11.0,10.0,12.0,11.0
CO.OC1=C2NCC12,10.0,9.0,11.0,10.0
COOC1=C2NCC21,11.0,10.0,12.0,11.0
C1C2c3on1c32.CO,11.0,10.0,12.0,11.0
CON1CC2C(O)=C21,11.0,10.0,12.0,11.0
OCOC1=C2NCC21,9.0,8.0,10.0,9.0
C1OC2=C3C2CN3O1,10.0,9.0,11.0,10.0
C=O.OC1=C2NCC12,9.0,8.0,10.0,9.0
C1C2c3on1c32.C=O,10.0,9.0,11.0,10.0
O=COC1=C2NCC21,8.0,7.0,9.0,8.0
CN1CC2C(O)=C21.O,12.0,11.0,13.0,12.0
CN1CC2C(OO)=C21,13.0,12.0,14.0,13.0
C1OC2=C3C2CN13.O,11.0,10.0,12.0,11.0
OCN1CC2C(O)=C21,11.0,10.0,12.0,11.0
C1OOC2=C3C2CN13,12.0,11.0,13.0,12.0
OC1OC2=C3C2CN31,10.0,9.0,11.0,10.0
O=CN1CC2C(O)=C21,10.0,9.0,11.0,10.0
O=c1oc2c3n1CC23,9.0,8.0,10.0,9.0
C.O.OC1=C2NCC12,11.0,10.0,12.0,11.0
C.OOC1=C2NCC21,12.0,11.0,13.0,12.0
C.OC1=C2C1CN2O,12.0,11.0,13.0,12.0
C.C1C2C3=C2N1OO3,13.0,12.0,14.0,13.0
C.C1C2c3on1c32.O,12.0,11.0,13.0,12.0
CO.OC1=C2NCC12,10.0,9.0,11.0,10.0
COOC1=C2NCC21,11.0,10.0,12.0,11.0
CON1CC2C(O)=C21,11.0,10.0,12.0,11.0
C1C2c3on1c32.CO,11.0,10.0,12.0,11.0
C=O.OC1=C2NCC12,11.0,10.0,12.0,11.0
C1C2c3on1c32.C=O,12.0,11.0,13.0,12.0
COC1=C2NCC21.O,10.0,9.0,11.0,10.0
COC1=C2C1CN2O,11.0,10.0,12.0,11.0
OCOC1=C2NCC21,9.0,8.0,10.0,9.0
C1OC2=C3C2CN3O1,10.0,9.0,11.0,10.0
O=COC1=C2NCC21,10.0,9.0,11.0,10.0
CN1CC2C(O)=C21.O,12.0,11.0,13.0,12.0
CN1CC2C(OO)=C21,13.0,12.0,14.0,13.0
OCN1CC2C(O)=C21,11.0,10.0,12.0,11.0
C1OOC2=C3C2CN13,12.0,11.0,13.0,12.0
O=CN1CC2C(O)=C21,12.0,11.0,13.0,12.0
C1OC2=C3C2CN13.O,11.0,10.0,12.0,11.0
OC1OC2=C3C2CN31,10.0,9.0,11.0,10.0
O=c1oc2c3n1CC23,11.0,10.0,12.0,11.0
C.C1C2C3=C2N13.O.O,11.0,10.0,12.0,11.0
C.C1C2C3=C2N13.OO,12.0,11.0,13.0,12.0
C.C1C2C3=C2N13.O=O,13.0,12.0,14.0,13.0
C1C2C3=C2N13.CO.O,10.0,9.0,11.0,10.0
C1C2C3=C2N13.COO,11.0,10.0,12.0,11.0
C1C2C3=C2N13.C=O.O,11.0,10.0,12.0,11.0
C1C2C3=C2N13.CO.O,10.0,9.0,11.0,10.0
C1C2C3=C2N13.COO,11.0,10.0,12.0,11.0
C1C2C3=C2N13.OCO,9.0,8.0,10.0,9.0
C1C2C3=C2N13.C1OO1,10.0,9.0,11.0,10.0
C1C2C3=C2N13.O=CO,10.0,9.0,11.0,10.0
C1C2C3=C2N13.C=O.O,9.0,8.0,10.0,9.0
C1C2C3=C2N13.O=CO,8.0,7.0,9.0,8.0
C1C2C3=C2N13.O=C=O,9.0,8.0,10.0,9.0
CC1=C2NCC12.O.O,9.0,8.0,10.0,9.0
CC1=C2NCC12.OO,10.0,9.0,11.0,10.0
CC1=C2NCC12.O=O,11.0,10.0,12.0,11.0
CC1=C2C1CN2O.O,10.0,9.0,11.0,10.0
CC1=C2C1CN2OO,11.0,10.0,12.0,11.0
CC1=C2C1CN2O.O,10.0,9.0,11.0,10.0
CC1=C2C1CN2OO,11.0,10.0,12.0,11.0
O.OCC1=C2NCC12,8.0,7.0,9.0,8.0
OOCC1=C2NCC12,9.0,8.0,10.0,9.0
C1ON2CC3C1=C32.O,9.0,8.0,10.0,9.0
OCC1=C2C1CN2O,9.0,8.0,10.0,9.0
C1OON2CC3C1=C32,10.0,9.0,11.0,10.0
O.O=CC1=C2NCC12,9.0,8.0,10.0,9.0
O=CC1=C2C1CN2O,10.0,9.0,11.0,10.0
O.OCC1=C2NCC12,8.0,7.0,9.0,8.0
OOCC1=C2NCC12,9.0,8.0,10.0,9.0
OCC1=C2C1CN2O,9.0,8.0,10.0,9.0
C1OON2CC3C1=C32,10.0,9.0,11.0,10.0
C1ON2CC3C1=C32.O,9.0,8.0,10.0,9.0
OC(O)C1=C2NCC21,7.0,6.0,8.0,7.0
C1NC2=C(C3OO3)C12,8.0,7.0,9.0,8.0
OC1ON2CC3C1=C32,8.0,7.0,9.0,8.0
OC1ON2CC3C1=C32,8.0,7.0,9.0,8.0
O=C(O)C1=C2NCC21,8.0,7.0,9.0,8.0
O=c1on2c3c1C3C2,9.0,8.0,10.0,9.0
O.O=CC1=C2NCC12,7.0,6.0,8.0,7.0
O=CC1=C2C1CN2O,8.0,7.0,9.0,8.0
O=C(O)C1=C2NCC21,6.0,5.0,7.0,6.0
O=c1on2c3c1C3C2,7.0,6.0,8.0,7.0
C1C2=C3C2CN13.O.O,10.0,9.0,11.0,10.0
C1C2=C3C2CN13.OO,11.0,10.0,12.0,11.0
C1C2=C3C2CN13.O=O,12.0,11.0,13.0,12.0
O.OC1C2=C3C2CN31,9.0,8.0,10.0,9.0
OOC1C2=C3C2CN31,10.0,9.0,11.0,10.0
O.O=C1C2=C3C2CN13,10.0,9.0,11.0,10.0
O.OC1C2=C3C2CN31,9.0,8.0,10.0,9.0
OOC1C2=C3C2CN31,10.0,9.0,11.0,10.0
OC1(O)C2=C3C2CN31,8.0,7.0,9.0,8.0
C1C2C3=C2C2(OO2)N13,9.0,8.0,10.0,9.0
O.O=C1C2=C3C2CN13,8.0,7.0,9.0,8.0
CC1=CC1CN.O.O,10.0,9.0,11.0,10.0
CC1=CC1CN.OO,11.0,10.0,12.0,11.0
CC1=CC1CN.O=O,12.0,11.0,13.0,12.0
CC1=CC1CNO.O,11.0,10.0,12.0,11.0
CC1=CC1CNOO,12.0,11.0,13.0,12.0
CC1=CC1CN=O.O,12.0,11.0,13.0,12.0
CC1=CC1CNO.O,11.0,10.0,12.0,11.0
CC1=CC1CNOO,12.0,11.0,13.0,12.0
CC1=CC1CN(O)O,12.0,11.0,13.0,12.0
CC1=CC1Cn1oo1,13.0,12.0,14.0,13.0
CC1=CC1CN=O.O,12.0,11.0,13.0,12.0
NCC1C=C1CO.O,9.0,8.0,10.0,9.0
NCC1C=C1COO,10.0,9.0,11.0,10.0
C1=C2CONCC12.O,10.0,9.0,11.0,10.0
OCC1=CC1CNO,10.0,9.0,11.0,10.0
C1=C2COONCC12,11.0,10.0,12.0,11.0
ON1CC2C=C2CO1,11.0,10.0,12.0,11.0
O=NCC1C=C1CO,11.0,10.0,12.0,11.0
NCC1C=C1C=O.O,10.0,9.0,11.0,10.0
O=CC1=CC1CNO,11.0,10.0,12.0,11.0
O=CC1=CC1CN=O,12.0,11.0,13.0,12.0
NCC1C=C1CO.O,9.0,8.0,10.0,9.0
NCC1C=C1COO,10.0,9.0,11.0,10.0
OCC1=CC1CNO,10.0,9.0,11.0,10.0
C1=C2COONCC12,11.0,10.0,12.0,11.0
O=NCC1C=C1CO,11.0,10.0,12.0,11.0
C1=C2CONCC12.O,10.0,9.0,11.0,10.0
ON1CC2C=C2CO1,11.0,10.0,12.0,11.0
NCC1C=C1C(O)O,8.0,7.0,9.0,8.0
NCC1C=C1C1OO1,9.0,8.0,10.0,9.0
OC1ONCC2C=C21,9.0,8.0,10.0,9.0
OC1ONCC2C=C21,9.0,8.0,10.0,9.0
C1=C2C1CN1OC2O1,10.0,9.0,11.0,10.0
NCC1C=C1C(=O)O,9.0,8.0,10.0,9.0
O=C1ONCC2C=C12,10.0,9.0,11.0,10.0
