,smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3,min_dist_all,local_index
0,C.CCNC=C(O)O,8.0,7.0,7.0,6.0,6.0,55
1,C.CCNC=C=O.O,8.0,7.0,7.0,6.0,6.0,59
2,C.C.NCCOCO,8.0,7.0,7.0,6.0,6.0,226
3,C.C.C=O.NCCO,8.0,7.0,7.0,6.0,6.0,228
4,C.C.NCCOC=O,7.0,6.0,6.0,5.0,5.0,230
5,C.C.O=C1NCCO1,8.0,7.0,7.0,6.0,6.0,246
6,C.CNCCOC=O,8.0,7.0,7.0,6.0,6.0,326
7,C.CCOCCN.O,8.0,7.0,7.0,6.0,6.0,396
8,C.CCO.NCCO,8.0,7.0,7.0,6.0,6.0,399
9,C.CC(O)OCCN,7.0,6.0,6.0,5.0,5.0,404
10,C.CC1OCCNO1,8.0,7.0,7.0,6.0,6.0,405
11,C.CC=O.NCCO,7.0,6.0,6.0,5.0,5.0,406
12,C.C1CON1.CC=O,8.0,7.0,7.0,6.0,6.0,407
13,C.CC(=O)OCCN,6.0,5.0,5.0,4.0,4.0,408
14,C.CC1(O)NCCO1,8.0,7.0,7.0,6.0,6.0,420
15,C.CC(=O)NCCO,8.0,7.0,7.0,6.0,6.0,422
16,C.NCCOCC=O,8.0,7.0,7.0,6.0,6.0,434
17,C.NCCOC1CO1,8.0,7.0,7.0,6.0,6.0,451
18,C.OC1CNCCO1,8.0,7.0,7.0,6.0,6.0,495
19,C.O=CCNCCO,8.0,7.0,7.0,6.0,6.0,497
20,C.O=C1CNCCO1,7.0,6.0,6.0,5.0,5.0,499
21,C.O=C1C=NCCO1,8.0,7.0,7.0,6.0,6.0,546
22,C.C=C(O)OCCN,8.0,7.0,7.0,6.0,6.0,570
23,C.C=C=O.NCCO,8.0,7.0,7.0,6.0,6.0,572
24,C.CC=O.NCC=O,8.0,7.0,7.0,6.0,6.0,783
25,C.C.NCCOCO,8.0,7.0,7.0,6.0,6.0,892
26,C.CCO.NCCO,8.0,7.0,7.0,6.0,6.0,1060
27,C.CCOCCN.O,8.0,7.0,7.0,6.0,6.0,1067
28,C.CC(O)OCCN,7.0,6.0,6.0,5.0,5.0,1070
29,C.CC1OCCNO1,8.0,7.0,7.0,6.0,6.0,1071
30,C.CC(=O)OCCN,8.0,7.0,7.0,6.0,6.0,1072
31,C.CC1(O)NCCO1,8.0,7.0,7.0,6.0,6.0,1086
32,C.NCCOC1CO1,8.0,7.0,7.0,6.0,6.0,1102
33,C.OC1CNCCO1,8.0,7.0,7.0,6.0,6.0,1161
34,C.C=C(O)OCCN,8.0,7.0,7.0,6.0,6.0,1236
35,C.CC1OC(CN)O1,8.0,7.0,7.0,6.0,6.0,1484
36,C.C.C1CN1.OCO,8.0,7.0,7.0,6.0,6.0,1956
37,C.C.C1CN1.C=O.O,8.0,7.0,7.0,6.0,6.0,1962
38,C.C.C1CN1.O=CO,7.0,6.0,6.0,5.0,5.0,1964
39,C.C.O=CON1CC1,8.0,7.0,7.0,6.0,6.0,1965
40,C.C.C1CN1.O=C=O,8.0,7.0,7.0,6.0,6.0,1966
41,C.C.O=C(O)N1CC1,8.0,7.0,7.0,6.0,6.0,1979
42,C.C1CN1.COC=O,8.0,7.0,7.0,6.0,6.0,1995
43,C.CN1CC1.O=CO,8.0,7.0,7.0,6.0,6.0,2082
44,C.C1CN1.CCO.O,8.0,7.0,7.0,6.0,6.0,2122
45,C.C1CN1.CCO.O,8.0,7.0,7.0,6.0,6.0,2129
46,C.C1CN1.CC(O)O,7.0,6.0,6.0,5.0,5.0,2134
47,C.C1CN1.CC1OO1,8.0,7.0,7.0,6.0,6.0,2135
48,C.CC(O)ON1CC1,8.0,7.0,7.0,6.0,6.0,2136
49,C.CC(O)ON1CC1,8.0,7.0,7.0,6.0,6.0,2137
50,C.C1CN1.CC(=O)O,8.0,7.0,7.0,6.0,6.0,2138
51,C.C1CN1.CC=O.O,7.0,6.0,6.0,5.0,5.0,2140
52,C.CC=O.ON1CC1,8.0,7.0,7.0,6.0,6.0,2141
53,C.C1CN1.CC(=O)O,6.0,5.0,5.0,4.0,4.0,2142
54,C.CC(=O)ON1CC1,7.0,6.0,6.0,5.0,5.0,2143
55,C.CC(O)(O)N1CC1,8.0,7.0,7.0,6.0,6.0,2152
56,C.CC(=O)N1CC1.O,8.0,7.0,7.0,6.0,6.0,2154
57,C.C1CN1.OC1CO1,8.0,7.0,7.0,6.0,6.0,2166
58,C.C1CN1.O=CCO,8.0,7.0,7.0,6.0,6.0,2168
59,C.C1CN1.O=C1CO1,7.0,6.0,6.0,5.0,5.0,2170
60,C.C1CN1.OC1CO1,8.0,7.0,7.0,6.0,6.0,2199
61,C.OC(O)CN1CC1,8.0,7.0,7.0,6.0,6.0,2249
62,C.O.O=CCN1CC1,8.0,7.0,7.0,6.0,6.0,2252
63,C.O=C(O)CN1CC1,7.0,6.0,6.0,5.0,5.0,2253
64,C.O=C1OC1N1CC1,8.0,7.0,7.0,6.0,6.0,2261
65,C.C1CN1.C=C(O)O,8.0,7.0,7.0,6.0,6.0,2300
66,C.C1CN1.C=C=O.O,8.0,7.0,7.0,6.0,6.0,2304
