,smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3,min_dist_all,local_index
0,CC(O)OCCCN,8.0,7.0,7.0,6.0,6.0,221
1,C.C1CNC1.O=CO,8.0,7.0,7.0,6.0,6.0,1115
2,C1CNC1.CC(O)O,8.0,7.0,7.0,6.0,6.0,1285
3,C1CNC1.CC=O.O,8.0,7.0,7.0,6.0,6.0,1291
4,C1CNC1.CC(=O)O,7.0,6.0,6.0,5.0,5.0,1293
5,CC(=O)ON1CCC1,8.0,7.0,7.0,6.0,6.0,1294
6,C1CNC1.O=C1CO1,8.0,7.0,7.0,6.0,6.0,1321
7,O=C(O)CN1CCC1,8.0,7.0,7.0,6.0,6.0,1404
8,CC(=O)OC1CCN1,8.0,7.0,7.0,6.0,6.0,1703
9,C1=NCC1.CC(=O)O,8.0,7.0,7.0,6.0,6.0,2447
10,C.NCCCC(=O)O,8.0,7.0,7.0,6.0,6.0,2714
11,CC(O)(O)CCCN,8.0,7.0,7.0,6.0,6.0,3090
12,CC(=O)CCCN.O,8.0,7.0,7.0,6.0,6.0,3095
13,CCCCN.CO.O,8.0,7.0,7.0,6.0,6.0,7495
14,CCCCN.CO.O,8.0,7.0,7.0,6.0,6.0,7505
15,CCCCN.OCO,7.0,6.0,6.0,5.0,5.0,7512
16,C1OO1.CCCCN,8.0,7.0,7.0,6.0,6.0,7513
17,CCCCNOCO,8.0,7.0,7.0,6.0,6.0,7514
18,CCCCNOCO,8.0,7.0,7.0,6.0,6.0,7515
19,CCCCN.O=CO,8.0,7.0,7.0,6.0,6.0,7517
20,C=O.CCCCN.O,7.0,6.0,6.0,5.0,5.0,7519
21,C=O.CCCCNO,8.0,7.0,7.0,6.0,6.0,7520
22,CCCCN.O=CO,6.0,5.0,5.0,4.0,4.0,7522
23,CCCCNOC=O,7.0,6.0,6.0,5.0,5.0,7523
24,CCCCN.O=C=O,7.0,6.0,6.0,5.0,5.0,7524
25,CCCCNC(O)O,8.0,7.0,7.0,6.0,6.0,7544
26,CCCCNC=O.O,8.0,7.0,7.0,6.0,6.0,7550
27,CCCCNC(=O)O,7.0,6.0,6.0,5.0,5.0,7552
28,CCCCN1OC1=O,8.0,7.0,7.0,6.0,6.0,7553
29,NCCCCOCO,8.0,7.0,7.0,6.0,6.0,7580
30,C=O.NCCCCO,8.0,7.0,7.0,6.0,6.0,7582
31,NCCCCOC=O,7.0,6.0,6.0,5.0,5.0,7584
32,O=C1NCCCCO1,8.0,7.0,7.0,6.0,6.0,7600
33,NCCCCOCO,8.0,7.0,7.0,6.0,6.0,7639
34,C1CCNC1.OCO,8.0,7.0,7.0,6.0,6.0,7738
35,C1CCNC1.C=O.O,8.0,7.0,7.0,6.0,6.0,7744
36,C1CCNC1.O=CO,7.0,6.0,6.0,5.0,5.0,7746
37,O=CON1CCCC1,8.0,7.0,7.0,6.0,6.0,7747
38,C1CCNC1.O=C=O,8.0,7.0,7.0,6.0,6.0,7748
39,O=C(O)N1CCCC1,8.0,7.0,7.0,6.0,6.0,7761
40,O=COC1CCCN1,8.0,7.0,7.0,6.0,6.0,7777
41,C1=NCCC1.O=CO,8.0,7.0,7.0,6.0,6.0,7852
42,CCCCCN.O.O,8.0,7.0,7.0,6.0,6.0,7870
43,NCCCCCO.O,7.0,6.0,6.0,5.0,5.0,7881
44,NCCCCCOO,8.0,7.0,7.0,6.0,6.0,7882
45,C1CCNOCC1.O,8.0,7.0,7.0,6.0,6.0,7883
46,OCCCCCNO,8.0,7.0,7.0,6.0,6.0,7884
47,NCCCCC=O.O,8.0,7.0,7.0,6.0,6.0,7888
48,NCCCCCO.O,7.0,6.0,6.0,5.0,5.0,7891
49,NCCCCCOO,8.0,7.0,7.0,6.0,6.0,7892
50,OCCCCCNO,8.0,7.0,7.0,6.0,6.0,7893
51,C1CCNOCC1.O,8.0,7.0,7.0,6.0,6.0,7896
52,NCCCCC(O)O,6.0,5.0,5.0,4.0,4.0,7898
53,NCCCCC1OO1,7.0,6.0,6.0,5.0,5.0,7899
54,OC1CCCCNO1,7.0,6.0,6.0,5.0,5.0,7900
55,OC1CCCCNO1,7.0,6.0,6.0,5.0,5.0,7901
56,C1CCN2OC(C1)O2,8.0,7.0,7.0,6.0,6.0,7902
57,NCCCCC(=O)O,7.0,6.0,6.0,5.0,5.0,7903
58,O=C1CCCCNO1,8.0,7.0,7.0,6.0,6.0,7904
59,NCCCCC=O.O,6.0,5.0,5.0,4.0,4.0,7905
60,O=CCCCCNO,7.0,6.0,6.0,5.0,5.0,7906
61,O=CCCCCN=O,8.0,7.0,7.0,6.0,6.0,7907
62,NCCCCC(=O)O,5.0,4.0,4.0,3.0,3.0,7908
63,O=C1CCCCNO1,6.0,5.0,5.0,4.0,4.0,7909
64,O.OC1CCCCN1,8.0,7.0,7.0,6.0,6.0,7917
65,O.OC1CCCCN1,8.0,7.0,7.0,6.0,6.0,7924
66,OC1(O)CCCCN1,7.0,6.0,6.0,5.0,5.0,7929
67,C1CCC2(NC1)OO2,8.0,7.0,7.0,6.0,6.0,7930
68,OC12CCCCN1O2,8.0,7.0,7.0,6.0,6.0,7931
69,OC12CCCCN1O2,8.0,7.0,7.0,6.0,6.0,7932
70,O.O=C1CCCCN1,7.0,6.0,6.0,5.0,5.0,7933
71,O=C1CCCCN1O,8.0,7.0,7.0,6.0,6.0,7934
72,NCCCC1CO1.O,8.0,7.0,7.0,6.0,6.0,7949
73,NCCCC(O)CO,8.0,7.0,7.0,6.0,6.0,7952
74,NCCCC1OC1O,7.0,6.0,6.0,5.0,5.0,7957
75,C1CNOC2OC2C1,8.0,7.0,7.0,6.0,6.0,7958
76,NCCCC(O)C=O,7.0,6.0,6.0,5.0,5.0,7959
77,O=CC1CCCNO1,8.0,7.0,7.0,6.0,6.0,7960
78,NCCCC1OC1=O,6.0,5.0,5.0,4.0,4.0,7961
79,OC12NCCCC1O2,8.0,7.0,7.0,6.0,6.0,7973
80,O=C1NCCCC1O,8.0,7.0,7.0,6.0,6.0,7975
81,NCCCC(=O)C=O,8.0,7.0,7.0,6.0,6.0,7987
82,NCCCC(O)CO,8.0,7.0,7.0,6.0,6.0,8002
83,NCCCC1CO1.O,8.0,7.0,7.0,6.0,6.0,8009
84,NCCCC1OC1O,7.0,6.0,6.0,5.0,5.0,8012
85,C1CNOC2OC2C1,8.0,7.0,7.0,6.0,6.0,8013
86,NCCCC1OC1=O,8.0,7.0,7.0,6.0,6.0,8014
87,OC12NCCCC1O2,8.0,7.0,7.0,6.0,6.0,8028
88,NCCCC12OC1O2,8.0,7.0,7.0,6.0,6.0,8044
89,O.OCC1CCCN1,8.0,7.0,7.0,6.0,6.0,8078
90,O.OCC1CCCN1,8.0,7.0,7.0,6.0,6.0,8085
91,OC(O)C1CCCN1,7.0,6.0,6.0,5.0,5.0,8090
92,C1CNC(C2OO2)C1,8.0,7.0,7.0,6.0,6.0,8091
93,OC1ON2CCCC12,8.0,7.0,7.0,6.0,6.0,8092
94,OC1ON2CCCC12,8.0,7.0,7.0,6.0,6.0,8093
95,O=C(O)C1CCCN1,8.0,7.0,7.0,6.0,6.0,8094
96,O.O=CC1CCCN1,7.0,6.0,6.0,5.0,5.0,8096
97,O=CC1CCCN1O,8.0,7.0,7.0,6.0,6.0,8097
98,O=C(O)C1CCCN1,6.0,5.0,5.0,4.0,4.0,8098
