,smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3,min_dist_all,local_index
0,CC12NCCC1(O)O2,8.0,7.0,7.0,6.0,6.0,14
1,CC1(O)NCCC1=O,8.0,7.0,7.0,6.0,6.0,16
2,CC12NCCC1(O)O2,8.0,7.0,7.0,6.0,6.0,36
3,CC1=NCCC1(O)O,8.0,7.0,7.0,6.0,6.0,51
4,CC1=NCCC1=O.O,8.0,7.0,7.0,6.0,6.0,53
5,CC=C(O)CCN.O,8.0,7.0,7.0,6.0,6.0,65
6,CC=C(O)CCN.O,8.0,7.0,7.0,6.0,6.0,72
7,CCOC(O)CCN,8.0,7.0,7.0,6.0,6.0,172
8,CCO.NCCC=O,8.0,7.0,7.0,6.0,6.0,174
9,CCOC(=O)CCN,7.0,6.0,6.0,5.0,5.0,176
10,O=C1CCNCCO1,8.0,7.0,7.0,6.0,6.0,267
11,NCCC1CCO1.O,8.0,7.0,7.0,6.0,6.0,330
12,NCCC(O)CCO,8.0,7.0,7.0,6.0,6.0,333
13,NCCC1(O)CCO1,7.0,6.0,6.0,5.0,5.0,338
14,C1CC2(CCO2)ON1,8.0,7.0,7.0,6.0,6.0,339
15,NCCC(=O)CCO,7.0,6.0,6.0,5.0,5.0,340
16,O=C1CCNOCC1,8.0,7.0,7.0,6.0,6.0,341
17,NCCC(=O)C1CO1,8.0,7.0,7.0,6.0,6.0,360
18,NCCC12OCC1O2,8.0,7.0,7.0,6.0,6.0,375
19,OC12CCNC1CO2,8.0,7.0,7.0,6.0,6.0,411
20,O=C1CCNC1CO,8.0,7.0,7.0,6.0,6.0,413
21,NCCC(=O)CC=O,8.0,7.0,7.0,6.0,6.0,556
22,CCOC(O)CCN,8.0,7.0,7.0,6.0,6.0,624
23,NCCC(O)CCO,8.0,7.0,7.0,6.0,6.0,780
24,NCCC1CCO1.O,8.0,7.0,7.0,6.0,6.0,787
25,NCCC1(O)CCO1,7.0,6.0,6.0,5.0,5.0,790
26,C1CC2(CCO2)ON1,8.0,7.0,7.0,6.0,6.0,791
27,NCCC12OCC1O2,8.0,7.0,7.0,6.0,6.0,814
28,OC12CCNC1CO2,8.0,7.0,7.0,6.0,6.0,863
29,NCCC12CC(O1)O2,8.0,7.0,7.0,6.0,6.0,1043
30,CCNCCC(O)O,8.0,7.0,7.0,6.0,6.0,1362
31,CCNCCC=O.O,8.0,7.0,7.0,6.0,6.0,1368
32,CCNCCC(=O)O,7.0,6.0,6.0,5.0,5.0,1370
33,CCN1CCC(=O)O1,8.0,7.0,7.0,6.0,6.0,1371
34,O=C1CCNCCO1,8.0,7.0,7.0,6.0,6.0,1398
35,O=C(O)CCN1CC1,8.0,7.0,7.0,6.0,6.0,1481
36,O.OC1CCNCC1,8.0,7.0,7.0,6.0,6.0,1516
37,O.OC1CCNCC1,8.0,7.0,7.0,6.0,6.0,1523
38,OC1(O)CCNCC1,7.0,6.0,6.0,5.0,5.0,1528
39,C1CC2(CCN1)OO2,8.0,7.0,7.0,6.0,6.0,1529
40,OC12CCN(CC1)O2,8.0,7.0,7.0,6.0,6.0,1530
41,OC12CCN(CC1)O2,8.0,7.0,7.0,6.0,6.0,1531
42,O.O=C1CCNCC1,7.0,6.0,6.0,5.0,5.0,1532
43,O=C1CCN(O)CC1,8.0,7.0,7.0,6.0,6.0,1533
44,OC12CCNCC1O2,8.0,7.0,7.0,6.0,6.0,1552
45,O=C1CCNCC1O,8.0,7.0,7.0,6.0,6.0,1554
46,OC12CCNCC1O2,8.0,7.0,7.0,6.0,6.0,1581
47,OC1(O)CCN2CC21,8.0,7.0,7.0,6.0,6.0,1616
48,O.O=C1CCN2CC12,8.0,7.0,7.0,6.0,6.0,1618
49,CC1NCCC(=O)O1,8.0,7.0,7.0,6.0,6.0,1708
50,OC12CCNC(C1)O2,8.0,7.0,7.0,6.0,6.0,1781
51,O=C1CCNC(O)C1,8.0,7.0,7.0,6.0,6.0,1783
52,OC12CCNC(C1)O2,8.0,7.0,7.0,6.0,6.0,2016
53,CC=NCCC(=O)O,8.0,7.0,7.0,6.0,6.0,2267
54,OC1(O)CC=NCC1,8.0,7.0,7.0,6.0,6.0,2307
55,O.O=C1CC=NCC1,8.0,7.0,7.0,6.0,6.0,2309
56,CCC(O)(O)CCN,8.0,7.0,7.0,6.0,6.0,2489
57,CCC(=O)CCN.O,8.0,7.0,7.0,6.0,6.0,2494
58,NCCC1(O)CC1.O,8.0,7.0,7.0,6.0,6.0,2772
59,NCCC1(O)CC1.O,8.0,7.0,7.0,6.0,6.0,2779
60,C=C.NCCCO.O,7.0,6.0,8.0,7.0,6.0,5022
61,C=C.NCCCO.O,7.0,6.0,8.0,7.0,6.0,5032
62,C=C.NCCC(O)O,6.0,5.0,7.0,6.0,5.0,5039
63,C=C.NCCC1OO1,7.0,6.0,8.0,7.0,6.0,5040
64,C=C.OC1CCNO1,7.0,6.0,8.0,7.0,6.0,5041
65,C=C.OC1CCNO1,7.0,6.0,8.0,7.0,6.0,5042
66,C=C.NCCC(=O)O,7.0,6.0,8.0,7.0,6.0,5044
67,C=C.NCCC=O.O,6.0,5.0,7.0,6.0,5.0,5046
68,C=C.O=CCCNO,7.0,6.0,8.0,7.0,6.0,5047
69,C=C.NCCC(=O)O,5.0,4.0,6.0,5.0,4.0,5049
70,C=C.O=C1CCNO1,6.0,5.0,7.0,6.0,5.0,5050
71,C=C.OC1(O)CCN1,7.0,6.0,8.0,7.0,6.0,5070
72,C=C.O.O=C1CCN1,7.0,6.0,8.0,7.0,6.0,5074
73,C=COC(O)CCN,7.0,6.0,8.0,7.0,6.0,5098
74,C=CO.NCCC=O,7.0,6.0,8.0,7.0,6.0,5100
75,C=COC(=O)CCN,6.0,5.0,7.0,6.0,5.0,5102
76,C=COC(O)CCN,7.0,6.0,8.0,7.0,6.0,5153
77,C=CNCCC(O)O,7.0,6.0,8.0,7.0,6.0,5231
78,C=CNCCC=O.O,7.0,6.0,8.0,7.0,6.0,5237
79,C=CNCCC(=O)O,6.0,5.0,7.0,6.0,5.0,5239
80,C=CN1CCC(=O)O1,7.0,6.0,8.0,7.0,6.0,5240
81,C=C1NCCC(=O)O1,7.0,6.0,8.0,7.0,6.0,5267
82,C=C=NCCC(=O)O,7.0,6.0,8.0,7.0,6.0,5310
83,C=CCCCN.O.O,7.0,6.0,8.0,7.0,6.0,5311
84,C=CC(O)CCN.O,6.0,5.0,7.0,6.0,5.0,5322
85,C=CC(CCN)OO,7.0,6.0,8.0,7.0,6.0,5323
86,C=CC1CCNO1.O,7.0,6.0,8.0,7.0,6.0,5324
87,C=CC(O)CCNO,7.0,6.0,8.0,7.0,6.0,5325
88,C=CC(=O)CCN.O,7.0,6.0,8.0,7.0,6.0,5329
89,C=CC(O)CCN.O,6.0,5.0,7.0,6.0,5.0,5332
90,C=CC(CCN)OO,7.0,6.0,8.0,7.0,6.0,5333
91,C=CC(O)CCNO,7.0,6.0,8.0,7.0,6.0,5334
92,C=CC1CCNO1.O,7.0,6.0,8.0,7.0,6.0,5337
93,C=CC(O)(O)CCN,5.0,4.0,6.0,5.0,4.0,5339
94,C=CC1(CCN)OO1,6.0,5.0,7.0,6.0,5.0,5340
95,C=CC1(O)CCNO1,6.0,5.0,7.0,6.0,5.0,5341
96,C=CC1(O)CCNO1,6.0,5.0,7.0,6.0,5.0,5342
97,C=CC12CCN(O1)O2,7.0,6.0,8.0,7.0,6.0,5343
98,C=CC(=O)CCN.O,5.0,4.0,6.0,5.0,4.0,5344
99,C=CC(=O)CCNO,6.0,5.0,7.0,6.0,5.0,5345
100,C=CC(=O)CCN=O,7.0,6.0,8.0,7.0,6.0,5346
101,C=CC1(O)CCN1.O,7.0,6.0,8.0,7.0,6.0,5354
102,C=CC1(O)CCN1.O,7.0,6.0,8.0,7.0,6.0,5359
103,C=C1OC1CCN.O,7.0,6.0,8.0,7.0,6.0,5374
104,C=C(O)C(O)CCN,7.0,6.0,8.0,7.0,6.0,5377
105,C=C1OC1(O)CCN,6.0,5.0,7.0,6.0,5.0,5382
106,C=C1OC12CCNO2,7.0,6.0,8.0,7.0,6.0,5383
107,C=C(O)C(=O)CCN,6.0,5.0,7.0,6.0,5.0,5384
108,C=C1ONCCC1=O,7.0,6.0,8.0,7.0,6.0,5385
109,C=C(O)C(O)CCN,7.0,6.0,8.0,7.0,6.0,5406
110,C=C1OC1CCN.O,7.0,6.0,8.0,7.0,6.0,5413
111,C=C1OC1(O)CCN,6.0,5.0,7.0,6.0,5.0,5416
112,C=C1OC12CCNO2,7.0,6.0,8.0,7.0,6.0,5417
113,C=C1NCCC1O.O,7.0,6.0,8.0,7.0,6.0,5438
114,C=C1NCCC1O.O,7.0,6.0,8.0,7.0,6.0,5445
115,C=C1NCCC1(O)O,6.0,5.0,7.0,6.0,5.0,5450
116,C=C1NCCC12OO2,7.0,6.0,8.0,7.0,6.0,5451
117,C=C1N2CCC1(O)O2,7.0,6.0,8.0,7.0,6.0,5452
118,C=C1N2CCC1(O)O2,7.0,6.0,8.0,7.0,6.0,5453
119,C=C1NCCC1=O.O,6.0,5.0,7.0,6.0,5.0,5454
120,C=C1C(=O)CCN1O,7.0,6.0,8.0,7.0,6.0,5455
121,C=C=C(O)CCN.O,7.0,6.0,8.0,7.0,6.0,5474
122,C=C=C(O)CCN.O,7.0,6.0,8.0,7.0,6.0,5481
123,C=COC(O)CCN,7.0,6.0,8.0,7.0,6.0,5510
124,C=CO.NCCC=O,7.0,6.0,8.0,7.0,6.0,5512
125,C=COC(=O)CCN,6.0,5.0,7.0,6.0,5.0,5514
126,O=C1CCNC=CO1,7.0,6.0,8.0,7.0,6.0,5602
127,NCCC1C=CO1.O,7.0,6.0,8.0,7.0,6.0,5647
128,NCCC(O)C=CO,7.0,6.0,8.0,7.0,6.0,5650
129,NCCC1(O)C=CO1,6.0,5.0,7.0,6.0,5.0,5655
130,C1=CC2(CCNO2)O1,7.0,6.0,8.0,7.0,6.0,5656
131,NCCC(=O)C=CO,6.0,5.0,7.0,6.0,5.0,5657
132,O=C1C=CONCC1,7.0,6.0,8.0,7.0,6.0,5658
133,NCCC(=O)C1=CO1,7.0,6.0,8.0,7.0,6.0,5677
134,NCCC12OC=C1O2,7.0,6.0,8.0,7.0,6.0,5692
135,OC12CCNC1=CO2,7.0,6.0,8.0,7.0,6.0,5714
136,O=C1CCNC1=CO,7.0,6.0,8.0,7.0,6.0,5716
137,NCCC(=O)C=C=O,7.0,6.0,8.0,7.0,6.0,5788
138,C=COC(O)CCN,7.0,6.0,8.0,7.0,6.0,5832
139,NCCC(O)C=CO,7.0,6.0,8.0,7.0,6.0,5967
140,NCCC1C=CO1.O,7.0,6.0,8.0,7.0,6.0,5974
141,NCCC1(O)C=CO1,6.0,5.0,7.0,6.0,5.0,5977
142,C1=CC2(CCNO2)O1,7.0,6.0,8.0,7.0,6.0,5978
143,NCCC12OC=C1O2,7.0,6.0,8.0,7.0,6.0,6001
144,OC12CCNC1=CO2,7.0,6.0,8.0,7.0,6.0,6036
145,NCCC12C=C(O1)O2,7.0,6.0,8.0,7.0,6.0,6143
146,C=CNCCC(O)O,7.0,6.0,8.0,7.0,6.0,6285
147,C=CNCCC=O.O,7.0,6.0,8.0,7.0,6.0,6291
148,C=CNCCC(=O)O,6.0,5.0,7.0,6.0,5.0,6293
149,C=CN1CCC(=O)O1,7.0,6.0,8.0,7.0,6.0,6294
150,O=C1CCNC=CO1,7.0,6.0,8.0,7.0,6.0,6321
151,O=C(O)CCN1C=C1,7.0,6.0,8.0,7.0,6.0,6394
152,O.OC1C=CNCC1,7.0,6.0,8.0,7.0,6.0,6418
153,O.OC1C=CNCC1,7.0,6.0,8.0,7.0,6.0,6425
154,OC1(O)C=CNCC1,6.0,5.0,7.0,6.0,5.0,6430
155,C1=CC2(CCN1)OO2,7.0,6.0,8.0,7.0,6.0,6431
156,OC12C=CN(CC1)O2,7.0,6.0,8.0,7.0,6.0,6432
157,OC12C=CN(CC1)O2,7.0,6.0,8.0,7.0,6.0,6433
158,O.O=C1C=CNCC1,6.0,5.0,7.0,6.0,5.0,6434
159,O=C1C=CN(O)CC1,7.0,6.0,8.0,7.0,6.0,6435
160,OC12CCNC=C1O2,7.0,6.0,8.0,7.0,6.0,6454
161,O=C1CCNC=C1O,7.0,6.0,8.0,7.0,6.0,6456
162,OC12CCNC=C1O2,7.0,6.0,8.0,7.0,6.0,6476
163,OC1(O)CCN2C=C21,7.0,6.0,8.0,7.0,6.0,6491
164,O.O=C1CCN2C=C12,7.0,6.0,8.0,7.0,6.0,6493
165,C=C1NCCC(=O)O1,7.0,6.0,8.0,7.0,6.0,6529
166,OC12C=C(NCC1)O2,7.0,6.0,8.0,7.0,6.0,6596
167,O=C1C=C(O)NCC1,7.0,6.0,8.0,7.0,6.0,6598
