,smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3,min_dist_all,local_index
129,C.C.CCC(O)ON,8.0,7.0,7.0,6.0,6.0,76528
130,C.C.CCC(=O)O.N,8.0,7.0,7.0,6.0,6.0,76530
131,C.C.CCC=O.N.O,7.0,6.0,6.0,5.0,5.0,76532
132,C.C.CCC=O.NO,8.0,7.0,7.0,6.0,6.0,76533
133,C.C.CCC(=O)O.N,6.0,5.0,5.0,4.0,4.0,76535
134,C.C.CCC(=O)ON,7.0,6.0,6.0,5.0,5.0,76536
135,C.C.CCC(N)(O)O,8.0,7.0,7.0,6.0,6.0,76565
136,C.C.CCC(N)=O.O,8.0,7.0,7.0,6.0,6.0,76570
137,C.C.CC1OC1O.N,8.0,7.0,7.0,6.0,6.0,76609
138,C.C.CC(O)C=O.N,8.0,7.0,7.0,6.0,6.0,76611
139,C.C.CC1OC1=O.N,7.0,6.0,6.0,5.0,5.0,76613
140,C.C.CC1OC1O.N,8.0,7.0,7.0,6.0,6.0,76681
141,C.C.CC(N)C(O)O,8.0,7.0,7.0,6.0,6.0,76791
142,C.C.CC(N)C=O.O,8.0,7.0,7.0,6.0,6.0,76798
143,C.C.CC(N)C(=O)O,7.0,6.0,6.0,5.0,5.0,76801
144,C.C.CC1NOC1=O,8.0,7.0,7.0,6.0,6.0,76802
145,C.C.CC1(N)OC1=O,8.0,7.0,7.0,6.0,6.0,76854
146,C.C.CC(=N)C(=O)O,8.0,7.0,7.0,6.0,6.0,76942
147,C.C.CC=C(O)O.N,8.0,7.0,7.0,6.0,6.0,76987
148,C.C.CC=C=O.N.O,8.0,7.0,7.0,6.0,6.0,76992
149,C.CC.COC=O.N,8.0,7.0,7.0,6.0,6.0,77223
150,C.CCC(O)OC.N,8.0,7.0,7.0,6.0,6.0,77509
151,C.CCC=O.CO.N,8.0,7.0,7.0,6.0,6.0,77511
152,C.CCC(=O)OC.N,7.0,6.0,6.0,5.0,5.0,77513
153,C.COC(=O)C(C)N,8.0,7.0,7.0,6.0,6.0,77632
154,C.CCC(O)OC.N,8.0,7.0,7.0,6.0,6.0,78326
155,C.CC.CN.O=CO,8.0,7.0,7.0,6.0,6.0,79385
156,C.CCC(O)O.CN,8.0,7.0,7.0,6.0,6.0,79761
157,C.CCC=O.CN.O,8.0,7.0,7.0,6.0,6.0,79768
158,C.CCC(=O)O.CN,7.0,6.0,6.0,5.0,5.0,79771
159,C.CCC(=O)ONC,8.0,7.0,7.0,6.0,6.0,79772
160,C.CC1OC1=O.CN,8.0,7.0,7.0,6.0,6.0,79824
161,C.CNC(C)C(=O)O,8.0,7.0,7.0,6.0,6.0,79961
162,C.CCC(=O)OCN,8.0,7.0,7.0,6.0,6.0,80408
163,C.C=N.CCC(=O)O,8.0,7.0,7.0,6.0,6.0,81821
164,C.CC.CC(=O)O.N,8.0,7.0,7.0,6.0,6.0,82972
165,C.CCC(C)(O)O.N,8.0,7.0,7.0,6.0,6.0,83552
166,C.CCC(C)=O.N.O,8.0,7.0,7.0,6.0,6.0,83557
167,C.CCC.CO.N.O,8.0,7.0,7.0,6.0,6.0,92317
168,C.CCC.CO.N.O,8.0,7.0,7.0,6.0,6.0,92328
169,C.CCC.N.OCO,7.0,6.0,6.0,5.0,5.0,92336
170,C.C1OO1.CCC.N,8.0,7.0,7.0,6.0,6.0,92337
171,C.CCC.NOCO,8.0,7.0,7.0,6.0,6.0,92338
172,C.CCC.NOCO,8.0,7.0,7.0,6.0,6.0,92339
173,C.CCC.N.O=CO,8.0,7.0,7.0,6.0,6.0,92341
174,C.C=O.CCC.N.O,7.0,6.0,6.0,5.0,5.0,92343
175,C.C=O.CCC.NO,8.0,7.0,7.0,6.0,6.0,92344
176,C.CCC.N.O=CO,6.0,5.0,5.0,4.0,4.0,92346
177,C.CCC.NOC=O,7.0,6.0,6.0,5.0,5.0,92347
178,C.CCC.N.O=C=O,7.0,6.0,6.0,5.0,5.0,92348
179,C.CCC.NC(O)O,8.0,7.0,7.0,6.0,6.0,92377
180,C.CCC.NC=O.O,8.0,7.0,7.0,6.0,6.0,92384
181,C.CCC.NC(=O)O,7.0,6.0,6.0,5.0,5.0,92387
182,C.CCC.O=C1NO1,8.0,7.0,7.0,6.0,6.0,92388
183,C.CC(C)OCO.N,8.0,7.0,7.0,6.0,6.0,92437
184,C.C=O.CC(C)O.N,8.0,7.0,7.0,6.0,6.0,92439
185,C.CC(C)OC=O.N,7.0,6.0,6.0,5.0,5.0,92441
186,C.CC(C)OC(N)=O,8.0,7.0,7.0,6.0,6.0,92461
187,C.CC(C)OCO.N,8.0,7.0,7.0,6.0,6.0,92519
188,C.CC(C)N.OCO,8.0,7.0,7.0,6.0,6.0,92642
189,C.C=O.CC(C)N.O,8.0,7.0,7.0,6.0,6.0,92649
190,C.CC(C)N.O=CO,7.0,6.0,6.0,5.0,5.0,92652
191,C.CC(C)NOC=O,8.0,7.0,7.0,6.0,6.0,92653
192,C.CC(C)N.O=C=O,8.0,7.0,7.0,6.0,6.0,92654
193,C.CC(C)NC(=O)O,8.0,7.0,7.0,6.0,6.0,92682
194,C.CC(C)(N)OC=O,8.0,7.0,7.0,6.0,6.0,92714
195,C.CC(C)=N.O=CO,8.0,7.0,7.0,6.0,6.0,92808
196,C.CC(C)C.N.O.O,8.0,7.0,7.0,6.0,6.0,92824
197,C.CC(C)CO.N.O,7.0,6.0,6.0,5.0,5.0,92837
198,C.CC(C)COO.N,8.0,7.0,7.0,6.0,6.0,92838
199,C.CC(C)CON.O,8.0,7.0,7.0,6.0,6.0,92839
200,C.CC(C)CO.NO,8.0,7.0,7.0,6.0,6.0,92840
201,C.CC(C)C=O.N.O,8.0,7.0,7.0,6.0,6.0,92845
202,C.CC(C)CO.N.O,7.0,6.0,6.0,5.0,5.0,92848
203,C.CC(C)COO.N,8.0,7.0,7.0,6.0,6.0,92849
204,C.CC(C)CO.NO,8.0,7.0,7.0,6.0,6.0,92850
205,C.CC(C)CON.O,8.0,7.0,7.0,6.0,6.0,92853
206,C.CC(C)C(O)O.N,6.0,5.0,5.0,4.0,4.0,92856
207,C.CC(C)C1OO1.N,7.0,6.0,6.0,5.0,5.0,92857
208,C.CC(C)C(O)ON,7.0,6.0,6.0,5.0,5.0,92858
209,C.CC(C)C(O)ON,7.0,6.0,6.0,5.0,5.0,92859
210,C.CC(C)C1ONO1,8.0,7.0,7.0,6.0,6.0,92860
211,C.CC(C)C(=O)O.N,7.0,6.0,6.0,5.0,5.0,92861
212,C.CC(C)C(=O)ON,8.0,7.0,7.0,6.0,6.0,92862
213,C.CC(C)C=O.N.O,6.0,5.0,5.0,4.0,4.0,92863
214,C.CC(C)C=O.NO,7.0,6.0,6.0,5.0,5.0,92864
215,C.CC(C)C=O.N=O,8.0,7.0,7.0,6.0,6.0,92865
216,C.CC(C)C(=O)O.N,5.0,4.0,4.0,3.0,3.0,92866
217,C.CC(C)C(=O)ON,6.0,5.0,5.0,4.0,4.0,92867
218,C.CC(C)C(N)O.O,8.0,7.0,7.0,6.0,6.0,92879
219,C.CC(C)C(N)O.O,8.0,7.0,7.0,6.0,6.0,92889
220,C.CC(C)C(N)(O)O,7.0,6.0,6.0,5.0,5.0,92896
221,C.CC(C)C1(N)OO1,8.0,7.0,7.0,6.0,6.0,92897
222,C.CC(C)C1(O)NO1,8.0,7.0,7.0,6.0,6.0,92898
223,C.CC(C)C1(O)NO1,8.0,7.0,7.0,6.0,6.0,92899
224,C.CC(C)C(N)=O.O,7.0,6.0,6.0,5.0,5.0,92901
225,C.CC(C)C(=O)NO,8.0,7.0,7.0,6.0,6.0,92902
226,C.CC1(C)CO1.N.O,8.0,7.0,7.0,6.0,6.0,92932
227,C.CC(C)(O)CO.N,8.0,7.0,7.0,6.0,6.0,92935
228,C.CC1(C)OC1O.N,7.0,6.0,6.0,5.0,5.0,92940
229,C.CC1(C)OC1ON,8.0,7.0,7.0,6.0,6.0,92941
230,C.CC(C)(O)C=O.N,7.0,6.0,6.0,5.0,5.0,92942
231,C.CC(C)(C=O)ON,8.0,7.0,7.0,6.0,6.0,92943
232,C.CC1(C)OC1=O.N,6.0,5.0,5.0,4.0,4.0,92944
233,C.CC1(C)OC1(N)O,8.0,7.0,7.0,6.0,6.0,92960
234,C.CC(C)(O)C(N)=O,8.0,7.0,7.0,6.0,6.0,92962
235,C.CC(C)(O)CO.N,8.0,7.0,7.0,6.0,6.0,92985
236,C.CC1(C)CO1.N.O,8.0,7.0,7.0,6.0,6.0,92992
237,C.CC1(C)OC1O.N,7.0,6.0,6.0,5.0,5.0,92995
238,C.CC1(C)OC1ON,8.0,7.0,7.0,6.0,6.0,92996
239,C.CC1(C)OC1=O.N,8.0,7.0,7.0,6.0,6.0,92997
240,C.CC1(C)OC1(N)O,8.0,7.0,7.0,6.0,6.0,93015
241,C.CC(C)(N)CO.O,8.0,7.0,7.0,6.0,6.0,93041
242,C.CC(C)(N)CO.O,8.0,7.0,7.0,6.0,6.0,93051
243,C.CC(C)(N)C(O)O,7.0,6.0,6.0,5.0,5.0,93058
244,C.CC(C)(N)C1OO1,8.0,7.0,7.0,6.0,6.0,93059
245,C.CC1(C)NOC1O,8.0,7.0,7.0,6.0,6.0,93060
246,C.CC1(C)NOC1O,8.0,7.0,7.0,6.0,6.0,93061
247,C.CC(C)(N)C(=O)O,8.0,7.0,7.0,6.0,6.0,93063
248,C.CC(C)(N)C=O.O,7.0,6.0,6.0,5.0,5.0,93065
249,C.CC(C)(C=O)NO,8.0,7.0,7.0,6.0,6.0,93066
250,C.CC(C)(N)C(=O)O,6.0,5.0,5.0,4.0,4.0,93068
251,C.CC1(C)NOC1=O,7.0,6.0,6.0,5.0,5.0,93069
252,C.CC1(C)NC1(O)O,8.0,7.0,7.0,6.0,6.0,93089
253,C.CC1(C)NC1=O.O,8.0,7.0,7.0,6.0,6.0,93093
254,C.CC(C)=CO.N.O,8.0,7.0,7.0,6.0,6.0,93115
255,C.CC(C)=CO.N.O,8.0,7.0,7.0,6.0,6.0,93126
256,C.CC(C)=C(O)O.N,7.0,6.0,6.0,5.0,5.0,93134
257,C.CC(C)=C1OO1.N,8.0,7.0,7.0,6.0,6.0,93135
258,C.CC(C)=C(O)ON,8.0,7.0,7.0,6.0,6.0,93136
259,C.CC(C)=C(O)ON,8.0,7.0,7.0,6.0,6.0,93137
260,C.CC(C)=C=O.N.O,7.0,6.0,6.0,5.0,5.0,93139
261,C.CC(C)=C=O.NO,8.0,7.0,7.0,6.0,6.0,93140
262,C.CCCOCO.N,8.0,7.0,7.0,6.0,6.0,93190
263,C.C=O.CCCO.N,8.0,7.0,7.0,6.0,6.0,93192
264,C.CCCOC=O.N,7.0,6.0,6.0,5.0,5.0,93194
265,C.CCCOC(N)=O,8.0,7.0,7.0,6.0,6.0,93214
266,C.CC(N)COC=O,8.0,7.0,7.0,6.0,6.0,93328
267,C.CC1COC1.N.O,8.0,7.0,7.0,6.0,6.0,93422
268,C.CC(CO)CO.N,8.0,7.0,7.0,6.0,6.0,93425
269,C.CC1COC1O.N,7.0,6.0,6.0,5.0,5.0,93430
270,C.CC1COC1ON,8.0,7.0,7.0,6.0,6.0,93431
271,C.CC(C=O)CO.N,7.0,6.0,6.0,5.0,5.0,93432
272,C.CC(C=O)CON,8.0,7.0,7.0,6.0,6.0,93433
273,C.CC1COC1=O.N,6.0,5.0,5.0,4.0,4.0,93434
274,C.CC1COC1(N)O,8.0,7.0,7.0,6.0,6.0,93450
275,C.CC(CO)C(N)=O,8.0,7.0,7.0,6.0,6.0,93452
276,C.CC1(C=O)CO1.N,8.0,7.0,7.0,6.0,6.0,93472
277,C.CC12COC1O2.N,8.0,7.0,7.0,6.0,6.0,93493
278,C.CC1(N)COC1O,8.0,7.0,7.0,6.0,6.0,93529
279,C.CC(N)(C=O)CO,8.0,7.0,7.0,6.0,6.0,93531
280,C.CC1(N)COC1=O,7.0,6.0,6.0,5.0,5.0,93533
281,C.CC1=C(O)OC1.N,8.0,7.0,7.0,6.0,6.0,93570
282,C.CC(=C=O)CO.N,8.0,7.0,7.0,6.0,6.0,93572
283,C.CC(C=O)C=O.N,8.0,7.0,7.0,6.0,6.0,93663
284,C.CCCOCO.N,8.0,7.0,7.0,6.0,6.0,93729
285,C.CC(CO)CO.N,8.0,7.0,7.0,6.0,6.0,93959
286,C.CC1COC1.N.O,8.0,7.0,7.0,6.0,6.0,93966
287,C.CC1COC1O.N,7.0,6.0,6.0,5.0,5.0,93969
288,C.CC1COC1ON,8.0,7.0,7.0,6.0,6.0,93970
289,C.CC1COC1=O.N,8.0,7.0,7.0,6.0,6.0,93971
290,C.CC1COC1(N)O,8.0,7.0,7.0,6.0,6.0,93989
291,C.CC12COC1O2.N,8.0,7.0,7.0,6.0,6.0,94013
292,C.CC1(N)COC1O,8.0,7.0,7.0,6.0,6.0,94068
293,C.CC1=C(O)OC1.N,8.0,7.0,7.0,6.0,6.0,94109
294,C.CC1C2OC1O2.N,8.0,7.0,7.0,6.0,6.0,94253
295,C.CCCN.OCO,8.0,7.0,7.0,6.0,6.0,94607
296,C.C=O.CCCN.O,8.0,7.0,7.0,6.0,6.0,94614
297,C.CCCN.O=CO,7.0,6.0,6.0,5.0,5.0,94617
298,C.CCCNOC=O,8.0,7.0,7.0,6.0,6.0,94618
299,C.CCCN.O=C=O,8.0,7.0,7.0,6.0,6.0,94619
300,C.CCCNC(=O)O,8.0,7.0,7.0,6.0,6.0,94647
301,C.CC(CN)OC=O,8.0,7.0,7.0,6.0,6.0,94679
302,C.CC1CN1.O=CO,8.0,7.0,7.0,6.0,6.0,94825
303,C.CC(CN)CO.O,8.0,7.0,7.0,6.0,6.0,94914
304,C.CC(CN)CO.O,8.0,7.0,7.0,6.0,6.0,94924
305,C.CC(CN)C(O)O,7.0,6.0,6.0,5.0,5.0,94931
306,C.CC(CN)C1OO1,8.0,7.0,7.0,6.0,6.0,94932
307,C.CC1CNOC1O,8.0,7.0,7.0,6.0,6.0,94933
308,C.CC1CNOC1O,8.0,7.0,7.0,6.0,6.0,94934
309,C.CC(CN)C(=O)O,8.0,7.0,7.0,6.0,6.0,94936
310,C.CC(C=O)CN.O,7.0,6.0,6.0,5.0,5.0,94938
311,C.CC(C=O)CNO,8.0,7.0,7.0,6.0,6.0,94939
312,C.CC(CN)C(=O)O,6.0,5.0,5.0,4.0,4.0,94941
313,C.CC1CNOC1=O,7.0,6.0,6.0,5.0,5.0,94942
314,C.CC1CNC1(O)O,8.0,7.0,7.0,6.0,6.0,94962
315,C.CC1CNC1=O.O,8.0,7.0,7.0,6.0,6.0,94966
316,C.CC1(CN)OC1O,8.0,7.0,7.0,6.0,6.0,94990
317,C.CC(O)(C=O)CN,8.0,7.0,7.0,6.0,6.0,94992
318,C.CC1(CN)OC1=O,7.0,6.0,6.0,5.0,5.0,94994
319,C.CC1(CN)OC1O,8.0,7.0,7.0,6.0,6.0,95032
320,C.CC1(C(O)O)CN1,8.0,7.0,7.0,6.0,6.0,95074
321,C.CC1(C=O)CN1.O,8.0,7.0,7.0,6.0,6.0,95080
322,C.CC1(C(=O)O)CN1,7.0,6.0,6.0,5.0,5.0,95082
323,C.CC12CN1OC2=O,8.0,7.0,7.0,6.0,6.0,95083
324,C.CC(CN)=C(O)O,8.0,7.0,7.0,6.0,6.0,95123
325,C.CC(=C=O)CN.O,8.0,7.0,7.0,6.0,6.0,95128
326,C.CCC(N)OC=O,8.0,7.0,7.0,6.0,6.0,95170
327,C.CC1C(N)OC1O,8.0,7.0,7.0,6.0,6.0,95317
328,C.CC(C=O)C(N)O,8.0,7.0,7.0,6.0,6.0,95319
329,C.CC1C(=O)OC1N,7.0,6.0,6.0,5.0,5.0,95321
330,C.CC12NC1OC2=O,8.0,7.0,7.0,6.0,6.0,95393
331,C.CC1C(N)OC1O,8.0,7.0,7.0,6.0,6.0,95682
332,C.CCC=N.O=CO,8.0,7.0,7.0,6.0,6.0,96049
333,C.CC(C=N)C(O)O,8.0,7.0,7.0,6.0,6.0,96192
334,C.CC(C=N)C=O.O,8.0,7.0,7.0,6.0,6.0,96198
335,C.CC(C=N)C(=O)O,7.0,6.0,6.0,5.0,5.0,96200
336,C.CC1C=NOC1=O,8.0,7.0,7.0,6.0,6.0,96201
337,C.CC1(C=N)OC1=O,8.0,7.0,7.0,6.0,6.0,96228
338,C.CC1(C(=O)O)C=N1,8.0,7.0,7.0,6.0,6.0,96271
339,C.CC1C(=N)OC1=O,8.0,7.0,7.0,6.0,6.0,96391
340,C.CC(C#N)C(=O)O,8.0,7.0,7.0,6.0,6.0,96647
341,C.CCCC(O)O.N,8.0,7.0,7.0,6.0,6.0,96707
342,C.CCCC=O.N.O,8.0,7.0,7.0,6.0,6.0,96714
343,C.CCCC(=O)O.N,7.0,6.0,6.0,5.0,5.0,96717
344,C.CCCC(=O)ON,8.0,7.0,7.0,6.0,6.0,96718
345,C.CC1CC(=O)O1.N,8.0,7.0,7.0,6.0,6.0,96795
346,C.CC(N)CC(=O)O,8.0,7.0,7.0,6.0,6.0,96983
347,C.CC1CC1O.N.O,8.0,7.0,7.0,6.0,6.0,97150
348,C.CC1CC1O.N.O,8.0,7.0,7.0,6.0,6.0,97161
349,C.CC1CC1(O)O.N,7.0,6.0,6.0,5.0,5.0,97169
350,C.CC1CC12OO2.N,8.0,7.0,7.0,6.0,6.0,97170
351,C.CC1CC1(O)ON,8.0,7.0,7.0,6.0,6.0,97171
352,C.CC1CC1(O)ON,8.0,7.0,7.0,6.0,6.0,97172
