,smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3,min_dist_all,local_index
49,C.C.C.CC(=O)O.N,5.0,4.0,4.0,3.0,3.0,764
50,C.C.C.CC(=O)ON,6.0,5.0,5.0,4.0,4.0,765
51,C.C.C.CC(N)O.O,8.0,7.0,7.0,6.0,6.0,777
52,C.C.C.CC(N)O.O,8.0,7.0,7.0,6.0,6.0,787
53,C.C.C.CC(N)(O)O,7.0,6.0,6.0,5.0,5.0,794
54,C.C.C.CC1(N)OO1,8.0,7.0,7.0,6.0,6.0,795
55,C.C.C.CC1(O)NO1,8.0,7.0,7.0,6.0,6.0,796
56,C.C.C.CC1(O)NO1,8.0,7.0,7.0,6.0,6.0,797
57,C.C.C.CC(N)=O.O,7.0,6.0,6.0,5.0,5.0,799
58,C.C.C.CC(=O)NO,8.0,7.0,7.0,6.0,6.0,800
59,C.C.C.C1CO1.N.O,8.0,7.0,7.0,6.0,6.0,830
60,C.C.C.N.OCCO,8.0,7.0,7.0,6.0,6.0,833
61,C.C.C.N.OC1CO1,7.0,6.0,6.0,5.0,5.0,838
62,C.C.C.NOC1CO1,8.0,7.0,7.0,6.0,6.0,839
63,C.C.C.N.O=CCO,7.0,6.0,6.0,5.0,5.0,840
64,C.C.C.NOCC=O,8.0,7.0,7.0,6.0,6.0,841
65,C.C.C.N.O=C1CO1,6.0,5.0,5.0,4.0,4.0,842
66,C.C.C.NC1(O)CO1,8.0,7.0,7.0,6.0,6.0,858
67,C.C.C.NC(=O)CO,8.0,7.0,7.0,6.0,6.0,860
68,C.C.C.N.O=CC=O,8.0,7.0,7.0,6.0,6.0,880
69,C.C.C.N.OCCO,8.0,7.0,7.0,6.0,6.0,900
70,C.C.C.C1CO1.N.O,8.0,7.0,7.0,6.0,6.0,907
71,C.C.C.N.OC1CO1,7.0,6.0,6.0,5.0,5.0,910
72,C.C.C.NOC1CO1,8.0,7.0,7.0,6.0,6.0,911
73,C.C.C.N.O=C1CO1,8.0,7.0,7.0,6.0,6.0,912
74,C.C.C.NC1(O)CO1,8.0,7.0,7.0,6.0,6.0,930
75,C.C.C.N.O1C2OC12,8.0,7.0,7.0,6.0,6.0,954
76,C.C.C.NCCO.O,8.0,7.0,7.0,6.0,6.0,1023
77,C.C.C.NCCO.O,8.0,7.0,7.0,6.0,6.0,1033
78,C.C.C.NCC(O)O,7.0,6.0,6.0,5.0,5.0,1040
79,C.C.C.NCC1OO1,8.0,7.0,7.0,6.0,6.0,1041
80,C.C.C.OC1CNO1,8.0,7.0,7.0,6.0,6.0,1042
81,C.C.C.OC1CNO1,8.0,7.0,7.0,6.0,6.0,1043
82,C.C.C.NCC(=O)O,8.0,7.0,7.0,6.0,6.0,1045
83,C.C.C.NCC=O.O,7.0,6.0,6.0,5.0,5.0,1047
84,C.C.C.O=CCNO,8.0,7.0,7.0,6.0,6.0,1048
85,C.C.C.NCC(=O)O,6.0,5.0,5.0,4.0,4.0,1050
86,C.C.C.O=C1CNO1,7.0,6.0,6.0,5.0,5.0,1051
87,C.C.C.OC1(O)CN1,8.0,7.0,7.0,6.0,6.0,1071
88,C.C.C.O.O=C1CN1,8.0,7.0,7.0,6.0,6.0,1075
89,C.C.C.NC1OC1O,8.0,7.0,7.0,6.0,6.0,1099
90,C.C.C.NC(O)C=O,8.0,7.0,7.0,6.0,6.0,1101
91,C.C.C.NC1OC1=O,7.0,6.0,6.0,5.0,5.0,1103
92,C.C.C.NC1OC1O,8.0,7.0,7.0,6.0,6.0,1154
93,C.C.C.N=CC(O)O,8.0,7.0,7.0,6.0,6.0,1232
94,C.C.C.N=CC=O.O,8.0,7.0,7.0,6.0,6.0,1238
95,C.C.C.N=CC(=O)O,7.0,6.0,6.0,5.0,5.0,1240
96,C.C.C.O=C1C=NO1,8.0,7.0,7.0,6.0,6.0,1241
97,C.C.C.N=c1oc1=O,8.0,7.0,7.0,6.0,6.0,1268
98,C.C.C.N#CC(=O)O,8.0,7.0,7.0,6.0,6.0,1311
99,C.C.C.C=CO.N.O,8.0,7.0,7.0,6.0,6.0,1325
100,C.C.C.C=CO.N.O,8.0,7.0,7.0,6.0,6.0,1336
101,C.C.C.C=C(O)O.N,7.0,6.0,6.0,5.0,5.0,1344
102,C.C.C.C=C1OO1.N,8.0,7.0,7.0,6.0,6.0,1345
103,C.C.C.C=C(O)ON,8.0,7.0,7.0,6.0,6.0,1346
104,C.C.C.C=C(O)ON,8.0,7.0,7.0,6.0,6.0,1347
105,C.C.C.C=C=O.N.O,7.0,6.0,6.0,5.0,5.0,1349
106,C.C.C.C=C=O.NO,8.0,7.0,7.0,6.0,6.0,1350
107,C.C.C.N.OC1=CO1,8.0,7.0,7.0,6.0,6.0,1400
108,C.C.C.N.O=C=CO,8.0,7.0,7.0,6.0,6.0,1402
109,C.C.C.N.OC1=CO1,8.0,7.0,7.0,6.0,6.0,1455
110,C.C.C.NC=C(O)O,8.0,7.0,7.0,6.0,6.0,1541
111,C.C.C.NC=C=O.O,8.0,7.0,7.0,6.0,6.0,1546
112,C.C.C.COCO.N,8.0,7.0,7.0,6.0,6.0,1799
113,C.C.C.C=O.CO.N,8.0,7.0,7.0,6.0,6.0,1801
114,C.C.C.COC=O.N,7.0,6.0,6.0,5.0,5.0,1803
115,C.C.C.COC(N)=O,8.0,7.0,7.0,6.0,6.0,1823
116,C.C.CN.COC=O,8.0,7.0,7.0,6.0,6.0,1941
117,C.C.CCOC.N.O,8.0,7.0,7.0,6.0,6.0,2102
118,C.C.CCO.CO.N,8.0,7.0,7.0,6.0,6.0,2105
119,C.C.COC(C)O.N,7.0,6.0,6.0,5.0,5.0,2110
120,C.C.COC(C)ON,8.0,7.0,7.0,6.0,6.0,2111
121,C.C.CC=O.CO.N,7.0,6.0,6.0,5.0,5.0,2112
122,C.C.CC=O.CON,8.0,7.0,7.0,6.0,6.0,2113
123,C.C.COC(C)=O.N,6.0,5.0,5.0,4.0,4.0,2114
124,C.C.COC(C)(N)O,8.0,7.0,7.0,6.0,6.0,2130
125,C.C.CC(N)=O.CO,8.0,7.0,7.0,6.0,6.0,2132
126,C.C.COCC=O.N,8.0,7.0,7.0,6.0,6.0,2152
127,C.C.COC1CO1.N,8.0,7.0,7.0,6.0,6.0,2173
128,C.C.COC(O)CN,8.0,7.0,7.0,6.0,6.0,2233
129,C.C.CO.NCC=O,8.0,7.0,7.0,6.0,6.0,2235
130,C.C.COC(=O)CN,7.0,6.0,6.0,5.0,5.0,2237
131,C.C.COC(=O)C=N,8.0,7.0,7.0,6.0,6.0,2325
132,C.C.C=C(O)OC.N,8.0,7.0,7.0,6.0,6.0,2379
133,C.C.C=C=O.CO.N,8.0,7.0,7.0,6.0,6.0,2381
134,C.C.C=O.CC=O.N,8.0,7.0,7.0,6.0,6.0,2687
135,C.C.C.COCO.N,8.0,7.0,7.0,6.0,6.0,2840
136,C.C.CCO.CO.N,8.0,7.0,7.0,6.0,6.0,3141
137,C.C.CCOC.N.O,8.0,7.0,7.0,6.0,6.0,3148
138,C.C.COC(C)O.N,7.0,6.0,6.0,5.0,5.0,3151
139,C.C.COC(C)ON,8.0,7.0,7.0,6.0,6.0,3152
140,C.C.COC(C)=O.N,8.0,7.0,7.0,6.0,6.0,3153
141,C.C.COC(C)(N)O,8.0,7.0,7.0,6.0,6.0,3171
142,C.C.COC1CO1.N,8.0,7.0,7.0,6.0,6.0,3195
143,C.C.COC(O)CN,8.0,7.0,7.0,6.0,6.0,3274
144,C.C.C=C(O)OC.N,8.0,7.0,7.0,6.0,6.0,3420
145,C.C.CC1OCO1.N,8.0,7.0,7.0,6.0,6.0,3788
146,C.C.C.CN.OCO,8.0,7.0,7.0,6.0,6.0,4525
147,C.C.C.C=O.CN.O,8.0,7.0,7.0,6.0,6.0,4532
148,C.C.C.CN.O=CO,7.0,6.0,6.0,5.0,5.0,4535
149,C.C.C.CNOC=O,8.0,7.0,7.0,6.0,6.0,4536
150,C.C.C.CN.O=C=O,8.0,7.0,7.0,6.0,6.0,4537
151,C.C.C.CNC(=O)O,8.0,7.0,7.0,6.0,6.0,4565
152,C.C.CN.COC=O,8.0,7.0,7.0,6.0,6.0,4597
153,C.C.CNC.O=CO,8.0,7.0,7.0,6.0,6.0,4762
154,C.C.CCO.CN.O,8.0,7.0,7.0,6.0,6.0,4918
155,C.C.CCO.CN.O,8.0,7.0,7.0,6.0,6.0,4928
156,C.C.CC(O)O.CN,7.0,6.0,6.0,5.0,5.0,4935
157,C.C.CC1OO1.CN,8.0,7.0,7.0,6.0,6.0,4936
158,C.C.CNOC(C)O,8.0,7.0,7.0,6.0,6.0,4937
159,C.C.CNOC(C)O,8.0,7.0,7.0,6.0,6.0,4938
160,C.C.CC(=O)O.CN,8.0,7.0,7.0,6.0,6.0,4940
161,C.C.CC=O.CN.O,7.0,6.0,6.0,5.0,5.0,4942
162,C.C.CC=O.CNO,8.0,7.0,7.0,6.0,6.0,4943
163,C.C.CC(=O)O.CN,6.0,5.0,5.0,4.0,4.0,4945
164,C.C.CNOC(C)=O,7.0,6.0,6.0,5.0,5.0,4946
165,C.C.CNC(C)(O)O,8.0,7.0,7.0,6.0,6.0,4966
166,C.C.CNC(C)=O.O,8.0,7.0,7.0,6.0,6.0,4970
167,C.C.CN.OC1CO1,8.0,7.0,7.0,6.0,6.0,4994
168,C.C.CN.O=CCO,8.0,7.0,7.0,6.0,6.0,4996
169,C.C.CN.O=C1CO1,7.0,6.0,6.0,5.0,5.0,4998
170,C.C.CN.OC1CO1,8.0,7.0,7.0,6.0,6.0,5049
171,C.C.CNCC(O)O,8.0,7.0,7.0,6.0,6.0,5143
172,C.C.CNCC=O.O,8.0,7.0,7.0,6.0,6.0,5149
173,C.C.CNCC(=O)O,7.0,6.0,6.0,5.0,5.0,5151
174,C.C.CN1CC(=O)O1,8.0,7.0,7.0,6.0,6.0,5152
175,C.C.CNC1OC1=O,8.0,7.0,7.0,6.0,6.0,5179
176,C.C.CN=CC(=O)O,8.0,7.0,7.0,6.0,6.0,5252
177,C.C.C=C(O)O.CN,8.0,7.0,7.0,6.0,6.0,5297
178,C.C.C=C=O.CN.O,8.0,7.0,7.0,6.0,6.0,5302
179,C.C.C.NCOC=O,8.0,7.0,7.0,6.0,6.0,5625
180,C.C.CC(O)OCN,8.0,7.0,7.0,6.0,6.0,5799
181,C.C.CC=O.NCO,8.0,7.0,7.0,6.0,6.0,5801
182,C.C.CC(=O)OCN,7.0,6.0,6.0,5.0,5.0,5803
183,C.C.O=C1CNCO1,8.0,7.0,7.0,6.0,6.0,5894
184,C.C.CC(O)OCN,8.0,7.0,7.0,6.0,6.0,6465
185,C.C.C.C=N.O=CO,8.0,7.0,7.0,6.0,6.0,7359
186,C.C.C=N.CC(O)O,8.0,7.0,7.0,6.0,6.0,7529
187,C.C.C=N.CC=O.O,8.0,7.0,7.0,6.0,6.0,7535
188,C.C.C=N.CC(=O)O,7.0,6.0,6.0,5.0,5.0,7537
189,C.C.C=NOC(C)=O,8.0,7.0,7.0,6.0,6.0,7538
190,C.C.C=N.O=C1CO1,8.0,7.0,7.0,6.0,6.0,7565
191,C.C.C=NCC(=O)O,8.0,7.0,7.0,6.0,6.0,7648
192,C.C.CC(=O)OC=N,8.0,7.0,7.0,6.0,6.0,7947
193,C.C.C#N.CC(=O)O,8.0,7.0,7.0,6.0,6.0,8691
194,C.C.C.CC(O)O.N,8.0,7.0,7.0,6.0,6.0,8952
195,C.C.C.CC=O.N.O,8.0,7.0,7.0,6.0,6.0,8959
196,C.C.C.CC(=O)O.N,7.0,6.0,6.0,5.0,5.0,8962
197,C.C.C.CC(=O)ON,8.0,7.0,7.0,6.0,6.0,8963
198,C.C.COC(C)=O.N,8.0,7.0,7.0,6.0,6.0,9040
199,C.C.CC(=O)O.CN,8.0,7.0,7.0,6.0,6.0,9252
200,C.C.CC(C)O.N.O,8.0,7.0,7.0,6.0,6.0,9589
201,C.C.CC(C)O.N.O,8.0,7.0,7.0,6.0,6.0,9600
202,C.C.CC(C)(O)O.N,7.0,6.0,6.0,5.0,5.0,9608
203,C.C.CC1(C)OO1.N,8.0,7.0,7.0,6.0,6.0,9609
204,C.C.CC(C)(O)ON,8.0,7.0,7.0,6.0,6.0,9610
205,C.C.CC(C)(O)ON,8.0,7.0,7.0,6.0,6.0,9611
206,C.C.CC(C)=O.N.O,7.0,6.0,6.0,5.0,5.0,9613
207,C.C.CC(C)=O.NO,8.0,7.0,7.0,6.0,6.0,9614
208,C.C.CC1(O)CO1.N,8.0,7.0,7.0,6.0,6.0,9664
209,C.C.CC(=O)CO.N,8.0,7.0,7.0,6.0,6.0,9666
210,C.C.CC1(O)CO1.N,8.0,7.0,7.0,6.0,6.0,9719
211,C.C.CC(O)(O)CN,8.0,7.0,7.0,6.0,6.0,9821
212,C.C.CC(=O)CN.O,8.0,7.0,7.0,6.0,6.0,9826
213,C.C.C.N.O=C1CO1,8.0,7.0,7.0,6.0,6.0,10306
214,C.C.CC1(O)CO1.N,8.0,7.0,7.0,6.0,6.0,10592
215,C.C.CC(=O)CO.N,8.0,7.0,7.0,6.0,6.0,10594
216,C.C.CC1(O)CO1.N,8.0,7.0,7.0,6.0,6.0,11409
217,C.C.C.NCC(=O)O,8.0,7.0,7.0,6.0,6.0,12441
218,C.C.CC(O)(O)CN,8.0,7.0,7.0,6.0,6.0,12817
219,C.C.CC(=O)CN.O,8.0,7.0,7.0,6.0,6.0,12822
220,C.C.C.CC.N.O.O,8.0,7.0,7.0,6.0,6.0,20202
221,C.C.CC.CO.N.O,7.0,6.0,6.0,5.0,5.0,20215
222,C.C.CC.COO.N,8.0,7.0,7.0,6.0,6.0,20216
223,C.C.CC.CON.O,8.0,7.0,7.0,6.0,6.0,20217
224,C.C.CC.CO.NO,8.0,7.0,7.0,6.0,6.0,20218
225,C.C.C=O.CC.N.O,8.0,7.0,7.0,6.0,6.0,20223
226,C.C.CC.CO.N.O,7.0,6.0,6.0,5.0,5.0,20226
227,C.C.CC.COO.N,8.0,7.0,7.0,6.0,6.0,20227
228,C.C.CC.CO.NO,8.0,7.0,7.0,6.0,6.0,20228
229,C.C.CC.CON.O,8.0,7.0,7.0,6.0,6.0,20231
230,C.C.CC.N.OCO,6.0,5.0,5.0,4.0,4.0,20234
231,C.C.C1OO1.CC.N,7.0,6.0,6.0,5.0,5.0,20235
232,C.C.CC.NOCO,7.0,6.0,6.0,5.0,5.0,20236
233,C.C.CC.NOCO,7.0,6.0,6.0,5.0,5.0,20237
234,C.C.C1ONO1.CC,8.0,7.0,7.0,6.0,6.0,20238
235,C.C.CC.N.O=CO,7.0,6.0,6.0,5.0,5.0,20239
236,C.C.CC.NOC=O,8.0,7.0,7.0,6.0,6.0,20240
237,C.C.C=O.CC.N.O,6.0,5.0,5.0,4.0,4.0,20241
238,C.C.C=O.CC.NO,7.0,6.0,6.0,5.0,5.0,20242
239,C.C.C=O.CC.N=O,8.0,7.0,7.0,6.0,6.0,20243
240,C.C.CC.N.O=CO,5.0,4.0,4.0,3.0,3.0,20244
241,C.C.CC.NOC=O,6.0,5.0,5.0,4.0,4.0,20245
242,C.C.CC.N.O=C=O,6.0,5.0,5.0,4.0,4.0,20246
243,C.C.CC.NCO.O,8.0,7.0,7.0,6.0,6.0,20258
244,C.C.CC.NCO.O,8.0,7.0,7.0,6.0,6.0,20268
245,C.C.CC.NC(O)O,7.0,6.0,6.0,5.0,5.0,20275
246,C.C.CC.NC1OO1,8.0,7.0,7.0,6.0,6.0,20276
247,C.C.CC.OC1NO1,8.0,7.0,7.0,6.0,6.0,20277
248,C.C.CC.OC1NO1,8.0,7.0,7.0,6.0,6.0,20278
249,C.C.CC.NC(=O)O,8.0,7.0,7.0,6.0,6.0,20280
250,C.C.CC.NC=O.O,7.0,6.0,6.0,5.0,5.0,20282
251,C.C.CC.O=CNO,8.0,7.0,7.0,6.0,6.0,20283
252,C.C.CC.NC(=O)O,6.0,5.0,5.0,4.0,4.0,20285
253,C.C.CC.O=C1NO1,7.0,6.0,6.0,5.0,5.0,20286
254,C.C.CC.N=C(O)O,8.0,7.0,7.0,6.0,6.0,20306
255,C.C.CC.N=C=O.O,8.0,7.0,7.0,6.0,6.0,20310
256,C.C.CCOC.N.O,8.0,7.0,7.0,6.0,6.0,20327
257,C.C.CCO.CO.N,8.0,7.0,7.0,6.0,6.0,20330
258,C.C.CCOCO.N,7.0,6.0,6.0,5.0,5.0,20335
259,C.C.CCOCON,8.0,7.0,7.0,6.0,6.0,20336
260,C.C.C=O.CCO.N,7.0,6.0,6.0,5.0,5.0,20337
261,C.C.C=O.CCON,8.0,7.0,7.0,6.0,6.0,20338
262,C.C.CCOC=O.N,6.0,5.0,5.0,4.0,4.0,20339
263,C.C.CCOC(N)O,8.0,7.0,7.0,6.0,6.0,20355
264,C.C.CCO.NC=O,8.0,7.0,7.0,6.0,6.0,20357
265,C.C.CCOC(N)=O,7.0,6.0,6.0,5.0,5.0,20359
266,C.C.C=O.CC=O.N,8.0,7.0,7.0,6.0,6.0,20385
267,C.C.CCO.CO.N,8.0,7.0,7.0,6.0,6.0,20407
268,C.C.CCOC.N.O,8.0,7.0,7.0,6.0,6.0,20414
269,C.C.CCOCO.N,7.0,6.0,6.0,5.0,5.0,20417
270,C.C.CCOCON,8.0,7.0,7.0,6.0,6.0,20418
271,C.C.CCOC=O.N,8.0,7.0,7.0,6.0,6.0,20419
272,C.C.CCOC(N)O,8.0,7.0,7.0,6.0,6.0,20437
273,C.C.CC1OCO1.N,8.0,7.0,7.0,6.0,6.0,20469
274,C.C.CCN.CO.O,8.0,7.0,7.0,6.0,6.0,20545
275,C.C.CCN.CO.O,8.0,7.0,7.0,6.0,6.0,20555
276,C.C.CCN.OCO,7.0,6.0,6.0,5.0,5.0,20562
277,C.C.C1OO1.CCN,8.0,7.0,7.0,6.0,6.0,20563
278,C.C.CCNOCO,8.0,7.0,7.0,6.0,6.0,20564
279,C.C.CCNOCO,8.0,7.0,7.0,6.0,6.0,20565
280,C.C.CCN.O=CO,8.0,7.0,7.0,6.0,6.0,20567
281,C.C.C=O.CCN.O,7.0,6.0,6.0,5.0,5.0,20569
282,C.C.C=O.CCNO,8.0,7.0,7.0,6.0,6.0,20570
283,C.C.CCN.O=CO,6.0,5.0,5.0,4.0,4.0,20572
284,C.C.CCNOC=O,7.0,6.0,6.0,5.0,5.0,20573
285,C.C.CCN.O=C=O,7.0,6.0,6.0,5.0,5.0,20574
286,C.C.CCNC(O)O,8.0,7.0,7.0,6.0,6.0,20594
287,C.C.CCNC=O.O,8.0,7.0,7.0,6.0,6.0,20600
288,C.C.CCNC(=O)O,7.0,6.0,6.0,5.0,5.0,20602
289,C.C.CCN1OC1=O,8.0,7.0,7.0,6.0,6.0,20603
290,C.C.CC(N)OCO,8.0,7.0,7.0,6.0,6.0,20630
291,C.C.C=O.CC(N)O,8.0,7.0,7.0,6.0,6.0,20632
292,C.C.CC(N)OC=O,7.0,6.0,6.0,5.0,5.0,20634
293,C.C.CC1NC(=O)O1,8.0,7.0,7.0,6.0,6.0,20650
294,C.C.CC(N)OCO,8.0,7.0,7.0,6.0,6.0,20689
295,C.C.CC=N.OCO,8.0,7.0,7.0,6.0,6.0,20772
296,C.C.C=O.CC=N.O,8.0,7.0,7.0,6.0,6.0,20778
297,C.C.CC=N.O=CO,7.0,6.0,6.0,5.0,5.0,20780
298,C.C.CC=NOC=O,8.0,7.0,7.0,6.0,6.0,20781
299,C.C.CC=N.O=C=O,8.0,7.0,7.0,6.0,6.0,20782
300,C.C.CC=NC(=O)O,8.0,7.0,7.0,6.0,6.0,20795
301,C.C.CC(=N)OC=O,8.0,7.0,7.0,6.0,6.0,20811
302,C.C.CC#N.O=CO,8.0,7.0,7.0,6.0,6.0,20856
303,C.C.CCC.N.O.O,7.0,6.0,6.0,5.0,5.0,20858
304,C.C.CCC.N.OO,8.0,7.0,7.0,6.0,6.0,20859
305,C.C.CCC.NO.O,8.0,7.0,7.0,6.0,6.0,20861
306,C.C.CCC.NO.O,8.0,7.0,7.0,6.0,6.0,20864
307,C.C.CCCO.N.O,6.0,5.0,5.0,4.0,4.0,20871
308,C.C.CCCOO.N,7.0,6.0,6.0,5.0,5.0,20872
309,C.C.CCCON.O,7.0,6.0,6.0,5.0,5.0,20873
310,C.C.CCCO.NO,7.0,6.0,6.0,5.0,5.0,20874
311,C.C.CCCOON,8.0,7.0,7.0,6.0,6.0,20875
312,C.C.CCCONO,8.0,7.0,7.0,6.0,6.0,20876
313,C.C.CCCO.N=O,8.0,7.0,7.0,6.0,6.0,20877
314,C.C.CCC=O.N.O,7.0,6.0,6.0,5.0,5.0,20879
315,C.C.CCC=O.NO,8.0,7.0,7.0,6.0,6.0,20880
316,C.C.CCCO.N.O,6.0,5.0,5.0,4.0,4.0,20882
317,C.C.CCCOO.N,7.0,6.0,6.0,5.0,5.0,20883
318,C.C.CCCO.NO,7.0,6.0,6.0,5.0,5.0,20884
319,C.C.CCCOON,8.0,7.0,7.0,6.0,6.0,20885
320,C.C.CCCO.N=O,8.0,7.0,7.0,6.0,6.0,20886
321,C.C.CCCON.O,7.0,6.0,6.0,5.0,5.0,20887
322,C.C.CCCONO,8.0,7.0,7.0,6.0,6.0,20888
323,C.C.CCC(O)O.N,5.0,4.0,4.0,3.0,3.0,20890
324,C.C.CCC1OO1.N,6.0,5.0,5.0,4.0,4.0,20891
325,C.C.CCC(O)ON,6.0,5.0,5.0,4.0,4.0,20892
326,C.C.CCC(O)ON,6.0,5.0,5.0,4.0,4.0,20893
327,C.C.CCC1ONO1,7.0,6.0,6.0,5.0,5.0,20894
328,C.C.CCC(=O)O.N,6.0,5.0,5.0,4.0,4.0,20895
329,C.C.CCC(=O)ON,7.0,6.0,6.0,5.0,5.0,20896
330,C.C.CCC=O.N.O,5.0,4.0,4.0,3.0,3.0,20897
331,C.C.CCC=O.NO,6.0,5.0,5.0,4.0,4.0,20898
332,C.C.CCC=O.N=O,7.0,6.0,6.0,5.0,5.0,20899
333,C.C.CCC(=O)O.N,4.0,3.0,3.0,2.0,2.0,20900
334,C.C.CCC(=O)ON,5.0,4.0,4.0,3.0,3.0,20901
335,C.C.CCCN.O.O,8.0,7.0,7.0,6.0,6.0,20902
336,C.C.CCC(N)O.O,7.0,6.0,6.0,5.0,5.0,20913
337,C.C.CCC(N)OO,8.0,7.0,7.0,6.0,6.0,20914
338,C.C.CCC1NO1.O,8.0,7.0,7.0,6.0,6.0,20915
339,C.C.CCC(O)NO,8.0,7.0,7.0,6.0,6.0,20916
340,C.C.CCC(N)=O.O,8.0,7.0,7.0,6.0,6.0,20920
341,C.C.CCC(N)O.O,7.0,6.0,6.0,5.0,5.0,20923
342,C.C.CCC(N)OO,8.0,7.0,7.0,6.0,6.0,20924
343,C.C.CCC(O)NO,8.0,7.0,7.0,6.0,6.0,20925
344,C.C.CCC1NO1.O,8.0,7.0,7.0,6.0,6.0,20928
345,C.C.CCC(N)(O)O,6.0,5.0,5.0,4.0,4.0,20930
346,C.C.CCC1(N)OO1,7.0,6.0,6.0,5.0,5.0,20931
347,C.C.CCC1(O)NO1,7.0,6.0,6.0,5.0,5.0,20932
348,C.C.CCC1(O)NO1,7.0,6.0,6.0,5.0,5.0,20933
349,C.C.CCC12ON1O2,8.0,7.0,7.0,6.0,6.0,20934
350,C.C.CCC(N)=O.O,6.0,5.0,5.0,4.0,4.0,20935
351,C.C.CCC(=O)NO,7.0,6.0,6.0,5.0,5.0,20936
352,C.C.CCC(=O)N=O,8.0,7.0,7.0,6.0,6.0,20937
353,C.C.CCC(=N)O.O,8.0,7.0,7.0,6.0,6.0,20945
354,C.C.CCC(=N)O.O,8.0,7.0,7.0,6.0,6.0,20950
355,C.C.CC(C)O.N.O,8.0,7.0,7.0,6.0,6.0,20958
356,C.C.CC1CO1.N.O,7.0,6.0,6.0,5.0,5.0,20966
357,C.C.CC1CO1.NO,8.0,7.0,7.0,6.0,6.0,20967
