,smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3,min_dist_all,local_index
0,NCC1C2=C1C(O)O2,7.0,6.0,8.0,7.0,6.0,18
1,C1=C2NCC12.O=CO,7.0,6.0,8.0,7.0,6.0,68
2,OC(O)C1=C2NCC21,7.0,6.0,8.0,7.0,6.0,165
3,O.O=CC1=C2NCC12,7.0,6.0,8.0,7.0,6.0,171
4,O=C(O)C1=C2NCC21,6.0,5.0,7.0,6.0,5.0,173
5,O=c1on2c3c1C3C2,7.0,6.0,8.0,7.0,6.0,174
6,NCC1C=C1C(=O)O,7.0,6.0,8.0,7.0,6.0,224
7,NCC1C2=C1C2(O)O,7.0,6.0,8.0,7.0,6.0,406
8,NCC1c2c1c2=O.O,7.0,6.0,8.0,7.0,6.0,411
9,NCC1C#C1.O=CO,7.0,6.0,8.0,7.0,6.0,472
10,CC1(CN)CC(=O)O1,8.0,7.0,7.0,6.0,6.0,706
11,NCC1(OC=O)CC1,8.0,7.0,7.0,6.0,6.0,3810
12,NCC12CC1C(O)O2,8.0,7.0,7.0,6.0,6.0,3957
13,NCC1(O)CC1C=O,8.0,7.0,7.0,6.0,6.0,3959
14,NCC12CC1C(=O)O2,7.0,6.0,6.0,5.0,5.0,3961
15,O=C1OC23CNC12C3,8.0,7.0,7.0,6.0,6.0,4033
16,O=C1OC23CNC2C13,8.0,7.0,7.0,6.0,6.0,4472
17,NCC1(OC=O)C=C1,7.0,6.0,8.0,7.0,6.0,5478
18,NCC12C=C1C(O)O2,7.0,6.0,8.0,7.0,6.0,5579
19,NCC1(O)C=C1C=O,7.0,6.0,8.0,7.0,6.0,5581
20,NCC12C=C1C(=O)O2,6.0,5.0,7.0,6.0,5.0,5583
21,O=C1OC23CNC2=C13,7.0,6.0,8.0,7.0,6.0,5793
22,NCC12CC1C(O)O2,8.0,7.0,7.0,6.0,6.0,9419
23,NCC12C=C1C(O)O2,7.0,6.0,8.0,7.0,6.0,11041
24,CC1(C)CN1.OCO,8.0,7.0,7.0,6.0,6.0,11454
25,C=O.CC1(C)CN1.O,8.0,7.0,7.0,6.0,6.0,11460
26,CC1(C)CN1.O=CO,7.0,6.0,6.0,5.0,5.0,11462
27,CC1(C)CN1OC=O,8.0,7.0,7.0,6.0,6.0,11463
28,CC1(C)CN1.O=C=O,8.0,7.0,7.0,6.0,6.0,11464
29,CC1(C)CN1C(=O)O,8.0,7.0,7.0,6.0,6.0,11477
30,CC1(COC=O)CN1,8.0,7.0,7.0,6.0,6.0,11493
31,CC12CN1C2.O=CO,8.0,7.0,7.0,6.0,6.0,11578
32,CC1(CCO)CN1.O,8.0,7.0,7.0,6.0,6.0,11614
33,CC1(CCO)CN1.O,8.0,7.0,7.0,6.0,6.0,11621
34,CC1(CC(O)O)CN1,7.0,6.0,6.0,5.0,5.0,11626
35,CC1(CC2OO2)CN1,8.0,7.0,7.0,6.0,6.0,11627
36,CC12CC(O)ON1C2,8.0,7.0,7.0,6.0,6.0,11628
37,CC12CC(O)ON1C2,8.0,7.0,7.0,6.0,6.0,11629
38,CC1(CC(=O)O)CN1,8.0,7.0,7.0,6.0,6.0,11630
39,CC1(CC=O)CN1.O,7.0,6.0,6.0,5.0,5.0,11632
40,CC1(CC=O)CN1O,8.0,7.0,7.0,6.0,6.0,11633
41,CC1(CC(=O)O)CN1,6.0,5.0,5.0,4.0,4.0,11634
42,CC12CC(=O)ON1C2,7.0,6.0,6.0,5.0,5.0,11635
43,CC12CN1C(O)(O)C2,8.0,7.0,7.0,6.0,6.0,11644
44,CC12CC(=O)N1C2.O,8.0,7.0,7.0,6.0,6.0,11646
45,CC1(C2OC2O)CN1,8.0,7.0,7.0,6.0,6.0,11658
46,CC1(C(O)C=O)CN1,8.0,7.0,7.0,6.0,6.0,11660
47,CC1(C2OC2=O)CN1,7.0,6.0,6.0,5.0,5.0,11662
48,CC1(C2OC2O)CN1,8.0,7.0,7.0,6.0,6.0,11691
49,CC12CN1C2C(O)O,8.0,7.0,7.0,6.0,6.0,11731
50,CC12CN1C2C=O.O,8.0,7.0,7.0,6.0,6.0,11734
51,CC12CN1C2C(=O)O,7.0,6.0,6.0,5.0,5.0,11735
52,CC12CN1C21OC1=O,8.0,7.0,7.0,6.0,6.0,11743
53,CC1(C=C(O)O)CN1,8.0,7.0,7.0,6.0,6.0,11771
54,CC1(C=C=O)CN1.O,8.0,7.0,7.0,6.0,6.0,11775
55,CC1(COC=O)CN1,8.0,7.0,7.0,6.0,6.0,11870
56,OC1CC2(CN2)CO1,8.0,7.0,7.0,6.0,6.0,11944
57,O=CCC1(CO)CN1,8.0,7.0,7.0,6.0,6.0,11946
58,O=C1CC2(CN2)CO1,7.0,6.0,6.0,5.0,5.0,11948
59,O=C1OCC23CN2C13,8.0,7.0,7.0,6.0,6.0,11995
