,smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3,min_dist_all,local_index
0,C.CNC(C)C(=O)O,8.0,7.0,7.0,6.0,6.0,53
1,C.CC(N)C(C)O.O,8.0,7.0,7.0,6.0,6.0,203
2,C.CC(N)C(C)O.O,8.0,7.0,7.0,6.0,6.0,213
3,C.CC(N)C(C)(O)O,7.0,6.0,6.0,5.0,5.0,220
4,C.CC(N)C1(C)OO1,8.0,7.0,7.0,6.0,6.0,221
5,C.CC1NOC1(C)O,8.0,7.0,7.0,6.0,6.0,222
6,C.CC1NOC1(C)O,8.0,7.0,7.0,6.0,6.0,223
7,C.CC(=O)C(C)N.O,7.0,6.0,6.0,5.0,5.0,225
8,C.CC(=O)C(C)NO,8.0,7.0,7.0,6.0,6.0,226
9,C.CC(N)C1(O)CO1,8.0,7.0,7.0,6.0,6.0,263
10,C.CC(N)C(=O)CO,8.0,7.0,7.0,6.0,6.0,265
11,C.CC(N)C1(O)CO1,8.0,7.0,7.0,6.0,6.0,308
12,C.CC1NCC1(O)O,8.0,7.0,7.0,6.0,6.0,387
13,C.CC1NCC1=O.O,8.0,7.0,7.0,6.0,6.0,391
14,C.C.NC1COC1=O,8.0,7.0,7.0,6.0,6.0,695
15,C.CC1(O)OCC1N,8.0,7.0,7.0,6.0,6.0,863
16,C.CC(=O)C(N)CO,8.0,7.0,7.0,6.0,6.0,865
17,C.CC1(O)OCC1N,8.0,7.0,7.0,6.0,6.0,1402
18,C.C.O=C(O)C1CN1,8.0,7.0,7.0,6.0,6.0,2108
19,C.CC(O)(O)C1CN1,8.0,7.0,7.0,6.0,6.0,2272
20,C.CC(=O)C1CN1.O,8.0,7.0,7.0,6.0,6.0,2276
21,C.CCC(N)CO.O,8.0,7.0,7.0,6.0,6.0,6294
22,C.CCC(N)CO.O,8.0,7.0,7.0,6.0,6.0,6304
23,C.CCC(N)C(O)O,7.0,6.0,6.0,5.0,5.0,6311
24,C.CCC(N)C1OO1,8.0,7.0,7.0,6.0,6.0,6312
25,C.CCC1NOC1O,8.0,7.0,7.0,6.0,6.0,6313
26,C.CCC1NOC1O,8.0,7.0,7.0,6.0,6.0,6314
27,C.CCC(N)C(=O)O,8.0,7.0,7.0,6.0,6.0,6316
28,C.CCC(N)C=O.O,7.0,6.0,6.0,5.0,5.0,6318
29,C.CCC(C=O)NO,8.0,7.0,7.0,6.0,6.0,6319
30,C.CCC(N)C(=O)O,6.0,5.0,5.0,4.0,4.0,6321
31,C.CCC1NOC1=O,7.0,6.0,6.0,5.0,5.0,6322
32,C.CCC1NC1(O)O,8.0,7.0,7.0,6.0,6.0,6342
33,C.CCC1NC1=O.O,8.0,7.0,7.0,6.0,6.0,6346
34,C.NC1CCOC1O,8.0,7.0,7.0,6.0,6.0,6370
35,C.NC(C=O)CCO,8.0,7.0,7.0,6.0,6.0,6372
36,C.NC1CCOC1=O,7.0,6.0,6.0,5.0,5.0,6374
37,C.NC1CCOC1O,8.0,7.0,7.0,6.0,6.0,6425
38,C.OC(O)C1CCN1,8.0,7.0,7.0,6.0,6.0,6519
39,C.O.O=CC1CCN1,8.0,7.0,7.0,6.0,6.0,6525
40,C.O=C(O)C1CCN1,7.0,6.0,6.0,5.0,5.0,6527
41,C.O=C1ON2CCC12,8.0,7.0,7.0,6.0,6.0,6528
42,C.O=C1OC2CC1N2,8.0,7.0,7.0,6.0,6.0,6555
43,C.O=C(O)C1CC=N1,8.0,7.0,7.0,6.0,6.0,6628
44,C.NC1CCC1.O.O,8.0,7.0,7.0,6.0,6.0,6645
45,C.NC1CCC1O.O,7.0,6.0,6.0,5.0,5.0,6656
46,C.NC1CCC1OO,8.0,7.0,7.0,6.0,6.0,6657
47,C.C1CC2ONC12.O,8.0,7.0,7.0,6.0,6.0,6658
48,C.ONC1CCC1O,8.0,7.0,7.0,6.0,6.0,6659
49,C.NC1CCC1=O.O,8.0,7.0,7.0,6.0,6.0,6663
50,C.NC1CCC1O.O,7.0,6.0,6.0,5.0,5.0,6666
51,C.NC1CCC1OO,8.0,7.0,7.0,6.0,6.0,6667
52,C.ONC1CCC1O,8.0,7.0,7.0,6.0,6.0,6668
53,C.C1CC2ONC12.O,8.0,7.0,7.0,6.0,6.0,6671
54,C.NC1CCC1(O)O,6.0,5.0,5.0,4.0,4.0,6673
55,C.NC1CCC12OO2,7.0,6.0,6.0,5.0,5.0,6674
56,C.OC12CCC1NO2,7.0,6.0,6.0,5.0,5.0,6675
57,C.OC12CCC1NO2,7.0,6.0,6.0,5.0,5.0,6676
58,C.C1CC23ON(O2)C13,8.0,7.0,7.0,6.0,6.0,6677
59,C.NC1CCC1=O.O,6.0,5.0,5.0,4.0,4.0,6678
60,C.O=C1CCC1NO,7.0,6.0,6.0,5.0,5.0,6679
61,C.O=NC1CCC1=O,8.0,7.0,7.0,6.0,6.0,6680
62,C.O.OC12CCC1N2,8.0,7.0,7.0,6.0,6.0,6688
63,C.O.OC12CCC1N2,8.0,7.0,7.0,6.0,6.0,6693
64,C.NC1CC2OC12.O,8.0,7.0,7.0,6.0,6.0,6708
65,C.NC1CC(O)C1O,8.0,7.0,7.0,6.0,6.0,6711
66,C.NC1CC2OC12O,7.0,6.0,6.0,5.0,5.0,6716
67,C.C1C2NOC23OC13,8.0,7.0,7.0,6.0,6.0,6717
68,C.NC1CC(O)C1=O,7.0,6.0,6.0,5.0,5.0,6718
69,C.O=C1C2CC1ON2,8.0,7.0,7.0,6.0,6.0,6719
70,C.NC1CC(=O)C1=O,8.0,7.0,7.0,6.0,6.0,6738
71,C.NC1CC(O)C1O,8.0,7.0,7.0,6.0,6.0,6751
72,C.NC1CC2OC12.O,8.0,7.0,7.0,6.0,6.0,6758
73,C.NC1CC2OC12O,7.0,6.0,6.0,5.0,5.0,6761
