,smiles,ac2_am2,ac2_am3,ac3_am2,ac3_am3,min_dist_all,local_index
0,C.CC(=O)C=O.CN,8.0,7.0,7.0,6.0,6.0,180
1,C.C.CN.OC1CO1,8.0,7.0,7.0,6.0,6.0,264
2,C.CC(O)CO.CN,8.0,7.0,7.0,6.0,6.0,426
3,C.CC1CO1.CN.O,8.0,7.0,7.0,6.0,6.0,433
4,C.CC1(O)CO1.CN,7.0,6.0,6.0,5.0,5.0,436
5,C.CNOC1(C)CO1,8.0,7.0,7.0,6.0,6.0,437
6,C.C1OC12CO2.CN,8.0,7.0,7.0,6.0,6.0,460
7,C.CNCC1(O)CO1,8.0,7.0,7.0,6.0,6.0,512
8,C.CC12OC1O2.CN,8.0,7.0,7.0,6.0,6.0,754
9,C.C.CNCC(O)O,8.0,7.0,7.0,6.0,6.0,1134
10,C.C.CNCC=O.O,8.0,7.0,7.0,6.0,6.0,1140
11,C.C.CNCC(=O)O,7.0,6.0,6.0,5.0,5.0,1142
12,C.C.CN1CC(=O)O1,8.0,7.0,7.0,6.0,6.0,1143
13,C.CNCC(=O)OC,8.0,7.0,7.0,6.0,6.0,1170
14,C.CN(C)CC(=O)O,8.0,7.0,7.0,6.0,6.0,1255
15,C.CNCC(C)O.O,8.0,7.0,7.0,6.0,6.0,1294
16,C.CNCC(C)O.O,8.0,7.0,7.0,6.0,6.0,1301
17,C.CNCC(C)(O)O,7.0,6.0,6.0,5.0,5.0,1306
18,C.CNCC1(C)OO1,8.0,7.0,7.0,6.0,6.0,1307
19,C.CN1CC(C)(O)O1,8.0,7.0,7.0,6.0,6.0,1308
20,C.CN1CC(C)(O)O1,8.0,7.0,7.0,6.0,6.0,1309
21,C.CNCC(C)=O.O,7.0,6.0,6.0,5.0,5.0,1310
22,C.CC(=O)CN(C)O,8.0,7.0,7.0,6.0,6.0,1311
23,C.CNCC1(O)CO1,8.0,7.0,7.0,6.0,6.0,1330
24,C.CNCC(=O)CO,8.0,7.0,7.0,6.0,6.0,1332
25,C.CNCC1(O)CO1,8.0,7.0,7.0,6.0,6.0,1359
26,C.CN1CC(O)(O)C1,8.0,7.0,7.0,6.0,6.0,1404
27,C.CN1CC(=O)C1.O,8.0,7.0,7.0,6.0,6.0,1406
28,C.C.CNC1OC1=O,8.0,7.0,7.0,6.0,6.0,1550
29,C.CNC1OC1(C)O,8.0,7.0,7.0,6.0,6.0,1624
30,C.CNC(O)C(C)=O,8.0,7.0,7.0,6.0,6.0,1626
31,C.CNC1OC1(C)O,8.0,7.0,7.0,6.0,6.0,1896
32,C.C.CN=CC(=O)O,8.0,7.0,7.0,6.0,6.0,2196
33,C.CN=CC(C)(O)O,8.0,7.0,7.0,6.0,6.0,2237
34,C.CN=CC(C)=O.O,8.0,7.0,7.0,6.0,6.0,2239
35,C.C.C=C(O)O.CN,8.0,7.0,7.0,6.0,6.0,2451
36,C.C.C=C=O.CN.O,8.0,7.0,7.0,6.0,6.0,2456
37,C.C=C(C)O.CN.O,8.0,7.0,7.0,6.0,6.0,2758
38,C.C=C(C)O.CN.O,8.0,7.0,7.0,6.0,6.0,2765
39,C.C.CC.CN.O.O,7.0,6.0,6.0,5.0,5.0,5236
40,C.C.CC.CN.OO,8.0,7.0,7.0,6.0,6.0,5237
41,C.C.CC.CNO.O,8.0,7.0,7.0,6.0,6.0,5239
42,C.C.CC.CNO.O,8.0,7.0,7.0,6.0,6.0,5242
43,C.CC.CN.CO.O,6.0,5.0,5.0,4.0,4.0,5247
44,C.CC.CN.COO,7.0,6.0,6.0,5.0,5.0,5248
45,C.CC.CNOC.O,7.0,6.0,6.0,5.0,5.0,5249
46,C.CC.CNO.CO,7.0,6.0,6.0,5.0,5.0,5250
47,C.CC.CNOOC,8.0,7.0,7.0,6.0,6.0,5251
48,C.CC.CON(C)O,8.0,7.0,7.0,6.0,6.0,5252
49,C.CC.CN=O.CO,8.0,7.0,7.0,6.0,6.0,5253
50,C.C=O.CC.CN.O,7.0,6.0,6.0,5.0,5.0,5254
51,C.C=O.CC.CNO,8.0,7.0,7.0,6.0,6.0,5255
52,C.CC.CN.CO.O,6.0,5.0,5.0,4.0,4.0,5257
53,C.CC.CN.COO,7.0,6.0,6.0,5.0,5.0,5258
54,C.CC.CNO.CO,7.0,6.0,6.0,5.0,5.0,5259
