rmat_tag,pdt_smiles
7034215,[13C].[14C][15C][18O][17C](=[17O])[16C][15N]
7036892,[13C].[14C][15C][15N][18O][17C]([16C])=[17O]
7037097,[13C].[14C][15C][15N][16C][17C](=[17O])[18O]
7037749,[13C].[14C][15C]([15N])[18O][17C]([16C])=[17O]
7048602,[13C].[14C][15C][16C][18O][17C]([15N])=[17O]
7048815,[13C].[14C][15C][16C][15N].[17O]=[17C][18O]
7048816,[13C].[14C][15C][16C][15N][18O][17C]=[17O]
7048845,[13C].[14C][15C][16C][15N][17C](=[17O])[18O]
7049130,[13C].[14C][15C][16C][17C][17O][15N].[18O]
7049136,[13C].[14C][15C][16C][17C]([18O])[17O][15N]
7049137,[13C].[14C][15C][16C][17C]1[17O][15N][18O]1
7049144,[13C].[14C][15C][16C][17C](=[17O])[18O][15N]
7049166,[13C].[14C][15C][16C][17C]([15N])[17O].[18O]
7049173,[13C].[14C][15C][16C][17C]([15N])([17O])[18O]
7049174,[13C].[14C][15C][16C][17C]1([15N])[17O][18O]1
7049175,[13C].[14C][15C][16C][17C]1([17O])[15N][18O]1
7049178,[13C].[14C][15C][16C][17C]([15N])=[17O].[18O]
7049179,[13C].[14C][15C][16C][17C](=[17O])[15N][18O]
7049851,[13C].[14C][15C]([16C])[18O][17C]([15N])=[17O]
7049969,[13C].[14C][15C]([16C][15N])[18O][17C]=[17O]
7050120,[13C].[14C][15C]([16C][17C]=[17O])[18O][15N]
7050139,[13C].[14C][15C]([18O])[16C][17C]([15N])=[17O]
7050935,[13C].[14C][15C]1[16C][17C]([18O][15N])[17O]1
7050954,[13C].[14C][15C]1[16C][17C]([15N])([18O])[17O]1
7051790,[13C].[14C][15C]([16C])[15N].[17O]=[17C][18O]
7051791,[13C].[14C][15C]([16C])[15N][18O][17C]=[17O]
7051820,[13C].[14C][15C]([16C])[15N][17C](=[17O])[18O]
7051852,[13C].[14C][15C]([15N])[16C][18O][17C]=[17O]
7052014,[13C].[14C][15C]1[16C][15N]1.[17O]=[17C][18O]
7052159,[13C].[14C][15C]([15N])[16C][17C][17O].[18O]
7052166,[13C].[14C][15C]([15N])[16C][17C]([17O])[18O]
7052167,[13C].[14C][15C]([15N])[16C][17C]1[17O][18O]1
7052168,[13C].[14C][15C]1[16C][17C]([17O])[18O][15N]1
7052173,[13C].[14C][15C]([15N])[16C][17C]=[17O].[18O]
7052174,[13C].[14C][15C]([16C][17C]=[17O])[15N][18O]
7052176,[13C].[14C][15C]([15N])[16C][17C](=[17O])[18O]
7052177,[13C].[14C][15C]1[16C][17C](=[17O])[18O][15N]1
7052197,[13C].[14C][15C]1[16C][17C]([17O])([18O])[15N]1
7052201,[13C].[14C][15C]1[16C][17C](=[17O])[15N]1.[18O]
7053925,[13C].[14C][15C]([16C])[17C](=[17O])[18O][15N]
7054210,[13C].[14C][15C]([16C][15N])[17C](=[17O])[18O]
7054507,[13C].[14C][15C]1[16C][17C]1([18O])[17O][15N]
7061276,[13C].[15C][14C][18O][17C](=[17O])[16C][15N]
7062694,[13C].[16C][17C](=[17O])[18O][14C][15C][15N]
7067619,[13C].[16C][15C][14C][18O][17C]([15N])=[17O]
7067737,[13C].[15N][16C][15C][14C][18O][17C]=[17O]
7067886,[13C].[15N][17O][17C]1[16C][15C][14C][18O]1
7067888,[13C].[15N][18O][14C][15C][16C][17C]=[17O]
7067905,[13C].[15N][17C]1([17O])[16C][15C][14C][18O]1
7067907,[13C].[15N][17C](=[17O])[16C][15C][14C][18O]
7068900,[13C].[16C][15C]([15N])[14C][18O][17C]=[17O]
7069068,[13C].[15N][15C]1[14C][18O][17C]([17O])[16C]1
7069070,[13C].[15N][15C]([14C][18O])[16C][17C]=[17O]
7069072,[13C].[15N][15C]1[14C][18O][17C](=[17O])[16C]1
7099218,[13C].[15C][14C][15N][17C](=[17O])[18O][16C]
7099367,[13C].[15C][14C][15N][16C].[17O]=[17C][18O]
7099368,[13C].[15C][14C][15N]([16C])[18O][17C]=[17O]
7099382,[13C].[15C][14C][15N]([16C])[17C](=[17O])[18O]
7099398,[13C].[15C][14C][15N][16C][18O][17C]=[17O]
7099483,[13C].[15C][14C][15N]=[16C].[17O]=[17C][18O]
7099538,[13C].[15C][14C][15N][17O][17C][16C].[18O]
7099543,[13C].[15C][14C][15N][17O][17C]([16C])[18O]
7099544,[13C].[15C][14C][15N]1[17O][17C]([16C])[18O]1
7099551,[13C].[15C][14C][15N][18O][17C]([16C])=[17O]
7099566,[13C].[15C][14C][15N][17C]([16C])[17O].[18O]
7099571,[13C].[15C][14C][15N][17C]([16C])([17O])[18O]
7099572,[13C].[15C][14C][15N][17C]1([16C])[17O][18O]1
7099574,[13C].[15C][14C][15N]1[17O][17C]1([16C])[18O]
7099575,[13C].[15C][14C][15N][17C]([16C])=[17O].[18O]
7099576,[13C].[15C][14C][15N]([18O])[17C]([16C])=[17O]
7099600,[13C].[15C][14C][15N][17O][17C]1[16C][18O]1
7099602,[13C].[15C][14C][15N][18O][16C][17C]=[17O]
7099615,[13C].[15C][14C][15N][17C]1([17O])[16C][18O]1
7099617,[13C].[15C][14C][15N][17C](=[17O])[16C][18O]
7099736,[13C].[15C][14C][15N][16C][17C][18O].[17O]
7099748,[13C].[15C][14C][15N][16C][17C]([17O])[18O]
7099749,[13C].[15C][14C][15N][16C][17C]1[17O][18O]1
7099751,[13C].[15C][14C][15N]1[16C][17C]([18O])[17O]1
7099754,[13C].[15C][14C][15N][16C][17C]=[17O].[18O]
7099755,[13C].[15C][14C][15N]([18O])[16C][17C]=[17O]
7099756,[13C].[15C][14C][15N][16C][17C](=[17O])[18O]
7099757,[13C].[15C][14C][15N]1[16C][17C](=[17O])[18O]1
7099766,[13C].[15C][14C][15N]1[16C][17C]1([17O])[18O]
7099768,[13C].[15C][14C][15N]1[16C][17C]1=[17O].[18O]
7099905,[13C].[15C][14C][15N][17O][17C](=[16C])[18O]
