rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned
2043268,[13C].[15C].[15N][14C][17C]1([17O])[16C][18O]1,[15N][14C][17C]1([17O])[16C][18O]1,NCC1(O)CO1
2043270,[13C].[15C].[15N][14C][17C](=[17O])[16C][18O],[15N][14C][17C](=[17O])[16C][18O],NCC(=O)CO
2043271,[13C].[15C].[17O]=[17C]1[14C][15N][18O][16C]1,[17O]=[17C]1[14C][15N][18O][16C]1,O=C1CNOC1
2043303,[13C].[15C].[15N][14C][17C]([18O])[16C][17O],[15N][14C][17C]([18O])[16C][17O],NCC(O)CO
2043310,[13C].[15C].[15N][14C][17C]1[16C][17O]1.[18O],[15N][14C][17C]1[16C][17O]1,NCC1CO1
2043314,[13C].[14C]1[15N][18O][17C]12[16C][17O]2.[15C],[14C]1[15N][18O][17C]12[16C][17O]2,C1NOC12CO2
2043387,[13C].[15C].[17O][17C]1[14C][15N][16C]1.[18O],[17O][17C]1[14C][15N][16C]1,OC1CNC1
2043392,[13C].[15C].[17O][17C]1([18O])[14C][15N][16C]1,[17O][17C]1([18O])[14C][15N][16C]1,OC1(O)CNC1
2043393,[13C].[14C]1[15N][16C][17C]12[17O][18O]2.[15C],[14C]1[15N][16C][17C]12[17O][18O]2,C1NCC12OO2
2043395,[13C].[15C].[18O][17C]12[14C][15N]([16C]1)[17O]2,[18O][17C]12[14C][15N]([16C]1)[17O]2,OC12CN(C1)O2
2043396,[13C].[15C].[17O]=[17C]1[14C][15N][16C]1.[18O],[17O]=[17C]1[14C][15N][16C]1,O=C1CNC1
2043397,[13C].[15C].[17O]=[17C]1[14C][15N]([18O])[16C]1,[17O]=[17C]1[14C][15N]([18O])[16C]1,O=C1CN(O)C1
2043515,[13C].[15C].[16C]=[17C]([17O])[14C][15N].[18O],[16C]=[17C]([17O])[14C][15N],C=C(O)CN
2043791,[13C].[15C][18O][17C](=[17O])[14C][15N][16C],[15C][18O][17C](=[17O])[14C][15N][16C],COC(=O)CNC
2043868,[13C].[15C][18O][17C]([16C])([17O])[14C][15N],[15C][18O][17C]([16C])([17O])[14C][15N],COC(C)(O)CN
2043871,[13C].[15C][18O][15N][14C][17C]([16C])=[17O],[15C][18O][15N][14C][17C]([16C])=[17O],CONCC(C)=O
2043890,[13C].[15C][18O][16C][17C](=[17O])[14C][15N],[15C][18O][16C][17C](=[17O])[14C][15N],COCC(=O)CN
2044404,[13C].[15C][17O][17C]([16C])[14C][15N].[18O],[15C][17O][17C]([16C])[14C][15N],COC(C)CN
2044408,[13C].[15C][17O][17C]1([16C])[14C][15N][18O]1,[15C][17O][17C]1([16C])[14C][15N][18O]1,COC1(C)CNO1
2044431,[13C].[15C][17O][17C]1([14C][15N])[16C][18O]1,[15C][17O][17C]1([14C][15N])[16C][18O]1,COC1(CN)CO1
2044483,[13C].[15C][17O][17C]1([18O])[14C][15N][16C]1,[15C][17O][17C]1([18O])[14C][15N][16C]1,COC1(O)CNC1
2044725,[13C].[16C][17C]1([14C][15N])[17O][15C][18O]1,[16C][17C]1([14C][15N])[17O][15C][18O]1,CC1(CN)OCO1
2045160,[13C].[15C][15N][14C][17C](=[17O])[18O][16C],[15C][15N][14C][17C](=[17O])[18O][16C],CNCC(=O)OC
2045245,[13C].[15C][15N]([16C])[14C][17C](=[17O])[18O],[15C][15N]([16C])[14C][17C](=[17O])[18O],CN(C)CC(=O)O
2045291,[13C].[15C][15N][14C][17C]([16C])[17O].[18O],[15C][15N][14C][17C]([16C])[17O],CNCC(C)O
2045296,[13C].[15C][15N][14C][17C]([16C])([17O])[18O],[15C][15N][14C][17C]([16C])([17O])[18O],CNCC(C)(O)O
2045297,[13C].[15C][15N][14C][17C]1([16C])[17O][18O]1,[15C][15N][14C][17C]1([16C])[17O][18O]1,CNCC1(C)OO1
2045298,[13C].[15C][15N]1[14C][17C]([16C])([17O])[18O]1,[15C][15N]1[14C][17C]([16C])([17O])[18O]1,CN1CC(C)(O)O1
2045300,[13C].[15C][15N][14C][17C]([16C])=[17O].[18O],[15C][15N][14C][17C]([16C])=[17O],CNCC(C)=O
2045301,[13C].[15C][15N]([18O])[14C][17C]([16C])=[17O],[15C][15N]([18O])[14C][17C]([16C])=[17O],CN(O)CC(C)=O
2045322,[13C].[15C][15N][14C][17C](=[17O])[16C][18O],[15C][15N][14C][17C](=[17O])[16C][18O],CNCC(=O)CO
2045349,[13C].[15C][15N][14C][17C]1([18O])[16C][17O]1,[15C][15N][14C][17C]1([18O])[16C][17O]1,CNCC1(O)CO1
2045394,[13C].[15C][15N]1[14C][17C]([17O])([18O])[16C]1,[15C][15N]1[14C][17C]([17O])([18O])[16C]1,CN1CC(O)(O)C1
2045396,[13C].[15C][15N]1[14C][17C](=[17O])[16C]1.[18O],[15C][15N]1[14C][17C](=[17O])[16C]1,CN1CC(=O)C1
2045616,[13C].[16C][17C](=[17O])[14C][15N][15C][18O],[16C][17C](=[17O])[14C][15N][15C][18O],CC(=O)CNCO
2045886,[13C].[16C][17C]1([18O])[14C][15N][15C][17O]1,[16C][17C]1([18O])[14C][15N][15C][17O]1,CC1(O)CNCO1
2046293,[13C].[15C]=[15N][14C][17C]([16C])([17O])[18O],[15C]=[15N][14C][17C]([16C])([17O])[18O],C=NCC(C)(O)O
2046295,[13C].[15C]=[15N][14C][17C]([16C])=[17O].[18O],[15C]=[15N][14C][17C]([16C])=[17O],C=NCC(C)=O
2046892,[13C].[15C][17C]([16C])([17O])[14C][15N].[18O],[15C][17C]([16C])([17O])[14C][15N],CC(C)(O)CN
2050347,[13C].[15C][16C][18O][17C][14C][15N].[17O],[15C][16C][18O][17C][14C][15N],CCOCCN
2050356,[13C].[15C][16C][18O][17C]1[14C][15N][17O]1,[15C][16C][18O][17C]1[14C][15N][17O]1,CCOC1CNO1
2050358,[13C].[15C][16C][18O][15N][14C][17C]=[17O],[15C][16C][18O][15N][14C][17C]=[17O],CCONCC=O
2050359,[13C].[15C][16C][18O][17C](=[17O])[14C][15N],[15C][16C][18O][17C](=[17O])[14C][15N],CCOC(=O)CN
2050410,[13C].[15C][16C][17O][17C]([18O])[14C][15N],[15C][16C][17O][17C]([18O])[14C][15N],CCOC(O)CN
2050426,[13C].[15C][16C][17O][17C]1([18O])[14C][15N]1,[15C][16C][17O][17C]1([18O])[14C][15N]1,CCOC1(O)CN1
2050499,[13C].[15C][16C][15N][14C][17C][17O].[18O],[15C][16C][15N][14C][17C][17O],CCNCCO
2050504,[13C].[15C][16C][15N][14C][17C]([17O])[18O],[15C][16C][15N][14C][17C]([17O])[18O],CCNCC(O)O
2050505,[13C].[15C][16C][15N][14C][17C]1[17O][18O]1,[15C][16C][15N][14C][17C]1[17O][18O]1,CCNCC1OO1
2050507,[13C].[15C][16C][15N]1[14C][17C]([18O])[17O]1,[15C][16C][15N]1[14C][17C]([18O])[17O]1,CCN1CC(O)O1
2050510,[13C].[15C][16C][15N][14C][17C]=[17O].[18O],[15C][16C][15N][14C][17C]=[17O],CCNCC=O
2050511,[13C].[15C][16C][15N]([18O])[14C][17C]=[17O],[15C][16C][15N]([18O])[14C][17C]=[17O],CCN(O)CC=O
2050512,[13C].[15C][16C][15N][14C][17C](=[17O])[18O],[15C][16C][15N][14C][17C](=[17O])[18O],CCNCC(=O)O
2050513,[13C].[15C][16C][15N]1[14C][17C](=[17O])[18O]1,[15C][16C][15N]1[14C][17C](=[17O])[18O]1,CCN1CC(=O)O1
2050522,[13C].[15C][16C][15N]1[14C][17C]1([17O])[18O],[15C][16C][15N]1[14C][17C]1([17O])[18O],CCN1CC1(O)O
2050524,[13C].[15C][16C][15N]1[14C][17C]1=[17O].[18O],[15C][16C][15N]1[14C][17C]1=[17O],CCN1CC1=O
2050630,[13C].[15C][16C][17C][14C][15N].[17O].[18O],[15C][16C][17C][14C][15N],CCCCN
2050633,[13C].[15C][16C][17C][14C][15N][18O].[17O],[15C][16C][17C][14C][15N][18O],CCCCNO
2050642,[13C].[15C][16C][17C]([14C][15N])[18O][17O],[15C][16C][17C]([14C][15N])[18O][17O],CCC(CN)OO
2050643,[13C].[15C][16C][17C]1[14C][15N][18O]1.[17O],[15C][16C][17C]1[14C][15N][18O]1,CCC1CNO1
2050651,[13C].[15C][16C][17C]([17O])[14C][15N].[18O],[15C][16C][17C]([17O])[14C][15N],CCC(O)CN
2050653,[13C].[15C][16C][17C]([17O])[14C][15N][18O],[15C][16C][17C]([17O])[14C][15N][18O],CCC(O)CNO
2050654,[13C].[15C][16C][17C]1[14C][15N][18O][17O]1,[15C][16C][17C]1[14C][15N][18O][17O]1,CCC1CNOO1
2050655,[13C].[15C][16C][17C]([17O])[14C][15N]=[18O],[15C][16C][17C]([17O])[14C][15N]=[18O],CCC(O)CN=O
2050657,[13C].[15C][16C][17C]1[14C][15N]([18O])[17O]1,[15C][16C][17C]1[14C][15N]([18O])[17O]1,CCC1CN(O)O1
2050658,[13C].[15C][16C][17C]([17O])([18O])[14C][15N],[15C][16C][17C]([17O])([18O])[14C][15N],CCC(O)(O)CN
2050659,[13C].[15C][16C][17C]1([14C][15N])[17O][18O]1,[15C][16C][17C]1([14C][15N])[17O][18O]1,CCC1(CN)OO1
2050660,[13C].[15C][16C][17C]1([17O])[14C][15N][18O]1,[15C][16C][17C]1([17O])[14C][15N][18O]1,CCC1(O)CNO1
2050662,[13C].[15C][16C][17C]12[14C][15N]([17O]1)[18O]2,[15C][16C][17C]12[14C][15N]([17O]1)[18O]2,CCC12CN(O1)O2
2050663,[13C].[15C][16C][17C](=[17O])[14C][15N].[18O],[15C][16C][17C](=[17O])[14C][15N],CCC(=O)CN
2050664,[13C].[15C][16C][17C](=[17O])[14C][15N][18O],[15C][16C][17C](=[17O])[14C][15N][18O],CCC(=O)CNO
2050665,[13C].[15C][16C][17C](=[17O])[14C][15N]=[18O],[15C][16C][17C](=[17O])[14C][15N]=[18O],CCC(=O)CN=O
2050666,[13C].[15C][16C][17C]1[14C][15N]1.[17O].[18O],[15C][16C][17C]1[14C][15N]1,CCC1CN1
2050674,[13C].[15C][16C][17C]1([18O][17O])[14C][15N]1,[15C][16C][17C]1([18O][17O])[14C][15N]1,CCC1(OO)CN1
2050675,[13C].[15C][16C][17C]12[14C][15N]1[18O]2.[17O],[15C][16C][17C]12[14C][15N]1[18O]2,CCC12CN1O2
2050676,[13C].[15C][16C][17C]1([18O])[14C][15N]1[17O],[15C][16C][17C]1([18O])[14C][15N]1[17O],CCC1(O)CN1O
2050678,[13C].[15C][16C][17C]1([17O])[14C][15N]1.[18O],[15C][16C][17C]1([17O])[14C][15N]1,CCC1(O)CN1
2050996,[13C].[16C][15C][18O][15N][14C][17C]=[17O],[16C][15C][18O][15N][14C][17C]=[17O],CCONCC=O
2050997,[13C].[16C][15C][18O][17C](=[17O])[14C][15N],[16C][15C][18O][17C](=[17O])[14C][15N],CCOC(=O)CN
2051086,[13C].[17O]=[17C][14C][15N][16C][15C][18O],[17O]=[17C][14C][15N][16C][15C][18O],O=CCNCCO
2051088,[13C].[17O]=[17C]1[14C][15N][16C][15C][18O]1,[17O]=[17C]1[14C][15N][16C][15C][18O]1,O=C1CNCCO1
2051159,[13C].[15N][14C][17C]1([17O])[16C][15C][18O]1,[15N][14C][17C]1([17O])[16C][15C][18O]1,NCC1(O)CCO1
2051161,[13C].[15N][14C][17C](=[17O])[16C][15C][18O],[15N][14C][17C](=[17O])[16C][15C][18O],NCC(=O)CCO
2051162,[13C].[17O]=[17C]1[14C][15N][18O][15C][16C]1,[17O]=[17C]1[14C][15N][18O][15C][16C]1,O=C1CNOCC1
2051375,[13C].[15N][14C][17C]([17O])[16C][15C]=[18O],[15N][14C][17C]([17O])[16C][15C]=[18O],NCC(O)CC=O
2051377,[13C].[15N][14C][17C](=[17O])[16C][15C]=[18O],[15N][14C][17C](=[17O])[16C][15C]=[18O],NCC(=O)CC=O
2051442,[13C].[16C][15C][17O][17C][14C][15N].[18O],[16C][15C][17O][17C][14C][15N],CCOCCN
2051445,[13C].[16C][15C][17O][17C]([18O])[14C][15N],[16C][15C][17O][17C]([18O])[14C][15N],CCOC(O)CN
2051446,[13C].[16C][15C][17O][17C]1[14C][15N][18O]1,[16C][15C][17O][17C]1[14C][15N][18O]1,CCOC1CNO1
2051461,[13C].[16C][15C][17O][17C]1([18O])[14C][15N]1,[16C][15C][17O][17C]1([18O])[14C][15N]1,CCOC1(O)CN1
2051477,[13C].[15N][14C][17C]1[17O][15C][16C][18O]1,[15N][14C][17C]1[17O][15C][16C][18O]1,NCC1OCCO1
2051536,[13C].[18O][17C]1[14C][15N][16C][15C][17O]1,[18O][17C]1[14C][15N][16C][15C][17O]1,OC1CNCCO1
2051594,[13C].[15N][14C][17C][16C][15C][17O].[18O],[15N][14C][17C][16C][15C][17O],NCCCCO
2051601,[13C].[15N][14C][17C]([18O])[16C][15C][17O],[15N][14C][17C]([18O])[16C][15C][17O],NCC(O)CCO
2051602,[13C].[15N][14C][17C]1[16C][15C][17O][18O]1,[15N][14C][17C]1[16C][15C][17O][18O]1,NCC1CCOO1
2051603,[13C].[17O][15C][16C][17C]1[14C][15N][18O]1,[17O][15C][16C][17C]1[14C][15N][18O]1,OCCC1CNO1
2051604,[13C].[18O][17C]1[14C][15N][17O][15C][16C]1,[18O][17C]1[14C][15N][17O][15C][16C]1,OC1CNOCC1
2051608,[13C].[15N][14C][17C]1[16C][15C][17O]1.[18O],[15N][14C][17C]1[16C][15C][17O]1,NCC1CCO1
2051609,[13C].[18O][15N][14C][17C]1[16C][15C][17O]1,[18O][15N][14C][17C]1[16C][15C][17O]1,ONCC1CCO1
2051612,[13C].[14C]1[15N][18O][17C]12[16C][15C][17O]2,[14C]1[15N][18O][17C]12[16C][15C][17O]2,C1NOC12CCO2
2051618,[13C].[17O][15C][16C][17C]1([18O])[14C][15N]1,[17O][15C][16C][17C]1([18O])[14C][15N]1,OCCC1(O)CN1
2051622,[13C].[14C]1[15N][17C]12[16C][15C][17O]2.[18O],[14C]1[15N][17C]12[16C][15C][17O]2,C1NC12CCO2
2051787,[13C].[16C][15C]1[17O][17C]([14C][15N])[18O]1,[16C][15C]1[17O][17C]([14C][15N])[18O]1,CC1OC(CN)O1
2051860,[13C].[15N][14C][17C]1[16C][15C]([17O])[18O]1,[15N][14C][17C]1[16C][15C]([17O])[18O]1,NCC1CC(O)O1
2051864,[13C].[15N][14C][17C]12[16C][15C]([17O]1)[18O]2,[15N][14C][17C]12[16C][15C]([17O]1)[18O]2,NCC12CC(O1)O2
2052171,[13C].[16C][15C][15N][14C][17C][18O].[17O],[16C][15C][15N][14C][17C][18O],CCNCCO
2052183,[13C].[16C][15C][15N][14C][17C]([17O])[18O],[16C][15C][15N][14C][17C]([17O])[18O],CCNCC(O)O
2052184,[13C].[16C][15C][15N][14C][17C]1[17O][18O]1,[16C][15C][15N][14C][17C]1[17O][18O]1,CCNCC1OO1
2052185,[13C].[16C][15C][15N]1[14C][17C]([17O])[18O]1,[16C][15C][15N]1[14C][17C]([17O])[18O]1,CCN1CC(O)O1
2052189,[13C].[16C][15C][15N][14C][17C]=[17O].[18O],[16C][15C][15N][14C][17C]=[17O],CCNCC=O
2052190,[13C].[16C][15C][15N]([18O])[14C][17C]=[17O],[16C][15C][15N]([18O])[14C][17C]=[17O],CCN(O)CC=O
2052191,[13C].[16C][15C][15N][14C][17C](=[17O])[18O],[16C][15C][15N][14C][17C](=[17O])[18O],CCNCC(=O)O
2052192,[13C].[16C][15C][15N]1[14C][17C](=[17O])[18O]1,[16C][15C][15N]1[14C][17C](=[17O])[18O]1,CCN1CC(=O)O1
2052201,[13C].[16C][15C][15N]1[14C][17C]1([17O])[18O],[16C][15C][15N]1[14C][17C]1([17O])[18O],CCN1CC1(O)O
2052203,[13C].[16C][15C][15N]1[14C][17C]1=[17O].[18O],[16C][15C][15N]1[14C][17C]1=[17O],CCN1CC1=O
2052217,[13C].[17O]=[17C][14C][15N][15C][16C][18O],[17O]=[17C][14C][15N][15C][16C][18O],O=CCNCCO
2052219,[13C].[17O]=[17C]1[14C][15N][15C][16C][18O]1,[17O]=[17C]1[14C][15N][15C][16C][18O]1,O=C1CNCCO1
2052248,[13C].[18O][17C]1[14C][15N][15C][16C][17O]1,[18O][17C]1[14C][15N][15C][16C][17O]1,OC1CNCCO1
2052298,[13C].[17O][17C]([18O])[14C][15N]1[15C][16C]1,[17O][17C]([18O])[14C][15N]1[15C][16C]1,OC(O)CN1CC1
2052301,[13C].[17O]=[17C][14C][15N]1[15C][16C]1.[18O],[17O]=[17C][14C][15N]1[15C][16C]1,O=CCN1CC1
2052302,[13C].[17O]=[17C]([18O])[14C][15N]1[15C][16C]1,[17O]=[17C]([18O])[14C][15N]1[15C][16C]1,O=C(O)CN1CC1
2052330,[13C].[14C]1[17C][16C][15C][15N]1.[17O].[18O],[14C]1[17C][16C][15C][15N]1,C1CCCN1
2052339,[13C].[14C]1[17C]2[16C][15C][15N]1[18O]2.[17O],[14C]1[17C]2[16C][15C][15N]1[18O]2,C1C2CCN1O2
2052340,[13C].[17O][15N]1[14C][17C]([18O])[16C][15C]1,[17O][15N]1[14C][17C]([18O])[16C][15C]1,ON1CC(O)CC1
2052344,[13C].[17O][17C]1[14C][15N][15C][16C]1.[18O],[17O][17C]1[14C][15N][15C][16C]1,OC1CNCC1
2052345,[13C].[18O][17O][17C]1[14C][15N][15C][16C]1,[18O][17O][17C]1[14C][15N][15C][16C]1,OOC1CNCC1
2052349,[13C].[17O][17C]1([18O])[14C][15N][15C][16C]1,[17O][17C]1([18O])[14C][15N][15C][16C]1,OC1(O)CNCC1
2052350,[13C].[14C]1[15N][15C][16C][17C]12[17O][18O]2,[14C]1[15N][15C][16C][17C]12[17O][18O]2,C1NCCC12OO2
2052352,[13C].[18O][17C]12[14C][15N]([15C][16C]1)[17O]2,[18O][17C]12[14C][15N]([15C][16C]1)[17O]2,OC12CN(CC1)O2
2052353,[13C].[17O]=[17C]1[14C][15N][15C][16C]1.[18O],[17O]=[17C]1[14C][15N][15C][16C]1,O=C1CNCC1
2052354,[13C].[17O]=[17C]1[14C][15N]([18O])[15C][16C]1,[17O]=[17C]1[14C][15N]([18O])[15C][16C]1,O=C1CN(O)CC1
2052360,[13C].[17O][17C]12[14C][15N]1[15C][16C]2.[18O],[17O][17C]12[14C][15N]1[15C][16C]2,OC12CN1CC2
2052525,[13C].[16C][15C]1[15N][14C][17C]([17O])[18O]1,[16C][15C]1[15N][14C][17C]([17O])[18O]1,CC1NCC(O)O1
2052527,[13C].[16C][15C]([18O])[15N][14C][17C]=[17O],[16C][15C]([18O])[15N][14C][17C]=[17O],CC(O)NCC=O
2052529,[13C].[16C][15C]1[15N][14C][17C](=[17O])[18O]1,[16C][15C]1[15N][14C][17C](=[17O])[18O]1,CC1NCC(=O)O1
2052578,[13C].[17O]=[17C]1[14C][15N]2[16C][15C]2[18O]1,[17O]=[17C]1[14C][15N]2[16C][15C]2[18O]1,O=C1CN2CC2O1
2052596,[13C].[14C]1[15N][15C]2[16C][17C]1[18O]2.[17O],[14C]1[15N][15C]2[16C][17C]1[18O]2,C1NC2CC1O2
2052603,[13C].[14C]1[15N]2[17O][17C]13[16C][15C]2[18O]3,[14C]1[15N]2[17O][17C]13[16C][15C]2[18O]3,C1N2OC13CC2O3
2052604,[13C].[17O]=[17C]1[14C][15N][15C]([18O])[16C]1,[17O]=[17C]1[14C][15N][15C]([18O])[16C]1,O=C1CNC(O)C1
2052605,[13C].[17O]=[17C]1[14C][15N]2[18O][15C]2[16C]1,[17O]=[17C]1[14C][15N]2[18O][15C]2[16C]1,O=C1CN2OC2C1
2052829,[13C].[17O][15C]1[16C][17C]([18O])[14C][15N]1,[17O][15C]1[16C][17C]([18O])[14C][15N]1,OC1CC(O)CN1
2052837,[13C].[18O][17C]12[14C][15N][15C]([16C]1)[17O]2,[18O][17C]12[14C][15N][15C]([16C]1)[17O]2,OC12CNC(C1)O2
2053084,[13C].[16C][15C]=[15N][14C][17C]([17O])[18O],[16C][15C]=[15N][14C][17C]([17O])[18O],CC=NCC(O)O
2053087,[13C].[16C][15C]=[15N][14C][17C]=[17O].[18O],[16C][15C]=[15N][14C][17C]=[17O],CC=NCC=O
2053088,[13C].[16C][15C]=[15N][14C][17C](=[17O])[18O],[16C][15C]=[15N][14C][17C](=[17O])[18O],CC=NCC(=O)O
2053096,[13C].[17O]=[17C]1[14C][15N]=[15C][16C][18O]1,[17O]=[17C]1[14C][15N]=[15C][16C][18O]1,O=C1CN=CCO1
2053123,[13C].[17O].[18O][17C]1[14C][15N]=[15C][16C]1,[18O][17C]1[14C][15N]=[15C][16C]1,OC1CN=CC1
2053128,[13C].[17O][17C]1([18O])[14C][15N]=[15C][16C]1,[17O][17C]1([18O])[14C][15N]=[15C][16C]1,OC1(O)CN=CC1
2053129,[13C].[14C]1[15N]=[15C][16C][17C]12[17O][18O]2,[14C]1[15N]=[15C][16C][17C]12[17O][18O]2,C1N=CCC12OO2
2053130,[13C].[17O]=[17C]1[14C][15N]=[15C][16C]1.[18O],[17O]=[17C]1[14C][15N]=[15C][16C]1,O=C1CN=CC1
2053293,[13C].[16C][15C][17C]([18O])[14C][15N].[17O],[16C][15C][17C]([18O])[14C][15N],CCC(O)CN
2053310,[13C].[16C][15C][17C]([17O])([18O])[14C][15N],[16C][15C][17C]([17O])([18O])[14C][15N],CCC(O)(O)CN
2053311,[13C].[16C][15C][17C]1([14C][15N])[17O][18O]1,[16C][15C][17C]1([14C][15N])[17O][18O]1,CCC1(CN)OO1
2053312,[13C].[16C][15C][17C]1([17O])[14C][15N][18O]1,[16C][15C][17C]1([17O])[14C][15N][18O]1,CCC1(O)CNO1
2053315,[13C].[16C][15C][17C](=[17O])[14C][15N].[18O],[16C][15C][17C](=[17O])[14C][15N],CCC(=O)CN
2053316,[13C].[16C][15C][17C](=[17O])[14C][15N][18O],[16C][15C][17C](=[17O])[14C][15N][18O],CCC(=O)CNO
2053355,[13C].[15N][14C][17C](=[17O])[15C][16C][18O],[15N][14C][17C](=[17O])[15C][16C][18O],NCC(=O)CCO
2053398,[13C].[15N][14C][17C]1([18O])[15C][16C][17O]1,[15N][14C][17C]1([18O])[15C][16C][17O]1,NCC1(O)CCO1
2053477,[13C].[17O][17C]1([18O])[14C][15N][16C][15C]1,[17O][17C]1([18O])[14C][15N][16C][15C]1,OC1(O)CNCC1
2053481,[13C].[17O]=[17C]1[14C][15N][16C][15C]1.[18O],[17O]=[17C]1[14C][15N][16C][15C]1,O=C1CNCC1
2053582,[13C].[15N][14C][17C]1[15C][16C]1.[17O].[18O],[15N][14C][17C]1[15C][16C]1,NCC1CC1
2053593,[13C].[15N][14C][17C]1([18O])[15C][16C]1.[17O],[15N][14C][17C]1([18O])[15C][16C]1,NCC1(O)CC1
2053601,[13C].[15N][14C][17C]1([17O][18O])[15C][16C]1,[15N][14C][17C]1([17O][18O])[15C][16C]1,NCC1(OO)CC1
2053602,[13C].[17O][17C]1([14C][15N][18O])[15C][16C]1,[17O][17C]1([14C][15N][18O])[15C][16C]1,OC1(CNO)CC1
2053605,[13C].[14C]1[15N][17O][17C]12[15C][16C]2.[18O],[14C]1[15N][17O][17C]12[15C][16C]2,C1NOC12CC2
2053783,[13C].[16C][15C]([18O])[17C](=[17O])[14C][15N],[16C][15C]([18O])[17C](=[17O])[14C][15N],CC(O)C(=O)CN
2054103,[13C].[16C][15C]1[17O][17C]1([18O])[14C][15N],[16C][15C]1[17O][17C]1([18O])[14C][15N],CC1OC1(O)CN
2054238,[13C].[15N][14C][17C]1([18O])[16C][15C]1[17O],[15N][14C][17C]1([18O])[16C][15C]1[17O],NCC1(O)CC1O
2054243,[13C].[15N][14C][17C]12[16C][15C]1[17O]2.[18O],[15N][14C][17C]12[16C][15C]1[17O]2,NCC12CC1O2
2054556,[13C].[16C][15C]1[15N][14C][17C]1([17O])[18O],[16C][15C]1[15N][14C][17C]1([17O])[18O],CC1NCC1(O)O
2054560,[13C].[16C][15C]1[15N][14C][17C]1=[17O].[18O],[16C][15C]1[15N][14C][17C]1=[17O],CC1NCC1=O
2054689,[13C].[17O].[18O][17C]12[14C][15N][15C]1[16C]2,[18O][17C]12[14C][15N][15C]1[16C]2,OC12CNC1C2
2056331,[13C].[16C]=[15C][18O][17C]([17O])[14C][15N],[16C]=[15C][18O][17C]([17O])[14C][15N],C=COC(O)CN
2056335,[13C].[16C]=[15C][18O][17C](=[17O])[14C][15N],[16C]=[15C][18O][17C](=[17O])[14C][15N],C=COC(=O)CN
2057106,[13C].[16C]=[15C][15N][14C][17C]([17O])[18O],[16C]=[15C][15N][14C][17C]([17O])[18O],C=CNCC(O)O
2057112,[13C].[16C]=[15C][15N][14C][17C]=[17O].[18O],[16C]=[15C][15N][14C][17C]=[17O],C=CNCC=O
2057114,[13C].[16C]=[15C][15N][14C][17C](=[17O])[18O],[16C]=[15C][15N][14C][17C](=[17O])[18O],C=CNCC(=O)O
2057115,[13C].[16C]=[15C][15N]1[14C][17C](=[17O])[18O]1,[16C]=[15C][15N]1[14C][17C](=[17O])[18O]1,C=CN1CC(=O)O1
2057697,[13C].[16C]=[15C][17C]([17O])([18O])[14C][15N],[16C]=[15C][17C]([17O])([18O])[14C][15N],C=CC(O)(O)CN
2057702,[13C].[16C]=[15C][17C](=[17O])[14C][15N].[18O],[16C]=[15C][17C](=[17O])[14C][15N],C=CC(=O)CN
3076528,[13C].[14C][16C][17C]([18O])[17O][15N].[15C],[14C][16C][17C]([18O])[17O][15N],CCC(O)ON
3076536,[13C].[14C][16C][17C](=[17O])[18O][15N].[15C],[14C][16C][17C](=[17O])[18O][15N],CCC(=O)ON
3076565,[13C].[14C][16C][17C]([15N])([17O])[18O].[15C],[14C][16C][17C]([15N])([17O])[18O],CCC(N)(O)O
3076570,[13C].[14C][16C][17C]([15N])=[17O].[15C].[18O],[14C][16C][17C]([15N])=[17O],CCC(N)=O
3079772,[13C].[14C][16C][17C](=[17O])[18O][15N][15C],[14C][16C][17C](=[17O])[18O][15N][15C],CCC(=O)ONC
3080408,[13C].[14C][16C][17C](=[17O])[18O][15C][15N],[14C][16C][17C](=[17O])[18O][15C][15N],CCC(=O)OCN
3093214,[13C].[14C][16C][15C][18O][17C]([15N])=[17O],[14C][16C][15C][18O][17C]([15N])=[17O],CCCOC(N)=O
3094617,[13C].[14C][16C][15C][15N].[17O]=[17C][18O],[14C][16C][15C][15N],CCCN
3094618,[13C].[14C][16C][15C][15N][18O][17C]=[17O],[14C][16C][15C][15N][18O][17C]=[17O],CCCNOC=O
3094647,[13C].[14C][16C][15C][15N][17C](=[17O])[18O],[14C][16C][15C][15N][17C](=[17O])[18O],CCCNC(=O)O
3095170,[13C].[14C][16C][15C]([15N])[18O][17C]=[17O],[14C][16C][15C]([15N])[18O][17C]=[17O],CCC(N)OC=O
3096049,[13C].[14C][16C][15C]=[15N].[17O]=[17C][18O],[14C][16C][15C]=[15N],CCC=N
3096718,[13C].[14C][16C][15C][17C](=[17O])[18O][15N],[14C][16C][15C][17C](=[17O])[18O][15N],CCCC(=O)ON
3098503,[13C].[14C][16C][15C]([15N])[17C](=[17O])[18O],[14C][16C][15C]([15N])[17C](=[17O])[18O],CCC(N)C(=O)O
4011478,[13C].[15C][16C][14C][18O][17C]([15N])=[17O],[15C][16C][14C][18O][17C]([15N])=[17O],CCCOC(N)=O
4012344,[13C].[15N][15C][16C][14C][18O][17C]=[17O],[15N][15C][16C][14C][18O][17C]=[17O],NCCCOC=O
4042992,[13C].[15C].[16C][14C][15N][17O][17C][18O],[16C][14C][15N][17O][17C][18O],CCNOCO
4042997,[13C].[15C].[16C][14C][15N][18O].[17C]=[17O],[16C][14C][15N][18O],CCNO
