rmat_tag,pdt_smiles
8000326,[13C].[16C][15N][14C][15C][18O][17C]=[17O]
8000396,[13C].[16C][17C][18O][15C][14C][15N].[17O]
8000404,[13C].[16C][17C]([17O])[18O][15C][14C][15N]
8000408,[13C].[16C][17C](=[17O])[18O][15C][14C][15N]
8000422,[13C].[16C][17C](=[17O])[15N][14C][15C][18O]
8000434,[13C].[15N][14C][15C][18O][16C][17C]=[17O]
8000497,[13C].[17O]=[17C][16C][15N][14C][15C][18O]
8000499,[13C].[17O]=[17C]1[16C][15N][14C][15C][18O]1
8001071,[13C].[16C][17C]1[17O][15C][14C][15N][18O]1
8001086,[13C].[16C][17C]1([18O])[15N][14C][15C][17O]1
8001102,[13C].[15N][14C][15C][17O][17C]1[16C][18O]1
8001161,[13C].[18O][17C]1[16C][15N][14C][15C][17O]1
8001236,[13C].[16C]=[17C]([18O])[17O][15C][14C][15N]
8001484,[13C].[16C][17C]1[17O][15C]([14C][15N])[18O]1
8002082,[13C].[16C][15N]1[14C][15C]1.[17O]=[17C][18O]
8002136,[13C].[16C][17C]([17O])[18O][15N]1[14C][15C]1
8002143,[13C].[16C][17C](=[17O])[18O][15N]1[14C][15C]1
8002152,[13C].[16C][17C]([17O])([18O])[15N]1[14C][15C]1
8002154,[13C].[16C][17C](=[17O])[15N]1[14C][15C]1.[18O]
8002249,[13C].[17O][17C]([18O])[16C][15N]1[14C][15C]1
8002252,[13C].[17O]=[17C][16C][15N]1[14C][15C]1.[18O]
8002253,[13C].[17O]=[17C]([18O])[16C][15N]1[14C][15C]1
8002548,[13C].[16C][17C]([17O])[18O][15C]1[14C][15N]1
8002552,[13C].[16C][17C](=[17O])[18O][15C]1[14C][15N]1
8002601,[13C].[17O]=[17C]1[16C][15N]2[14C][15C]2[18O]1
8003616,[13C].[16C][18O][17C](=[17O])[15C][14C][15N]
8003772,[13C].[16C][15N][14C][15C][17C](=[17O])[18O]
8003922,[13C].[16C][17C]([18O])[15C][14C][15N].[17O]
8003939,[13C].[16C][17C]([17O])([18O])[15C][14C][15N]
8003940,[13C].[16C][17C]1([15C][14C][15N])[17O][18O]1
8003942,[13C].[16C][17C]1([18O])[15C][14C][15N][17O]1
8003944,[13C].[16C][17C](=[17O])[15C][14C][15N].[18O]
8003945,[13C].[16C][17C](=[17O])[15C][14C][15N][18O]
8003982,[13C].[15N][14C][15C][17C]1([17O])[16C][18O]1
8003984,[13C].[15N][14C][15C][17C](=[17O])[16C][18O]
8004106,[13C].[17O][17C]1([18O])[15C][14C][15N][16C]1
8004110,[13C].[17O]=[17C]1[15C][14C][15N][16C]1.[18O]
8004582,[13C].[16C][17C]1([17O])[18O][15C]1[14C][15N]
8004584,[13C].[16C][17C](=[17O])[15C]([18O])[14C][15N]
8005869,[13C].[16C][17C]([17O])([18O])[15C]1[14C][15N]1
8005873,[13C].[16C][17C](=[17O])[15C]1[14C][15N]1.[18O]
8008346,[13C].[16C][15C][14C][15N][18O][17C].[17O]
8008364,[13C].[16C][15C][14C][15N][17O][17C][18O]
8008365,[13C].[16C][15C][14C][15N]1[17O][17C][18O]1
8008369,[13C].[16C][15C][14C][15N][18O].[17C]=[17O]
8008370,[13C].[16C][15C][14C][15N]=[18O].[17C]=[17O]
8008371,[13C].[16C][15C][14C][15N].[17O]=[17C][18O]
8008372,[13C].[16C][15C][14C][15N][18O][17C]=[17O]
8008381,[13C].[16C][15C][14C][15N][17C][18O].[17O]
8008393,[13C].[16C][15C][14C][15N][17C]([17O])[18O]
8008394,[13C].[16C][15C][14C][15N][17C]1[17O][18O]1
8008395,[13C].[16C][15C][14C][15N]1[18O][17C]1[17O]
8008399,[13C].[16C][15C][14C][15N][17C]=[17O].[18O]
8008400,[13C].[16C][15C][14C][15N]([18O])[17C]=[17O]
8008401,[13C].[16C][15C][14C][15N][17C](=[17O])[18O]
8008402,[13C].[16C][15C][14C][15N]1[18O][17C]1=[17O]
8008411,[13C].[16C][15C][14C][15N]=[17C]([17O])[18O]
8008413,[13C].[16C][15C][14C][15N]=[17C]=[17O].[18O]
8008429,[13C].[15N][14C][15C][16C][18O][17C][17O]
8008431,[13C].[15N][14C][15C][16C][18O].[17C]=[17O]
8008432,[13C].[14C]1[15C][16C][18O][15N]1.[17C]=[17O]
8008433,[13C].[15N][14C][15C][16C][18O][17C]=[17O]
8008445,[13C].[17O][17C]1[15N][14C][15C][16C][18O]1
8008447,[13C].[17O]=[17C][15N][14C][15C][16C][18O]
8008449,[13C].[17O]=[17C]1[15N][14C][15C][16C][18O]1
8008485,[13C].[17C][17O][16C][15C][14C][15N].[18O]
8008489,[13C].[14C]1[15C][16C][17O][17C][18O][15N]1
8008589,[13C].[17O][17C][18O][15N]1[14C][15C][16C]1
8008594,[13C].[17C]=[17O].[18O][15N]1[14C][15C][16C]1
8008595,[13C].[14C]1[15C][16C][15N]1.[17O]=[17C][18O]
8008596,[13C].[17O]=[17C][18O][15N]1[14C][15C][16C]1
8008606,[13C].[17O][17C]([18O])[15N]1[14C][15C][16C]1
8008609,[13C].[17O]=[17C][15N]1[14C][15C][16C]1.[18O]
8008610,[13C].[17O]=[17C]([18O])[15N]1[14C][15C][16C]1
8008719,[13C].[17C][16C][15C][14C][15N].[17O].[18O]
8008725,[13C].[17C][16C][15C][14C][15N][17O].[18O]
8008730,[13C].[15N][14C][15C][16C][17C][18O].[17O]
8008731,[13C].[15N][14C][15C][16C][17C][18O][17O]
8008732,[13C].[14C]1[15C][16C][17C][18O][15N]1.[17O]
8008733,[13C].[17O][15N][14C][15C][16C][17C][18O]
8008734,[13C].[14C]1[15C][16C][17C][18O][17O][15N]1
8008744,[13C].[17O][17C][16C][15C][14C][15N]=[18O]
8008746,[13C].[18O][15N]1[14C][15C][16C][17C][17O]1
8008747,[13C].[15N][14C][15C][16C][17C]([17O])[18O]
8008748,[13C].[15N][14C][15C][16C][17C]1[17O][18O]1
8008750,[13C].[18O][17C]1[16C][15C][14C][15N][17O]1
8008751,[13C].[14C]1[15C][16C][17C]2[17O][15N]1[18O]2
8008754,[13C].[15N][14C][15C][16C][17C]=[17O].[18O]
8008755,[13C].[17O]=[17C][16C][15C][14C][15N][18O]
8008756,[13C].[17O]=[17C][16C][15C][14C][15N]=[18O]
8008757,[13C].[15N][14C][15C][16C][17C](=[17O])[18O]
8008758,[13C].[17O]=[17C]1[16C][15C][14C][15N][18O]1
8008759,[13C].[14C]1[15C][16C][17C][15N]1.[17O].[18O]
8008773,[13C].[17O][17C]1[16C][15C][14C][15N]1.[18O]
8008774,[13C].[18O][17O][17C]1[16C][15C][14C][15N]1
8008775,[13C].[17O][17C]1[16C][15C][14C][15N]1[18O]
8008777,[13C].[14C]1[15C][16C][17C]2[17O][15N]12.[18O]
8008778,[13C].[17O][17C]1([18O])[16C][15C][14C][15N]1
8008779,[13C].[14C]1[15C][16C][17C]2([15N]1)[17O][18O]2
8008781,[13C].[18O][17C]12[16C][15C][14C][15N]1[17O]2
8008782,[13C].[17O]=[17C]1[16C][15C][14C][15N]1.[18O]
8008783,[13C].[17O]=[17C]1[16C][15C][14C][15N]1[18O]
8008787,[13C].[17O].[18O][17C]1=[15N][14C][15C][16C]1
8009218,[13C].[16C][15C]([14C][15N])[18O][17C][17O]
