rmat_tag,pdt_smiles
7032010,C[15C][14CH]c1ccccc1F.[13C].[15N].[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[17O][17C][18O]
7032017,C[15C][14CH]c1ccccc1F.[13C].[15N].[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[17C]=[17O].[18O]
7032020,C[15C][14CH]c1ccccc1F.[13C].[15N].[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[17O]=[17C][18O]
7032021,C[15C][14CH]c1ccccc1F.[13C].[15N][18O][17C]=[17O].[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1
7032022,C[15C][14CH]c1ccccc1F.[13C].[15N].[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[17O]=[17C]=[18O]
7032061,C[15C][14CH]c1ccccc1F.[13C].[15N][17C](=[17O])[18O].[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1
7032115,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16CH][18O][17C]=[17O])cc1.[13C].[15N]
7032352,C[15C][14CH]c1ccccc1F.[13C].[15N][16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[17O]=[17C][18O]
7032713,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16CH][17C][18O])cc1.[13C].[15N].[17O]
7032724,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16CH][17C][17O])cc1.[13C].[15N].[18O]
7032732,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]([17O])[18O])cc1.[13C].[15N]
7032733,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]2[17O][18O]2)cc1.[13C].[15N]
7032734,C[15C][14CH]c1ccccc1F.[13C].[15N][18O][17C]([17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1
7032735,C[15C][14CH]c1ccccc1F.[13C].[15N][17O][17C]([18O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1
7032737,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]([17O])=[18O])cc1.[13C].[15N]
7032739,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]=[17O])cc1.[13C].[15N].[18O]
7032740,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]=[17O])cc1.[13C].[15N][18O]
7032742,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16CH][17C](=[17O])[18O])cc1.[13C].[15N]
7032743,C[15C][14CH]c1ccccc1F.[13C].[15N][18O][17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1
7032772,C[15C][14CH]c1ccccc1F.[13C].[15N][17C]([17O])([18O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1
7032777,C[15C][14CH]c1ccccc1F.[13C].[15N][17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[18O]
7032816,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[18O][17C]2[17O])cc1.[13C].[15N]
7032818,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16C@@H]([18O])[17C]=[17O])cc1.[13C].[15N]
7032820,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[18O][17C]2=[17O])cc1.[13C].[15N]
7032888,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[17O][17C]2[18O])cc1.[13C].[15N]
7033018,C[15C][14CH]c1ccccc1F.[13C].[15N][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([17O])[18O]
7033025,C[15C][14CH]c1ccccc1F.[13C].[15N][16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[18O]
7033028,C[15C][14CH]c1ccccc1F.[13C].[15N][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[18O]
7033029,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[15N][18O][17C]2=[17O])cc1.[13C]
7033322,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16CH]=[17C]([17O])[18O])cc1.[13C].[15N]
7033327,C[15C][14CH]c1ccccc1F.O=C1c2cccc(F)c2CN1c1ccc([16CH]=[17C]=[17O])cc1.[13C].[15N].[18O]
7033781,C[15C]([14CH]c1ccccc1F)[18O][17C]=[17O].[13C].[15N].[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1
7034088,C[15C]([14CH]c1ccccc1F)[18O][17C]([17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N]
