rmat_tag,pdt_smiles
2000559,C[15C]([15N])=[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[17O]=[17C]([18O])[14CH]c1ccccc1F
2004551,C[15C].[13C].[15N].[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[17O]=[17C]1[18O][14C@@H]1c1ccccc1F
2004837,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]2([17O])[18O][14C@@H]2c2ccccc2F)cc1.[13C].[15N]
2004839,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16CH][17C](=[17O])[14C@H]([18O])c2ccccc2F)cc1.[13C].[15N]
2010053,C[15C][16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N].[17O][17C]1[18O][14C@@H]1c1ccccc1F
2010055,C[15C][16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N].[17O]=[17C][14C@H]([18O])c1ccccc1F
2010057,C[15C][16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N].[17O]=[17C]1[18O][14C@@H]1c1ccccc1F
2010180,C[15C][16C@H]([15N])c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[17O]=[17C]1[18O][14C@@H]1c1ccccc1F
2010314,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1[18O][14C@@H]1c1ccccc1F.[13C].[15N].[17O]
2010317,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([17O])[14C@H]([18O])c1ccccc1F.[13C].[15N]
2010322,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1([17O])[18O][14C@@H]1c1ccccc1F.[13C].[15N]
2010323,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1([17O][15N])[18O][14C@@H]1c1ccccc1F.[13C]
2010324,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[14C@H]([18O])c1ccccc1F.[13C].[15N]
2010325,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[14C@H]([18O][15N])c1ccccc1F.[13C]
2010630,C[15C]1[18O][14C@H](c2ccccc2F)[17C](=[17O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N]
2010831,C[15C]1[17O][17C]2([18O][14C@@H]2c2ccccc2F)[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N]
2011143,C[15C]([15N])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[17O]=[17C]1[18O][14C@@H]1c1ccccc1F
2011305,C[15C]([15N])[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1([17O])[18O][14C@@H]1c1ccccc1F.[13C]
2011307,C[15C]([15N])[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[14C@H]([18O])c1ccccc1F.[13C]
2014093,C[15C]=[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N].[17O]=[17C]1[18O][14C@@H]1c1ccccc1F
2019999,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]2([18O])[17O][14C@@H]2c2ccccc2F)cc1.[13C].[15N]
2025215,C[15C][16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N].[18O][17C]1[17O][14C@@H]1c1ccccc1F
2025474,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([18O])[14C@H]([17O])c1ccccc1F.[13C].[15N]
2025481,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1[17O][14C@@H]1c1ccccc1F.[13C].[15N].[18O]
2025484,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1([18O])[17O][14C@@H]1c1ccccc1F.[13C].[15N]
2025485,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1([18O][15N])[17O][14C@@H]1c1ccccc1F.[13C]
