rmat_tag,pdt_smiles
41194,[13C].[14C][18O][17C]([16C])[17O][15N].[15C]
41316,[13C].[14C][18O][17C]([17O])[16C][15N].[15C]
41320,[13C].[14C][18O][17C](=[17O])[16C][15N].[15C]
42829,[13C].[14C][18O][17C](=[17O])[16C][15N][15C]
49143,[13C].[14C][18O][17C](=[17O])[15N][16C][15C]
49287,[13C].[14C][18O][17C]([15N])[16C][15C].[17O]
49296,[13C].[14C][18O][17C]1([16C][15C])[15N][17O]1
49298,[13C].[14C][18O][15N][17C](=[17O])[16C][15C]
49695,[13C].[14C][18O][15C][16C][17C]([15N])=[17O]
49934,[13C].[14C][18O][17C]1([15N])[16C][15C][17O]1
50333,[13C].[14C][18O][17C](=[17O])[15N][15C][16C]
50477,[13C].[14C][18O][17C][16C][15C][15N].[17O]
50486,[13C].[14C][18O][17C]1[16C][15C][15N][17O]1
50488,[13C].[14C][18O][15N][15C][16C][17C]=[17O]
50489,[13C].[14C][18O][17C](=[17O])[16C][15C][15N]
50501,[13C].[14C][18O][17C]1([17O])[16C][15C][15N]1
50768,[13C].[14C][18O][15C]([15N])[16C][17C]=[17O]
50922,[13C].[14C][18O][17C]1[16C][15C]([15N])[17O]1
51255,[13C].[14C][18O][17C]([17O])[16C][15C]=[15N]
51259,[13C].[14C][18O][17C](=[17O])[16C][15C]=[15N]
51749,[13C].[14C][18O][17C](=[17O])[15C][16C][15N]
51892,[13C].[14C][18O][17C]1([17O][15N])[15C][16C]1
52689,[13C].[14C][18O][17C](=[17O])[15C]([16C])[15N]
52851,[13C].[14C][18O][17C]1([17O])[16C][15C]1[15N]
62266,[13C].[14C][17O][17C]([16C])([15N])[18O].[15C]
70329,[13C].[14C][17O][17C]([16C][15C])[18O][15N]
70348,[13C].[14C][17O][17C]([15N])([18O])[16C][15C]
71538,[13C].[14C][17O][17C]([18O])[16C][15C][15N]
82406,[13C].[15C][16C][17C]1([15N])[17O][14C][18O]1
82857,[13C].[15N][15C][16C][17C]1[17O][14C][18O]1
94336,[13C].[14C][15N][18O][16C].[15C].[17C]=[17O]
94353,[13C].[14C][15N][17C](=[17O])[18O][16C].[15C]
94393,[13C].[14C][15N][18O][17C][17O][16C].[15C]
94408,[13C].[14C][15N][17C]([18O])[17O][16C].[15C]
94497,[13C].[14C][15N]([16C])[17O][17C][18O].[15C]
94501,[13C].[14C][15N]([16C])[18O].[15C].[17C]=[17O]
94503,[13C].[14C][15N]([16C])[18O][17C]=[17O].[15C]
94513,[13C].[14C][15N]([16C])[17C]([17O])[18O].[15C]
94516,[13C].[14C][15N]([16C])[17C]=[17O].[15C].[18O]
94517,[13C].[14C][15N]([16C])[17C](=[17O])[18O].[15C]
94531,[13C].[14C][15N][16C][18O].[15C].[17C]=[17O]
94533,[13C].[14C][15N][16C][18O][17C]=[17O].[15C]
94541,[13C].[14C][15N]1[16C][18O][17C]1=[17O].[15C]
94563,[13C].[14C][15N][16C][17O][17C][18O].[15C]
94671,[13C].[14C][15N][18O][17O][17C][16C].[15C]
94673,[13C].[14C][15N][17O][17C][16C].[15C].[18O]
94674,[13C].[14C][15N]([18O])[17O][17C][16C].[15C]
94677,[13C].[14C][15N][18O][17C]([16C])[17O].[15C]
94679,[13C].[14C][15N]1[17O][17C]([16C])[18O]1.[15C]
94686,[13C].[14C][15N][18O][17C]([16C])=[17O].[15C]
94687,[13C].[14C][15N][17C][16C].[15C].[17O].[18O]
94701,[13C].[14C][15N][17C]([16C])[17O].[15C].[18O]
94702,[13C].[14C][15N][17C]([16C])[17O][18O].[15C]
94703,[13C].[14C][15N]([18O])[17C]([16C])[17O].[15C]
94705,[13C].[14C][15N]1[17O][17C]1[16C].[15C].[18O]
94706,[13C].[14C][15N][17C]([16C])([17O])[18O].[15C]
94707,[13C].[14C][15N][17C]1([16C])[17O][18O]1.[15C]
94708,[13C].[14C][15N]1[18O][17C]1([16C])[17O].[15C]
94710,[13C].[14C][15N][17C]([16C])=[17O].[15C].[18O]
94711,[13C].[14C][15N]([18O])[17C]([16C])=[17O].[15C]
94715,[13C].[14C][15N]=[17C]([16C])[18O].[15C].[17O]
94737,[13C].[14C][15N][18O][16C][17C]=[17O].[15C]
94752,[13C].[14C][15N][17C](=[17O])[16C][18O].[15C]
94753,[13C].[14C][15N]1[18O][16C][17C]1=[17O].[15C]
94781,[13C].[14C][15N][18O][17C][16C][17O].[15C]
94782,[13C].[14C][15N][17O][16C][17C][18O].[15C]
94790,[13C].[14C][15N][18O][17C]1[16C][17O]1.[15C]
94797,[13C].[14C][15N][17C]([18O])[16C][17O].[15C]
94803,[13C].[14C][15N][17C]1[16C][17O]1.[15C].[18O]
94805,[13C].[14C][15N][17C]1([18O])[16C][17O]1.[15C]
94806,[13C].[14C][15N]1[18O][17C]12[16C][17O]2.[15C]
94864,[13C].[14C][15N][16C][17C].[15C].[17O].[18O]
94872,[13C].[14C][15N][16C][17C][18O][17O].[15C]
94873,[13C].[14C][15N]1[16C][17C][18O]1.[15C].[17O]
94874,[13C].[14C][15N]([17O])[16C][17C][18O].[15C]
94878,[13C].[14C][15N][16C][17C][17O].[15C].[18O]
94883,[13C].[14C][15N][16C][17C]([17O])[18O].[15C]
94884,[13C].[14C][15N][16C][17C]1[17O][18O]1.[15C]
94885,[13C].[14C][15N]1[16C][17C]([17O])[18O]1.[15C]
94889,[13C].[14C][15N][16C][17C]=[17O].[15C].[18O]
94890,[13C].[14C][15N]([18O])[16C][17C]=[17O].[15C]
94891,[13C].[14C][15N][16C][17C](=[17O])[18O].[15C]
94892,[13C].[14C][15N]1[16C][17C](=[17O])[18O]1.[15C]
