rmat_tag,pdt_smiles
4004701,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@H]([18O][17C]=[17O])c2ccccc2F)cc1.[13C].[15N]
4004987,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[14C@@H](c3ccccc3F)[18O][17C]2[17O])cc1.[13C].[15N]
4004989,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16C@H]([17C]=[17O])[14C@H]([18O])c2ccccc2F)cc1.[13C].[15N]
4004991,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[14C@@H](c3ccccc3F)[18O][17C]2=[17O])cc1.[13C].[15N]
4006201,C[15C][15N].O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[14C@@H](c3ccccc3F)[18O][17C]2=[17O])cc1.[13C]
4011454,C[15C][16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([18O][17C][17O])c1ccccc1F.[13C].[15N]
4011456,C[15C][16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([18O])c1ccccc1F.[13C].[15N].[17C]=[17O]
4011458,C[15C][16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([18O][17C]=[17O])c1ccccc1F.[13C].[15N]
4011478,C[15C][16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([18O][17C]([15N])=[17O])c1ccccc1F.[13C]
4012344,C[15C]([15N])[16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([18O][17C]=[17O])c1ccccc1F.[13C]
4013247,C[15C]1[16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[14C@@H](c2ccccc2F)[18O][17C]1=[17O].[13C].[15N]
4020149,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[14C@@H](c3ccccc3F)[17O][17C]2[18O])cc1.[13C].[15N]
4026616,C[15C][16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([17O][17C][18O])c1ccccc1F.[13C].[15N]
4042972,C[15C].[13C].[15N][14C@@H]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F.[17C][18O].[17O]
4042982,C[15C].[13C].[15N][14C@@H]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F.[17C][17O].[18O]
4042989,C[15C].[13C].[15N][14C@@H]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F.[17O][17C][18O]
4042990,C[15C].[13C].[15N][14C@@H]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F.[17C]1[17O][18O]1
4042991,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@H]([15N][18O][17C][17O])c2ccccc2F)cc1.[13C]
4042992,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@H]([15N][17O][17C][18O])c2ccccc2F)cc1.[13C]
4042994,C[15C].[13C].[15N][14C@@H]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F.[17O][17C]=[18O]
4042996,C[15C].[13C].[15N][14C@@H]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F.[17C]=[17O].[18O]
4042997,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@H]([15N][18O])c2ccccc2F)cc1.[13C].[17C]=[17O]
4042999,C[15C].[13C].[15N][14C@@H]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F.[17O]=[17C][18O]
4043000,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@H]([15N][18O][17C]=[17O])c2ccccc2F)cc1.[13C]
4043001,C[15C].[13C].[15N][14C@@H]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F.[17O]=[17C]=[18O]
4043021,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@H]([15N][17C]([17O])[18O])c2ccccc2F)cc1.[13C]
4043027,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@H]([15N][17C]=[17O])c2ccccc2F)cc1.[13C].[18O]
4043029,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@H]([15N][17C](=[17O])[18O])c2ccccc2F)cc1.[13C]
4043030,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@@H](c2ccccc2F)[15N]2[18O][17C]2=[17O])cc1.[13C]
4043057,C[15C].[13C].[15N][14C@H](c1ccccc1F)[16C@H]([18O][17C][17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1
4043059,C[15C].[13C].[15N][14C@H](c1ccccc1F)[16C@H]([18O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[17C]=[17O]
4043061,C[15C].[13C].[15N][14C@H](c1ccccc1F)[16C@H]([18O][17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1
4043077,C[15C].O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[18O][17C](=[17O])[15N][14C@@H]2c2ccccc2F)cc1.[13C]
4043116,C[15C].[13C].[15N][14C@H](c1ccccc1F)[16C@H]([17O][17C][18O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1
