rmat_tag,distance,largest_frag,largest_cleaned
1022975,5.0,C[15C]([15N][14C@@H]([18O])c1ccccc1F)[16C@@H]([17C][17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(N[C@@H](O)c1ccccc1)[C@@H](CO)c1ccc(N2Cc3ccccc3C2=O)cc1
1022980,5.0,C[15C]1[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]2[17O][15N]1[14C@H](c1ccccc1F)[18O]2,CC1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C2O[C@@H](c3ccccc3)N1O2
1022982,5.0,C[15C]([16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]1[18O][14C@H]1c1ccccc1F,CC([C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1)N1O[C@H]1c1ccccc1
1022989,5.0,C[15C]1[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]2([17O])[18O][14C@@H](c3ccccc3F)[15N]12,CC1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C2(O)O[C@@H](c3ccccc3)N12
1022990,5.0,C[15C]1[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C](=[17O])[15N]1[14C@@H]([18O])c1ccccc1F,CC1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C(=O)N1[C@@H](O)c1ccccc1
4045455,5.0,C[15C][15N]1[18O][17C](=[17O])[16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[14C@H]1c1ccccc1F,CCN1OC(=O)[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[C@H]1c1ccccc1
1023124,5.0,C[15C]1([16C@@H]([17C]=[17O])c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N][14C@H](c2ccccc2F)[18O]1,CC1([C@@H](C=O)c2ccc(N3Cc4ccccc4C3=O)cc2)N[C@H](c2ccccc2)O1
4045452,5.0,C[15C][15N][14C@H](c1ccccc1F)[16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCN[C@H](c1ccccc1)[C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1
1023204,5.0,C[15C]12[15N][14C@H](c3ccccc3F)[18O][17C]([17O]1)[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12N[C@H](c3ccccc3)OC(O1)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1
4045446,5.0,C[15C][15N][14C@H](c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([17O])[18O],CCN[C@H](c1ccccc1)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(O)O
1023342,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)=[15N][14C@@H]([18O][17C]=[17O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)=N[C@@H](OC=O)c1ccccc1
1023361,5.0,C[15C]1=[15N][14C@H](c2ccccc2F)[18O][17C]([17O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1=N[C@H](c2ccccc2)OC(O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
1023463,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([17O])[18O][14C@H]([15N])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)C(O)O[C@H](N)c1ccccc1
4043368,5.0,[15N][14C@H](c1ccccc1F)[16C@@H]([17C][17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,N[C@H](c1ccccc1)[C@@H](CO)c1ccc(N2Cc3ccccc3C2=O)cc1
2053593,5.0,C[15C]1[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]1([18O])[14C@H]([15N])c1ccccc1F,CC1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C1(O)[C@H](N)c1ccccc1
2053315,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[14C@H]([15N])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)C(=O)[C@H](N)c1ccccc1
2053310,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([17O])([18O])[14C@H]([15N])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)C(O)(O)[C@H](N)c1ccccc1
2053130,5.0,C[15C]1=[15N][14C@H](c2ccccc2F)[17C](=[17O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1=N[C@H](c2ccccc2)C(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
2053128,5.0,C[15C]1=[15N][14C@H](c2ccccc2F)[17C]([17O])([18O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1=N[C@H](c2ccccc2)C(O)(O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
2053088,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)=[15N][14C@H](c1ccccc1F)[17C](=[17O])[18O],CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)=N[C@@H](C(=O)O)c1ccccc1
2052837,5.0,C[15C]12[15N][14C@H](c3ccccc3F)[17C]([18O])([17O]1)[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12N[C@H](c3ccccc3)C(O)(O1)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1
2052604,5.0,C[15C]1([18O])[15N][14C@H](c2ccccc2F)[17C](=[17O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(O)N[C@H](c2ccccc2)C(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
4043061,5.0,[15N][14C@H](c1ccccc1F)[16C@H]([18O][17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,N[C@H](c1ccccc1)[C@H](OC=O)c1ccc(N2Cc3ccccc3C2=O)cc1
4043029,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@H]([15N][17C](=[17O])[18O])c2ccccc2F)cc1,O=C(O)N[C@@H](Cc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
4043000,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@H]([15N][18O][17C]=[17O])c2ccccc2F)cc1,O=CON[C@@H](Cc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
3094617,5.0,C[15C]([15N])[16C@H]([14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(N)[C@H](Cc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
3076536,5.0,[15N][18O][17C](=[17O])[16C@H]([14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,NOC(=O)[C@H](Cc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
2057114,5.0,C[15C](=[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N][14C@H](c1ccccc1F)[17C](=[17O])[18O],CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)N[C@@H](C(=O)O)c1ccccc1
2056335,5.0,C[15C](=[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[18O][17C](=[17O])[14C@H]([15N])c1ccccc1F,CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)OC(=O)[C@H](N)c1ccccc1
8008449,5.0,C[15C]1[14C@@H](c2ccccc2F)[15N][17C](=[17O])[18O][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1[C@@H](c2ccccc2)NC(=O)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
94885,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@@H]2[17C]([17O])[18O][15N]2[14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc([C@@H]2C(O)ON2Cc2ccccc2)cc1
94884,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@@H]([15N][14CH]c2ccccc2F)[17C]2[17O][18O]2)cc1,O=C1c2ccccc2CN1c1ccc([C@@H](NCc2ccccc2)C2OO2)cc1
1006217,5.0,C[15C]([18O][17C][17O])[16C@H]([15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(OCO)[C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
1006219,5.0,C[15C]([18O])[16C@H]([15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(O)[C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
8010672,5.0,C[15C]1([16C@@H]([17C][17O])c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N][14C@@H]1c1ccccc1F,CC1([C@@H](CO)c2ccc(N3Cc4ccccc4C3=O)cc2)N[C@@H]1c1ccccc1
94878,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]([17C][17O])[15N][14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc([C@H](CO)NCc2ccccc2)cc1
8008431,5.0,C[15C]([14C@H]([15N])c1ccccc1F)[16C@H]([18O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC([C@H](N)c1ccccc1)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1
1006229,5.0,C[15C]1[18O][17C](=[17O])[15N]([14CH]c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1OC(=O)N(Cc2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
8010678,5.0,C[15C]1([16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]2[17O][18O]2)[15N][14C@@H]1c1ccccc1F,CC1([C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C2OO2)N[C@@H]1c1ccccc1
8008429,5.0,C[15C]([14C@H]([15N])c1ccccc1F)[16C@H]([18O][17C][17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC([C@H](N)c1ccccc1)[C@H](OCO)c1ccc(N2Cc3ccccc3C2=O)cc1
1006290,5.0,C[15C]([18O][15N][14CH]c1ccccc1F)[16C@@H]([17C][17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(ONCc1ccccc1)[C@@H](CO)c1ccc(N2Cc3ccccc3C2=O)cc1
1006291,5.0,C[15C]([18O])[16C@@H]([17C][17O][15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(O)[C@@H](CONCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
8010679,5.0,C[15C]12[14C@@H](c3ccccc3F)[15N]1[18O][17C]([17O])[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12[C@@H](c3ccccc3)N1OC(O)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1
1006137,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[18O][17C]([17O])[15N][14CH]c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)OC(O)NCc1ccccc1
1005649,5.0,C[15C][16C@@H]([17C][17O][15N]([18O])[14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@@H](CON(O)Cc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
94901,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[15N]([14CH]c3ccccc3F)[17C]2([17O])[18O])cc1,O=C1c2ccccc2CN1c1ccc([C@H]2N(Cc3ccccc3)C2(O)O)cc1
1005662,5.0,C[15C][16C@@H]([17C][15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@@H](CNCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
8008596,5.0,C[15C]1[14C@@H](c2ccccc2F)[15N]([18O][17C]=[17O])[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1[C@@H](c2ccccc2)N(OC=O)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
1005670,5.0,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([15N][14CH]c1ccccc1F)[18O][17O],CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(NCc1ccccc1)OO
1005671,5.0,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1[18O][15N]1[14CH]c1ccccc1F,CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1ON1Cc1ccccc1
1005672,5.0,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([18O])[15N]([17O])[14CH]c1ccccc1F,CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(O)N(O)Cc1ccccc1
1005690,5.0,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([18O])=[15N][14CH]c1ccccc1F,CC[C@@H](C(O)=NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
94890,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]([17C]=[17O])[15N]([18O])[14CH]c2ccccc2F)cc1,O=C[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N(O)Cc1ccccc1
1006122,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[18O][17C][17O][15N][14CH]c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)OCONCc1ccccc1
1006124,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[18O][15N][14CH]c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)ONCc1ccccc1
94805,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[17O][17C]2([18O])[15N][14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc([C@H]2OC2(O)NCc2ccccc2)cc1
94790,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[17O][17C]2[18O][15N][14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc([C@H]2OC2ONCc2ccccc2)cc1
8008364,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N][17O][17C][18O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](NOCO)c1ccccc1
94708,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]2([17O])[18O][15N]2[14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc(CC2(O)ON2Cc2ccccc2)cc1
94707,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]2([15N][14CH]c3ccccc3F)[17O][18O]2)cc1,O=C1c2ccccc2CN1c1ccc(CC2(NCc3ccccc3)OO2)cc1
8011469,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)([14C@H]([15N])c1ccccc1F)[17C]([17O])[18O],CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)(C(O)O)[C@H](N)c1ccccc1
94701,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]([17O])[15N][14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc(CC(O)NCc2ccccc2)cc1
8011476,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)([17C]=[17O])[14C@H]([15N])c1ccccc1F,CC(C=O)(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
94679,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]2[17O][15N]([14CH]c3ccccc3F)[18O]2)cc1,O=C1c2ccccc2CN1c1ccc(CC2ON(Cc3ccccc3)O2)cc1
94673,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][17C][17O][15N][14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc(CCONCc2ccccc2)cc1
8011480,5.0,C[15C]1([16CH]c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[14C@@H](c2ccccc2F)[15N][18O][17C]1=[17O],CC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)C(=O)ON[C@@H]1c1ccccc1
1006840,5.0,C[15C]([17O])[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([18O])[15N][14CH]c1ccccc1F,CC(O)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(O)NCc1ccccc1
94711,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][17C](=[17O])[15N]([18O])[14CH]c2ccccc2F)cc1,O=C(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N(O)Cc1ccccc1
8008369,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N][18O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](NO)c1ccccc1
8010684,5.0,C[15C]1([16C@@H]([17C]=[17O])c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[14C@@H](c2ccccc2F)[15N]1[18O],CC1([C@@H](C=O)c2ccc(N3Cc4ccccc4C3=O)cc2)[C@@H](c2ccccc2)N1O
94752,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@@H]([18O])[17C](=[17O])[15N][14CH]c2ccccc2F)cc1,O=C(NCc1ccccc1)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1
8008402,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@@H](c1ccccc1F)[15N]1[18O][17C]1=[17O],CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@@H](c1ccccc1)N1OC1=O
1006310,5.0,C[15C]1[18O][17C]2([17O][15N]2[14CH]c2ccccc2F)[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1OC2(ON2Cc2ccccc2)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
1006312,5.0,C[15C]1[18O][15N]([14CH]c2ccccc2F)[17C](=[17O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1ON(Cc2ccccc2)C(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
1006303,5.0,C[15C]1[18O][17C]([15N][14CH]c2ccccc2F)[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1OC(NCc2ccccc2)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
8008399,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N][17C]=[17O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](NC=O)c1ccccc1
8010695,5.0,C[15C]12[14C@@H](c3ccccc3F)[15N]1[17C]([17O])([18O])[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12[C@@H](c3ccccc3)N1C(O)(O)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1
1006581,5.0,C[15C](=[18O])[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[15N][14CH]c1ccccc1F,CC(=O)[C@@H](C(=O)NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
8008393,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N][17C]([17O])[18O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](NC(O)O)c1ccccc1
8010697,5.0,C[15C]12[14C@@H](c3ccccc3F)[15N]1[17C](=[17O])[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12[C@@H](c3ccccc3)N1C(=O)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1
94737,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]([17C]=[17O])[18O][15N][14CH]c2ccccc2F)cc1,O=C[C@H](ONCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
94903,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@@H]2[17C](=[17O])[15N]2[14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc([C@@H]2C(=O)N2Cc2ccccc2)cc1
8009218,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)([18O][17C][17O])[14C@H]([15N])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)(OCO)[C@H](N)c1ccccc1
99256,5.0,C[15C][17C]([17O])([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[18O][15N][14CH]c1ccccc1F,CCC(O)(Cc1ccc(N2Cc3ccccc3C2=O)cc1)ONCc1ccccc1
8000404,5.0,C[15C]([18O][17C]([17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F,CC(OC(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
97239,5.0,C[15C][15N]([14CH]c1ccccc1F)[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCN(Cc1ccccc1)Cc1ccc(N2Cc3ccccc3C2=O)cc1
8008783,5.0,C[15C]1[14C@@H](c2ccccc2F)[15N]([18O])[17C](=[17O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1[C@@H](c2ccccc2)N(O)C(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
8008781,5.0,C[15C]1[14C@@H](c2ccccc2F)[15N]2[17O][17C]2([18O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1[C@@H](c2ccccc2)N2OC2(O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
8008779,5.0,C[15C]1[14C@@H](c2ccccc2F)[15N][17C]2([17O][18O]2)[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1[C@@H](c2ccccc2)NC2(OO2)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
99421,5.0,C[15C][17C]([17O])([18O])[16C@H]([15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCC(O)(O)[C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
99425,5.0,C[15C][17C](=[17O])[16C@H]([15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCC(=O)[C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
8009926,5.0,C[15C]1([14C@H]([15N])c2ccccc2F)[17O][17C][16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1([C@H](N)c2ccccc2)OC[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
8008773,5.0,C[15C]1[14C@@H](c2ccccc2F)[15N][17C]([17O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1[C@@H](c2ccccc2)NC(O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
8009930,5.0,C[15C]12[17O][17C]([18O][15N][14C@@H]1c1ccccc1F)[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12OC(ON[C@@H]1c1ccccc1)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1
96296,5.0,C[15C][17O][17C]([18O])[16C@H]([15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCOC(O)[C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
8009919,5.0,C[15C]([17O])([14C@H]([15N])c1ccccc1F)[16C@@H]([17C][18O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(O)([C@H](N)c1ccccc1)[C@@H](CO)c1ccc(N2Cc3ccccc3C2=O)cc1
8009220,5.0,C[15C]([18O])([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F,CC(O)(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
98642,5.0,C[15C](=[15N][14CH]c1ccccc1F)[18O][17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(=NCc1ccccc1)OC(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
97293,5.0,C[15C][15N]([14CH]c1ccccc1F)[18O][17C]([17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCN(Cc1ccccc1)OC(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
97409,5.0,C[15C][15N]([14CH]c1ccccc1F)[16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCN(Cc1ccccc1)[C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1
8009393,5.0,C[15C]1([16C@@H]([17C]=[17O])c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[18O][15N][14C@@H]1c1ccccc1F,CC1([C@@H](C=O)c2ccc(N3Cc4ccccc4C3=O)cc2)ON[C@@H]1c1ccccc1
8009406,5.0,C[15C]12[18O][17C]([17O])([15N][14C@@H]1c1ccccc1F)[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12OC(O)(N[C@@H]1c1ccccc1)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1
97705,5.0,C[15C]([15N][14CH]c1ccccc1F)[18O][17C]([17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(NCc1ccccc1)OC(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
8009408,5.0,C[15C]1([18O])[14C@@H](c2ccccc2F)[15N][17C](=[17O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(O)[C@@H](c2ccccc2)NC(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
97309,5.0,C[15C][15N]([14CH]c1ccccc1F)[17C]([17O])([18O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCN(Cc1ccccc1)C(O)(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
97758,5.0,C[15C]1[18O][17C](=[17O])[16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N]1[14CH]c1ccccc1F,CC1OC(=O)[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)N1Cc1ccccc1
8009318,5.0,C[15C]1([18O][17C]=[17O])[14C@@H](c2ccccc2F)[15N][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(OC=O)[C@@H](c2ccccc2)N[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
8009238,5.0,C[15C]1([16CH]c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[18O][17C](=[17O])[15N][14C@@H]1c1ccccc1F,CC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)OC(=O)N[C@@H]1c1ccccc1
97311,5.0,C[15C][15N]([14CH]c1ccccc1F)[17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCN(Cc1ccccc1)C(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
1005646,5.0,C[15C][16C@@H]([17C][17O][18O][15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@@H](COONCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
