rmat_tag,distance,largest_frag,largest_cleaned
2052171,6.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N][14C@@H]([17C][18O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N[C@@H](CO)c1ccccc1
8010676,6.0,C[15C]12[14C@@H](c3ccccc3F)[15N]1[17O][17C][16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12[C@@H](c3ccccc3)N1OC[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1
8010674,6.0,C[15C]1([16C@@H]([17C][17O])c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[14C@@H](c2ccccc2F)[15N]1[18O],CC1([C@@H](CO)c2ccc(N3Cc4ccccc4C3=O)cc2)[C@@H](c2ccccc2)N1O
8010673,6.0,C[15C]1([16C@@H]([17C][17O][18O])c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N][14C@@H]1c1ccccc1F,CC1([C@@H](COO)c2ccc(N3Cc4ccccc4C3=O)cc2)N[C@@H]1c1ccccc1
8011838,6.0,C[15C]1([14C@H]([15N]=[18O])c2ccccc2F)[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]1=[17O],CC1([C@H](N=O)c2ccccc2)C(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
2052184,6.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N][14C@H](c1ccccc1F)[17C]1[17O][18O]1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N[C@H](c1ccccc1)C1OO1
2052185,6.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]1[18O][17C]([17O])[14C@H]1c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N1OC(O)[C@H]1c1ccccc1
8011846,6.0,C[15C]12[14C@@H](c3ccccc3F)[15N][17C]1([18O])[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12[C@@H](c3ccccc3)NC1(O)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1
2050524,6.0,C[15C][16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]1[14C@H](c2ccccc2F)[17C]1=[17O],CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N1C(=O)[C@H]1c1ccccc1
2052217,6.0,C[15C]([15N][14C@@H]([17C]=[17O])c1ccccc1F)[16C@H]([18O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(N[C@@H](C=O)c1ccccc1)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1
8013716,6.0,C[15C](=[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N][17O][17C][18O])c1ccccc1F,CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](NOCO)c1ccccc1
2050633,6.0,C[15C][16C@@H]([17C][14C@H]([15N][18O])c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@@H](C[C@H](NO)c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1
2050522,6.0,C[15C][16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]1[14C@H](c2ccccc2F)[17C]1([17O])[18O],CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N1[C@H](c2ccccc2)C1(O)O
2052203,6.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]1[14C@H](c2ccccc2F)[17C]1=[17O],CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N1C(=O)[C@H]1c1ccccc1
2052201,6.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]1[14C@H](c2ccccc2F)[17C]1([17O])[18O],CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N1[C@H](c2ccccc2)C1(O)O
2052190,6.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]([18O])[14C@@H]([17C]=[17O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N(O)[C@@H](C=O)c1ccccc1
8000396,6.0,C[15C]([18O][17C][16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F,CC(OCCc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
7049175,6.0,C[15C]([14CH]c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1([17O])[15N][18O]1,CC(Cc1ccccc1)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1(O)NO1
7049174,6.0,C[15C]([14CH]c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1([15N])[17O][18O]1,CC(Cc1ccccc1)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1(N)OO1
8003945,6.0,C[15C]([14C@H]([15N][18O])c1ccccc1F)[17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(C(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](NO)c1ccccc1
8003982,6.0,C[15C]([14C@H]([15N])c1ccccc1F)[17C]1([17O])[18O][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC([C@H](N)c1ccccc1)C1(O)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
7049166,6.0,C[15C]([14CH]c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([15N])[17O],CC(Cc1ccccc1)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(N)O
8003984,6.0,C[15C]([14C@H]([15N])c1ccccc1F)[17C](=[17O])[16C@H]([18O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(C(=O)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
7049137,6.0,C[15C]([14CH]c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1[17O][15N][18O]1,CC(Cc1ccccc1)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1ONO1
8004106,6.0,C[15C]1[14C@@H](c2ccccc2F)[15N][16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]1([17O])[18O],CC1[C@@H](c2ccccc2)N[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C1(O)O
2044431,6.0,C[15C][17O][17C]1([14C@H]([15N])c2ccccc2F)[18O][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCOC1([C@H](N)c2ccccc2)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
7049130,6.0,C[15C]([14CH]c1ccccc1F)[16C@@H]([17C][17O][15N])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(Cc1ccccc1)[C@@H](CON)c1ccc(N2Cc3ccccc3C2=O)cc1
8004110,6.0,C[15C]1[14C@@H](c2ccccc2F)[15N][16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]1=[17O],CC1C(=O)[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)N[C@@H]1c1ccccc1
8004582,6.0,C[15C]1([14C@H]([15N])c2ccccc2F)[18O][17C]1([17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1([C@H](N)c2ccccc2)OC1(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
8004584,6.0,C[15C]([18O])([14C@H]([15N])c1ccccc1F)[17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(O)(C(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
8005869,6.0,C[15C]1([17C]([17O])([18O])[16CH]c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N][14C@@H]1c1ccccc1F,CC1(C(O)(O)Cc2ccc(N3Cc4ccccc4C3=O)cc2)N[C@@H]1c1ccccc1
8003942,6.0,C[15C]1[14C@@H](c2ccccc2F)[15N][17O][17C]1([18O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1[C@@H](c2ccccc2)NOC1(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
7049851,6.0,C[15C]([14CH]c1ccccc1F)([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[18O][17C]([15N])=[17O],CC(Cc1ccccc1)(Cc1ccc(N2Cc3ccccc3C2=O)cc1)OC(N)=O
7052159,6.0,C[15C]([15N])([14CH]c1ccccc1F)[16C@@H]([17C][17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(N)(Cc1ccccc1)[C@@H](CO)c1ccc(N2Cc3ccccc3C2=O)cc1
7052014,6.0,C[15C]1([14CH]c2ccccc2F)[15N][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(Cc2ccccc2)N[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
7051852,6.0,C[15C]([15N])([14CH]c1ccccc1F)[16C@H]([18O][17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(N)(Cc1ccccc1)[C@H](OC=O)c1ccc(N2Cc3ccccc3C2=O)cc1
7051820,6.0,C[15C]([14CH]c1ccccc1F)([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N][17C](=[17O])[18O],CC(Cc1ccccc1)(Cc1ccc(N2Cc3ccccc3C2=O)cc1)NC(=O)O
8003922,6.0,C[15C]([14C@H]([15N])c1ccccc1F)[17C]([18O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(C(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
7051791,6.0,C[15C]([14CH]c1ccccc1F)([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N][18O][17C]=[17O],CC(Cc1ccccc1)(Cc1ccc(N2Cc3ccccc3C2=O)cc1)NOC=O
7050954,6.0,C[15C]1([14CH]c2ccccc2F)[17O][17C]([15N])([18O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(Cc2ccccc2)OC(N)(O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
7050935,6.0,C[15C]1([14CH]c2ccccc2F)[17O][17C]([18O][15N])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(Cc2ccccc2)OC(ON)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
7050139,6.0,C[15C]([18O])([14CH]c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([15N])=[17O],CC(O)(Cc1ccccc1)[C@@H](C(N)=O)c1ccc(N2Cc3ccccc3C2=O)cc1
7050120,6.0,C[15C]([14CH]c1ccccc1F)([18O][15N])[16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(Cc1ccccc1)(ON)[C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1
8003940,6.0,C[15C]([14C@H]([15N])c1ccccc1F)[17C]1([16CH]c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17O][18O]1,CC([C@H](N)c1ccccc1)C1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)OO1
7049969,6.0,C[15C]([14CH]c1ccccc1F)([18O][17C]=[17O])[16C@H]([15N])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(Cc1ccccc1)(OC=O)[C@H](N)c1ccc(N2Cc3ccccc3C2=O)cc1
7049179,6.0,C[15C]([14CH]c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[15N][18O],CC(Cc1ccccc1)[C@@H](C(=O)NO)c1ccc(N2Cc3ccccc3C2=O)cc1
7048845,6.0,C[15C]([14CH]c1ccccc1F)[16C@H]([15N][17C](=[17O])[18O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(Cc1ccccc1)[C@H](NC(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
7048816,6.0,C[15C]([14CH]c1ccccc1F)[16C@H]([15N][18O][17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(Cc1ccccc1)[C@H](NOC=O)c1ccc(N2Cc3ccccc3C2=O)cc1
4054659,6.0,C[15C]([17C]=[17O])[16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N][18O])c1ccccc1F,CC(C=O)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](NO)c1ccccc1
4054654,6.0,C[15C]1[16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[14C@@H](c2ccccc2F)[15N][17O][17C]1[18O],CC1C(O)ON[C@H](c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
8008370,6.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N]=[18O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N=O)c1ccccc1
8008381,6.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N][17C][18O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](NCO)c1ccccc1
4054652,6.0,C[15C]([16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F)[17C]1[17O][18O]1,CC(C1OO1)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
4054644,6.0,C[15C]([17C][17O])[16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F,CC(CO)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
8008394,6.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N][17C]1[17O][18O]1)c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](NC1OO1)c1ccccc1
4054204,6.0,C[15C]1([17O][17C][18O])[15N][14C@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(OCO)N[C@H](c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
8008395,6.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@@H](c1ccccc1F)[15N]1[18O][17C]1[17O],CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@@H](c1ccccc1)N1OC1O
4054026,6.0,C[15C]12[18O][17C](=[17O])[15N]1[14C@H](c1ccccc1F)[16C@@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12OC(=O)N1[C@H](c1ccccc1)[C@@H]2c1ccc(N2Cc3ccccc3C2=O)cc1
4054016,6.0,C[15C]1([18O])[15N][14C@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(O)N[C@H](c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
8008365,6.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@@H](c1ccccc1F)[15N]1[17O][17C][18O]1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@@H](c1ccccc1)N1OCO1
4054682,6.0,C[15C]1[16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[14C@@H](c2ccccc2F)[15N][17C]1([17O])[18O],CC1[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[C@@H](c2ccccc2)NC1(O)O
4054686,6.0,C[15C]1[16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[14C@@H](c2ccccc2F)[15N][17C]1=[17O],CC1C(=O)N[C@H](c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
4055122,6.0,C[15C]1([16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[14C@H]([15N])c2ccccc2F)[18O][17C]1[17O],CC1([C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[C@H](N)c2ccccc2)OC1O
7048602,6.0,C[15C]([14CH]c1ccccc1F)[16C@H]([18O][17C]([15N])=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(Cc1ccccc1)[C@H](OC(N)=O)c1ccc(N2Cc3ccccc3C2=O)cc1
7037749,6.0,C[15C]([15N])([14CH]c1ccccc1F)[18O][17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(N)(Cc1ccccc1)OC(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
7037097,6.0,C[15C]([14CH]c1ccccc1F)[15N][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[18O],CC(Cc1ccccc1)N[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
7036892,6.0,C[15C]([14CH]c1ccccc1F)[15N][18O][17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(Cc1ccccc1)NOC(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
7034215,6.0,C[15C]([14CH]c1ccccc1F)[18O][17C](=[17O])[16C@H]([15N])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(Cc1ccccc1)OC(=O)[C@H](N)c1ccc(N2Cc3ccccc3C2=O)cc1
8005873,6.0,C[15C]1([17C](=[17O])[16CH]c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N][14C@@H]1c1ccccc1F,CC1(C(=O)Cc2ccc(N3Cc4ccccc4C3=O)cc2)N[C@@H]1c1ccccc1
5009886,6.0,C[15C]([15N])[16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@@H](c1ccccc1F)[17C](=[17O])[18O],CC(N)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](C(=O)O)c1ccccc1
5007995,6.0,C[15C][16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@@H](c1ccccc1F)[17C](=[17O])[18O][15N],CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](C(=O)ON)c1ccccc1
8003772,6.0,C[15C]([14C@H]([15N][16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F)[17C](=[17O])[18O],CC(C(=O)O)[C@H](NCc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
4056493,6.0,C[15C](=[17C]=[17O])[16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F,CC(=C=O)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
4055906,6.0,C[15C]12[16C@@H](c3ccc(N4Cc5c(F)cccc5C4=O)cc3)[14C@@H](c3ccccc3F)[15N]1[18O][17C]2=[17O],CC12C(=O)ON1[C@H](c1ccccc1)[C@@H]2c1ccc(N2Cc3ccccc3C2=O)cc1
8008346,6.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N][18O][17C])c1ccccc1F,CON[C@H](c1ccccc1)C(C)Cc1ccc(N2Cc3ccccc3C2=O)cc1
4055903,6.0,C[15C]1([17C]=[17O])[15N][14C@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(C=O)N[C@H](c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
4055897,6.0,C[15C]1([17C]([17O])[18O])[15N][14C@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(C(O)O)N[C@H](c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
4055124,6.0,C[15C]([18O])([17C]=[17O])[16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F,CC(O)(C=O)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
4056488,6.0,C[15C]([16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F)=[17C]([17O])[18O],CC(=C(O)O)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
7052167,6.0,C[15C]([15N])([14CH]c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1[17O][18O]1,CC(N)(Cc1ccccc1)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1OO1
7052168,6.0,C[15C]1([14CH]c2ccccc2F)[15N][18O][17C]([17O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(Cc2ccccc2)NOC(O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
7099617,6.0,C[15C][14C@H]([15N][17C](=[17O])[16C@H]([18O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F,CC[C@H](NC(=O)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
7099615,6.0,C[15C][14C@H]([15N][17C]1([17O])[18O][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F,CC[C@H](NC1(O)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
8001071,6.0,C[15C]1[17O][17C]([16CH]c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[18O][15N][14C@@H]1c1ccccc1F,CC1OC(Cc2ccc(N3Cc4ccccc4C3=O)cc2)ON[C@@H]1c1ccccc1
7099602,6.0,C[15C][14C@H]([15N][18O][16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F,CC[C@H](NO[C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
7099600,6.0,C[15C][14C@H]([15N][17O][17C]1[18O][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F,CC[C@H](NOC1O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
7099576,6.0,C[15C][14C@@H](c1ccccc1F)[15N]([18O])[17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@@H](c1ccccc1)N(O)C(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
7099574,6.0,C[15C][14C@@H](c1ccccc1F)[15N]1[17O][17C]1([18O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@@H](c1ccccc1)N1OC1(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1
7099572,6.0,C[15C][14C@H]([15N][17C]1([16CH]c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17O][18O]1)c1ccccc1F,CC[C@H](NC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)OO1)c1ccccc1
8001086,6.0,C[15C]1[17O][17C]([18O])([16CH]c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N][14C@@H]1c1ccccc1F,CC1OC(O)(Cc2ccc(N3Cc4ccccc4C3=O)cc2)N[C@@H]1c1ccccc1
8001102,6.0,C[15C]([17O][17C]1[18O][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F,CC(OC1O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
7099566,6.0,C[15C][14C@H]([15N][17C]([17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F,CC[C@H](NC(O)Cc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
8001161,6.0,C[15C]1[17O][17C]([18O])[16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N][14C@@H]1c1ccccc1F,CC1OC(O)[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)N[C@@H]1c1ccccc1
8001236,6.0,C[15C]([17O][17C]([18O])=[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F,CC(OC(O)=Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
7099736,6.0,C[15C][14C@H]([15N][16C@@H]([17C][18O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F,CC[C@H](N[C@@H](CO)c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
8000326,6.0,C[15C]([18O][17C]=[17O])[14C@H]([15N][16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F,CC(OC=O)[C@H](NCc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
7099905,6.0,C[15C][14C@H]([15N][17O][17C]([18O])=[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F,CC[C@H](NOC(O)=Cc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
8000422,6.0,C[15C]([18O])[14C@H]([15N][17C](=[17O])[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F,CC(O)[C@H](NC(=O)Cc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
8000434,6.0,C[15C]([18O][16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F,CC(O[C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1
7099768,6.0,C[15C][14C@@H](c1ccccc1F)[15N]1[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]1=[17O],CC[C@@H](c1ccccc1)N1C(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
8001484,6.0,C[15C]1([14C@H]([15N])c2ccccc2F)[17O][17C]([16CH]c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[18O]1,CC1([C@H](N)c2ccccc2)OC(Cc2ccc(N3Cc4ccccc4C3=O)cc2)O1
7099766,6.0,C[15C][14C@@H](c1ccccc1F)[15N]1[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]1([17O])[18O],CC[C@@H](c1ccccc1)N1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C1(O)O
8000497,6.0,C[15C]([18O])[14C@H]([15N][16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F,CC(O)[C@H](N[C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1
7099755,6.0,C[15C][14C@@H](c1ccccc1F)[15N]([18O])[16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@@H](c1ccccc1)N(O)[C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1
7099751,6.0,C[15C][14C@@H](c1ccccc1F)[15N]1[17O][17C]([18O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@@H](c1ccccc1)N1OC(O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1
7099749,6.0,C[15C][14C@H]([15N][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1[17O][18O]1)c1ccccc1F,CC[C@H](N[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1OO1)c1ccccc1
