rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned,pmi_x,pmi_y
1009213,[13C].[14C][15N]1[17O][17C]2([15C][16C]2)[18O]1,[14C][15N]1[17O][17C]2([15C][16C]2)[18O]1,CN1OC2(CC2)O1,0.2454173008071019,0.9703319821959224
1009217,[13C].[14C][15N][17C]1[15C][16C]1.[17O].[18O],[14C][15N][17C]1[15C][16C]1,CNC1CC1,0.216522908867929,0.9181828553979196
1009224,[13C].[14C][15N][17C]1([18O])[15C][16C]1.[17O],[14C][15N][17C]1([18O])[15C][16C]1,CNC1(O)CC1,0.4712947691003336,0.7710637405421285
1009230,[13C].[14C][15N][17C]1([17O][18O])[15C][16C]1,[14C][15N][17C]1([17O][18O])[15C][16C]1,CNC1(OO)CC1,0.5728524679451583,0.669881085507767
1009231,[13C].[14C][15N]([18O])[17C]1([17O])[15C][16C]1,[14C][15N]([18O])[17C]1([17O])[15C][16C]1,CN(O)C1(O)CC1,0.4933983790147826,0.8415019560208299
1009233,[13C].[14C][15N]1[17O][17C]12[15C][16C]2.[18O],[14C][15N]1[17O][17C]12[15C][16C]2,CN1OC12CC2,0.31789799233083427,0.89595439962101
1009547,[13C].[14C][15N][18O][15C]([16C])[17C]=[17O],[14C][15N][18O][15C]([16C])[17C]=[17O],CNOC(C)C=O,0.4295047717675123,0.7290612795920622
1009562,[13C].[14C][15N][17C](=[17O])[15C]([16C])[18O],[14C][15N][17C](=[17O])[15C]([16C])[18O],CNC(=O)C(C)O,0.3269464420299244,0.7862684702534896
1009637,[13C].[14C][15N][16C][15C]([18O])[17C]=[17O],[14C][15N][16C][15C]([18O])[17C]=[17O],CNCC(O)C=O,0.3391377191876123,0.819628808859145
1009639,[13C].[14C][15N][16C][15C]1[18O][17C]1=[17O],[14C][15N][16C][15C]1[18O][17C]1=[17O],CNCC1OC1=O,0.40993325199561664,0.8928409416531753
1009711,[13C].[14C][15N][17O][17C]12[16C][15C]1[18O]2,[14C][15N][17O][17C]12[16C][15C]1[18O]2,CNOC12CC1O2,0.21380560910868093,0.8804123282123807
1009713,[13C].[14C][15N][18O][15C]1[16C][17C]1=[17O],[14C][15N][18O][15C]1[16C][17C]1=[17O],CNOC1CC1=O,0.2017980131406358,0.8711361111830295
1009997,[13C].[14C][15N][18O][17C]1[17O][15C]1[16C],[14C][15N][18O][17C]1[17O][15C]1[16C],CNOC1OC1C,0.2660379368092704,0.9541331799096379
1010012,[13C].[14C][15N][17C]1([18O])[17O][15C]1[16C],[14C][15N][17C]1([18O])[17O][15C]1[16C],CNC1(O)OC1C,0.315299778896756,0.9149149850272866
1010087,[13C].[14C][15N][16C][15C]1[17O][17C]1[18O],[14C][15N][16C][15C]1[17O][17C]1[18O],CNCC1OC1O,0.20593932059234582,0.9203563233294896
1010154,[13C].[14C][15N][18O][17C]1[16C][15C]1[17O],[14C][15N][18O][17C]1[16C][15C]1[17O],CNOC1CC1O,0.20413735708373162,0.89797300033922
1010155,[13C].[14C][15N][17O][15C]1[16C][17C]1[18O],[14C][15N][17O][15C]1[16C][17C]1[18O],CNOC1CC1O,0.2778592973251897,0.9501347535623248
1010169,[13C].[14C][15N][17C]1([18O])[16C][15C]1[17O],[14C][15N][17C]1([18O])[16C][15C]1[17O],CNC1(O)CC1O,0.5375543425843489,0.7656148350029672
1010173,[13C].[14C][15N][17C]12[16C][15C]1[17O]2.[18O],[14C][15N][17C]12[16C][15C]1[17O]2,CNC12CC1O2,0.3074866885284655,0.7954116205587101
1010623,[13C].[14C][15N][15C]([16C])[17C][17O].[18O],[14C][15N][15C]([16C])[17C][17O],CNC(C)CO,0.36741675971479437,0.8410907890700616
1010628,[13C].[14C][15N][15C]([16C])[17C]([17O])[18O],[14C][15N][15C]([16C])[17C]([17O])[18O],CNC(C)C(O)O,0.5674420790379419,0.7122129786702672
1010629,[13C].[14C][15N][15C]([16C])[17C]1[17O][18O]1,[14C][15N][15C]([16C])[17C]1[17O][18O]1,CNC(C)C1OO1,0.32437866415841426,0.8104000665343939
1010631,[13C].[14C][15N]1[17O][17C]([18O])[15C]1[16C],[14C][15N]1[17O][17C]([18O])[15C]1[16C],CN1OC(O)C1C,0.5302832208181383,0.6963275027297383
1010634,[13C].[14C][15N][15C]([16C])[17C]=[17O].[18O],[14C][15N][15C]([16C])[17C]=[17O],CNC(C)C=O,0.35700252933076654,0.7168608647608632
1010635,[13C].[14C][15N]([18O])[15C]([16C])[17C]=[17O],[14C][15N]([18O])[15C]([16C])[17C]=[17O],CN(O)C(C)C=O,0.34006444735506214,0.8819141479835274
1010636,[13C].[14C][15N][15C]([16C])[17C](=[17O])[18O],[14C][15N][15C]([16C])[17C](=[17O])[18O],CNC(C)C(=O)O,0.388800888193171,0.7947225479185059
1010637,[13C].[14C][15N]1[18O][17C](=[17O])[15C]1[16C],[14C][15N]1[18O][17C](=[17O])[15C]1[16C],CN1OC(=O)C1C,0.4129510053961075,0.664686606904092
1010646,[13C].[14C][15N]1[15C]([16C])[17C]1([17O])[18O],[14C][15N]1[15C]([16C])[17C]1([17O])[18O],CN1C(C)C1(O)O,0.6248930570500805,0.7058919361730475
1010648,[13C].[14C][15N]1[15C]([16C])[17C]1=[17O].[18O],[14C][15N]1[15C]([16C])[17C]1=[17O],CN1C(C)C1=O,0.5257632192444792,0.5721205826362088
1010660,[13C].[14C][15N][15C]1[16C][18O][17C]1[17O],[14C][15N][15C]1[16C][18O][17C]1[17O],CNC1COC1O,0.3214350120330376,0.7650609388053243
1010662,[13C].[14C][15N][15C]([16C][18O])[17C]=[17O],[14C][15N][15C]([16C][18O])[17C]=[17O],CNC(CO)C=O,0.5125778538097128,0.6374106538254066
1010664,[13C].[14C][15N][15C]1[16C][18O][17C]1=[17O],[14C][15N][15C]1[16C][18O][17C]1=[17O],CNC1COC1=O,0.4256192173590474,0.7428482390714729
1010743,[13C].[14C][15N]1[16C][15C]1[17C]([17O])[18O],[14C][15N]1[16C][15C]1[17C]([17O])[18O],CN1CC1C(O)O,0.2754658799485911,0.8717019997476011
1010746,[13C].[14C][15N]1[16C][15C]1[17C]=[17O].[18O],[14C][15N]1[16C][15C]1[17C]=[17O],CN1CC1C=O,0.22069996954508028,0.8816735247880717
1010747,[13C].[14C][15N]1[16C][15C]1[17C](=[17O])[18O],[14C][15N]1[16C][15C]1[17C](=[17O])[18O],CN1CC1C(=O)O,0.3842687873441137,0.8341423373024327
1010775,[13C].[14C][15N][15C]1[16C][17C]1.[17O].[18O],[14C][15N][15C]1[16C][17C]1,CNC1CC1,0.24321405283321457,0.9024286294475139
1010782,[13C].[14C][15N][15C]1[16C][17C]1[18O].[17O],[14C][15N][15C]1[16C][17C]1[18O],CNC1CC1O,0.18370124551068853,0.9337158823998513
1010790,[13C].[14C][15N][15C]1[16C][17C]1[17O][18O],[14C][15N][15C]1[16C][17C]1[17O][18O],CNC1CC1OO,0.2245452089455898,0.8918140894897565
1010791,[13C].[14C][15N]([18O])[15C]1[16C][17C]1[17O],[14C][15N]([18O])[15C]1[16C][17C]1[17O],CN(O)C1CC1O,0.28331421528294903,0.8311240194888248
1010793,[13C].[14C][15N]1[17O][17C]2[16C][15C]21.[18O],[14C][15N]1[17O][17C]2[16C][15C]21,CN1OC2CC21,0.30110149670650543,0.8423235218950135
1010794,[13C].[14C][15N][15C]1[16C][17C]1([17O])[18O],[14C][15N][15C]1[16C][17C]1([17O])[18O],CNC1CC1(O)O,0.502300380189908,0.9429616679095469
1010795,[13C].[14C][15N][15C]1[16C][17C]12[17O][18O]2,[14C][15N][15C]1[16C][17C]12[17O][18O]2,CNC1CC12OO2,0.257721005601661,0.9133567290206502
1010796,[13C].[14C][15N]1[18O][17C]2([17O])[16C][15C]12,[14C][15N]1[18O][17C]2([17O])[16C][15C]12,CN1OC2(O)CC12,0.3736300372388777,0.8544336314769164
1010798,[13C].[14C][15N][15C]1[16C][17C]1=[17O].[18O],[14C][15N][15C]1[16C][17C]1=[17O],CNC1CC1=O,0.38287740212889376,0.8230749096261847
1010799,[13C].[14C][15N]([18O])[15C]1[16C][17C]1=[17O],[14C][15N]([18O])[15C]1[16C][17C]1=[17O],CN(O)C1CC1=O,0.31955638378086876,0.7612293091408642
1010805,[13C].[14C][15N]1[15C]2[16C][17C]21[17O].[18O],[14C][15N]1[15C]2[16C][17C]21[17O],CN1C2CC21O,0.39993560537530204,0.7390233572649318
1011450,[13C].[14C][15N][17O][17C]([18O])=[15C][16C],[14C][15N][17O][17C]([18O])=[15C][16C],CNOC(O)=CC,0.34650966838351,0.713610536957492
1011614,[13C].[14C][15N][16C][15C]=[17C]([17O])[18O],[14C][15N][16C][15C]=[17C]([17O])[18O],CNCC=C(O)O,0.15486244525426346,0.9078375988104119
1011618,[13C].[14C][15N][16C][15C]=[17C]=[17O].[18O],[14C][15N][16C][15C]=[17C]=[17O],CNCC=C=O,0.323788808247713,0.7306237451982506
1013485,[13C].[14C][15N][18O][15C]=[16C].[17C]=[17O],[14C][15N][18O][15C]=[16C],CNOC=C,0.10250181639160166,0.9761744008569899
1013502,[13C].[14C][15N][17C](=[17O])[18O][15C]=[16C],[14C][15N][17C](=[17O])[18O][15C]=[16C],CNC(=O)OC=C,0.16033794037923957,0.8484084312584473
1013848,[13C].[14C][15N][18O][17C][17O][15C]=[16C],[14C][15N][18O][17C][17O][15C]=[16C],CNOCOC=C,0.1296997389254906,0.9763057254290439
1013863,[13C].[14C][15N][17C]([18O])[17O][15C]=[16C],[14C][15N][17C]([18O])[17O][15C]=[16C],CNC(O)OC=C,0.4317641178828723,0.7171238677958106
1014360,[13C].[14C][15N]([15C]=[16C])[17O][17C][18O],[14C][15N]([15C]=[16C])[17O][17C][18O],CN(C=C)OCO,0.21842898478902958,0.8716156503139683
1014364,[13C].[14C][15N]([18O])[15C]=[16C].[17C]=[17O],[14C][15N]([18O])[15C]=[16C],CN(O)C=C,0.3508906364342022,0.7265276666995891
1014365,[13C].[14C][15N][15C]=[16C].[17O]=[17C][18O],[14C][15N][15C]=[16C],CNC=C,0.19141960695238977,0.9860270986784501
1014366,[13C].[14C][15N]([15C]=[16C])[18O][17C]=[17O],[14C][15N]([15C]=[16C])[18O][17C]=[17O],CN(C=C)OC=O,0.2572853054549832,0.8642990830252426
1014376,[13C].[14C][15N]([15C]=[16C])[17C]([17O])[18O],[14C][15N]([15C]=[16C])[17C]([17O])[18O],CN(C=C)C(O)O,0.39232856096196556,0.9567012738723131
1014379,[13C].[14C][15N]([15C]=[16C])[17C]=[17O].[18O],[14C][15N]([15C]=[16C])[17C]=[17O],CN(C=C)C=O,0.32670988503812387,0.6866419514380055
1014380,[13C].[14C][15N]([15C]=[16C])[17C](=[17O])[18O],[14C][15N]([15C]=[16C])[17C](=[17O])[18O],CN(C=C)C(=O)O,0.3039771237867053,0.7066022599795511
1015021,[13C].[14C][15N][18O][17C]([17O])[15C]=[16C],[14C][15N][18O][17C]([17O])[15C]=[16C],CNOC(O)C=C,0.36712362099535134,0.8498212091724954
1015030,[13C].[14C][15N][18O][17C](=[17O])[15C]=[16C],[14C][15N][18O][17C](=[17O])[15C]=[16C],CNOC(=O)C=C,0.13169122614932455,0.8926143684729396
1015050,[13C].[14C][15N][17C]([17O])([18O])[15C]=[16C],[14C][15N][17C]([17O])([18O])[15C]=[16C],CNC(O)(O)C=C,0.6106864183553636,0.7858929792666044
1015054,[13C].[14C][15N][17C](=[17O])[15C]=[16C].[18O],[14C][15N][17C](=[17O])[15C]=[16C],CNC(=O)C=C,0.27449886270611984,0.7381425230865613
1017580,[13C].[15C].[16C][18O][14C][15N].[17C]=[17O],[16C][18O][14C][15N],COCN,0.1370087504231036,0.9370163451499041
1017598,[13C].[15C].[16C][17O][17C][18O][14C][15N],[16C][17O][17C][18O][14C][15N],COCOCN,0.0731152061720501,0.9587465504422792
1017643,[13C].[15C].[16C][15N][14C][18O][17C][17O],[16C][15N][14C][18O][17C][17O],CNCOCO,0.11785872217080698,0.9660706920927751
1017645,[13C].[15C].[16C][15N][14C][18O].[17C]=[17O],[16C][15N][14C][18O],CNCO,0.14264576746516947,0.9419361180755249
1017647,[13C].[15C].[16C][15N][14C][18O][17C]=[17O],[16C][15N][14C][18O][17C]=[17O],CNCOC=O,0.2691682921776887,0.8261532074841298
1017655,[13C].[15C].[16C][15N]1[14C][18O][17C]1=[17O],[16C][15N]1[14C][18O][17C]1=[17O],CN1COC1=O,0.4428137148173155,0.6136701482865227
1017697,[13C].[15C].[16C]=[15N][14C][18O][17C]=[17O],[16C]=[15N][14C][18O][17C]=[17O],C=NCOC=O,0.10683477579282846,0.9042064325967905
1017717,[13C].[15C].[16C][17C][18O][14C][15N].[17O],[16C][17C][18O][14C][15N],CCOCN,0.18522814001690632,0.9092130156792478
1017718,[13C].[15C].[16C][17C][18O][14C][15N][17O],[16C][17C][18O][14C][15N][17O],CCOCNO,0.12076465607766114,0.9510109735759585
1017721,[13C].[15C].[16C][17C][17O][18O][14C][15N],[16C][17C][17O][18O][14C][15N],CCOOCN,0.09487171289389311,0.9753663211746443
1017723,[13C].[15C].[16C][17C][17O][15N][14C][18O],[16C][17C][17O][15N][14C][18O],CCONCO,0.14050902029582718,0.9290274561442556
1017725,[13C].[15C].[16C][17C]([17O])[18O][14C][15N],[16C][17C]([17O])[18O][14C][15N],CC(O)OCN,0.22356627815858196,0.871783051405069
1017726,[13C].[15C].[16C][17C]1[17O][15N][14C][18O]1,[16C][17C]1[17O][15N][14C][18O]1,CC1ONCO1,0.4047149858748034,0.7614625891570327
1017729,[13C].[15C].[16C][17C](=[17O])[18O][14C][15N],[16C][17C](=[17O])[18O][14C][15N],CC(=O)OCN,0.18313976250668182,0.847545477639551
1017735,[13C].[15C].[16C][17C]1[15N][14C][18O]1.[17O],[16C][17C]1[15N][14C][18O]1,CC1NCO1,0.4860377324980973,0.860845432033184
1017737,[13C].[15C].[16C][17C]([17O])[15N][14C][18O],[16C][17C]([17O])[15N][14C][18O],CC(O)NCO,0.2821639681754289,0.845237210347831
1017741,[13C].[15C].[16C][17C]1([17O])[15N][14C][18O]1,[16C][17C]1([17O])[15N][14C][18O]1,CC1(O)NCO1,0.5751565426760643,0.8681158962395533
1017742,[13C].[15C].[16C][17C]12[17O][15N]1[14C][18O]2,[16C][17C]12[17O][15N]1[14C][18O]2,CC12ON1CO2,0.4570463742337556,0.7580888151286711
1017743,[13C].[15C].[16C][17C](=[17O])[15N][14C][18O],[16C][17C](=[17O])[15N][14C][18O],CC(=O)NCO,0.26602081747508555,0.8499984056572086
1017744,[13C].[15C].[16C][17C](=[17O])[15N]1[14C][18O]1,[16C][17C](=[17O])[15N]1[14C][18O]1,CC(=O)N1CO1,0.25391868507688314,0.7734425262987953
1017753,[13C].[15C].[15N][14C][18O][16C][17C][17O],[15N][14C][18O][16C][17C][17O],NCOCCO,0.14777303571692188,0.9173156872881398
1017755,[13C].[15C].[15N][14C][18O][16C][17C]=[17O],[15N][14C][18O][16C][17C]=[17O],NCOCC=O,0.05850240357273402,0.9645681913490797
1017760,[13C].[15C].[17O]=[17C]1[16C][18O][14C][15N]1,[17O]=[17C]1[16C][18O][14C][15N]1,O=C1COCN1,0.3367670481651918,0.7294877657134459
1017768,[13C].[15C].[15N][14C][18O][17C][16C][17O],[15N][14C][18O][17C][16C][17O],NCOCCO,0.07070012686055403,0.9595651328320611
1017772,[13C].[15C].[15N][14C][18O][17C]1[16C][17O]1,[15N][14C][18O][17C]1[16C][17O]1,NCOC1CO1,0.20023203037820303,0.9116801699705424
1017781,[13C].[14C]1[15N][17C]2([16C][17O]2)[18O]1.[15C],[14C]1[15N][17C]2([16C][17O]2)[18O]1,C1NC2(CO2)O1,0.38477807017830873,0.9256821026202712
1017810,[13C].[14C]1[15N][16C][17C][18O]1.[15C].[17O],[14C]1[15N][16C][17C][18O]1,C1NCCO1,0.5824510744416408,0.598982264752215
1017812,[13C].[15C].[17O][17C][16C][15N][14C][18O],[17O][17C][16C][15N][14C][18O],OCCNCO,0.10949710177192656,0.960804434578192
1017816,[13C].[15C].[17O][17C]1[16C][15N][14C][18O]1,[17O][17C]1[16C][15N][14C][18O]1,OC1CNCO1,0.5205032086521136,0.7920565307444037
1017817,[13C].[14C]1[18O][17C]2[16C][15N]1[17O]2.[15C],[14C]1[18O][17C]2[16C][15N]1[17O]2,C1OC2CN1O2,0.7145927366092208,0.8934402225775756
1017818,[13C].[15C].[17O]=[17C][16C][15N][14C][18O],[17O]=[17C][16C][15N][14C][18O],O=CCNCO,0.07437999443463983,0.9747583779650548
1017819,[13C].[15C].[17O]=[17C][16C][15N]1[14C][18O]1,[17O]=[17C][16C][15N]1[14C][18O]1,O=CCN1CO1,0.18508724559897727,0.9189024155027022
1017820,[13C].[15C].[17O]=[17C]1[16C][15N][14C][18O]1,[17O]=[17C]1[16C][15N][14C][18O]1,O=C1CNCO1,0.3360676224292072,0.7183856169713322
1017826,[13C].[15C].[17O][17C]12[16C][15N]1[14C][18O]2,[17O][17C]12[16C][15N]1[14C][18O]2,OC12CN1CO2,0.5864981873188853,0.7493893753451838
1017827,[13C].[15C].[17O]=[17C]1[16C][15N]1[14C][18O],[17O]=[17C]1[16C][15N]1[14C][18O],O=C1CN1CO,0.22411320055626946,0.8851523526076571
1017883,[13C].[15C].[16C]=[17C][18O][14C][15N].[17O],[16C]=[17C][18O][14C][15N],C=COCN,0.21131057822334598,0.9024897012220922
1017891,[13C].[15C].[16C]=[17C]([17O])[18O][14C][15N],[16C]=[17C]([17O])[18O][14C][15N],C=C(O)OCN,0.1990300150082728,0.8393281145918162
1017892,[13C].[15C].[16C]=[17C]1[17O][15N][14C][18O]1,[16C]=[17C]1[17O][15N][14C][18O]1,C=C1ONCO1,0.31668756726713176,0.7164241044837252
1018109,[13C].[15C][18O][14C][15N][17C]([16C])=[17O],[15C][18O][14C][15N][17C]([16C])=[17O],COCNC(C)=O,0.18678728551619267,0.8758285736390058
1018127,[13C].[15C][18O][14C][15N][16C][17C]=[17O],[15C][18O][14C][15N][16C][17C]=[17O],COCNCC=O,0.2586635865237684,0.8726911900794126
1018284,[13C].[15C][17O][17C]([16C])[18O][14C][15N],[15C][17O][17C]([16C])[18O][14C][15N],COC(C)OCN,0.37828489496833784,0.8629581730703513
1018293,[13C].[15C][17O][17C]1([16C])[15N][14C][18O]1,[15C][17O][17C]1([16C])[15N][14C][18O]1,COC1(C)NCO1,0.4906489360426492,0.7970247942816256
1018325,[13C].[15C][17O][17C]1[16C][15N][14C][18O]1,[15C][17O][17C]1[16C][15N][14C][18O]1,COC1CNCO1,0.2506869974471026,0.8656511745682358
1018361,[13C].[15C][17O][17C](=[16C])[18O][14C][15N],[15C][17O][17C](=[16C])[18O][14C][15N],COC(=C)OCN,0.2751985152854377,0.784001005926996
1018681,[13C].[15C][15N]([16C])[14C][18O][17C]=[17O],[15C][15N]([16C])[14C][18O][17C]=[17O],CN(C)COC=O,0.18216455973427573,0.8826765589698747
1018700,[13C].[15C][15N][14C][18O][17C][16C].[17O],[15C][15N][14C][18O][17C][16C],CNCOCC,0.08605558496538782,0.960939712233826
1018706,[13C].[15C][15N][14C][18O][17C]([16C])[17O],[15C][15N][14C][18O][17C]([16C])[17O],CNCOC(C)O,0.1725180952701159,0.901919798245172
1018707,[13C].[15C][15N]1[14C][18O][17C]([16C])[17O]1,[15C][15N]1[14C][18O][17C]([16C])[17O]1,CN1COC(C)O1,0.33584494555421185,0.8287254372068993
1018710,[13C].[15C][15N][14C][18O][17C]([16C])=[17O],[15C][15N][14C][18O][17C]([16C])=[17O],CNCOC(C)=O,0.16592648263461673,0.9019286139006
1018716,[13C].[15C][15N]1[14C][18O][17C]1([16C])[17O],[15C][15N]1[14C][18O][17C]1([16C])[17O],CN1COC1(C)O,0.6580395003824872,0.8535320552780001
1018717,[13C].[15C][15N]([14C][18O])[17C]([16C])=[17O],[15C][15N]([14C][18O])[17C]([16C])=[17O],CN(CO)C(C)=O,0.43185343389053266,0.6873803387337571
1018722,[13C].[15C][15N][14C][18O][16C][17C]=[17O],[15C][15N][14C][18O][16C][17C]=[17O],CNCOCC=O,0.0455936609810761,0.9719459062572031
1018734,[13C].[15C][15N][14C][18O][17C]1[16C][17O]1,[15C][15N][14C][18O][17C]1[16C][17O]1,CNCOC1CO1,0.12845952259421514,0.9622835183253606
1018757,[13C].[15C][15N]1[14C][18O][17C]([17O])[16C]1,[15C][15N]1[14C][18O][17C]([17O])[16C]1,CN1COC(O)C1,0.32779163895296576,0.8195608778905161
1018758,[13C].[15C][15N]([14C][18O])[16C][17C]=[17O],[15C][15N]([14C][18O])[16C][17C]=[17O],CN(CO)CC=O,0.30302013245592285,0.7572877248020214
1018759,[13C].[15C][15N]1[14C][18O][17C](=[17O])[16C]1,[15C][15N]1[14C][18O][17C](=[17O])[16C]1,CN1COC(=O)C1,0.4448646757024825,0.8508144137726282
1018783,[13C].[15C][15N][14C][18O][17C](=[16C])[17O],[15C][15N][14C][18O][17C](=[16C])[17O],CNCOC(=C)O,0.1472484638120034,0.8957789158855185
1018986,[13C].[16C][17C]1[17O][15C][15N][14C][18O]1,[16C][17C]1[17O][15C][15N][14C][18O]1,CC1OCNCO1,0.37274043871040935,0.736016931916798
1019184,[13C].[15C]=[15N][14C][18O][17C]([16C])[17O],[15C]=[15N][14C][18O][17C]([16C])[17O],C=NCOC(C)O,0.19772226931562698,0.9133420577831831
1019186,[13C].[15C]=[15N][14C][18O][17C]([16C])=[17O],[15C]=[15N][14C][18O][17C]([16C])=[17O],C=NCOC(C)=O,0.17435298587426173,0.8894109290928216
1019424,[13C].[15C][17C](=[17O])[18O][14C][15N][16C],[15C][17C](=[17O])[18O][14C][15N][16C],CC(=O)OCNC,0.16536528077843313,0.8996851342438175
1019493,[13C].[15C][17C]([16C])[18O][14C][15N].[17O],[15C][17C]([16C])[18O][14C][15N],CC(C)OCN,0.23429462661723358,0.8686055812869126
1019501,[13C].[15C][17C]([16C])([17O])[18O][14C][15N],[15C][17C]([16C])([17O])[18O][14C][15N],CC(C)(O)OCN,0.3464225007952497,0.9939879337006073
1019502,[13C].[15C][17C]1([16C])[17O][15N][14C][18O]1,[15C][17C]1([16C])[17O][15N][14C][18O]1,CC1(C)ONCO1,0.5611322189240389,0.9530117229775191
1019523,[13C].[15C][17C](=[17O])[16C][18O][14C][15N],[15C][17C](=[17O])[16C][18O][14C][15N],CC(=O)COCN,0.21008139161932002,0.8759756032763903
1019538,[13C].[15C][17C]1([18O][14C][15N])[16C][17O]1,[15C][17C]1([18O][14C][15N])[16C][17O]1,CC1(OCN)CO1,0.2912643808350148,0.8920508500027906
1019577,[13C].[15C][17C]1([17O])[16C][15N][14C][18O]1,[15C][17C]1([17O])[16C][15N][14C][18O]1,CC1(O)CNCO1,0.5279102720965282,0.8998350513637167
1019579,[13C].[15C][17C](=[17O])[16C][15N][14C][18O],[15C][17C](=[17O])[16C][15N][14C][18O],CC(=O)CNCO,0.16515617676135047,0.900115390333326
1019784,[13C].[16C][17C](=[17O])[15C][18O][14C][15N],[16C][17C](=[17O])[15C][18O][14C][15N],CC(=O)COCN,0.3054788069009488,0.9801653236707214
1019938,[13C].[16C][17C]1([18O][14C][15N])[15C][17O]1,[16C][17C]1([18O][14C][15N])[15C][17O]1,CC1(OCN)CO1,0.41832787256817183,0.8280339095367728
1020290,[13C].[16C][17C]1([17O])[15C][15N][14C][18O]1,[16C][17C]1([17O])[15C][15N][14C][18O]1,CC1(O)CNCO1,0.5445185176431959,0.9309929053784592
1020292,[13C].[16C][17C](=[17O])[15C][15N][14C][18O],[16C][17C](=[17O])[15C][15N][14C][18O],CC(=O)CNCO,0.17191463373707094,0.9108026827143182
1022051,[13C].[15C][16C][18O][14C][15N].[17C]=[17O],[15C][16C][18O][14C][15N],CCOCN,0.11039839543783117,0.9389964481534226
1022056,[13C].[15C][16C][18O][14C][15N][17C]=[17O],[15C][16C][18O][14C][15N][17C]=[17O],CCOCNC=O,0.22051682492706068,0.857888883958681
1022069,[13C].[15C][16C][17O][17C][18O][14C][15N],[15C][16C][17O][17C][18O][14C][15N],CCOCOCN,0.2433460608881879,0.8655534020888535
1022078,[13C].[15C][16C][17O][17C]1[15N][14C][18O]1,[15C][16C][17O][17C]1[15N][14C][18O]1,CCOC1NCO1,0.16742848148076764,0.976082976903627
1022108,[13C].[15C][16C][15N][14C][18O][17C].[17O],[15C][16C][15N][14C][18O][17C],CCNCOC,0.2530875949640499,0.8687712439868808
1022114,[13C].[15C][16C][15N][14C][18O][17C][17O],[15C][16C][15N][14C][18O][17C][17O],CCNCOCO,0.13600848503935667,0.9635151574345127
1022115,[13C].[15C][16C][15N]1[14C][18O][17C][17O]1,[15C][16C][15N]1[14C][18O][17C][17O]1,CCN1COCO1,0.2528829993447146,0.8258097210045182
1022116,[13C].[15C][16C][15N][14C][18O].[17C]=[17O],[15C][16C][15N][14C][18O],CCNCO,0.14397866489102676,0.979694217235209
1022117,[13C].[15C][16C][15N]1[14C][18O]1.[17C]=[17O],[15C][16C][15N]1[14C][18O]1,CCN1CO1,0.3283757632149341,0.9008109204500854
1022118,[13C].[15C][16C][15N][14C][18O][17C]=[17O],[15C][16C][15N][14C][18O][17C]=[17O],CCNCOC=O,0.2001435593801182,0.9200261819307501
1022124,[13C].[15C][16C][15N]1[14C][18O][17C]1[17O],[15C][16C][15N]1[14C][18O][17C]1[17O],CCN1COC1O,0.5287148592019356,0.7337134865791165
1022125,[13C].[15C][16C][15N]([14C][18O])[17C]=[17O],[15C][16C][15N]([14C][18O])[17C]=[17O],CCN(CO)C=O,0.5020108325509427,0.6886238851349735
1022126,[13C].[15C][16C][15N]1[14C][18O][17C]1=[17O],[15C][16C][15N]1[14C][18O][17C]1=[17O],CCN1COC1=O,0.3941240681201978,0.7794826323231366
1022183,[13C].[15C][16C][17C][18O][14C][15N][17O],[15C][16C][17C][18O][14C][15N][17O],CCCOCNO,0.052667863533415,0.9699215237733241
1022184,[13C].[15C][16C][17C][18O][14C][15N]=[17O],[15C][16C][17C][18O][14C][15N]=[17O],CCCOCN=O,0.17993961911244116,0.9185041207859385
1022186,[13C].[15C][16C][17C][17O][18O][14C][15N],[15C][16C][17C][17O][18O][14C][15N],CCCOOCN,0.127701461502625,0.9509606756760166
1022188,[13C].[15C][16C][17C][17O][15N][14C][18O],[15C][16C][17C][17O][15N][14C][18O],CCCONCO,0.10638385478588953,0.9520737669551934
1022189,[13C].[15C][16C][17C][17O][15N]1[14C][18O]1,[15C][16C][17C][17O][15N]1[14C][18O]1,CCCON1CO1,0.09057133031377929,0.96472492245664
1022190,[13C].[15C][16C][17C]([17O])[18O][14C][15N],[15C][16C][17C]([17O])[18O][14C][15N],CCC(O)OCN,0.19635454691771967,0.8976911602910903
1022191,[13C].[15C][16C][17C]1[17O][15N][14C][18O]1,[15C][16C][17C]1[17O][15N][14C][18O]1,CCC1ONCO1,0.2544783701225565,0.8292370700407433
1022194,[13C].[15C][16C][17C](=[17O])[18O][14C][15N],[15C][16C][17C](=[17O])[18O][14C][15N],CCC(=O)OCN,0.2235540300659892,0.8467368394406475
1022195,[13C].[15C][16C][17C][15N][14C][18O].[17O],[15C][16C][17C][15N][14C][18O],CCCNCO,0.1155690055859443,0.9553702710958448
1022200,[13C].[15C][16C][17C]1[15N][14C][18O]1.[17O],[15C][16C][17C]1[15N][14C][18O]1,CCC1NCO1,0.3428152738740499,0.9449832846084452
1022201,[13C].[15C][16C][17C]1[18O][14C][15N]1[17O],[15C][16C][17C]1[18O][14C][15N]1[17O],CCC1OCN1O,0.3827941215924378,0.6978038739674731
1022202,[13C].[15C][16C][17C]([17O])[15N][14C][18O],[15C][16C][17C]([17O])[15N][14C][18O],CCC(O)NCO,0.22718086280728172,0.8378150418467658
