rmat_tag,pdt_smiles
9064898,C[15C][14C@H]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F.[13C].[15N].[17O]=[17C][18O]
9065544,C[15C][14C@@H](c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([17O])[18O].[13C].[15N]
9065551,C[15C][14C@@H](c1ccccc1F)[16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N].[18O]
9065554,C[15C][14C@@H](c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[18O].[13C].[15N]
9065555,C[15C][14C@@H](c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[18O][15N].[13C]
9066532,C[15C]1[18O][17C](=[17O])[16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[14C@@H]1c1ccccc1F.[13C].[15N]
9068763,C[15C]([15N])[14C@@H](c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[18O].[13C]
9078133,C[15C]1[14C@@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N].[17O][17C][18O]
9078140,C[15C]1[14C@@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N].[17C]=[17O].[18O]
9078143,C[15C]1[14C@@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N].[17O]=[17C][18O]
9078144,C[15C]1[14C@@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N][18O][17C]=[17O]
9078145,C[15C]1[14C@@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N].[17O]=[17C]=[18O]
9078184,C[15C]1[14C@@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N][17C](=[17O])[18O]
9078991,C[15C]1([18O][17C]=[17O])[14C@@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N]
9080292,C[15C]1([15N])[14C@@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[17O]=[17C][18O]
9081714,C[15C]1([17C](=[17O])[18O])[14C@@H](c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1.[13C].[15N]
