rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned,LogP,MW,HBD,HBA,PSA,ROTB,FSP3,SSSR,QED
1048864,[13C].[14C]=[15N][16C][17C]([17O])[18O].[15C],[14C]=[15N][16C][17C]([17O])[18O],C=NCC(O)O,-1.0023000000000002,89.094,2.0,3.0,52.82000000000001,2.0,0.6666666666666666,0.0,0.3364640591244426
1048865,[13C].[14C]=[15N][16C][17C]1[17O][18O]1.[15C],[14C]=[15N][16C][17C]1[17O][18O]1,C=NCC1OO1,-0.02510000000000001,87.078,0.0,3.0,37.42,2.0,0.6666666666666666,1.0,0.26933465805327816
1048867,[13C].[14C]=[15N][16C][17C]=[17O].[15C].[18O],[14C]=[15N][16C][17C]=[17O],C=NCC=O,-0.11410000000000009,71.07900000000001,0.0,2.0,29.43,2.0,0.3333333333333333,0.0,0.3295606758606082
1048868,[13C].[14C]=[15N][16C][17C](=[17O])[18O].[15C],[14C]=[15N][16C][17C](=[17O])[18O],C=NCC(=O)O,-0.22840000000000021,87.07799999999999,1.0,2.0,49.66,2.0,0.3333333333333333,0.0,0.4728189142118678
1048918,[13C].[14C]=[15N][17O][17C](=[16C])[18O].[15C],[14C]=[15N][17O][17C](=[16C])[18O],C=NOC(=C)O,0.6477999999999999,87.07799999999999,1.0,3.0,41.82,2.0,0.0,0.0,0.304944610586651
1049216,[13C].[14C]=[15N][16C][17C](=[17O])[18O][15C],[14C]=[15N][16C][17C](=[17O])[18O][15C],C=NCC(=O)OC,-0.14000000000000012,101.10499999999999,0.0,3.0,38.66,2.0,0.5,0.0,0.3584329429404032
1049492,[13C].[14C]=[15N][18O][17C]([16C])[17O][15C],[14C]=[15N][18O][17C]([16C])[17O][15C],C=NOC(C)OC,0.611,103.121,0.0,3.0,30.82,3.0,0.75,0.0,0.29746985044413365
1049500,[13C].[14C]=[15N][17C]([16C])([18O])[17O][15C],[14C]=[15N][17C]([16C])([18O])[17O][15C],C=NC(C)(O)OC,-0.0005999999999999894,103.12099999999998,1.0,3.0,41.82000000000001,2.0,0.75,0.0,0.39452627493596587
1049541,[13C].[14C]=[15N][16C][17C]([18O])[17O][15C],[14C]=[15N][16C][17C]([18O])[17O][15C],C=NCC(O)OC,-0.34820000000000007,103.121,1.0,3.0,41.82000000000001,3.0,0.75,0.0,0.39164613908160417
1050112,[13C].[14C]=[15N][15C][18O][17C]([16C])=[17O],[14C]=[15N][15C][18O][17C]([16C])=[17O],C=NCOC(C)=O,0.2076,101.10499999999999,0.0,3.0,38.66,2.0,0.5,0.0,0.36805973371769507
1050205,[13C].[14C]=[15N][15C][17O][17C]([16C])[18O],[14C]=[15N][15C][17O][17C]([16C])[18O],C=NCOC(C)O,-0.0005999999999999894,103.12099999999998,1.0,3.0,41.82,3.0,0.75,0.0,0.40322222994564727
1050528,[13C].[14C]=[15N][17O][17C]([15C])([16C])[18O],[14C]=[15N][17O][17C]([15C])([16C])[18O],C=NOC(C)(C)O,0.34700000000000003,103.12099999999998,1.0,3.0,41.82,2.0,0.75,0.0,0.31098896902056405
1050623,[13C].[14C]=[15N][16C][17C]([15C])([17O])[18O],[14C]=[15N][16C][17C]([15C])([17O])[18O],C=NCC(C)(O)O,-0.6122,103.12099999999998,2.0,3.0,52.82000000000001,2.0,0.75,0.0,0.3615271274063765
1050625,[13C].[14C]=[15N][16C][17C]([15C])=[17O].[18O],[14C]=[15N][16C][17C]([15C])=[17O],C=NCC(C)=O,0.276,85.106,0.0,2.0,29.43,2.0,0.5,0.0,0.4425649589267726
1051522,[13C].[14C]=[15N][15C][17C]([16C])([17O])[18O],[14C]=[15N][15C][17C]([16C])([17O])[18O],C=NCC(C)(O)O,-0.6122,103.12099999999998,2.0,3.0,52.82000000000001,2.0,0.75,0.0,0.3615271274063765
1051524,[13C].[14C]=[15N][15C][17C]([16C])=[17O].[18O],[14C]=[15N][15C][17C]([16C])=[17O],C=NCC(C)=O,0.276,85.106,0.0,2.0,29.43,2.0,0.5,0.0,0.4425649589267726
1053080,[13C].[14C]=[15N][18O][16C][15C].[17C]=[17O],[14C]=[15N][18O][16C][15C],C=NOCC,0.6385000000000001,73.095,0.0,2.0,21.59,2.0,0.6666666666666666,0.0,0.3469341399941189
1053089,[13C].[14C]=[15N][17C](=[17O])[18O][16C][15C],[14C]=[15N][17C](=[17O])[18O][16C][15C],C=NC(=O)OCC,0.8435,101.105,0.0,2.0,38.66,1.0,0.5,0.0,0.45894292483484106
1053112,[13C].[14C]=[15N][18O][17C][17O][16C][15C],[14C]=[15N][18O][17C][17O][16C][15C],C=NOCOCC,0.6126,103.121,0.0,3.0,30.82,4.0,0.75,0.0,0.22576501248431066
1053120,[13C].[14C]=[15N][17C]([18O])[17O][16C][15C],[14C]=[15N][17C]([18O])[17O][16C][15C],C=NC(O)OCC,-0.0005999999999999339,103.12100000000001,1.0,3.0,41.82000000000001,3.0,0.75,0.0,0.40322222994564727
1053166,[13C].[14C]=[15N][16C][15C].[17O]=[17C][18O],[14C]=[15N][16C][15C],C=NCC,0.7069000000000001,57.096000000000004,0.0,1.0,12.36,1.0,0.6666666666666666,0.0,0.3928487897932449
1053204,[13C].[14C]=[15N][18O][17C][16C][15C].[17O],[14C]=[15N][18O][17C][16C][15C],C=NOCCC,1.0286,87.122,0.0,2.0,21.59,3.0,0.75,0.0,0.28598690138612826
1053206,[13C].[14C]=[15N][17O][18O][17C][16C][15C],[14C]=[15N][17O][18O][17C][16C][15C],C=NOOCCC,0.9602,103.12100000000001,0.0,3.0,30.82,4.0,0.75,0.0,0.22947343537466755
1053217,[13C].[14C]=[15N][17O][17C]([18O])[16C][15C],[14C]=[15N][17O][17C]([18O])[16C][15C],C=NOC(O)CC,0.34700000000000003,103.121,1.0,3.0,41.82,3.0,0.75,0.0,0.317843635629395
1053223,[13C].[14C]=[15N][18O][17C](=[17O])[16C][15C],[14C]=[15N][18O][17C](=[17O])[16C][15C],C=NOC(=O)CC,0.5552,101.10499999999999,0.0,3.0,38.66,2.0,0.5,0.0,0.2892958741615749
1053224,[13C].[14C]=[15N][17C][16C][15C].[17O].[18O],[14C]=[15N][17C][16C][15C],C=NCCC,1.097,71.123,0.0,1.0,12.36,2.0,0.75,0.0,0.4321000342057304
1053227,[13C].[14C]=[15N][17C]([18O])[16C][15C].[17O],[14C]=[15N][17C]([18O])[16C][15C],C=NC(O)CC,0.41540000000000005,87.12200000000001,1.0,2.0,32.59,2.0,0.75,0.0,0.4861235297547242
1053228,[13C].[14C]=[15N][17C]([16C][15C])[18O][17O],[14C]=[15N][17C]([16C][15C])[18O][17O],C=NC(CC)OO,0.9127000000000001,103.121,1.0,3.0,41.82,3.0,0.75,0.0,0.3274974887623567
1053232,[13C].[14C]=[15N][17C]([17O])([18O])[16C][15C],[14C]=[15N][17C]([17O])([18O])[16C][15C],C=NC(O)(O)CC,-0.26459999999999995,103.121,2.0,3.0,52.82000000000001,2.0,0.75,0.0,0.37329628304083
1053233,[13C].[14C]=[15N][17C]1([16C][15C])[17O][18O]1,[14C]=[15N][17C]1([16C][15C])[17O][18O]1,C=NC1(CC)OO1,0.7126,101.10499999999999,0.0,3.0,37.42,2.0,0.75,1.0,0.29164135445679823
1053234,[13C].[14C]=[15N][17C](=[17O])[16C][15C].[18O],[14C]=[15N][17C](=[17O])[16C][15C],C=NC(=O)CC,0.6235999999999999,85.10600000000001,0.0,1.0,29.43,1.0,0.5,0.0,0.4290927734301959
1053457,[13C].[14C]=[15N][18O][15C][16C].[17C]=[17O],[14C]=[15N][18O][15C][16C],C=NOCC,0.6385000000000001,73.095,0.0,2.0,21.59,2.0,0.6666666666666666,0.0,0.3469341399941189
1053466,[13C].[14C]=[15N][17C](=[17O])[18O][15C][16C],[14C]=[15N][17C](=[17O])[18O][15C][16C],C=NC(=O)OCC,0.8435,101.105,0.0,2.0,38.66,1.0,0.5,0.0,0.45894292483484106
1053507,[13C].[14C]=[15N][16C][15C][18O].[17C]=[17O],[14C]=[15N][16C][15C][18O],C=NCCO,-0.32069999999999993,73.095,1.0,2.0,32.59,2.0,0.6666666666666666,0.0,0.44626047022890164
1053508,[13C].[14C]=[15N][16C][15C][18O][17C]=[17O],[14C]=[15N][16C][15C][18O][17C]=[17O],C=NCCOC=O,-0.1399999999999999,101.10499999999999,0.0,3.0,38.66,4.0,0.5,0.0,0.2806454036575912
1053533,[13C].[14C]=[15N][17O][17C]1[16C][15C][18O]1,[14C]=[15N][17O][17C]1[16C][15C][18O]1,C=NOC1CCO1,0.365,101.105,0.0,3.0,30.82,2.0,0.75,1.0,0.37126348146881855
1053535,[13C].[14C]=[15N][18O][15C][16C][17C]=[17O],[14C]=[15N][18O][15C][16C][17C]=[17O],C=NOCCC=O,0.2076,101.10499999999999,0.0,3.0,38.66,4.0,0.5,0.0,0.219549580957659
1053542,[13C].[14C]=[15N][17C]1([17O])[16C][15C][18O]1,[14C]=[15N][17C]1([17O])[16C][15C][18O]1,C=NC1(O)CCO1,-0.24659999999999993,101.105,1.0,3.0,41.82000000000001,1.0,0.75,1.0,0.46273345232155294
1053543,[13C].[14C]=[15N][17C](=[17O])[16C][15C][18O],[14C]=[15N][17C](=[17O])[16C][15C][18O],C=NC(=O)CCO,-0.4040000000000001,101.105,1.0,2.0,49.66,2.0,0.5,0.0,0.4807914900910727
1053680,[13C].[14C]=[15N][17C](=[17O])[16C][15C]=[18O],[14C]=[15N][17C](=[17O])[16C][15C]=[18O],C=NC(=O)CC=O,-0.19740000000000002,99.089,0.0,2.0,46.5,2.0,0.25,0.0,0.2732631485906129
1053727,[13C].[14C]=[15N][18O][17C][17O][15C][16C],[14C]=[15N][18O][17C][17O][15C][16C],C=NOCOCC,0.6126,103.121,0.0,3.0,30.82,4.0,0.75,0.0,0.22576501248431066
1053735,[13C].[14C]=[15N][17C]([18O])[17O][15C][16C],[14C]=[15N][17C]([18O])[17O][15C][16C],C=NC(O)OCC,-0.0005999999999999339,103.12100000000001,1.0,3.0,41.82000000000001,3.0,0.75,0.0,0.40322222994564727
1053777,[13C].[14C]=[15N][16C][15C][17O][17C][18O],[14C]=[15N][16C][15C][17O][17C][18O],C=NCCOCO,-0.34659999999999996,103.121,1.0,3.0,41.82,4.0,0.75,0.0,0.3000803651512462
1053798,[13C].[14C]=[15N][18O][17C][16C][15C][17O],[14C]=[15N][18O][17C][16C][15C][17O],C=NOCCCO,0.0010000000000000564,103.121,1.0,3.0,41.82,4.0,0.75,0.0,0.30894406320796514
1053799,[13C].[14C]=[15N][17O][15C][16C][17C][18O],[14C]=[15N][17O][15C][16C][17C][18O],C=NOCCCO,0.0010000000000000564,103.121,1.0,3.0,41.82,4.0,0.75,0.0,0.30894406320796514
1053809,[13C].[14C]=[15N][17C]([18O])[16C][15C][17O],[14C]=[15N][17C]([18O])[16C][15C][17O],C=NC(O)CCO,-0.6122000000000001,103.12100000000001,2.0,3.0,52.82000000000001,3.0,0.75,0.0,0.46793686829187614
1053812,[13C].[14C]=[15N][17C]1[16C][15C][17O]1.[18O],[14C]=[15N][17C]1[16C][15C][17O]1,C=NC1CCO1,0.4334,85.10600000000001,0.0,2.0,21.59,1.0,0.75,1.0,0.4230583065049883
1053971,[13C].[14C]=[15N][17C]12[16C][15C]([17O]1)[18O]2,[14C]=[15N][17C]12[16C][15C]([17O]1)[18O]2,C=NC12CC(O1)O2,0.1174,99.08899999999998,0.0,3.0,30.82,1.0,0.75,3.0,0.4369043689249974
1054170,[13C].[14C]=[15N][15C][16C].[17O]=[17C][18O],[14C]=[15N][15C][16C],C=NCC,0.7069000000000001,57.096000000000004,0.0,1.0,12.36,1.0,0.6666666666666666,0.0,0.3928487897932449
1054178,[13C].[14C]=[15N][15C][16C][18O].[17C]=[17O],[14C]=[15N][15C][16C][18O],C=NCCO,-0.32069999999999993,73.095,1.0,2.0,32.59,2.0,0.6666666666666666,0.0,0.44626047022890164
1054179,[13C].[14C]=[15N][15C][16C][18O][17C]=[17O],[14C]=[15N][15C][16C][18O][17C]=[17O],C=NCCOC=O,-0.1399999999999999,101.10499999999999,0.0,3.0,38.66,4.0,0.5,0.0,0.2806454036575912
1054189,[13C].[14C]=[15N][15C][16C][17O][17C][18O],[14C]=[15N][15C][16C][17O][17C][18O],C=NCCOCO,-0.34659999999999996,103.121,1.0,3.0,41.82,4.0,0.75,0.0,0.3000803651512462
1054203,[13C].[14C]=[15N][15C][16C][17C].[17O].[18O],[14C]=[15N][15C][16C][17C],C=NCCC,1.097,71.123,0.0,1.0,12.36,2.0,0.75,0.0,0.4321000342057304
1054206,[13C].[14C]=[15N][15C][16C][17C][18O].[17O],[14C]=[15N][15C][16C][17C][18O],C=NCCCO,0.06940000000000007,87.122,1.0,2.0,32.59,3.0,0.75,0.0,0.38317392282412205
1054207,[13C].[14C]=[15N][15C][16C][17C][18O][17O],[14C]=[15N][15C][16C][17C][18O][17O],C=NCCCOO,0.5667,103.121,1.0,3.0,41.82,4.0,0.75,0.0,0.2443872319266544
1054211,[13C].[14C]=[15N][15C][16C][17C]([17O])[18O],[14C]=[15N][15C][16C][17C]([17O])[18O],C=NCCC(O)O,-0.6122,103.12099999999998,2.0,3.0,52.82000000000001,3.0,0.75,0.0,0.36949573136112057
1054212,[13C].[14C]=[15N][15C][16C][17C]1[17O][18O]1,[14C]=[15N][15C][16C][17C]1[17O][18O]1,C=NCCC1OO1,0.365,101.10499999999999,0.0,3.0,37.42,3.0,0.75,1.0,0.292284516194682
1054214,[13C].[14C]=[15N][15C][16C][17C]=[17O].[18O],[14C]=[15N][15C][16C][17C]=[17O],C=NCCC=O,0.276,85.106,0.0,2.0,29.43,3.0,0.5,0.0,0.27468628378260695
1054215,[13C].[14C]=[15N][15C][16C][17C](=[17O])[18O],[14C]=[15N][15C][16C][17C](=[17O])[18O],C=NCCC(=O)O,0.1617,101.10499999999999,1.0,2.0,49.66,3.0,0.5,0.0,0.5146594338344551
1054280,[13C].[14C]=[15N][15C]([16C])[18O][17C][17O],[14C]=[15N][15C]([16C])[18O][17C][17O],C=NC(C)OCO,-0.0005999999999999894,103.121,1.0,3.0,41.82,3.0,0.75,0.0,0.40322222994564727
1054281,[13C].[14C]=[15N][15C]([16C])[18O].[17C]=[17O],[14C]=[15N][15C]([16C])[18O],C=NC(C)O,0.025300000000000045,73.095,1.0,2.0,32.59,1.0,0.6666666666666666,0.0,0.43608576471019733
1054282,[13C].[14C]=[15N][15C]([16C])[18O][17C]=[17O],[14C]=[15N][15C]([16C])[18O][17C]=[17O],C=NC(C)OC=O,0.20599999999999996,101.10499999999999,0.0,3.0,38.66,3.0,0.5,0.0,0.3761304445083267
1054301,[13C].[14C]=[15N][15C]1[16C][17C]([17O])[18O]1,[14C]=[15N][15C]1[16C][17C]([17O])[18O]1,C=NC1CC(O)O1,-0.24819999999999992,101.10499999999999,1.0,3.0,41.82000000000001,1.0,0.75,1.0,0.4626695062991978
1054302,[13C].[14C]=[15N][15C]([18O])[16C][17C]=[17O],[14C]=[15N][15C]([18O])[16C][17C]=[17O],C=NC(O)CC=O,-0.40559999999999996,101.105,1.0,3.0,49.660000000000004,3.0,0.5,0.0,0.3879573769094381
1054303,[13C].[14C]=[15N][15C]1[16C][17C](=[17O])[18O]1,[14C]=[15N][15C]1[16C][17C](=[17O])[18O]1,C=NC1CC(=O)O1,-0.040000000000000036,99.089,0.0,3.0,38.66,1.0,0.5,1.0,0.3414937164269132
1054378,[13C].[14C]=[15N][15C]([17O])[16C][17C][18O],[14C]=[15N][15C]([17O])[16C][17C][18O],C=NC(O)CCO,-0.6122000000000001,103.12100000000001,2.0,3.0,52.82000000000001,3.0,0.75,0.0,0.46793686829187614
1054381,[13C].[14C]=[15N][15C]1[16C][17C][17O]1.[18O],[14C]=[15N][15C]1[16C][17C][17O]1,C=NC1CCO1,0.4334,85.10600000000001,0.0,2.0,21.59,1.0,0.75,1.0,0.4230583065049883
1054490,[13C].[14C]=[15N][17O][17C]([18O])[15C][16C],[14C]=[15N][17O][17C]([18O])[15C][16C],C=NOC(O)CC,0.34700000000000003,103.121,1.0,3.0,41.82,3.0,0.75,0.0,0.317843635629395
1054496,[13C].[14C]=[15N][18O][17C](=[17O])[15C][16C],[14C]=[15N][18O][17C](=[17O])[15C][16C],C=NOC(=O)CC,0.5552,101.10499999999999,0.0,3.0,38.66,2.0,0.5,0.0,0.2892958741615749
1054505,[13C].[14C]=[15N][17C]([17O])([18O])[15C][16C],[14C]=[15N][17C]([17O])([18O])[15C][16C],C=NC(O)(O)CC,-0.26459999999999995,103.121,2.0,3.0,52.82000000000001,2.0,0.75,0.0,0.37329628304083
1054507,[13C].[14C]=[15N][17C](=[17O])[15C][16C].[18O],[14C]=[15N][17C](=[17O])[15C][16C],C=NC(=O)CC,0.6235999999999999,85.10600000000001,0.0,1.0,29.43,1.0,0.5,0.0,0.4290927734301959
1054602,[13C].[14C]=[15N][16C][15C][17C]([17O])[18O],[14C]=[15N][16C][15C][17C]([17O])[18O],C=NCCC(O)O,-0.6122,103.12099999999998,2.0,3.0,52.82000000000001,3.0,0.75,0.0,0.36949573136112057
1054605,[13C].[14C]=[15N][16C][15C][17C]=[17O].[18O],[14C]=[15N][16C][15C][17C]=[17O],C=NCCC=O,0.276,85.106,0.0,2.0,29.43,3.0,0.5,0.0,0.27468628378260695
1054606,[13C].[14C]=[15N][16C][15C][17C](=[17O])[18O],[14C]=[15N][16C][15C][17C](=[17O])[18O],C=NCCC(=O)O,0.1617,101.10499999999999,1.0,2.0,49.66,3.0,0.5,0.0,0.5146594338344551
1054652,[13C].[14C]=[15N][17O][17C]1[15C][16C]1.[18O],[14C]=[15N][17O][17C]1[15C][16C]1,C=NOC1CC1,0.781,85.10600000000001,0.0,2.0,21.59,2.0,0.75,1.0,0.358425748092578
1054655,[13C].[14C]=[15N][18O][17C]1([17O])[15C][16C]1,[14C]=[15N][18O][17C]1([17O])[15C][16C]1,C=NOC1(O)CC1,0.10100000000000003,101.10499999999999,1.0,3.0,41.82,2.0,0.75,1.0,0.30429782368831254
1054664,[13C].[14C]=[15N][17C]1([17O])[15C][16C]1.[18O],[14C]=[15N][17C]1([17O])[15C][16C]1,C=NC1(O)CC1,0.16940000000000005,85.10600000000001,1.0,2.0,32.59,1.0,0.75,1.0,0.45213705938624477
1054882,[13C].[14C]=[15N][16C][15C]1[18O][17C]1=[17O],[14C]=[15N][16C][15C]1[18O][17C]1=[17O],C=NCC1OC1=O,-0.38759999999999994,99.089,0.0,3.0,41.96,2.0,0.5,1.0,0.3492947106569384
1054909,[13C].[14C]=[15N][18O][15C]1[16C][17C]1=[17O],[14C]=[15N][18O][15C]1[16C][17C]1=[17O],C=NOC1CC1=O,-0.040000000000000036,99.089,0.0,3.0,38.66,2.0,0.5,1.0,0.3596269332976836
1055142,[13C].[14C]=[15N][18O][17C]12[16C][15C]1[17O]2,[14C]=[15N][18O][17C]12[16C][15C]1[17O]2,C=NOC12CC1O2,0.1174,99.08899999999998,0.0,3.0,34.12,2.0,0.75,2.0,0.279663123420688
1055388,[13C].[14C]=[15N][15C]([16C])[17C]([17O])[18O],[14C]=[15N][15C]([16C])[17C]([17O])[18O],C=NC(C)C(O)O,-0.6137999999999999,103.12099999999998,2.0,3.0,52.82000000000001,2.0,0.75,0.0,0.36147109894604545
1055391,[13C].[14C]=[15N][15C]([16C])[17C]=[17O].[18O],[14C]=[15N][15C]([16C])[17C]=[17O],C=NC(C)C=O,0.2744,85.106,0.0,2.0,29.43,2.0,0.5,0.0,0.34942398952560016
1055392,[13C].[14C]=[15N][15C]([16C])[17C](=[17O])[18O],[14C]=[15N][15C]([16C])[17C](=[17O])[18O],C=NC(C)C(=O)O,0.16009999999999996,101.10499999999999,1.0,2.0,49.66,2.0,0.5,0.0,0.5035026852715955
1055400,[13C].[14C]=[15N][15C]1[16C][18O][17C]1=[17O],[14C]=[15N][15C]1[16C][18O][17C]1=[17O],C=NC1COC1=O,-0.38759999999999994,99.089,0.0,3.0,38.66,1.0,0.5,1.0,0.3315347251871271
1055427,[13C].[14C]=[15N][15C]1[16C][17C]1[18O].[17O],[14C]=[15N][15C]1[16C][17C]1[18O],C=NC1CC1O,-0.1797999999999999,85.106,1.0,2.0,32.59,1.0,0.75,1.0,0.4400325214032701
1055432,[13C].[14C]=[15N][15C]1[16C][17C]1([17O])[18O],[14C]=[15N][15C]1[16C][17C]1([17O])[18O],C=NC1CC1(O)O,-0.8597999999999999,101.10499999999999,2.0,3.0,52.82000000000001,1.0,0.75,1.0,0.33334183036526666
1055433,[13C].[14C]=[15N][15C]1[16C][17C]12[17O][18O]2,[14C]=[15N][15C]1[16C][17C]12[17O][18O]2,C=NC1CC12OO2,0.1174,99.089,0.0,3.0,37.42,1.0,0.75,2.0,0.26574407483885903
1055434,[13C].[14C]=[15N][15C]1[16C][17C]1=[17O].[18O],[14C]=[15N][15C]1[16C][17C]1=[17O],C=NC1CC1=O,0.02839999999999998,83.09,0.0,2.0,29.43,1.0,0.5,1.0,0.4110365590455108
1056604,[13C].[14C]=[15N][17C](=[17O])[18O][15C]=[16C],[14C]=[15N][17C](=[17O])[18O][15C]=[16C],C=NC(=O)OC=C,0.9671,99.089,0.0,2.0,38.66,1.0,0.0,0.0,0.3625700439117113
1057046,[13C].[14C]=[15N][15C]=[16C].[17O]=[17C][18O],[14C]=[15N][15C]=[16C],C=NC=C,0.8305,55.080000000000005,0.0,1.0,12.36,1.0,0.0,0.0,0.3937350400330792
1057229,[13C].[14C]=[15N][18O][17C](=[17O])[15C]=[16C],[14C]=[15N][18O][17C](=[17O])[15C]=[16C],C=NOC(=O)C=C,0.33120000000000005,99.08899999999998,0.0,3.0,38.66,2.0,0.0,0.0,0.21641369352359896
1076378,[13C].[14C][17C]([16C])([18O])[17O][15N].[15C],[14C][17C]([16C])([18O])[17O][15N],CC(C)(O)ON,-0.3949,91.11000000000001,2.0,3.0,55.480000000000004,1.0,1.0,0.0,0.34094434691713965
1076588,[13C].[14C][17C]([17O])([18O])[16C][15N].[15C],[14C][17C]([17O])([18O])[16C][15N],CC(O)(O)CN,-1.3540999999999999,91.11000000000003,3.0,3.0,66.48,1.0,1.0,0.0,0.34928072738663907
1076593,[13C].[14C][17C](=[17O])[16C][15N].[15C].[18O],[14C][17C](=[17O])[16C][15N],CC(=O)CN,-0.4658999999999999,73.095,1.0,2.0,43.09,1.0,0.6666666666666666,0.0,0.45585164214173146
1089586,[13C].[14C][17C](=[17O])[18O][15N][16C][15C],[14C][17C](=[17O])[18O][15N][16C][15C],CC(=O)ONCC,0.07399999999999984,103.121,1.0,3.0,38.33,2.0,0.75,0.0,0.5026050360637255
1089876,[13C].[14C][17C]([16C][15C])[17O][15N].[18O],[14C][17C]([16C][15C])[17O][15N],CC(CC)ON,0.6752000000000001,89.138,1.0,2.0,35.25,2.0,1.0,0.0,0.5046368250495575
1089881,[13C].[14C][17C]([17O])([16C][15C])[18O][15N],[14C][17C]([17O])([16C][15C])[18O][15N],CC(O)(CC)ON,-0.0048000000000000265,105.13700000000001,2.0,3.0,55.480000000000004,2.0,1.0,0.0,0.383498482527673
1089883,[13C].[14C][17C]1([16C][15C])[17O][15N][18O]1,[14C][17C]1([16C][15C])[17O][15N][18O]1,CC1(CC)ONO1,0.579,103.121,1.0,3.0,30.49,1.0,1.0,1.0,0.526196049474092
1089905,[13C].[14C][17C]([15N])([17O])[16C][15C].[18O],[14C][17C]([15N])([17O])[16C][15C],CC(N)(O)CC,0.06359999999999988,89.138,2.0,2.0,46.25,1.0,1.0,0.0,0.446220323086739
1090474,[13C].[14C][17C](=[17O])[18O][15C][16C][15N],[14C][17C](=[17O])[18O][15C][16C][15N],CC(=O)OCCN,-0.49179999999999996,103.12100000000002,1.0,3.0,52.32,2.0,0.75,0.0,0.4795639319883944
1090619,[13C].[14C][17C](=[17O])[16C][15C][18O][15N],[14C][17C](=[17O])[16C][15C][18O][15N],CC(=O)CCON,-0.14419999999999977,103.12100000000001,1.0,3.0,52.32,3.0,0.75,0.0,0.5054546573759371
1091279,[13C].[14C][17C]1([18O][15N])[16C][15C][17O]1,[14C][17C]1([18O][15N])[16C][15C][17O]1,CC1(ON)CCO1,0.013200000000000156,103.121,1.0,3.0,44.480000000000004,1.0,1.0,1.0,0.4754162654856885
1092094,[13C].[14C][17C](=[17O])[18O][15N][15C][16C],[14C][17C](=[17O])[18O][15N][15C][16C],CC(=O)ONCC,0.07399999999999984,103.121,1.0,3.0,38.33,2.0,0.75,0.0,0.5026050360637255
1092146,[13C].[14C][17C](=[17O])[18O][16C][15C][15N],[14C][17C](=[17O])[18O][16C][15C][15N],CC(=O)OCCN,-0.49179999999999996,103.12100000000002,1.0,3.0,52.32,2.0,0.75,0.0,0.4795639319883944
1092438,[13C].[14C][17C]([17O])[16C][15C][15N].[18O],[14C][17C]([17O])[16C][15C][15N],CC(O)CCN,-0.2839999999999999,89.13800000000002,2.0,2.0,46.25,2.0,1.0,0.0,0.48829600866503814
1092445,[13C].[14C][17C]([17O])([18O])[16C][15C][15N],[14C][17C]([17O])([18O])[16C][15C][15N],CC(O)(O)CCN,-0.9640000000000002,105.13700000000003,3.0,3.0,66.48,2.0,1.0,0.0,0.39596967251903764
1092446,[13C].[14C][17C]1([16C][15C][15N])[17O][18O]1,[14C][17C]1([16C][15C][15N])[17O][18O]1,CC1(CCN)OO1,0.01319999999999999,103.121,1.0,3.0,51.08,2.0,1.0,1.0,0.39545635012672786
1092448,[13C].[14C][17C]1([18O])[16C][15C][15N][17O]1,[14C][17C]1([18O])[16C][15C][15N][17O]1,CC1(O)CCNO1,-0.38020000000000004,103.12100000000001,2.0,3.0,41.489999999999995,0.0,1.0,1.0,0.43884103487419024
1092450,[13C].[14C][17C](=[17O])[16C][15C][15N].[18O],[14C][17C](=[17O])[16C][15C][15N],CC(=O)CCN,-0.07579999999999976,87.12200000000001,1.0,2.0,43.09,2.0,0.75,0.0,0.5117361984190104
1092451,[13C].[14C][17C](=[17O])[16C][15C][15N][18O],[14C][17C](=[17O])[16C][15C][15N][18O],CC(=O)CCNO,-0.05569999999999997,103.121,2.0,3.0,49.33,3.0,0.75,0.0,0.4919869942125053
1092784,[13C].[14C][17C](=[17O])[18O][15C]([16C])[15N],[14C][17C](=[17O])[18O][15C]([16C])[15N],CC(=O)OC(C)N,-0.14580000000000004,103.12100000000001,1.0,3.0,52.32,1.0,0.75,0.0,0.3707735564091879
1092948,[13C].[14C][17C](=[17O])[16C][15C]([15N])[18O],[14C][17C](=[17O])[16C][15C]([15N])[18O],CC(=O)CC(N)O,-0.7574,103.121,2.0,3.0,63.32000000000001,2.0,0.75,0.0,0.45151609510980434
1093398,[13C].[14C][17C]1([18O])[16C][15C]([15N])[17O]1,[14C][17C]1([18O])[16C][15C]([15N])[17O]1,CC1(O)CC(N)O1,-0.6000000000000001,103.12100000000001,2.0,3.0,55.480000000000004,0.0,1.0,1.0,0.4301532103604313
1094030,[13C].[14C][17C]([17O])([18O])[16C][15C]=[15N],[14C][17C]([17O])([18O])[16C][15C]=[15N],CC(O)(O)CC=N,-0.27313000000000004,103.12100000000001,3.0,3.0,64.31,2.0,0.75,0.0,0.33240217451723747
1094034,[13C].[14C][17C](=[17O])[16C][15C]=[15N].[18O],[14C][17C](=[17O])[16C][15C]=[15N],CC(=O)CC=N,0.61507,85.106,1.0,2.0,40.92,2.0,0.5,0.0,0.49031518392298334
2010325,[13C].[15C][16C][17C](=[17O])[14C][18O][15N],[15C][16C][17C](=[17O])[14C][18O][15N],CCC(=O)CON,-0.14419999999999977,103.12100000000001,1.0,3.0,52.32,3.0,0.75,0.0,0.5054546573759371
