rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned,LogP,MW,HBD,HBA,PSA,ROTB,FSP3,SSSR,QED
1007715,[13C].[14C][15N]1[15C][16C][17C]1[18O].[17O],[14C][15N]1[15C][16C][17C]1[18O],CN1CCC1O,-0.3597000000000001,87.12199999999999,1.0,2.0,23.47,0.0,1.0,1.0,0.43588736941473777
1007719,[13C].[14C][15N]1[15C][16C][17C]1[17O][18O],[14C][15N]1[15C][16C][17C]1[17O][18O],CN1CCC1OO,0.1375999999999999,103.12099999999998,1.0,3.0,32.7,1.0,1.0,1.0,0.37817246441352675
1007720,[13C].[14C][15N]1[15C][16C][17C]1([17O])[18O],[14C][15N]1[15C][16C][17C]1([17O])[18O],CN1CCC1(O)O,-1.0397,103.12099999999998,2.0,3.0,43.7,0.0,1.0,1.0,0.3847985277576129
1007721,[13C].[14C][15N]1[15C][16C][17C]12[17O][18O]2,[14C][15N]1[15C][16C][17C]12[17O][18O]2,CN1CCC12OO2,-0.0625,101.10499999999999,0.0,3.0,28.299999999999997,0.0,1.0,2.0,0.3158131637557231
1007722,[13C].[14C][15N]1[15C][16C][17C]1=[17O].[18O],[14C][15N]1[15C][16C][17C]1=[17O],CN1CCC1=O,-0.15149999999999997,85.106,0.0,1.0,20.310000000000002,0.0,0.75,1.0,0.3744339888150127
1007944,[13C].[14C][15N][15C]([16C])[18O].[17C]=[17O],[14C][15N][15C]([16C])[18O],CNC(C)O,-0.45590000000000014,75.11099999999999,2.0,2.0,32.26,1.0,1.0,0.0,0.4134134526607914
1007945,[13C].[14C][15N]1[18O][15C]1[16C].[17C]=[17O],[14C][15N]1[18O][15C]1[16C],CN1OC1C,0.20939999999999992,73.09500000000001,0.0,2.0,15.54,0.0,1.0,1.0,0.38076288128544306
1007946,[13C].[14C][15N][15C]([16C])[18O][17C]=[17O],[14C][15N][15C]([16C])[18O][17C]=[17O],CNC(C)OC=O,-0.2752000000000001,103.12099999999998,1.0,3.0,38.33,3.0,0.75,0.0,0.39427821670218666
1007952,[13C].[14C][15N]1[15C]([16C])[18O][17C]1[17O],[14C][15N]1[15C]([16C])[18O][17C]1[17O],CN1C(C)OC1O,-0.4296999999999999,103.12099999999998,1.0,3.0,32.7,0.0,1.0,1.0,0.4512927455147922
1007953,[13C].[14C][15N]([17C]=[17O])[15C]([16C])[18O],[14C][15N]([17C]=[17O])[15C]([16C])[18O],CN(C=O)C(C)O,-0.5871,103.12099999999998,1.0,2.0,40.540000000000006,2.0,0.75,0.0,0.3747161673293954
1007954,[13C].[14C][15N]1[15C]([16C])[18O][17C]1=[17O],[14C][15N]1[15C]([16C])[18O][17C]1=[17O],CN1C(C)OC1=O,0.41439999999999994,101.10499999999999,0.0,2.0,29.54,0.0,0.75,1.0,0.4420856319821239
1007959,[13C].[14C][15N][15C]1[16C][18O]1.[17C]=[17O],[14C][15N][15C]1[16C][18O]1,CNC1CO1,-0.4379000000000002,73.095,1.0,2.0,24.56,1.0,1.0,1.0,0.4255305790653378
1007971,[13C].[14C][15N][15C]1[16C][17O][17C][18O]1,[14C][15N][15C]1[16C][17O][17C][18O]1,CNC1COCO1,-0.4638000000000002,103.121,1.0,3.0,30.49,1.0,1.0,1.0,0.48666395673757823
1007994,[13C].[14C][15N]1[16C][15C]1[18O][17C][17O],[14C][15N]1[16C][15C]1[18O][17C][17O],CN1CC1OCO,-0.7757000000000001,103.121,1.0,3.0,32.47,2.0,1.0,1.0,0.36751059825746696
1007995,[13C].[14C][15N]1[16C][15C]1[18O].[17C]=[17O],[14C][15N]1[16C][15C]1[18O],CN1CC1O,-0.7498,73.095,1.0,2.0,23.240000000000002,0.0,1.0,1.0,0.3812423545517771
1007996,[13C].[14C][15N]1[16C][15C]1[18O][17C]=[17O],[14C][15N]1[16C][15C]1[18O][17C]=[17O],CN1CC1OC=O,-0.5691000000000002,101.10499999999999,0.0,3.0,29.310000000000002,2.0,0.75,1.0,0.3443766514883283
1008009,[13C].[14C][15N][15C]([18O])[16C][17C].[17O],[14C][15N][15C]([18O])[16C][17C],CNC(O)CC,-0.06580000000000052,89.138,2.0,2.0,32.26,2.0,1.0,0.0,0.46420332687091104
1008015,[13C].[14C][15N]([17O])[15C]1[16C][17C][18O]1,[14C][15N]([17O])[15C]1[16C][17C][18O]1,CN(O)C1CCO1,0.05380000000000007,103.12100000000001,1.0,3.0,32.7,1.0,1.0,1.0,0.4759671774559169
1008017,[13C].[14C][15N][15C]1[16C][17C][17O][18O]1,[14C][15N][15C]1[16C][17C][17O][18O]1,CNC1CCOO1,-0.11620000000000008,103.121,1.0,3.0,30.49,1.0,1.0,1.0,0.4693397080407149
1008018,[13C].[14C][15N]1[18O][15C]1[16C][17C][17O],[14C][15N]1[18O][15C]1[16C][17C][17O],CN1OC1CCO,-0.4281000000000001,103.12100000000001,1.0,3.0,35.769999999999996,2.0,1.0,1.0,0.481670323187552
1008019,[13C].[14C][15N]1[17O][17C][16C][15C]1[18O],[14C][15N]1[17O][17C][16C][15C]1[18O],CN1OCCC1O,-0.4281000000000001,103.121,1.0,3.0,32.7,0.0,1.0,1.0,0.45135919605840474
1008020,[13C].[14C][15N][15C]1[16C][17C]([17O])[18O]1,[14C][15N][15C]1[16C][17C]([17O])[18O]1,CNC1CC(O)O1,-0.7294000000000003,103.12099999999998,2.0,3.0,41.489999999999995,1.0,1.0,1.0,0.4594872922218272
1008021,[13C].[14C][15N]1[17O][17C]2[16C][15C]1[18O]2,[14C][15N]1[17O][17C]2[16C][15C]1[18O]2,CN1OC2CC1O2,-0.06410000000000005,101.105,0.0,3.0,21.700000000000003,0.0,1.0,3.0,0.42624737963158715
1008022,[13C].[14C][15N][15C]([18O])[16C][17C]=[17O],[14C][15N][15C]([18O])[16C][17C]=[17O],CNC(O)CC=O,-0.8868000000000005,103.121,2.0,3.0,49.33,3.0,0.75,0.0,0.35975593046902077
1008023,[13C].[14C][15N]1[18O][15C]1[16C][17C]=[17O],[14C][15N]1[18O][15C]1[16C][17C]=[17O],CN1OC1CC=O,-0.22150000000000003,101.105,0.0,3.0,32.61,2.0,0.75,1.0,0.3557873192293746
1008024,[13C].[14C][15N][15C]1[16C][17C](=[17O])[18O]1,[14C][15N][15C]1[16C][17C](=[17O])[18O]1,CNC1CC(=O)O1,-0.5212000000000003,101.10499999999999,1.0,3.0,38.33,1.0,0.75,1.0,0.45146963781429006
1008027,[13C].[14C][15N]1[15C]2[16C][17C]1[18O]2.[17O],[14C][15N]1[15C]2[16C][17C]1[18O]2,CN1C2CC1O2,0.0042999999999999705,85.106,0.0,2.0,12.47,0.0,1.0,3.0,0.410393903669208
1008028,[13C].[14C][15N]1[15C]([18O])[16C][17C]1[17O],[14C][15N]1[15C]([18O])[16C][17C]1[17O],CN1C(O)CC1O,-1.0413,103.121,2.0,3.0,43.7,0.0,1.0,1.0,0.4112782038174596
1008030,[13C].[14C][15N]1[15C]2[16C][17C]1([17O])[18O]2,[14C][15N]1[15C]2[16C][17C]1([17O])[18O]2,CN1C2CC1(O)O2,-0.6757,101.10499999999999,1.0,3.0,32.7,0.0,1.0,3.0,0.4387222832215998
1008031,[13C].[14C][15N]1[15C]([18O])[16C][17C]1=[17O],[14C][15N]1[15C]([18O])[16C][17C]1=[17O],CN1C(O)CC1=O,-0.8331,101.105,1.0,2.0,40.54,0.0,0.75,1.0,0.404330176415767
1008212,[13C].[14C][15N][15C]([16C])[17O][17C].[18O],[14C][15N][15C]([16C])[17O][17C],CNC(C)OC,0.19819999999999993,89.13799999999999,1.0,2.0,21.259999999999998,2.0,1.0,0.0,0.4877850173807601
1008214,[13C].[14C][15N][15C]([16C])[17O][17C][18O],[14C][15N][15C]([16C])[17O][17C][18O],CNC(C)OCO,-0.48179999999999995,105.13699999999999,2.0,3.0,41.489999999999995,3.0,1.0,0.0,0.47613242518503374
1008215,[13C].[14C][15N]1[18O][17C][17O][15C]1[16C],[14C][15N]1[18O][17C][17O][15C]1[16C],CN1OCOC1C,0.18349999999999989,103.121,0.0,3.0,21.700000000000003,0.0,1.0,1.0,0.4363587577339446
1008284,[13C].[14C][15N][15C]([17O])[16C][17C][18O],[14C][15N][15C]([17O])[16C][17C][18O],CNC(O)CCO,-1.0934000000000004,105.137,3.0,3.0,52.489999999999995,3.0,1.0,0.0,0.3995196932034664
1008290,[13C].[14C][15N][15C]1[16C][17C][17O]1.[18O],[14C][15N][15C]1[16C][17C][17O]1,CNC1CCO1,-0.047800000000000065,87.122,1.0,2.0,21.259999999999998,1.0,1.0,1.0,0.48394432729947046
1008592,[13C].[14C][15N]=[15C][16C].[17O]=[17C][18O],[14C][15N]=[15C][16C],CN=CC,0.7069000000000001,57.096000000000004,0.0,1.0,12.36,0.0,0.6666666666666666,0.0,0.3629170178992484
1008600,[13C].[14C][15N]=[15C][16C][18O].[17C]=[17O],[14C][15N]=[15C][16C][18O],CN=CCO,-0.32069999999999993,73.095,1.0,2.0,32.59,1.0,0.6666666666666666,0.0,0.423758991228678
1008601,[13C].[14C][15N]=[15C][16C][18O][17C]=[17O],[14C][15N]=[15C][16C][18O][17C]=[17O],CN=CCOC=O,-0.1399999999999999,101.10499999999999,0.0,3.0,38.66,3.0,0.5,0.0,0.2817381807007695
1008611,[13C].[14C][15N]=[15C][16C][17O][17C][18O],[14C][15N]=[15C][16C][17O][17C][18O],CN=CCOCO,-0.34659999999999996,103.121,1.0,3.0,41.82,3.0,0.75,0.0,0.3012488180454397
1008625,[13C].[14C][15N]=[15C][16C][17C].[17O].[18O],[14C][15N]=[15C][16C][17C],CN=CCC,1.097,71.123,0.0,1.0,12.36,1.0,0.75,0.0,0.41031255694903107
1008628,[13C].[14C][15N]=[15C][16C][17C][18O].[17O],[14C][15N]=[15C][16C][17C][18O],CN=CCCO,0.06940000000000007,87.122,1.0,2.0,32.59,2.0,0.75,0.0,0.47479402908950397
1008632,[13C].[14C][15N]=[15C][16C][17C][17O][18O],[14C][15N]=[15C][16C][17C][17O][18O],CN=CCCOO,0.5667,103.121,1.0,3.0,41.82,3.0,0.75,0.0,0.24533882690456885
1008633,[13C].[14C][15N]=[15C][16C][17C]([17O])[18O],[14C][15N]=[15C][16C][17C]([17O])[18O],CN=CCC(O)O,-0.6122,103.12099999999998,2.0,3.0,52.82000000000001,2.0,0.75,0.0,0.3615271274063765
1008634,[13C].[14C][15N]=[15C][16C][17C]1[17O][18O]1,[14C][15N]=[15C][16C][17C]1[17O][18O]1,CN=CCC1OO1,0.365,101.10499999999999,0.0,3.0,37.42,2.0,0.75,1.0,0.28598106163763026
1008636,[13C].[14C][15N]=[15C][16C][17C]=[17O].[18O],[14C][15N]=[15C][16C][17C]=[17O],CN=CCC=O,0.276,85.106,0.0,2.0,29.43,2.0,0.5,0.0,0.34946137877610595
1008637,[13C].[14C][15N]=[15C][16C][17C](=[17O])[18O],[14C][15N]=[15C][16C][17C](=[17O])[18O],CN=CCC(=O)O,0.1617,101.10499999999999,1.0,2.0,49.66,2.0,0.5,0.0,0.5035602062880576
1008845,[13C].[14C][15N][17O][17C][15C][16C].[18O],[14C][15N][17O][17C][15C][16C],CNOCCC,0.5473999999999999,89.138,1.0,2.0,21.259999999999998,3.0,1.0,0.0,0.4024105103927477
1008850,[13C].[14C][15N][17O][17C]([18O])[15C][16C],[14C][15N][17O][17C]([18O])[15C][16C],CNOC(O)CC,-0.13420000000000054,105.137,2.0,3.0,41.489999999999995,3.0,1.0,0.0,0.3876764107278277
1008851,[13C].[14C][15N]1[17O][17C]([15C][16C])[18O]1,[14C][15N]1[17O][17C]([15C][16C])[18O]1,CN1OC(CC)O1,0.5310999999999999,103.12100000000001,0.0,3.0,21.700000000000003,1.0,1.0,1.0,0.4829046739062982
1008858,[13C].[14C][15N][18O][17C](=[17O])[15C][16C],[14C][15N][18O][17C](=[17O])[15C][16C],CNOC(=O)CC,0.07399999999999984,103.121,1.0,3.0,38.33,2.0,0.75,0.0,0.5026050360637255
1008873,[13C].[14C][15N][17C]([17O])[15C][16C].[18O],[14C][15N][17C]([17O])[15C][16C],CNC(O)CC,-0.06580000000000052,89.138,2.0,2.0,32.26,2.0,1.0,0.0,0.46420332687091104
1008878,[13C].[14C][15N][17C]([17O])([18O])[15C][16C],[14C][15N][17C]([17O])([18O])[15C][16C],CNC(O)(O)CC,-0.7458000000000005,105.137,3.0,3.0,52.489999999999995,2.0,1.0,0.0,0.40507940210681787
1008879,[13C].[14C][15N][17C]1([15C][16C])[17O][18O]1,[14C][15N][17C]1([15C][16C])[17O][18O]1,CNC1(CC)OO1,0.23139999999999988,103.121,1.0,3.0,37.089999999999996,2.0,1.0,1.0,0.40128873919826863
1008881,[13C].[14C][15N]1[17O][17C]1([18O])[15C][16C],[14C][15N]1[17O][17C]1([18O])[15C][16C],CN1OC1(O)CC,-0.08050000000000002,103.121,1.0,3.0,35.769999999999996,1.0,1.0,1.0,0.4713438903821144
1008882,[13C].[14C][15N][17C](=[17O])[15C][16C].[18O],[14C][15N][17C](=[17O])[15C][16C],CNC(=O)CC,0.14239999999999992,87.122,1.0,1.0,29.1,1.0,0.75,0.0,0.4840386825774436
1008883,[13C].[14C][15N]([18O])[17C](=[17O])[15C][16C],[14C][15N]([18O])[17C](=[17O])[15C][16C],CN(O)C(=O)CC,0.24399999999999994,103.121,1.0,2.0,40.54,1.0,0.75,0.0,0.38131424029920363
1008907,[13C].[14C][15N][17O][17C]1[15C][16C][18O]1,[14C][15N][17O][17C]1[15C][16C][18O]1,CNOC1CCO1,-0.11620000000000008,103.12100000000001,1.0,3.0,30.49,2.0,1.0,1.0,0.49426150982674516
1008909,[13C].[14C][15N][18O][16C][15C][17C]=[17O],[14C][15N][18O][16C][15C][17C]=[17O],CNOCCC=O,-0.2736000000000003,103.121,1.0,3.0,38.33,4.0,0.75,0.0,0.30209594914150123
1008922,[13C].[14C][15N][17C]1([17O])[15C][16C][18O]1,[14C][15N][17C]1([17O])[15C][16C][18O]1,CNC1(O)CCO1,-0.7278000000000004,103.12100000000001,2.0,3.0,41.489999999999995,1.0,1.0,1.0,0.42990051479796076
1008924,[13C].[14C][15N][17C](=[17O])[15C][16C][18O],[14C][15N][17C](=[17O])[15C][16C][18O],CNC(=O)CCO,-0.8852,103.121,2.0,2.0,49.33,2.0,0.75,0.0,0.47626491049904
1009050,[13C].[14C][15N][16C][15C][17C][17O].[18O],[14C][15N][16C][15C][17C][17O],CNCCCO,-0.4118000000000001,89.13799999999999,2.0,2.0,32.26,3.0,1.0,0.0,0.4605282559594687
1009055,[13C].[14C][15N][16C][15C][17C]([17O])[18O],[14C][15N][16C][15C][17C]([17O])[18O],CNCCC(O)O,-1.0934,105.13699999999997,3.0,3.0,52.489999999999995,3.0,1.0,0.0,0.3995196932034664
1009056,[13C].[14C][15N][16C][15C][17C]1[17O][18O]1,[14C][15N][16C][15C][17C]1[17O][18O]1,CNCCC1OO1,-0.11620000000000008,103.12099999999998,1.0,3.0,37.089999999999996,3.0,1.0,1.0,0.39953184001289005
1009058,[13C].[14C][15N]1[16C][15C][17C]([18O])[17O]1,[14C][15N]1[16C][15C][17C]([18O])[17O]1,CN1CCC(O)O1,-0.4281000000000001,103.12099999999998,1.0,3.0,32.7,0.0,1.0,1.0,0.45135919605840474
1009061,[13C].[14C][15N][16C][15C][17C]=[17O].[18O],[14C][15N][16C][15C][17C]=[17O],CNCCC=O,-0.20520000000000005,87.12199999999999,1.0,2.0,29.1,3.0,0.75,0.0,0.38111080445511925
1009062,[13C].[14C][15N]([18O])[16C][15C][17C]=[17O],[14C][15N]([18O])[16C][15C][17C]=[17O],CN(O)CCC=O,-0.10360000000000014,103.121,1.0,3.0,40.54,3.0,0.75,0.0,0.4001600829594787
1009063,[13C].[14C][15N][16C][15C][17C](=[17O])[18O],[14C][15N][16C][15C][17C](=[17O])[18O],CNCCC(=O)O,-0.31949999999999995,103.12099999999998,2.0,2.0,49.33,3.0,0.75,0.0,0.5143640940533758
1009064,[13C].[14C][15N]1[16C][15C][17C](=[17O])[18O]1,[14C][15N]1[16C][15C][17C](=[17O])[18O]1,CN1CCC(=O)O1,-0.21989999999999998,101.10499999999999,0.0,3.0,29.540000000000003,0.0,0.75,1.0,0.4221970676126042
1009073,[13C].[14C][15N]1[16C][15C][17C]1([17O])[18O],[14C][15N]1[16C][15C][17C]1([17O])[18O],CN1CCC1(O)O,-1.0397,103.12099999999998,2.0,3.0,43.7,0.0,1.0,1.0,0.3847985277576129
1009075,[13C].[14C][15N]1[16C][15C][17C]1=[17O].[18O],[14C][15N]1[16C][15C][17C]1=[17O],CN1CCC1=O,-0.15149999999999997,85.106,0.0,1.0,20.310000000000002,0.0,0.75,1.0,0.3744339888150127
1009205,[13C].[14C][15N][18O][17O][17C]1[15C][16C]1,[14C][15N][18O][17O][17C]1[15C][16C]1,CNOOC1CC1,0.2314,103.121,1.0,3.0,30.49,3.0,1.0,1.0,0.4094695399976453
1009207,[13C].[14C][15N][17O][17C]1[15C][16C]1.[18O],[14C][15N][17O][17C]1[15C][16C]1,CNOC1CC1,0.2998,87.12200000000001,1.0,2.0,21.259999999999998,2.0,1.0,1.0,0.4889535748141942
1009208,[13C].[14C][15N]([18O])[17O][17C]1[15C][16C]1,[14C][15N]([18O])[17O][17C]1[15C][16C]1,CN(O)OC1CC1,0.40140000000000003,103.12100000000001,1.0,3.0,32.7,2.0,1.0,1.0,0.5133617185240525
1009211,[13C].[14C][15N][18O][17C]1([17O])[15C][16C]1,[14C][15N][18O][17C]1([17O])[15C][16C]1,CNOC1(O)CC1,-0.38020000000000054,103.121,2.0,3.0,41.489999999999995,2.0,1.0,1.0,0.3695237526932854
1009213,[13C].[14C][15N]1[17O][17C]2([15C][16C]2)[18O]1,[14C][15N]1[17O][17C]2([15C][16C]2)[18O]1,CN1OC2(CC2)O1,0.2850999999999999,101.105,0.0,3.0,21.700000000000003,0.0,1.0,2.0,0.43730099194675254
1009217,[13C].[14C][15N][17C]1[15C][16C]1.[17O].[18O],[14C][15N][17C]1[15C][16C]1,CNC1CC1,0.3681999999999999,71.123,1.0,1.0,12.03,1.0,1.0,1.0,0.4706068260260893
1009224,[13C].[14C][15N][17C]1([18O])[15C][16C]1.[17O],[14C][15N][17C]1([18O])[15C][16C]1,CNC1(O)CC1,-0.3118000000000005,87.12200000000001,2.0,2.0,32.26,1.0,1.0,1.0,0.4298036828150131
1009230,[13C].[14C][15N][17C]1([17O][18O])[15C][16C]1,[14C][15N][17C]1([17O][18O])[15C][16C]1,CNC1(OO)CC1,0.1854999999999995,103.121,2.0,3.0,41.489999999999995,2.0,1.0,1.0,0.2975082924389135
1009231,[13C].[14C][15N]([18O])[17C]1([17O])[15C][16C]1,[14C][15N]([18O])[17C]1([17O])[15C][16C]1,CN(O)C1(O)CC1,-0.21020000000000005,103.121,2.0,3.0,43.7,1.0,1.0,1.0,0.35625662355231064
1009233,[13C].[14C][15N]1[17O][17C]12[15C][16C]2.[18O],[14C][15N]1[17O][17C]12[15C][16C]2,CN1OC12CC2,0.3534999999999999,85.10600000000001,0.0,2.0,15.54,0.0,1.0,2.0,0.3943660341021204
1009547,[13C].[14C][15N][18O][15C]([16C])[17C]=[17O],[14C][15N][18O][15C]([16C])[17C]=[17O],CNOC(C)C=O,-0.2752000000000001,103.121,1.0,3.0,38.33,3.0,0.75,0.0,0.39427821670218666
1009562,[13C].[14C][15N][17C](=[17O])[15C]([16C])[18O],[14C][15N][17C](=[17O])[15C]([16C])[18O],CNC(=O)C(C)O,-0.8868000000000003,103.12099999999998,2.0,2.0,49.33,1.0,0.75,0.0,0.4521766172112713
1009637,[13C].[14C][15N][16C][15C]([18O])[17C]=[17O],[14C][15N][16C][15C]([18O])[17C]=[17O],CNCC(O)C=O,-1.2344000000000002,103.12099999999998,2.0,3.0,49.33,3.0,0.75,0.0,0.43941269777425257
1009639,[13C].[14C][15N][16C][15C]1[18O][17C]1=[17O],[14C][15N][16C][15C]1[18O][17C]1=[17O],CNCC1OC1=O,-0.8688000000000002,101.10499999999999,1.0,3.0,41.629999999999995,2.0,0.75,1.0,0.45964346576487974
1009711,[13C].[14C][15N][17O][17C]12[16C][15C]1[18O]2,[14C][15N][17O][17C]12[16C][15C]1[18O]2,CNOC12CC1O2,-0.3638000000000001,101.10499999999999,1.0,3.0,33.79,2.0,1.0,2.0,0.38057044091595105
1009713,[13C].[14C][15N][18O][15C]1[16C][17C]1=[17O],[14C][15N][18O][15C]1[16C][17C]1=[17O],CNOC1CC1=O,-0.5212000000000001,101.105,1.0,3.0,38.33,2.0,0.75,1.0,0.47544254407655456
1009997,[13C].[14C][15N][18O][17C]1[17O][15C]1[16C],[14C][15N][18O][17C]1[17O][15C]1[16C],CNOC1OC1C,-0.11780000000000035,103.121,1.0,3.0,33.79,2.0,1.0,1.0,0.3905886563152414
1010012,[13C].[14C][15N][17C]1([18O])[17O][15C]1[16C],[14C][15N][17C]1([18O])[17O][15C]1[16C],CNC1(O)OC1C,-0.7294000000000003,103.121,2.0,3.0,44.79,1.0,1.0,1.0,0.33951597372428227
1010087,[13C].[14C][15N][16C][15C]1[17O][17C]1[18O],[14C][15N][16C][15C]1[17O][17C]1[18O],CNCC1OC1O,-1.0770000000000002,103.12099999999998,2.0,3.0,44.79,2.0,1.0,1.0,0.43699038991301864
1010154,[13C].[14C][15N][18O][17C]1[16C][15C]1[17O],[14C][15N][18O][17C]1[16C][15C]1[17O],CNOC1CC1O,-0.7294000000000003,103.121,2.0,3.0,41.489999999999995,2.0,1.0,1.0,0.4526561098033447
1010155,[13C].[14C][15N][17O][15C]1[16C][17C]1[18O],[14C][15N][17O][15C]1[16C][17C]1[18O],CNOC1CC1O,-0.7294000000000003,103.121,2.0,3.0,41.489999999999995,2.0,1.0,1.0,0.4526561098033447
1010169,[13C].[14C][15N][17C]1([18O])[16C][15C]1[17O],[14C][15N][17C]1([18O])[16C][15C]1[17O],CNC1(O)CC1O,-1.3410000000000006,103.121,3.0,3.0,52.489999999999995,1.0,1.0,1.0,0.35990772080924877
1010173,[13C].[14C][15N][17C]12[16C][15C]1[17O]2.[18O],[14C][15N][17C]12[16C][15C]1[17O]2,CNC12CC1O2,-0.2954000000000001,85.106,1.0,2.0,24.56,1.0,1.0,2.0,0.44216641598520856
1010623,[13C].[14C][15N][15C]([16C])[17C][17O].[18O],[14C][15N][15C]([16C])[17C][17O],CNC(C)CO,-0.41339999999999993,89.13799999999999,2.0,2.0,32.26,2.0,1.0,0.0,0.4816136017394492
1010628,[13C].[14C][15N][15C]([16C])[17C]([17O])[18O],[14C][15N][15C]([16C])[17C]([17O])[18O],CNC(C)C(O)O,-1.0950000000000002,105.13699999999997,3.0,3.0,52.489999999999995,2.0,1.0,0.0,0.39083820557225185
1010629,[13C].[14C][15N][15C]([16C])[17C]1[17O][18O]1,[14C][15N][15C]([16C])[17C]1[17O][18O]1,CNC(C)C1OO1,-0.11780000000000013,103.12099999999998,1.0,3.0,37.089999999999996,2.0,1.0,1.0,0.39086426553259707
1010631,[13C].[14C][15N]1[17O][17C]([18O])[15C]1[16C],[14C][15N]1[17O][17C]([18O])[15C]1[16C],CN1OC(O)C1C,-0.42969999999999997,103.121,1.0,3.0,32.7,0.0,1.0,1.0,0.4512927455147922
1010634,[13C].[14C][15N][15C]([16C])[17C]=[17O].[18O],[14C][15N][15C]([16C])[17C]=[17O],CNC(C)C=O,-0.20680000000000032,87.12199999999999,1.0,2.0,29.1,2.0,0.75,0.0,0.4721733943466943
1010635,[13C].[14C][15N]([18O])[15C]([16C])[17C]=[17O],[14C][15N]([18O])[15C]([16C])[17C]=[17O],CN(O)C(C)C=O,-0.10519999999999996,103.121,1.0,3.0,40.54,2.0,0.75,0.0,0.3914791620446862
1010636,[13C].[14C][15N][15C]([16C])[17C](=[17O])[18O],[14C][15N][15C]([16C])[17C](=[17O])[18O],CNC(C)C(=O)O,-0.3211000000000002,103.12099999999998,2.0,2.0,49.33,2.0,0.75,0.0,0.5031997865173984
1010637,[13C].[14C][15N]1[18O][17C](=[17O])[15C]1[16C],[14C][15N]1[18O][17C](=[17O])[15C]1[16C],CN1OC(=O)C1C,-0.22150000000000003,101.10499999999999,0.0,3.0,29.54,0.0,0.75,1.0,0.4221393272069525
1010646,[13C].[14C][15N]1[15C]([16C])[17C]1([17O])[18O],[14C][15N]1[15C]([16C])[17C]1([17O])[18O],CN1C(C)C1(O)O,-1.0413,103.12099999999998,2.0,3.0,43.47,0.0,1.0,1.0,0.3037904531278188
1010648,[13C].[14C][15N]1[15C]([16C])[17C]1=[17O].[18O],[14C][15N]1[15C]([16C])[17C]1=[17O],CN1C(C)C1=O,-0.1531,85.106,0.0,1.0,20.08,0.0,0.75,1.0,0.37433567910105325
1010660,[13C].[14C][15N][15C]1[16C][18O][17C]1[17O],[14C][15N][15C]1[16C][18O][17C]1[17O],CNC1COC1O,-1.0770000000000002,103.12099999999998,2.0,3.0,41.489999999999995,1.0,1.0,1.0,0.4434430450475513
1010662,[13C].[14C][15N][15C]([16C][18O])[17C]=[17O],[14C][15N][15C]([16C][18O])[17C]=[17O],CNC(CO)C=O,-1.2344000000000002,103.12099999999998,2.0,3.0,49.33,3.0,0.75,0.0,0.43941269777425257
1010664,[13C].[14C][15N][15C]1[16C][18O][17C]1=[17O],[14C][15N][15C]1[16C][18O][17C]1=[17O],CNC1COC1=O,-0.8688000000000002,101.10499999999999,1.0,3.0,38.33,1.0,0.75,1.0,0.43626588495563107
1010743,[13C].[14C][15N]1[16C][15C]1[17C]([17O])[18O],[14C][15N]1[16C][15C]1[17C]([17O])[18O],CN1CC1C(O)O,-1.3889000000000002,103.12099999999998,2.0,3.0,43.47,1.0,1.0,1.0,0.31705329915801633
1010746,[13C].[14C][15N]1[16C][15C]1[17C]=[17O].[18O],[14C][15N]1[16C][15C]1[17C]=[17O],CN1CC1C=O,-0.5007000000000001,85.106,0.0,2.0,20.08,1.0,0.75,1.0,0.31575916731460635
1010747,[13C].[14C][15N]1[16C][15C]1[17C](=[17O])[18O],[14C][15N]1[16C][15C]1[17C](=[17O])[18O],CN1CC1C(=O)O,-0.6150000000000002,101.10499999999999,1.0,2.0,40.31,1.0,0.75,1.0,0.447564729783586
1010775,[13C].[14C][15N][15C]1[16C][17C]1.[17O].[18O],[14C][15N][15C]1[16C][17C]1,CNC1CC1,0.3681999999999999,71.123,1.0,1.0,12.03,1.0,1.0,1.0,0.4706068260260893
1010782,[13C].[14C][15N][15C]1[16C][17C]1[18O].[17O],[14C][15N][15C]1[16C][17C]1[18O],CNC1CC1O,-0.6610000000000003,87.12199999999999,2.0,2.0,32.26,1.0,1.0,1.0,0.444698154838459
1010790,[13C].[14C][15N][15C]1[16C][17C]1[17O][18O],[14C][15N][15C]1[16C][17C]1[17O][18O],CNC1CC1OO,-0.16370000000000023,103.12099999999998,2.0,3.0,41.489999999999995,2.0,1.0,1.0,0.37656139785530457
1010791,[13C].[14C][15N]([18O])[15C]1[16C][17C]1[17O],[14C][15N]([18O])[15C]1[16C][17C]1[17O],CN(O)C1CC1O,-0.5593999999999999,103.121,2.0,3.0,43.7,1.0,1.0,1.0,0.43712074588245997
1010793,[13C].[14C][15N]1[17O][17C]2[16C][15C]21.[18O],[14C][15N]1[17O][17C]2[16C][15C]21,CN1OC2CC21,0.0042999999999999705,85.10600000000001,0.0,2.0,12.47,0.0,1.0,2.0,0.410393903669208
1010794,[13C].[14C][15N][15C]1[16C][17C]1([17O])[18O],[14C][15N][15C]1[16C][17C]1([17O])[18O],CNC1CC1(O)O,-1.3410000000000002,103.12099999999998,3.0,3.0,52.489999999999995,1.0,1.0,1.0,0.35990772080924877
