rmat_tag,distance,largest_frag,largest_cleaned,pmi_x,pmi_y
2050665,5.0,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[14C@H]([15N]=[18O])c1ccccc1F,CC[C@@H](C(=O)[C@H](N=O)c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.09607131154016597,0.9844340171615272
2050662,5.0,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]12[17O][15N]([18O]1)[14C@@H]2c1ccccc1F,CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C12ON(O1)[C@@H]2c1ccccc1,,
1089881,5.0,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([17O])([14CH]c1ccccc1F)[18O][15N],CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(O)(Cc1ccccc1)ON,0.17241930762295998,0.8763194645573249
2050653,5.0,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([17O])[14C@H]([15N][18O])c1ccccc1F,CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(O)[C@H](NO)c1ccccc1,0.2049185660796899,0.8882475508040841
1092445,5.0,C[15C]([15N])[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([17O])([18O])[14CH]c1ccccc1F,CC(N)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(O)(O)Cc1ccccc1,0.15208724999112722,0.9004871731880455
1057046,5.0,C[15C](=[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]=[14CH]c1ccccc1F,CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)N=Cc1ccccc1,0.04895795579795949,0.9889502915919379
1022623,5.0,C[15C]([17O])[16C@@H]([17C][18O][14C@H]([15N])c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(O)[C@@H](CO[C@H](N)c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.07995772036083741,0.9937714167897189
1048752,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]([18O])[17O][15N]=[14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc(CC(O)ON=Cc2ccccc2)cc1,0.06454758201859949,0.985356838609219
2052529,5.0,C[15C]1([16CH]c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N][14C@H](c2ccccc2F)[17C](=[17O])[18O]1,CC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)N[C@H](c2ccccc2)C(=O)O1,0.14680655220758393,0.9097231241233379
4044557,5.0,C[15C][17O][17C]([18O])[16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F,CCOC(O)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1,0.247911150395686,0.8289500865196816
1023630,5.0,C[15C]1[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]12[17O][15N][14C@H](c1ccccc1F)[18O]2,CC1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C12ON[C@H](c1ccccc1)O2,0.10443174933710983,0.9252627346188704
1023847,5.0,C[15C]1([18O][14C@H]([15N])c2ccccc2F)[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]1=[17O],CC1(O[C@H](N)c2ccccc2)C(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.2170249988278672,0.8891801173433489
1023984,5.0,C[15C]12[17O][17C]1([18O][14C@H]([15N])c1ccccc1F)[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12OC1(O[C@H](N)c1ccccc1)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,0.18732996862755452,0.878877072856896
1024199,5.0,C[15C]1([16CH]c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N][14C@H](c2ccccc2F)[18O][17C]1=[17O],CC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)N[C@H](c2ccccc2)OC1=O,0.17581337593902382,0.8928510221191197
4043410,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[14C@@H](c3ccccc3F)[15N][17C]2=[17O])cc1,O=C1N[C@H](c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.19989081781719126,0.9297258854133744
1024272,5.0,C[15C]12[15N][14C@H](c3ccccc3F)[18O][17C]1([17O])[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12N[C@H](c3ccccc3)OC1(O)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,0.10055188806906809,0.9415634802948019
1024274,5.0,C[15C]1([15N][14C@@H]([18O])c2ccccc2F)[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]1=[17O],CC1(N[C@@H](O)c2ccccc2)C(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.14572620295761413,0.9496279125996936
4043406,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[14C@@H](c3ccccc3F)[15N][17C]2([17O])[18O])cc1,O=C1c2ccccc2CN1c1ccc([C@H]2[C@@H](c3ccccc3)NC2(O)O)cc1,0.1603743973405713,0.9064636909118757
1025888,5.0,C[15C](=[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N][14C@@H]([18O][17C]=[17O])c1ccccc1F,CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)N[C@@H](OC=O)c1ccccc1,0.0698399081981979,0.9754622282861003
4043383,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]([17C]=[17O])[14C@H]([15N][18O])c2ccccc2F)cc1,O=C[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](NO)c1ccccc1,0.20289051705540995,0.8877376237749336
1026200,5.0,C[15C](=[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[18O][14C@H]([15N])c1ccccc1F,CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)C(=O)O[C@H](N)c1ccccc1,0.2711650595092793,0.8433904288902742
4043378,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[14C@@H](c3ccccc3F)[15N][17O][17C]2[18O])cc1,O=C1c2ccccc2CN1c1ccc([C@@H]2C(O)ON[C@@H]2c2ccccc2)cc1,0.13995849048279838,0.9604214381407695
4043376,5.0,[15N][14C@H](c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1[17O][18O]1,N[C@H](c1ccccc1)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1OO1,0.09517042946656284,0.9482313236409176
1023558,5.0,C[15C]1[16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N][14C@H](c2ccccc2F)[18O][17C]1=[17O],CC1C(=O)O[C@@H](c2ccccc2)N[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.1121681061066281,0.9327373069453195
4045282,5.0,C[15C][15N][14C@@H]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)c1ccccc1F,CCN[C@@H](Cc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.1628134769956921,0.884786115165337
1023362,5.0,C[15C](=[15N][14C@@H]([18O])c1ccccc1F)[16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(=N[C@@H](O)c1ccccc1)[C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.08842257796360525,0.9753700452406191
1022636,5.0,C[15C]1[17O][17C]2([15N][14C@H](c3ccccc3F)[18O]2)[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1OC2(N[C@H](c3ccccc3)O2)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.10193314152194075,0.953987774639624
4047090,5.0,C[15C][17C]([17O])([18O])[16C@@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N])c1ccccc1F,CCC(O)(O)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](N)c1ccccc1,0.20359814678061064,0.9128984432228401
1022901,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N][14C@@H]([18O][17C][17O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N[C@@H](OCO)c1ccccc1,0.2108736958306399,0.9308100199278689
1022903,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N][14C@@H]([18O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N[C@@H](O)c1ccccc1,0.052371951383076334,0.9775527886354333
1022913,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]1[14C@H](c2ccccc2F)[18O][17C]1=[17O],CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)N1C(=O)O[C@H]1c1ccccc1,0.17453529654095132,0.9239981495968465
4046447,5.0,C[15C]=[15N][14C@H](c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[18O],CC=N[C@H](c1ccccc1)[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.12375309197489545,0.937546439058566
1022955,5.0,C[15C]1[16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N]1[14C@@H]([18O][17C]=[17O])c1ccccc1F,CC1[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)N1[C@@H](OC=O)c1ccccc1,0.13666584515221358,0.9494098910071099
1022973,5.0,C[15C]1[15N][14C@H](c2ccccc2F)[18O][17C][16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1N[C@H](c2ccccc2)OC[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.07241375992963636,0.977299455921533
4045768,5.0,C[15C]1[15N][14C@H](c2ccccc2F)[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C](=[17O])[18O]1,CC1N[C@H](c2ccccc2)[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C(=O)O1,0.2375773570798806,0.8936963384919078
1022975,5.0,C[15C]([15N][14C@@H]([18O])c1ccccc1F)[16C@@H]([17C][17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(N[C@@H](O)c1ccccc1)[C@@H](CO)c1ccc(N2Cc3ccccc3C2=O)cc1,0.2988362808096867,0.7855432083303753
1022980,5.0,C[15C]1[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]2[17O][15N]1[14C@H](c1ccccc1F)[18O]2,CC1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C2O[C@@H](c3ccccc3)N1O2,0.09297581897051817,0.9585484127653766
1022982,5.0,C[15C]([16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N]1[18O][14C@H]1c1ccccc1F,CC([C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1)N1O[C@H]1c1ccccc1,0.058451194403715434,0.9748750554622531
1022989,5.0,C[15C]1[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]2([17O])[18O][14C@@H](c3ccccc3F)[15N]12,CC1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C2(O)O[C@@H](c3ccccc3)N12,0.07415543943817286,0.9968267012320261
1022990,5.0,C[15C]1[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C](=[17O])[15N]1[14C@@H]([18O])c1ccccc1F,CC1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C(=O)N1[C@@H](O)c1ccccc1,0.09461794241653125,0.9728334880099888
4045455,5.0,C[15C][15N]1[18O][17C](=[17O])[16C@@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[14C@H]1c1ccccc1F,CCN1OC(=O)[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[C@H]1c1ccccc1,0.15152968511509857,0.9254291129779223
1023124,5.0,C[15C]1([16C@@H]([17C]=[17O])c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N][14C@H](c2ccccc2F)[18O]1,CC1([C@@H](C=O)c2ccc(N3Cc4ccccc4C3=O)cc2)N[C@H](c2ccccc2)O1,0.08710493344737118,0.9655185764738919
4045452,5.0,C[15C][15N][14C@H](c1ccccc1F)[16C@@H]([17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CCN[C@H](c1ccccc1)[C@@H](C=O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.10102241474077266,0.9676224765593023
1023204,5.0,C[15C]12[15N][14C@H](c3ccccc3F)[18O][17C]([17O]1)[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12N[C@H](c3ccccc3)OC(O1)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,0.10335102062256504,0.953434563010866
4045446,5.0,C[15C][15N][14C@H](c1ccccc1F)[16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([17O])[18O],CCN[C@H](c1ccccc1)[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(O)O,0.10799088226411119,0.9872554294753236
1023342,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)=[15N][14C@@H]([18O][17C]=[17O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)=N[C@@H](OC=O)c1ccccc1,0.12831199094178394,0.9670114441914276
1023361,5.0,C[15C]1=[15N][14C@H](c2ccccc2F)[18O][17C]([17O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1=N[C@H](c2ccccc2)OC(O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.06563145401736242,0.986274665250354
1023463,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([17O])[18O][14C@H]([15N])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)C(O)O[C@H](N)c1ccccc1,0.10665274798388155,0.942766059006283
4043368,5.0,[15N][14C@H](c1ccccc1F)[16C@@H]([17C][17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,N[C@H](c1ccccc1)[C@@H](CO)c1ccc(N2Cc3ccccc3C2=O)cc1,0.07447008010840128,0.9753129735768845
2053593,5.0,C[15C]1[16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]1([18O])[14C@H]([15N])c1ccccc1F,CC1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C1(O)[C@H](N)c1ccccc1,0.08503257216338837,0.9901508195580293
2053315,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C](=[17O])[14C@H]([15N])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)C(=O)[C@H](N)c1ccccc1,0.11381846862911468,0.9342708915714786
2053310,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([17O])([18O])[14C@H]([15N])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)C(O)(O)[C@H](N)c1ccccc1,0.09465940464456865,0.9546796316910701
2053130,5.0,C[15C]1=[15N][14C@H](c2ccccc2F)[17C](=[17O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1=N[C@H](c2ccccc2)C(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.09812341651639224,0.9628256988604873
2053128,5.0,C[15C]1=[15N][14C@H](c2ccccc2F)[17C]([17O])([18O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1=N[C@H](c2ccccc2)C(O)(O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.08796521276875335,0.9703321201008603
2053088,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)=[15N][14C@H](c1ccccc1F)[17C](=[17O])[18O],CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)=N[C@@H](C(=O)O)c1ccccc1,0.12209627851192063,0.9412832450896059
2052837,5.0,C[15C]12[15N][14C@H](c3ccccc3F)[17C]([18O])([17O]1)[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12N[C@H](c3ccccc3)C(O)(O1)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,0.15687636359348536,0.9048112011862584
2052604,5.0,C[15C]1([18O])[15N][14C@H](c2ccccc2F)[17C](=[17O])[16C@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1(O)N[C@H](c2ccccc2)C(=O)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.08001705801306208,0.9490579082920872
4043061,5.0,[15N][14C@H](c1ccccc1F)[16C@H]([18O][17C]=[17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,N[C@H](c1ccccc1)[C@H](OC=O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.19729221924973933,0.8581573679581981
4043029,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@H]([15N][17C](=[17O])[18O])c2ccccc2F)cc1,O=C(O)N[C@@H](Cc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.1128337280236464,0.9810510906428878
4043000,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][14C@H]([15N][18O][17C]=[17O])c2ccccc2F)cc1,O=CON[C@@H](Cc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.11203638495365104,0.9658830370836853
3094617,5.0,C[15C]([15N])[16C@H]([14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(N)[C@H](Cc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.0804883033278369,0.9688433558200765
3076536,5.0,[15N][18O][17C](=[17O])[16C@H]([14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,NOC(=O)[C@H](Cc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.10366806631420235,0.9539246549171662
2057114,5.0,C[15C](=[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[15N][14C@H](c1ccccc1F)[17C](=[17O])[18O],CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)N[C@@H](C(=O)O)c1ccccc1,0.06550319440825803,0.9749712646028175
2056335,5.0,C[15C](=[16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[18O][17C](=[17O])[14C@H]([15N])c1ccccc1F,CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)OC(=O)[C@H](N)c1ccccc1,0.07754427420636388,0.9705911678450421
8008449,5.0,C[15C]1[14C@@H](c2ccccc2F)[15N][17C](=[17O])[18O][16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1[C@@H](c2ccccc2)NC(=O)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.1315515459406825,0.9094496796633921
94885,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@@H]2[17C]([17O])[18O][15N]2[14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc([C@@H]2C(O)ON2Cc2ccccc2)cc1,0.09412647577540305,0.9403462830013741
94884,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@@H]([15N][14CH]c2ccccc2F)[17C]2[17O][18O]2)cc1,O=C1c2ccccc2CN1c1ccc([C@@H](NCc2ccccc2)C2OO2)cc1,0.14004798952727807,0.9555412748115258
1006217,5.0,C[15C]([18O][17C][17O])[16C@H]([15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(OCO)[C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.15913976141156744,0.8955988242572435
1006219,5.0,C[15C]([18O])[16C@H]([15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(O)[C@H](NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.15340541261884297,0.9379069351440632
8010672,5.0,C[15C]1([16C@@H]([17C][17O])c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[15N][14C@@H]1c1ccccc1F,CC1([C@@H](CO)c2ccc(N3Cc4ccccc4C3=O)cc2)N[C@@H]1c1ccccc1,0.14067382542167103,0.9309430841451418
94878,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]([17C][17O])[15N][14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc([C@H](CO)NCc2ccccc2)cc1,0.15073339650034884,0.8960599711321522
8008431,5.0,C[15C]([14C@H]([15N])c1ccccc1F)[16C@H]([18O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC([C@H](N)c1ccccc1)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.17310258061734138,0.8788788890640854
1006229,5.0,C[15C]1[18O][17C](=[17O])[15N]([14CH]c2ccccc2F)[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1OC(=O)N(Cc2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.1925100569996249,0.8764296248692048
8010678,5.0,C[15C]1([16C@H](c2ccc(N3Cc4c(F)cccc4C3=O)cc2)[17C]2[17O][18O]2)[15N][14C@@H]1c1ccccc1F,CC1([C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C2OO2)N[C@@H]1c1ccccc1,0.14959270132105,0.9636055142490906
8008429,5.0,C[15C]([14C@H]([15N])c1ccccc1F)[16C@H]([18O][17C][17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC([C@H](N)c1ccccc1)[C@H](OCO)c1ccc(N2Cc3ccccc3C2=O)cc1,0.12343801447215672,0.9620042955715742
1006290,5.0,C[15C]([18O][15N][14CH]c1ccccc1F)[16C@@H]([17C][17O])c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(ONCc1ccccc1)[C@@H](CO)c1ccc(N2Cc3ccccc3C2=O)cc1,0.11304975025791165,0.9513820724500378
1006291,5.0,C[15C]([18O])[16C@@H]([17C][17O][15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC(O)[C@@H](CONCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.1269612916620295,0.9104556854356511
8010679,5.0,C[15C]12[14C@@H](c3ccccc3F)[15N]1[18O][17C]([17O])[16C@H]2c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC12[C@@H](c3ccccc3)N1OC(O)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,0.1536593423559495,0.9565512461444053
1006137,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[18O][17C]([17O])[15N][14CH]c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)OC(O)NCc1ccccc1,0.14506223718978276,0.9215581621492247
1005649,5.0,C[15C][16C@@H]([17C][17O][15N]([18O])[14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@@H](CON(O)Cc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.1456680306698655,0.9418406861680133
94901,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[15N]([14CH]c3ccccc3F)[17C]2([17O])[18O])cc1,O=C1c2ccccc2CN1c1ccc([C@H]2N(Cc3ccccc3)C2(O)O)cc1,0.13694190750664623,0.9032917601580466
1005662,5.0,C[15C][16C@@H]([17C][15N][14CH]c1ccccc1F)c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC[C@@H](CNCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.06057908646355226,0.9707686088381925
8008596,5.0,C[15C]1[14C@@H](c2ccccc2F)[15N]([18O][17C]=[17O])[16C@@H]1c1ccc(N2Cc3c(F)cccc3C2=O)cc1,CC1[C@@H](c2ccccc2)N(OC=O)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.09073726018147227,0.9508954600340003
1005670,5.0,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([15N][14CH]c1ccccc1F)[18O][17O],CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(NCc1ccccc1)OO,0.07393945902007774,0.9600639308537563
1005671,5.0,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]1[18O][15N]1[14CH]c1ccccc1F,CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C1ON1Cc1ccccc1,0.07051880736973307,0.965653997029494
1005672,5.0,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([18O])[15N]([17O])[14CH]c1ccccc1F,CC[C@H](c1ccc(N2Cc3ccccc3C2=O)cc1)C(O)N(O)Cc1ccccc1,0.06336423801448307,0.967315293923969
1005690,5.0,C[15C][16C@H](c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[17C]([18O])=[15N][14CH]c1ccccc1F,CC[C@@H](C(O)=NCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.24081046638991785,0.8191848331132648
94890,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]([17C]=[17O])[15N]([18O])[14CH]c2ccccc2F)cc1,O=C[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N(O)Cc1ccccc1,0.08566006127411083,0.9742543359886603
1006122,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[18O][17C][17O][15N][14CH]c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)OCONCc1ccccc1,0.0884758026193284,0.9589401322874407
1006124,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[18O][15N][14CH]c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)ONCc1ccccc1,0.3038769016066383,0.7556130363351796
94805,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[17O][17C]2([18O])[15N][14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc([C@H]2OC2(O)NCc2ccccc2)cc1,0.05110507472233173,0.9790075148400935
94790,5.0,O=C1c2cccc(F)c2CN1c1ccc([16C@H]2[17O][17C]2[18O][15N][14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc([C@H]2OC2ONCc2ccccc2)cc1,0.08505220434036849,0.9368745058168236
8008364,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)[14C@H]([15N][17O][17C][18O])c1ccccc1F,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](NOCO)c1ccccc1,0.20170311061963306,0.982084648265624
94708,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]2([17O])[18O][15N]2[14CH]c2ccccc2F)cc1,O=C1c2ccccc2CN1c1ccc(CC2(O)ON2Cc2ccccc2)cc1,0.18520113470651012,0.8817114569779148
94707,5.0,O=C1c2cccc(F)c2CN1c1ccc([16CH][17C]2([15N][14CH]c3ccccc3F)[17O][18O]2)cc1,O=C1c2ccccc2CN1c1ccc(CC2(NCc3ccccc3)OO2)cc1,0.06710350638865423,0.9732095328443144
8011469,5.0,C[15C]([16CH]c1ccc(N2Cc3c(F)cccc3C2=O)cc1)([14C@H]([15N])c1ccccc1F)[17C]([17O])[18O],CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)(C(O)O)[C@H](N)c1ccccc1,0.13090869858848816,0.9428590704763697
