rmat_tag,pdt_smiles
100000,[13C].[14C][15N]1[16C]([17O])[17C]12[15C][18O]2
100015,[13C].[14C][15N]=[16C][17C]([17O])[15C][18O]
100031,[13C].[14C][15N][17O][18O][15C][17C]=[16C]
100042,[13C].[14C][15N][17C](=[16C])[15C][18O].[17O]
100058,[13C].[14C][15N]1[17O][16C]=[17C][15C][18O]1
100065,[13C].[14C][15N]1[18O][15C][17C]1=[16C][17O]
100080,[13C].[14C][15N]([17O])[16C]=[17C][15C][18O]
100137,[13C].[14C][15N]([17O])[17C][15C]=[18O].[16C]
100142,[13C].[14C][15N]=[17C]([17O])[15C]=[18O].[16C]
100149,[13C].[14C][15N]=[17C][15C]=[18O].[16C][17O]
100155,[13C].[14C][15N]([16C])[17O].[17C][15C]=[18O]
100160,[13C].[14C][15N]([16C])[17C]([17O])[15C]=[18O]
100165,[13C].[14C][15N]([16C][17O])[17C][15C]=[18O]
100170,[13C].[14C][15N]=[16C].[17O][17C][15C]=[18O]
100181,[13C].[14C][15N][17C]([16C])[15C]=[18O].[17O]
100187,[13C].[14C][15N][17O][16C][17C][15C]=[18O]
100194,[13C].[14C][15N][17C]([15C]=[18O])[16C]=[17O]
100199,[13C].[14C][15N]1[16C][17C]([15C]=[18O])[17O]1
100204,[13C].[14C][15N]1[17O][16C]1[17C][15C]=[18O]
100211,[13C].[14C][15N]=[16C][17C]([17O])[15C]=[18O]
100223,[13C].[14C][15N][17O][16C]=[17C][15C]=[18O]
100231,[13C].[14C][15N][16C]=[17C]([17O])[15C]=[18O]
100253,[13C].[14C][15N]([18O])[17O][15C][17C].[16C]
100265,[13C].[14C][15N][18O][17C]1[15C][17O]1.[16C]
100271,[13C].[14C][15N]1[17C][15C][17O]1.[16C].[18O]
100276,[13C].[14C][15N][17C](=[18O])[15C][17O].[16C]
100281,[13C].[14C][15N]1[18O][17C]12[15C][17O]2.[16C]
100286,[13C].[14C][15N]=[17C]1[15C][17O]1.[16C].[18O]
100301,[13C].[14C][15N][17C]([15C][17O])[18O][16C]
100306,[13C].[14C][15N]=[17C][15C][17O].[16C][18O]
100313,[13C].[14C][15N][17C][15C][17O].[16C]=[18O]
100322,[13C].[14C][15N][18O][17C][15C][17O][16C]
100328,[13C].[14C][15N][17C](=[18O])[15C][17O][16C]
100335,[13C].[14C][15N]1[17C][15C][17O][16C][18O]1
100341,[13C].[14C][15N]=[17C][15C][17O][16C]=[18O]
100346,[13C].[14C][15N]([16C])[17O][15C][17C].[18O]
100351,[13C].[14C][15N][16C].[17O][15C][17C]=[18O]
100356,[13C].[14C][15N]([16C])[18O][17C]1[15C][17O]1
100361,[13C].[14C][15N]([16C])[17C]1[15C][17O][18O]1
100366,[13C].[14C][15N][16C][18O][17O][15C][17C]
100371,[13C].[14C][15N][16C][18O].[15C]1[17C][17O]1
100376,[13C].[14C][15N]1[16C][18O][17C]1[15C][17O]
