,rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned,pmi_x,pmi_y
61000,1421443,[17O][14C]1[13C][15N][17C]1=[16C][15C]=[18O],[17O][14C]1[13C][15N][17C]1=[16C][15C]=[18O],OC1CNC1=CC=O,0.3627238352844099,0.7672282821187199
61100,1422247,[13C]1[15N]=[16C][15C][17C]2[17O][14C]12.[18O],[13C]1[15N]=[16C][15C][17C]2[17O][14C]12,C1N=CCC2OC12,0.4552315220182485,0.6697557267422203
61200,1423716,[17C][14C]([13C][15N])[17O][15C]=[16C][18O],[17C][14C]([13C][15N])[17O][15C]=[16C][18O],CC(CN)OC=CO,0.1885913608332548,0.9370072073859638
61300,1430600,[15C][18O][16C][17C]1[17O][15N]2[13C][14C]12,[15C][18O][16C][17C]1[17O][15N]2[13C][14C]12,COCC1ON2CC12,0.12232529294889752,0.9415903976274338
61400,1431384,[16C]=[17C][14C]1[13C][15N]1[15C][18O][17O],[16C]=[17C][14C]1[13C][15N]1[15C][18O][17O],C=CC1CN1COO,0.15410956946110788,0.933166594303556
61500,1432085,[16C][15N]1[13C][14C]1[17C]1([18O])[15C][17O]1,[16C][15N]1[13C][14C]1[17C]1([18O])[15C][17O]1,CN1CC1C1(O)CO1,0.3960846479912286,0.81500566362841
61600,1432849,[13C]1[14C]2[17C]=[15C][17O][18O][16C][15N]12,[13C]1[14C]2[17C]=[15C][17O][18O][16C][15N]12,C1C2C=COOCN12,0.4283495592471647,0.6943081808490064
61700,1433964,[13C]1[15N][14C]1[17C]1[18O][15C]2[17O][16C]21,[13C]1[15N][14C]1[17C]1[18O][15C]2[17O][16C]21,C1NC1C1OC2OC21,0.20476232655791643,0.9027747232551552
61800,1435054,[16C][15C]1[17C]([18O][17O])[14C]2[13C][15N]21,[16C][15C]1[17C]([18O][17O])[14C]2[13C][15N]21,CC1C(OO)C2CN21,0.37048502245850046,0.7442746786857505
61900,1445772,[15C].[16C][15N]1[13C][14C]=[17C][18O][17O]1,[16C][15N]1[13C][14C]=[17C][18O][17O]1,CN1CC=COO1,0.3468621121827325,0.7075292150446005
62000,1446640,[15C][17O][16C][15N]1[13C][14C]=[17C]1.[18O],[15C][17O][16C][15N]1[13C][14C]=[17C]1,COCN1CC=C1,0.23345844184786438,0.8532126585756281
62100,1447426,[13C]1[14C]=[17C]2[17O][18O][15C][15N]12.[16C],[13C]1[14C]=[17C]2[17O][18O][15C][15N]12,C1C=C2OOCN12,0.30549254358895267,0.7324648692805689
62200,1448270,[15C][17C]1=[14C][13C][15N]1[16C][18O][17O],[15C][17C]1=[14C][13C][15N]1[16C][18O][17O],CC1=CCN1COO,0.24089840226406892,0.8166173911202684
62300,1448975,[13C]1[14C]=[17C][15C][15N]1.[16C]=[17O].[18O],[13C]1[14C]=[17C][15C][15N]1,C1C=CCN1,0.5390794882469707,0.5764027324042353
62400,1450378,[15N][13C][14C]=[17C]1[17O][16C]1[15C][18O],[15N][13C][14C]=[17C]1[17O][16C]1[15C][18O],NCC=C1OC1CO,0.1647930837706083,0.9353714449037875
62500,1451482,[16C][15C]1[15N][13C][14C]=[17C]([18O])[17O]1,[16C][15C]1[15N][13C][14C]=[17C]([18O])[17O]1,CC1NCC=C(O)O1,0.37247940907974575,0.6771234405035852
62600,1453077,[15C]=[16C].[17O][18O][15N]1[13C][14C]=[17C]1,[17O][18O][15N]1[13C][14C]=[17C]1,OON1CC=C1,0.21546540903764844,0.8593706031146718
62700,1473376,[13C]1[14C][16C][17O][17C][15N]1.[15C].[18O],[13C]1[14C][16C][17O][17C][15N]1,C1CCOCN1,0.5404379450109361,0.568898193353038
62800,1474358,[13C]1[14C][16C]2[17C][15N]12.[15C][18O][17O],[13C]1[14C][16C]2[17C][15N]12,C1CC2CN12,0.46042448579366957,0.783556340882841
62900,1475268,[18O]=[15C][17O][15N]1[13C][14C][16C][17C]1,[18O]=[15C][17O][15N]1[13C][14C][16C][17C]1,O=CON1CCCC1,0.23045441135428515,0.8418769699563204
63000,1476159,[17C][16C]([17O])[14C][13C][15N][15C]=[18O],[17C][16C]([17O])[14C][13C][15N][15C]=[18O],CC(O)CCNC=O,0.2794406830483931,0.8940467078142933
63100,1477082,[15C][17C][18O][15N]1[13C][14C][16C][17O]1,[15C][17C][18O][15N]1[13C][14C][16C][17O]1,CCON1CCCO1,0.19794331276188784,0.8875204598767179
63200,1477908,[17O][17C]1[15C][18O][15N]2[13C][14C][16C]12,[17O][17C]1[15C][18O][15N]2[13C][14C][16C]12,OC1CON2CCC12,0.4336139307284201,0.693544243214812
63300,1478754,[17O]=[15C][17C][16C]1[14C][13C][15N]1.[18O],[17O]=[15C][17C][16C]1[14C][13C][15N]1,O=CCC1CCN1,0.2733056594515125,0.9236608694015496
63400,1479963,[15C]=[17C].[16C][14C][13C][15N][18O].[17O],[16C][14C][13C][15N][18O],CCCNO,0.1667582753305361,0.9297753557571106
63500,1480926,[17O][15C]=[17C]1[16C][14C][13C][15N]1[18O],[17O][15C]=[17C]1[16C][14C][13C][15N]1[18O],OC=C1CCCN1O,0.3795024491086955,0.6714841747884295
63600,1483089,[18O][15C][16C]1[14C][13C][15N]=[17C][17O]1,[18O][15C][16C]1[14C][13C][15N]=[17C][17O]1,OCC1CCN=CO1,0.2584638076767376,0.7991087686081539
63700,1484442,[17C][18O].[17O][15C]1[16C][14C][13C][15N]1,[17O][15C]1[16C][14C][13C][15N]1,OC1CCCN1,0.360266335975735,0.7516558681529556
63800,1485836,[13C]1[14C][16C]2[15C]3[17O][17C]32[18O][15N]1,[13C]1[14C][16C]2[15C]3[17O][17C]32[18O][15N]1,C1CC2C3OC32ON1,0.42097530425490437,0.7716938697900573
63900,1490021,[15C].[17C][17O][15N][13C][14C]1[16C][18O]1,[17C][17O][15N][13C][14C]1[16C][18O]1,CONCC1CO1,0.14686996819735296,0.9744726479063054
64000,1490878,[15C][15N]([17C])[13C][14C]([16C])[18O][17O],[15C][15N]([17C])[13C][14C]([16C])[18O][17O],CN(C)CC(C)OO,0.38864191248059904,0.8423498231388835
64100,1491627,[15C][17C]1[16C][14C]([13C][15N]=[17O])[18O]1,[15C][17C]1[16C][14C]([13C][15N]=[17O])[18O]1,CC1CC(CN=O)O1,0.268725791994751,0.9124582678637672
64200,1492440,[16C][14C]1[13C][15N]([15C]([17C])[17O])[18O]1,[16C][14C]1[13C][15N]([15C]([17C])[17O])[18O]1,CC1CN(C(C)O)O1,0.2082085180975178,0.8911272819347085
64300,1493977,[15C][16C]([17C])[14C]([18O])[13C][15N].[17O],[15C][16C]([17C])[14C]([18O])[13C][15N],CC(C)C(O)CN,0.31693391298950097,0.768196121296149
64400,1495156,[13C]1[15N][18O][14C]1[16C][15C]1[17C][17O]1,[13C]1[15N][18O][14C]1[16C][15C]1[17C][17O]1,C1NOC1CC1CO1,0.20519881513082028,0.9617866152248571
64500,1499341,[15C].[17C]=[16C][14C]1[13C][15N][18O][17O]1,[17C]=[16C][14C]1[13C][15N][18O][17O]1,C=CC1CNOO1,0.2297910461359445,0.8468483654161009
64600,1500391,[15C]=[15N][13C][14C]1[16C][17C]([18O])[17O]1,[15C]=[15N][13C][14C]1[16C][17C]([18O])[17O]1,C=NCC1CC(O)O1,0.16956516707677388,0.9213642206219231
64700,1501303,[17C][15C][15N]1[13C][14C]2[17O][16C]2[18O]1,[17C][15C][15N]1[13C][14C]2[17O][16C]2[18O]1,CCN1CC2OC2O1,0.28965447645041975,0.9034304054646879
64800,1502609,[15C]#[17C].[18O][17O][14C]1[13C][15N][16C]1,[18O][17O][14C]1[13C][15N][16C]1,OOC1CNC1,0.22556712976087281,0.9228863488630228
64900,1504028,[15N][13C][14C]1[17O][18O][17C]2[15C][16C]12,[15N][13C][14C]1[17O][18O][17C]2[15C][16C]12,NCC1OOC2CC12,0.4129986034138711,0.9355882753560684
65000,1511539,[15C].[17C][16C]([17O])[14C]1[13C][15N]1.[18O],[17C][16C]([17O])[14C]1[13C][15N]1,CC(O)C1CN1,0.335682578351881,0.77056063785379
65100,1512504,[15C][15N]1[13C][14C]1[16C]1[17C][17O][18O]1,[15C][15N]1[13C][14C]1[16C]1[17C][17O][18O]1,CN1CC1C1COO1,0.26095611062648394,0.8401146155089183
65200,1513357,[16C][14C]1[13C][15N]1.[17C][15C][17O].[18O],[16C][14C]1[13C][15N]1,CC1CN1,0.3764259996434906,0.8822316152843468
65300,1514207,[15C]=[17C]([18O])[16C]1[17O][15N]2[13C][14C]12,[15C]=[17C]([18O])[16C]1[17O][15N]2[13C][14C]12,C=C(O)C1ON2CC12,0.29113572031151125,0.9000779157578326
65400,1515891,[17O]=[15C][16C]1[14C]2[13C][15N]2[17C]1=[18O],[17O]=[15C][16C]1[14C]2[13C][15N]2[17C]1=[18O],O=CC1C2CN2C1=O,0.4442116456101983,0.7213932021625771
65500,1526814,[15C].[16C][14C]1[13C][15N][17O][18O][17C]1,[16C][14C]1[13C][15N][17O][18O][17C]1,CC1CNOOC1,0.4707931613374429,0.736702989008063
65600,1527685,[15C][18O].[15N][13C][14C]1[16C][17C]1[17O],[15N][13C][14C]1[16C][17C]1[17O],NCC1CC1O,0.35787783626776043,0.8746560573366012
65700,1528597,[15C]=[17O].[15N][13C][14C]1[17C][16C]1[18O],[15N][13C][14C]1[17C][16C]1[18O],NCC1CC1O,0.18142958386703295,0.9217045173382544
65800,1529402,[13C]1[14C]2[16C]3[18O][17O][15C][15N]1[17C]23,[13C]1[14C]2[16C]3[18O][17O][15C][15N]1[17C]23,C1C2C3OOCN1C23,0.520578945744377,0.7307299489754943
65900,1530365,[15C][17C]1([17O])[14C]2[13C][15N][16C]21.[18O],[15C][17C]1([17O])[14C]2[13C][15N][16C]21,CC1(O)C2CNC21,0.36482758706116253,0.8327118594259705
66000,1531212,[17O]=[15C][17C][14C]1[13C][15N]=[16C]1.[18O],[17O]=[15C][17C][14C]1[13C][15N]=[16C]1,O=CCC1CN=C1,0.14225124287004468,0.9283066992702315
66100,1532238,[15C]=[17C]1[18O][16C]2[15N][13C][14C]21.[17O],[15C]=[17C]1[18O][16C]2[15N][13C][14C]21,C=C1OC2NCC21,,
66200,1533775,[15N][13C][14C]1[16C][15C][18O][17C]1[17O],[15N][13C][14C]1[16C][15C][18O][17C]1[17O],NCC1CCOC1O,0.3658621200574521,0.762534424422198
66300,1534883,[17C][14C]1[13C][15N]([17O])[15C]2[18O][16C]12,[17C][14C]1[13C][15N]([17O])[15C]2[18O][16C]12,CC1CN(O)C2OC12,0.4072537463761284,0.6816882096333939
66400,1536387,[17O][17C]12[14C]3[13C][15N]1[15C]2[16C]3.[18O],[17O][17C]12[14C]3[13C][15N]1[15C]2[16C]3,OC12C3CN1C2C3,,
66500,1563448,[13C]1[14C]=[16C][17C]2[17O][15N]1[18O]2.[15C],[13C]1[14C]=[16C][17C]2[17O][15N]1[18O]2,C1C=CC2ON1O2,0.5977060151583187,0.7522229193969788
66600,1564721,[15C][15N][13C][14C]=[16C][17O][17C].[18O],[15C][15N][13C][14C]=[16C][17O][17C],CNCC=COC,0.09872782246132215,0.9587266237070649
66700,1565972,[15C][17C](=[17O])[16C]=[14C][13C][15N]=[18O],[15C][17C](=[17O])[16C]=[14C][13C][15N]=[18O],CC(=O)C=CCN=O,0.11175730697844584,0.9443094682588767
66800,1567139,[18O][17C]12[15C][15N]([13C][14C]=[16C]1)[17O]2,[18O][17C]12[15C][15N]([13C][14C]=[16C]1)[17O]2,OC12CN(CC=C1)O2,0.4776967238998763,0.7906713108607597
66900,1568820,[17O].[18O][17C]=[15C][15N]1[13C][14C]=[16C]1,[18O][17C]=[15C][15N]1[13C][14C]=[16C]1,OC=CN1CC=C1,0.1199143675544663,0.9475763740108559
67000,1598285,[15C][14C][13C][15N]1[17O][17C][18O]1.[16C],[15C][14C][13C][15N]1[17O][17C][18O]1,CCCN1OCO1,0.26545584587337556,0.8185802856467903
67100,1598937,[15C][14C][13C][15N]1[17C][16C]1[18O][17O],[15C][14C][13C][15N]1[17C][16C]1[18O][17O],CCCN1CC1OO,0.09360021460482387,0.9624373272223972
67200,1599885,[16C].[17C].[17O]=[15N][13C][14C][15C]=[18O],[17O]=[15N][13C][14C][15C]=[18O],O=NCCC=O,0.23975742414784176,0.8935421681486035
67300,1600623,[17C].[18O][15C]1[14C][13C][15N]=[16C][17O]1,[18O][15C]1[14C][13C][15N]=[16C][17O]1,OC1CCN=CO1,0.3618682228305981,0.7200079686003122
67400,1601495,[17C]=[16C][17O][15N]1[13C][14C][15C]1.[18O],[17C]=[16C][17O][15N]1[13C][14C][15C]1,C=CON1CCC1,0.14793999900482846,0.9171296739044483
67500,1602714,[15N][13C][14C][15C][17C](=[17O])[18O].[16C],[15N][13C][14C][15C][17C](=[17O])[18O],NCCCC(=O)O,0.13042519843976383,0.8910241153899479
67600,1603387,[16C]=[17C]1[15C][14C][13C][15N]1.[17O].[18O],[16C]=[17C]1[15C][14C][13C][15N]1,C=C1CCCN1,0.3595582823882302,0.7269617148935487
67700,1604284,[16C][17C]12[17O][15C]1[14C][13C][15N]2[18O],[16C][17C]12[17O][15C]1[14C][13C][15N]2[18O],CC12OC1CCN2O,0.5990483536565511,0.686865429762232
67800,1605920,[15N][13C][14C][15C]=[17C][18O][16C][17O],[15N][13C][14C][15C]=[17C][18O][16C][17O],NCCC=COCO,0.0650297331645821,0.9821930464759296
67900,1607877,[17C][16C][15C][14C][13C][15N][17O][18O],[17C][16C][15C][14C][13C][15N][17O][18O],CCCCCNOO,0.08107830631345471,0.9530288071005841
68000,1608987,[13C]1[14C][15C]2[17O][16C]2[18O][17C]=[15N]1,[13C]1[14C][15C]2[17O][16C]2[18O][17C]=[15N]1,C1CC2OC2OC=N1,0.4825974563027079,0.6580888773750488
68100,1610726,[17O][16C][15C]1[14C][13C][15N][18O][17C]1,[17O][16C][15C]1[14C][13C][15N][18O][17C]1,OCC1CCNOC1,0.2704869315828568,0.8217205726492657
68200,1615045,[15C][14C]1[13C][15N][17C][18O]1.[16C].[17O],[15C][14C]1[13C][15N][17C][18O]1,CC1CNCO1,0.47767520721247003,0.7828779879649831
68300,1615791,[13C]1[15N][17C]2[16C][18O][14C]1[15C][17O]2,[13C]1[15N][17C]2[16C][18O][14C]1[15C][17O]2,C1NC2COC1CO2,0.9326779392481237,0.9410374606961845
68400,1616779,[16C].[18O][14C]1[13C][15N][17O][17C][15C]1,[18O][14C]1[13C][15N][17O][17C][15C]1,OC1CNOCC1,0.38988594193468884,0.7528694347130767
68500,1617458,[16C]=[17C]1[18O][14C]2[13C][15N][17O][15C]21,[16C]=[17C]1[18O][14C]2[13C][15N][17O][15C]21,C=C1OC2CNOC21,0.33063755358329494,0.7924457313873243
68600,1619077,[17O]=[17C]1[16C][15C][14C]([18O])[13C][15N]1,[17O]=[17C]1[16C][15C][14C]([18O])[13C][15N]1,O=C1CCC(O)CN1,0.26937354497502314,0.7831111078212545
68700,1620305,[17O]=[17C]1[15C]2[14C]3[13C][15N]1[16C]2[18O]3,[17O]=[17C]1[15C]2[14C]3[13C][15N]1[16C]2[18O]3,O=C1C2C3CN1C2O3,,
68800,1624444,[15C][14C]([13C][15N])[17O][18O][16C]=[17C],[15C][14C]([13C][15N])[17O][18O][16C]=[17C],CC(CN)OOC=C,0.24744549511374325,0.8281356658432962
68900,1625230,[16C][17C].[17O][14C]1[13C][15N][15C]1.[18O],[17O][14C]1[13C][15N][15C]1,OC1CNC1,0.4224755843670173,0.8487325502536545
69000,1626068,[13C]1[14C]2[15C][17C][16C][15N]1[18O][17O]2,[13C]1[14C]2[15C][17C][16C][15N]1[18O][17O]2,C1C2CCCN1OO2,0.6801950078032045,0.8063990321839534
69100,1627192,[17C]=[15C][14C]1[13C][15N][18O][16C][17O]1,[17C]=[15C][14C]1[13C][15N][18O][16C][17O]1,C=CC1CNOCO1,0.2583283804857,0.8162390785287349
69200,1628626,[17C][15N][13C][14C]1[17O][15C]1[16C][18O],[17C][15N][13C][14C]1[17O][15C]1[16C][18O],CNCC1OC1CO,0.08733619610819332,0.9665541315790439
69300,1630443,[15N][13C][14C]([17O])[15C]=[16C][17C][18O],[15N][13C][14C]([17O])[15C]=[16C][17C][18O],NCC(O)C=CCO,0.19718188719165156,0.902567883460771
69400,1637040,[17C]=[16C][18O][15C][14C]1[13C][15N]1[17O],[17C]=[16C][18O][15C][14C]1[13C][15N]1[17O],C=COCC1CN1O,0.13268368670093628,0.9403121106007329
69500,1637998,[16C]=[17C].[17O][15C]1[14C]2[13C][15N]21.[18O],[17O][15C]1[14C]2[13C][15N]21,OC1C2CN21,0.2018953145024978,0.9594365622724769
69600,1638848,[17C][15C]([17O])[14C]1[13C][15N]1[16C]=[18O],[17C][15C]([17O])[14C]1[13C][15N]1[16C]=[18O],CC(O)C1CN1C=O,0.22650880817485058,0.8314533849633956
69700,1640423,[17O][18O][16C]1[15C][14C]2[13C][15N]2[17C]1,[17O][18O][16C]1[15C][14C]2[13C][15N]2[17C]1,OOC1CC2CN2C1,0.2644681998991491,0.9435481963786728
69800,1641714,[17O]=[17C]1[15C]2[14C]3[13C][15N]3[18O][16C]21,[17O]=[17C]1[15C]2[14C]3[13C][15N]3[18O][16C]21,O=C1C2C3CN3OC21,0.2182077102943128,0.877184588486726
69900,1652305,[15C][14C]1[13C][15N][18O][16C][17C]1=[17O],[15C][14C]1[13C][15N][18O][16C][17C]1=[17O],CC1CNOCC1=O,0.4487144157990321,0.6479103346326499
70000,1653001,[13C]1[14C]2[15C][18O][15N]1[16C]1[17O][17C]21,[13C]1[14C]2[15C][18O][15N]1[16C]1[17O][17C]21,C1C2CON1C1OC21,0.5195701788113456,0.9177387308254786
70100,1653755,[16C][17C]1[18O][15C]([17O])[14C]1[13C][15N],[16C][17C]1[18O][15C]([17O])[14C]1[13C][15N],CC1OC(O)C1CN,0.39968843904342527,0.7287909668935688
70200,1654663,[17O]=[16C][17C][14C]1[13C][15N][15C]1[18O],[17O]=[16C][17C][14C]1[13C][15N][15C]1[18O],O=CCC1CNC1O,0.24741022915136773,0.8245818057015935
70300,1655728,[17O][18O][16C]=[15N][13C][14C]1[15C][17C]1,[17O][18O][16C]=[15N][13C][14C]1[15C][17C]1,OOC=NCC1CC1,0.18695768954458364,0.878039663060534
70400,1656538,[13C]1[14C]2[15C]3[17O][15N]1[18O][16C][17C]23,[13C]1[14C]2[15C]3[17O][15N]1[18O][16C][17C]23,C1C2C3ON1OCC23,0.771699458517319,0.8391456953937976
70500,1658580,[17C][14C]1[13C][15N][16C]([18O][17O])[15C]1,[17C][14C]1[13C][15N][16C]([18O][17O])[15C]1,CC1CNC(OO)C1,0.22056380831491973,0.9090762017119638
70600,1659611,[17O][15C]1[14C]2[13C][15N]3[16C]1[18O][17C]23,[17O][15C]1[14C]2[13C][15N]3[16C]1[18O][17C]23,OC1C2CN3C1OC23,,
70700,1661164,[17O][16C]1[15C]2[14C]3[13C][15N]1[18O][17C]32,[17O][16C]1[15C]2[14C]3[13C][15N]1[18O][17C]32,OC1C2C3CN1OC32,0.5749572613083198,0.9373926483891714
70800,1688413,[15C][14C]1[13C][15N]([17C]([17O])=[18O])[16C]1,[15C][14C]1[13C][15N]([17C]([17O])=[18O])[16C]1,CC1CN(C(O)=O)C1,0.18101805029089488,0.8773562595072385
70900,1689474,[17C][16C][14C]([13C][15N][17O])[15C]=[18O],[17C][16C][14C]([13C][15N][17O])[15C]=[18O],CCC(CNO)C=O,0.26828577953779686,0.8277924569269427
71000,1690510,[18O][17C]1[17O][16C][14C]2[13C][15N]1[15C]2,[18O][17C]1[17O][16C][14C]2[13C][15N]1[15C]2,OC1OCC2CN1C2,0.4886828227334636,0.7913769410770115
71100,1691795,[17C][15C][14C]1[13C][15N][18O][16C]1.[17O],[17C][15C][14C]1[13C][15N][18O][16C]1,CCC1CNOC1,0.2828662729059277,0.8352952227046772
71200,1692681,[17O][17C]1[15C]([18O])[14C]2[13C][15N][16C]21,[17O][17C]1[15C]([18O])[14C]2[13C][15N][16C]21,OC1C(O)C2CNC21,,
71300,1694439,[17O][16C][14C]1[13C][15N][17C]=[15C]1.[18O],[17O][16C][14C]1[13C][15N][17C]=[15C]1,OCC1CNC=C1,0.26291537613669774,0.8174853357982029
71400,1696850,[13C]1[14C]2[15C]3[17O][17C][15N]1[16C]23.[18O],[13C]1[14C]2[15C]3[17O][17C][15N]1[16C]23,C1C2C3OCN1C23,0.6179682001965412,0.7624930563422961
71500,1733959,[15C]=[14C][13C][15N].[16C][17O][18O][17C],[15C]=[14C][13C][15N],C=CCN,0.31058878332800677,0.7381141030374919
71600,1734686,[15C]=[14C][13C][15N][18O].[17C]=[16C][17O],[15C]=[14C][13C][15N][18O],C=CCNO,0.10500251483529842,0.9929600804618335
71700,1735667,[16C][17O][15C]=[14C][13C][15N][17C].[18O],[16C][17O][15C]=[14C][13C][15N][17C],COC=CCNC,0.26133000646875315,0.9526095963166693
71800,1736819,[17O]=[17C][16C][15N]1[13C][14C]=[15C]1.[18O],[17O]=[17C][16C][15N]1[13C][14C]=[15C]1,O=CCN1CC=C1,0.2493133446545949,0.7729422386790646
71900,1738167,[18O][15N]1[13C][14C]=[15C][17C][16C][17O]1,[18O][15N]1[13C][14C]=[15C][17C][16C][17O]1,ON1CC=CCCO1,0.40495278267458,0.7811874020668679
72000,1740851,[15N][13C][14C]=[15C][16C]1[18O][17C]1[17O],[15N][13C][14C]=[15C][16C]1[18O][17C]1[17O],NCC=CC1OC1O,0.08112467967906584,0.9871297859076966
