,rmat_tag,distance,largest_frag,largest_cleaned,pmi_x,pmi_y
7000,1336085,10.0,[15N][13C]1C(Cl)=CC(Cl)=C[14C]1[18O][15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C][17C]1[17O],NC1C(Cl)=CC(Cl)=CC1OC1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CCC1O,0.3249619331943277,0.8276247982512573
7100,243998,10.0,[13C]C(Cl)=CC(Cl)=C[14C]([15N])[17C]=[16C]C=c1c(=C[15C][18O])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC(Cl)=CC(Cl)=CC(N)C=CC=c1c(=CCO)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.41477752843249094,0.725980274479574
7200,243280,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15N][17C]12[17O][18O][16C]2C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC(Cl)=CC(Cl)=CC1NC12OOC2C=c1c(=CC)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.38971139259721,0.7791798159862879
7300,1382551,10.0,[17C][18O][16C]1C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C]12[17O][14C]13C=C(Cl)C=C(Cl)[13C]1[15N]32,COC1C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CC12OC13C=C(Cl)C=C(Cl)C1N32,0.3471476921925595,0.7872307045537554
7400,1393328,10.0,[15N][13C]1C(Cl)=CC(Cl)=C[14C]1[17C]([17O])[16C]C=c1c(=C[15C]=[18O])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,NC1C(Cl)=CC(Cl)=CC1C(O)CC=c1c(=CC=O)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.37648101314056887,0.7802129061441586
7500,1346728,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C][17C]([15N][13C]1C(Cl)=CC(Cl)=C[14C]1[17O])[18O][15C]C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CCC(NC1C(Cl)=CC(Cl)=CC1O)OCC=2)N1CCOCC1,0.3087277765370092,0.7527217850408651
7600,1339907,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C](=[15N][13C]1C(Cl)=CC(Cl)=C[14C]1[18O])[15C]([17C]=[17O])C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC(=NC1C(Cl)=CC(Cl)=CC1O)C(C=O)C=2)N1CCOCC1,0.38508202875087455,0.7183853403619591
7700,1338819,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1=[17C]([17O])[15N][13C]3C(Cl)=CC(Cl)=C[14C]3[18O][15C]1C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1=C(O)NC3C(Cl)=CC(Cl)=CC3OC1C=2)N1CCOCC1,0.3226675680327186,0.7436500858748463
7800,1377427,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C][15C]1(C=2)[17C][18O][14C]23C=C(Cl)C=C(Cl)[13C]2[15N]3[17O]1)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CCC1(C=2)COC23C=C(Cl)C=C(Cl)C2N3O1)N1CCOCC1,0.29693590886342647,0.8274144460031083
7900,799565,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15C]C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C][17C](=[18O])[15N]1[17O],CC(Cl)=CC(Cl)=CC1CC=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CCC(=O)N1O,0.2388164917198348,0.8105907725999182
8000,802574,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15N][15C]1([18O])C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C]1[17C][17O]1,CC(Cl)=CC(Cl)=CC1NC1(O)C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CC1CO1,0.30624375892293054,0.7503027433937469
8100,749983,10.0,[13C]C(Cl)=CC(Cl)=C[14C][15C]1([18O])C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C]1[15N][17C]=[17O],CC(Cl)=CC(Cl)=CCC1(O)C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CC1NC=O,0.3568486975585218,0.7647283520209853
8200,752347,10.0,[13C]C(Cl)=CC(Cl)=C[14C][15C]12C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]1([17C][18O][17O])[15N]2,CC(Cl)=CC(Cl)=CCC12C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC1(COO)N2,0.28239713565726443,0.7609165223231233
8300,394961,10.0,[13C]C(Cl)=CC(Cl)=C[14C][16C]12C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]1[15N]1[17O][17C]12,CC(Cl)=CC(Cl)=CCC12C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC1N1OC12,0.33822729252809997,0.7256917690780218
8400,826294,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1([17O])[15N][15C]12C=c1c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c1=C[16C][17C][18O]2,CC(Cl)=CC(Cl)=CC1(O)NC12C=c1c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c1=CCCO2,0.2842923364404781,0.7843655696146485
8500,412343,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1[18O][15N][15C]2C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]12,CC(Cl)=CC(Cl)=CC1ONC2C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC12,0.3222352259855333,0.7833321153498938
8600,816151,10.0,[13C]C(Cl)=CC(Cl)=C[14C]12[15C]C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]([17C][17O])[15N]1[18O]2,CC(Cl)=CC(Cl)=CC12CC=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC(CO)N1O2,0.34490299822860865,0.7929517189175799
8700,554263,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1([16c]2cc3c(c[15c]2)c(C2CCCCC2)c(-c2ccccc2)n3CC(=O)N2CCOCC2)[17C][15N]1[17O],CC(Cl)=CC(Cl)=CC1(c2cc3c(cc2)c(C2CCCCC2)c(-c2ccccc2)n3CC(=O)N2CCOCC2)CN1O,0.31435373400380073,0.7862447714094438
8800,610140,10.0,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C][17O][17C][18O])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC(Cl)=CC(Cl)=CC=CC=c1c(=CCOCO)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.38162161700003344,0.698795884234848
8900,514650,10.0,[13C]C(Cl)=CC(Cl)=C[14C]([17C][15N])[16c]1cc2c(c[15c]1)c(C1CCCCC1)c(-c1ccccc1)n2CC(=O)N1CCOCC1,CC(Cl)=CC(Cl)=CC(CN)c1cc2c(cc1)c(C1CCCCC1)c(-c1ccccc1)n2CC(=O)N1CCOCC1,0.33672550463436524,0.7697633582716529
9000,550352,10.0,[13C]C(Cl)=CC(Cl)=C[14C]12[17C][18O][15N]1[16C]21C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C]1,CC(Cl)=CC(Cl)=CC12CON1C21C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CC1,0.35265357405786546,0.7070430077694133
9100,736853,10.0,[13C]C(Cl)=CC(Cl)=C[14C][15C]([15N])C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C][17C],CC(Cl)=CC(Cl)=CCC(N)C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CCC,0.2479348354343663,0.8228368039031652
9200,648253,10.0,[13C]C(Cl)=CC(Cl)=C[14C]([15N])=[16C](C=c1c(=C[15C]=[17O])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1)[17C][18O],CC(Cl)=CC(Cl)=CC(N)=C(C=c1c(=CC=O)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1)CO,0.34939523559227376,0.7444954222906806
9300,458686,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15N]=[17C][15c]2cc3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3c[16c]21,CC(Cl)=CC(Cl)=CC1N=Cc2cc3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3cc21,0.31336061580252583,0.8766612930725514
9400,265348,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1([15N]=[17O])[17C][16c]2cc3c(c[15c]2[18O]1)c(C1CCCCC1)c(-c1ccccc1)n3CC(=O)N1CCOCC1,CC(Cl)=CC(Cl)=CC1(N=O)Cc2cc3c(cc2O1)c(C1CCCCC1)c(-c1ccccc1)n3CC(=O)N1CCOCC1,0.31268623519790806,0.8202570569645483
9500,1315177,10.0,[16C]C=c1c(=C[15C][17C](=[18O])[17O][15N][13C]2[14C]C=C(Cl)C=C2Cl)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC=c1c(=CCC(=O)ONC2CC=C(Cl)C=C2Cl)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.29402127100202907,0.7943028103295992
9600,284092,10.0,[13C]C(Cl)=CC(Cl)=C[14C]([17C])=[15N][16C]1C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C]1,CC(Cl)=CC(Cl)=CC(C)=NC1C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CC1,0.26924031535790344,0.8019493074822402
9700,272289,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1([15N])[17C][18O][16C]2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]2[17O]1,CC(Cl)=CC(Cl)=CC1(N)COC2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC2O1,0.293633947213881,0.7734293350597767
9800,1323175,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]13[18O][15N]([13C]4[14C]C=C(Cl)C=C4Cl)[17C]1[17O][15C]3C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC13ON(C4CC=C(Cl)C=C4Cl)C1OC3C=2)N1CCOCC1,,
9900,246891,10.0,[13C]C(Cl)=CC(Cl)=C[14C]([15N]=[17O])[17C]1([18O])[15C]C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C]1,CC(Cl)=CC(Cl)=CC(N=O)C1(O)CC=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CC1,0.32109524859633765,0.7302522236557599
10000,1317425,10.0,[16C]C=c1c(=C[15C]([17C][18O])[15N][13C]2[14C]C=C(Cl)C=C2Cl)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC=c1c(=CC(CO)NC2CC=C(Cl)C=C2Cl)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.3360432678225021,0.8155868644047425
10100,1322032,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]([18O])([17C]=[15N][13C]1[14C]C=C(Cl)C=C1Cl)[15C]C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC(O)(C=NC1CC=C(Cl)C=C1Cl)CC=2)N1CCOCC1,0.4358730491992971,0.7523545049894516
10200,892385,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1([15c]2cc3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3c[16c]2[18O])[17C][17O]1,CC(Cl)=CC(Cl)=CC1(c2cc3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3cc2O)CO1,0.3189491141675216,0.8285200103699633
10300,902253,10.0,[13C]C(Cl)=CC(Cl)=C[14C]12[17C][16C]C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]1[15N]2,CC(Cl)=CC(Cl)=CC12CCC=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC1N2,0.34462309947689784,0.7147658865376351
10400,841139,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1=[15N][17C][17O][16C]2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]12,CC(Cl)=CC(Cl)=CC1=NCOC2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC12,0.2788973918919758,0.7924382966804419
10500,907005,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1([17C][17O])[15N][18O][15C]12C=c1c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c1=C[16C]2,CC(Cl)=CC(Cl)=CC1(CO)NOC12C=c1c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c1=CC2,0.2829717708862195,0.7732876100126541
10600,1172662,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1=[15C]C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C]2[18O][17C]2[15N]1,CC(Cl)=CC(Cl)=CC1=CC=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CC2OC2N1,0.2980911401094609,0.7533176532609673
10700,939167,10.0,[13C]C(Cl)=CC(Cl)=C[14C]([15c]1cc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2c[16c]1)=[17C]([15N])[18O],CC(Cl)=CC(Cl)=CC(c1cc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2cc1)=C(N)O,0.33625557596467187,0.7512618503487627
10800,1012439,10.0,[13C]C(Cl)=CC(Cl)=C[14C]12[15C]C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]1([18O])[17C][17O][15N]2,CC(Cl)=CC(Cl)=CC12CC=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC1(O)CON2,0.365666570650575,0.7249076906226286
10900,5032,10.0,[17C][16C]([17O])C=c1c(=C[15C][15N])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC(O)C=c1c(=CCN)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.4582376074231212,0.7225492113179263
11000,135222,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15N][15C]2C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]2([18O][17C])[17O]1,CC(Cl)=CC(Cl)=CC1NC2C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC2(OC)O1,0.32198768714058673,0.736197650383657
11100,117732,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1[18O][15N]1[17C][16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC(Cl)=CC(Cl)=CC1ON1CCC=c1c(=CC)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.26530809532903715,0.7975752468523667
11200,108598,10.0,[13C]C(Cl)=CC(Cl)=C[14C][15N]=[15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C]1[18O][17O][17C],CC(Cl)=CC(Cl)=CCN=C1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CC1OOC,0.30804308572634775,0.799247629636691
11300,94740,10.0,[13C]C(Cl)=CC(Cl)=C[14C][15N][17C][16C](C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1)[18O][17O],CC(Cl)=CC(Cl)=CCNCC(C=c1c(=CC)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1)OO,0.29102416024875544,0.8397895132261397
11400,134984,10.0,[13C]C(Cl)=CC(Cl)=C[14C]([15N]=[17C][18O])[17O][15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C]1,CC(Cl)=CC(Cl)=CC(N=CO)OC1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CC1,0.2317133757878556,0.8353476126105079
11500,1516605,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]13[18O][17C]4([17O][15C]14C=2)[15N]1[13C]2C(Cl)=CC(Cl)=C[14C]213)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC13OC4(OC14C=2)N1C2C(Cl)=CC(Cl)=CC213)N1CCOCC1,0.419188971817541,0.7322657642156348
11600,1474200,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1[14C]3C=C(Cl)C=C(Cl)[13C]3[15N]1[17C](=[17O])[18O][15C]C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1C3C=C(Cl)C=C(Cl)C3N1C(=O)OCC=2)N1CCOCC1,0.4371165313672407,0.6474384900346222
11700,1736705,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c(=C[15C]2=[14C]3C=C(Cl)C=C(Cl)[13C]3[15N]2)c1=C[16C][17C]([17O])=[18O])N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c(=CC2=C3C=C(Cl)C=C(Cl)C3N2)c1=CCC(O)=O)N1CCOCC1,0.39420726977859,0.7485054153566308
11800,24173,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1([18O])[15C](C=2)[15N]2[17O][17C]21)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1(O)C(C=2)N2OC21)N1CCOCC1,0.4466544378875599,0.6469908586420128
11900,1474307,10.0,[15N][13C]1C(Cl)=CC(Cl)=C[14C]1[16C]1([17O])C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C][18O][17C]1,NC1C(Cl)=CC(Cl)=CC1C1(O)C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CCOC1,0.387123806906849,0.7536855207357465
12000,118219,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15N]=[17C]([17O][15C]C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C])[18O]1,CC(Cl)=CC(Cl)=CC1N=C(OCC=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CC)O1,0.18856535933906626,0.892050900111188
12100,1451756,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1[15C](=[15N][13C]3C(Cl)=CC(Cl)=C[14C]3=[17C]1[18O])C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1C(=NC3C(Cl)=CC(Cl)=CC3=C1O)C=2)N1CCOCC1,0.35355006668699945,0.719032156675702
12200,123172,10.0,[13C]C(Cl)=CC(Cl)=C[14C]([18O])[15N]1[17C][17O][15C]12C=c1c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c1=C[16C]2,CC(Cl)=CC(Cl)=CC(O)N1COC12C=c1c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c1=CC2,0.37649996162085103,0.7895493357824461
12300,75621,10.0,[13C]C(Cl)=CC(Cl)=C[14C][17O][15N]1[17C][18O]1,CC(Cl)=CC(Cl)=CCON1CO1,0.1118646794938086,0.9151561575830421
12400,132566,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1[17O][15N]1[15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C][17C]1[18O],CC(Cl)=CC(Cl)=CC1ON1C1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CCC1O,0.27232999930449786,0.7716825187048223
12500,1696161,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]13[17C][15N][13C]4C(Cl)=CC(Cl)=C[14C]41[15C]3C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC13CNC4C(Cl)=CC(Cl)=CC41C3C=2)N1CCOCC1,0.39276860078757597,0.705851005456456
12600,3883,10.0,[15N]=[16C]1C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C]2[17O][17C]1[18O]2,N=C1C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CC2OC1O2,0.48236998811554943,0.6898623428702434
12700,1431782,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1[17C]([15C]C=2)[14C]23C=C(Cl)C=C(Cl)[13C]2[15N]13)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1C(CC=2)C23C=C(Cl)C=C(Cl)C2N13)N1CCOCC1,0.3932334910507003,0.6750252280019796
12800,124262,10.0,[13C]C(Cl)=CC(Cl)=C[14C]([15N][15C]12C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]1[17C]2)[18O][17O],CC(Cl)=CC(Cl)=CC(NC12C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC1C2)OO,0.27115124382724165,0.838192157292909
12900,73001,10.0,[13C]C(Cl)=CC(Cl)=C[14C][17O][16C]12C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]1[17C]2[18O][15N],CC(Cl)=CC(Cl)=CCOC12C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC1C2ON,0.35722106840398554,0.8273013492188392
13000,1616195,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C][17C]1[17O][15N]3[13C]4C(Cl)=CC(Cl)=C[14C]4([18O]1)[15C]3C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CCC1ON3C4C(Cl)=CC(Cl)=CC4(O1)C3C=2)N1CCOCC1,0.3483782632064492,0.8272463022203375
13100,1511626,10.0,[15C]C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C](=[17C]=[18O])[14C]12C=C(Cl)C=C(Cl)[13C]1[15N]2[17O],CC=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CC(=C=O)C12C=C(Cl)C=C(Cl)C1N2O,0.42681365955368394,0.8002331279503704
13200,166383,10.0,[13C]C(Cl)=CC(Cl)=C[14C]1=[15N][17C]2([17O]1)[15C]1C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]12[18O],CC(Cl)=CC(Cl)=CC1=NC2(O1)C1C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC12O,0.31248154084058555,0.8112313740381065
13300,167367,10.0,[13C]C(Cl)=CC(Cl)=C[14C](=[15N][18O])[17O][15c]1cc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2c[16c]1,CC(Cl)=CC(Cl)=CC(=NO)Oc1cc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2cc1,0.21581810381051705,0.8625083862455707
13400,735140,11.0,[13C]C(Cl)=CC(Cl)=C[14C][15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C][17C]([15N])[18O][17O]1,CC(Cl)=CC(Cl)=CCC1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CCC(N)OO1,0.29428576990334204,0.7769054018479116
13500,979517,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1[16C]2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]12[17O][18O][17C],CC(Cl)=CC(Cl)=CC1C2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC12OOC,0.531852774657119,0.7701842104845499
13600,937029,11.0,[13C]C(Cl)=CC(Cl)=C[14C](=[17C]=[17O])[15C]12C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]1[15N]2,CC(Cl)=CC(Cl)=CC(=C=O)C12C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC1N2,0.4093038252989832,0.7819118034898205
13700,736703,11.0,[13C]C(Cl)=CC(Cl)=C[14C][15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C][15N]1[17O][17C][18O],CC(Cl)=CC(Cl)=CCC1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CCN1OCO,0.335555307875547,0.7648869858762566
13800,1012407,11.0,[13C]C(Cl)=CC(Cl)=C[14C]12[15C]C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]1[17C](=[18O])[15N]2[17O],CC(Cl)=CC(Cl)=CC12CC=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC1C(=O)N2O,0.3823924821730183,0.8314877771935612
13900,446870,11.0,[13C]C(Cl)=CC(Cl)=C[14C]([15N])[16C]1([17O])C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C][17C][18O]1,CC(Cl)=CC(Cl)=CC(N)C1(O)C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CCCO1,0.31706101248896895,0.7376236153569495
14000,96184,11.0,[13C]C(Cl)=CC(Cl)=C[14C][15N]=[16C]1C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C][17O]1,CC(Cl)=CC(Cl)=CCN=C1C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CCO1,0.30995894271399704,0.7634235957893927
