rmat_tag,pdt_smiles
608715,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17C].[17O].[18O]
608716,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17C].[17O][18O]
608717,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17C].[17O]=[18O]
608718,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][18O].[17C].[17O]
608719,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][18O][17O].[17C]
608720,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N]=[18O].[17C].[17O]
608721,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][17O].[17C].[18O]
608722,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][17O][18O].[17C]
608723,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C].[17O][15N][18O]
608724,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N]1[17O][18O]1.[17C]
608725,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C].[17O][15N]=[18O]
608726,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N]=[17O].[17C].[18O]
608727,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C].[17O]=[15N][18O]
608728,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17C][18O].[17O]
608729,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17C][18O][17O]
608730,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][18O][15N].[17O]
608731,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][17O].[17C][18O]
608732,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][18O][17O][15N]
608733,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][18O][15N][17O]
608734,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N]=[17O].[17C][18O]
608735,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][18O][15N]=[17O]
608736,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17C]=[18O].[17O]
608737,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][17O].[17C]=[18O]
608738,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N]=[17O].[17C]=[18O]
608739,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17C][17O].[18O]
608740,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17C][17O][18O]
608741,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][18O].[17C][17O]
608742,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][17O][18O][15N]
608743,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N]=[18O].[17C][17O]
608744,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][17O][15N].[18O]
608745,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][17O][15N][18O]
608746,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][17O][15N]=[18O]
608747,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17O][17C][18O]
608748,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17C]1[17O][18O]1
608749,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][18O][17C][17O]
608750,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][17O][17C][18O]
608751,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C]1[17O][15N][18O]1
608752,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17O][17C]=[18O]
608753,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][17O][17C]=[18O]
608754,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17C]=[17O].[18O]
608755,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][18O].[17C]=[17O]
608756,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N]=[18O].[17C]=[17O]
608757,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17O]=[17C][18O]
608758,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][18O][17C]=[17O]
608759,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N].[17O]=[17C]=[18O]
608760,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][15N].[17O].[18O]
608761,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][15N].[17O][18O]
608762,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][15N].[17O]=[18O]
608763,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][15N][18O].[17O]
608764,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][15N][18O][17O]
608765,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][15N]=[18O].[17O]
608766,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][15N][17O].[18O]
608767,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][15N][17O][18O]
608768,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][15N]([17O])[18O]
608769,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][15N]1[17O][18O]1
608770,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[17C][15N]=[17O].[18O]
608771,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][17C][18O].[17O]
608772,[13C]C(Cl)=CC(Cl)=C[14C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1.[15N][17C][18O][17O]
