,smiles,pmi_x,pmi_y
275,CCOONC,0.1736666897542683,0.9319326062970521
276,CCON(C)O,0.24435049908644083,0.8332600864768898
277,CNOC(C)O,0.2397053722122988,0.847064585724527
278,CC1ON(C)O1,0.2132682763095216,0.9168027778190835
279,CNOC(C)=O,0.263329444129103,0.8523101367562497
280,CCNC,0.3176543465192896,0.8733240729932503
281,CCN(C)O,0.3292839382312205,0.7627690280949503
282,CNC(C)O,0.4668054712168604,0.8167214596535974
283,CNC(C)OO,0.4487311109480926,0.6423627589415452
284,CC1ON1C,0.24209051730756886,0.884452906724598
285,CC(O)N(C)O,0.4905349514823215,0.7496323743742849
286,CNC(C)=O,0.27915163041092556,0.7574472464106089
287,CC(=O)N(C)O,0.4268183980959487,0.6063447504735616
288,CNC(C)(O)O,0.5713426219956196,0.9787197578522818
289,CNC1(C)OO1,0.4295987938015704,0.7548187776434083
290,CN1OC1(C)O,0.4499946191060505,0.8632008485733482
291,CC=NC,0.1090873789242939,0.942393801356724
292,CN=C(C)O,0.3103193783796812,0.7311281179583752
293,CNOCCO,0.06962156879893969,0.9596544666415506
294,CNOC1CO1,0.12290488165325114,0.9841401530763496
295,CNOCC=O,0.18335885740161353,0.9083173436590959
296,CNCCO,0.35034036894687975,0.9374343482568671
297,CNCCOO,0.13064979710240932,0.9726537331901874
298,CN1CCO1,0.3305653196097995,0.8078618904688704
299,CN(O)CCO,0.3594533172555915,0.9218070681173078
300,CNC1CO1,0.3409790305852376,0.8851987723002388
301,CNC(O)CO,0.48507571911111635,0.7537303937139594
302,CNC1(O)CO1,0.5062758032281801,0.7715548629771324
303,CN1OC12CO2,0.3075381825122298,0.8906890129519546
304,CNC(=O)CO,0.3211145941845334,0.7094485205077975
305,CN1OCC1=O,0.48649530311421013,0.6294254669164394
306,CN=CCO,0.08076898315279894,0.9543901182159795
307,CNCC=O,0.3688226625129219,0.7877443543125214
308,CN(O)CC=O,0.2085149731453105,0.8516362533115545
309,CNC(O)C=O,0.5017950982264626,0.5654676930956898
310,CN1OC1C=O,0.2045441597108234,0.8960048345246607
311,CNC(=O)C=O,0.27944513775197716,0.7333296525496787
312,CN=CC=O,0.06047875721772407,0.9544478452011664
313,CN=C(O)C=O,0.3425465423496965,0.6716445874289836
314,CNCC(O)O,0.20642112890271305,0.8465910109617681
315,CNCC1OO1,0.1238475728954514,0.9700202393514361
316,CN1CC(O)O1,0.220741758615244,0.9082099708689672
317,CNC1OC1O,0.3064413158710395,0.8090921296290783
318,CN1OC2OC21,0.36829623474126566,0.8280270886775063
319,CNC12OC1O2,0.31649561514952046,0.8081705854239939
320,CN=CC(O)O,0.24839474781498613,0.8937083788114143
321,CN=CC1OO1,0.12309538678203163,0.9632655755316103
322,CN=C1OC1O,0.18179818704561826,0.9175672927582894
323,CNCC(=O)O,0.22794509717782538,0.8722207293966756
324,CN1CC(=O)O1,0.19053520061324006,0.8686798683365949
325,CNC1OC1=O,0.32748346854085336,0.9674938404462546
326,CN=CC(=O)O,0.1731984978570518,0.8395193902115935
327,CN=c1oc1=O,0.1286295987589101,0.8836060062359986
328,CN1CC1,0.35218530624555866,0.843855731143014
329,CN1CC1O,0.47391172514347785,0.7527284600335772
330,CN1CC1=O,0.26556864700862676,0.7754978675694684
331,CN1CC1(O)O,0.54794569711161,0.8842894925177278
332,CN1CC12OO2,0.3500636078107645,0.8642183287616009
333,CN1C2OC21O,0.38661908008439605,0.7971550916997909
334,CN1C(=O)C1O,0.4960097412692658,0.6022027558250643
335,C=CONC,0.16704732431663988,0.9180029493703924
336,C=C(O)ONC,0.22781566502924708,0.8339368019974309
337,C=C1ON(C)O1,0.3192177932138726,0.9514950091298119
338,C=CNC,0.13992622585324227,0.9498667606915052
339,C=CN(C)O,0.3720823431067788,0.7546042443658969
340,C=C(O)NC,0.36365913548792206,0.7427892094671985
341,C=C1ON1C,0.2285596117919587,0.790424971050504
342,C=C=NC,0.14202521740212296,0.9178636603548139
343,CNOC1=CO1,0.22806446560195798,0.8178807256354756
344,CNOC=C=O,0.12242512049013955,0.939699702203992
345,CNC=CO,0.07986992312552228,0.9563357806256434
346,Cn1cco1,0.26028176353294963,0.7644875835027868
347,CNC1=CO1,0.1631950679376709,0.9056030354507747
348,CN=C=CO,0.15853093439088728,0.9273489033835868
349,CNC=C=O,0.19012698934891947,0.85664732077363
350,CN(O)C=C=O,0.25891327120269036,0.879704814576793
351,CNC(O)=C=O,0.2879168332463493,0.7923469402970286
352,CN=C=C=O,0.07082756143093177,0.952426458802845
353,CNC=C(O)O,0.2041083978943249,0.8322538022567936
354,CNC=C1OO1,0.15473105945287466,0.9300907924407131
355,Cn1cc(O)o1,0.1306056487798563,0.8872637010432379
356,CNC1=C(O)O1,0.26667290933281096,0.7673077212882268
357,CN=C=C(O)O,0.25435994579649945,0.8806420009498189
358,CN1C=C1,0.21326028142271553,0.8208522483565327
359,CN1C=C1O,0.22812474791680482,0.7967211243029805
360,C#CONC,0.20262572137925688,0.8898370202224661
361,C#CNC,0.04686137146886219,0.9812802319468398
362,C#CN(C)O,0.30302417711008967,0.7173636342136906
363,CNC#CO,0.062411278909700926,0.9533420260773643
364,CN1C#C1,0.03195937510580116,0.991524452149163
365,CCOCN,0.4130596175274589,0.697097107615891
366,CCOCNO,0.18104190372812157,0.906339583497871
367,CCOOCN,0.11503600377305238,0.9708747598633228
368,CCONCO,0.17151722998680405,0.9338278140667294
369,CC(O)OCN,0.31416195235838473,0.8294688531662371
370,CC1OCNO1,0.5202029103309073,0.7929703913706609
371,CC(=O)OCN,0.25766383748195915,0.8599644442835763
372,CCNCO,0.30645055406518745,0.8378576032169582
373,CCN1CO1,0.19220159214401294,0.918169721889824
374,CC1NCO1,0.3553178266495248,0.8077406810366466
375,CC(O)NCO,0.2814574784246709,0.8856629392459876
376,CC1(O)NCO1,0.571774083615311,0.8741152295929128
377,CC12OCN1O2,0.5293263649769753,0.7639410727224734
378,CC(=O)NCO,0.27198154218857407,0.833817674249291
379,CC(=O)N1CO1,0.2598426133387001,0.7669479559019724
380,CC=NCO,0.08955001894418109,0.9451493211099867
381,NCOCCO,0.25872106181381643,0.9007298392609058
382,NCOCC=O,0.1445298999763259,0.9120530475700417
383,C1COCN1,0.5630617469273408,0.588899908010279
384,O=C1COCN1,0.3417179835007905,0.7376546344137994
385,NCOC1CO1,0.20523963620417432,0.9151826813878178
386,OCCNCO,0.13306567923470342,0.9278983165903076
387,C1NC2(CO2)O1,0.3873225404905839,0.9339807593508386
388,OC1CNCO1,0.5869528354292659,0.8130065758577905
389,C1OC2CN1O2,0.7176279370832428,0.8936256082421377
390,C1NC2OC2O1,0.49480552415110507,0.7034035168819005
391,OC1C=NCO1,0.3756781282487394,0.7371472880352745
392,O=CCNCO,0.11892111107370174,0.9396486553633979
393,O=CCN1CO1,0.235300506064745,0.8602582518014225
394,O=CC1NCO1,0.30197193394607263,0.8952235333846965
395,O=CC=NCO,0.11737331844804054,0.924531761858295
396,O=C1CNCO1,0.34185061266119904,0.717277693023992
397,O=C1C=NCO1,0.3237168584022677,0.6951824118820827
398,OCN1CC1,0.2631242124135787,0.85557455989112
399,OOCN1CC1,0.15046163416759217,0.9234079685790777
400,C1OC2CN12,0.43518859729726384,0.787585003486671
401,OCN1CC1O,0.2941247724757673,0.8847622989416254
402,OC12CN1CO2,0.6891490205590087,0.7289890333720679
403,O=C1CN1CO,0.24398869251654973,0.8669400065669208
404,C=COCN,0.1206052261449241,0.9552121207027293
405,C=C(O)OCN,0.19105034472268773,0.8739796352473395
406,C=C1OCNO1,0.3155966034444556,0.7057470720661404
407,C=CNCO,0.2988628765779671,0.8968896833331169
408,C=CN1CO1,0.18425961248601364,0.961957055828615
409,C=C1NCO1,0.2930689667387339,0.7705154479409331
410,C=C=NCO,0.1070659208520765,0.980565040126982
411,NCOC=C=O,0.10198161976416129,0.9500485616054676
412,C1=COCN1,0.5134857229413563,0.5215705422258161
413,NCOC1=CO1,0.203954684515921,0.8669998510430051
414,OC1=CNCO1,0.28024450610386414,0.7454560489977284
415,O=C=CNCO,0.18510295672832286,0.9787008644448447
416,OCN1C=C1,0.19727686310706047,0.9085980424128886
417,C#COCN,0.06332044741720422,0.9525150647734769
418,C#CNCO,0.06497487160530158,0.9510393010420305
419,CCNC=O,0.3727007456852845,0.7579024555604363
420,CCN(O)C=O,0.2912412383217437,0.8342265967731922
421,CC(=O)NC=O,0.23518911578208707,0.779036855547465
422,O=CNCCO,0.4383960340738739,0.6707497606904935
423,O=CCNC=O,0.48750320571053,0.7607644542913249
424,O=CN1CC1,0.16888770674884454,0.8705704692595175
425,O=CN1CC1O,0.21693098313593226,0.8675590734079296
426,O=CN1CC1=O,0.25020409466088683,0.7636594497831801
427,C=CNC=O,0.13794915547177689,0.8620508446411634
428,CCOC(N)O,0.2184005906444837,0.8756881490939926
429,CC1OC(N)O1,0.23797815554777807,0.9305197052312508
430,CCNC(O)O,0.22410357194630454,0.8586313206196022
431,CCNC1OO1,0.2165771109781351,0.8619256942349777
432,CCN1OC1O,0.23045676132178614,0.8834992598970378
433,CC12NC(O1)O2,0.5081907014326794,0.9745974347048851
434,OC1NCCO1,0.3878710828681112,0.7601238418204583
435,C1NC2OC1O2,0.7052426923802034,0.8639896349603685
436,OC(O)N1CC1,0.4443549005944635,0.7963428204214453
437,C1CN1C1OO1,0.23208542160641377,0.9564185484409177
438,OC1OC2CN12,0.2921634780517541,0.8374294393892541
439,C1N2C3OC12O3,0.5644612520364015,0.9581929626699293
440,C=COC(N)O,0.2084986252913119,0.8366174871854892
441,C=C1OC(N)O1,0.41408565806224534,0.9740753638657246
442,C=CNC(O)O,0.2118319156524089,0.8812302098389592
443,CCOC(N)=O,0.2683313429481499,0.8550277632293847
444,CCNC(=O)O,0.2696606606906775,0.8422819963766128
445,CCN1OC1=O,0.2640432727573533,0.871760668191031
446,CC1NC(=O)O1,0.31078224676349747,0.9407210940525558
447,CC=NC(=O)O,0.1849361402117391,0.8538814702871077
448,O=C1NCCO1,0.34836126212696605,0.715503763430475
449,O=C(O)N1CC1,0.2571483155931699,0.772105201813407
450,O=C1OC2CN12,0.26339779556726556,0.8535907986524864
451,C=COC(N)=O,0.22683510115905428,0.8822101113903704
452,C=CNC(=O)O,0.21517985735552903,0.7861007158473987
453,C=CN1OC1=O,0.13410611052395463,0.8658938895107243
454,C=C1NC(=O)O1,0.16257915743195328,0.8374208425808564
455,C=C=NC(=O)O,0.23528482568480588,0.8226857538415212
456,O=c1[nH]cco1,0.32043406922003465,0.6795659307822253
457,O=C(O)N1C=C1,0.23295873500123698,0.7678614957627745
458,C#COC(N)=O,0.1637403741511247,0.8429135147037637
459,C#CNC(=O)O,0.15848560851575966,0.8436106828335582
460,C=NOCC,0.12918363934479604,0.9255253482910476
461,C=NOC(C)O,0.2340034699988042,0.8302174792223534
462,C=NOC(C)=O,0.21961343264620842,0.8251489891452214
463,C=NCC,0.23522846640972922,0.8995361070742822
464,C=NC(C)O,0.33396597723246985,0.7441103087583035
465,C=NC(C)=O,0.2950640639252955,0.7622732781959842
466,C=NC(C)(O)O,0.5920685341658823,0.97109092676049
467,C=NC1(C)OO1,0.4239660940518348,0.7454856702698074
468,C=NOC1CO1,0.1367506208821456,0.9394588739553094
469,C=NOCC=O,0.09970099190269512,0.9105319421746567
470,C=NCCO,0.23555189125938542,0.9166176455792171
471,C=NC1(O)CO1,0.4425298350559097,0.7278120255906698
472,C=NC(=O)CO,0.5056122079001082,0.5697598860640501
473,C=NCC=O,0.06677984809935499,0.9476663778234293
474,C=NC(O)C=O,0.3315463838442786,0.8669654034293205
475,C=NCC(O)O,0.20288123543513087,0.8470009143453521
476,C=NCC1OO1,0.15979148946185265,0.9284036985858397
477,C=NC1OC1O,0.18808722108191392,0.8922725386868181
478,C=NCC(=O)O,0.2755462812376648,0.8072546947618197
479,C=NC1OC1=O,0.3194551012649424,0.8058266526610476
480,C=CON=C,0.15222796958595555,0.9027925574606359
481,C=NOC(=C)O,0.28084376509682246,0.8604202174242747
482,C=CN=C,0.1255924162917785,0.9598942239470374
483,C=NC(=C)O,0.361108437692266,0.7053568838361165
484,C=NC=CO,0.11668227984191544,0.9061891750540413
485,C=NC=C=O,0.05965785737667578,0.9448794132240199
486,C=NC=C(O)O,0.2606635684191456,0.7830059489136925
487,C#CN=C,0.0823910772589421,0.9176226351091143
488,CCOC=N,0.14745852415886695,0.8869251116618164
489,CC(O)OC=N,0.30519336756252674,0.8596873765496996
490,CC1OC=NO1,0.4948639645586181,0.7989091251003198
491,CC(=O)OC=N,0.23077454033417702,0.7830610784409374
