,smiles,min_dist_all,natoms,drugbank_matches
16366,C1=C(C2OO2)C1,6.0,6,0
16367,NOC(O)C1=CC1,6.0,7,0
16368,C1=C(C2ONO2)C1,7.0,7,0
16369,OC1OC2=C1C2,6.0,6,0
16370,NOC1OC2=C1C2,7.0,7,0
16371,NC1=C(C(O)O)C1,5.0,7,0
16372,NC1=C(C2OO2)C1,6.0,7,0
16373,OC1ONC2=C1C2,6.0,7,0
16374,C1C2=C1N1OC2O1,7.0,7,0
16375,O1C2OC3C1C23,7.0,6,0
16376,NC12C3OC1C2O3,8.0,7,0
16377,NC1C2OC(O)C12,5.0,7,0
16378,N1OC2OC3C1C23,6.0,7,0
16379,NC1C2OC3OC312,6.0,7,0
16380,OC1OC2C3NC132,6.0,7,0
16381,O1C2ON3C4C1C243,7.0,7,0
16382,NC12OC3OC1C32,6.0,7,0
16383,N1C23OC4OC2C143,7.0,7,0
16384,N=C1C2OC(O)C12,6.0,7,0
16385,N1=C2C3OC(O1)C23,7.0,7,0
16386,N=C1C2OC3OC132,7.0,7,0
16387,OC1OC2C3=NC312,7.0,7,0
16388,OC1OC2C=C12,6.0,6,0
16389,NOC1OC2C=C21,7.0,7,0
16390,O1C2=C3C1OC23,7.0,6,0
16391,NC1=C2C(O)OC12,6.0,7,0
16392,N1OC2OC3C1=C23,7.0,7,0
16393,NC1C2C3OC12O3,6.0,7,0
16394,N1C2C34OC(O3)C124,7.0,7,0
16395,N=C1C2C3OC12O3,7.0,7,0
16396,N1=C2C34OC(O3)C124,8.0,7,0
16397,C1=C2C3OC12O3,7.0,6,0
16398,NC1=C2C3OC12O3,7.0,7,0
16399,OC(O)C1C2NC21,5.0,7,0
16400,N1C2C1C2C1OO1,6.0,7,0
16401,OC1ON2C3C1C32,6.0,7,0
16402,OC1OC12C1NC12,6.0,7,0
16403,O1C2OC23C2C3N12,7.0,7,0
16404,OC(O)C12C3C1N32,6.0,7,0
16405,O1OC1C12C3C1N32,7.0,7,0
16406,OC1OC23NC2C13,6.0,7,0
16407,O1C2OC34C2C3N14,7.0,7,0
16408,N1C2C13OC1OC123,7.0,7,0
16409,OC1OC23C4N2C143,7.0,7,0
16410,OC(O)C1C2=NC21,6.0,7,0
16411,N1=C2C1C2C1OO1,7.0,7,0
16412,OC1OC12C1=NC12,7.0,7,0
16413,NC1C=C1C(O)O,4.0,7,0
16414,NC1C=C1C1OO1,5.0,7,0
16415,OC1ONC2C=C21,5.0,7,0
16416,C1=C2C3ON(O3)C12,6.0,7,0
16417,NC1C2=C1C(O)O2,5.0,7,0
16418,N1OC2OC3=C2C13,6.0,7,0
16419,OC(O)C1=C2NC21,5.0,7,0
16420,N1C2=C(C3OO3)C12,6.0,7,0
16421,OC1ON2C3=C1C32,6.0,7,0
16422,N1C23OC4OC12C43,7.0,7,0
16423,O1C2OC34N5C13C254,8.0,7,0
16424,OC1OC23N=C2C13,7.0,7,0
16425,N1=C2C13OC1OC213,8.0,7,0
16426,NC12C=C1C(O)O2,5.0,7,0
16427,C1=C2C3ONC12O3,6.0,7,0
16428,NC12OC3OC1=C32,6.0,7,0
16429,OC1OC23NC2=C13,6.0,7,0
16430,O1C2OC34C2=C3N14,7.0,7,0
16431,N=c1cc1C(O)O,5.0,7,0
16432,N=c1cc1C1OO1,6.0,7,0
16433,OC1ON=C2C=C21,6.0,7,0
16434,N=c1c2c1C(O)O2,6.0,7,0
16435,N1=C2C3=C2C(O1)O3,7.0,7,0
16436,OC(O)C1=C2N=C21,6.0,7,0
16437,N1=C2C1=C2C1OO1,7.0,7,0
16438,C=COC(O)CN,5.0,7,4
16439,C=COC1CNO1,6.0,7,0
16440,C=COC1OC1N,6.0,7,0
16441,C=COC(O)C=N,6.0,7,0
16442,C=COC1C=NO1,7.0,7,0
16443,C=COC1OC1=N,7.0,7,0
16444,C=COC(O)C#N,7.0,7,0
16445,C=C1OC(CN)O1,6.0,7,0
16446,C=C1OC(C=N)O1,7.0,7,0
16447,C=C1OC(C#N)O1,8.0,7,0
16448,C=CNCC(O)O,5.0,7,0
16449,C=CNCC1OO1,6.0,7,0
16450,C=CN1CC(O)O1,6.0,7,0
16451,C=CNC1OC1O,6.0,7,0
16452,C=CN1OC2OC21,7.0,7,0
16453,C=CNC12OC1O2,7.0,7,0
16454,C=CN=CC(O)O,6.0,7,0
16455,C=CN=CC1OO1,7.0,7,0
16456,C=CN=C1OC1O,7.0,7,0
16457,C=C1NCC(O)O1,6.0,7,0
16458,C=C1OC2CN1O2,7.0,7,0
16459,C=C1NC2OC2O1,7.0,7,0
16460,C=C1N=CC(O)O1,7.0,7,0
16461,C=C1N=C2OC2O1,8.0,7,0
16462,C=C=NCC(O)O,6.0,7,0
16463,C=C=NCC1OO1,7.0,7,0
16464,C=C=NC1OC1O,7.0,7,0
16465,C=C=NC12OC1O2,8.0,7,0
16466,C=CCC(O)O,5.0,6,4
16467,C=CCC1OO1,6.0,6,0
16468,C=CCC(O)ON,6.0,7,0
16469,C=CCC1ONO1,7.0,7,0
16470,C=CC1OC1O,6.0,6,0
16471,C=CC1OC1ON,7.0,7,0
16472,C=CC12OC1O2,6.0,6,0
16473,C=CC(N)C(O)O,5.0,7,0
16474,C=CC(N)C1OO1,6.0,7,0
16475,C=CC1NOC1O,6.0,7,0
16476,C=CC1C2ON1O2,7.0,7,0
16477,C=CC1(N)OC1O,6.0,7,0
16478,C=CC12NOC1O2,7.0,7,0
16479,C=CC(=N)C(O)O,6.0,7,0
16480,C=CC(=N)C1OO1,7.0,7,0
16481,C=CC1=NOC1O,7.0,7,0
16482,C=C1CC(O)O1,6.0,6,0
16483,C=C1CC(ON)O1,7.0,7,0
16484,C=C1OC2OC12,7.0,6,0
16485,C=C1OC(O)C1N,6.0,7,0
16486,C=C1OC2ONC12,7.0,7,0
16487,C=C1OC2OC12N,7.0,7,0
16488,C=C1OC(O)C1=N,7.0,7,0
16489,C=C1OC2ON=C12,8.0,7,0
16490,C=C(N)CC(O)O,6.0,7,0
16491,C=C(N)CC1OO1,7.0,7,0
16492,C=C1CC(O)ON1,7.0,7,0
16493,C=C1CC2ON1O2,8.0,7,0
16494,C=C(N)C1OC1O,7.0,7,0
16495,C=C1NOC2OC12,8.0,7,0
16496,C=C(N)C12OC1O2,7.0,7,0
16497,C=C1NC1C(O)O,6.0,7,0
16498,C=C1NC1C1OO1,7.0,7,0
16499,C=C1C2C(O)ON12,7.0,7,0
16500,C=C1NC12OC2O,7.0,7,0
16501,C=C1N2OC3OC132,8.0,7,0
16502,C=C1N=C1C(O)O,7.0,7,0
16503,C=C1N=C1C1OO1,8.0,7,0
16504,C=C=CC(O)O,5.0,6,0
16505,C=C=CC1OO1,6.0,6,0
16506,C=C=CC(O)ON,6.0,7,0
16507,C=C=CC1ONO1,7.0,7,0
16508,C=C=C1OC1O,6.0,6,0
16509,C=C=C1OC1ON,7.0,7,0
16510,C=C=C(N)C(O)O,6.0,7,0
16511,C=C=C(N)C1OO1,7.0,7,0
16512,C=C=C1NOC1O,7.0,7,0
16513,C=C=C1C2ON1O2,8.0,7,0
16514,NCC1OC=CO1,6.0,7,0
16515,N=CC1OC=CO1,7.0,7,0
16516,N#CC1OC=CO1,8.0,7,0
16517,OC1CNC=CO1,6.0,7,0
16518,C1=CN2CC(O1)O2,7.0,7,0
16519,C1=COC2OC2N1,7.0,7,0
16520,OC1C=NC=CO1,7.0,7,0
16521,C1=COC2OC2=N1,8.0,7,0
16522,C1=C2NCC(O1)O2,7.0,7,0
16523,C1=NC2=COC1O2,8.0,7,0
16524,OC1CN=C=CO1,7.0,7,0
16525,C1=COC2OC2N=1,8.0,7,0
16526,OC1CC=CO1,6.0,6,0
16527,NOC1CC=CO1,7.0,7,0
16528,C1=CC2OC2O1,7.0,6,0
16529,NC1C=COC1O,6.0,7,0
16530,C1=CC2NOC2O1,7.0,7,0
16531,NC12C=COC1O2,7.0,7,0
16532,N=C1C=COC1O,7.0,7,0
16533,C1=CC2=NOC2O1,8.0,7,0
16534,C1=C2CC(O1)O2,7.0,6,0
16535,NC1C2=COC1O2,7.0,7,0
16536,N=C1C2=COC1O2,8.0,7,0
16537,NC1=COC(O)C1,7.0,7,0
16538,C1=C2CC(O1)ON2,8.0,7,0
16539,NC1=COC2OC12,8.0,7,0
16540,OC1OC=C2NC21,7.0,7,0
16541,C1=C2C3C(O1)ON23,8.0,7,0
16542,C1=C2NC23OC3O1,8.0,7,0
16543,OC1OC=C2N=C21,8.0,7,0
16544,OC1C=C=CO1,6.0,6,0
16545,NOC1C=C=CO1,7.0,7,0
16546,C1=COC2OC=12,7.0,6,0
16547,NC1=C=COC1O,7.0,7,0
16548,C1=COC2ONC=12,8.0,7,0
16549,C1=C2OC(CN1)O2,7.0,7,0
16550,C1=NC=C2OC1O2,8.0,7,0
16551,C1=NCC2OC=1O2,8.0,7,0
16552,C1=C2OC(C1)O2,7.0,6,0
16553,NC1C=C2OC1O2,7.0,7,0
16554,N=C1C=C2OC1O2,8.0,7,0
16555,NC1=C2OC(C1)O2,8.0,7,0
16556,N1C2=C3OC(O3)C12,8.0,7,0
16557,N1=C2C1=C1OC2O1,9.0,7,0
16558,C1=CC2OC=1O2,7.0,6,0
16559,NC1=C=C2OC1O2,8.0,7,0
16560,OC(O)CN1C=C1,6.0,7,0
16561,C1=CN1CC1OO1,7.0,7,0
16562,OC1OC1N1C=C1,7.0,7,0
16563,C1=CN1C12OC1O2,8.0,7,0
16564,OC1CN2C=C2O1,7.0,7,0
16565,C1=C2OC3OC3N12,8.0,7,0
16566,NC=CCC(O)O,4.0,7,0
16567,NC=CCC1OO1,5.0,7,0
16568,OC1CC=CNO1,5.0,7,0
16569,C1=CN2OC(C1)O2,6.0,7,0
16570,NC=CC1OC1O,5.0,7,0
16571,C1=CC2OC2ON1,6.0,7,0
16572,NC=CC12OC1O2,6.0,7,0
16573,OC(O)C1C=CN1,5.0,7,0
16574,C1=CC(C2OO2)N1,6.0,7,0
16575,OC1ON2C=CC12,6.0,7,0
16576,OC1OC12C=CN2,6.0,7,0
16577,C1=CC23OC2ON13,7.0,7,0
16578,OC(O)C1=NC=C1,6.0,7,0
16579,C1=CC(C2OO2)=N1,7.0,7,0
16580,NC=C1CC(O)O1,5.0,7,0
16581,C1=C2CC(ON1)O2,6.0,7,0
16582,NC=C1OC2OC12,6.0,7,0
16583,OC1OC2=CNC21,6.0,7,0
16584,C1=C2OC3ON1C23,7.0,7,0
16585,C1=C2OC3OC23N1,7.0,7,0
16586,OC1OC2=CN=C21,7.0,7,0
16587,OC(O)CC1=CN1,5.0,7,0
16588,C1=C(CC2OO2)N1,6.0,7,0
16589,OC1CC2=CN2O1,6.0,7,0
16590,OC1OC1C1=CN1,6.0,7,0
16591,C1=C2C3OC3ON12,7.0,7,0
16592,C1=C(C23OC2O3)N1,7.0,7,0
16593,OC(O)C1C2=CN21,6.0,7,0
16594,C1=C2C(C3OO3)N12,7.0,7,0
16595,OC1OC12C1=CN12,7.0,7,0
16596,NC=C=CC(O)O,4.0,7,0
16597,NC=C=CC1OO1,5.0,7,0
16598,OC1C=C=CNO1,5.0,7,0
16599,C1=CC2ON(C=1)O2,6.0,7,0
16600,NC=C=C1OC1O,5.0,7,0
16601,C1=CNOC2OC=12,6.0,7,0
16602,OC(O)C1=C=CN1,5.0,7,0
16603,C1=CNC=1C1OO1,6.0,7,0
16604,OC1ON2C=C=C12,6.0,7,0
16605,C1C2OC3=C(O2)N13,8.0,7,0
16606,NC1=CCC(O)O1,5.0,7,0
16607,C1=C2NOC(C1)O2,6.0,7,0
16608,NC1=CC2OC2O1,6.0,7,0
16609,OC1OC2=CC1N2,6.0,7,0
16610,C1=C2OC3ON2C13,7.0,7,0
16611,C1=C2NC13OC3O2,7.0,7,0
16612,OC1OC2=CC1=N2,7.0,7,0
16613,NC1=C2CC(O1)O2,6.0,7,0
16614,N1C2=C3OC(O2)C13,7.0,7,0
16615,N1=C2C3=C1OC2O3,8.0,7,0
16616,OC1CC2=C(N2)O1,6.0,7,0
16617,C1C2=C3OC1ON23,7.0,7,0
16618,N1C2=C1C1OC1O2,7.0,7,0
16619,OC1OC2=C3C1N23,7.0,7,0
16620,O1C2=C3N2C32OC12,8.0,7,0
16621,NC1=C=CC(O)O1,5.0,7,0
16622,C1=CC2ONC=1O2,6.0,7,0
16623,NC1=C=C2OC2O1,6.0,7,0
16624,OC1OC2=C=C1N2,6.0,7,0
16625,C1=C2OC3ON2C=13,7.0,7,0
16626,N=C=CCC(O)O,5.0,7,0
16627,N=C=CCC1OO1,6.0,7,0
16628,OC1CC=C=NO1,6.0,7,0
16629,N=C=CC1OC1O,6.0,7,0
16630,C1=CC2OC2ON=1,7.0,7,0
16631,N=C=CC12OC1O2,7.0,7,0
16632,OC(O)C1C=C=N1,6.0,7,0
16633,C1=CC(C2OO2)N=1,7.0,7,0
16634,OC1OC12C=C=N2,7.0,7,0
16635,N=C=C1CC(O)O1,6.0,7,0
16636,C1=NOC2CC=1O2,7.0,7,0
16637,N=C=C1OC2OC12,7.0,7,0
16638,OC1OC2=C=NC21,7.0,7,0
16639,C1=NC23OC2OC=13,8.0,7,0
16640,OC(O)CC1=C=N1,6.0,7,0
16641,C1=NC=1CC1OO1,7.0,7,0
16642,OC1OC1C1=C=N1,7.0,7,0
16643,C1=NC=1C12OC1O2,8.0,7,0
16644,N=C=C=CC(O)O,5.0,7,0
16645,N=C=C=CC1OO1,6.0,7,0
16646,OC1C=C=C=NO1,6.0,7,0
16647,N=C=C=C1OC1O,6.0,7,0
16648,C1=C=C2OC2ON=1,7.0,7,0
16649,OC(O)C1=C=C=N1,6.0,7,0
16650,C1=C=C(C2OO2)N=1,7.0,7,0
16651,OC(O)C1C=C1,6.0,6,0
16652,C1=CC1C1OO1,7.0,6,0
16653,NOC(O)C1C=C1,7.0,7,0
16654,C1=CC1C1ONO1,8.0,7,0
16655,OC1OC12C=C2,7.0,6,0
16656,NOC1OC12C=C2,8.0,7,0
16657,NC1(C(O)O)C=C1,6.0,7,0
16658,NC1(C2OO2)C=C1,7.0,7,0
16659,OC1ONC12C=C2,7.0,7,0
16660,C1=CC12C1ON2O1,8.0,7,0
16661,OC1OC2=CC21,7.0,6,0
16662,NOC1OC2=CC21,8.0,7,0
16663,C1=C2OC3OC123,8.0,6,0
16664,NC12C=C1OC2O,7.0,7,0
16665,C1=C2OC3ONC123,8.0,7,0
16666,NC1=CC1C(O)O,5.0,7,0
16667,NC1=CC1C1OO1,6.0,7,0
16668,OC1ONC2=CC21,6.0,7,0
16669,C1=C2C1C1ON2O1,7.0,7,0
16670,NC1=CC12OC2O,6.0,7,0
16671,C1=C2NOC3OC123,7.0,7,0
16672,OC(O)C12C=C1N2,6.0,7,0
16673,C1=C2NC12C1OO1,7.0,7,0
16674,OC1ON2C3=CC312,7.0,7,0
16675,OC(O)C1=C=C1,6.0,6,0
16676,C1=CC=1C1OO1,7.0,6,0
16677,NOC(O)C1=C=C1,7.0,7,0
16678,C1=CC=1C1ONO1,8.0,7,0
16679,O1C2=C3OC1C23,8.0,6,0
16680,NC12C3=C1OC2O3,8.0,7,0
16681,NC1=C2OC(O)C12,6.0,7,0
16682,N1OC2OC3=C1C32,7.0,7,0
16683,NC1=C2OC3OC123,7.0,7,0
16684,OC1OC2=C3NC321,7.0,7,0
16685,O1C2=C3N4OC1C234,8.0,7,0
16686,OC1OC2=C=C21,7.0,6,0
16687,NOC1OC2=C=C21,8.0,7,0
16688,OC(O)C1C2=C1N2,6.0,7,0
16689,N1C2=C1C2C1OO1,7.0,7,0
16690,OC1ON2C3=C2C31,7.0,7,0
16691,OC1OC12C1=C2N1,7.0,7,0
16692,O1C2OC23C2=C3N12,8.0,7,0
16693,OC(O)C12C3=C1N32,7.0,7,0
16694,O1OC1C12C3=C1N32,8.0,7,0
16695,NC1=C=C1C(O)O,5.0,7,0
16696,NC1=C=C1C1OO1,6.0,7,0
16697,OC1ONC2=C=C21,6.0,7,0
16698,C1=C2C=1N1OC2O1,7.0,7,0
16699,C#COC(O)CN,6.0,7,0
16700,C#COC1CNO1,7.0,7,0
16701,C#COC1OC1N,7.0,7,0
16702,C#COC(O)C=N,7.0,7,0
16703,C#COC1C=NO1,8.0,7,0
16704,C#COC1OC1=N,8.0,7,0
16705,C#COC(O)C#N,8.0,7,0
16706,C#CNCC(O)O,6.0,7,0
16707,C#CNCC1OO1,7.0,7,0
16708,C#CN1CC(O)O1,7.0,7,0
16709,C#CNC1OC1O,7.0,7,0
16710,C#CN1OC2OC21,8.0,7,0
16711,C#CNC12OC1O2,8.0,7,0
16712,C#CN=CC(O)O,7.0,7,0
16713,C#CN=CC1OO1,8.0,7,0
16714,C#CN=C1OC1O,8.0,7,0
16715,C#CCC(O)O,6.0,6,0
16716,C#CCC1OO1,7.0,6,0
16717,C#CCC(O)ON,7.0,7,0
16718,C#CCC1ONO1,8.0,7,0
16719,C#CC1OC1O,7.0,6,0
16720,C#CC1OC1ON,8.0,7,0
16721,C#CC12OC1O2,7.0,6,0
16722,C#CC(N)C(O)O,6.0,7,0
16723,C#CC(N)C1OO1,7.0,7,0
16724,C#CC1NOC1O,7.0,7,0
16725,C#CC1C2ON1O2,8.0,7,0
16726,C#CC1(N)OC1O,7.0,7,0
16727,C#CC12NOC1O2,8.0,7,0
16728,C#CC(=N)C(O)O,7.0,7,0
16729,C#CC(=N)C1OO1,8.0,7,0
16730,C#CC1=NOC1O,8.0,7,0
16731,NCC1OC#CO1,7.0,7,0
16732,N=CC1OC#CO1,8.0,7,0
16733,N#CC1OC#CO1,9.0,7,0
16734,OC1CNC#CO1,7.0,7,0
16735,C1#CN2CC(O1)O2,8.0,7,0
16736,C1#COC2OC2N1,8.0,7,0
16737,OC1C=NC#CO1,8.0,7,0
16738,C1#COC2OC2=N1,9.0,7,0
16739,OC1CC#CO1,7.0,6,0
16740,NOC1CC#CO1,8.0,7,0
16741,C1#CC2OC2O1,8.0,6,0
16742,NC1C#COC1O,7.0,7,0
16743,C1#CC2NOC2O1,8.0,7,0
16744,NC12C#COC1O2,8.0,7,0
16745,N=C1C#COC1O,8.0,7,0
16746,C1#CC2=NOC2O1,9.0,7,0
16747,OC(O)CN1C#C1,7.0,7,0
16748,C1#CN1CC1OO1,8.0,7,0
16749,OC1OC1N1C#C1,8.0,7,0
16750,C1#CN1C12OC1O2,9.0,7,0
16751,NC#CCC(O)O,5.0,7,0
16752,NC#CCC1OO1,6.0,7,0
16753,OC1CC#CNO1,6.0,7,0
16754,C1#CN2OC(C1)O2,7.0,7,0
16755,NC#CC1OC1O,6.0,7,0
16756,C1#CC2OC2ON1,7.0,7,0
16757,NC#CC12OC1O2,7.0,7,0
16758,OC(O)C1C#CN1,6.0,7,0
16759,C1#CC(C2OO2)N1,7.0,7,0
16760,OC1ON2C#CC12,7.0,7,0
16761,OC1OC12C#CN2,7.0,7,0
16762,C1#CC23OC2ON13,8.0,7,0
16763,OC(O)C1=NC#C1,7.0,7,0
16764,C1#CC(C2OO2)=N1,8.0,7,0
16765,OC(O)C1C#C1,7.0,6,0
16766,C1#CC1C1OO1,8.0,6,0
16767,NOC(O)C1C#C1,8.0,7,0
16768,C1#CC1C1ONO1,9.0,7,0
16769,OC1OC12C#C2,8.0,6,0
16770,NOC1OC12C#C2,9.0,7,0
16771,NC1(C(O)O)C#C1,7.0,7,0
16772,NC1(C2OO2)C#C1,8.0,7,0
16773,OC1ONC12C#C2,8.0,7,0
16774,C1#CC12C1ON2O1,9.0,7,0
16775,O=C(O)C1CNC1,3.0,7,4
16776,O=C1ON2CC1C2,4.0,7,0
16777,O=C1OC12CNC2,4.0,7,0
16778,O=C(O)C12CN1C2,4.0,7,0
16779,O=C1OC2NCC12,4.0,7,0
16780,O=C1OC2N3CC123,5.0,7,0
16781,O=C(O)C1C=NC1,4.0,7,0
16782,O=C1OC12C=NC2,5.0,7,0
16783,O=C1OC2=NCC12,5.0,7,0
16784,C=C(CN)C(=O)O,2.0,7,5
16785,C=C1CNOC1=O,3.0,7,0
16786,NCC1=COC1=O,3.0,7,0
16787,O=C(O)C1=CNC1,3.0,7,0
16788,O=c1on2cc1C2,4.0,7,0
16789,O=C1OC2=C1CN2,4.0,7,0
16790,O=C(O)C1=C=NC1,4.0,7,0
16791,O=C1OC2N=CC12,5.0,7,0
16792,C=C1C(=O)OC1N,3.0,7,0
16793,O=C1OC2NC=C12,4.0,7,0
16794,O=C1OC2N=C=C12,5.0,7,0
16795,C=C(C=N)C(=O)O,3.0,7,0
16796,C=C1C=NOC1=O,4.0,7,0
16797,N=CC1=COC1=O,4.0,7,0
16798,O=C(O)C1=CN=C1,4.0,7,0
16799,O=c1oc2ncc1=2,5.0,7,0
16800,C=C1C(=N)OC1=O,4.0,7,0
16801,O=c1oc2ncc1-2,5.0,7,0
16802,C=C(C#N)C(=O)O,4.0,7,5
16803,N#CC1=COC1=O,5.0,7,0
16804,O=C(O)CN1CC1,3.0,7,0
16805,O=C1OC1N1CC1,4.0,7,0
16806,O=C1CN2CC2O1,4.0,7,0
16807,NCCCC(=O)O,2.0,7,289
16808,O=C1CCCNO1,3.0,7,0
16809,NCCC1OC1=O,3.0,7,0
16810,O=C(O)C1CCN1,3.0,7,0
16811,O=C1ON2CCC12,4.0,7,0
16812,O=C1OC12CCN2,4.0,7,0
16813,O=C(O)C1=NCC1,4.0,7,0
16814,NCC1CC(=O)O1,3.0,7,0
16815,O=C1OC2CNC12,4.0,7,0
16816,O=C1OC2CN=C12,5.0,7,0
16817,O=C(O)CC1CN1,3.0,7,0
16818,O=C1CC2CN2O1,4.0,7,0
16819,O=C1OC1C1CN1,4.0,7,0
16820,O=C(O)C1C2CN21,4.0,7,0
16821,O=C1OC12C1CN12,5.0,7,0
16822,O=C1CC2(CN2)O1,4.0,7,0
16823,O=C1OC23CN2C13,5.0,7,0
16824,O=C(O)CC1=NC1,4.0,7,0
16825,O=C1OC1C1=NC1,5.0,7,0
16826,NCC=CC(=O)O,2.0,7,24
16827,O=C1C=CCNO1,3.0,7,0
16828,NCC=C1OC1=O,3.0,7,0
16829,O=C(O)C1=CCN1,3.0,7,0
16830,O=C1ON2CC=C12,4.0,7,0
16831,NCC1=CC(=O)O1,3.0,7,0
16832,O=C1OC2=C1NC2,4.0,7,0
16833,O=C(O)C=C1CN1,3.0,7,0
16834,O=c1cc2n(o1)C2,4.0,7,0
16835,O=C1OC1=C1CN1,4.0,7,0
16836,O=C(O)C1=C2CN21,4.0,7,0
16837,NCC#CC(=O)O,3.0,7,0
16838,O=C1C#CCNO1,4.0,7,0
16839,NC1CCC(=O)O1,3.0,7,0
16840,O=C1OC2CC1N2,4.0,7,0
16841,O=C1OC2CC1=N2,5.0,7,0
16842,O=C1CC2NC2O1,4.0,7,0
16843,O=C1OC2C3C1N23,5.0,7,0
16844,O=C1CC2=NC2O1,5.0,7,0
16845,NC1C=CC(=O)O1,3.0,7,0
16846,O=C1OC2C=C1N2,4.0,7,0
16847,O=C1C=C2NC2O1,4.0,7,0
16848,O=C1OC2C3=C1N32,5.0,7,0
16849,NC1C#CC(=O)O1,4.0,7,0
16850,N=CCCC(=O)O,3.0,7,9
16851,O=C1CCC=NO1,4.0,7,0
16852,N=CCC1OC1=O,4.0,7,0
16853,O=C(O)C1CC=N1,4.0,7,0
16854,O=C1OC12CC=N2,5.0,7,0
16855,N=CC1CC(=O)O1,4.0,7,0
16856,O=C1OC2C=NC12,5.0,7,0
16857,O=C(O)CC1C=N1,4.0,7,0
16858,O=C1OC1C1C=N1,5.0,7,0
16859,O=C1CC2(C=N2)O1,5.0,7,0
16860,N=CC=CC(=O)O,3.0,7,0
16861,O=c1cccno1,4.0,7,0
16862,N=CC=C1OC1=O,4.0,7,0
16863,O=C(O)C1=CC=N1,4.0,7,0
16864,N=CC1=CC(=O)O1,4.0,7,0
16865,O=c1oc2cnc1=2,5.0,7,0
16866,O=C(O)C=C1C=N1,4.0,7,0
16867,O=C1OC1=C1C=N1,5.0,7,0
16868,N=CC#CC(=O)O,4.0,7,0
16869,O=c1c#ccno1,5.0,7,0
16870,N=C1CCC(=O)O1,4.0,7,0
16871,O=C1OC2=NC1C2,5.0,7,0
16872,O=C1CC2N=C2O1,5.0,7,0
16873,N=C1C=CC(=O)O1,4.0,7,0
16874,O=C1OC2=NC1=C2,5.0,7,0
16875,O=c1cc2nc-2o1,5.0,7,0
16876,N=C1C#CC(=O)O1,5.0,7,0
16877,N#CCCC(=O)O,4.0,7,0
16878,N#CCC1OC1=O,5.0,7,0
16879,N#CC1CC(=O)O1,5.0,7,0
16880,N#CC=CC(=O)O,4.0,7,1
16881,N#CC=C1OC1=O,5.0,7,0
16882,N#CC1=CC(=O)O1,5.0,7,0
16883,N#CC#CC(=O)O,5.0,7,0
16884,O=C(O)C1CC1,4.0,6,23
16885,NOC(=O)C1CC1,5.0,7,0
16886,O=C1OC12CC2,5.0,6,0
16887,NC1(C(=O)O)CC1,5.0,7,5
16888,O=C1ONC12CC2,6.0,7,0
16889,O=C1OC2CC12,5.0,6,0
16890,NC12CC1OC2=O,6.0,7,0
16891,NC1CC1C(=O)O,3.0,7,0
16892,O=C1ONC2CC12,4.0,7,0
16893,NC1CC12OC2=O,4.0,7,0
16894,O=C(O)C12CC1N2,4.0,7,0
16895,O=C1ON2C3CC132,5.0,7,0
16896,NC12CC1C(=O)O2,4.0,7,0
16897,O=C1OC23CC12N3,5.0,7,0
16898,N=C1CC1C(=O)O,4.0,7,0
16899,O=C1ON=C2CC12,5.0,7,0
16900,N=C1CC12OC2=O,5.0,7,0
16901,O=C(O)C12CC1=N2,5.0,7,0
16902,O=C(O)C1=CC1,4.0,6,0
16903,NOC(=O)C1=CC1,5.0,7,0
16904,O=C1OC2=C1C2,5.0,6,0
16905,NC1=C(C(=O)O)C1,4.0,7,0
16906,O=c1o[nH]c2c1C2,5.0,7,0
16907,NC1C2OC(=O)C12,4.0,7,0
16908,O=C1OC2C3NC132,5.0,7,0
16909,N=C1C2OC(=O)C12,5.0,7,0
16910,O=C1OC2C3=NC132,6.0,7,0
16911,O=C1OC2C=C12,5.0,6,0
16912,NC1=C2C(=O)OC12,5.0,7,0
16913,O=C(O)C1C2NC21,4.0,7,0
16914,O=C1ON2C3C1C32,5.0,7,0
16915,O=C1OC12C1NC12,5.0,7,0
16916,O=C(O)C12C3C1N32,5.0,7,0
16917,O=C1OC23NC2C13,5.0,7,0
16918,O=C1OC23C4N2C143,6.0,7,0
16919,O=C(O)C1C2=NC21,5.0,7,0
16920,O=C1OC12C1=NC12,6.0,7,0
16921,NC1C=C1C(=O)O,3.0,7,0
16922,O=C1ONC2C=C12,4.0,7,0
16923,NC1C2=C1C(=O)O2,4.0,7,0
16924,O=C(O)C1=C2NC21,4.0,7,0
16925,O=c1on2c3c1C32,5.0,7,0
16926,O=C1OC23N=C2C13,6.0,7,0
16927,NC12C=C1C(=O)O2,4.0,7,0
16928,O=C1OC23NC2=C13,5.0,7,0
16929,N=c1cc1C(=O)O,4.0,7,0
16930,O=c1onc2cc1-2,5.0,7,0
16931,N=c1c2c1C(=O)O2,5.0,7,0
16932,O=C(O)C1=C2N=C21,5.0,7,0
16933,C=COC(=O)CN,4.0,7,0
16934,C=COC(=O)C=N,5.0,7,0
16935,C=COC(=O)C#N,6.0,7,0
16936,C=CNCC(=O)O,4.0,7,4
16937,C=CN1CC(=O)O1,5.0,7,0
16938,C=CNC1OC1=O,5.0,7,0
16939,C=CN=CC(=O)O,5.0,7,1
16940,C=CN=c1oc1=O,6.0,7,0
16941,C=C1NCC(=O)O1,5.0,7,0
16942,C=C1N=CC(=O)O1,6.0,7,0
16943,C=C=NCC(=O)O,5.0,7,0
16944,C=C=NC1OC1=O,6.0,7,0
