,smiles,min_dist_all,natoms
5651,CN=C1CCO1,6.0,6
5652,CN=C1OCC1O,7.0,7
5653,CN=C1OCC1=O,8.0,7
5654,CN=C(O)CCO,6.0,7
5655,CN=C1CCOO1,7.0,7
5656,CN=C(O)C1CO1,7.0,7
5657,CN=C1OC1CO,7.0,7
5658,CN=C1OC12CO2,8.0,7
5659,C=CCONC,4.0,6
5660,C=CCOONC,5.0,7
5661,C=CCON(C)O,5.0,7
5662,C=C(O)CONC,5.0,7
5663,C=C(CO)ONC,5.0,7
5664,C=C1CON(C)O1,6.0,7
5665,C=C(CO)NC,4.0,6
5666,C=C(COO)NC,5.0,7
5667,C=C1CON1C,5.0,6
5668,C=C(CO)N(C)O,5.0,7
5669,C=C1COON1C,6.0,7
5670,CNOC1=COC1,6.0,7
5671,CNC1=COC1,5.0,6
5672,CN(O)C1=COC1,6.0,7
5673,CNOCC=CO,5.0,7
5674,CNOC=CCO,5.0,7
5675,CN1OC=CCO1,6.0,7
5676,CNOC=C1CO1,6.0,7
5677,CNOCC1=CO1,6.0,7
5678,CNC(=CO)CO,5.0,7
5679,CNC1=COOC1,6.0,7
5680,CN1OCC1=CO,6.0,7
5681,Cn1occ1CO,6.0,7
5682,CNOC1=CCO1,5.0,7
5683,CNC1=C(O)OC1,5.0,7
5684,Cn1oc2c1CO2,6.0,7
5685,CNOCC=C=O,5.0,7
5686,CNC(=C=O)CO,5.0,7
5687,CN1OCC1=C=O,6.0,7
5688,CNC=CCO,4.0,6
5689,CNC=CCOO,5.0,7
5690,CN1C=CCO1,5.0,6
5691,CN(O)C=CCO,5.0,7
5692,CN1C=CCOO1,6.0,7
5693,CNC=C1CO1,5.0,6
5694,CN(O)C=C1CO1,6.0,7
5695,CNC=C(O)CO,5.0,7
5696,CNC=C1COO1,6.0,7
5697,CN1C=C(O)CO1,6.0,7
5698,Cn1cc(CO)o1,6.0,7
5699,CN1C=C1CO,5.0,6
5700,CN1C=C1COO,6.0,7
5701,CNC1=CCO1,5.0,6
5702,CN(O)C1=CCO1,6.0,7
5703,CNC1=C(O)CO1,6.0,7
5704,Cn1oc2c1OC2,7.0,7
5705,CN1C2=C1OC2,6.0,6
5706,CNC(O)=CCO,5.0,7
5707,CNC1=CCOO1,6.0,7
5708,CN1OCC=C1O,6.0,7
5709,CN1OC1=CCO,6.0,7
5710,CNC(O)=C1CO1,6.0,7
5711,CN1OC1=C1CO1,7.0,7
5712,CNC1=C(CO)O1,6.0,7
5713,CN1OCC2=C1O2,7.0,7
5714,CN1C(O)=C1CO,6.0,7
5715,CN1C2=C1OOC2,7.0,7
5716,CN=C=CCO,5.0,6
5717,CN=C=CCOO,6.0,7
5718,CN=C=C1CO1,6.0,6
5719,CN=C=C(O)CO,6.0,7
5720,CN=C=C1COO1,7.0,7
5721,C#CCONC,5.0,6
5722,C#CCOONC,6.0,7
5723,C#CCON(C)O,6.0,7
5724,CNOCC#CO,6.0,7
5725,CNOC#CCO,6.0,7
5726,CN1OC#CCO1,7.0,7
5727,CNC#CCO,5.0,6
5728,CNC#CCOO,6.0,7
5729,CN1C#CCO1,6.0,6
5730,CN(O)C#CCO,6.0,7
5731,CN1C#CCOO1,7.0,7
5732,CNC(C=O)C=O,5.0,7
5733,CN=C(C=O)C=O,6.0,7
5734,CNCCC=O,3.0,6
5735,CN(O)CCC=O,4.0,7
5736,CNCC(O)C=O,4.0,7
5737,CN1CC(C=O)O1,5.0,7
5738,CNCC(=O)C=O,5.0,7
5739,CN1CC1C=O,4.0,6
5740,CN1CC1(O)C=O,5.0,7
5741,CNC(O)CC=O,4.0,7
5742,CN1OC1CC=O,5.0,7
5743,CNC1OC1C=O,5.0,7
5744,CN1C(O)C1C=O,5.0,7
5745,CN1C2OC21C=O,6.0,7
5746,CNC(=O)CC=O,5.0,7
5747,CN1C(=O)C1C=O,6.0,7
5748,CN=CCC=O,4.0,6
5749,CN=CC(O)C=O,5.0,7
5750,CN=CC(=O)C=O,6.0,7
5751,CN=C(O)CC=O,5.0,7
5752,CN=C1OC1C=O,6.0,7
5753,C=C(C=O)ONC,4.0,7
5754,C=C(C=O)NC,3.0,6
5755,C=C(C=O)N(C)O,4.0,7
5756,CNOC=CC=O,4.0,7
5757,CNC(C=O)=CO,4.0,7
5758,Cn1occ1C=O,5.0,7
5759,CNC(=C=O)C=O,5.0,7
5760,CNC=CC=O,3.0,6
5761,CN(O)C=CC=O,4.0,7
5762,CNC=C(O)C=O,4.0,7
5763,Cn1cc(C=O)o1,5.0,7
5764,CN1C=C1C=O,4.0,6
5765,CNC(O)=CC=O,4.0,7
5766,CN1OC1=CC=O,5.0,7
5767,CNC1=C(C=O)O1,5.0,7
5768,CN1C(O)=C1C=O,5.0,7
5769,CN=C=CC=O,4.0,6
5770,CN=C=C(O)C=O,5.0,7
5771,CNOC#CC=O,5.0,7
5772,CNC#CC=O,4.0,6
5773,CN(O)C#CC=O,5.0,7
5774,CNC1C2OC1O2,5.0,7
5775,CN=C1C2OC1O2,6.0,7
5776,CNCCC(O)O,3.0,7
5777,CNCCC1OO1,4.0,7
5778,CN1CCC(O)O1,4.0,7
5779,CNCC1OC1O,4.0,7
5780,CN1CC2OC2O1,5.0,7
5781,CNCC12OC1O2,5.0,7
5782,CN1CC1C(O)O,4.0,7
5783,CN1CC1C1OO1,5.0,7
5784,CN1CC12OC2O,5.0,7
5785,CNC1CC(O)O1,4.0,7
5786,CN1OC2CC1O2,5.0,7
5787,CNC1OC2OC12,5.0,7
5788,CN1C2OC(O)C21,5.0,7
5789,CN1C2OC3OC321,6.0,7
5790,CNC12CC(O1)O2,5.0,7
5791,CN1C2C3OC21O3,6.0,7
5792,CN=CCC(O)O,4.0,7
5793,CN=CCC1OO1,5.0,7
5794,CN=CC1OC1O,5.0,7
5795,CN=CC12OC1O2,6.0,7
5796,CN=C1CC(O)O1,5.0,7
5797,CN=C1OC2OC12,6.0,7
5798,C=CC(O)ONC,3.0,7
5799,C=CC1ON(C)O1,4.0,7
5800,C=C1OC1ONC,4.0,7
5801,C=C(NC)C(O)O,3.0,7
5802,C=C(NC)C1OO1,4.0,7
5803,C=C1C(O)ON1C,4.0,7
5804,CNOC1C=CO1,4.0,7
5805,CNC1=COC1O,4.0,7
5806,CN1OC2OC=C21,5.0,7
5807,CNC1=C2OC1O2,5.0,7
5808,CNC=CC(O)O,3.0,7
5809,CNC=CC1OO1,4.0,7
5810,CN1C=CC(O)O1,4.0,7
5811,CNC=C1OC1O,4.0,7
5812,CN1C=C2OC2O1,5.0,7
5813,CN1C=C1C(O)O,4.0,7
5814,CN1C=C1C1OO1,5.0,7
5815,CNC1=CC(O)O1,4.0,7
5816,CN1OC2C=C1O2,5.0,7
5817,CNC1=C2OC2O1,5.0,7
5818,CN1C2=C1C(O)O2,5.0,7
5819,CN=C=CC(O)O,4.0,7
5820,CN=C=CC1OO1,5.0,7
5821,CN=C=C1OC1O,5.0,7
5822,C#CC(O)ONC,4.0,7
5823,C#CC1ON(C)O1,5.0,7
5824,CNOC1C#CO1,5.0,7
5825,CNC#CC(O)O,4.0,7
5826,CNC#CC1OO1,5.0,7
5827,CN1C#CC(O)O1,5.0,7
5828,CNCCC(=O)O,2.0,7
5829,CN1CCC(=O)O1,3.0,7
5830,CNCC1OC1=O,3.0,7
5831,CN1CC1C(=O)O,3.0,7
5832,CN1CC12OC2=O,4.0,7
5833,CNC1CC(=O)O1,3.0,7
5834,CN1C2OC(=O)C21,4.0,7
5835,CN=CCC(=O)O,3.0,7
5836,CN=CC1OC1=O,4.0,7
5837,CN=C1CC(=O)O1,4.0,7
5838,C=CC(=O)ONC,2.0,7
5839,C=C(NC)C(=O)O,2.0,7
5840,C=C1C(=O)ON1C,3.0,7
5841,CNC1=COC1=O,3.0,7
5842,CNC=CC(=O)O,2.0,7
5843,Cn1ccc(=O)o1,3.0,7
5844,CNC=C1OC1=O,3.0,7
5845,CN1C=C1C(=O)O,3.0,7
5846,CNC1=CC(=O)O1,3.0,7
5847,Cn1c2oc(=O)c1=2,4.0,7
5848,CN=C=CC(=O)O,3.0,7
5849,CN=C=C1OC1=O,4.0,7
5850,C#CC(=O)ONC,3.0,7
5851,CNC#CC(=O)O,3.0,7
5852,Cn1c#cc(=O)o1,4.0,7
5853,CN1CCC1,6.0,5
5854,CN1CC(O)C1,7.0,6
5855,CN1CC(OO)C1,8.0,7
5856,CN1CC(=O)C1,6.0,6
5857,CN1CC(O)(O)C1,6.0,7
5858,CN1CC2(C1)OO2,7.0,7
5859,CN1CCC1O,5.0,6
5860,CN1CCC1OO,6.0,7
5861,CN1CC2OC21,6.0,6
5862,CN1CC(O)C1O,6.0,7
5863,CN1CC2OOC21,7.0,7
5864,CN1CC2(O)OC12,7.0,7
5865,CN1CC(=O)C1O,7.0,7
5866,CN1CCC1=O,4.0,6
5867,CN1CC(O)C1=O,5.0,7
5868,CN1CC(=O)C1=O,6.0,7
5869,CN1CCC1(O)O,4.0,7
5870,CN1CCC12OO2,5.0,7
5871,CN1CC2OC21O,5.0,7
5872,CN1CC23OC12O3,6.0,7
5873,C=CCNC,5.0,5
5874,C=CCN(C)O,6.0,6
5875,C=CCN(C)OO,7.0,7
5876,C=C(O)CNC,6.0,6
5877,C=C(CNC)OO,7.0,7
5878,C=C1CN(C)O1,7.0,6
5879,C=C(O)CN(C)O,7.0,7
5880,C=C1CN(C)OO1,8.0,7
5881,C=C1CN1C,6.0,5
5882,CNCC=CO,5.0,6
5883,CNCC=COO,6.0,7
5884,CN1CC=CO1,6.0,6
5885,CN(O)CC=CO,6.0,7
5886,CN1CC=COO1,7.0,7
5887,CNCC1=CO1,6.0,6
5888,CN(O)CC1=CO1,7.0,7
5889,CNCC(O)=CO,6.0,7
5890,CNCc1coo1,7.0,7
5891,CN1CC(O)=CO1,7.0,7
5892,CN1CC(=CO)O1,7.0,7
5893,CN1CC1=CO,6.0,6
5894,CN1CC1=COO,7.0,7
5895,CNCC=C=O,4.0,6
5896,CN(O)CC=C=O,5.0,7
5897,CNCC(O)=C=O,5.0,7
5898,CN1CC(=C=O)O1,6.0,7
5899,CN1CC1=C=O,5.0,6
5900,CNCC=C(O)O,4.0,7
5901,CNCC=C1OO1,5.0,7
5902,CN1CC=C(O)O1,5.0,7
5903,CNCC1=C(O)O1,5.0,7
5904,CN1CC2=C(O2)O1,6.0,7
5905,CN1CC1=C(O)O,5.0,7
5906,CN1CC1=C1OO1,6.0,7
5907,CN1C=CC1,6.0,5
5908,CN1C=C(O)C1,7.0,6
5909,CN1C=C(OO)C1,8.0,7
5910,CN1CC=C1O,6.0,6
5911,CN1CC=C1OO,7.0,7
5912,CN1CC2=C1O2,7.0,6
5913,CN1CC(O)=C1O,7.0,7
5914,CN1Cc2ooc21,8.0,7
5915,C#CCNC,6.0,5
5916,C#CCN(C)O,7.0,6
5917,C#CCN(C)OO,8.0,7
5918,CNCC#CO,6.0,6
5919,CNCC#COO,7.0,7
5920,CN1CC#CO1,7.0,6
5921,CN(O)CC#CO,7.0,7
5922,CN1CC#COO1,8.0,7
5923,CN1C#CC1,7.0,5
5924,CN1C2CC1O2,6.0,6
5925,CN1C2OC1C2O,7.0,7
5926,CN1C2OC1C2=O,8.0,7
5927,CN1C(O)CC1O,6.0,7
5928,CN1C2CC1OO2,7.0,7
5929,CN1C(O)C2OC21,7.0,7
5930,CN1C2OC23OC13,8.0,7
5931,CN1C2CC1(O)O2,5.0,7
5932,CN1C2OC13OC23,6.0,7
5933,CN1C(=O)CC1O,5.0,7
5934,CN1C(=O)C2OC21,6.0,7
5935,C=CC(O)NC,4.0,6
5936,C=CC(NC)OO,5.0,7
5937,C=CC1ON1C,5.0,6
5938,C=CC(O)N(C)O,5.0,7
5939,C=CC1OON1C,6.0,7
5940,C=C1OC1NC,5.0,6
5941,C=C1OC1N(C)O,6.0,7
5942,C=C(O)C(O)NC,5.0,7
5943,C=C1OOC1NC,6.0,7
5944,C=C(O)C1ON1C,6.0,7
5945,C=C1ON(C)C1O,6.0,7
5946,C=C1C(O)N1C,5.0,6
5947,C=C1C(OO)N1C,6.0,7
5948,CNC1C=CO1,5.0,6
5949,CN(O)C1C=CO1,6.0,7
5950,CNC1OC=C1O,6.0,7
5951,CN1OC2=COC21,7.0,7
5952,CN1C2=COC21,6.0,6
5953,CNC(O)C=CO,5.0,7
5954,CNC1C=COO1,6.0,7
5955,CN1OC1C=CO,6.0,7
5956,CN1OC=CC1O,6.0,7
5957,CNC1OC1=CO,6.0,7
5958,CN1OC=C2OC21,7.0,7
5959,CNC(O)C1=CO1,6.0,7
5960,CN1OC1C1=CO1,7.0,7
5961,CN1C(=CO)C1O,6.0,7
5962,CN1C2=COOC21,7.0,7
5963,CNC1C=C(O)O1,5.0,7
5964,CN1OC2=CC1O2,6.0,7
5965,CNC1OC2=C1O2,6.0,7
5966,CN1C2=C(O)OC21,6.0,7
5967,CNC(O)C=C=O,5.0,7
5968,CN1OC1C=C=O,6.0,7
5969,CNC1OC1=C=O,6.0,7
5970,CN1C(=C=O)C1O,6.0,7
5971,CN1C=CC1O,5.0,6
5972,CN1C=CC1OO,6.0,7
5973,CN1C=C2OC21,6.0,6
5974,CN1C=C(O)C1O,6.0,7
5975,CN1C=C2OOC21,7.0,7
5976,CN1C2=CC1O2,6.0,6
5977,CN1C2=C(O)C1O2,7.0,7
5978,CN1C(O)=CC1O,6.0,7
5979,CN1C2=CC1OO2,7.0,7
5980,CN1C(O)=C2OC21,7.0,7
5981,CN1C2=C(O2)C1O,7.0,7
5982,C#CC(O)NC,5.0,6
5983,C#CC(NC)OO,6.0,7
5984,C#CC1ON1C,6.0,6
5985,C#CC(O)N(C)O,6.0,7
5986,C#CC1OON1C,7.0,7
5987,CNC1C#CO1,6.0,6
5988,CN(O)C1C#CO1,7.0,7
5989,CNC(O)C#CO,6.0,7
5990,CNC1C#COO1,7.0,7
5991,CN1OC1C#CO,7.0,7
5992,CN1OC#CC1O,7.0,7
5993,CN1C#CC1O,6.0,6
5994,CN1C#CC1OO,7.0,7
5995,CN1C(=O)CC1=O,6.0,7
5996,C=CC(=O)NC,3.0,6
5997,C=CC(=O)N(C)O,4.0,7
5998,C=C(O)C(=O)NC,4.0,7
5999,C=C1ON(C)C1=O,5.0,7
6000,C=C1C(=O)N1C,4.0,6
6001,CNC(=O)C=CO,4.0,7
6002,Cn1occc1=O,5.0,7
6003,CNC(=O)C1=CO1,5.0,7
6004,CN1C(=O)C1=CO,5.0,7
6005,CNC(=O)C=C=O,5.0,7
6006,CN1C(=O)C1=C=O,6.0,7
6007,CN1C=CC1=O,4.0,6
6008,CN1C=C(O)C1=O,5.0,7
6009,CN1C(=O)C=C1O,5.0,7
6010,Cn1c2oc=2c1=O,6.0,7
6011,C#CC(=O)NC,4.0,6
6012,C#CC(=O)N(C)O,5.0,7
6013,CNC(=O)C#CO,5.0,7
6014,Cn1oc#cc1=O,6.0,7
6015,CN1C#CC1=O,5.0,6
6016,CN1C23CC1(O2)O3,6.0,7
6017,C=CC(O)(O)NC,3.0,7
6018,C=CC1(NC)OO1,4.0,7
6019,C=CC1(O)ON1C,4.0,7
6020,C=C1OC1(O)NC,4.0,7
6021,C=C1OC12ON2C,5.0,7
6022,C=C1N(C)C1(O)O,4.0,7
6023,C=C1N(C)C12OO2,5.0,7
6024,CNC1(O)C=CO1,4.0,7
6025,CN1OC12C=CO2,5.0,7
6026,CNC12OC=C1O2,5.0,7
6027,CN1C2=COC21O,5.0,7
6028,CNC12C=C(O1)O2,5.0,7
6029,CN1C2=C3OC21O3,6.0,7
6030,CN1C=CC1(O)O,4.0,7
6031,CN1C=CC12OO2,5.0,7
6032,CN1C=C2OC21O,5.0,7
6033,CN1C2=CC1(O)O2,5.0,7
6034,CN1C2=C3OC31O2,6.0,7
6035,C#CC(O)(O)NC,4.0,7
6036,C#CC1(NC)OO1,5.0,7
6037,C#CC1(O)ON1C,5.0,7
6038,CNC1(O)C#CO1,5.0,7
6039,CN1OC12C#CO2,6.0,7
6040,CN1C#CC1(O)O,5.0,7
6041,CN1C#CC12OO2,6.0,7
6042,C=CC=NC,6.0,5
6043,C=C(O)C=NC,7.0,6
6044,C=C(C=NC)OO,8.0,7
6045,CN=CC=CO,6.0,6
6046,CN=CC=COO,7.0,7
6047,CN=CC1=CO1,7.0,6
6048,CN=CC(O)=CO,7.0,7
6049,CN=Cc1coo1,8.0,7
6050,CN=CC=C=O,5.0,6
6051,CN=CC(O)=C=O,6.0,7
6052,CN=CC=C(O)O,5.0,7
6053,CN=CC=C1OO1,6.0,7
6054,CN=CC1=C(O)O1,6.0,7
6055,C#CC=NC,7.0,5
6056,CN=CC#CO,7.0,6
6057,CN=CC#COO,8.0,7
6058,C=CC(O)=NC,5.0,6
6059,C=CC(=NC)OO,6.0,7
6060,C=C1OC1=NC,6.0,6
6061,C=C(O)C(O)=NC,6.0,7
6062,C=C1OOC1=NC,7.0,7
6063,CN=C1C=CO1,6.0,6
6064,CN=C1OC=C1O,7.0,7
6065,CN=C(O)C=CO,6.0,7
6066,CN=c1ccoo1,7.0,7
6067,CN=C1OC1=CO,7.0,7
6068,CN=C(O)C1=CO1,7.0,7
6069,CN=C1C=C(O)O1,6.0,7
6070,CN=c1oc2oc1=2,7.0,7
6071,CN=C(O)C=C=O,6.0,7
6072,CN=C1OC1=C=O,7.0,7
6073,C#CC(O)=NC,6.0,6
6074,C#CC(=NC)OO,7.0,7
6075,CN=C1C#CO1,7.0,6
6076,CN=C(O)C#CO,7.0,7
6077,CN=c1c#coo1,8.0,7
6078,C=C=CONC,5.0,6
6079,C=C=COONC,6.0,7
6080,C=C=CON(C)O,6.0,7
6081,C=C=C(O)ONC,4.0,7
6082,C=C=C1ON(C)O1,5.0,7
6083,C=C=CNC,6.0,5
6084,C=C=CN(C)O,7.0,6
6085,C=C=CN(C)OO,8.0,7
6086,C=C=C(O)NC,5.0,6
6087,C=C=C(NC)OO,6.0,7
6088,C=C=C1ON1C,6.0,6
6089,C=C=C(O)N(C)O,6.0,7
6090,C=C=C1OON1C,7.0,7
6091,C=C=C=NC,7.0,5
6092,CNOC=C=CO,6.0,7
6093,CN1OC=C=CO1,7.0,7
6094,CNOC1=C=CO1,5.0,7
6095,CNOC=C=C=O,5.0,7
6096,CNC=C=CO,5.0,6
6097,CNC=C=COO,6.0,7
6098,CN1C=C=CO1,6.0,6
6099,CN(O)C=C=CO,6.0,7
6100,CN1C=C=COO1,7.0,7
6101,CNC1=C=CO1,6.0,6
6102,CN(O)C1=C=CO1,7.0,7
6103,CNC(O)=C=CO,6.0,7
6104,CNC1=C=COO1,7.0,7
6105,CN1OC=C=C1O,7.0,7
6106,CN1OC1=C=CO,7.0,7
6107,CN=C=C=CO,6.0,6
6108,CN=C=C=COO,7.0,7
6109,CNC=C=C=O,4.0,6
6110,CN(O)C=C=C=O,5.0,7
6111,CNC(O)=C=C=O,5.0,7
6112,CN1OC1=C=C=O,6.0,7
6113,CN=C=C=C=O,5.0,6
6114,CNC=C=C(O)O,4.0,7
6115,CNC=C=C1OO1,5.0,7
6116,CN1C=C=C(O)O1,5.0,7
6117,CNC1=C=C(O)O1,5.0,7
6118,CN1OC2=C=C1O2,6.0,7
6119,CN=C=C=C(O)O,5.0,7
6120,CN=C=C=C1OO1,6.0,7
6121,CN1C=C=C1,7.0,5
6122,CN1C=C=C1O,6.0,6
6123,CN1C=C=C1OO,7.0,7
6124,Cn1c2oc1=C=2,7.0,6
6125,CN1C(O)=C=C1O,7.0,7
6126,CN1C2=C=C1OO2,8.0,7
6127,CNOC1CC1,5.0,6
6128,CNOOC1CC1,6.0,7
6129,CN(O)OC1CC1,6.0,7
6130,CNOC1(O)CC1,4.0,7
6131,CN1OC2(CC2)O1,5.0,7
6132,CNC1CC1,6.0,5
6133,CN(O)C1CC1,7.0,6
6134,CN(OO)C1CC1,8.0,7
6135,CNC1(O)CC1,5.0,6
6136,CNC1(OO)CC1,6.0,7
6137,CN1OC12CC2,6.0,6
6138,CN(O)C1(O)CC1,6.0,7
6139,CN1OOC12CC2,7.0,7
6140,CN=C1CC1,7.0,5
6141,CNOC1CC1O,6.0,7
6142,CN1OC2CC2O1,7.0,7
6143,CNOC12CC1O2,5.0,7
6144,CNOC1CC1=O,5.0,7
6145,CNC1CC1O,5.0,6
6146,CNC1CC1OO,6.0,7
6147,CN1OC2CC21,6.0,6
6148,CN(O)C1CC1O,6.0,7
6149,CN1OOC2CC21,7.0,7
6150,CNC12CC1O2,6.0,6
6151,CN(O)C12CC1O2,7.0,7
6152,CNC1(O)CC1O,6.0,7
6153,CNC12CC1OO2,7.0,7
6154,CN1OC2CC21O,7.0,7
6155,CN1OC12CC2O,7.0,7
6156,CN=C1CC1O,6.0,6
6157,CN=C1CC1OO,7.0,7
6158,CNC1CC1=O,4.0,6
6159,CN(O)C1CC1=O,5.0,7
6160,CNC1(O)CC1=O,5.0,7
6161,CN1OC12CC2=O,6.0,7
6162,CN=C1CC1=O,5.0,6
6163,CNC1CC1(O)O,4.0,7
6164,CNC1CC12OO2,5.0,7
6165,CN1OC2(O)CC12,5.0,7
6166,CNC12CC1(O)O2,5.0,7
6167,CN1OC23CC12O3,6.0,7
6168,CN=C1CC1(O)O,5.0,7
6169,CN=C1CC12OO2,6.0,7
6170,CN1C2CC21,7.0,5
6171,CN1C2CC21O,6.0,6
6172,CN1C2CC21OO,7.0,7
6173,CN1C23CC12O3,7.0,6
6174,CN1C2(O)CC12O,7.0,7
6175,CN1C23CC12OO3,8.0,7
6176,CNOC1=CC1,6.0,6
6177,CNOOC1=CC1,7.0,7
6178,CN(O)OC1=CC1,7.0,7
6179,CNC1=CC1,6.0,5
6180,CN(O)C1=CC1,7.0,6
6181,CN(OO)C1=CC1,8.0,7
6182,CNOC1=C(O)C1,7.0,7
6183,CN1OC2=C(C2)O1,8.0,7
6184,CNC1=C(O)C1,6.0,6
6185,CNC1=C(OO)C1,7.0,7
6186,Cn1oc2c1C2,7.0,6
6187,CN(O)C1=C(O)C1,7.0,7
6188,CN1OOC2=C1C2,8.0,7
6189,CN1C2=C1C2,7.0,5
6190,CNOC1C2OC12,7.0,7
6191,CNC1C2OC12,6.0,6
6192,CN(O)C1C2OC21,7.0,7
6193,CNC1(O)C2OC21,7.0,7
6194,CN1OC12C1OC12,8.0,7
6195,CN=C1C2OC12,7.0,6
6196,CNC1C(O)C1O,6.0,7
6197,CNC1C2OOC12,7.0,7
6198,CN1OC2C(O)C21,7.0,7
6199,CNC12OC1C2O,7.0,7
6200,CN1OC2C3OC231,8.0,7
6201,CN=C1C(O)C1O,7.0,7
6202,CN=C1C2OOC12,8.0,7
6203,CNC1C2OC12O,5.0,7
6204,CN1OC23OC2C13,6.0,7
6205,CNC12OC13OC23,6.0,7
6206,CN=C1C2OC12O,6.0,7
6207,CNC1C(=O)C1O,5.0,7
6208,CN1OC2C(=O)C21,6.0,7
6209,CNC12OC1C2=O,6.0,7
6210,CN=C1C(=O)C1O,6.0,7
6211,CN1C2C(O)C21,6.0,6
6212,CN1C2C(OO)C21,7.0,7
6213,CN1C2C3OC321,7.0,6
6214,CN1C2C(O)C21O,7.0,7
6215,CN1C2C3OOC321,8.0,7
6216,CN1C2(O)C3OC312,8.0,7
6217,CN1C23OC12C3O,8.0,7
6218,CNOC1C=C1,5.0,6
6219,CNOOC1C=C1,6.0,7
6220,CN(O)OC1C=C1,6.0,7
6221,CNOC1C=C1O,6.0,7
6222,CNOC1=CC1O,6.0,7
6223,CN1OC2=CC2O1,7.0,7
6224,CNC1=CC1O,5.0,6
6225,CNC1=CC1OO,6.0,7
6226,CN1OC2C=C21,6.0,6
6227,CN(O)C1=CC1O,6.0,7
6228,CN1OOC2C=C21,7.0,7
6229,CNOC1=C2OC12,7.0,7
6230,CNC1=C2OC12,6.0,6
6231,CN(O)C1=C2OC21,7.0,7
6232,CNOC1C2=C1O2,7.0,7
6233,CNC1=C(O)C1O,6.0,7
6234,CNC1=C2OOC12,7.0,7
6235,CN1OC2C(O)=C21,7.0,7
6236,Cn1oc2c1C2O,7.0,7
6237,CN1C2=C1C2O,6.0,6
6238,CN1C2=C1C2OO,7.0,7
6239,CNOC1C#C1,6.0,6
6240,CNOOC1C#C1,7.0,7
6241,CN(O)OC1C#C1,7.0,7
6242,CNC1C(=O)C1=O,6.0,7
6243,CN=C1C(=O)C1=O,7.0,7
6244,CN1C2C(=O)C21,5.0,6
6245,CN1C2C(=O)C21O,6.0,7
6246,CN1C23OC12C3=O,7.0,7
6247,CNOc1cc1=O,5.0,7
6248,CNc1cc1=O,4.0,6
6249,CN(O)c1cc1=O,5.0,7
6250,CNc1c(O)c1=O,5.0,7
6251,Cn1oc2c(=O)c21,6.0,7
6252,CN1c2c1c2=O,5.0,6
6253,CNC1C23OC12O3,6.0,7
6254,CN=C1C23OC12O3,7.0,7
6255,CN1C2C1C2(O)O,5.0,7
6256,CN1C2C1C21OO1,6.0,7
6257,CN1C2C3(O)OC213,6.0,7
6258,CN1C23OC24OC143,7.0,7
6259,CNOC1(O)C=C1,4.0,7
6260,CN1OC2(C=C2)O1,5.0,7
6261,CNOC12C=C1O2,5.0,7
6262,CNC1=CC1(O)O,4.0,7
6263,CNC1=CC12OO2,5.0,7
6264,CN1OC2(O)C=C12,5.0,7
6265,CNC1=C2OC12O,5.0,7
6266,CN1OC23OC2=C13,6.0,7
6267,CN1C2=C1C2(O)O,5.0,7
6268,CN1C2=C1C21OO1,6.0,7
6269,CNOC1(O)C#C1,5.0,7
6270,CN1OC2(C#C2)O1,6.0,7
6271,CNC1C=C1,6.0,5
6272,CN(O)C1C=C1,7.0,6
6273,CN(OO)C1C=C1,8.0,7
6274,CNC1C=C1O,6.0,6
6275,CNC1C=C1OO,7.0,7
6276,CN1OC2=CC21,7.0,6
6277,CN(O)C1C=C1O,7.0,7
6278,CN1OOC2=CC21,8.0,7
6279,CN1C2=CC21,7.0,5
6280,CNC1C2=C1O2,7.0,6
6281,CN(O)C1C2=C1O2,8.0,7
6282,CNC1C(O)=C1O,7.0,7
6283,CNC1c2ooc21,8.0,7
6284,CN1OC2=C(O)C21,8.0,7
6285,CN1C2=C(O)C21,7.0,6
6286,CN1C2=C(OO)C21,8.0,7
6287,CNC1C#C1,7.0,5
6288,CN(O)C1C#C1,8.0,6
6289,CN(OO)C1C#C1,9.0,7
6290,CNC1(O)C=C1,5.0,6
6291,CNC1(OO)C=C1,6.0,7
6292,CN1OC12C=C2,6.0,6
6293,CN(O)C1(O)C=C1,6.0,7
6294,CN1OOC12C=C2,7.0,7
6295,CNC12C=C1O2,6.0,6
6296,CN(O)C12C=C1O2,7.0,7
6297,CNC1(O)C=C1O,6.0,7
6298,CNC12C=C1OO2,7.0,7
6299,CN1OC12C=C2O,7.0,7
6300,CN1OC2=CC21O,7.0,7
6301,CN1C2=CC21O,6.0,6
6302,CN1C2=CC21OO,7.0,7
6303,CNC12OC1=C2O,7.0,7
6304,CN1OC2=C3OC231,8.0,7
6305,CN1C2=C3OC321,7.0,6
6306,CNC1(O)C2=C1O2,7.0,7
6307,CN1OC12C1=C2O1,8.0,7
6308,CN1C2=C(O)C21O,7.0,7
6309,CN1C2=C3OOC321,8.0,7
6310,CNC1(O)C#C1,6.0,6
6311,CNC1(OO)C#C1,7.0,7
6312,CN1OC12C#C2,7.0,6
6313,CN(O)C1(O)C#C1,7.0,7
6314,CN1OOC12C#C2,8.0,7
6315,CN=c1cc1,7.0,5
6316,CN=c1cc1O,7.0,6
6317,CN=c1cc1OO,8.0,7
6318,CN=c1c2c1O2,8.0,6
6319,CN=c1c(O)c1O,8.0,7
6320,CN=c1c2ooc12,9.0,7
6321,CN=c1c#c1,8.0,5
6322,CNOC1=C=C1,6.0,6
