rmat_tag,distance,SMILES
7800_S2,11.0,C#CC=C(C=CC=NCC)C
8300_S2,11.0,CCN=C1C=CC(C)=CC(C)O1
8400_S2,12.0,C#CC=C(C=CC(O)=NCC)C
9100_S2,10.0,CCNOCCC=CC(=CCO)C
9200_S2,12.0,CCC=CC(=CC(=O)O)C
9600_S2,7.0,OC1CC=CC(C)=CC1
9800_S2,11.0,CCN(OO)C1C=C(C)C=CCC1
9900_S2,10.0,CCNC12C=C(C)C=CCC1OO2
10300_S2,10.0,CC=C(C=CC(O)CONCC)C
10600_S2,12.0,CCN1OOC2C=CC(C)=CCC21
10800_S2,12.0,CCN(O)OC1C=CC=C(C)C=C1
11200_S2,12.0,CCNCC1C=CC(C)=CCO1
11300_S2,12.0,CCN1OCC2C=CC(C)=CC1O2
11400_S2,9.0,CC1=CCC2OOC2C=C1
11500_S2,9.0,CCNC1C=C(C)C=CC2OC12
11800_S2,11.0,CCNCC=C(C=CC1(O)CO1)C
11900_S2,11.0,CCNC12OC13C=CC(C)=CC2O3
12500_S2,11.0,CCN1C2C=CC(C)=CCOC21
12600_S2,13.0,CCN(O)C(C)C=CC(=CC=O)C
12700_S2,12.0,CCN1C2C=CC(C)=CC1OOC2
12800_S2,8.0,CCNC1C=CC(C)=CCC1O
12900_S2,10.0,CCNC1C=CC(C)=CC(O)C1=O
13100_S2,9.0,CCNC1C=CC(C)=CC=C1O
13300_S2,11.0,CC=C(C=CC1(O)C(O)N1CC)C
13400_S2,14.0,CCN1C2C=C(C)C=CC1(C)OO2
13600_S2,10.0,CCNC1(O)C=CC(C)=CC=C1O
14000_S2,9.0,CCN1OC23CC=C(C)C=CC12O3
14100_S2,12.0,CCN1C23C=CC(C)=CC1(C2)O3
14800_S2,9.0,CCN=C1C=CC(C)=CC2OC12O
14900_S2,11.0,CCN=C1C=CC(C)=CC(O)=C1O
15600_S2,10.0,CCNOC1=CC=CC(C)=CCO1
15700_S2,14.0,C=CC=CC(=CC(=O)ONCC)C
15800_S2,12.0,CCN1OC=CC=CC(C)=CC1O
16200_S2,11.0,CCNC12C=C(C)C=CC=C1OO2
16400_S2,10.0,CC=C(C=CC(=C=O)ONCC)C
17000_S2,14.0,CCN=C=C1C=CC(C)=CCO1
17800_S2,12.0,CCNC1=COC(O)C=C(C)C=C1
18000_S2,10.0,CCNC1=C(OO)CC=C(C)C=C1
19100_S2,12.0,CC=C(C=CC#CON(O)CC)C
19200_S2,14.0,CCNC#CC=CC(=CC=O)C
20600_S2,7.0,CCN(C=O)C1C=C(C)C=CC1
20900_S2,3.0,O=C(O)C1C=C(C)C=CC1
21600_S2,9.0,CCNCOOC1C=CC(C)=CC1
21700_S2,11.0,CCN=COC1C=CC(C)=CC1=O
22100_S2,10.0,CCN(O)C=C1C=C(C)C=CC1O
22300_S2,9.0,CC1(O)C=C(C)C=CC1=O
22800_S2,7.0,CCNC1(CO)C=C(C)C=CC1O
23100_S2,9.0,CCN1C2OC3(C=CC(C)=CC13)O2
23200_S2,11.0,CCN=CC12C=C(C)C=CC1(O)O2
23500_S2,7.0,O=C1C=CC(C)=CC1CO
23700_S2,9.0,CCN(OOC)C1C=CC(C)=CC1
24000_S2,9.0,CCN1C2C=CC(C)=CC21O
24100_S2,6.0,CCNC1C=CC(C)=CC1C1OO1
24400_S2,7.0,CCNC1C=CC(C)=CC1=C1OO1
25100_S2,9.0,CCNC1(OOC)C=CC(C)=CC1
27400_S2,8.0,CCNOOC1C2C=CC(C)=CC21
27900_S2,10.0,CCN1OC2(C=CC(C)=CC2)C1O
28200_S2,11.0,CCNC1C23C=CC(C)=CC12OO3
28600_S2,12.0,CCN=CC1(O)C=CC(C)=CC1O
28700_S2,9.0,CCNC12C=C(C)C=CC13OC3O2
28800_S2,10.0,OC12C=CC(C)=CC1C2
28900_S2,9.0,CCNC12C=C(C)C=CC1(O)C2=O
29700_S2,11.0,CCN1C2(C)C=CC(C)=CC12O
31500_S2,11.0,CCN1C2=C3C=CC(C)=CC31O2
33600_S2,6.0,CCNC(O)OC1=CC=CC(C)=C1
34000_S2,4.0,CC1=CC(C2OO2)=CC=C1
34400_S2,9.0,CCNOC1=C(O)C=CC(C)=C1
35100_S2,8.0,CCN(O)OC1=C(C)C=C(C)C=C1
35700_S2,5.0,CCNC1=C(OC=O)C=C(C)C=C1
37200_S2,9.0,CCN1OCC2=C(C=C(C)C=C2)O1
37300_S2,8.0,CCNC1=C(COO)C=CC(C)=C1
41200_S2,10.0,CC=CC(=CCCN(CC)OC)C
41400_S2,9.0,CC=CC(=CC(CO)=NCC)C
41500_S2,11.0,C=C(C=C(C=CC)C)OOC
41800_S2,10.0,CCN1OCC1C=C(C=CCOC)C
42200_S2,10.0,COC=C1C=C(C)C=CCO1
42500_S2,13.0,CCNC#CC=C(C=CC=O)C
42600_S2,12.0,CCN(CC=CC(=CCO)C)OC
42800_S2,11.0,CCN1CC=CC(C)=CC2(OC)OC12
42900_S2,8.0,CCNCC=CC(=CC=C(O)OC)C
43100_S2,14.0,CCN1C(=O)C=C(C)C=CC1OC
43300_S2,10.0,CCN1C2C=CC(C)=CCC1O2
43900_S2,11.0,CCC=C(C=CC(=NCC)OC)C
44400_S2,13.0,CCNCCC=CC(=CC=O)C
44500_S2,13.0,CCN1C(=O)C=C(C)C=CCC1OC
45700_S2,13.0,CCNC(C)C=CC(=CC=O)C
45800_S2,10.0,CCN(OC)C1C=CC(C)=CCC1O
46100_S2,14.0,CCN1C2C(=O)C=C(C)C=CC21OC
47000_S2,13.0,C=CC=CC(=CC(O)OC)C
47200_S2,10.0,COC1=CC=CC(C)=CC1O
47500_S2,14.0,C=C1C=CC(C)=CC(OC)O1
47600_S2,12.0,CCNC1C=C(O)C=CC(C)=C1
47900_S2,15.0,C=C1C=CC(C)=CC(OOC)N1CC
48500_S2,15.0,C#CC=CC(=CC(=O)OC)C
49500_S2,10.0,CCN(C=C1C=C(C)C=CC1)OC
49800_S2,10.0,CCN(COC)OC1C=CC(C)=CC1
50100_S2,10.0,CCNCOC1(OC)C=CC(C)=CC1
50200_S2,10.0,CCNC1C=C(C)C=CC1=O
50300_S2,10.0,CCN(OC)C1C=CC(C)=CC1
51000_S2,10.0,CCN1C2=C3C=C(C)C=CC31O2
51700_S2,11.0,CCN=C(OC)C1C=CC(C)=CC1O
52200_S2,10.0,CCNC1C2C=C(C)C=CC21OC
52400_S2,7.0,COC12OC13C=CC(C)=CC32
53500_S2,11.0,CCNC=C1C=CC(C)=CC1
54700_S2,8.0,CCN(CO)C1=CC=CC(C)=C1
55000_S2,9.0,CCN(CO)C1=C(OC)C=CC(C)=C1
55200_S2,9.0,CCN(CC1=C(O)C=CC(C)=C1)OC
56300_S2,9.0,CCN(OC)C1C2=C1C=C(C)C=C2
58700_S2,11.0,CCN=CC=C(C=CCC=O)C
60500_S2,13.0,CCN1OC2(C)C=CC(C)=CC12
60600_S2,12.0,CCN1C2OC3C=C(C)C=CC321
61200_S2,9.0,CCNC1=C(OC)C=CC(C)=C1
61500_S2,9.0,CCN1OC12C1=C2C=C(C)C=C1
62100_S2,12.0,CC=CC(=CC(NCC)OOC)C
62300_S2,8.0,CC=CC(=CC1OC1(NCC)OC)C
62400_S2,10.0,CC=CC(=CC1(COC)ON1CC)C
62900_S2,10.0,CCN=C(CC=C(C=CCO)C)OC
63000_S2,11.0,C=CC=C(C=CCOOC)C
63100_S2,13.0,CCN(C#CC=C(C=CCO)C)OC
63200_S2,11.0,CCNC(=CC=C(C=CC=O)C)OC
63300_S2,13.0,CCN=C(O)C=C(C=CCOC)C
63500_S2,13.0,CCN=CC1C=C(C)C=CC(OC)O1
64000_S2,11.0,CCNCC=CC(=CC(=C=O)OC)C
64200_S2,10.0,CCN1OC1C=CC(=CCCOC)C
64500_S2,10.0,CCNC(C=CC(=CC1CO1)C)OC
65100_S2,12.0,CC=C(C=CC(=NCC)OC)C
65400_S2,9.0,COC1CC=CC(C)=CCO1
65700_S2,11.0,COC1C=C(C)C=CCC1
66300_S2,14.0,CCNCC(=O)C=CC(=CCOC)C
66400_S2,14.0,CCN=CC(C=CC(=CCO)C)OC
66600_S2,11.0,CCNC1C=C(C)C=CC2(OC)OC12
66700_S2,10.0,CC=C(C=CC1N(CC)C1(O)OC)C
67000_S2,13.0,CCN1C2=CC=C(C)C=CC21
67200_S2,14.0,CCN1C2C3(OC)C=C(C)C=CC21O3
68000_S2,13.0,CC=C(C=CC=CN(CC)OC)C
68300_S2,12.0,CCN1OC12C=C(C)C=CC=C2OC
68700_S2,14.0,C=C(C=CC(=CC(O)NCC)C)OC
70100_S2,8.0,CCNC(OC)OC1C=C(C)C=CC1
70800_S2,6.0,COC1OC2C=CC(C)=CC21
70900_S2,10.0,C=C1C=C(C)C=CC1ONCC
71200_S2,10.0,CCNC=C1C=C(C)C=CC1OC
71300_S2,11.0,C=C1C=C(C)C=CC1(OC)ONCC
71400_S2,10.0,CCN1OC2C=C(C)C=CC21
71600_S2,9.0,CCN1C(O)C2(OC)C=C(C)C=CC12
72100_S2,11.0,CCN1CC2(O)C=C(C)C=CC12OC
72300_S2,8.0,CCN=C1C=CC(C)=CC1CO
72800_S2,9.0,CCNC1C=C(C)C=CC1C(=O)OC
73000_S2,8.0,COC12C=C(C)C=CC1C2O
73200_S2,11.0,CCN=C(OC)C1(O)C=CC(C)=CC1
73300_S2,10.0,COOC12C=CC(C)=CC1C2
73600_S2,11.0,CCN(O)C12C=C(C)C=CC1(OC)C2
73800_S2,11.0,CCN1C(O)C12C=CC(C)=CC2OC
73900_S2,10.0,CCN(OC)C12C=CC(C)=CC1C2=O
74600_S2,14.0,CCN=C=C1C=CC(C)=CC1=O
76300_S2,8.0,COC1=C(OC)C=CC(C)=C1
79400_S2,10.0,CC1=CC=COCOCC=C1
79600_S2,12.0,CCNCC=CC(=CCOCO)C
79800_S2,13.0,C#CC=C(C=CCN(CC)OCO)C
80300_S2,12.0,CC=C(C=CCC(=NCC)OCO)C
80600_S2,14.0,CCN1CC=C(C)C=CC(C)OCO1
80700_S2,13.0,CCN=CC=C(C=CC1COCO1)C
80900_S2,13.0,CCNC1C=CC(C)=CC2(C1)OCO2
81000_S2,14.0,CC=C(C=CC1(OCO)CN1CC)C
81100_S2,14.0,CCN1OCOC12C=CC=C(C)C=C2
81500_S2,12.0,CCNC12C=C(C)C=CC=C1OCO2
81600_S2,14.0,CCN=C1C=C(C)C=CC(OCO)=C1
82300_S2,10.0,OCOC1C=C(C)C=CC1
82400_S2,10.0,CCN(CC1C=C(C)C=CC1)OCO
82500_S2,9.0,CCNOCOC=C1C=C(C)C=CC1
82700_S2,10.0,CC12C=C(C)C=CC1OCO2
83000_S2,10.0,CCNC1(OCO)C=CC(C)=CC1C
83400_S2,10.0,CCN1C2C=C(C)C=CC2C12OCO2
83500_S2,9.0,CCNC12C=C(C)C=CC1C2OCO
83600_S2,11.0,CCNC1C=C(C)C=CC12COCO2
83700_S2,11.0,CC1=CC23CC2(C=C1)OCO3
84200_S2,14.0,C=C1C=CC(C)=CC12OCON2CC
87200_S2,11.0,CCN=C1C=CC(C)=CC1=COC=O
88400_S2,12.0,CCN1CC=CC(C)=CC(O)C1
88600_S2,11.0,CCN=CC=CC(=CCC=O)C
90100_S2,13.0,CCN(C)C1C=C(C)C=CC1=O
90600_S2,13.0,CCN=C1C=C(C)C=CC1(C)O
90700_S2,12.0,CCN1C2C=C(C)C=CC21C=O
90900_S2,14.0,CCNC=C1C=CC(C)=CC1=O
91200_S2,10.0,CCN(C=O)C1=CC=CC(C)=C1
92400_S2,15.0,CCN1CC=C(C)C=CC(OC=O)C1
92600_S2,14.0,CCNC1(OC=O)C=CC=CC(C)=C1
94500_S2,6.0,CC=CC(=CCN(C)CC)C
95600_S2,9.0,CC1(O)C=C(C)C=CCO1
95700_S2,7.0,OC=CC=C(C=CCO)C
95900_S2,11.0,CCN(C)C(O)C=C(C=CC=O)C
96100_S2,11.0,CCN(C)OC1C=C(C)C=CCO1
96200_S2,7.0,O=CCC=C(C=CCO)C
97000_S2,10.0,CC=C(C=CC(=O)O)C
97900_S2,9.0,CCN(C)C(=O)C=CC(=CC1CO1)C
98900_S2,8.0,CC=C(C=CCC1(N(C)CC)OO1)C
99100_S2,10.0,CCC=CC(=CC(O)N(C)CC)C
99300_S2,7.0,CCN(C)OC1C=C(C)C=CCC1=O
99600_S2,10.0,CCN(C)C1=C(O)C=C(C)C=CC1
99900_S2,7.0,CCN(C)OC1C=CC(C)=CCC1=O
100200_S2,8.0,CCN(C)C1C=C(C)C=CC(=O)C1=O
100500_S2,10.0,CCN(C)C1C=C(C)C=CC(OO)C1
100700_S2,10.0,CC1=CCOC2(C=C1)CO2
100800_S2,11.0,CCN(C)C12C=C(C)C=CC(O)(C1)O2
101000_S2,11.0,O=C1C=CC(C)=CC(=O)C1
102900_S2,10.0,CCN(C)C12C=C(C)C=CC=C1OO2
103400_S2,12.0,CCN(C)C=C(O)C=CC(=CCO)C
104600_S2,13.0,C#CC=CC(=CC(O)ON(C)CC)C
105400_S2,8.0,CCN(C)COOC1C=C(C)C=CC1
105500_S2,5.0,CCN(C)C1C=C(C)C=CC1
106200_S2,9.0,CCN(C)COC1C=CC(C)=CC1=O
106700_S2,8.0,CCN(C)COC1C=C(C)C=CC1O
107100_S2,9.0,CCN(C)COC12C=CC(C)=CC1O2
109000_S2,9.0,CCN(C)C1OC2(O)C=C(C)C=CC12
109300_S2,9.0,CCN(C)C1C2C=CC(C)=CC21OO
109600_S2,8.0,CCN(C)C12OC3C=C(C)C=CC31O2
110000_S2,10.0,CCN(C)CC1(OO)C=CC(C)=CC1
113500_S2,5.0,OC1=CC=C(C)C=C1
114000_S2,4.0,O=C1OC2=C1C=C(C)C=C2
115200_S2,7.0,CCN(C)C1=C(COO)C=CC(C)=C1
117600_S2,11.0,CC=CC(=CCOOCN(C)CC)C
117900_S2,8.0,CC=CC(=CC=C1OCN1CC)C
118100_S2,9.0,CCC=C(C=CCOCN(O)CC)C
118300_S2,8.0,CCNCOC1C=C(C)C=CCOC1
118500_S2,12.0,CCN1C=C2C=C(C)C=CC(OC1)O2
118600_S2,10.0,CCC=C(C=CC(=O)OCNCC)C
118700_S2,7.0,CCN1CC=CC(C)=CCCOC1
118800_S2,11.0,C=C1C=C(C)C=CCN(CC)COO1
119100_S2,12.0,C#CC=C(C=CC1(O)OCN1CC)C
119400_S2,10.0,CCNCOCCC=CC(=CC=O)C
119800_S2,10.0,CCN1COC2C=CC(C)=CC1C2
120000_S2,10.0,OC1C=CC=C(C)C=C1
121200_S2,10.0,CCN1COC2=C(C=CC(C)=CC2)O1
121400_S2,12.0,CCN1COC=C1C=CC(=CC=O)C
122200_S2,6.0,CCN1COC1C1C=C(C)C=CC1
122700_S2,10.0,CCN1C=C2C=C(C)C=CC2OOC1
123000_S2,9.0,CCN1COOC2(C)C=C(C)C=CC12
123200_S2,7.0,CCN1COCC2C=C(C)C=CC21O
124000_S2,9.0,CCN1COC23C=C(C)C=CC24OC134
126200_S2,4.0,CCNCOC(=O)C1=CC=C(C)C=C1
127500_S2,9.0,CC=CC(=CC1(N(CC)C=O)CO1)C
127600_S2,11.0,CCN(C=O)C1(C)C=C(C)C=CCO1
128200_S2,12.0,CCN(C=O)C1=CC=CC(C)=CC1O
128600_S2,9.0,CCN(CC1C=C(C)C=CC1O)C=O
128900_S2,12.0,CCN(CC12C=CC(C)=CC1O2)C=O
129300_S2,7.0,CCN(CC1=CC=CC(C)=C1)C=O
129500_S2,7.0,CCN(C=O)C1=C(C=O)C=CC(C)=C1
129900_S2,10.0,CC=CC(=CC(O)OCNCC)C
130900_S2,8.0,CC=C(C=CCN(CC)CO)C
131600_S2,8.0,CC=C(C=CCCO)C
131800_S2,10.0,OC1C=C(C)C=CCC1
132100_S2,7.0,CCNCOC12CC=C(C)C=CC1O2
132400_S2,11.0,CC=C(C=CC(C)(O)OCNCC)C
132600_S2,10.0,CCN1COC2C=C(C)C=CC1C2=O
133100_S2,10.0,CCNCOCC=C(C=CC=CO)C
134500_S2,7.0,CC1=CC2(CC=C1)CO2
135100_S2,10.0,CCN1COC2(O)C=CC(C)=CC12
135900_S2,6.0,OC1C2C=CC(C)=CC12
136100_S2,10.0,CC12C=CC(C)=CC1O2
136500_S2,11.0,CCN(CO)C1(C)C=CC(C)=CC1=O
136900_S2,12.0,CCN(C=C1C=CC(C)=CC1=O)CO
138500_S2,8.0,CC1=C(O)C=C(C)C=C1
140000_S2,10.0,CCN1C2=CC=C(C)C=CCOC1O2
140100_S2,12.0,CCN1CC=C(C)C=CC2OC1O2
140300_S2,11.0,CCN1C2C=CC(C)=CC(C)OC1O2
140500_S2,11.0,CCN1OC1OC1C=C(C)C=CCC1
140700_S2,12.0,CCN1C2C3C=CC(C)=CC2OC1O3
140800_S2,11.0,CCN1C2C=CC(C)=CC(C2)OC1O
141000_S2,11.0,CC=C(C=CC=COC1ON1CC)C
141200_S2,11.0,CCNC(O)OC1=CCC=C(C)C=C1
141400_S2,14.0,C#CC=CC(=CCOC1ON1CC)C
142400_S2,10.0,CCN1OC1OC12C=CC(C)=CC1C2
143200_S2,8.0,CCN1OC1OC1=C(C)C=C(C)C=C1
144100_S2,12.0,C=C1C=C(C)C=CCOC(=O)N1CC
145200_S2,9.0,CC=CC(=CC(=CO)N(CC)C=O)C
145500_S2,12.0,CCN(CCC=CC(=CCO)C)C=O
145900_S2,13.0,CC=C(C=CC(O)=CN(CC)C=O)C
147700_S2,13.0,CC=C(C=CC1CN(CC)C(=O)O1)C
147800_S2,12.0,CCN(C1=CC=CC(C)=CC1)C(=O)O
148000_S2,10.0,CCN(C1C=CC(C)=CC1)C(=O)O
148300_S2,6.0,CCNC(=O)OCC1=CC=CC(C)=C1
148400_S2,8.0,CCN1C(=O)OC12C1=C2C=C(C)C=C1
149400_S2,10.0,CC=C(C=CCOO)C
151400_S2,10.0,O=C1C=CC(C)=CCC1=O
153600_S2,8.0,CC1=CC2=COOC2C=C1
153800_S2,7.0,O=CC1C=C(C)C=CC1O
155600_S2,8.0,OC=C1C=CC(C)=CC1
159900_S2,10.0,CCN=COC1=C(O)CC=C(C)C=C1
160400_S2,6.0,CCN=COC1(C=O)C=C(C)C=CC1
165900_S2,7.0,CCN=COCOC1C=CC(C)=CC1
166100_S2,11.0,CCN=COC12C=CC(C)=CC1O2
167300_S2,7.0,CC1=C(O)C=CC(C)=C1
168300_S2,12.0,C#CC=C(C=CCOC(O)=NCC)C
169300_S2,10.0,CCN=C1OCC2(C=CC(C)=CC2)O1
175800_S2,10.0,CC=CC(=CCONCC)C
176500_S2,9.0,CC=CC(=CC1OC1(C)NCC)C
177400_S2,12.0,CCN1OCC=CC(C)=CC(CC)O1
178000_S2,11.0,CCNCC=C(C=CCOOCC)C
178100_S2,10.0,CCN=CC=C(C=CCOC(C)O)C
178200_S2,11.0,CCNOC(C=C(C=CCO)C)CC
178400_S2,11.0,CC=C(O)C=C(C=CCO)C
179000_S2,11.0,CCNC1(C)OC1C=C(C=CC=O)C
179300_S2,10.0,CCN1CC=CC(C)=CCOC1(C)O
179700_S2,9.0,CCN1CC=CC(C)=CC2OC2(C)O1
180100_S2,10.0,CC=C(C=CC(O)N(CC)C(C)=O)C
180400_S2,13.0,CCN1C(C)=CC=C(C)C=CC1OO
180500_S2,13.0,CCNC(=O)C=CC(=CCO)C
180700_S2,13.0,CCN1CC=C(C)C=CC1OO
180800_S2,10.0,CCN1C(O)C=CC(C)=CCC1(C)O
181300_S2,13.0,CC=C(C=CC(=O)N(CC)CC)C
181700_S2,10.0,CCN=CC=CC(=CC(=O)C(C)=O)C
181900_S2,12.0,CC=C(C=CC(=NCC)OOCC)C
183100_S2,13.0,CCNC(C=C(C=CCCC)C)OO
183400_S2,11.0,CCNOC12C=C(C)C=CCC1(C)O2
183500_S2,12.0,CCN1C2(O)C=C(C)C=CCC12C
183700_S2,13.0,CCN1OC1(C)C1C=CC(C)=CCO1
184100_S2,14.0,CCN1CC=C(C)C=CC(=O)C1C
184200_S2,11.0,CC=C(C=CC(O)C(C)=O)C
184300_S2,11.0,CCN1CC=C(C)C=CC2OC2(C)O1
184400_S2,14.0,CCN=C1C=C(C)C=CC(CC)O1
184500_S2,13.0,CCN1C2C=C(C)C=CC(OO)C21C
184900_S2,16.0,CCN=C(C)C(=O)C=CC(=CC=O)C
185200_S2,13.0,CCN1C2C=CC(C)=CC(O)OC21C
185400_S2,11.0,CCN1OOC2(C)CC=C(C)C=CC12
185500_S2,10.0,CCN1C2C=CC(C)=CC1C2(C)O
185700_S2,15.0,CCN1C(C)C1(O)C=CC(=CC=O)C
186000_S2,12.0,CC=C(C=CC1(C(C)O)ON1CC)C
186500_S2,14.0,CC=C(C=CC(CC)=NCC)C
186700_S2,13.0,CCN=C1C=CC(C)=CC(O)(O)C1C
187300_S2,13.0,CCN1CC=C(C)C=CC=C(C)OO1
187400_S2,12.0,CCN=CC=C(C=CC=C(C)O)C
187500_S2,12.0,CCNOC1C=C(C)C=CC=C1C
187600_S2,15.0,CCN(O)C(C)=C1C=CC(C)=CCO1
187900_S2,14.0,CCN(O)CC=C(C=CC(O)=CC)C
188000_S2,13.0,CCNOOC1=C(C)CC=C(C)C=C1
188300_S2,15.0,CCNC(C=CC(=CC1OO1)C)=CC
189000_S2,15.0,CCNC(=O)C=C(C=CC#CC)C
189900_S2,8.0,CCN1OC1(C)C1C=C(C)C=CC1
190000_S2,9.0,CCNC1(C)OOC12C=C(C)C=CC2
190200_S2,8.0,CC=C1C=C(C)C=CC1
190500_S2,9.0,CCNC12C=C(C)C=CC1O2
190700_S2,9.0,CCN(O)C12C=C(C)C=CC1OC2C
191300_S2,9.0,CCC1(O)C=C(C)C=CC1O
192200_S2,11.0,CCN(CC)C1C=CC(C)=CC1O
192500_S2,10.0,CCN1C2C=CC(C)=CC23OOC13C
193300_S2,13.0,CCN1OC23C=C(C)C=CC12O3
193400_S2,10.0,CCN1C(C)C2C=C(C)C=CC21O
193900_S2,8.0,CCN=C1C=CC(C)=CC1OC(C)=O
194900_S2,8.0,CCNC1C=C(C)C=CC1C(C)(O)O
195200_S2,10.0,CCN1OC2(C)C3C=CC(C)=CC32O1
195500_S2,12.0,CCN1C(C)(O)C23C=CC(C)=CC12O3
195600_S2,10.0,CCNC1(C)C2C=C(C)C=CC21O
195900_S2,13.0,CCNOC12C=C(C)C=CC1(CC)O2
196000_S2,10.0,CCN=C1C=C(C)C=CC12OC2(C)O
197700_S2,11.0,CCN(O)OC(C)=C1C=CC(C)=CC1
199900_S2,8.0,CCOOC1=CC=C(C)C=C1
200600_S2,8.0,CCNC1=C(OCC)C=C(C)C=C1
201800_S2,8.0,CCNC(C)(O)C1=CC=C(C)C=C1
204700_S2,10.0,CC=CC(=CC(NCC)OCC=O)C
204900_S2,12.0,CC=CC(=CC1(O)OCC1NCC)C
205000_S2,10.0,CC=CC(=CC(=NCC)C(O)CO)C
205200_S2,15.0,CCN=CCOCC=CC(=CC=O)C
205500_S2,11.0,OCC=CC(=CC1CCO1)C
205600_S2,11.0,CC1=CC2=C(CO2)OCC=C1
205700_S2,12.0,CC1=CC2CCOC(C=C1)O2
205900_S2,12.0,CCNCC=CC(=CCOCC)C
206100_S2,12.0,CCN1CC=CC(C)=CC23OCC12O3
206200_S2,11.0,CCNCC=CC(=CC1=C(O)CO1)C
206500_S2,12.0,CCN1C2C=CC(C)=CC3OCC31O2
206700_S2,12.0,CCN1C(=O)C=CC(C)=CC1C1CO1
207100_S2,13.0,CCN=C1C=CC(C)=CC2=C(CO2)O1
207400_S2,12.0,CCNCC=C(C=CCCCO)C
207700_S2,14.0,CCN1OCC2=C(C=C(C)C=CC2)O1
207800_S2,13.0,CCNC12COC1C=CC(C)=CC2O
207900_S2,13.0,CCN1CC=C(C)C=CC2OC21CO
208200_S2,12.0,CC=C(C=CC(C1CO1)N(O)CC)C
208300_S2,15.0,CCN1C2C=CC(C)=CC1OOCC2
208400_S2,11.0,CCN1C2C=CC(C)=CC1C21CO1
208600_S2,12.0,CCN1CC=C(C)C=CC12OC21CO1
209100_S2,14.0,CC=C(C=CC=CCO)C
209400_S2,16.0,CCN1CC=C(C)C=CC2=C1COO2
209900_S2,16.0,CCNOCC#CC=CC(=CC=O)C
210100_S2,11.0,CCN1OC1COC1C=C(C)C=CC1
210400_S2,10.0,CCN1OCCC12C=C(C)C=CC2
210500_S2,11.0,CCN(O)C(CO)=C1C=C(C)C=CC1
210600_S2,11.0,CCNC12C=C(C)C=CC1OCCO2
211000_S2,10.0,CCNC12C=C(C)C=CC13OCC2O3
211200_S2,12.0,CCNC1C=CC(C)=CC1(O)OCC
211300_S2,8.0,CCNC1C=CC(C)=CC1C(O)CO
211500_S2,11.0,CCN1C2C=C(C)C=CC21OCCO
211600_S2,13.0,CCN1CCOC2C=C(C)C=CC21O
212300_S2,10.0,OC1C=C(C)C=CC1C1CO1
212500_S2,10.0,CCNOCC12OC13C=C(C)C=CC32
212700_S2,11.0,CCNOCC1OC12C=CC(C)=CC2
212800_S2,11.0,CC1=CC2C3COOC23C=C1
213600_S2,13.0,CCNC(CO)=C1C=CC(C)=CC1O
214300_S2,6.0,CC1=CC(C2CO2)=CC=C1
215500_S2,8.0,CCNC1=C(C(=O)CO)C=CC(C)=C1
217900_S2,14.0,CCNC1=C(C=O)OCC=C(C)C=C1
218100_S2,8.0,O=CC(O)C1C=C(C)C=CC1
218300_S2,12.0,CCN1C2C=CC(C)=CC21OCC=O
219900_S2,14.0,CC=CC(=CC1(OCC)ON1CC)C
220000_S2,8.0,CC=CC(=CCC1(ONCC)CO1)C
220100_S2,10.0,CC=CC(=CC1N(CC)C1(O)CO)C
220200_S2,10.0,CC=CC(=CC=CCO)C
220600_S2,11.0,CCNC1=C(CO)OCC=CC(C)=C1
220700_S2,12.0,CCN=C(C=C(C=CC=O)C)C1CO1
221000_S2,15.0,CCN=CC=C(C=CC(=O)OCC)C
221200_S2,10.0,CCNCC=CC(=CCC1COO1)C
221300_S2,10.0,CCN1CC=CC(C)=CC12OC21CO1
221800_S2,13.0,CCN1C2=CC=C(C)C=CC1OC2
222500_S2,13.0,CC=C(C=CCC(CO)=NCC)C
222600_S2,13.0,CCN1OC1C=C(C=CCC1CO1)C
222800_S2,12.0,CCNC12C=C(C)C=CCC1CO2
222900_S2,12.0,CC=C(C=CC1OC1(CO)NCC)C
223000_S2,12.0,CCNOC1C=CC(C)=CCC1CO
223400_S2,13.0,CCN1C(C=CC(=CCO)C)C12CO2
224300_S2,13.0,CCNOC1=CC=CC(C)=CCOC1
224700_S2,14.0,CC=C(C=CC(=CCOO)NCC)C
225400_S2,11.0,CCN1C(O)COC12C=C(C)C=CC2
225800_S2,13.0,CCN1OC2C=CC(C)=CC21OCC
227500_S2,13.0,CCN1OOCCC2C=CC(C)=CC21
227800_S2,12.0,CCN1OCC2OC23C=CC(C)=CC13
228000_S2,11.0,CC1=CC2OC3COC23C=C1
228200_S2,11.0,CCNC12C=CC(C)=CC1OCC2O
228800_S2,14.0,CCN1OCC=C2C=CC(C)=CC21O
229700_S2,9.0,CCNC(CO)C1=C(O)C=CC(C)=C1
230000_S2,9.0,CCN(C1=CC=C(C)C=C1)C1CO1
230600_S2,8.0,CC1=CC2=C(C=C1)C1(CO1)O2
232400_S2,15.0,CCN1CC=C(C)C=CC2OC(C1)O2
232500_S2,11.0,CCNCC=CC(=CCCC(O)O)C
232600_S2,12.0,CCN1CC=CC(C)=CC1=C1OC1O
232700_S2,14.0,CCNC1C=CC(C)=CCOC(C)O1
233100_S2,12.0,CCN=CC=C(C=CCC12OC1O2)C
233200_S2,13.0,CC1=CC=C(C2OO2)CC=C1
