rmat_tag,distance,SMILES
19880900_S2,14.0,CCNC1C=C(O)C=C(C)C=CC(C)O1
19881200_S2,15.0,CCN1OCC=C1C=C(C=CC(C)=O)C
19881300_S2,13.0,CCNC1C=CC=C(C)C=CC(C)O1
19881400_S2,14.0,CCN(O)C1=CCOC(C)C=CC(C)=C1
19882100_S2,14.0,CCN1C(C)C=CC(C)=CC(O)=CC1O
19882500_S2,12.0,CCNC1(C)C=CC(C)=CC=CC(O)O1
19884700_S2,16.0,CCN1OC2=CC13OC3(C)C=CC(C)=C2
19885100_S2,16.0,CCN(OO)C1(C)C=CC(C)=CC=CC1
19885200_S2,15.0,CCNC1(C)C=CC(C)=CC2=CC1OO2
19886000_S2,16.0,CC1=CC=CC=C(C)C=C1
19886800_S2,11.0,CC1C=CC(C)=CC1=CC=O
19887700_S2,11.0,CCNC1(C)C=CC(C)=CC1=CC1OO1
19889500_S2,13.0,CCNOC(=CC=C(C=CCC)C)CO
19890000_S2,13.0,CCNC1=C2OC2OC(C)C=CC(C)=C1
19890300_S2,14.0,CCNC(C)C=CC(=CC1=C(O)CO1)C
19892100_S2,16.0,CCN1OC2=C(C)C=CC(C)=CC1=C2O
19892600_S2,14.0,CC1=C2C=C(C)C=CC2(C)O1
19894900_S2,14.0,CCNC1(C)C=CC(C)=CC=C(CO)O1
19895400_S2,15.0,CCN(O)C1=C2OC2C(C)C=CC(C)=C1
19896300_S2,15.0,CC1=C2OC2=C(O)C=C(C)C=C1
19898100_S2,12.0,CCNC(C=O)=C(O)C=C(C=CCC)C
19898500_S2,13.0,CCNC(C)=C(O)C=C(C=CC(C)O)C
19898700_S2,11.0,CCNC(C=O)=CC=C(C=CC(C)=O)C
19898800_S2,11.0,CCN1C2=CC=C(C)C=CC(C)OC21O
19899200_S2,15.0,CCN1OC(C=C(C=CC(C)=O)C)=C1C
19899300_S2,14.0,CCN1C(C)C=CC(C)=CC=C1C
19902300_S2,11.0,CCN1OCC1=C1C=C(C)C=CC1(C)O
19903900_S2,11.0,CCC=CC(=CC=C=C=O)C
19904400_S2,15.0,C=C=C(O)C=C(C=CC(C)O)C
19904600_S2,13.0,CC(=O)C=CC(=CC=C=C=O)C
19905100_S2,17.0,C=C=C(C=C(C=CC(C)=O)C)ONCC
19905200_S2,16.0,C=C=CC=C(C=CC(C)NCC)C
19905300_S2,17.0,C=C=C1C=C(C)C=CC(C)N(CC)OO1
19908000_S2,14.0,CCN1OOC1=C=C1C=C(C)C=CC1C
19908200_S2,13.0,CCNOC1(C)C=CC(C)=CC1=C=CO
19909800_S2,11.0,CCC=CC(=CC#C)C
19910200_S2,12.0,CCNOCOC(C)C=CC(=CC#C)C
19910500_S2,15.0,CCN=COOC(C)C=CC(=CC#C)C
19911200_S2,15.0,CCN(C)C(C)(O)C=CC(=CC#C)C
19912000_S2,13.0,CC(C=CC(=CC#C)C)COO
19912900_S2,14.0,CCN1OCC1(C)C=CC(=CC#C)C
19915500_S2,13.0,COC(C)C=CC(=CC#CO)C
19915700_S2,16.0,CCN(C)C(C)C=CC(=CC#COO)C
19916000_S2,15.0,CCN=C(C)C=CC(=CC#COOC)C
19916200_S2,16.0,CCN=CC(C)C=CC(=CC#CO)C
19916400_S2,14.0,CC1(C=CC(=CC#CO)C)CO1
19920200_S2,10.0,CCNC#CC=C(C=CCC)C
19924500_S2,16.0,CCN1OC1C#CC=C(C=CC(C)=O)C
19928100_S2,13.0,CCNOC(O)C=C(C=CC(C)C)C
19928300_S2,14.0,CCN(O)C(=O)C=C(C=CC(C)C)C
19928500_S2,12.0,CCN=C(C=C(C=CC(C)C)C)OC=O
19928600_S2,7.0,CC(C)C=CC(=CCC=O)C
19928700_S2,10.0,CCN1OC(C=C(C=CC(C)C)C)C1=O
19928800_S2,12.0,CCN1OC2(C=C(C=CC(C)C)C)OC12
19930000_S2,12.0,CCN=C(O)C1C=C(C)C=CC(C)(C)O1
19930100_S2,11.0,CCNC1(CO)C=C(C)C=CC(C)(C)O1
19930700_S2,11.0,CC=C(C=CC(C)(C)OC1ON1CC)C
19930800_S2,12.0,CCNCC=C(C=CC(C)(C)O)C
19930900_S2,13.0,CCN=CC=C(C=CC(C)(C)O)C
19931000_S2,10.0,CCNC(O)CC=C(C=CC(C)(C)O)C
19931300_S2,14.0,CCN=C=C(O)C=C(C=CC(C)(C)O)C
19932100_S2,11.0,CC=C(C=CC(C)(C)NCC)C
19932200_S2,11.0,CCN1C(O)OCC=C(C)C=CC1(C)C
19932500_S2,12.0,CCC=C(C=CC(C)(C)NCC)C
19932700_S2,13.0,CCN1CC(=O)C=C(C)C=CC1(C)C
19934800_S2,10.0,CC=C(C=CC(C)(C)C=O)C
19934900_S2,14.0,CCN=CC(C)(C)C=CC(=CCO)C
19935000_S2,13.0,CCNC1OC(O)C=C(C)C=CC1(C)C
19935200_S2,15.0,CCN1CC(C)(C)C=CC(C)=CC1OO
19935500_S2,11.0,CC1(C)C=CC(C)=CC2OOC21
19935600_S2,14.0,CCN=C1C(C)(C)C=CC(C)=CC1(O)O
19935700_S2,12.0,CCNC12C=C(C)C=CC(C)(C)C1OO2
19935900_S2,11.0,CC1(C)C=CC(C)=CC=C1OO
19936000_S2,13.0,CCN(O)C1=CC(C)(C)C=CC(C)=C1
19939300_S2,10.0,CCN1OC1OC1C=C(C)C=CC1(C)C
19939500_S2,10.0,CCNC1C=C(C)C=CC1(C)C
19940000_S2,9.0,CCNC(O)C1(O)C=C(C)C=CC1(C)C
19940100_S2,7.0,CCNC1(C(O)O)C=C(C)C=CC1(C)C
19940300_S2,9.0,CCN1OC(=C2C=C(C)C=CC2(C)C)O1
19945000_S2,13.0,CCN1CC(C=C(C=CC(C)CO)C)O1
19945100_S2,12.0,CCN1OC12C=C(C)C=CC(C)COC2
19945200_S2,11.0,CCNOC=CC=C(C=CC(C)CO)C
19945600_S2,13.0,C=C(C=C(C=CC1(C)CO1)C)NCC
19945700_S2,14.0,CC12C=CC(C)=CC(OC1)O2
19945800_S2,12.0,CCN1OCC2(C)C=CC(C)=CCC1O2
19946000_S2,15.0,C#CC=C(C=CC1(C)CON(CC)O1)C
19946300_S2,13.0,CCN(CO)C1(C)C=CC(C)=CCOC1
19946400_S2,15.0,CCN1C(=O)C=C(C)C=CC1(C)CO
19946600_S2,11.0,CCNC1(C)C=CC(C)=CC=COC1
19947500_S2,11.0,CC12C=CC(C)=CCOC1OC2
19947600_S2,15.0,CCN1OCC(C)(C)C=CC(C)=CC1O
19947800_S2,13.0,CCNC12OCC1(C)C=CC(C)=CC2=O
19949400_S2,10.0,CCNOCC1(C)C=CC(C)=CC1
19949500_S2,12.0,CC12C=CC(C)=CC1(O)OC2
19949700_S2,11.0,CCN1CC2C=C(C)C=CC2(C)CO1
19949800_S2,11.0,CCN(O)C1(C)C=C(C)C=CC1(C)CO
19949900_S2,12.0,C=C1C=C(C)C=CC1(C)COONCC
19951900_S2,14.0,CC(C=CC(=CC=O)C)C=O
19952100_S2,14.0,CC1(C=O)C=CC(C)=CCO1
19952600_S2,12.0,CCNC1(O)CC=C(C)C=CC1(C)C=O
19953100_S2,12.0,CCN=CC1C=C(C)C=CC1(C)C=O
19953700_S2,13.0,CC=C(C=CC(C)COOC=NCC)C
19953800_S2,12.0,CCNCC=C(C=CC(C)COOC)C
19954000_S2,11.0,CCN(O)C1CC=C(C)C=CC(C)CO1
19954100_S2,11.0,CCNC(C=O)C=C(C=CC(C)CO)C
19954700_S2,13.0,CCN1C2OC3(C)C=CC(C)=CC21OC3
19955500_S2,12.0,CCN1C2CC=C(C)C=CC1(C)COO2
19955600_S2,11.0,CCN1C2(C)C=CC(C)=CC13OC3OC2
19955700_S2,14.0,C=C1C=C(C)C=CC(C)(N(O)CC)CO1
19956600_S2,13.0,CCNCC=C(C=CC1(C)COOC1)C
19956700_S2,12.0,CCN=CC=C(C=CC1(C)COC1O)C
19956800_S2,13.0,CCNOC1C=C(C)C=CC(C)(CO)C1
19957000_S2,13.0,CC1(CO)C=CC(C)=CC(O)=C1
19958500_S2,10.0,COC1C=C(C)C=CC1(C)CO
19961000_S2,14.0,CCNC1C=C(C)C=CC(C)C(O)O1
19961100_S2,14.0,CCN=CC1C=C(C)C=CC(C)C(O)O1
19961600_S2,13.0,CCN1CC=C(C)C=CC1(C)C(O)OC
19962100_S2,16.0,CC=C(C=CC(C)(C=NCC)C1OO1)C
19963000_S2,12.0,CCN1COC(C2(C)C=CC(C)=CC2)O1
19964200_S2,13.0,CCN1C2C=C(C)C=CC(C)C(=O)OC21
19964700_S2,13.0,CCNCC12C=C(C)C=CC1(C)C(=O)O2
19965000_S2,14.0,CCN(O)CC=C(C=CC(C)C=O)C
19965200_S2,15.0,CCN1CC=C(C)C=CC(C)(C=O)O1
19965700_S2,14.0,CCNOC1C=C(C)C=CC(C)(C=O)C1
19966200_S2,11.0,CC1(O)C=C(C)C=CC1(C)C=O
19966800_S2,12.0,CCNC1C=C(C)C=CC(C)C(=O)OC1
19967300_S2,12.0,CCN=C1OC(=O)C2(C)C=CC(C)=CC12
19967700_S2,11.0,CCN(CO)CC(C)C=CC(=CC=O)C
19967800_S2,12.0,CCN1COC(=O)C=C(C)C=CC(C)C1
19968000_S2,8.0,CCNCC(C)C=CC(=CCCOO)C
19968100_S2,9.0,CCN1CC(C)C=CC(C)=CC(=O)C1=O
19968400_S2,12.0,C=C1C=C(C)C=CC(C)CN(CC)OO1
19968900_S2,8.0,CCNCC1(C)C=CC(C)=CC(C=O)O1
19969400_S2,11.0,CCN1COC(C)(C=CC(=CCO)C)C1
19969600_S2,11.0,CCN1CC2(C)C=CC(C)=CC(O2)C1=O
19969700_S2,10.0,CCN(O)CC1(C)C=CC(C)=CC=CO1
19970500_S2,11.0,CCN1CC1(C)C=CC(=CC(C)=O)C
19971900_S2,11.0,CCN1CC2(C)C=CC(C)=CC3OOC312
19972000_S2,9.0,CCN1CC2(C)C=CC(C)=CC1C2O
19974300_S2,10.0,CCN(C=O)CC1(C)C=CC(C)=CC1O
19977800_S2,12.0,CCN1OC2(C)C=C(C)C=CC(C)C1O2
19977900_S2,10.0,CCNC1OOC=CC=C(C)C=CC1C
19979200_S2,12.0,CCN1C2OC1C2(C)C=CC(=CCO)C
19979500_S2,12.0,CCN1C2=CC(C)(C=CC(C)=C2)C1O
19980600_S2,8.0,CCNC1OCC2(O)C=C(C)C=CC12C
19980700_S2,9.0,CCN1OC=C2C=C(C)C=CC2(C)C1O
19982100_S2,12.0,CC=C(C=CC(C)(O)C(=O)NCC)C
19983300_S2,10.0,CCN1C2OC1C(C)C=CC(C)=CC2O
19983500_S2,9.0,CCN1C2=C(O)OC1C(C)C=CC(C)=C2
19983700_S2,12.0,CCN1CC2C=C(C)C=CC(C)(O)C1O2
19984700_S2,12.0,CCN1OC1C1(C)C=CC(C)=CCOC1
19985000_S2,13.0,CCN1C2=C(O)C=C(C)C=CC2(C)C1O
19985900_S2,9.0,CCN(OC)C(O)C1(C)C=CC(C)=CC1
19986000_S2,10.0,CCN1C2C=C(C)C=CC2(C)C1O
19987600_S2,12.0,CCN1C(C)C=C(C)C=CC(C)C12OO2
19987700_S2,13.0,C#CC=C(C=CC(C)C1(NCC)OO1)C
19989500_S2,12.0,CC=C(C=CC(C)C(=O)N(C=O)CC)C
19990600_S2,11.0,CC=C(C=CC(C)C=NCC)C
19990800_S2,8.0,CCN=CC(C)C=CC(=CCC(=O)O)C
19991200_S2,11.0,CCC=C(C=CC(C)(C=NCC)OO)C
19991300_S2,10.0,CCN=CC1(C)C=CC(C)=CC(=C=O)O1
19992300_S2,13.0,CCN=CC(C)(C)C=CC(=CC=O)C
19993500_S2,11.0,CCN=CC1(C)C=CC(C)=CC1OO
19995700_S2,11.0,CCN=C1OCC=C(C)C=CC1(C)C=O
19997200_S2,13.0,C=C1C=C(C)C=CC(C)C(=NCC)OO1
19997700_S2,11.0,CC=C(C=CC1(C)C(=O)OC1=NCC)C
19998300_S2,10.0,CCN=C(OC)C1(C)C=CC(C)=CC1O
20000200_S2,12.0,CC=C(C=CC(C)CC(NCC)OO)C
20000300_S2,12.0,CC(C=CC(=CC=O)C)CCO
20000400_S2,15.0,CCNCCC(C)C=CC(=CC(=O)O)C
20000700_S2,13.0,CCN=C1C=C(C)C=CC(C)CCO1
20000800_S2,10.0,CC1C=CC(C)=CCCC1
20000900_S2,12.0,CCN(O)C12CC(C)C=CC(C)=CC1O2
20001000_S2,12.0,CCNOC1CC(C)C=CC(C)=CC1=O
20001100_S2,13.0,CCN1C23C=C(C)C=CC(C)CC12OO3
20001600_S2,15.0,CCN=CCC(C)(O)C=CC(=CCO)C
20001800_S2,11.0,CC1(O)C=CC(C)=CCCC1
20002500_S2,16.0,CCN1CCC2(C)C=CC(C)=CC1OO2
20002700_S2,14.0,CCNOC12C=C(C)C=CC(C)(CC1)O2
20002800_S2,11.0,CCN=C1C=C(C)C=CC2(C)CC1(O)O2
20003900_S2,11.0,CCNC1(C)C=CC(C)=CC2OC2C1
20004000_S2,13.0,CCNC1(C)C=CC(C)=CC(=O)C(=O)C1
20005600_S2,13.0,CC=C(C=CC1(C)CC1O)C
20005700_S2,16.0,CCN(O)C1CC1(C)C=CC(=CC=O)C
20005900_S2,14.0,CCNC(O)C=C(C=CC1(C)CC1)C
20006000_S2,12.0,CCN=CC=C(C=CC1(C)CC1=O)C
20006200_S2,12.0,CC12C=CC(C)=CC3(O)OC13C2
20008300_S2,11.0,CCNOOCCC1(C)C=CC(C)=CC1
20008400_S2,10.0,CCNOC1CC2(C)C=CC(C)=CC2O1
20008700_S2,13.0,CCN(O)C1(O)C=C(C)C=CC1(C)CC
20008900_S2,10.0,CCNOOC1CC2(C)C=CC(C)=CC12
20009000_S2,11.0,CC12C=CC(C)=CC1(O)CC2
20009100_S2,10.0,CCN1OC2CC3(C)C=CC(C)=CC213
20012700_S2,15.0,CCN1OC(C)C(C)C=CC(C)=CC1O
20012900_S2,13.0,CCNC12OC1C(C)C=CC(C)=CC2=O
20013200_S2,14.0,CCN1CC=C(C)C=CC2(C)OC2C1O
20013300_S2,13.0,CCNOC1=CC=C(C)C=CC2(C)OC12
20013500_S2,12.0,CC12C=CC(C)=CC(O1)C1OC12
20013600_S2,14.0,CCNC1=CC(O)C(C)(O)C=CC(C)=C1
20013900_S2,16.0,CCN1OC2C=C(C)C=CC1(C)C(C)O2
20014800_S2,15.0,CC=C(C=CC1(C)C2C1ON2CC)C
20014900_S2,15.0,CCN1CC=C(C)C=CC2(C)C3OOC312
20015100_S2,15.0,CCN1C23C=C(C)C=CC4(C)C(O2)C143
20016100_S2,12.0,CCNC1OC1C1(C)C=CC(C)=CC1O
20016200_S2,13.0,CCN1OC2COC13C=C(C)C=CC23C
20016300_S2,8.0,CC12C=CC(C)=CC1C1(O)OC21
20016400_S2,11.0,CCN1C23OC2C2(C)C=CC(C)=CC123
20018000_S2,13.0,CC1C=CC(C)=CCOCC1=O
20018200_S2,15.0,CCNC1C2C=C(C)C=CC(C)(O2)C1=O
20019400_S2,13.0,CC(O)C(C)C=CC(=CCO)C
20019500_S2,14.0,CCN1CC=C(C)C=CC(C)C(O)C1=O
20019700_S2,13.0,CC1C=CC(C)=CC(=O)CC1O
20019900_S2,15.0,CC1C=CC(C)=CC2=CC1O2
20020400_S2,14.0,CC=C(C=CC1(C)OC1C(O)=NCC)C
20020700_S2,16.0,CCN1CC2OOCC=C(C)C=CC21C
20021700_S2,15.0,CCNCC=C(C=CC1(C)CC1OO)C
20021800_S2,17.0,CCN=C1C=C(C)C=CC2(C)CC2OO1
20022900_S2,12.0,CCNOC1COC2C=C(C)C=CC21C
20024900_S2,16.0,CCNC12C=C(C)C=CC(C)C(C)(O1)O2
20025000_S2,14.0,CCNC12C=C(C)C=CC(C)C(O)(C1)O2
20025400_S2,14.0,CCNC1(C)C=CC(C)=CCCC12OO2
20025800_S2,16.0,CC12C=CC(C)=CC3OC1(C2)O3
20025900_S2,14.0,CCNC1C=C(C)C=CC2(C)C1C2(O)O
20026400_S2,13.0,CCNC1C=C(C)C=CC1(C)C(C)(O)O
20026500_S2,14.0,CCN=C1C23C=C(C)C=CC2(C)C1(O)O3
20027400_S2,14.0,CCNC1(O)C=C(C)C=CC(C)C(=O)C1
20027500_S2,13.0,CC1(O)C=CC(C)=CCCC1=O
20028800_S2,10.0,CCNC1C(=O)OCC=C(C)C=CC1C
20029100_S2,11.0,CCN1OC2C=C(C)C=CC(C)C1C2
20029200_S2,11.0,CCNC1CC(=O)C=C(C)C=CC1C
20029700_S2,11.0,CCN1OC2(C)C=CC(C)=CCCC12
20029800_S2,11.0,CCN1C2C(O)C13C=C(C)C=CC2(C)O3
20029900_S2,11.0,CCN1C2=C(O)C1C(C)(O)C=CC(C)=C2
20030200_S2,13.0,CCN1C2C=C(C)C=CC(C)(O2)C1C
20030300_S2,12.0,CCN1C2C3C=C(C)C=CC(C)(O3)C21
20030400_S2,12.0,CCNC1C=C(O)C=C(C)C=CC1(C)O
20031000_S2,8.0,CCN1C2C(O)(O)CC=C(C)C=CC21C
20031800_S2,12.0,CC=C(C=CC1(C)C2C1N2CC)C
20031900_S2,12.0,CCNC1C2OC(O)C=C(C)C=CC21C
20032100_S2,10.0,CCNC1C2(C)C=CC(C)=CCC12OO
20033500_S2,8.0,CCN(O)C(C=O)C1(C)C=CC(C)=CC1
20033700_S2,8.0,CCN1C2C=C(C)C=CC2(C)C1C(O)O
20033900_S2,8.0,CCN1OC23C=C(C)C=CC2(C)C1C3=O
20034000_S2,9.0,CCN1C2C(=O)C13C=C(C)C=CC23C
20036200_S2,11.0,CC=C(C=CC(C)C1(N(O)CC)CO1)C
20036300_S2,10.0,CCN1CC=C(C)C=CC(C)C1(O)C=O
20036400_S2,11.0,CCN1OC2C3C=C(C)C=CC(C)C21O3
20036700_S2,11.0,CCNC12OC1(C)C=CC(C)=CC=C2O
20037500_S2,12.0,CC=C(C=CC1(C)CC1(O)NCC)C
20037600_S2,14.0,CCN1C2C=C(C)C=CC3(C)CC13O2
20038300_S2,11.0,CCN1OC1(C)C1(C)C=CC(C)=CC1
20038400_S2,10.0,CCN1C2C=C(C)C=CC2(C)C1(O)CO
20038500_S2,10.0,CCN1OC2C34C=C(C)C=CC3(C)C21O4
20038600_S2,10.0,CCN1OC12C(O)=C1C=C(C)C=CC12C
20039700_S2,13.0,CCN1CC=C(C)C=CC(C)C1(C)OO
20039800_S2,10.0,CCN1C2(O)CC=C(C)C=CC(C)C12O
20040300_S2,13.0,CC=C(C=CC1(C)OC12CN2CC)C
20041900_S2,9.0,CCN1C2(O)C3C=C(C)C=CC3(C)C12O
20042000_S2,10.0,CCNC1(O)C=C2C=C(C)C=CC21C
20043100_S2,10.0,CCN=C1C(C)C=CC(C)=CCOC1O
20043200_S2,10.0,CCN=C1C(=O)CC=C(C)C=CC1C
20043600_S2,12.0,CCN=C1C(O)=C2C=C(C)C=CC1(C)O2
20044500_S2,11.0,CCN=C1C2(C)C=CC(C)=CC3OC312
20045300_S2,9.0,CCN=C1C(=O)C2C=C(C)C=CC21C
20046500_S2,13.0,C=CC(C)C=CC(=CCO)C
20046600_S2,13.0,CC1C=CC(C)=CC(O)OC=C1
20047000_S2,12.0,CC1C=CC(C)=CC2OOC2=C1
20047100_S2,14.0,CCN1C2=CC(C)C=CC(C)=CC21
20047300_S2,14.0,C=CC(C)(C=CC(=CC)C)ONCC
20047400_S2,13.0,CCNCC=C(C=CC1(C)C=CO1)C
20047500_S2,16.0,C=CC(C)(O)C=CC(=CC(O)=NCC)C
20047900_S2,14.0,CC1(C=CC(=CC=O)C)C=CO1
20048000_S2,16.0,C=CC1(C)C=CC(C)=CC(O)(NCC)O1
20048100_S2,14.0,CCNOC1C=CC(C)(O)C=CC(C)=C1
20048600_S2,14.0,CC=C(C=CC(C)(C=C=O)N(O)CC)C
20048700_S2,16.0,CCN1C=CC1(C)C=CC(=CCOO)C
20048800_S2,15.0,CCN1C2C=C(C)C=CC1(C)C=COO2
20051700_S2,12.0,CC12C=CC(C)=CC1C=C2
20054000_S2,16.0,CC=C(C=CC(C)C(=C=NCC)OO)C
20054900_S2,16.0,CCN1C2=C3OC(C=C(C)C=CC31C)O2
20056100_S2,12.0,CCNC(O)=C(O)C1(C)C=CC(C)=CC1
20056200_S2,13.0,CCNC12C=C(C)C=CC1(C)C(=CO)O2
20056300_S2,10.0,CC12C=CC(C)=CC1C(O)=C2O
20057800_S2,16.0,C=C1ON(CC)OC1(C)C=CC(=CC)C
20058400_S2,14.0,CCN1OC2=CCC=C(C)C=CC21C
20060800_S2,11.0,CC=C(C=CC(C)C(=COO)NCC)C
20060900_S2,13.0,CCN1OCC=C(C)C=CC(C)C1=C=O
20061000_S2,14.0,C=C1C(C)C=CC(C)=CC(OO)N1CC
20061800_S2,15.0,C=C(NCC)C1(C)C=CC(C)=CC(=O)O1
20061900_S2,12.0,CCN1OC2(C)C=CC(C)=CC3OC3=C12
20063700_S2,10.0,CCNC(=C=O)C1(C)C=CC(C)=CC1
20064000_S2,8.0,CCNC1=C(O)C2C=C(C)C=CC21C
20065600_S2,15.0,C#CC(C)C=CC(=CC(O)O)C
20065700_S2,14.0,CCNC(O)C=C(C=CC(C)C#CO)C
20066200_S2,16.0,C#CC(C)(O)C=CC(=CC)C
20067700_S2,15.0,CCNC#CC1(C)C=CC(C)=CC1OO
20067800_S2,16.0,C#CC1(C)C=CC(C)=CC12OON2CC
20069100_S2,13.0,CC1C=CC(C)=CC(=O)C1
20069200_S2,14.0,CCN=COC1(O)C=C(C)C=CC(C)C1
20069400_S2,13.0,CCNC1(O)C=C(C)C=CC(C)C1
20069600_S2,10.0,CC1C=CC(C)=CC(CO)C1
20070300_S2,10.0,CC1(OCO)C=CC(C)=CCC1
20070400_S2,15.0,CC12C=CC(C)=CC(O)(C1)O2
20071100_S2,13.0,CC1(OO)C=CC(C)=CCC1
20071400_S2,11.0,CCNOC1(C)C=CC(C)=CC(CO)C1
20072700_S2,10.0,CCNC1(C)C=CC(C)=CC(O)(C=O)C1
20074400_S2,14.0,CCNCC1(C)C=CC(C)=CCC1
20074500_S2,14.0,CCN=C1OC2C=C(C)C=CC1(C)C2
20074700_S2,14.0,CCN1C2C=C(C)C=CC(C)(C2)C1OO
20075000_S2,13.0,CCN1OOC12C1C=C(C)C=CC2(C)C1
20075100_S2,13.0,CCN1OC23C=C(C)C=CC(C)(C2)C13O
20078100_S2,10.0,CC12C=CC(C)=CC1(OC=O)C2
20078200_S2,13.0,CCN(OO)C12C=C(C)C=CC1(C)C2
20081300_S2,14.0,CCN(O)OC1CC=C(C)C=CC1C
20081500_S2,12.0,CCNC12C=C(C)C=CC(C)C1OCO2
20081600_S2,12.0,CCN1OCC2C=C(C)C=CC(C)C2O1
20082300_S2,12.0,CCNC12C=C(C)C=CC(C)(O)C1OC2
20082600_S2,14.0,CCN(O)C1(C)C=CC(C)=CCC1O
20082800_S2,11.0,CCN1C2(O)OC3C2C=C(C)C=CC31C
20083600_S2,15.0,CCN=C1OOC2CC=C(C)C=CC12C
20085200_S2,12.0,CCNCOOC1C2C=C(C)C=CC21C
20086900_S2,14.0,CCN1OC1=C1C=C(C)C=CC(C)C1=O
20087000_S2,14.0,CCNC1=C2C=C(C)C=CC(C)(O1)C2=O
20087100_S2,12.0,CCN1C(=O)C2C=C(C)C=CC1(C)C2=O
20088200_S2,14.0,CCN1COC2C(C)C=CC(C)=CC2O1
20088900_S2,12.0,CCNOC1(C)C=CC(C)=CC2COC21
20089000_S2,14.0,C=C1C=C(C)C=CC2(C)OOC12
20089200_S2,15.0,CCN(C)C1C=C(C)C=CC2(C)OC12
20089300_S2,13.0,CC12C=CC(C)=CC(=C=O)C1O2
20089600_S2,13.0,CCN1OC2C(C)C=C(C)C=CC21C
20089700_S2,11.0,CCN1C2(C)C=CC(C)=CC13C(O)OC23
20090400_S2,15.0,CCNCC1(C)C=CC(C)=CCC1OO
20090600_S2,15.0,CCN=C1C=C(C)C=CC2(C)COOC12
20090700_S2,15.0,CCN1OC2C3(C)C=CC(C)=CC2(O)C13
20092000_S2,13.0,CCN(O)OC1C2C=C(C)C=CC21C
20092100_S2,13.0,CC12C=CC(C)=CC13OC23
20093600_S2,12.0,CCNC1OC2(CC=C(C)C=CC2C)O1
20093900_S2,15.0,CCN=COC12CC=C(C)C=CC1(C)O2
20094000_S2,15.0,CCN1COC23OC2(C)C=CC(C)=CC13
20094100_S2,13.0,CCNC1(C)C=CC(C)=CCC1(O)OC
20094600_S2,17.0,CCN1CC2(C)C=CC(C)=CC1C21OO1
20095300_S2,13.0,CC12C=CC(C)=CC1C21OO1
20096200_S2,14.0,C=C1C=C(C)C=CC(C)C1=O
20096400_S2,14.0,CCN(O)C1(C)C=CC(C)=CC(C)C1=O
20096600_S2,16.0,CCN(O)CC1(C)C=CC(C)=CCC1=O
20097900_S2,10.0,CCN1OC2(CO)C=C(C)C=CC(C)C12
20098300_S2,11.0,CCNC1CC=C(C)C=CC1(C)O
20098400_S2,12.0,CCN1C2C=C(C)C=CC(C)(O)C21
20098500_S2,11.0,CCN1C2OOC3(C)C=CC(C)=CC2C13
20099800_S2,10.0,CCN1C2C3(C=C(C)C=CC21C)CO3
20099900_S2,11.0,C=C1C=C(C)C=CC2(C)C1N2CC
20100800_S2,12.0,CCN1C2C3(C)C=CC(C)=CC21OC3
20100900_S2,10.0,CCNC1C2C=C(C)C=CC1(C)C2
20101000_S2,12.0,CCNC1C2(C)C=CC(C)=CC1(OO)C2
20102800_S2,9.0,CCNC1C2C=C(C)C=CC21C
20105200_S2,9.0,CCNC12OC3OC31C=C(C)C=CC2C
20105300_S2,9.0,CCNC1(O)C(=C=O)C=C(C)C=CC1C
20105400_S2,13.0,CCNC12OC1(C)C=CC(C)=CC2O
20106400_S2,14.0,CCN1C2(O)C=C(C)C=CC(C)(C)C12O
20107400_S2,13.0,CCN(C)C12OOC13C=C(C)C=CC32C
20107500_S2,7.0,CCNC1(O)C2(C)C=CC(C)=CC21C=O
20108600_S2,12.0,CCN1CC2(O)C=C(C)C=CC(C)C12O
20108700_S2,12.0,C=C1C=C(C)C=CC(C)C12ON2CC
20108800_S2,13.0,CCN1OC2(C)C=CC(C)=CCC12O
20108900_S2,13.0,CCN1OC12C1(C)C=C(C)C=CC2(C)O1
20109400_S2,11.0,CCN1C2(C)C=CC(C)=CC(=CO)C12O
20109700_S2,11.0,CCNC12CC=C(C)C=CC1(C)CO2
20109900_S2,12.0,CCN1C23OC14C2(C)C=CC(C)=CC34O
20110900_S2,10.0,CCN1OC12C1(C)C=C(C)C=CC12C
20112600_S2,12.0,CCN=C1C2(C)C=C(C)C=CC1(C)O2
20113100_S2,14.0,CCN=C1CC=C(C)C=CC1(C)C
20113200_S2,12.0,CCN=C1C23C=C(C)C=CC1(C)C(O2)O3
20114200_S2,12.0,CCN=C1C2(C)C=CC(C)=CC12OO
20115400_S2,13.0,CCNC(O)C1C(C)C=CC(C)=CC1O
20115700_S2,13.0,CCN=C1C=C(C)C=CC(C)C1CO
20115800_S2,13.0,CC1C=CC(C)=CC2CC12
20115900_S2,15.0,CCN=C1C2C(C)C=CC(C)=CC12OO
20116000_S2,14.0,CCN(OO)C12C=C(C)C=CC(C)C1C2
20116300_S2,15.0,CCN(O)CC1CC=C(C)C=CC1(C)O
20116400_S2,14.0,CCNC1C=C(C)C=CC(C)(O)C1C
20116500_S2,15.0,CCN=C1C=C(C)C=CC2(C)OOCC12
20116600_S2,14.0,CCNOC1(C)C=CC(C)=CC2(O)CC21
20117000_S2,16.0,CCNCC1C2C=C(C)C=CC1(C)OO2
20117100_S2,15.0,CCNC1(O)C=C(C)C=CC(C)(O)C1C
