rmat_tag,distance,largest_cleaned
192784,7.0,CCNC1(OC(C)=O)CC=CC=C1C
192796,9.0,CCN1C(C)(O)OC12CC=CC=C2C
192798,9.0,CCN(C(C)=O)C1(O)CC=CC=C1C
192815,10.0,CCN(C(C)=O)C12OC1C=CC=C2C
192827,9.0,CCNC12OC(C)OC1C=CC=C2C
192836,10.0,CCN1C2(C)OC3C=CC=C(C)C31O2
192865,10.0,CCN1C2C=CC=C(C)C21OCC
192871,9.0,CCN1C2C=CC=C(C)C21OC(C)O
192875,8.0,CCN1C2C=CC=C(C)C21OC(C)=O
192899,10.0,CCN1C23C=CC=C(C)C12OC(C)O3
192931,9.0,CCNC1(O)C(C)=CC=CC1CC
192932,10.0,CCNC1(OO)C(C)=CC=CC1CC
192933,10.0,CCN1OC12C(C)=CC=CC2CC
192934,10.0,CCN(O)C1(O)C(C)=CC=CC1CC
192939,9.0,CCN(O)C12OC(C)C1C=CC=C2C
192942,9.0,CCNC12OOC(C)C1C=CC=C2C
192943,9.0,CCN1OC12C(C)=CC=CC2C(C)O
192944,9.0,CCN1OC(C)C2C=CC=C(C)C21O
192946,7.0,CCNC12OC(C)(O)C1C=CC=C2C
192948,7.0,CCNC1(O)C(C)=CC=CC1C(C)=O
192949,8.0,CCN1OC12C(C)=CC=CC2C(C)=O
192955,9.0,CCN1C2(C)OC13C(C)=CC=CC23
192957,9.0,CCN1C(C)(O)C2C=CC=C(C)C21O
192958,10.0,CCN1C2(C)OOC13C(C)=CC=CC23
192963,10.0,CCNC12OC1(CC)C=CC=C2C
192966,9.0,CCNC12OC1(C(C)O)C=CC=C2C
192967,10.0,CCN1OC(C)C23C=CC=C(C)C12O3
192968,8.0,CCNC12OC1(C(C)=O)C=CC=C2C
192971,10.0,CCN1C(C)(O)C23C=CC=C(C)C12O3
192974,10.0,CCNC1(O)C(C)=CC=CC1(O)CC
192979,9.0,CCNC12OC(C)C1(O)C=CC=C2C
192980,10.0,CCN1OC23C=CC=C(C)C12OC3C
192981,9.0,CCNC1(O)C(C)=CC=CC12OC2C
192982,10.0,CCN1OC12C(C)=CC=CC21OC1C
192983,8.0,CCNC12OC3(C)OC31C=CC=C2C
192988,10.0,CCN1C2(C)OC13C(C)=CC=CC23O
192990,10.0,CCN1C2(C)OC23C=CC=C(C)C13O
193008,10.0,CCN1C2(CC)C=CC=C(C)C12O
193013,9.0,CCN1C23OC(C)C12C=CC=C3C
193016,10.0,CCN1C23OOC(C)C12C=CC=C3C
193019,8.0,CCN1C23OC(C)(O)C12C=CC=C3C
193021,8.0,CCN1C2(O)C(C)=CC=CC12C(C)=O
193055,10.0,CCNC1(O)C(=CC)C=CC=C1C
193058,11.0,CCN(O)C1(O)C(=CC)C=CC=C1C
193062,9.0,CCNC12OC(C)=C1C=CC=C2C
193063,10.0,CCN(O)C12OC(C)=C1C=CC=C2C
193066,10.0,CCNC12OOC(C)=C1C=CC=C2C
193067,10.0,CCN1OC12C(C)=CC=CC2=C(C)O
193068,10.0,CCN1OC(C)=C2C=CC=C(C)C21O
193232,8.0,CCNC1(OC(C)O)CC=CC=C1C
193240,10.0,CCN(C(C)O)C1(O)CC=CC=C1C
193241,11.0,CCN1C(C)OOC12CC=CC=C2C
193246,10.0,CCN1C(C)OC12CC=CC=C2C
193260,10.0,CCNC1(O)C(C)=CC=CC1OCC
193261,11.0,CCN1OC12C(C)=CC=CC2OCC
193262,10.0,CCNC1(OCC)C(C)=CC=CC1O
193263,11.0,CCN1OC2C=CC=C(C)C21OCC
193269,11.0,CCN1C(C)OC2C=CC=C(C)C21O
193271,11.0,CCN1C(C)OC12C(C)=CC=CC2O
193280,11.0,CCNC1(OCC)C(=O)C=CC=C1C
193290,11.0,CCN(OCC)C12OC1C=CC=C2C
193294,11.0,CCN(C(C)O)C12OC1C=CC=C2C
193301,11.0,CCNC12OC1(OCC)C=CC=C2C
193316,11.0,CCN1C2C=CC=C(C)C21OOCC
193337,11.0,CCN1C2(OCC)C=CC=C(C)C12O
193339,11.0,CCN1C2(O)C=CC=C(C)C12OCC
193384,11.0,CCN1OOC12C(C)=CC=CC2CC
193388,8.0,CCNC1(O)C(C)=CC=CC1C(C)O
193395,8.0,CCNC12OC(C)C1C=CC=C2C
193399,8.0,CCN1OC2(C)OC13C(C)=CC=CC23
193414,11.0,CCNC12OOC1(CC)C=CC=C2C
193415,11.0,CCN1OC2(CC)C=CC=C(C)C12O
193416,11.0,CCN1OC12C(C)=CC=CC2(O)CC
193441,11.0,CCN(O)C12OC1(CC)C=CC=C2C
193459,11.0,CCN1C2(CC)C=CC=C(C)C12OO
193463,9.0,CCN1C2(O)C(C)=CC=CC12C(C)O
193506,11.0,CCNC1(OO)C(=CC)C=CC=C1C
193508,12.0,CCN1OOC12C(=CC)C=CC=C2C
193510,11.0,CCN1OC12C(=CC)C=CC=C2C
193512,9.0,CCNC1(O)C(C)=CC=CC1=C(C)O
193890,10.0,CCN=C1C(C)=CC=CC1OCC
193896,9.0,CCN=C1C(C)=CC=CC1OC(C)O
193900,8.0,CCN=C1C(C)=CC=CC1OC(C)=O
193922,11.0,CCN=C1C(C)=CC=CC1OOCC
193945,11.0,CCN=C1C(C)=CC=CC1(O)OCC
193947,10.0,CCN=C1C(C)=CC=CC12OC(C)O2
194011,9.0,CCN=C1C(C)=CC=CC1CC
194018,8.0,CCN=C1C(C)=CC=CC1C(C)O
194019,9.0,CCN=C1C(C)=CC=CC1C(C)OO
194030,7.0,CCN=C1C(C)=CC=CC1C(C)(O)O
194031,8.0,CCN=C1C(C)=CC=CC1C1(C)OO1
194034,7.0,CCN=C1C(C)=CC=CC1C(C)=O
194048,9.0,CCN=C1C(C)=CC=CC12OC2C
194056,8.0,CCN=C1C(C)=CC=CC1(O)C(C)=O
194070,10.0,CCN=C1C(C)=CC=CC1(O)CC
194071,11.0,CCN=C1C(C)=CC=CC1(CC)OO
194075,9.0,CCN=C1C(C)=CC=CC1(O)C(C)O
194076,10.0,CCN=C1C(C)=CC=CC12OOC2C
194083,8.0,CCN=C1C(C)=CC=CC12OC2(C)O
194135,10.0,CCN=C1C(=CC)C=CC=C1C
194142,9.0,CCN=C1C(C)=CC=CC1=C(C)O
194148,10.0,CCN=C1C(C)=CC=CC1=C(C)OO
194668,8.0,CC(O)C1CC=CC=C1C
194669,9.0,CC(OO)C1CC=CC=C1C
194670,9.0,CCNOC(C)C1CC=CC=C1C
194682,10.0,CCNOOC(C)C1CC=CC=C1C
194685,10.0,CCN(O)OC(C)C1CC=CC=C1C
194687,7.0,CC(O)(O)C1CC=CC=C1C
194688,8.0,CC1(C2CC=CC=C2C)OO1
194689,8.0,CCNOC(C)(O)C1CC=CC=C1C
194691,9.0,CCN1OC(C)(C2CC=CC=C2C)O1
194692,7.0,CC(=O)C1CC=CC=C1C
194713,9.0,CCNC(C)(O)C1CC=CC=C1C
194714,10.0,CCNC(C)(OO)C1CC=CC=C1C
194715,10.0,CCN(O)C(C)(O)C1CC=CC=C1C
194718,10.0,CCN1OC1(C)C1CC=CC=C1C
194745,8.0,CC(=O)C1C(C)=CC=CC1O
194746,9.0,CCNOC1C=CC=C(C)C1C(C)=O
194754,10.0,CCNC1(C)OC2C=CC=C(C)C21
194757,10.0,CCNC(C)(O)C1C(C)=CC=CC1O
194770,10.0,CC(O)C1C(=O)C=CC=C1C
194771,11.0,CCNOC(C)C1C(=O)C=CC=C1C
194772,9.0,CC(=O)C1C(=O)C=CC=C1C
194777,12.0,CCN1OC1(C)C1C(=O)C=CC=C1C
194780,10.0,CCC1C(C)=CC=CC1O
194788,9.0,CC(O)C1C(C)=CC=CC1O
194789,10.0,CC1OOC2C=CC=C(C)C12
194790,10.0,CCNOC(C)C1C(C)=CC=CC1O
194791,10.0,CCNOC1C=CC=C(C)C1C(C)O
194792,11.0,CCN1OC(C)C2C(C)=CC=CC2O1
194795,9.0,CC1OC2C=CC=C(C)C12
194798,8.0,CC1(O)OC2C=CC=C(C)C21
194799,9.0,CCNOC1(C)OC2C=CC=C(C)C21
194825,10.0,CC1OC2(O)C=CC=C(C)C12
194828,11.0,CCNOC12C=CC=C(C)C1C(C)O2
194829,9.0,CC12OC3(C=CC=C(C)C13)O2
194838,12.0,CCN1OC23C=CC=C(C)C2C1(C)O3
194872,10.0,CCNC1C=CC=C(C)C1CC
194883,9.0,CCNC1C=CC=C(C)C1C(C)O
194894,10.0,CCNC1C=CC=C(C)C1C(C)OO
194895,10.0,CCN(O)C1C=CC=C(C)C1C(C)O
194896,11.0,CCN1OOC(C)C2C(C)=CC=CC21
194898,10.0,CCN1OC(C)C2C(C)=CC=CC21
194900,8.0,CCNC1C=CC=C(C)C1C(C)(O)O
194901,9.0,CCNC1C=CC=C(C)C1C1(C)OO1
194902,9.0,CCN1OC(C)(O)C2C(C)=CC=CC21
194905,8.0,CCNC1C=CC=C(C)C1C(C)=O
194906,9.0,CCN(O)C1C=CC=C(C)C1C(C)=O
194908,11.0,CCN1C(C)C2C(C)=CC=CC21
194915,10.0,CCN1C2C=CC=C(C)C2C1(C)O
194936,11.0,CCN(O)C12C=CC=C(C)C1C(C)O2
194940,11.0,CCN1OC12C=CC=C(C)C2C(C)O
194943,9.0,CCNC12C=CC=C(C)C1C(C)(O)O2
194945,9.0,CCNC1(O)C=CC=C(C)C1C(C)=O
194946,10.0,CCN1OC12C=CC=C(C)C2C(C)=O
194952,11.0,CCN1C2(C)OC13C=CC=C(C)C23
194954,11.0,CCN1C(C)(O)C2C(C)=CC=CC21O
194955,12.0,CCN1C2(C)OOC13C=CC=C(C)C23
194978,10.0,CCNC1(O)C=CC=C(C)C1C(C)O
194979,11.0,CCNC12C=CC=C(C)C1C(C)OO2
194980,11.0,CCN1OC(C)C2C(C)=CC=CC21O
194985,10.0,CCNC12C=CC=C(C)C1C(C)O2
194989,10.0,CCN1OC2(C)OC13C=CC=C(C)C23
195041,10.0,CCN=C1C=CC=C(C)C1C(C)O
195049,11.0,CCN=C1C=CC=C(C)C1C(C)OO
195053,9.0,CCN=C1C=CC=C(C)C1C(C)(O)O
195054,10.0,CCN=C1C=CC=C(C)C1C1(C)OO1
195057,9.0,CCN=C1C=CC=C(C)C1C(C)=O
195117,8.0,CC1C2C=CC=C(C)C12
195130,7.0,CC1(O)C2C=CC=C(C)C21
195131,8.0,CC1(OO)C2C=CC=C(C)C21
195132,8.0,CCNOC1(C)C2C=CC=C(C)C21
195141,9.0,CCNOOC1(C)C2C=CC=C(C)C21
195144,9.0,CCN(O)OC1(C)C2C=CC=C(C)C21
195157,9.0,CC1C2C(C)=CC=CC12O
195161,11.0,CCNOOC12C=CC=C(C)C1C2C
195162,11.0,CCN(O)OC12C=CC=C(C)C1C2C
195165,8.0,CC12OC13C=CC=C(C)C23
195168,8.0,CC1(O)C2C(C)=CC=CC21O
195172,10.0,CCN1OC2(C)C3C(C)=CC=CC32O1
195189,10.0,CC1C2C(C)=CC=CC12OO
195193,10.0,CCNOC12C=CC=C(C)C1C2C
195197,9.0,CC12OOC13C=CC=C(C)C23
195198,9.0,CCNOC1(C)C2C(C)=CC=CC21O
195199,9.0,CCNOC12C=CC=C(C)C1C2(C)O
195233,9.0,CCNC12C=CC=C(C)C1C2C
195236,10.0,CCN(O)C12C=CC=C(C)C1C2C
195240,11.0,CCN(OO)C12C=CC=C(C)C1C2C
195245,9.0,CCNC12C=CC=C(C)C1C2(C)OO
195246,9.0,CCN1OC2(C)C3C(C)=CC=CC312
195247,9.0,CCN(O)C12C=CC=C(C)C1C2(C)O
195248,10.0,CCN1OOC2(C)C3C(C)=CC=CC312
195251,8.0,CCNC12C=CC=C(C)C1C2(C)O
195258,10.0,CCN1C2(C)C3C(C)=CC=CC312
195380,11.0,CCN1OC(C)C2(CC=CC=C2C)O1
195383,8.0,CC(=O)C1(O)CC=CC=C1C
195384,9.0,CCNOC1(C(C)=O)CC=CC=C1C
195409,11.0,CCNOC(C)C12OC1C=CC=C2C
195410,9.0,CC(=O)C12OC1C=CC=C2C
195424,11.0,CCNOC1C=CC=C(C)C12OC2C
195426,11.0,CCNOC12C(C)=CC=CC1OC2C
195443,11.0,CC1OC23C=CC=C(C)C12O3
195451,11.0,CC1OC12C(=O)C=CC=C2C
195468,11.0,CCN(O)C1C=CC=C(C)C12OC2C
195471,11.0,CCNC1C=CC=C(C)C12OOC2C
195472,11.0,CCN1OC2(C(C)O)C(C)=CC=CC12
195473,11.0,CCN1OC(C)C2(O)C(C)=CC=CC12
195477,9.0,CCNC1C=CC=C(C)C1(O)C(C)=O
195478,10.0,CCN1OC2(C(C)=O)C(C)=CC=CC12
195495,11.0,CCNC12C=CC=C(C)C1(C(C)O)O2
195497,10.0,CCNC12C=CC=C(C)C1(C(C)=O)O2
195508,11.0,CCNC1(O)C=CC=C(C)C12OC2C
195510,11.0,CCNC12C=CC=C(C)C1(O)C(C)O2
195542,11.0,CCN=C1C=CC=C(C)C12OC2C
195544,11.0,CCN=C1C=CC=C(C)C1(O)C(C)O
195550,10.0,CCN=C1C=CC=C(C)C1(O)C(C)=O
195588,11.0,CCNOOC12C(C)=CC=CC1C2C
195589,11.0,CCN(O)OC12C(C)=CC=CC1C2C
195592,8.0,CC12OC13C(C)=CC=CC23
195595,8.0,CC1(O)C2C=CC=C(C)C21O
195612,11.0,CCNC1(C)C23C=CC=C(C)C12O3
195616,11.0,CC1C23C=CC=C(C)C12OO3
195617,11.0,CCNOC12C(C)=CC=CC1(O)C2C
195618,11.0,CCNOC12C=CC=C(C)C1(O)C2C
195640,11.0,CCNC12C=CC=C(C)C1(OO)C2C
195641,11.0,CCN1OC23C(C)=CC=CC12C3C
195642,11.0,CCN(O)C12C=CC=C(C)C1(O)C2C
195646,9.0,CCNC12C=CC=C(C)C13OC23C
195654,11.0,CCN1C2(C)C3(O)C(C)=CC=CC132
195815,10.0,CCC1(O)CC=CC=C1C
195823,9.0,CC(O)C1(O)CC=CC=C1C
195824,10.0,CC1OOC12CC=CC=C2C
195825,10.0,CCNOC(C)C1(O)CC=CC=C1C
195826,10.0,CCNOC1(C(C)O)CC=CC=C1C
195830,9.0,CC1OC12CC=CC=C2C
195833,8.0,CC1(O)OC12CC=CC=C2C
195834,9.0,CCNOC1(C)OC12CC=CC=C2C
195842,10.0,CCNC(C)(O)C1(O)CC=CC=C1C
195860,10.0,CC1OC2C=CC=C(C)C12O
195862,10.0,CC1OC12C(C)=CC=CC2O
195864,9.0,CC12OC3C=CC=C(C)C31O2
195871,12.0,CCN1OC23C(C)=CC=CC2OC13C
195873,12.0,CCN1OC2C=CC=C(C)C23OC13C
195883,12.0,CCNC1(C)OC12C(=O)C=CC=C2C
195889,10.0,CC(O)C12OC1C=CC=C2C
195896,12.0,CCN1OC1(C)C12OC1C=CC=C2C
195904,12.0,CCNC1(C)OC23C=CC=C(C)C12O3
195917,10.0,CCNC1C=CC=C(C)C1(O)C(C)O
195924,10.0,CCNC1C=CC=C(C)C12OC2C
195927,9.0,CCNC1C=CC=C(C)C12OC2(C)O
195928,10.0,CCN1OC2(C)OC23C(C)=CC=CC13
195929,12.0,CCN1C(C)C2(O)C(C)=CC=CC12
195930,13.0,CCN1C(C)C2(OO)C(C)=CC=CC12
195935,12.0,CCN1C2C=CC=C(C)C23OOC13C
195948,12.0,CCN1OC23C(C)=CC=CC12OC3C
195950,12.0,CCN1OC12C=CC=C(C)C21OC1C
195951,10.0,CCNC12C=CC=C(C)C13OC3(C)O2
195956,12.0,CCN1C2(C)OC13C=CC=C(C)C23O
195958,12.0,CCN1C2(O)C=CC=C(C)C23OC13C
195973,12.0,CCN1OC(C)C23OC12C=CC=C3C
195977,12.0,CCN1C(C)(O)C23OC12C=CC=C3C
195993,12.0,CCN=C1C=CC=C(C)C12OOC2C
196000,10.0,CCN=C1C=CC=C(C)C12OC2(C)O
196034,9.0,CC1C2C=CC=C(C)C12O
196035,10.0,CC1C2C=CC=C(C)C12OO
196039,10.0,CCNOC12C(C)=CC=CC1C2C
196043,9.0,CC12OOC13C(C)=CC=CC23
196044,9.0,CCNOC1(C)C2C=CC=C(C)C21O
196045,9.0,CCNOC12C(C)=CC=CC1C2(C)O
196046,10.0,CCN1OC2(C)C3C=CC=C(C)C32O1
196057,10.0,CC1C2(O)C=CC=C(C)C12O
196061,12.0,CCN1OC23C=CC=C(C)C2(O1)C3C
196062,9.0,CC12OC13C=CC=C(C)C23O
196063,10.0,CCNOC12C(C)=CC=CC13OC32C
196064,9.0,CC12OC13C(C)=CC=CC23O
196065,10.0,CCNOC12C=CC=C(C)C13OC23C
196067,12.0,CCNC1(C)C23C=CC=C(C)C12OO3
196076,10.0,CC1C23C=CC=C(C)C12O3
196079,9.0,CC1(O)C23C=CC=C(C)C12O3
196080,10.0,CCNOC1(C)C23C=CC=C(C)C12O3
196089,10.0,CCNC12C=CC=C(C)C1(O)C2C
196092,12.0,CCN1OOC23C(C)=CC=CC12C3C
196096,9.0,CCNC12C=CC=C(C)C1(O)C2(C)O
196097,10.0,CCNC12C=CC=C(C)C13OOC23C
196098,10.0,CCN1OC2(C)C3(O)C(C)=CC=CC123
196099,10.0,CCN1OC23C(C)=CC=CC12C3(C)O
196102,10.0,CCN(O)C12C=CC=C(C)C13OC32C
196105,12.0,CCN1C2(C)C3(OO)C(C)=CC=CC132
196445,10.0,CCNC1(CC)CC=CC=C1C
196457,10.0,CCNC1(C(C)OO)CC=CC=C1C
196458,10.0,CCN1OC(C)C12CC=CC=C2C
196459,10.0,CCN(O)C1(C(C)O)CC=CC=C1C
196466,9.0,CCNC1(C(C)O)CC=CC=C1C
196469,11.0,CCN1OOC(C)C12CC=CC=C2C
196473,8.0,CCNC1(C(C)(O)O)CC=CC=C1C
196474,9.0,CCNC1(C2(C)OO2)CC=CC=C1C
196475,9.0,CCN1OC(C)(O)C12CC=CC=C2C
196478,8.0,CCNC1(C(C)=O)CC=CC=C1C
196479,9.0,CCN(O)C1(C(C)=O)CC=CC=C1C
196488,10.0,CCN1C(C)(O)C12CC=CC=C2C
196494,11.0,CCN1C(C)(OO)C12CC=CC=C2C
196509,11.0,CCN(O)C12C(C)=CC=CC1OC2C
196512,11.0,CCNC12C(C)=CC=CC1OOC2C
196513,11.0,CCN1OC2C=CC=C(C)C21C(C)O
196514,11.0,CCN1OC(C)C12C(C)=CC=CC2O
196518,9.0,CCNC1(C(C)=O)C(C)=CC=CC1O
196519,10.0,CCN1OC2C=CC=C(C)C21C(C)=O
196525,11.0,CCN1C2(C)OC3C=CC=C(C)C312
196527,11.0,CCN1C(C)(O)C12C(C)=CC=CC2O
196528,12.0,CCN1C2(C)OOC3C=CC=C(C)C312
196538,10.0,CCNC1(C(C)=O)C(=O)C=CC=C1C
196551,10.0,CCNC1(C(C)O)C(C)=CC=CC1O
196558,10.0,CCNC12C(C)=CC=CC1OC2C
196561,9.0,CCNC12C(C)=CC=CC1OC2(C)O
196562,10.0,CCN1OC2(C)OC3C=CC=C(C)C312
196582,12.0,CCN1OC23C=CC=C(C)C12C(C)O3
196583,11.0,CCNC12C(C)=CC=CC1(O)OC2C
196585,10.0,CCNC12C(C)=CC=CC13OC2(C)O3
196592,12.0,CCN1C2(C)OC3(O)C=CC=C(C)C132
196606,11.0,CCNC1(C(C)O)C(=O)C=CC=C1C
196607,12.0,CCN1OC(C)C12C(=O)C=CC=C2C
196611,12.0,CCN1C(C)(O)C12C(=O)C=CC=C2C
196635,10.0,CCN1C2C=CC=C(C)C21C(C)O
196636,11.0,CCN1C2C=CC=C(C)C21C(C)OO
196640,9.0,CCN1C2C=CC=C(C)C21C(C)(O)O
196641,10.0,CCN1C2C=CC=C(C)C21C1(C)OO1
196644,9.0,CCN1C2C=CC=C(C)C21C(C)=O
196661,12.0,CCN1C23C=CC=C(C)C12C(C)OO3
196664,10.0,CCN1C23C=CC=C(C)C12C(C)(O)O3
196666,10.0,CCN1C2(O)C=CC=C(C)C12C(C)=O
196685,11.0,CCN1C2(O)C=CC=C(C)C12C(C)O
196691,11.0,CCN1C23C=CC=C(C)C12C(C)O3
196745,9.0,CCNC12C(C)=CC=CC1C2C
196748,10.0,CCN(O)C12C(C)=CC=CC1C2C
196752,11.0,CCN(OO)C12C(C)=CC=CC1C2C
196760,10.0,CCN1OOC2(C)C3C=CC=C(C)C312
196763,8.0,CCNC12C(C)=CC=CC1C2(C)O
196764,9.0,CCNC12C(C)=CC=CC1C2(C)OO
196765,9.0,CCN(O)C12C(C)=CC=CC1C2(C)O
196768,9.0,CCN1OC2(C)C3C=CC=C(C)C312
196770,10.0,CCN1C2(C)C3C=CC=C(C)C312
196777,10.0,CCNC12C(C)=CC=CC1(O)C2C
196787,9.0,CCNC12C(C)=CC=CC1(O)C2(C)O
196805,11.0,CCNC12C(C)=CC=CC1(OO)C2C
196806,11.0,CCN(O)C12C(C)=CC=CC1(O)C2C
196807,12.0,CCN1OOC23C=CC=C(C)C12C3C
196809,11.0,CCN1OC23C=CC=C(C)C12C3C
196812,10.0,CCNC12C(C)=CC=CC13OOC32C
196813,10.0,CCN1OC2(C)C3(O)C=CC=C(C)C132
196814,10.0,CCN1OC23C=CC=C(C)C12C3(C)O
196816,9.0,CCNC12C(C)=CC=CC13OC32C
196817,10.0,CCN(O)C12C(C)=CC=CC13OC32C
196819,11.0,CCN1C2(C)C3(O)C=CC=C(C)C132
196820,12.0,CCN1C2(C)C3(OO)C=CC=C(C)C132
196844,10.0,CCN1C23C=CC=C(C)C12C3C
196851,9.0,CCN1C23C=CC=C(C)C12C3(C)O
196852,10.0,CCN1C23C=CC=C(C)C12C3(C)OO
197686,9.0,CC(O)=C1CC=CC=C1C
197687,10.0,CC(OO)=C1CC=CC=C1C
197690,11.0,CCNOOC(C)=C1CC=CC=C1C
197691,11.0,CCN(O)OC(C)=C1CC=CC=C1C
197699,10.0,CCNOC(C)=C1CC=CC=C1C
197745,12.0,CC=C1C(C)=CC=CC1OO
197747,13.0,CCNOOC1C=CC=C(C)C1=CC
197749,12.0,CCNOC1C=CC=C(C)C1=CC
197750,13.0,CCN(O)OC1C=CC=C(C)C1=CC
197752,10.0,CC(O)=C1C(C)=CC=CC1O
197753,11.0,CC1=C2C(C)=CC=CC2OO1
197754,11.0,CCNOC(C)=C1C(C)=CC=CC1O
197755,11.0,CCNOC1C=CC=C(C)C1=C(C)O
197756,12.0,CCN1OC(C)=C2C(C)=CC=CC2O1
197757,10.0,CC1=C2C(C)=CC=CC2O1
197767,12.0,CC=C1C(C)=CC=CC1(O)O
197768,13.0,CC=C1C(C)=CC=CC12OO2
197769,13.0,CCNOC1(O)C=CC=C(C)C1=CC
197774,11.0,CC1=C2C(C)=CC=CC2(O)O1
197775,12.0,CCNOC12C=CC=C(C)C1=C(C)O2
197786,12.0,CC=C1C(=O)C=CC=C1C
197789,11.0,CC(O)=C1C(=O)C=CC=C1C
197790,12.0,CCNOC(C)=C1C(=O)C=CC=C1C
197802,12.0,CCN(O)C1C=CC=C(C)C1=CC
197803,13.0,CCN(OO)C1C=CC=C(C)C1=CC
197810,10.0,CCNC1C=CC=C(C)C1=C(C)O
197814,12.0,CCN1OOC(C)=C2C(C)=CC=CC21
197818,11.0,CCNC1C=CC=C(C)C1=C(C)OO
197819,11.0,CCN(O)C1C=CC=C(C)C1=C(C)O
197822,11.0,CCN1OC(C)=C2C(C)=CC=CC21
197824,12.0,CCN1C(C)=C2C(C)=CC=CC21
197831,12.0,CCNC1(O)C=CC=C(C)C1=CC
197832,13.0,CCNC1(OO)C=CC=C(C)C1=CC
197834,13.0,CCN(O)C1(O)C=CC=C(C)C1=CC
197863,13.0,CCN1OC12C=CC=C(C)C2=CC
197865,11.0,CCNC1(O)C=CC=C(C)C1=C(C)O
197866,12.0,CCNC12C=CC=C(C)C1=C(C)OO2
197867,12.0,CCN1OC(C)=C2C(C)=CC=CC21O
197868,12.0,CCN1OC12C=CC=C(C)C2=C(C)O
197870,11.0,CCNC12C=CC=C(C)C1=C(C)O2
197871,12.0,CCN(O)C12C=CC=C(C)C1=C(C)O2
197898,12.0,CCN=C1C=CC=C(C)C1=CC
197906,12.0,CCN=C1C=CC=C(C)C1=C(C)OO
197910,11.0,CCN=C1C=CC=C(C)C1=C(C)O
198839,7.0,CCOC1=CC(C)=CC=C1
198843,8.0,CCOOC1=CC(C)=CC=C1
198846,9.0,CCN(OCC)OC1=CC(C)=CC=C1
198851,5.0,CC(=O)OC1=CC(C)=CC=C1
198870,8.0,CCN(OC1=CC(C)=CC=C1)C(C)=O
198919,6.0,CC(O)OC1=CC(C)=CC=C1
198920,7.0,CCNOC(C)OC1=CC(C)=CC=C1
198939,7.0,CCNC(C)(O)OC1=CC(C)=CC=C1
198940,8.0,CCN1OC1(C)OC1=CC(C)=CC=C1
199014,8.0,CCN(OCC)C1=CC(C)=CC=C1
199016,9.0,CCN(OOCC)C1=CC(C)=CC=C1
199032,7.0,CCN(OC(C)O)C1=CC(C)=CC=C1
199040,6.0,CCN(OC(C)=O)C1=CC(C)=CC=C1
199060,7.0,CCN(C1=CC(C)=CC=C1)C(C)(O)O
199061,8.0,CCN(C1=CC(C)=CC=C1)C1(C)OO1
199064,7.0,CCN(C(C)=O)C1=CC(C)=CC=C1
199193,6.0,CCC1=CC(C)=CC=C1
199217,5.0,CC(O)C1=CC(C)=CC=C1
199218,6.0,CC(OO)C1=CC(C)=CC=C1
199220,7.0,CCNOOC(C)C1=CC(C)=CC=C1
199222,6.0,CCNOC(C)C1=CC(C)=CC=C1
199223,7.0,CCN(O)OC(C)C1=CC(C)=CC=C1
199225,4.0,CC(O)(O)C1=CC(C)=CC=C1
199226,5.0,CC1(C2=CC(C)=CC=C2)OO1
199228,5.0,CCNOC(C)(O)C1=CC(C)=CC=C1
199229,6.0,CCN1OC(C)(C2=CC(C)=CC=C2)O1
199230,4.0,CC(=O)C1=CC(C)=CC=C1
199233,7.0,CCNC(C)C1=CC(C)=CC=C1
199236,8.0,CCN(O)C(C)C1=CC(C)=CC=C1
199244,6.0,CCNC(C)(O)C1=CC(C)=CC=C1
199247,7.0,CCN(O)C(C)(O)C1=CC(C)=CC=C1
199248,8.0,CCN1OOC1(C)C1=CC(C)=CC=C1
199252,7.0,CCNC(C)(OO)C1=CC(C)=CC=C1
199256,7.0,CCN1OC1(C)C1=CC(C)=CC=C1
199258,8.0,CCN=C(C)C1=CC(C)=CC=C1
199453,8.0,CCOOC1=CC=CC=C1C
199456,9.0,CCN(OCC)OC1=CC=CC=C1C
199457,6.0,CC(O)OC1=CC=CC=C1C
199461,5.0,CC(=O)OC1=CC=CC=C1C
199478,8.0,CCN1OC1(C)OC1=CC=CC=C1C
199480,8.0,CCN(OC1=CC=CC=C1C)C(C)=O
199516,8.0,CCOC1=C(O)C=CC=C1C
199517,9.0,CCNOC1=C(OCC)C(C)=CC=C1
199518,8.0,CCOC1=C(O)C(C)=CC=C1
199519,9.0,CCNOC1=C(OCC)C=CC=C1C
199530,8.0,CCNC1(C)OC2=C(O1)C(C)=CC=C2
199568,8.0,CCNC1=C(OCC)C(C)=CC=C1
199569,9.0,CCN(O)C1=C(OCC)C(C)=CC=C1
199572,9.0,CCNC1=C(OOCC)C(C)=CC=C1
199574,9.0,CCN(OCC)C1=C(O)C(C)=CC=C1
199576,7.0,CCNC1=C(OC(C)O)C(C)=CC=C1
199577,8.0,CCN1OC(C)OC2=C1C=CC=C2C
199580,6.0,CCNC1=C(OC(C)=O)C(C)=CC=C1
199592,8.0,CCN1C2=C(OC1(C)O)C(C)=CC=C2
199594,8.0,CCN(C(C)=O)C1=C(O)C(C)=CC=C1
199660,7.0,CCC1=C(O)C(C)=CC=C1
199661,8.0,CCC1=C(OO)C(C)=CC=C1
199662,8.0,CCNOC1=C(CC)C=CC=C1C
