rmat_tag,distance,largest_cleaned
301738,14.0,CCN1OC12C=CC=C(C)C(O)C2=C
301744,13.0,CCN=C1C=CC=C(C)C(O)C1=C
301745,14.0,CCN=C1C=CC=C(C)C(OO)C1=C
301757,13.0,CC=CC=C(C)C(=O)C=C
301761,13.0,CC=CC=C(C)C(=O)C(=C)ONCC
301762,14.0,CC=CC=C(C)C(=O)C(=C)NCC
301763,15.0,CC=CC=C(C)C(=O)C(=C)N(O)CC
301765,14.0,C=CC(=O)C(=CC=CCO)C
301766,15.0,CCNOCC=CC=C(C)C(=O)C=C
301767,13.0,C=C1OCC=CC=C(C)C1=O
301768,15.0,CCNC(=C)C(=O)C(=CC=CCO)C
301770,15.0,C=CC(=O)C(=CC=CC=O)C
301772,14.0,CCNCC=CC=C(C)C(=O)C=C
301773,15.0,CCN(O)CC=CC=C(C)C(=O)C=C
301775,13.0,CCNCC=CC=C(C)C(=O)C(=C)O
301776,14.0,CCN1CC=CC=C(C)C(=O)C(=C)O1
301777,15.0,CCN1CC=CC=C(C)C(=O)C1=C
301779,15.0,CCNC(O)C=CC=C(C)C(=O)C=C
301781,14.0,CCNC1C=CC=C(C)C(=O)C(=C)O1
301785,17.0,CCN1C(=C)C(=O)C(C)=CC=CC1=O
301786,15.0,CCN=CC=CC=C(C)C(=O)C=C
301788,14.0,CCN=CC=CC=C(C)C(=O)C(=C)O
301793,15.0,CCN=C1C=CC=C(C)C(=O)C(=C)O1
301804,13.0,C=C1C(=O)C(C)=CC=CC1O
301805,14.0,CCNOC1C=CC=C(C)C(=O)C1=C
301806,14.0,C=C1C(=O)C=CC=C(C)C1=O
301807,13.0,CCNC1C=CC=C(C)C(=O)C1=C
301808,14.0,CCN(O)C1C=CC=C(C)C(=O)C1=C
301810,14.0,CCNC1(O)C=CC=C(C)C(=O)C1=C
301811,15.0,CCN1OC12C=CC=C(C)C(=O)C2=C
301813,14.0,CCN=C1C=CC=C(C)C(=O)C1=C
301821,14.0,CC=CC=C(C)C(C=C)OONCC
301824,14.0,CC=CC=C(C)C(C=C)ON(O)CC
301826,11.0,CC=CC=C(C)C(O)C(=C)O
301831,11.0,CC=CC=C(C)C1OC1=C
301835,14.0,CC=CC=C(C)C(OO)C(=C)NCC
301836,14.0,CC=CC=C(C)C(O)C(=C)N(O)CC
301839,14.0,CC=CC=C(C)C1ON(CC)C1=C
301842,14.0,C=CC1OOCC=CC=C1C
301843,14.0,CCNOCC=CC=C(C)C(O)C=C
301844,14.0,CCNOC(C=C)C(=CC=CCO)C
301847,13.0,CCNOC1C(=C)OCC=CC=C1C
301850,14.0,CCNC(=C)C(O)C(=CC=CCO)C
301855,14.0,C=CC(O)C(=CC=CC=O)C
301857,13.0,C=C1OC1C(=CC=CC=O)C
301859,16.0,CCN1OC(C(=CC=CC=O)C)C1=C
301865,14.0,CCNC(=C)C1OCC=CC=C1C
301868,14.0,C=CC1OC(O)C=CC=C1C
301870,13.0,C=C1OC2C=CC=C(C)C1O2
301872,16.0,CCN1OC2C=CC=C(C)C(O2)C1=C
301874,16.0,CCNC(=C)C1OC(=O)C=CC=C1C
301875,13.0,CCNCC=CC=C(C)C(O)C=C
301876,14.0,CCNCC=CC=C(C)C(C=C)OO
301877,14.0,CCN(O)CC=CC=C(C)C(O)C=C
301880,14.0,CCN1CC=CC=C(C)C(C=C)O1
301883,13.0,CCNCC=CC=C(C)C1OOC1=C
301884,13.0,CCN1CC=CC=C(C)C(O)C(=C)O1
301885,13.0,CCN1CC=CC=C(C)C(C(=C)O)O1
301888,13.0,CCN(O)CC=CC=C(C)C1OC1=C
301890,14.0,CCN1CC=CC=C(C)C(O)C1=C
301895,14.0,CCNC(O)C=CC=C(C)C(O)C=C
301900,13.0,CCNC1C=CC=C(C)C(O)C(=C)O1
301901,14.0,CCN1OC2C(=C)OC1C=CC=C2C
301902,13.0,CCNC(O)C=CC=C(C)C1OC1=C
301903,14.0,CCN1OC1C=CC=C(C)C1OC1=C
301905,16.0,CCN1C(=C)C2OOC1C=CC=C2C
301909,16.0,CCN1OC(C=C)C(C)=CC=CC1=O
301910,14.0,CCNC(=O)C=CC=C(C)C1OC1=C
301911,16.0,CCN1C(=C)C(O)C(C)=CC=CC1=O
301913,14.0,CCNC1C=CC=C(C)C(C=C)O1
301916,13.0,CCNC1C=CC=C(C)C(C(=C)O)O1
301917,14.0,CCN1OC(=C)C2OC1C=CC=C2C
301921,16.0,CCN1OC12C=CC=C(C)C(C=C)O2
301922,14.0,CCNC12C=CC=C(C)C(O1)C(=C)O2
301923,16.0,CCN1C(=C)C2OC1(O)C=CC=C2C
301927,14.0,CCN=CC=CC=C(C)C(O)C=C
301932,13.0,CCN=CC=CC=C(C)C(O)C(=C)O
301933,14.0,CCN=CC=CC=C(C)C1OOC1=C
301936,13.0,CCN=CC=CC=C(C)C1OC1=C
301941,16.0,CCN=C1C=CC=C(C)C(C=C)OO1
301944,14.0,CCN=C1C=CC=C(C)C(O)C(=C)O1
301946,14.0,CCN=C(O)C=CC=C(C)C1OC1=C
301956,14.0,CCN=C1C=CC=C(C)C(C(=C)O)O1
301974,11.0,C=C1CC=CC=C(C)C1O
301975,12.0,C=C1CC=CC=C(C)C1OO
301977,13.0,CCNOOC1C(=C)CC=CC=C1C
301979,12.0,CCNOC1C(=C)CC=CC=C1C
301980,13.0,CCN(O)OC1C(=C)CC=CC=C1C
301982,12.0,C=C1C(O)C=CC=C(C)C1O
301983,13.0,C=C1C2C=CC=C(C)C1OO2
301984,13.0,CCNOC1C=CC=C(C)C(O)C1=C
301985,13.0,CCNOC1C(=C)C(O)C=CC=C1C
301987,13.0,C=C1C(=O)C=CC=C(C)C1O
301989,12.0,C=C1C2C=CC=C(C)C1O2
301992,13.0,C=C1C2OC1(O)C=CC=C2C
301995,12.0,CCNC1C=CC=C(C)C(O)C1=C
301996,13.0,CCNC1C=CC=C(C)C(OO)C1=C
301997,13.0,CCN(O)C1C=CC=C(C)C(O)C1=C
302000,13.0,CCN1OC2C(=C)C1C=CC=C2C
302002,13.0,CCNC1(O)C=CC=C(C)C(O)C1=C
302009,13.0,CCNC12C=CC=C(C)C(O1)C2=C
302027,13.0,CC=CC=C(C)C(O)(O)C=C
302028,14.0,CC=CC=C(C)C1(C=C)OO1
302029,14.0,CC=CC=C(C)C(O)(C=C)ONCC
302031,15.0,CC=CC=C(C)C1(C=C)ON(CC)O1
302032,12.0,CC=CC=C(C)C1(O)OC1=C
302035,13.0,CC=CC=C(C)C1(ONCC)OC1=C
302036,14.0,CC=CC=C(C)C(O)(O)C(=C)NCC
302037,15.0,CC=CC=C(C)C1(C(=C)NCC)OO1
302039,15.0,CC=CC=C(C)C1(O)ON(CC)C1=C
302041,14.0,C=CC1(O)OCC=CC=C1C
302043,13.0,C=C1OC12OCC=CC=C2C
302045,16.0,CCN1OC2(OCC=CC=C2C)C1=C
302047,15.0,CCNOC1(C=C)OCC=CC=C1C
302049,15.0,CCNC(=C)C1(O)OCC=CC=C1C
302051,15.0,C=CC12OC(C=CC=C1C)O2
302052,16.0,CCNC(=C)C12OC(C=CC=C1C)O2
302053,14.0,CCNCC=CC=C(C)C(O)(O)C=C
302054,15.0,CCNCC=CC=C(C)C1(C=C)OO1
302055,15.0,CCN1CC=CC=C(C)C(O)(C=C)O1
302059,14.0,CCN1CC=CC=C(C)C2(OC2=C)O1
302060,13.0,CCNCC=CC=C(C)C1(O)OC1=C
302062,15.0,CCN1CC=CC=C(C)C(O)(O)C1=C
302063,16.0,CCN1CC=CC=C(C)C2(OO2)C1=C
302067,16.0,CCN1OC2(C=C)OC1C=CC=C2C
302068,14.0,CCNC1C=CC=C(C)C2(OC2=C)O1
302069,16.0,CCN1C(=C)C2(O)OC1C=CC=C2C
302071,15.0,CCNC1C=CC=C(C)C(O)(C=C)O1
302076,16.0,CCNC12C=CC=C(C)C(C=C)(O1)O2
302077,17.0,CCN1C(=C)C23OC1(C=CC=C2C)O3
302078,15.0,CCN=CC=CC=C(C)C(O)(O)C=C
302079,16.0,CCN=CC=CC=C(C)C1(C=C)OO1
302082,14.0,CCN=CC=CC=C(C)C1(O)OC1=C
302088,16.0,CCN=C1C=CC=C(C)C(O)(C=C)O1
302094,15.0,CCN=C1C=CC=C(C)C2(OC2=C)O1
302106,12.0,C=C1CC=CC=C(C)C1(O)O
302107,13.0,C=C1CC=CC=C(C)C12OO2
302109,13.0,CCNOC1(O)C(=C)CC=CC=C1C
302110,14.0,CCN1OC2(O1)C(=C)CC=CC=C2C
302112,14.0,CCNOC12OC(C=CC=C1C)C2=C
302113,13.0,C=C1C2C=CC=C(C)C1(O)O2
302115,14.0,C=C1C23C=CC=C(C)C1(O2)O3
302116,13.0,CCNC1C=CC=C(C)C(O)(O)C1=C
302117,14.0,CCNC1C=CC=C(C)C2(OO2)C1=C
302118,14.0,CCN1OC2(O)C(=C)C1C=CC=C2C
302121,14.0,CCNC12C=CC=C(C)C(O)(O1)C2=C
302124,15.0,CCN1OC23OC1(C=CC=C2C)C3=C
302126,14.0,CCN=C1C=CC=C(C)C(O)(O)C1=C
302127,15.0,CCN=C1C=CC=C(C)C2(OO2)C1=C
302172,12.0,CC=CC=C(C)C(=O)C(=C)O
302181,16.0,CCN1OCC=CC=C(C)C(=O)C1=C
302183,16.0,CCNC(=C)C(=O)C(=CC=CC=O)C
302192,16.0,CCN1OC1C=CC=C(C)C(=O)C=C
302194,16.0,CCN1C(=C)C(=O)C(C)=CC=CC1O
302196,16.0,CCNC(=O)C=CC=C(C)C(=O)C=C
302203,16.0,CCN=C(O)C=CC=C(C)C(=O)C=C
302213,12.0,C=C1CC=CC=C(C)C1=O
302263,12.0,CC=CC=C(C)C(C=C)NCC
302267,14.0,CC=CC=C(C)C(C=C)N(CC)OO
302269,13.0,CC=CC=C(C)C(C=C)N(O)CC
302278,13.0,CC=CC=C(C)C1C(=C)OON1CC
302281,11.0,CC=CC=C(C)C(NCC)C(=C)O
302282,12.0,CC=CC=C(C)C(NCC)C(=C)OO
302283,12.0,CC=CC=C(C)C(C(=C)O)N(O)CC
302286,12.0,CC=CC=C(C)C1C(=C)ON1CC
302288,13.0,CC=CC=C(C)C1C(=C)N1CC
302302,12.0,CCNC1C(=C)OCC=CC=C1C
302305,12.0,CCNC(C(=C)O)C(=CC=CCO)C
302318,13.0,CCNC(C(=C)O)C(=CC=CC=O)C
302320,15.0,CCN1C(=C)C1C(=CC=CC=O)C
302322,13.0,CCNC(C=C)C(=CC=CCO)C
302323,14.0,CCNC(C=C)C(=CC=CCOO)C
302324,14.0,CCN(O)C(C=C)C(=CC=CCO)C
302325,15.0,CCN1OOCC=CC=C(C)C1C=C
302327,14.0,CCN1OCC=CC=C(C)C1C=C
302330,13.0,CCNC1C(=C)OOCC=CC=C1C
302331,13.0,CCN1OC(=C)C1C(=CC=CCO)C
302332,13.0,CCN1OCC=CC=C(C)C1C(=C)O
302335,13.0,CCN(O)C1C(=C)OCC=CC=C1C
302337,14.0,CCN1C(=C)C1C(=CC=CCO)C
302338,15.0,CCN1C(=C)C1C(=CC=CCOO)C
302342,14.0,CCNC(C=C)C(=CC=CC(O)O)C
302343,15.0,CCNC(C=C)C(=CC=CC1OO1)C
302345,15.0,CCN1OC(O)C=CC=C(C)C1C=C
302348,14.0,CCN1OC2C=CC=C(C)C1C(=C)O2
302349,13.0,CCNC1C(=C)OC(O)C=CC=C1C
302351,15.0,CCN1C(=C)C1C(=CC=CC(O)O)C
302352,16.0,CCN1C(=C)C1C(=CC=CC1OO1)C
302355,15.0,CCNC(C=C)C(=CC=CC(=O)O)C
302357,14.0,CCNC1C(=C)OC(=O)C=CC=C1C
302360,14.0,CCNC(C=C)C(=CC=CC=O)C
302361,15.0,CCN(O)C(C=C)C(=CC=CC=O)C
302364,14.0,CCN1OC(=C)C1C(=CC=CC=O)C
302368,16.0,CCN1OC(=O)C=CC=C(C)C1C=C
302370,16.0,CCN1C(=C)C1C(=CC=CC(=O)O)C
302374,13.0,CCN1CC=CC=C(C)C1C=C
302381,12.0,CCN1CC=CC=C(C)C1C(=C)O
302382,13.0,CCN1CC=CC=C(C)C1C(=C)OO
302394,14.0,CCN1C(O)C=CC=C(C)C1C=C
302402,14.0,CCN1C2C=CC=C(C)C1C(=C)OO2
302413,15.0,CCN1C(OO)C=CC=C(C)C1C=C
302417,13.0,CCN1C(O)C=CC=C(C)C1C(=C)O
302421,13.0,CCN1C2C=CC=C(C)C1C(=C)O2
302425,15.0,CCN1C(C=C)C(C)=CC=CC1(O)O
302426,16.0,CCN1C(C=C)C(C)=CC=CC12OO2
302431,14.0,CCN1C2C(=C)OC1(O)C=CC=C2C
302439,15.0,CCN1C(=O)C=CC=C(C)C1C=C
302441,14.0,CCN1C(=O)C=CC=C(C)C1C(=C)O
302473,11.0,CCNC1C(=C)CC=CC=C1C
302476,12.0,CCN(O)C1C(=C)CC=CC=C1C
302480,13.0,CCN(OO)C1C(=C)CC=CC=C1C
302484,12.0,CCNC1C(=C)C(O)C=CC=C1C
302486,13.0,CCN1OC2C=CC=C(C)C1C2=C
302488,14.0,CCN1OOC2C=CC=C(C)C1C2=C
302491,13.0,CCNC1C(=C)C(=O)C=CC=C1C
302492,14.0,CCN(O)C1C(=C)C(=O)C=CC=C1C
302495,13.0,CCNC1C(=C)C(OO)C=CC=C1C
302496,13.0,CCN(O)C1C(=C)C(O)C=CC=C1C
302501,13.0,CCNC1C(=C)C(O)(O)C=CC=C1C
302502,14.0,CCNC1C(=C)C2(C=CC=C1C)OO2
302503,14.0,CCN1OC2(O)C=CC=C(C)C1C2=C
302513,12.0,CCN1C2C=CC=C(C)C1C2=C
302521,14.0,CCN1C2C(=C)C1(OO)C=CC=C2C
302527,13.0,CCN1C2C(=C)C1(O)C=CC=C2C
302545,13.0,CC=CC=C(C)C(O)(C=C)NCC
302546,14.0,CC=CC=C(C)C(C=C)(NCC)OO
302547,14.0,CC=CC=C(C)C1(C=C)ON1CC
302548,14.0,CC=CC=C(C)C(O)(C=C)N(O)CC
302549,15.0,CC=CC=C(C)C1(C=C)OON1CC
302553,13.0,CC=CC=C(C)C1(N(O)CC)OC1=C
302556,13.0,CC=CC=C(C)C1(NCC)OOC1=C
302557,13.0,CC=CC=C(C)C1(C(=C)O)ON1CC
302558,13.0,CC=CC=C(C)C1(O)C(=C)ON1CC
302565,14.0,CCNC1(C=C)OCC=CC=C1C
302568,13.0,CCNC1(C(=C)O)OCC=CC=C1C
302577,13.0,CCNC1(C(=CC=CCO)C)OC1=C
302579,13.0,CCNC1(O)C(=C)OCC=CC=C1C
302582,16.0,CCN1C(=C)C12OOCC=CC=C2C
302586,16.0,CCN1OC2C=CC=C(C)C1(C=C)O2
302588,16.0,CCN1C(=C)C12OC(O)C=CC=C2C
302591,16.0,CCN1OC1(C=C)C(=CC=CC=O)C
302593,16.0,CCN1C(=C)C1(O)C(=CC=CC=O)C
302595,16.0,CCNC1(C=C)OC(=O)C=CC=C1C
302596,17.0,CCN1C(=C)C12OC(=O)C=CC=C2C
302602,13.0,CCN1CC=CC=C(C)C12OC2=C
302604,13.0,CCN1CC=CC=C(C)C1(O)C(=C)O
302650,12.0,CCNC1(O)C(=C)CC=CC=C1C
302651,13.0,CCNC1(OO)C(=C)CC=CC=C1C
302652,13.0,CCN1OC12C(=C)CC=CC=C2C
302653,13.0,CCN(O)C1(O)C(=C)CC=CC=C1C
302658,14.0,CCN(O)C12OC(C=CC=C1C)C2=C
302660,13.0,CCNC1(O)C(=C)C(O)C=CC=C1C
302661,14.0,CCNC12OOC(C=CC=C1C)C2=C
302662,14.0,CCN1OC12C(=C)C(O)C=CC=C2C
302663,14.0,CCN1OC2C=CC=C(C)C1(O)C2=C
302665,14.0,CCNC12OC(O)(C=CC=C1C)C2=C
302667,14.0,CCNC1(O)C(=C)C(=O)C=CC=C1C
302671,14.0,CCN1C2C=CC=C(C)C1(OO)C2=C
302675,14.0,CCN1C23C=CC=C(C)C1(O2)C3=C
302677,14.0,CCN1C2(O)C=CC=C(C)C1(O)C2=C
302740,12.0,CC=CC=C(C)C(O)(NCC)C(=C)O
302745,12.0,CC=CC=C(C)C1(NCC)OC1=C
302748,14.0,CC=CC=C(C)C1(O)C(=C)N1CC
302749,15.0,CC=CC=C(C)C1(OO)C(=C)N1CC
302753,14.0,CCNC(O)(C=C)C(=CC=CCO)C
302754,15.0,CCNC1(C=C)OOCC=CC=C1C
302755,15.0,CCN1OCC=CC=C(C)C1(O)C=C
302756,15.0,CCN1OC1(C=C)C(=CC=CCO)C
302759,14.0,CCN1OC12C(=C)OCC=CC=C2C
302761,14.0,CCN1OCC=CC=C(C)C12OC2=C
302762,15.0,CCN1C(=C)C1(O)C(=CC=CCO)C
302766,15.0,CCNC(O)(C=C)C(=CC=CC=O)C
302768,14.0,CCNC1(C(=CC=CC=O)C)OC1=C
302772,15.0,CCN(O)C1(C=C)OCC=CC=C1C
302775,14.0,CCN1OC(=C)C12OCC=CC=C2C
302776,15.0,CCN1C(=C)C12OCC=CC=C2C
302778,15.0,CCNC1(C=C)OC(O)C=CC=C1C
302780,14.0,CCNC12OC(C=CC=C1C)OC2=C
302785,14.0,CCN1CC=CC=C(C)C1(O)C=C
302786,15.0,CCN1CC=CC=C(C)C1(C=C)OO
302791,14.0,CCN1CC=CC=C(C)C12OOC2=C
302798,15.0,CCN1C(O)C=CC=C(C)C1(O)C=C
302799,16.0,CCN1C2C=CC=C(C)C1(C=C)OO2
302802,14.0,CCN1C2C=CC=C(C)C1(O)C(=C)O2
302804,14.0,CCN1C(O)C=CC=C(C)C12OC2=C
302808,16.0,CCN1C(=O)C=CC=C(C)C1(O)C=C
302810,15.0,CCN1C(=O)C=CC=C(C)C12OC2=C
302812,15.0,CCN1C2C=CC=C(C)C1(C=C)O2
302814,14.0,CCN1C2C=CC=C(C)C1(C(=C)O)O2
302817,16.0,CCN1C2(O)C=CC=C(C)C1(C=C)O2
302819,15.0,CCN1C23C=CC=C(C)C1(O2)C(=C)O3
302841,14.0,CCN1OOC12C(=C)CC=CC=C2C
302851,15.0,CCN1OC12C(=C)C(=O)C=CC=C2C
302852,13.0,CCNC12OC(C=CC=C1C)C2=C
302856,15.0,CCN1OC23C=CC=C(C)C1(O2)C3=C
302858,13.0,CCN1C2C=CC=C(C)C1(O)C2=C
302864,15.0,CCN1C23C=CC=C(C)C1(OO2)C3=C
302998,13.0,CC=CC=C(C)C(C=C)=NCC
303005,12.0,CC=CC=C(C)C(=NCC)C(=C)O
303006,13.0,CC=CC=C(C)C(=NCC)C(=C)OO
303018,14.0,CCN=C(C=C)C(=CC=CCO)C
303037,15.0,CCN=C(C=C)C(=CC=CCOO)C
303041,13.0,CCN=C(C(=C)O)C(=CC=CCO)C
303042,14.0,CCN=C1C(=C)OOCC=CC=C1C
303045,13.0,CCN=C1C(=C)OCC=CC=C1C
303049,15.0,CCN=C(C=C)C(=CC=CC(O)O)C
303050,16.0,CCN=C(C=C)C(=CC=CC1OO1)C
303055,14.0,CCN=C1C(=C)OC(O)C=CC=C1C
303059,16.0,CCN=C(C=C)C(=CC=CC(=O)O)C
303063,15.0,CCN=C(C=C)C(=CC=CC=O)C
303065,14.0,CCN=C(C(=C)O)C(=CC=CC=O)C
303070,15.0,CCN=C1C(=C)OC(=O)C=CC=C1C
303103,12.0,CCN=C1C(=C)CC=CC=C1C
303110,13.0,CCN=C1C(=C)C(O)C=CC=C1C
303111,14.0,CCN=C1C(=C)C(OO)C=CC=C1C
303115,14.0,CCN=C1C(=C)C(=O)C=CC=C1C
303122,14.0,CCN=C1C(=C)C(O)(O)C=CC=C1C
303123,15.0,CCN=C1C(=C)C2(C=CC=C1C)OO2
303340,12.0,CC=CC=C(C=C=C)C
303355,14.0,CCNOCC=CC=C(C=C=C)C
303364,13.0,C=C=CC(=CC=CCO)C
303367,15.0,CCNOOCC=CC=C(C=C=C)C
303370,15.0,CCN(O)OCC=CC=C(C=C=C)C
303374,15.0,CCNOC(O)C=CC=C(C=C=C)C
303376,16.0,CCN1OC(C=CC=C(C=C=C)C)O1
303378,16.0,CCNOC(=O)C=CC=C(C=C=C)C
303385,13.0,CCNCC=CC=C(C=C=C)C
303388,14.0,CCN(O)CC=CC=C(C=C=C)C
303392,15.0,CCN(CC=CC=C(C=C=C)C)OO
303396,14.0,CCNC(O)C=CC=C(C=C=C)C
303400,16.0,CCN1OOC1C=CC=C(C=C=C)C
303404,16.0,CCN(O)C(=O)C=CC=C(C=C=C)C
303407,15.0,CCNC(C=CC=C(C=C=C)C)OO
303408,15.0,CCN(O)C(O)C=CC=C(C=C=C)C
303411,15.0,CCN1OC1C=CC=C(C=C=C)C
303413,15.0,CCNC(O)(O)C=CC=C(C=C=C)C
303414,16.0,CCNC1(C=CC=C(C=C=C)C)OO1
303415,16.0,CCN1OC1(O)C=CC=C(C=C=C)C
303420,15.0,CCNC(=O)C=CC=C(C=C=C)C
303425,14.0,CCN=CC=CC=C(C=C=C)C
303439,15.0,CCN=C(O)C=CC=C(C=C=C)C
303440,16.0,CCN=C(C=CC=C(C=C=C)C)OO
303472,16.0,CCN1OCC=CC=C(C)C(=C=C)O1
303474,16.0,CCNOC1C=CC=C(C)C(=C=C)O1
303482,16.0,CCN1CC=CC=C(C)C(=C=C)OO1
303486,16.0,CCN(O)C1C=CC=C(C)C(=C=C)O1
303490,16.0,CCN1OC(=C=C)C(C)=CC=CC1O
303491,16.0,CCN1OC1C=CC=C(C)C(O)=C=C
303493,16.0,CCNC1(O)C=CC=C(C)C(=C=C)O1
303495,16.0,CCNC(=O)C=CC=C(C)C(O)=C=C
303499,16.0,CCN=CC=CC=C(C)C(=C=C)OO
303503,16.0,CCN=C1C=CC=C(C)C(=C=C)O1
303505,16.0,CCN=C(O)C=CC=C(C)C(O)=C=C
303537,13.0,CC=CC=C(C)C(O)=C=C
303538,14.0,CC=CC=C(C)C(=C=C)OO
303540,15.0,CC=CC=C(C)C(=C=C)OONCC
303542,14.0,CC=CC=C(C)C(=C=C)ONCC
303543,15.0,CC=CC=C(C)C(=C=C)ON(O)CC
303547,15.0,CCNOCC=CC=C(C)C(O)=C=C
303548,15.0,CCNOC(=C=C)C(=CC=CCO)C
303551,16.0,CCNOC(=C=C)C(=CC=CC=O)C
303558,14.0,CCNCC=CC=C(C)C(O)=C=C
303559,15.0,CCNCC=CC=C(C)C(=C=C)OO
303560,15.0,CCN(O)CC=CC=C(C)C(O)=C=C
303563,15.0,CCN1CC=CC=C(C)C(=C=C)O1
303565,15.0,CCNC(O)C=CC=C(C)C(O)=C=C
303566,16.0,CCNC1C=CC=C(C)C(=C=C)OO1
303571,17.0,CCN1OC(=C=C)C(C)=CC=CC1=O
303572,15.0,CCNC1C=CC=C(C)C(=C=C)O1
303576,17.0,CCN1OC12C=CC=C(C)C(=C=C)O2
303578,15.0,CCN=CC=CC=C(C)C(O)=C=C
303584,17.0,CCN=C1C=CC=C(C)C(=C=C)OO1
303650,13.0,CC=CC=C(C)C(=C=C)NCC
303653,14.0,CC=CC=C(C)C(=C=C)N(O)CC
303657,15.0,CC=CC=C(C)C(=C=C)N(CC)OO
303661,14.0,CCNC(=C=C)C(=CC=CCO)C
303662,15.0,CCNC(=C=C)C(=CC=CCOO)C
303663,15.0,CCN1OCC=CC=C(C)C1=C=C
303664,15.0,CCN(O)C(=C=C)C(=CC=CCO)C
303665,16.0,CCN1OOCC=CC=C(C)C1=C=C
303668,15.0,CCNC(=C=C)C(=CC=CC=O)C
303669,16.0,CCN(O)C(=C=C)C(=CC=CC=O)C
303678,15.0,CCNC(=C=C)C(=CC=CC(O)O)C
303679,16.0,CCNC(=C=C)C(=CC=CC1OO1)C
303680,16.0,CCN1OC(O)C=CC=C(C)C1=C=C
303688,16.0,CCNC(=C=C)C(=CC=CC(=O)O)C
303689,17.0,CCN1OC(=O)C=CC=C(C)C1=C=C
303691,14.0,CCN1CC=CC=C(C)C1=C=C
303699,16.0,CCN1C(=C=C)C(C)=CC=CC1OO
303703,16.0,CCN1C(=O)C=CC=C(C)C1=C=C
303705,15.0,CCN1C(=C=C)C(C)=CC=CC1O
303710,16.0,CCN1C(=C=C)C(C)=CC=CC1(O)O
303711,17.0,CCN1C(=C=C)C(C)=CC=CC12OO2
303944,10.0,C=COOC1C=CC=C(C)C1
303947,11.0,CCN(OC=C)OC1C=CC=C(C)C1
303954,12.0,CCN(C=C)OC1C=CC=C(C)C1
303956,13.0,CCN(C=C)OOC1C=CC=C(C)C1
303960,11.0,CCN(O)C(=C)OC1C=CC=C(C)C1
303963,11.0,CCNC(=C)OOC1C=CC=C(C)C1
303964,11.0,CCN(OC1C=CC=C(C)C1)C(=C)O
304000,9.0,C=COC1C=CC=C(C)C1
304003,8.0,C=C(O)OC1C=CC=C(C)C1
304004,9.0,CCNOC(=C)OC1C=CC=C(C)C1
304017,10.0,CCNC(=C)OC1C=CC=C(C)C1
304030,10.0,C=COC1(O)C=CC=C(C)C1
304033,11.0,CCNOC1(OC=C)C=CC=C(C)C1
304034,9.0,C=C1OC2(C=CC=C(C)C2)O1
304038,13.0,CCN(C=C)OC1(O)C=CC=C(C)C1
304041,12.0,CCN1OC2(C=CC=C(C)C2)OC1=C
304042,11.0,CCNC(=C)OC1(O)C=CC=C(C)C1
304092,11.0,CCN(OOC=C)C1C=CC=C(C)C1
304103,10.0,CCN(OC=C)C1C=CC=C(C)C1
304107,9.0,CCN(OC(=C)O)C1C=CC=C(C)C1
304113,11.0,CCN(C=C)C1C=CC=C(C)C1
304125,10.0,CCN(C(=C)O)C1C=CC=C(C)C1
304126,11.0,CCN(C(=C)OO)C1C=CC=C(C)C1
304141,11.0,CCN(O)C1(OC=C)C=CC=C(C)C1
304144,11.0,CCNC1(OOC=C)C=CC=C(C)C1
304146,11.0,CCN(OC=C)C1(O)C=CC=C(C)C1
304148,9.0,CCNC1(OC(=C)O)C=CC=C(C)C1
304149,10.0,CCN1OC(=C)OC12C=CC=C(C)C2
304152,12.0,CCN(C=C)C1(O)C=CC=C(C)C1
304159,11.0,CCN(C(=C)O)C1(O)C=CC=C(C)C1
304160,12.0,CCN1C(=C)OOC12C=CC=C(C)C2
304190,10.0,CCNC1(OC=C)C=CC=C(C)C1
304196,13.0,CCN(C=C)C1(OO)C=CC=C(C)C1
304204,11.0,CCN1C(=C)OC12C=CC=C(C)C2
304322,8.0,C=CC1C=CC=C(C)C1
304336,8.0,C=C(OO)C1C=CC=C(C)C1
304339,9.0,CCNOOC(=C)C1C=CC=C(C)C1
304340,9.0,CCN(O)OC(=C)C1C=CC=C(C)C1
304343,7.0,C=C(O)C1C=CC=C(C)C1
304348,8.0,CCNOC(=C)C1C=CC=C(C)C1
304351,9.0,CCNC(=C)C1C=CC=C(C)C1
304357,10.0,CCN(O)C(=C)C1C=CC=C(C)C1
304358,11.0,CCN(OO)C(=C)C1C=CC=C(C)C1
304363,10.0,C=CC1(OO)C=CC=C(C)C1
304364,10.0,CCNOC1(C=C)C=CC=C(C)C1
304374,9.0,C=C1OOC12C=CC=C(C)C2
304375,9.0,CCNOC1(C(=C)O)C=CC=C(C)C1
304376,9.0,CCNOC(=C)C1(O)C=CC=C(C)C1
304377,10.0,CCN1OC(=C)C2(C=CC=C(C)C2)O1
304378,10.0,CCNC(=C)C1(O)C=CC=C(C)C1
304382,12.0,CCN1OOC2(C=CC=C(C)C2)C1=C
304393,9.0,C=CC1(O)C=CC=C(C)C1
304396,11.0,CCNOOC1(C=C)C=CC=C(C)C1
304399,11.0,CCN(O)OC1(C=C)C=CC=C(C)C1
304401,8.0,C=C(O)C1(O)C=CC=C(C)C1
304406,8.0,C=C1OC12C=CC=C(C)C2
304410,11.0,CCNC(=C)C1(OO)C=CC=C(C)C1
